file,line,module,bound_name,confidence
tests/test_evaluation_probes.py,7,rl.custom_ppo.distributions.ActionHead,ActionHead,high
tests/test_evaluation_probes.py,7,rl.custom_ppo.distributions.MultiHeadActionDistribution,MultiHeadActionDistribution,high
tests/test_eval_checkpoint_op5_label.py,3,__future__.annotations,annotations,high
tests/test_feasibility_and_coverage.py,1,__future__.annotations,annotations,high
tests/test_feasibility_and_coverage.py,8,macro_actions.MacroAction,MacroAction,high
tests/test_forced_z_anneal.py,20,__future__.annotations,annotations,high
tests/test_forced_z_anneal.py,25,numpy,np,high
tests/test_forced_z_behavior_vectors.py,3,__future__.annotations,annotations,high
tests/test_game_manager_refactored.py,1,__future__.annotations,annotations,high
tests/test_gpu_env_api.py,1,__future__.annotations,annotations,high
tests/test_gpu_env_pure.py,1,__future__.annotations,annotations,high
tests/test_hard_opponents.py,19,__future__.annotations,annotations,high
tests/test_inference_distribution_contract.py,1,__future__.annotations,annotations,high
tests/test_latent_actor_residual.py,15,__future__.annotations,annotations,high
tests/test_latent_arc_credit.py,20,__future__.annotations,annotations,high
tests/test_latent_behavior_contrast.py,1,__future__.annotations,annotations,high
tests/test_latent_core_import_graph.py,3,__future__.annotations,annotations,high
tests/test_latent_losses.py,8,__future__.annotations,annotations,high
tests/test_latent_phase_labels.py,3,__future__.annotations,annotations,high
tests/test_latent_preference.py,1,__future__.annotations,annotations,high
tests/test_latent_strategy_canonicalization.py,20,__future__.annotations,annotations,high
tests/test_latent_strategy_canonicalization.py,27,dataclasses.asdict,asdict,high
tests/test_latent_strategy_refactor.py,3,__future__.annotations,annotations,high
tests/test_latent_strategy_refactor.py,6,unittest.mock.MagicMock,MagicMock,high
tests/test_latent_strategy_refactor.py,9,torch.distributions.Categorical,Categorical,high
tests/test_marginal_baseline.py,23,types.SimpleNamespace,SimpleNamespace,high
tests/test_networks.py,1,__future__.annotations,annotations,high
tests/test_op35_latent_matrix.py,3,__future__.annotations,annotations,high
tests/test_op5_coordination_wiring.py,3,__future__.annotations,annotations,high
tests/test_op5_rusher_params.py,3,__future__.annotations,annotations,high
tests/test_operational_gap_guards.py,3,__future__.annotations,annotations,high
tests/test_operational_gap_guards.py,19,rl.custom_ppo.CustomPPOTrainer,CustomPPOTrainer,high
tests/test_operational_gap_guards.py,22,rl.train_ppo.PPOConfig,PPOConfig,high
tests/test_opponent_pool_weights.py,11,__future__.annotations,annotations,high
tests/test_option_advantage.py,1,__future__.annotations,annotations,high
tests/test_option_advantage.py,4,unittest.mock.MagicMock,MagicMock,high
tests/test_option_returns.py,10,__future__.annotations,annotations,high
tests/test_performance_artifacts.py,3,__future__.annotations,annotations,high
tests/test_performance_recorder.py,3,__future__.annotations,annotations,high
tests/test_phase10_evaluation_slice.py,1,__future__.annotations,annotations,high
tests/test_phase1_5_contracts.py,22,__future__.annotations,annotations,high
tests/test_phase1_5_contracts.py,25,math,math,high
tests/test_phase6_experiment_matrix.py,3,__future__.annotations,annotations,high
tests/test_policy_checkpoint_migration.py,3,__future__.annotations,annotations,high
tests/test_policy_contract.py,11,__future__.annotations,annotations,high
tests/test_ppo.py,1,__future__.annotations,annotations,high
tests/test_ppo.py,3,math,math,high
tests/test_ppo_updater_refactor_phase1.py,3,__future__.annotations,annotations,high
tests/test_ppo_updater_review_fixes.py,3,__future__.annotations,annotations,high
tests/test_preset_resolution.py,13,__future__.annotations,annotations,high
tests/test_preset_system.py,12,__future__.annotations,annotations,high
tests/test_preset_system.py,14,hashlib,hashlib,high
tests/test_preset_system.py,16,math,math,high
tests/test_preset_system.py,18,typing.Any,Any,high
tests/test_preset_system.py,19,unittest.mock.MagicMock,MagicMock,high
tests/test_qualitative_rollout.py,17,__future__.annotations,annotations,high
tests/test_qualitative_rollout.py,22,numpy,np,high
tests/test_recurrent_selector.py,17,__future__.annotations,annotations,high
tests/test_recurrent_selector_parity.py,3,__future__.annotations,annotations,high
tests/test_refactor_parity.py,1,__future__.annotations,annotations,high
tests/test_rollout_buffer.py,1,__future__.annotations,annotations,high
tests/test_router_dedicated_lr.py,38,__future__.annotations,annotations,high
tests/test_router_eval_matrix.py,3,__future__.annotations,annotations,high
tests/test_route_telemetry.py,3,__future__.annotations,annotations,high
tests/test_shared_actor_composition.py,19,__future__.annotations,annotations,high
tests/test_state_phase9.py,37,__future__.annotations,annotations,high
tests/test_state_phase9.py,42,sys,sys,high
tests/test_strategy_aux_head_separation.py,22,__future__.annotations,annotations,high
tests/test_tactical_opponents.py,7,__future__.annotations,annotations,high
tests/test_tactical_opponents.py,13,torch,torch,high
tests/test_telemetry_invariance.py,3,__future__.annotations,annotations,high
tests/test_telemetry_invariance.py,8,copy,copy,high
tests/test_telemetry_invariance.py,10,numpy,np,high
tests/test_telemetry_invariance.py,12,game_field_gpu.GPUCTFVecEnv,GPUCTFVecEnv,high
tests/test_telemetry_off_hot_path.py,3,__future__.annotations,annotations,high
tests/test_telemetry_phase6.py,1,__future__.annotations,annotations,high
tests/test_telemetry_phase6_integration.py,3,__future__.annotations,annotations,high
tests/test_training_lifecycle_events.py,3,__future__.annotations,annotations,high
tests/test_training_phase8.py,33,__future__.annotations,annotations,high
tests/test_training_phase8.py,39,sys,sys,high
tests/test_training_phase8.py,325,random,_random,high
tests/test_train_ppo_smoke.py,3,__future__.annotations,annotations,high
tests/test_v5i4_paper_faithful.py,32,__future__.annotations,annotations,high
tests/test_v5i5_paper_faithful_entropy_floor.py,36,__future__.annotations,annotations,high
tests/test_v5i6_paper_faithful_marginal_entropy.py,3,__future__.annotations,annotations,high
tests/test_v5i7_entropy_floor_split_lane.py,3,__future__.annotations,annotations,high
tests/test_v5i8_repertoire_uniform_z.py,3,__future__.annotations,annotations,high
tests/test_v5i8_split_lane_v2_task_pressure.py,3,__future__.annotations,annotations,high
tests/test_v5i9_csia_guided_specialization.py,3,__future__.annotations,annotations,high
tests/test_v6i1_cf_loss.py,3,__future__.annotations,annotations,high
tests/test_v6i1_curriculum_gates.py,3,__future__.annotations,annotations,high
tests/test_v6i1_phase_bc.py,3,__future__.annotations,annotations,high
tests/test_v6i1_phase_bc.py,5,tempfile,tempfile,high
tests/test_v6i1_phase_bc.py,8,unittest.mock,mock,high
tests/test_v6i1_phase_bc.py,14,rl.custom_ppo.curriculum_gates.is_staged_v6i1_curriculum,is_staged_v6i1_curriculum,high
tests/test_v6i1_prelaunch_validation.py,3,__future__.annotations,annotations,high
tests/test_v6i1_prelaunch_validation.py,5,copy,copy,high
tests/test_v6i1_prelaunch_validation.py,6,hashlib,hashlib,high
tests/test_v6i1_prelaunch_validation.py,21,rl.custom_ppo.ppo_updater.PPOUpdater,PPOUpdater,high
tests/test_v6i1_staged_integration.py,3,__future__.annotations,annotations,high
tests/test_v6i1_staged_integration.py,9,torch,torch,high
tests/test_v6i2_gate_protocol.py,3,__future__.annotations,annotations,high
tests/test_v6i2_staged_integration.py,3,__future__.annotations,annotations,high
tests/test_v6i3_comm_policy.py,3,__future__.annotations,annotations,high
tests/test_v6i3_comm_transport.py,3,__future__.annotations,annotations,high
tests/test_v6i3_integration.py,3,__future__.annotations,annotations,high
tests/test_v6i4_order_invariance.py,4,pytest,pytest,high
tests/test_v6i4_router_ablation.py,3,__future__.annotations,annotations,high
tests/test_v6i4_router_ablation_protocol.py,3,__future__.annotations,annotations,high
tests/test_v6i4_shuffled_control.py,3,__future__.annotations,annotations,high
tests/test_v6i5_corrected_curriculum.py,3,__future__.annotations,annotations,high
tests/test_v6i5_repertoire_audit_tools.py,3,__future__.annotations,annotations,high
tests/test_v6i5_terminal_branch_eval.py,1,math,math,high
tests/test_v6i6_strategy_expansion.py,3,__future__.annotations,annotations,high
tests/test_v6i7_parts_b_g.py,23,__future__.annotations,annotations,high
tests/test_v6i7_reward_separation.py,60,__future__.annotations,annotations,high
tests/test_v6i9_map_aware.py,11,__future__.annotations,annotations,high
tests/__init__.py,3,__future__.annotations,annotations,high
tools/analyze_latent.py,36,__future__.annotations,annotations,high
tools/analyze_latent.py,43,collections.defaultdict,defaultdict,high
tools/analyze_latent.py,57,rl.latent_phase_labels.OUTCOME_CLASSES,OUTCOME_CLASSES,high
tools/audit_dead_code.py,15,__future__.annotations,annotations,high
tools/audit_dead_code.py,22,sys,sys,high
tools/audit_dead_code.py,23,collections.defaultdict,defaultdict,high
tools/audit_refactor_progress.py,1,__future__.annotations,annotations,high
tools/audit_refactor_progress.py,4,csv,csv,high
tools/audit_refactor_progress.py,9,sys,sys,high
tools/audit_repository_cleanup.py,10,__future__.annotations,annotations,high
tools/audit_repository_cleanup.py,19,sys,sys,high
tools/audit_repository_cleanup.py,22,typing.Optional,Optional,high
tools/benchmark_training_pipeline.py,4,__future__.annotations,annotations,high
tools/benchmark_training_pipeline.py,8,dataclasses,dataclasses,high
tools/benchmark_training_pipeline.py,14,typing.Any,Any,high
tools/critic_ceiling.py,11,__future__.annotations,annotations,high
tools/diagnose_run.py,7,__future__.annotations,annotations,high
tools/global_state_probe.py,22,__future__.annotations,annotations,high
tools/phase6_1_capture_environment.py,1,__future__.annotations,annotations,high
tools/phase6_1_component_benchmark.py,2,__future__.annotations,annotations,high
tools/qualitative_rollout.py,51,__future__.annotations,annotations,high
tools/qualitative_rollout.py,55,math,math,high
tools/qualitative_rollout.py,61,typing.Iterable,Iterable,high
tools/q_probe.py,44,__future__.annotations,annotations,high
tools/q_probe.py,57,typing.Iterable,Iterable,high
tools/q_probe_local_counterfactual.py,49,__future__.annotations,annotations,high
tools/router_distill_from_qprobe.py,70,__future__.annotations,annotations,high
tools/router_eval_matrix.py,17,__future__.annotations,annotations,high
tools/router_eval_matrix.py,19,argparse,argparse,high
tools/sliced_z_diagnostics.py,34,__future__.annotations,annotations,high
tools/snapshot_presets.py,13,__future__.annotations,annotations,high
tools/summer_proof_report.py,33,__future__.annotations,annotations,high
tools/tactical_regime_analysis.py,53,__future__.annotations,annotations,high
tools/tactical_regime_analysis.py,63,typing.Iterable,Iterable,high
tools/trace_actor_z_pathway.py,4,__future__.annotations,annotations,high
tools/trace_actor_z_pathway.py,14,torch,torch,high
tools/v5i8_forced_z_eval.py,10,__future__.annotations,annotations,high
tools/v6i3_comm_corruption_eval.py,4,__future__.annotations,annotations,high
tools/v6i5_cf_diagnostics.py,3,__future__.annotations,annotations,high
tools/v6i5_cf_diagnostics.py,11,dataclasses,dataclasses,high
tools/v6i5_cf_sweep_summary.py,3,__future__.annotations,annotations,high
tools/v6i5_phase_a_audit.py,8,__future__.annotations,annotations,high
tools/v6i5_state_conditioned_branch_eval.py,11,__future__.annotations,annotations,high
tools/verify_telemetry_invariance.py,2,__future__.annotations,annotations,high
tools/_build_latent_modules.py,2,__future__.annotations,annotations,high
tools/_extract_latent_modules.py,3,__future__.annotations,annotations,high
tools/_shrink_latent_core.py,3,__future__.annotations,annotations,high
experiments/analyze_latent_mi.py,52,__future__.annotations,annotations,high
experiments/analyze_v3i12_telemetry.py,4,numpy,np,high
experiments/build_proof_table.py,35,__future__.annotations,annotations,high
experiments/build_seed_aggregate_table.py,35,__future__.annotations,annotations,high
experiments/calibrate_hard_pool.py,38,__future__.annotations,annotations,high
experiments/calibrate_hard_pool.py,45,typing.Optional,Optional,high
experiments/calibrate_hard_pool.py,213,plot.eval_rollout,plot,high
experiments/diagnose_run.py,4,__future__.annotations,annotations,high
experiments/eval_op4_zero_shot.py,50,__future__.annotations,annotations,high
experiments/eval_v6i8_stage_c.py,25,__future__.annotations,annotations,high
experiments/eval_v6i8_stage_c.py,157,plot.eval_rollout,plot,high
experiments/eval_v6i9_map_awareness.py,13,__future__.annotations,annotations,high
experiments/eval_v6i9_map_awareness.py,22,uuid,uuid,high
experiments/eval_v6i9_map_awareness.py,23,collections.defaultdict,defaultdict,high
experiments/eval_v6i9_map_awareness.py,24,datetime.timezone,timezone,high
experiments/eval_v6i9_map_awareness.py,26,typing.Iterable,Iterable,high
experiments/gate_v6i9_map_aware.py,22,__future__.annotations,annotations,high
experiments/op35_latent_matrix.py,42,__future__.annotations,annotations,high
experiments/phase6_experiment_matrix.py,15,__future__.annotations,annotations,high
experiments/plan_faithful_ablation_matrix.py,16,__future__.annotations,annotations,high
experiments/run_forced_z_matrix.py,7,__future__.annotations,annotations,high
experiments/_z_marginal_from_csv.py,15,__future__.annotations,annotations,high
