episode_id,success,time_to_first_score,time_to_game_over,collisions_per_episode,near_misses_per_episode,collision_free_episode,mean_inter_robot_dist,std_inter_robot_dist,zone_coverage,phase_name,opponent_kind,scripted_tag,blue_score,red_score
219,1,53.361,97.713,47,20,0,5.60812,3.26038,0.2,OP2,scripted,OP2,3,0
220,1,31.185,75.537,30,20,0,5.53179,3.21761,0.183333,OP2,scripted,OP2,3,0
221,1,42.966,116.424,61,24,0,5.26422,3.24025,0.191667,OP2,scripted,OP2,3,0
222,1,18.711,81.081,50,25,0,6.64949,3.61033,0.266667,OP2,scripted,OP2,3,0
223,1,9.009,65.835,40,16,0,5.9993,3.81363,0.183333,OP2,scripted,OP2,3,0
224,1,27.72,62.37,35,7,0,5.40788,3.41034,0.175,OP2,scripted,OP2,3,0
225,1,14.553,88.011,82,21,0,6.13649,3.99788,0.208333,OP2,scripted,OP2,3,0
226,1,15.939,42.966,29,8,0,5.7639,3.98205,0.158333,OP2,scripted,OP2,3,0
227,1,49.896,143.451,86,34,0,6.0461,3.6534,0.2,OP2,scripted,OP2,3,0
228,1,26.334,82.467,47,23,0,6.79263,3.83324,0.2,OP2,scripted,OP2,3,0
229,1,23.562,179.487,68,34,0,5.95615,3.46422,0.25,OP2,scripted,OP2,3,0
230,1,43.659,81.081,45,17,0,5.37829,3.55353,0.166667,OP2,scripted,OP2,3,0
231,1,111.573,164.934,70,23,0,6.24876,3.6026,0.175,OP2,scripted,OP2,3,0
232,1,14.553,95.634,43,23,0,6.48098,3.79501,0.233333,OP2,scripted,OP2,3,0
233,1,97.02,128.205,77,38,0,5.70285,3.65107,0.216667,OP2,scripted,OP2,3,0
234,1,76.923,191.268,89,55,0,5.1322,3.29085,0.25,OP2,scripted,OP2,3,0
235,1,29.799,64.449,31,16,0,5.82174,3.44498,0.183333,OP2,scripted,OP2,3,0
236,1,79.002,122.661,43,26,0,5.97177,4.02045,0.225,OP2,scripted,OP2,3,0
237,1,49.896,154.539,75,33,0,7.05052,3.96595,0.183333,OP2,scripted,OP2,3,0
238,1,31.878,101.871,50,24,0,5.87713,3.48891,0.175,OP2,scripted,OP2,3,0
239,1,88.704,147.609,73,34,0,5.44381,3.29662,0.258333,OP2,scripted,OP2,3,0
240,1,24.255,49.203,38,13,0,6.51121,3.94499,0.15,OP2,scripted,OP2,3,0
241,1,32.571,90.09,48,16,0,5.9359,3.97528,0.208333,OP2,scripted,OP2,3,0
242,1,40.887,88.704,42,31,0,6.54772,3.81372,0.175,OP2,scripted,OP2,3,0
243,1,54.054,89.397,56,21,0,5.59209,3.78056,0.208333,OP2,scripted,OP2,3,0
244,1,27.72,84.546,52,22,0,5.34548,3.34162,0.2,OP2,scripted,OP2,3,0
245,1,58.212,121.275,71,32,0,7.1296,4.16357,0.241667,OP2,scripted,OP2,3,0
246,1,38.808,69.993,45,17,0,6.62115,3.77857,0.191667,OP2,scripted,OP2,3,0
247,1,18.018,47.817,33,10,0,5.36619,2.95919,0.141667,OP2,scripted,OP2,3,0
248,1,40.194,92.862,72,17,0,5.99127,3.43975,0.158333,OP2,scripted,OP2,3,0
249,1,54.747,109.494,56,30,0,6.65991,4.04541,0.191667,OP2,scripted,OP2,3,0
250,1,18.018,114.345,59,19,0,5.73006,3.15184,0.216667,OP2,scripted,OP2,3,0
251,1,31.185,69.993,55,15,0,5.86456,3.6907,0.166667,OP2,scripted,OP2,3,0
252,1,22.869,137.214,71,29,0,5.52926,3.02494,0.233333,OP2,scripted,OP2,3,0
253,1,50.589,124.74,44,36,0,6.20323,3.68811,0.225,OP2,scripted,OP2,3,0
254,1,42.273,84.546,65,26,0,5.97669,4.10207,0.208333,OP2,scripted,OP2,3,0
255,1,15.246,240.471,98,60,0,5.67739,3.25534,0.258333,OP2,scripted,OP2,3,0
256,1,20.79,65.835,39,12,0,5.5002,3.74278,0.133333,OP2,scripted,OP2,3,0
