episode_id,success,time_to_first_score,time_to_game_over,collisions_per_episode,near_misses_per_episode,collision_free_episode,mean_inter_robot_dist,std_inter_robot_dist,zone_coverage,phase_name,opponent_kind,scripted_tag,blue_score,red_score,opponent_switch_count,vec_schema_version
1,1,58.212,300.069,392,21,0,3.85155,2.51159,0.191667,OP1,scripted,OP1,2,0,0,1
2,1,28.413,300.069,425,29,0,4.34974,2.70905,0.175,OP1,scripted,OP1,1,0,0,1
3,1,128.898,300.069,409,24,0,4.53438,2.49768,0.191667,OP1,scripted,OP1,1,0,0,1
4,1,106.722,300.069,386,40,0,4.32532,2.75345,0.225,OP1,scripted,OP1,2,0,0,1
5,1,144.144,300.069,396,33,0,4.20533,2.47762,0.2,OP1,scripted,OP1,1,0,0,1
6,1,51.282,300.069,49,363,0,5.05148,3.05106,0.258333,OP1,scripted,OP1,2,0,0,1
7,1,33.957,300.069,382,27,0,4.92676,2.58953,0.183333,OP1,scripted,OP1,2,0,0,1
8,1,128.898,300.069,176,227,0,4.11252,2.48869,0.191667,OP1,scripted,OP1,2,0,0,1
9,0,,300.069,442,43,0,3.6617,2.55636,0.183333,OP1,scripted,OP1,0,0,0,1
10,1,268.191,300.069,428,32,0,3.6528,2.74132,0.166667,OP1,scripted,OP1,1,0,0,1
11,0,,300.069,425,31,0,3.5355,2.08701,0.2,OP1,scripted,OP1,0,0,0,1
12,1,227.304,300.069,310,141,0,4.03365,2.9795,0.275,OP1,scripted,OP1,1,0,0,1
13,1,32.571,300.069,419,39,0,4.48502,2.65702,0.175,OP1,scripted,OP1,1,0,0,1
14,1,114.345,300.069,411,33,0,4.21025,2.65501,0.175,OP1,scripted,OP1,1,0,0,1
15,1,96.327,300.069,387,26,0,4.40796,2.74929,0.225,OP1,scripted,OP1,2,0,0,1
16,1,164.241,300.069,415,39,0,4.33365,2.72614,0.166667,OP1,scripted,OP1,1,0,0,1
17,1,68.607,253.638,305,23,0,4.23203,2.46732,0.216667,OP1,scripted,OP1,3,0,0,1
18,1,145.53,300.069,403,44,0,3.86523,2.50983,0.258333,OP1,scripted,OP1,2,0,0,1
19,1,282.051,300.069,429,25,0,4.65951,3.00185,0.133333,OP1,scripted,OP1,1,0,0,1
20,1,137.214,300.069,416,31,0,4.43413,2.71125,0.241667,OP1,scripted,OP1,1,0,0,1
21,0,,300.069,419,28,0,4.33869,2.37379,0.216667,OP1,scripted,OP1,0,0,0,1
22,1,35.343,272.349,326,39,0,4.44999,2.73092,0.225,OP1,scripted,OP1,3,0,0,1
23,1,105.336,300.069,31,415,0,4.1029,2.87912,0.208333,OP1,scripted,OP1,1,0,0,1
24,1,119.889,300.069,371,30,0,4.76126,2.69722,0.241667,OP1,scripted,OP1,2,0,0,1
