episode_id,success,time_to_first_score,time_to_game_over,collisions_per_episode,near_misses_per_episode,collision_free_episode,mean_inter_robot_dist,std_inter_robot_dist,zone_coverage,phase_name,opponent_kind,scripted_tag,blue_score,red_score,opponent_switch_count,vec_schema_version
1,0,,277.2,382,25,0,4.17242,2.15984,0.208333,OP1,scripted,OP1,0,0,0,2
2,0,,277.2,403,21,0,4.64158,2.96395,0.25,OP1,scripted,OP1,0,0,0,2
3,0,,277.2,386,31,0,3.93136,2.15311,0.216667,OP1,scripted,OP1,0,0,0,2
4,0,,277.2,392,34,0,4.57706,2.5756,0.25,OP1,scripted,OP1,0,0,0,2
5,1,23.562,172.557,205,23,0,4.93081,3.05688,0.158333,OP1,scripted,OP1,3,0,0,2
6,1,169.785,277.2,366,40,0,4.08007,2.48625,0.241667,OP1,scripted,OP1,1,0,0,2
7,0,,277.2,383,34,0,5.1512,2.81281,0.241667,OP1,scripted,OP1,0,0,0,2
8,0,,277.2,398,13,0,4.8363,2.58769,0.233333,OP1,scripted,OP1,0,0,0,2
9,1,142.758,277.2,360,33,0,4.26934,2.80909,0.141667,OP1,scripted,OP1,2,0,0,2
10,1,247.401,277.2,379,31,0,4.31449,2.78745,0.208333,OP1,scripted,OP1,1,0,0,2
11,1,200.277,277.2,381,47,0,4.13231,2.89441,0.233333,OP1,scripted,OP1,1,0,0,2
12,1,188.496,277.2,389,23,0,4.08242,2.76714,0.141667,OP1,scripted,OP1,1,0,0,2
13,1,95.634,277.2,372,30,0,4.099,2.50953,0.208333,OP1,scripted,OP1,1,0,0,2
14,0,,277.2,398,26,0,4.32675,2.51468,0.208333,OP1,scripted,OP1,0,0,0,2
15,0,,277.2,402,19,0,4.76923,2.77856,0.216667,OP1,scripted,OP1,0,0,0,2
16,0,,277.2,386,22,0,4.68302,2.68733,0.3,OP1,scripted,OP1,0,0,0,2
17,1,128.205,277.2,373,36,0,4.65102,2.82375,0.2,OP1,scripted,OP1,1,0,0,2
18,1,158.004,277.2,370,24,0,5.66451,3.67566,0.441667,OP1,scripted,OP1,1,0,0,2
19,0,,277.2,403,30,0,4.40438,2.95982,0.308333,OP1,scripted,OP1,0,0,0,2
20,1,73.458,277.2,360,29,0,5.20206,3.13819,0.158333,OP1,scripted,OP1,2,0,0,2
21,1,62.37,277.2,383,41,0,4.17829,2.71528,0.258333,OP1,scripted,OP1,1,0,0,2
22,1,114.345,270.27,334,26,0,4.84795,3.1178,0.208333,OP1,scripted,OP1,3,0,0,2
23,1,93.555,277.2,362,27,0,4.46601,2.68119,0.233333,OP1,scripted,OP1,1,0,0,2
24,0,,277.2,396,18,0,4.57823,2.67106,0.141667,OP1,scripted,OP1,0,0,0,2
