episode_id,timesteps,policy_update,rollout_step,latent_z,curriculum_phase,mode,map_set,opponent,success,blue_score,red_score,win_margin,decision_steps,zone_coverage,collision_free_episode,collision_events_per_episode,near_misses_per_episode,time_to_first_score,mean_inter_robot_dist,reward_terminal,reward_offense,reward_pbrs,reward_team,reward_sparse,reward_sparse_points,reward_failure,reward_total
1,184,0,23,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,0,3,23,0.2800000011920929,1,0,2,16.0,7.606817494268003,2.0,0.4000000059604645,-0.00724928081035614,0.04999999701976776,1.0,100.0,0.0,0.7810258269309998
2,208,0,26,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,0,3,26,0.23999999463558197,1,0,3,21.0,7.8727874755859375,2.0,0.5,0.004702210426330566,0.03999999910593033,1.0,100.0,0.0,0.7927717566490173
3,216,0,27,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,0,3,27,0.4399999976158142,1,0,8,20.0,6.165244773582176,2.0,0.5,-0.009082213044166565,0.014999999664723873,1.0,100.0,0.0,0.7921502590179443
4,216,0,27,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,0,3,27,0.3199999928474426,1,0,0,22.0,8.215961032443577,2.0,0.5,-0.002995103597640991,0.014999999664723873,1.0,100.0,0.0,0.7922479510307312
5,224,0,28,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,0,3,28,0.35999998450279236,1,0,9,21.0,6.287561144147601,2.0,0.5,-0.021711647510528564,0.014999999664723873,1.0,100.0,-0.05999999865889549,0.7849633693695068
6,232,0,29,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,0,3,29,0.47999998927116394,1,0,2,21.0,8.359459186422415,2.0,0.5,-0.008233532309532166,0.02499999850988388,1.0,100.0,0.0,0.7923242449760437
7,240,0,30,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,1,2,30,0.2800000011920929,1,0,14,25.0,6.027194213867188,2.0,0.5,-0.015277162194252014,0.029999999329447746,1.0,100.0,0.0,0.792291522026062
8,248,0,31,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,0,3,31,0.2800000011920929,1,0,11,25.0,7.973005725491431,2.0,0.5,-0.02956356108188629,0.029999999329447746,1.0,100.0,-0.029999999329447746,0.7885973453521729
9,336,0,42,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.3199999928474426,1,0,3,12.0,10.738139905427632,2.0,0.5,-0.02333584427833557,0.029999999329447746,1.0,100.0,-0.029999999329447746,0.7886987328529358
10,360,0,45,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.23999999463558197,1,0,1,12.0,9.786602622584292,-1.5,-0.5,0.015241950750350952,0.0,-1.0,-100.0,-0.029999999329447746,-0.7313628196716309
11,368,0,46,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.1599999964237213,1,0,1,12.0,10.889330412212171,-1.5,-0.5,0.01397019624710083,0.019999999552965164,-1.0,-100.0,0.0,-0.726659893989563
12,368,0,46,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.3199999928474426,1,0,7,11.0,10.269417656792534,2.0,0.8999999761581421,-0.010211735963821411,0.029999999329447746,2.0,200.0,0.0,0.9066804647445679
13,368,0,46,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.19999998807907104,1,0,2,12.0,11.640256379780016,-1.5,-0.5,-0.011952489614486694,0.019999999552965164,-1.0,-100.0,0.0,-0.7271864414215088
14,392,0,49,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,1,2,19,0.3199999928474426,1,0,1,12.0,10.274295204564146,2.0,0.5,-0.02340693771839142,0.014999999664723873,1.0,100.0,0.0,0.7919203042984009
15,400,0,50,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,21,0.2800000011920929,1,0,1,13.0,10.351370675223214,-1.2000000476837158,0.0,-0.0014837086200714111,0.0,0.0,0.0,0.0,-0.3533746004104614
16,408,0,51,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,20,0.3199999928474426,1,0,4,13.0,10.02411117553711,2.0,0.5,-0.021095097064971924,0.014999999664723873,1.0,100.0,-0.029999999329447746,0.788490891456604
17,472,0,59,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,1,2,17,0.35999998450279236,1,0,0,11.0,10.334855921128216,2.0,0.5,-0.040618717670440674,0.014999999664723873,1.0,100.0,0.0,0.7916436791419983
18,488,0,61,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,16,0.11999999731779099,1,0,3,11.0,10.018980979919434,2.0,0.0,-0.010237187147140503,0.0,0.0,0.0,-0.029999999329447746,0.5411022901535034
19,512,0,64,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.19999998807907104,1,0,2,11.0,9.853767395019531,-1.5,-0.4000000059604645,0.0002291649580001831,0.019999999552965164,-1.0,-100.0,0.0,-0.712102472782135
20,512,0,64,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,18,0.23999999463558197,1,0,3,11.0,10.117435031467014,-1.2000000476837158,0.0,-0.010328799486160278,0.0,0.0,0.0,0.0,-0.3537079989910126
21,520,0,65,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.19999998807907104,1,0,7,11.0,9.998560052168997,-1.5,-0.5,0.005802527070045471,0.0,-1.0,-100.0,0.0,-0.7272319793701172
22,536,0,67,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,17,0.19999998807907104,1,0,0,11.0,10.172820147346048,-1.5,0.0,0.004184752702713013,0.0,0.0,0.0,0.0,-0.431190550327301
23,536,0,67,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,18,0.19999998807907104,1,0,1,11.0,10.963651021321615,-1.2000000476837158,0.0,-0.00705699622631073,0.0,0.0,0.0,0.0,-0.3535847067832947
24,552,0,69,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,18,0.1599999964237213,1,0,1,11.0,12.026942782931858,-1.2000000476837158,0.0,-0.00754818320274353,0.0,0.0,0.0,0.0,-0.35360321402549744
25,616,0,77,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.23999999463558197,1,0,0,13.0,9.394360860188803,-1.5,-0.5,-0.009721830487251282,0.0,-1.0,-100.0,0.0,-0.7275469303131104
26,656,0,82,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.1599999964237213,1,0,3,11.0,9.802190992567274,2.0,0.4000000059604645,0.006421715021133423,0.029999999329447746,1.0,100.0,0.0,0.7809194326400757
27,664,0,83,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,22,0.35999998450279236,1,0,6,15.0,9.851058959960938,-1.5,-0.4000000059604645,-0.0027500540018081665,0.0,-1.0,-100.0,0.0,-0.7125899791717529
28,672,0,84,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,19,0.2800000011920929,1,0,0,11.0,10.499292474043997,-1.2000000476837158,0.0,0.005121707916259766,0.0,0.0,0.0,0.0,-0.35312560200691223
29,672,0,84,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,20,0.2800000011920929,1,0,3,12.0,9.28221435546875,-1.5,0.0,-0.00870753824710846,0.0,0.0,0.0,0.0,-0.4316425621509552
30,688,0,86,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,19,0.19999998807907104,1,0,5,12.0,10.065575850637336,-1.2000000476837158,0.5,-0.005655281245708466,0.0,1.0,100.0,0.0,0.0918048545718193
31,696,0,87,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,20,0.1599999964237213,1,0,2,13.0,9.954135131835937,-1.2000000476837158,0.0,0.0035251080989837646,0.0,0.0,0.0,-0.029999999329447746,-0.36123859882354736
32,696,0,87,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,18,0.2800000011920929,1,0,3,11.0,9.625826517740885,2.0,0.5,-0.020339474081993103,0.029999999329447746,1.0,100.0,0.0,0.7922103404998779
33,768,0,96,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,19,0.3199999928474426,1,0,6,12.0,9.496301751387747,-1.5,-0.5,-0.006490334868431091,0.0,-1.0,-100.0,0.0,-0.7274814248085022
34,808,0,101,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.19999998807907104,1,0,0,11.0,12.448157416449654,-1.5,-0.5,0.00043332576751708984,0.019999999552965164,-1.0,-100.0,0.0,-0.7269350290298462
35,808,0,101,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,17,0.1599999964237213,1,0,0,11.0,11.307772468118106,2.0,0.5,-0.023319974541664124,0.029999999329447746,1.0,100.0,0.0,0.7921625375747681
36,808,0,101,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.19999998807907104,1,0,1,12.0,10.53921830026727,2.0,0.5,0.014610826969146729,0.029999999329447746,1.0,100.0,0.0,0.7927703261375427
37,824,0,103,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,1,3,2,1,19,0.19999998807907104,1,0,1,12.0,9.977360775596217,2.0,0.5,-0.017273440957069397,0.014999999664723873,1.0,100.0,0.0,0.7920187711715698
38,832,0,104,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,18,0.35999998450279236,1,0,6,11.0,9.779575771755642,-1.5,-0.4000000059604645,-0.01051311194896698,0.0,-1.0,-100.0,0.0,-0.7127546072006226
39,856,0,107,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,2,3,-1,20,0.3199999928474426,1,0,2,13.0,10.87946014404297,-1.5,-0.5,-0.006396785378456116,0.0,-1.0,-100.0,0.0,-0.7274795174598694
40,872,0,109,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,0,3,3,0,22,0.19999998807907104,1,0,3,13.0,10.212393327192826,-1.2000000476837158,0.0,0.0030283555388450623,0.0,0.0,0.0,-0.029999999329447746,-0.3612572252750397
