update,run_id,run_pid,timesteps,episodes_completed,wins,losses,draws,win_rate,rolling_win_rate_50ep,rolling_win_rate_200ep,rollout_reward_mean,rollout_reward_std,rollout_return_mean,rollout_return_std,rollout_episodes,rollout_wins,rollout_losses,rollout_draws,rollout_win_rate,rollout_win_margin_mean,rollout_blue_score_mean,rollout_red_score_mean,explained_variance,reward_terminal_mean,reward_offense_mean,reward_pbrs_mean,reward_team_mean,reward_sparse_mean,reward_sparse_points_mean,reward_failure_mean,reward_total_mean,reward_outcome_mean,reward_shaping_mean,reward_shaping_to_outcome_abs_ratio,reward_shaping_coef,reward_failure_to_outcome_abs,policy_loss,value_loss,value_loss_min,value_loss_std,value_loss_p10,value_loss_p50,value_loss_p90,value_loss_max,return_norm_mean,return_norm_std,return_norm_count,entropy,approx_kl,clip_fraction,grad_norm,learning_rate,strategy_entropy,strategy_entropy_frac,strategy_policy_loss,strategy_approx_kl,strategy_clip_fraction,strategy_ratio_std,strategy_q_loss,strategy_persist_loss,strategy_grad_norm,strategy_resample_count,strategy_resample_fraction,strategy_unique_count,strategy_dominant,strategy_switch_count,strategy_switch_fraction,strategy_wr_spread,strategy_resample_fraction_rollout,rollout_adv_std,rollout_adv_std_at_z_switch,rollout_adv_std_not_z_switch,curriculum_phase,curriculum_phase_idx,curriculum_phase_episodes,curriculum_phase_win_rate,strategy_kl,strategy_occupancy_0,strategy_occupancy_1,strategy_occupancy_2,strategy_occupancy_3,episode_z_0_count,episode_z_0_win_rate,episode_z_0_blue_score_mean,episode_z_0_red_score_mean,episode_z_0_win_margin_mean,episode_z_1_count,episode_z_1_win_rate,episode_z_1_blue_score_mean,episode_z_1_red_score_mean,episode_z_1_win_margin_mean,episode_z_2_count,episode_z_2_win_rate,episode_z_2_blue_score_mean,episode_z_2_red_score_mean,episode_z_2_win_margin_mean,episode_z_3_count,episode_z_3_win_rate,episode_z_3_blue_score_mean,episode_z_3_red_score_mean,episode_z_3_win_margin_mean,strategy_resample_adv_mean_z0,strategy_resample_adv_std_z0,strategy_resample_adv_n_z0,strategy_resample_adv_mean_z1,strategy_resample_adv_std_z1,strategy_resample_adv_n_z1,strategy_resample_adv_mean_z2,strategy_resample_adv_std_z2,strategy_resample_adv_n_z2,strategy_resample_adv_mean_z3,strategy_resample_adv_std_z3,strategy_resample_adv_n_z3
11,44068-1778169022417944700,44068,180224,1829,1531,271,27,0.8370694368507381,0.94,0.905,0.002692130394279957,0.08885960280895233,0.23354776203632355,0.3418712019920349,170,154,15,1,0.9058823529411765,1.2352941176470589,2.9058823529411764,1.6705882352941177,0.21736782789230347,0.01295776292681694,0.004751918371766806,0.005301862955093384,0.00853035505861044,0.006103515625,0.6103515625,-0.009979248046875,0.002692130394279957,0.01906127855181694,0.005858495812863112,0.30733449817858755,0.7476864000000001,0.5235076184490975,-0.03381809028068266,0.5719378921044928,0.4568738341331482,0.050065815448760986,0.5119368433952332,0.5688644647598267,0.6378191113471985,0.7207016348838806,0.1638348494509313,0.38849218656579493,180224.0001,2.619580182899423,0.016741468031814664,0.21517591411564627,2.388497393147475,0.00014755968,1.3677195407906357,0.9866010994127903,0.019410873329972524,0.0008424674931335535,0.0,0.028282077007152483,0.7592063807711309,0.0,2.0725529116838155,170.0,0.010350233843537416,4.0,1.0,0.0,0.0,0.07142857142857151,0.0103759765625,0.30244147777557373,0.29525473713874817,0.30249205231666565,,,,,0.0,0.24346923828125,0.40283203125,0.18511962890625,0.1685791015625,42,0.9285714285714286,2.9285714285714284,1.6666666666666667,1.2619047619047619,68,0.9264705882352942,2.926470588235294,1.588235294117647,1.338235294117647,32,0.875,2.90625,1.65625,1.25,28,0.8571428571428571,2.8214285714285716,1.8928571428571428,0.9285714285714286,-0.017591774463653564,0.3328206241130829,41.0,-0.023560326546430588,0.24726296961307526,69.0,-0.06185801327228546,0.27246198058128357,32.0,-0.016884740442037582,0.27372127771377563,28.0
12,44068-1778169022417944700,44068,196608,2001,1687,284,30,0.8430784607696152,0.88,0.915,0.0030413030181080103,0.08692097663879395,0.24765238165855408,0.3376100957393646,172,156,13,3,0.9069767441860465,1.2151162790697674,2.9127906976744184,1.697674418604651,0.22090023756027222,0.013201904483139515,0.004977555945515633,0.005133261904120445,0.007954491302371025,0.0069580078125,0.69580078125,-0.009617919102311134,0.0030413030181080103,0.020159912295639515,0.00602457620203495,0.2988245826225815,0.7247488,0.4770577323721277,-0.02635748533751158,0.5615490459594406,0.45723965764045715,0.048062361776828766,0.500288188457489,0.567925214767456,0.6097492575645447,0.7250070571899414,0.17081964379801387,0.3852064896629173,196608.0001,2.5479588588746656,0.013505587986271297,0.17991727941176472,2.2658223680087497,0.00014461056,1.3750873473512024,0.9919158484063696,-0.0076818565806407845,0.0013636841914942942,0.0,0.03563292126965002,0.8670016516845266,0.0,2.0457733185852276,172.0,0.010438550420168067,4.0,1.0,0.0,0.0,0.1026143790849674,0.010498046875,0.29799705743789673,0.293381929397583,0.298023521900177,,,,,0.0,0.2630615234375,0.3035888671875,0.22607421875,0.207275390625,45,0.9555555555555556,2.9555555555555557,1.711111111111111,1.2444444444444445,54,0.9074074074074074,2.925925925925926,1.7037037037037037,1.2222222222222223,39,0.8974358974358975,2.923076923076923,1.641025641025641,1.2820512820512822,34,0.8529411764705882,2.823529411764706,1.7352941176470589,1.088235294117647,0.025326024740934372,0.26467737555503845,46.0,-0.08379209041595459,0.31840649247169495,52.0,0.0409666933119297,0.2540992796421051,39.0,-0.06358058005571365,0.3262435793876648,35.0
13,44068-1778169022417944700,44068,212992,2174,1844,297,33,0.8482060717571297,0.94,0.9,0.0037214849144220352,0.08659593015909195,0.2746344208717346,0.3385138511657715,173,157,13,3,0.9075144508670521,1.3352601156069364,2.9190751445086707,1.583815028901734,0.18462306261062622,0.01329345628619194,0.005708681885153055,0.0050992220640182495,0.008049018681049347,0.009429931640625,0.9429931640625,-0.009797362610697746,0.0037214849144220352,0.02272338792681694,0.006760541144758463,0.29750157260695154,0.7018112000000001,0.4311386798293443,-0.03063849220732159,0.597040689339603,0.4827831983566284,0.048761043697595596,0.531809389591217,0.5991750955581665,0.6445655822753906,0.7969104647636414,0.17880539587685845,0.3828183507660239,212992.0001,2.572206709506738,0.015731866310017495,0.19824931569343066,2.452922333766074,0.00014166144000000001,1.3780311659304765,0.9940393646391674,-0.008840412666902478,0.001136821381109702,0.0,0.03264371977846914,0.9622471798143356,0.0,2.259277473727282,173.0,0.01046418795620438,4.0,2.0,0.0,0.0,0.07450980392156858,0.01055908203125,0.3056719899177551,0.310210645198822,0.30562102794647217,,,,,0.0,0.19293212890625,0.26739501953125,0.35986328125,0.1798095703125,34,0.9411764705882353,2.911764705882353,1.6764705882352942,1.2352941176470589,45,0.8666666666666667,2.888888888888889,1.5333333333333334,1.3555555555555556,62,0.9032258064516129,2.935483870967742,1.5483870967741935,1.3870967741935485,32,0.9375,2.9375,1.625,1.3125,-0.035428911447525024,0.31804710626602173,34.0,-0.07438839226961136,0.32859769463539124,45.0,-0.04465639218688011,0.2940686345100403,63.0,0.0787583589553833,0.2978188097476959,31.0
14,44068-1778169022417944700,44068,229376,2346,1998,313,35,0.8516624040920716,0.8,0.895,0.0037238709628582,0.08694067597389221,0.273526132106781,0.362785279750824,172,154,16,2,0.8953488372093024,1.313953488372093,2.9069767441860463,1.5930232558139534,0.1960551142692566,0.01284179650247097,0.005730964243412018,0.004845055751502514,0.007533397059887648,0.0098876953125,0.98876953125,-0.009768065996468067,0.0037238709628582,0.02272949181497097,0.006721240468323231,0.2956926987341481,0.6788736,0.42973403637639424,-0.022043575402349233,0.6760294544696808,0.5412899255752563,0.05420604348182678,0.6109617948532104,0.6808754801750183,0.7389029860496521,0.8149082660675049,0.1855711627474747,0.3822015993440882,229376.0001,2.5553660559654237,0.01602281865896657,0.1906640625,2.3658370941877367,0.00013871232,1.382758320569992,0.9974492859171395,0.003408249465574045,0.0002897406085647525,0.0,0.01770534123068501,0.8540142994374037,0.0,2.11938918069005,172.0,0.01046875,4.0,1.0,0.0,0.0,0.1955211024978466,0.010498046875,0.32528406381607056,0.30082568526268005,0.32546499371528625,,,,,0.0,0.255126953125,0.31256103515625,0.255859375,0.17645263671875,43,0.7674418604651163,2.7906976744186047,1.697674418604651,1.0930232558139534,54,0.9629629629629629,2.962962962962963,1.462962962962963,1.5,45,0.9333333333333333,2.933333333333333,1.6666666666666667,1.2666666666666666,30,0.9,2.933333333333333,1.5666666666666667,1.3666666666666667,-0.0228858832269907,0.34183982014656067,41.0,0.04270916059613228,0.23699761927127838,56.0,-0.020730746909976006,0.2670854926109314,44.0,-0.014954783022403717,0.30566272139549255,31.0
15,44068-1778169022417944700,44068,245760,2516,2156,324,36,0.8569157392686805,0.94,0.9,0.003870827378705144,0.08569173514842987,0.27407383918762207,0.3317798972129822,170,158,11,1,0.9294117647058824,1.3411764705882352,2.9352941176470586,1.5941176470588236,0.23630636930465698,0.01361694373190403,0.00573478639125824,0.004726020619273186,0.0073781926184892654,0.0098876953125,0.98876953125,-0.00985107384622097,0.003870827378705144,0.02350463904440403,0.006703123450279236,0.28517086634473116,0.6559360000000001,0.4190940662200889,-0.03748619036481443,0.5426681196492021,0.41936901211738586,0.04788363724946976,0.4841335415840149,0.540758490562439,0.6015200614929199,0.6754132509231567,0.19147134117441708,0.37969121844095577,245760.0001,2.5619995225200336,0.01719641855928162,0.22178219958563536,2.526210052861693,0.00013576320000000002,1.3779988618186825,0.9940160621482246,-0.015288154554200547,0.0015866650610774006,0.0,0.03961822155536251,0.8773835186759082,0.0,2.3369880323581276,170.0,0.010261999309392264,4.0,1.0,0.0,0.0,0.08650793650793653,0.0103759765625,0.2899410128593445,0.30031049251556396,0.2898537516593933,,,,,0.0,0.22125244140625,0.29058837890625,0.2164306640625,0.271728515625,35,0.8857142857142857,2.8857142857142857,1.6857142857142857,1.2,51,0.9411764705882353,2.9607843137254903,1.5098039215686274,1.4509803921568627,36,0.9722222222222222,2.9722222222222223,1.5833333333333333,1.3888888888888888,48,0.9166666666666666,2.9166666666666665,1.625,1.2916666666666667,-0.008524937555193901,0.2747398316860199,36.0,0.014151809737086296,0.30580922961235046,50.0,0.0015478360000997782,0.27287986874580383,37.0,-0.05916639417409897,0.2939721345901489,47.0
16,44068-1778169022417944700,44068,262144,2689,2318,333,38,0.8620304946076608,0.98,0.945,0.0036301803775131702,0.08659625053405762,0.2651097774505615,0.341580867767334,173,162,9,2,0.9364161849710982,1.3526011560693643,2.9421965317919074,1.5895953757225434,0.18422448635101318,0.014086914248764515,0.005014512687921524,0.004394543822854757,0.007188883610069752,0.00927734375,0.927734375,-0.010006102733314037,0.0036301803775131702,0.023364257998764515,0.005941186882555485,0.25427439675049324,0.6329984,0.42824704669827013,-0.01773746982216835,0.6364585593342781,0.5468417406082153,0.04055740311741829,0.5894576907157898,0.6344533562660217,0.6906381845474243,0.7597011923789978,0.19607374343992043,0.3778427675157899,262144.0001,2.5720491379499437,0.014442229460109956,0.174365234375,2.52266661375761,0.00013281408,1.3773085653781891,0.993518118522503,-0.03704589265818377,0.0010596076666857357,0.0,0.032708096163954356,0.8474298721528613,0.0,2.2449966238811614,173.0,0.0104736328125,4.0,1.0,0.0,0.0,0.0672131147540983,0.01055908203125,0.30851683020591736,0.27826976776123047,0.3087446093559265,,,,,0.0,0.1802978515625,0.34002685546875,0.2900390625,0.18963623046875,31,0.9354838709677419,2.935483870967742,1.6451612903225807,1.2903225806451613,61,0.9672131147540983,2.9836065573770494,1.5573770491803278,1.4262295081967213,50,0.9,2.92,1.58,1.34,31,0.9354838709677419,2.903225806451613,1.6129032258064515,1.2903225806451613,0.04323461651802063,0.2591087222099304,32.0,-0.007271271664649248,0.26926189661026,59.0,-0.09705673158168793,0.3190616965293884,51.0,0.039366744458675385,0.24867881834506989,31.0
17,44068-1778169022417944700,44068,278528,2855,2471,346,38,0.8654991243432575,0.94,0.93,0.0031706260051578283,0.08359479159116745,0.2577066421508789,0.34222856163978577,166,153,13,0,0.9216867469879518,1.2771084337349397,2.9156626506024095,1.6385542168674698,0.2168857455253601,0.01305541954934597,0.004899412393569946,0.004219215363264084,0.00672475341707468,0.007843017578125,0.7843017578125,-0.00971679575741291,0.0031706260051578283,0.02089843712747097,0.005774929895997047,0.27631987697918775,0.6100608000000001,0.4649309786741005,-0.03472952864554134,0.6079323628828639,0.4916033148765564,0.059700820595026016,0.5371361374855042,0.6019895672798157,0.6915251016616821,0.8072198629379272,0.19969920806867517,0.3761209178935942,278528.0001,2.5136385687759946,0.016056510003095138,0.20528738839285715,2.4696687726037845,0.00012986496,1.3780276221888406,0.9940368083699253,0.012528239551975557,0.0018393650160821835,0.0,0.041475982784352654,0.9308606110114072,0.0,2.2622366214969327,166.0,0.010160900297619048,4.0,1.0,0.0,0.0,0.07372587827808019,0.0101318359375,0.3028508722782135,0.2974800169467926,0.30286017060279846,,,,,0.0,0.22821044921875,0.2667236328125,0.24658203125,0.25848388671875,36,0.9444444444444444,2.9444444444444446,1.6666666666666667,1.2777777777777777,47,0.9574468085106383,2.9574468085106385,1.553191489361702,1.4042553191489362,40,0.9,2.875,1.65,1.225,43,0.8837209302325582,2.883720930232558,1.697674418604651,1.186046511627907,-0.020927736535668373,0.28334617614746094,36.0,0.011228865943849087,0.27234596014022827,48.0,-0.10066152364015579,0.3024163842201233,39.0,-0.12222878634929657,0.3376398980617523,43.0
18,44068-1778169022417944700,44068,294912,3028,2629,360,39,0.868229854689564,0.9,0.915,0.0035644271411001682,0.08390215039253235,0.2638063132762909,0.33663222193717957,173,158,14,1,0.9132947976878613,1.3179190751445087,2.913294797687861,1.5953757225433527,0.23039066791534424,0.013397216796875,0.004672001115977764,0.004164092242717743,0.006675135809928179,0.009552001953125,0.9552001953125,-0.009765625,0.0035644271411001682,0.02294921875,0.0055391393601894375,0.24135453437407595,0.5871232,0.4255133733747091,-0.031195276848259654,0.5837409711059403,0.4705372154712677,0.05131693184375763,0.5237197875976562,0.5798834562301636,0.6522533297538757,0.7092965245246887,0.20326071391233505,0.37432463077190054,294912.0001,2.489305085995618,0.017052120372468112,0.20384306066176472,2.296293144716936,0.00012691584,1.3758382525514155,0.9924575120106321,-0.010490498218330362,0.0010736570124923429,0.004726890912827323,0.03268535015809411,0.8556293790957973,0.0,2.010205157210722,173.0,0.010612936580882353,4.0,1.0,0.0,0.0,0.04553734061930792,0.01055908203125,0.2953186333179474,0.2853745222091675,0.29539549350738525,,,,,0.0,0.20947265625,0.35394287109375,0.26507568359375,0.1715087890625,36,0.8888888888888888,2.888888888888889,1.5833333333333333,1.3055555555555556,61,0.9344262295081968,2.9344262295081966,1.5573770491803278,1.3770491803278688,46,0.9130434782608695,2.9130434782608696,1.608695652173913,1.3043478260869565,30,0.9,2.9,1.6666666666666667,1.2333333333333334,-0.02168402075767517,0.25916698575019836,37.0,-0.07193902134895325,0.27300363779067993,62.0,-0.0292896069586277,0.3058364689350128,45.0,0.02813505381345749,0.34454429149627686,29.0
19,44068-1778169022417944700,44068,311296,3199,2783,377,39,0.869959362300719,0.94,0.9,0.002929503098130226,0.08509630709886551,0.23948240280151367,0.3488454520702362,171,154,17,0,0.9005847953216374,1.280701754385965,2.8947368421052633,1.6140350877192982,0.2147340178489685,0.01285400427877903,0.004272970370948315,0.004047210328280926,0.006424306891858578,0.0079345703125,0.79345703125,-0.010058593936264515,0.002929503098130226,0.02078857459127903,0.005110691748559475,0.24582954913869895,0.5641856000000001,0.48382875234416634,-0.036793004031226574,0.6416595681082635,0.508710503578186,0.057833194732666016,0.5674872994422913,0.6402002573013306,0.7117549180984497,0.79999840259552,0.20516711859010045,0.3731146871065789,311296.0001,2.5488203394980657,0.016175906965231877,0.21312313988095238,2.4170304976758503,0.00012396672,1.3825096757639022,0.9972699266027952,-0.010383357708575664,0.005115328981959454,0.08520945188190256,0.07320041760598354,0.9781358169469362,0.0,2.196284337590138,171.0,0.01062593005952381,4.0,1.0,0.0,0.0,0.11464646464646466,0.01043701171875,0.3091301918029785,0.30927231907844543,0.30912894010543823,,,,,0.0,0.259521484375,0.2928466796875,0.18170166015625,0.26593017578125,45,0.9555555555555556,2.9555555555555557,1.4666666666666666,1.488888888888889,51,0.8823529411764706,2.8823529411764706,1.7058823529411764,1.1764705882352942,31,0.9354838709677419,2.903225806451613,1.4838709677419355,1.4193548387096775,44,0.8409090909090909,2.840909090909091,1.75,1.0909090909090908,0.056955158710479736,0.3229241371154785,44.0,-0.09057027846574783,0.30159643292427063,50.0,-0.026854362338781357,0.31465262174606323,32.0,-0.10335030406713486,0.3214232921600342,45.0
20,44068-1778169022417944700,44068,327680,3367,2934,392,41,0.8713988713988714,0.9,0.91,0.0033772028982639313,0.08340958505868912,0.2689477205276489,0.3322429955005646,168,151,15,2,0.8988095238095238,1.2202380952380953,2.9107142857142856,1.6904761904761905,0.18608146905899048,0.01264038123190403,0.004582950845360756,0.0037464129272848368,0.006058322731405497,0.009765625,0.9765625,-0.009836425073444843,0.0033772028982639313,0.02240600623190403,0.0053673296980559825,0.2395380106787204,0.541248,0.4389888132150082,-0.026199564399232843,0.6188540773571662,0.5276153087615967,0.049085430800914764,0.5622498989105225,0.6158456802368164,0.6801672577857971,0.8054820895195007,0.20835614868600466,0.3714382049801715,327680.0001,2.5067230058166214,0.014768174170727297,0.18519678655660377,2.4163307519453876,0.00012101760000000001,1.3834177716723028,0.9979249793346459,-0.023464551175170788,0.0006060076924348083,0.0,0.024876451485774935,0.9264831120534888,0.0,2.159575544860003,168.0,0.010318396226415094,4.0,2.0,0.0,0.0,0.05513513513513513,0.01025390625,0.29974111914634705,0.29267269372940063,0.29973721504211426,,,,,0.0,0.29669189453125,0.20654296875,0.31903076171875,0.177734375,50,0.92,2.92,1.64,1.28,37,0.8648648648648649,2.891891891891892,1.7837837837837838,1.1081081081081081,52,0.9038461538461539,2.9038461538461537,1.6730769230769231,1.2307692307692308,29,0.896551724137931,2.9310344827586206,1.6896551724137931,1.2413793103448276,-0.08138807862997055,0.2598985731601715,49.0,-0.10448548197746277,0.38039475679397583,35.0,-0.038228925317525864,0.24730505049228668,53.0,0.024019509553909302,0.29012298583984375,31.0
21,44068-1778169022417944700,44068,344064,3537,3091,404,42,0.873904438789935,0.9,0.91,0.003156454535201192,0.08403027802705765,0.24906495213508606,0.3372269868850708,170,157,12,1,0.9235294117647059,1.4058823529411764,2.929411764705882,1.5235294117647058,0.17396068572998047,0.01345214806497097,0.004201320931315422,0.00360889476723969,0.005786163732409477,0.008514404296875,0.8514404296875,-0.009990233927965164,0.003156454535201192,0.02196655236184597,0.004952925611287355,0.22546551976768123,0.5183104000000001,0.45477228247406204,-0.024459389979113833,0.6537135050754355,0.5499081015586853,0.05569576472043991,0.5854998230934143,0.6556863188743591,0.7271190881729126,0.7952037453651428,0.2102946631353975,0.3699824402691406,344064.0001,2.5409935941599837,0.014954899233116797,0.18156171085858586,2.192601780698757,0.00011806848000000002,1.3854454081467908,0.9993876098778806,-0.004256695213582428,0.0018067317710200208,0.0,0.043530781640115424,0.7922385431299306,0.0,1.9384376894343982,170.0,0.010337752525252526,4.0,2.0,0.0,0.0,0.06524547803617575,0.0103759765625,0.30649450421333313,0.3002297580242157,0.3065432012081146,,,,,0.0,0.2694091796875,0.20648193359375,0.27691650390625,0.2471923828125,44,0.9090909090909091,2.9318181818181817,1.5681818181818181,1.3636363636363635,36,0.9722222222222222,2.9722222222222223,1.4444444444444444,1.5277777777777777,47,0.9148936170212766,2.9148936170212765,1.6808510638297873,1.2340425531914894,43,0.9069767441860465,2.9069767441860463,1.372093023255814,1.5348837209302326,-0.08914504945278168,0.3173292577266693,45.0,0.0416550450026989,0.20212949812412262,37.0,-0.0747925341129303,0.24587714672088623,47.0,0.029480034485459328,0.34522438049316406,41.0
22,44068-1778169022417944700,44068,360448,3710,3250,414,46,0.876010781671159,0.9,0.92,0.003519464284181595,0.08371667563915253,0.2759711444377899,0.31749746203422546,173,159,10,4,0.9190751445086706,1.346820809248555,2.9421965317919074,1.5953757225433527,0.20037919282913208,0.013653564266860485,0.0042700073681771755,0.0035853502340614796,0.00567693542689085,0.009857177734375,0.9857177734375,-0.009797362610697746,0.003519464284181595,0.023510742001235485,0.005010990221053362,0.21312713540281475,0.49537280000000006,0.41670083867809193,-0.03243331946888483,0.5587262096521738,0.4580562710762024,0.046194013208150864,0.4984762668609619,0.5571762323379517,0.6267390251159668,0.6918169856071472,0.21327995773922348,0.36801365458917884,360448.0001,2.456100912360878,0.01656312097948357,0.19923240821678323,2.1575162881737824,0.00011511936,1.3808914889822472,0.9961026515802324,-0.012421772898764382,0.0013852260273741232,0.0,0.037652472374258665,0.7605449592082442,0.0,1.9135339280942103,173.0,0.01044853583916084,4.0,3.0,0.0,0.0,0.09793103448275864,0.01055908203125,0.2839110493659973,0.27829787135124207,0.2839140295982361,,,,,0.0,0.17401123046875,0.2828369140625,0.2445068359375,0.29864501953125,29,0.8620689655172413,2.896551724137931,1.793103448275862,1.103448275862069,50,0.96,2.98,1.48,1.5,43,0.9302325581395349,2.9767441860465116,1.5116279069767442,1.4651162790697674,51,0.9019607843137255,2.9019607843137254,1.6666666666666667,1.2352941176470589,-0.10948080569505692,0.277208149433136,30.0,-0.016462408006191254,0.2656230032444,48.0,-0.009985752403736115,0.29793602228164673,42.0,-0.07413537055253983,0.26138412952423096,53.0
23,44068-1778169022417944700,44068,376832,3882,3410,424,48,0.878413189077795,0.94,0.92,0.003507285611703992,0.0823945626616478,0.2829599976539612,0.3175028860569,172,160,10,2,0.9302325581395349,1.3604651162790697,2.941860465116279,1.5813953488372092,0.21517592668533325,0.01383056677877903,0.004018288105726242,0.0033733071759343147,0.005467775743454695,0.00994873046875,0.994873046875,-0.009927977807819843,0.003507285611703992,0.02377929724752903,0.004725574739277363,0.19871806857958385,0.47243520000000006,0.4174875403986568,-0.026155413008694138,0.5593599370547704,0.4431168735027313,0.046726491302251816,0.5045248866081238,0.5599470138549805,0.6231727600097656,0.6841686367988586,0.2163095246912342,0.36623830391446116,376832.0001,2.4708989007132396,0.014918971186991604,0.18266369047619047,2.1263411993072148,0.00011217024,1.3770397719882783,0.9933242250771791,-0.004552945162570156,0.0008339407288444601,0.0,0.028248594824634935,0.6784005739590309,0.0,1.853989301550956,172.0,0.010435267857142856,4.0,1.0,0.0,0.0,0.15000000000000002,0.010498046875,0.28127676248550415,0.26526352763175964,0.2813594341278076,,,,,0.0,0.23297119140625,0.36065673828125,0.2333984375,0.1729736328125,41,0.9512195121951219,2.951219512195122,1.6585365853658536,1.2926829268292683,60,1.0,3.0,1.4,1.6,40,0.85,2.9,1.775,1.125,31,0.8709677419354839,2.870967741935484,1.5806451612903225,1.2903225806451613,0.0393546037375927,0.2837487459182739,40.0,-0.05234038457274437,0.22645993530750275,64.0,-0.12963661551475525,0.2632807195186615,39.0,-0.015519732609391212,0.26985102891921997,29.0
24,44068-1778169022417944700,44068,393216,4053,3563,440,50,0.8791018998272885,0.92,0.9,0.002895052544772625,0.08212316781282425,0.2502358853816986,0.31800082325935364,171,153,16,2,0.8947368421052632,1.2280701754385965,2.9064327485380117,1.6783625730994152,0.21804195642471313,0.01275024376809597,0.0037032654508948326,0.003007234539836645,0.005048076156526804,0.00823974609375,0.823974609375,-0.009705809876322746,0.002895052544772625,0.02098998986184597,0.0043476903066039085,0.2071217381942734,0.44949760000000005,0.46237980867993267,-0.04131244514137507,0.5561783377826214,0.44336241483688354,0.04733609780669212,0.4971752464771271,0.5578101277351379,0.6181141138076782,0.6628545522689819,0.2177231230529774,0.3644189989487799,393216.0001,2.4475162398815153,0.01744790337223094,0.226640625,2.1477024793624877,0.00010922112000000001,1.375405523777008,0.9921453641821883,0.004308702524745467,0.000605855441563321,0.0,0.026508175528527574,0.7553010090719908,0.0,1.945726388245821,171.0,0.010380859375,4.0,3.0,0.0,0.0,0.0421245421245422,0.01043701171875,0.281203031539917,0.2539363503456116,0.2813798785209656,,,,,0.0,0.228759765625,0.25799560546875,0.253173828125,0.26007080078125,39,0.9230769230769231,2.923076923076923,1.6923076923076923,1.2307692307692308,47,0.8936170212765957,2.9361702127659575,1.5319148936170213,1.4042553191489362,42,0.8809523809523809,2.880952380952381,1.7142857142857142,1.1666666666666667,43,0.8837209302325582,2.883720930232558,1.7906976744186047,1.0930232558139534,-0.04180626943707466,0.2539668381214142,39.0,-0.028873542323708534,0.28731295466423035,44.0,-0.08966163545846939,0.2430795133113861,43.0,-0.08333615213632584,0.2995458245277405,45.0
25,44068-1778169022417944700,44068,409600,4225,3724,450,51,0.8814201183431952,0.94,0.935,0.004323014989495277,0.08073042333126068,0.313747763633728,0.28034454584121704,172,161,10,1,0.936046511627907,1.4127906976744187,2.936046511627907,1.5232558139534884,0.2091720700263977,0.01396484300494194,0.0044487835839390755,0.002993943402543664,0.004754507448524237,0.01300048828125,1.300048828125,-0.009605713188648224,0.004323014989495277,0.02696533128619194,0.005068659652024508,0.1879625225334195,0.42656000000000005,0.35621134690898093,-0.024359688711454077,0.4486843678030637,0.35771769285202026,0.039379462599754333,0.3994911313056946,0.44740137457847595,0.4977899491786957,0.5858566761016846,0.22156410867526968,0.36192120320570664,409600.0001,2.408740803746894,0.014352961602427139,0.1727452042079208,2.0624823363700715,0.00010627200000000002,1.3724401209614066,0.9900062782140352,-0.009525272832785175,0.00026629983053377,0.0,0.017411978134140832,0.7103756573235634,0.0,1.822626726314573,172.0,0.010597153465346535,4.0,1.0,0.0,0.0,0.03132832080200498,0.010498046875,0.24930621683597565,0.24723486602306366,0.24929141998291016,,,,,0.0,0.2579345703125,0.29022216796875,0.21453857421875,0.2373046875,44,0.9318181818181818,2.9545454545454546,1.4772727272727273,1.4772727272727273,48,0.9375,2.9375,1.5625,1.375,38,0.9210526315789473,2.8947368421052633,1.5789473684210527,1.3157894736842106,42,0.9523809523809523,2.9523809523809526,1.4761904761904763,1.4761904761904763,0.022665297612547874,0.2497939169406891,44.0,-0.02294166199862957,0.2483251839876175,49.0,-0.004890932235866785,0.33229002356529236,36.0,0.015757091343402863,0.2251734584569931,43.0
26,44068-1778169022417944700,44068,425984,4393,3872,469,52,0.881402230821762,0.88,0.895,0.0030207205563783646,0.08018365502357483,0.2580357789993286,0.33425766229629517,168,148,19,1,0.8809523809523809,1.2202380952380953,2.869047619047619,1.6488095238095237,0.2629268765449524,0.012115478515625,0.0034036925062537193,0.002736839931458235,0.004532882012426853,0.0096435546875,0.96435546875,-0.009886473417282104,0.0030207205563783646,0.021759033203125,0.003985270261764527,0.18314633183520115,0.40362240000000005,0.4543409159808767,-0.04110141943620388,0.5950330775837566,0.46356427669525146,0.052236173301935196,0.5258426070213318,0.5918968915939331,0.6630438566207886,0.7307520508766174,0.22296686522586573,0.36096458096479717,425984.0001,2.4378079070601353,0.016579504678740576,0.22256540697674418,2.370971865154976,0.00010332288000000002,1.3784079230108925,0.9943111374249354,-0.012606271604119331,0.0023219095470788194,0.0,0.04927610140813699,0.8725624699751998,0.0,2.1550804129866665,168.0,0.01015625,4.0,0.0,0.0,0.0,0.09336734693877558,0.01025390625,0.2869701087474823,0.2675483226776123,0.28711840510368347,,,,,0.0,0.28887939453125,0.23809814453125,0.22784423828125,0.24517822265625,49,0.9183673469387755,2.8979591836734695,1.510204081632653,1.3877551020408163,40,0.825,2.825,1.675,1.15,38,0.8947368421052632,2.8947368421052633,1.6842105263157894,1.2105263157894737,41,0.8780487804878049,2.8536585365853657,1.7560975609756098,1.0975609756097562,-0.023016594350337982,0.28918319940567017,51.0,-0.07190364599227905,0.271153062582016,39.0,-0.037938423454761505,0.256257563829422,39.0,-0.12013427168130875,0.29497188329696655,39.0
