update,run_id,run_pid,timesteps,episodes_completed,wins,losses,draws,win_rate,rolling_win_rate_50ep,rolling_win_rate_200ep,rollout_reward_mean,rollout_reward_std,rollout_return_mean,rollout_return_std,rollout_episodes,rollout_wins,rollout_losses,rollout_draws,rollout_win_rate,rollout_win_margin_mean,rollout_blue_score_mean,rollout_red_score_mean,explained_variance,reward_terminal_mean,reward_offense_mean,reward_pbrs_mean,reward_team_mean,reward_sparse_mean,reward_sparse_points_mean,reward_failure_mean,reward_total_mean,reward_outcome_mean,reward_shaping_mean,reward_shaping_to_outcome_abs_ratio,reward_shaping_coef,reward_failure_to_outcome_abs,policy_loss,value_loss,value_loss_min,value_loss_std,value_loss_p10,value_loss_p50,value_loss_p90,value_loss_max,return_norm_mean,return_norm_std,return_norm_count,entropy,approx_kl,clip_fraction,grad_norm,learning_rate,strategy_entropy,strategy_entropy_frac,strategy_policy_loss,strategy_approx_kl,strategy_clip_fraction,strategy_ratio_std,strategy_q_loss,strategy_persist_loss,strategy_grad_norm,strategy_resample_count,strategy_resample_fraction,strategy_unique_count,strategy_dominant,strategy_switch_count,strategy_switch_fraction,strategy_wr_spread,strategy_resample_fraction_rollout,rollout_adv_std,rollout_adv_std_at_z_switch,rollout_adv_std_not_z_switch,curriculum_phase,curriculum_phase_idx,curriculum_phase_episodes,curriculum_phase_win_rate,strategy_kl,strategy_occupancy_0,strategy_occupancy_1,strategy_occupancy_2,strategy_occupancy_3,episode_z_0_count,episode_z_0_win_rate,episode_z_0_blue_score_mean,episode_z_0_red_score_mean,episode_z_0_win_margin_mean,episode_z_1_count,episode_z_1_win_rate,episode_z_1_blue_score_mean,episode_z_1_red_score_mean,episode_z_1_win_margin_mean,episode_z_2_count,episode_z_2_win_rate,episode_z_2_blue_score_mean,episode_z_2_red_score_mean,episode_z_2_win_margin_mean,episode_z_3_count,episode_z_3_win_rate,episode_z_3_blue_score_mean,episode_z_3_red_score_mean,episode_z_3_win_margin_mean,strategy_resample_adv_mean_z0,strategy_resample_adv_std_z0,strategy_resample_adv_n_z0,strategy_resample_adv_mean_z1,strategy_resample_adv_std_z1,strategy_resample_adv_n_z1,strategy_resample_adv_mean_z2,strategy_resample_adv_std_z2,strategy_resample_adv_n_z2,strategy_resample_adv_mean_z3,strategy_resample_adv_std_z3,strategy_resample_adv_n_z3
27,44068-1778169022417944700,44068,442368,4569,4032,485,52,0.8824688115561392,0.9,0.9,0.0037340610288083553,0.08088231086730957,0.28867968916893005,0.30618715286254883,176,160,16,0,0.9090909090909091,1.3011363636363635,2.903409090909091,1.6022727272727273,0.23896145820617676,0.01347656175494194,0.0036673196591436863,0.0027076308615505695,0.004344134591519833,0.01141357421875,1.141357421875,-0.009592284448444843,0.0037340610288083553,0.02489013597369194,0.0042314608953893185,0.1699987055577397,0.38068480000000005,0.38536949292242695,-0.03537715358248392,0.5179796729769025,0.4019871950149536,0.04650377482175827,0.46624651551246643,0.5185779333114624,0.5648999214172363,0.707687258720398,0.22540067351950313,0.3592992135138772,442368.0001,2.3766161234347853,0.016788934362755917,0.207716112012987,2.106805418605928,0.00010037376000000001,1.3786838681666882,0.9945101897788473,-0.01775321168389732,0.0005462102398539982,0.0,0.024988925953428925,0.6337463249053273,0.0,1.8919814635406842,176.0,0.01081828327922078,4.0,0.0,0.0,0.0,0.10704727921498669,0.0107421875,0.26711010932922363,0.24818171560764313,0.2672411799430847,,,,,0.0,0.33221435546875,0.26470947265625,0.21990966796875,0.18316650390625,59,0.9491525423728814,2.9491525423728815,1.6101694915254237,1.3389830508474576,46,0.8913043478260869,2.869565217391304,1.565217391304348,1.3043478260869565,38,0.8421052631578947,2.8421052631578947,1.7105263157894737,1.131578947368421,33,0.9393939393939394,2.9393939393939394,1.5151515151515151,1.4242424242424243,-0.027074724435806274,0.2432675063610077,58.0,0.0008103770087473094,0.24833030998706818,46.0,-0.05072090029716492,0.2379991114139557,40.0,0.025573592633008957,0.22659608721733093,32.0
28,44068-1778169022417944700,44068,458752,4743,4199,491,53,0.8853046594982079,0.98,0.945,0.004616742022335529,0.08074068278074265,0.3302822709083557,0.27698323130607605,174,167,6,1,0.9597701149425287,1.5057471264367817,2.9655172413793105,1.4597701149425288,0.16841334104537964,0.01480712927877903,0.003970256540924311,0.0025415578857064247,0.003987797535955906,0.014068603515625,1.4068603515625,-0.00963745079934597,0.004616742022335529,0.02887573279440403,0.0044926049746572974,0.15557871476124582,0.35774720000000004,0.33374450177457726,-0.033821372312183184,0.4748618684212367,0.36532172560691833,0.04074458032846451,0.41961637139320374,0.47454965114593506,0.5299767851829529,0.5791964530944824,0.2291464448540028,0.35721726950164323,458752.0001,2.3808644676208495,0.017350032115355133,0.202890625,2.1093983256816866,9.742464e-05,1.378613444964091,0.994459390176272,-0.0075130388007589016,0.00030933092611140487,0.0,0.016312727323053337,0.6471068460432192,0.0,1.9122309027115505,174.0,0.01046875,4.0,1.0,0.0,0.0,0.08108108108108103,0.0106201171875,0.2525848150253296,0.23581771552562714,0.25271180272102356,,,,,0.0,0.29376220703125,0.294921875,0.202392578125,0.20892333984375,51,0.9411764705882353,2.9607843137254903,1.4509803921568627,1.5098039215686274,52,0.9807692307692307,2.980769230769231,1.3846153846153846,1.5961538461538463,34,1.0,3.0,1.5588235294117647,1.4411764705882353,37,0.918918918918919,2.918918918918919,1.4864864864864864,1.4324324324324325,-0.005370080471038818,0.2591075599193573,50.0,0.043870095163583755,0.24584205448627472,54.0,0.011372940614819527,0.2551911175251007,34.0,0.010790538974106312,0.21624977886676788,36.0
29,44068-1778169022417944700,44068,475136,4915,4351,510,54,0.8852492370295015,0.86,0.895,0.0024909989442676306,0.07869397848844528,0.23042356967926025,0.33224695920944214,172,152,19,1,0.8837209302325582,1.255813953488372,2.872093023255814,1.6162790697674418,0.22988361120224,0.012481689453125,0.0024822247214615345,0.0022841268219053745,0.0038556980434805155,0.007904052734375,0.7904052734375,-0.009825438261032104,0.0024909989442676306,0.0203857421875,0.0029734107106924056,0.14585021399424639,0.33480960000000004,0.4819523477888737,-0.04209748240943733,0.6474446020864543,0.4931665062904358,0.05750059708952904,0.5764665603637695,0.6472725868225098,0.7187032103538513,0.821325421333313,0.22919048364107136,0.35638542659779443,475136.0001,2.386978768903341,0.016710142561655383,0.22820508629707112,2.4110352773546673,9.447552e-05,1.3810057984236395,0.9961851084123441,0.011551374519095714,0.0012094462399692457,0.0,0.030791291723609414,0.8501694236909917,0.0,2.1322828847837,172.0,0.010591004184100418,4.0,1.0,0.0,0.0,0.06739409499358151,0.010498046875,0.2915675640106201,0.260516881942749,0.2918020486831665,,,,,0.0,0.22589111328125,0.30621337890625,0.2144775390625,0.25341796875,41,0.8536585365853658,2.8536585365853657,1.6341463414634145,1.2195121951219512,51,0.8627450980392157,2.843137254901961,1.607843137254902,1.2352941176470589,38,0.9210526315789473,2.9210526315789473,1.5789473684210527,1.3421052631578947,42,0.9047619047619048,2.880952380952381,1.6428571428571428,1.2380952380952381,-0.05833936855196953,0.24271363019943237,39.0,-0.13420304656028748,0.3146046996116638,52.0,-0.10835855454206467,0.25260254740715027,37.0,-0.08139097690582275,0.2529469132423401,44.0
30,44068-1778169022417944700,44068,491520,5081,4498,527,56,0.8852588073213934,0.94,0.885,0.002508113393560052,0.07760021835565567,0.2308792769908905,0.3333700895309448,166,147,17,2,0.8855421686746988,1.283132530120482,2.8795180722891565,1.5963855421686748,0.24828654527664185,0.012127685360610485,0.002435629488900304,0.0020618396811187267,0.00345476227812469,0.008331298828125,0.8331298828125,-0.00989379733800888,0.002508113393560052,0.020458984188735485,0.002876957645639777,0.1406138743364095,0.31187200000000004,0.48356818102802057,-0.03807115481880607,0.633132978564217,0.48549357056617737,0.05707133188843727,0.563709020614624,0.6295068264007568,0.714837372303009,0.8154611587524414,0.22924677675272054,0.3556423751610025,491520.0001,2.396166715672407,0.016113732557709294,0.21234292328042328,2.4098854938512124,9.152640000000002e-05,1.382635994563027,0.9973610463553295,-0.002877475214109167,0.00014061427649692863,0.0,0.011876142098928944,0.8537774191745532,0.0,2.159102843788566,166.0,0.010127314814814815,4.0,1.0,0.0,0.0,0.08225108225108235,0.0101318359375,0.2890365719795227,0.24148088693618774,0.289385050535202,,,,,0.0,0.28399658203125,0.29248046875,0.1951904296875,0.22833251953125,46,0.8695652173913043,2.8043478260869565,1.5434782608695652,1.2608695652173914,49,0.8571428571428571,2.877551020408163,1.5918367346938775,1.2857142857142858,33,0.9393939393939394,2.9696969696969697,1.696969696969697,1.2727272727272727,38,0.8947368421052632,2.8947368421052633,1.5789473684210527,1.3157894736842106,-0.08307696133852005,0.29491835832595825,49.0,-0.05437352508306503,0.26167425513267517,47.0,-0.09748062491416931,0.22347256541252136,32.0,-0.06859952211380005,0.2970993220806122,38.0
31,44068-1778169022417944700,44068,507904,5252,4652,543,57,0.8857578065498858,0.94,0.905,0.002802698640152812,0.07748806476593018,0.24156610667705536,0.3245389759540558,171,154,16,1,0.9005847953216374,1.280701754385965,2.8947368421052633,1.6140350877192982,0.20476841926574707,0.012884520925581455,0.0024842522107064724,0.0020188624039292336,0.0033752918243408203,0.009002685546875,0.9002685546875,-0.00988037046045065,0.002802698640152812,0.021887206472456455,0.0029157845489680765,0.13321258425797577,0.30000000000000004,0.4514015560335584,-0.033526093833423504,0.6264075304837835,0.5043563842773438,0.06173275411128998,0.5496799945831299,0.6211914420127869,0.7065791487693787,0.8557077050209045,0.22964417449213698,0.3546882949092781,507904.0001,2.365238156094647,0.015518700320354894,0.19721319211409397,2.385115937498592,8.857728e-05,1.3819088087785965,0.996836492692828,0.0011137105242743086,0.0014195363680379438,0.0,0.03901229226901831,0.983132909308344,0.0,2.1225869509597755,171.0,0.010289953859060402,4.0,1.0,0.0,0.0,0.1743589743589743,0.01043701171875,0.2894100844860077,0.29289206862449646,0.2893482744693756,,,,,0.0,0.2623291015625,0.26263427734375,0.25823974609375,0.216796875,43,0.9069767441860465,2.883720930232558,1.627906976744186,1.255813953488372,45,0.8,2.8,1.8222222222222222,0.9777777777777777,44,0.9318181818181818,2.9318181818181817,1.6818181818181819,1.25,39,0.9743589743589743,2.9743589743589745,1.2820512820512822,1.6923076923076923,-0.11624263226985931,0.3201095163822174,45.0,-0.14848710596561432,0.3064374327659607,43.0,-0.06740372627973557,0.29961350560188293,45.0,0.04147815331816673,0.21109868586063385,38.0
32,44068-1778169022417944700,44068,524288,5424,4813,553,58,0.8873525073746312,0.9,0.945,0.003829335793852806,0.07832107692956924,0.28861963748931885,0.2797347903251648,172,161,10,1,0.936046511627907,1.4883720930232558,2.941860465116279,1.4534883720930232,0.2353948950767517,0.013964843936264515,0.0028912352863699198,0.002009263262152672,0.003167425747960806,0.01239013671875,1.239013671875,-0.009871825575828552,0.003829335793852806,0.026354980655014515,0.003305370407178998,0.12541253730773683,0.30000000000000004,0.3745573236316035,-0.03341748918851476,0.4580036326130824,0.36532336473464966,0.033943578600883484,0.4146793484687805,0.46188026666641235,0.5001015067100525,0.5399774312973022,0.2314871577104474,0.35273654974945373,524288.0001000001,2.373237898100668,0.01521103503616916,0.19070662313432835,2.174909762482145,8.562816000000001e-05,1.3753942473610836,0.9921372299675218,0.022768904775582643,0.0014371396620315783,0.0,0.04016552641366835,0.6471608998392945,0.0,1.9488664285015704,172.0,0.010479827425373135,4.0,3.0,0.0,0.0,0.09047619047619049,0.010498046875,0.24460485577583313,0.22830423712730408,0.244724839925766,,,,,0.0,0.2005615234375,0.25079345703125,0.200927734375,0.34771728515625,36,0.8888888888888888,2.888888888888889,1.6388888888888888,1.25,42,0.9761904761904762,2.9761904761904763,1.3095238095238095,1.6666666666666667,35,0.8857142857142857,2.8857142857142857,1.6571428571428573,1.2285714285714286,59,0.9661016949152542,2.983050847457627,1.3220338983050848,1.6610169491525424,-0.022772882133722305,0.25969401001930237,32.0,-0.025661803781986237,0.24914206564426422,45.0,0.006095122080296278,0.2718430161476135,36.0,0.023268887773156166,0.1827060580253601,59.0
33,44068-1778169022417944700,44068,540672,5593,4961,572,60,0.8870016091543,0.82,0.875,0.0024352222681045532,0.07752185314893723,0.21754607558250427,0.33603397011756897,169,148,19,2,0.8757396449704142,1.2307692307692308,2.8757396449704142,1.6449704142011834,0.25703006982803345,0.01207275316119194,0.0022357178386300802,0.0019070309353992343,0.0032872906886041164,0.00836181640625,0.836181640625,-0.009960937313735485,0.0024352222681045532,0.02043456956744194,0.0026512635685503484,0.12973768897414809,0.30000000000000004,0.4874313525180773,-0.04475871575114781,0.64498624046153,0.5112298130989075,0.05684306472539902,0.5754005312919617,0.6446583271026611,0.7126922011375427,0.8573945164680481,0.23106470067634544,0.3522501542510177,540672.0001000001,2.3691803879208035,0.016541362716624736,0.23557259516460904,2.3264066513183184,8.267904e-05,1.3721344363051677,0.9897857733452194,0.01404353830305113,0.00021406580155085235,0.0,0.015235507193711934,0.8272883336408516,0.0,2.072190695338779,168.0,0.01016750257201646,4.0,3.0,0.0,0.0,0.024603174603174516,0.01025390625,0.28964683413505554,0.27661362290382385,0.2897467613220215,,,,,0.0,0.26513671875,0.208984375,0.20166015625,0.32421875,43,0.8837209302325582,2.883720930232558,1.744186046511628,1.1395348837209303,36,0.8611111111111112,2.861111111111111,1.7222222222222223,1.1388888888888888,35,0.8857142857142857,2.857142857142857,1.6285714285714286,1.2285714285714286,55,0.8727272727272727,2.890909090909091,1.5272727272727273,1.3636363636363635,-0.057262543588876724,0.302119642496109,45.0,-0.06657174974679947,0.25652721524238586,36.0,-0.03503705561161041,0.2985490560531616,32.0,-0.058201029896736145,0.24850764870643616,55.0
34,44068-1778169022417944700,44068,557056,5763,5116,585,62,0.8877320839840361,0.9,0.9,0.003536074422299862,0.07738048583269119,0.263460636138916,0.3061559796333313,170,155,13,2,0.9117647058823529,1.3764705882352941,2.9235294117647057,1.5470588235294118,0.24962419271469116,0.013153076171875,0.0027832030318677425,0.0019370813388377428,0.0032540583051741123,0.011688232421875,1.1688232421875,-0.009622802026569843,0.003536074422299862,0.02484130859375,0.003198494203388691,0.12875189080427857,0.30000000000000004,0.38735538568226363,-0.024452392424735212,0.5527506148077778,0.46588143706321716,0.04618586599826813,0.4952262043952942,0.5561270713806152,0.6122820377349854,0.6833356022834778,0.23201752230742648,0.3510235354521235,557056.0001000001,2.2912345178348503,0.012354241470451053,0.1546190399484536,2.3271815285240254,7.972992e-05,1.3747950300727922,0.9917049860624054,-0.0031527601876283353,0.00016237117636058442,0.0,0.011356788339302206,0.749123219170214,0.0,1.9919635011363275,171.0,0.010571037371134021,4.0,1.0,0.0,0.0,0.07094017094017102,0.01043701171875,0.2652052640914917,0.2839869558811188,0.26500773429870605,,,,,0.0,0.18682861328125,0.2969970703125,0.2427978515625,0.27337646484375,33,0.9090909090909091,2.909090909090909,1.4848484848484849,1.4242424242424243,52,0.8846153846153846,2.923076923076923,1.5961538461538463,1.3269230769230769,40,0.9,2.9,1.6,1.3,45,0.9555555555555556,2.9555555555555557,1.488888888888889,1.4666666666666666,0.06701894104480743,0.32211798429489136,30.0,-0.04661613330245018,0.22672788798809052,50.0,-0.06316209584474564,0.2671353220939636,43.0,-0.004899870604276657,0.24776573479175568,48.0
35,44068-1778169022417944700,44068,573440,5937,5279,594,64,0.8891696142833081,0.94,0.94,0.004196301102638245,0.0785839632153511,0.28935879468917847,0.29704296588897705,174,163,9,2,0.9367816091954023,1.4425287356321839,2.9482758620689653,1.5057471264367817,0.1809481382369995,0.01417846605181694,0.003081665141507983,0.0019933737348765135,0.0032920530065894127,0.013702392578125,1.3702392578125,-0.009792479686439037,0.004196301102638245,0.02788085862994194,0.0035044992808252575,0.12569102108070457,0.30000000000000004,0.3512133038334478,-0.03534146761061785,0.5556954307320677,0.42247289419174194,0.05448822304606438,0.48774197697639465,0.5519466996192932,0.6291714906692505,0.6999465823173523,0.23365584437519082,0.349727418856664,573440.0001000001,2.3179823925465715,0.015004626090097943,0.1962770061728395,2.2545864905840083,7.678080000000001e-05,1.3759491215517492,0.992537487089117,0.00037440019746605283,0.001785755950843423,0.0,0.04298024307767556,0.7073395208277407,0.0,1.9653475256061848,174.0,0.010621624228395061,4.0,0.0,0.0,0.0,0.0490196078431373,0.0106201171875,0.26882830262184143,0.2313905656337738,0.26911860704421997,,,,,0.0,0.29925537109375,0.20025634765625,0.21038818359375,0.29010009765625,51,0.9215686274509803,2.9411764705882355,1.3137254901960784,1.6274509803921569,34,0.9705882352941176,2.9705882352941178,1.3235294117647058,1.6470588235294117,37,0.9459459459459459,2.945945945945946,1.7297297297297298,1.2162162162162162,52,0.9230769230769231,2.9423076923076925,1.6538461538461537,1.2884615384615385,0.06403031945228577,0.2507276237010956,55.0,0.0391467846930027,0.23679354786872864,35.0,0.004177679307758808,0.20400801301002502,35.0,-0.02184709720313549,0.24486713111400604,49.0
36,44068-1778169022417944700,44068,589824,6108,5437,606,65,0.8901440733464309,0.88,0.92,0.003094624262303114,0.07800097018480301,0.26647478342056274,0.3002929985523224,171,158,12,1,0.9239766081871345,1.3625730994152048,2.9298245614035086,1.567251461988304,0.2238764762878418,0.01354370079934597,0.0026202392764389515,0.0019358419813215733,0.0033151237294077873,0.00970458984375,0.970458984375,-0.009804686531424522,0.003094624262303114,0.02324829064309597,0.0030403165332973004,0.13077029230567697,0.30000000000000004,0.4217198142488742,-0.03244131021336585,0.5552782427141632,0.4409103989601135,0.04178043454885483,0.4981045424938202,0.5594348311424255,0.6029519438743591,0.6700103282928467,0.23456748157074103,0.3484906904657525,589824.0001000001,2.2925257449564724,0.01381348030122024,0.17715409873188406,2.440768074730168,7.383168e-05,1.3773240066956782,0.9935292570785862,-0.0014498511626553027,0.0013471781410555814,0.0,0.037010974011170664,0.7852706401068987,0.0,2.1701863239640775,171.0,0.010459125905797102,4.0,0.0,0.0,0.0,0.07320954907161803,0.01043701171875,0.26455172896385193,0.2568424344062805,0.26454851031303406,,,,,0.0,0.367919921875,0.2286376953125,0.1580810546875,0.245361328125,65,0.8923076923076924,2.8923076923076922,1.646153846153846,1.2461538461538462,37,0.9459459459459459,2.945945945945946,1.5675675675675675,1.3783783783783783,29,0.9655172413793104,2.9655172413793105,1.4137931034482758,1.5517241379310345,40,0.925,2.95,1.55,1.4,-0.10164685547351837,0.24159130454063416,63.0,-0.15641756355762482,0.24996687471866608,38.0,0.020657237619161606,0.2674228549003601,28.0,-0.0449470579624176,0.25121068954467773,42.0
37,44068-1778169022417944700,44068,606208,6279,5586,626,67,0.8896321070234113,0.9,0.875,0.003106174524873495,0.0775526836514473,0.245714008808136,0.33715546131134033,171,149,20,2,0.8713450292397661,1.2339181286549707,2.871345029239766,1.6374269005847952,0.2507054805755615,0.01209106482565403,0.0025451660621911287,0.00195109483320266,0.0032395680900663137,0.0108642578125,1.08642578125,-0.009677734225988388,0.003106174524873495,0.02295532263815403,0.0029604190960526465,0.1289587684715822,0.30000000000000004,0.421571624451023,-0.04290571443198132,0.6557957285549492,0.5206023454666138,0.058818940073251724,0.5885471105575562,0.6481999158859253,0.7336868047714233,0.8512204885482788,0.2348687390635939,0.3481938766236282,606208.0001000001,2.266293296124786,0.015489238558984653,0.225250244140625,2.4711434755008668,7.088256000000002e-05,1.3813163004815578,0.9964090883019164,0.04462206657221182,0.0007929990227046879,0.0,0.025905005238264542,0.8579509631927067,0.0,2.2356584122171625,171.0,0.01043701171875,4.0,0.0,0.0,0.0,0.1572104018912529,0.01043701171875,0.291847825050354,0.2830274999141693,0.29189881682395935,,,,,0.0,0.30926513671875,0.2750244140625,0.1748046875,0.24090576171875,54,0.9444444444444444,2.9444444444444446,1.5555555555555556,1.3888888888888888,47,0.7872340425531915,2.8085106382978724,1.7659574468085106,1.0425531914893618,30,0.9,2.8666666666666667,1.5333333333333334,1.3333333333333333,40,0.85,2.85,1.675,1.175,-0.027641264721751213,0.24395744502544403,52.0,-0.03890231251716614,0.2908481955528259,48.0,-0.01723986119031906,0.29776686429977417,32.0,-0.07806422561407089,0.27914804220199585,39.0
38,44068-1778169022417944700,44068,622592,6448,5735,645,68,0.8894230769230769,0.88,0.885,0.0031750770285725594,0.07682234793901443,0.2453288584947586,0.3308664560317993,169,149,19,1,0.8816568047337278,1.2958579881656804,2.8875739644970415,1.5917159763313609,0.2445623278617859,0.01220703125,0.002557983621954918,0.0019226520089432597,0.0032720013987272978,0.01116943359375,1.116943359375,-0.009693602100014687,0.0031750770285725594,0.02337646484375,0.0029735558945685626,0.12719753465327302,0.30000000000000004,0.4146558305104792,-0.03542801875266291,0.6516387771282878,0.49843066930770874,0.054635606706142426,0.5817840099334717,0.6504607200622559,0.7187118530273438,0.808021605014801,0.2351440053643698,0.347752984262478,622592.0001000001,2.250341301872617,0.014610068886429958,0.19614955357142858,2.2511363778085935,6.793343999999999e-05,1.3838174506312324,0.9982132867606435,0.005181557238403215,0.001008183951692369,0.0,0.030507775135837228,0.808299716168438,0.0,1.9639227090492135,169.0,0.01037016369047619,4.0,0.0,0.0,0.0,0.09150326797385622,0.01031494140625,0.2875756025314331,0.2830891013145447,0.2876061797142029,,,,,0.0,0.35577392578125,0.2052001953125,0.23809814453125,0.200927734375,58,0.8620689655172413,2.8793103448275863,1.5862068965517242,1.293103448275862,36,0.9444444444444444,2.9444444444444446,1.5277777777777777,1.4166666666666667,41,0.8780487804878049,2.8780487804878048,1.7073170731707317,1.170731707317073,34,0.8529411764705882,2.8529411764705883,1.5294117647058822,1.3235294117647058,-0.03439914062619209,0.27087709307670593,59.0,0.04968889802694321,0.24083228409290314,35.0,-0.08190932869911194,0.3215208947658539,41.0,0.018804647028446198,0.26017600297927856,34.0
39,44068-1778169022417944700,44068,638976,6621,5896,656,69,0.8904999244827065,0.96,0.915,0.004242505878210068,0.077741838991642,0.30301356315612793,0.2891811430454254,173,161,11,1,0.930635838150289,1.4277456647398843,2.9364161849710984,1.5086705202312138,0.2271876335144043,0.01389160193502903,0.003134765662252903,0.0019299867562949657,0.0032548822928220034,0.013885498046875,1.3885498046875,-0.009541015140712261,0.004242505878210068,0.02777709998190403,0.0035495551861822604,0.1277825045087536,0.30000000000000004,0.3434725610076906,-0.04400511590210954,0.5036816315259784,0.40562647581100464,0.04063931480050087,0.44842493534088135,0.503328800201416,0.5593392252922058,0.611258864402771,0.23688425043568098,0.3465409716010935,638976.0001000001,2.2245129332877696,0.016338439385435777,0.2318115234375,2.1930758815724403,6.498432000000001e-05,1.3788880235515535,0.9946574567595052,0.013073153010633831,0.001128417330452769,0.0,0.033295349778526884,0.6739165995327312,0.0,1.9611862272722647,173.0,0.01055908203125,4.0,1.0,0.0,0.0,0.12195121951219512,0.01055908203125,0.2542184293270111,0.2460053414106369,0.2542790174484253,,,,,0.0,0.239990234375,0.33984375,0.1463623046875,0.2738037109375,41,0.8780487804878049,2.902439024390244,1.5609756097560976,1.3414634146341464,59,0.9152542372881356,2.9152542372881354,1.5593220338983051,1.3559322033898304,26,1.0,3.0,1.4615384615384615,1.5384615384615385,47,0.9574468085106383,2.9574468085106385,1.425531914893617,1.5319148936170213,-0.006290482822805643,0.27773532271385193,42.0,-0.037908151745796204,0.24856077134609222,57.0,-0.018593762069940567,0.25439518690109253,25.0,0.04235599562525749,0.24628593027591705,49.0
40,44068-1778169022417944700,44068,655360,6792,6050,672,70,0.89075382803298,0.92,0.905,0.0035913928877562284,0.07789295166730881,0.27812790870666504,0.3158012628555298,171,154,16,1,0.9005847953216374,1.3567251461988303,2.9005847953216373,1.543859649122807,0.26821160316467285,0.01288452185690403,0.0029315187130123377,0.0019087584223598242,0.0031908873934298754,0.011962890625,1.1962890625,-0.009541015140712261,0.0035913928877562284,0.02484741248190403,0.003339490378275514,0.1343945163783607,0.30000000000000004,0.3839688007296462,-0.043605159243270464,0.5726538262097165,0.4332164525985718,0.05002147704362869,0.512077271938324,0.5687485933303833,0.6345884203910828,0.7173404693603516,0.23791534189229824,0.3458657292860131,655360.0001000001,2.215058321133256,0.015192385272257525,0.22303009033203125,2.3942436133511364,6.20352e-05,1.3763486864045262,0.9928257122049245,0.009316032371836286,7.310912659930224e-05,0.0,0.009367561665982238,0.8227699676581324,0.0,2.1585723269963637,171.0,0.01043701171875,4.0,3.0,0.0,0.0,0.024774774774774744,0.01043701171875,0.2701510190963745,0.26976555585861206,0.2701534628868103,,,,,0.0,0.22003173828125,0.21142578125,0.253662109375,0.31488037109375,37,0.8918918918918919,2.891891891891892,1.6216216216216217,1.2702702702702702,36,0.9166666666666666,2.9166666666666665,1.5833333333333333,1.3333333333333333,42,0.9047619047619048,2.880952380952381,1.5714285714285714,1.3095238095238095,56,0.8928571428571429,2.9107142857142856,1.4464285714285714,1.4642857142857142,-0.00987877044826746,0.26622140407562256,35.0,-0.017932970076799393,0.24174384772777557,37.0,0.010049425065517426,0.2756236791610718,45.0,-0.018560877069830894,0.2936272621154785,54.0
41,44068-1778169022417944700,44068,671744,6964,6206,687,71,0.8911545089029294,0.84,0.905,0.003529834095388651,0.07779159396886826,0.262870192527771,0.3205265402793884,172,156,15,1,0.9069767441860465,1.3255813953488371,2.9127906976744184,1.5872093023255813,0.22549736499786377,0.013140869326889515,0.002655029296875,0.0018723761895671487,0.00332025159150362,0.011871337890625,1.1871337890625,-0.009774169884622097,0.003529834095388651,0.025012207217514515,0.0030704395193606616,0.12275273189320188,0.30000000000000004,0.39076036110147916,-0.04381799015118304,0.6316841070074588,0.5262966156005859,0.049954984337091446,0.572170615196228,0.6323412656784058,0.6952288746833801,0.8067659139633179,0.23852399678575575,0.3452912850841692,671744.0001000001,2.227929492946714,0.01611329031720743,0.2293548583984375,2.2050828670617193,5.908608e-05,1.3754519545473158,0.9921788569032223,0.005920735890512674,0.0005319555310288882,0.0,0.025216622083803486,0.6929833024705658,0.0,1.9365688382531516,172.0,0.010498046875,4.0,2.0,0.0,0.0,0.14227642276422758,0.010498046875,0.28208205103874207,0.25042760372161865,0.2822984755039215,,,,,0.0,0.22015380859375,0.269775390625,0.28125,0.22882080078125,36,0.9166666666666666,2.9166666666666665,1.6944444444444444,1.2222222222222223,47,0.9148936170212766,2.9148936170212765,1.4680851063829787,1.446808510638298,48,0.8333333333333334,2.8541666666666665,1.7291666666666667,1.125,41,0.975609756097561,2.975609756097561,1.4634146341463414,1.5121951219512195,-0.051951296627521515,0.23167526721954346,38.0,-0.009162772446870804,0.25053146481513977,50.0,-0.02581431344151497,0.2676409184932709,45.0,-0.01540957111865282,0.2239181399345398,39.0
