episode_id,run_id,run_pid,timesteps,policy_update,rollout_step,latent_z,curriculum_phase,mode,map_set,opponent,opponent_id,success,blue_score,red_score,win_margin,decision_steps,zone_coverage,collision_free_episode,collision_events_per_episode,near_misses_per_episode,time_to_first_score,mean_inter_robot_dist,reward_terminal,reward_offense,reward_pbrs,reward_team,reward_sparse,reward_sparse_points,reward_failure,reward_total
72,45100-1779780290770787900,45100,7912,0,989,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,99,0.5199999809265137,1,0,19,36.0,5.945089937460543,1.0,0.5,-0.008729562163352966,0.0,1.0,100.0,0.0,0.5542217493057251
73,45100-1779780290770787900,45100,7984,0,998,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,2,3,-1,128,0.8399999737739563,1,0,28,34.0,5.731751441955566,-1.0,-0.5,0.016278773546218872,0.0,-1.0,-100.0,-0.20000000298023224,-0.5875935554504395
74,45100-1779780290770787900,45100,8088,0,1011,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,106,0.47999998927116394,1,0,8,31.0,6.098405370172465,1.0,0.5,-0.006252691149711609,0.0,1.0,100.0,0.0,0.5543290376663208
75,45100-1779780290770787900,45100,8088,0,1011,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,95,0.5600000023841858,1,0,35,32.0,5.626798930921052,1.0,0.5,-0.008615165948867798,0.0,1.0,100.0,-0.20000000298023224,0.5186282992362976
76,45100-1779780290770787900,45100,8096,0,1012,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,102,0.5600000023841858,1,0,22,38.0,5.462752996706495,1.0,0.5,-0.03704635798931122,0.014999999664723873,1.0,100.0,-0.20000000298023224,0.5180143713951111
77,45100-1779780290770787900,45100,8152,0,1019,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,97,0.5999999642372131,1,0,15,30.0,5.704316758617912,1.0,0.5,0.008848890662193298,0.0,1.0,100.0,0.0,0.5549825429916382
78,45100-1779780290770787900,45100,8216,0,1027,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,117,0.5199999809265137,1,0,25,34.0,5.987065763555021,1.0,0.5,-0.006358742713928223,0.0,1.0,100.0,0.0,0.5543245077133179
79,45100-1779780290770787900,45100,8232,0,1029,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,102,0.47999998927116394,1,0,35,45.0,5.279490751378677,1.0,0.5,-0.002712815999984741,0.0,1.0,100.0,0.0,0.5544823408126831
80,45100-1779780290770787900,45100,8632,0,1079,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,81,0.6800000071525574,1,0,17,30.0,5.7333242157359185,1.0,0.4000000059604645,-0.0061461180448532104,0.04999999701976776,1.0,100.0,-0.20000000298023224,0.5025715231895447
81,45100-1779780290770787900,45100,8720,0,1090,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,1,2,79,0.6399999856948853,1,0,28,34.0,5.352903728243671,1.0,0.5,-0.0009686797857284546,0.0,1.0,100.0,0.0,0.5545578002929688
82,45100-1779780290770787900,45100,8760,0,1095,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,1,2,68,0.5999999642372131,0,1,11,32.0,5.970785701976103,1.0,0.5,-0.001489683985710144,0.0,1.0,100.0,0.0,0.5545352697372437
83,45100-1779780290770787900,45100,8768,0,1096,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,107,0.47999998927116394,1,0,39,35.0,5.539711069837909,1.0,0.0,0.007105395197868347,0.0,0.0,0.0,-0.20000000298023224,0.1978020817041397
84,45100-1779780290770787900,45100,8824,0,1103,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,91,0.4399999976158142,1,0,26,34.0,5.3809395255623285,1.0,0.5,0.0065541863441467285,0.0,1.0,100.0,0.0,0.5548833012580872
85,45100-1779780290770787900,45100,8976,0,1122,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,2,3,-1,111,0.5999999642372131,1,0,23,38.0,6.145701365427928,-1.0,-0.5,0.017055734992027283,0.019999999552965164,-1.0,-100.0,-0.4000000059604645,-0.6185691356658936
86,45100-1779780290770787900,45100,9032,0,1129,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,2,3,-1,110,0.5600000023841858,1,0,23,31.0,5.279209761186079,-1.0,-0.5,0.017113223671913147,0.019999999552965164,-1.0,-100.0,-0.20000000298023224,-0.5867403149604797
87,45100-1779780290770787900,45100,9152,0,1144,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,2,3,-1,115,0.5199999809265137,0,1,34,32.0,5.0928822393002715,-1.0,-0.5,-0.0011841952800750732,0.0,-1.0,-100.0,-0.20000000298023224,-0.5883076190948486
88,45100-1779780290770787900,45100,9464,0,1183,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,2,3,-1,93,0.5199999809265137,0,1,28,28.0,5.572493358324933,-1.0,-0.5,0.012734800577163696,0.0,-1.0,-100.0,-0.20000000298023224,-0.587738573551178
89,45100-1779780290770787900,45100,9528,0,1191,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,2,3,-1,96,0.7999999523162842,1,0,15,33.0,5.8046003977457685,-1.0,-0.5,0.0028667151927948,0.0,-1.0,-100.0,0.0,-0.5544756650924683
90,45100-1779780290770787900,45100,9568,0,1196,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,2,3,-1,117,0.6399999856948853,1,0,44,32.0,5.382825020032051,-1.0,-0.5,0.016353145241737366,0.019999999552965164,-1.0,-100.0,0.0,-0.5530245304107666
91,45100-1779780290770787900,45100,9624,0,1203,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,1,2,107,0.6800000071525574,1,0,26,42.0,6.135871102876752,1.0,0.5,0.008472323417663574,0.014999999664723873,1.0,100.0,0.0,0.555614709854126
92,45100-1779780290770787900,45100,9800,0,1225,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,1,3,-2,122,0.6399999856948853,1,0,33,32.0,6.503578060963115,-1.0,-0.5,4.105269908905029e-05,0.019999999552965164,-1.0,-100.0,-0.20000000298023224,-0.5874395370483398
93,45100-1779780290770787900,45100,9816,0,1227,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,2,3,-1,98,0.6800000071525574,1,0,19,29.0,7.029238331074617,-1.0,-0.5,0.011026561260223389,0.019999999552965164,-1.0,-100.0,0.0,-0.553255558013916
94,45100-1779780290770787900,45100,9960,0,1245,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,2,3,-1,101,0.5600000023841858,1,0,6,25.0,6.556655732711943,-1.0,-0.5,0.003338843584060669,0.019999999552965164,-1.0,-100.0,0.0,-0.5535889267921448
95,45100-1779780290770787900,45100,10064,0,1258,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,136,0.5999999642372131,1,0,49,33.0,5.546199125402114,1.0,0.5,-0.007746592164039612,0.0,1.0,100.0,-0.20000000298023224,0.5186679363250732
96,45100-1779780290770787900,45100,10096,0,1262,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,1,2,79,0.6399999856948853,1,0,10,37.0,5.9473328409315664,1.0,0.5,-0.021441146731376648,0.02499999850988388,1.0,100.0,0.0,0.5547537803649902
97,45100-1779780290770787900,45100,10368,0,1296,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,100,0.5199999809265137,1,0,38,27.0,5.574134521484375,1.0,0.5,0.0007407814264297485,0.0,1.0,100.0,0.0,0.5546318292617798
98,45100-1779780290770787900,45100,10376,0,1297,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,94,0.5600000023841858,1,0,27,32.0,6.0978218240940825,1.0,0.5,0.005984693765640259,0.014999999664723873,1.0,100.0,0.0,0.555507242679596
99,45100-1779780290770787900,45100,10448,0,1306,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,115,0.5199999809265137,1,0,29,34.0,5.367355744735054,1.0,0.5,0.00855882465839386,0.0,1.0,100.0,0.0,0.5549699664115906
100,45100-1779780290770787900,45100,10488,0,1311,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,84,0.4399999976158142,1,0,24,29.0,5.235392615908668,1.0,0.5,0.002480641007423401,0.0,1.0,100.0,-0.20000000298023224,0.519135057926178
101,45100-1779780290770787900,45100,10664,0,1333,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,2,3,-1,108,0.5999999642372131,1,0,25,34.0,5.3935976381655095,-1.0,-0.5,0.016989856958389282,0.019999999552965164,-1.0,-100.0,0.0,-0.5529969334602356
102,45100-1779780290770787900,45100,10664,0,1333,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,1,2,88,0.47999998927116394,1,0,23,31.0,5.324805173006925,1.0,0.5,-0.02611924707889557,0.029999999329447746,1.0,100.0,0.0,0.5547676682472229
103,45100-1779780290770787900,45100,10744,0,1343,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,1,2,85,0.3999999761581421,1,0,25,35.0,5.914295510684743,1.0,0.5,-0.01063564419746399,0.02499999850988388,1.0,100.0,0.0,0.5552210807800293
104,45100-1779780290770787900,45100,11080,0,1385,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,89,0.5999999642372131,1,0,24,27.0,5.136492096975948,1.0,0.5,0.0029316842555999756,0.0,1.0,100.0,0.0,0.5547266006469727
105,45100-1779780290770787900,45100,11104,0,1388,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,126,0.7999999523162842,1,0,14,32.0,6.400238037109375,1.0,0.5,-0.010274261236190796,0.0,1.0,100.0,-0.20000000298023224,0.5185524821281433
106,45100-1779780290770787900,45100,11136,0,1392,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,86,0.4399999976158142,1,0,25,30.0,5.710666390352471,1.0,0.5,-0.009349733591079712,0.0,1.0,100.0,-0.20000000298023224,0.5185946822166443
107,45100-1779780290770787900,45100,11208,0,1401,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,90,0.5600000023841858,1,0,40,31.0,4.809444512261285,1.0,0.5,0.006567716598510742,0.0,1.0,100.0,-0.20000000298023224,0.519321620464325
108,45100-1779780290770787900,45100,11208,0,1401,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,1,3,-2,104,0.5199999809265137,0,1,27,34.0,6.838909442608173,-1.0,-0.5,0.015211835503578186,0.019999999552965164,-1.0,-100.0,-0.20000000298023224,-0.5868182182312012
109,45100-1779780290770787900,45100,11464,0,1433,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,100,0.5600000023841858,1,0,20,38.0,6.077777099609375,1.0,0.5,0.004930391907691956,0.014999999664723873,1.0,100.0,0.0,0.5554616451263428
110,45100-1779780290770787900,45100,11504,0,1438,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,1,3,-2,105,0.6800000071525574,1,0,19,30.0,6.55898204985119,-1.0,-0.5,0.016939014196395874,0.019999999552965164,-1.0,-100.0,-0.20000000298023224,-0.5867475271224976
111,45100-1779780290770787900,45100,11824,0,1478,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,2,3,-1,93,0.5999999642372131,1,0,26,31.0,5.736225743447581,-1.0,-0.5,0.01294681429862976,0.0,-1.0,-100.0,-0.4000000059604645,-0.6194984912872314
112,45100-1779780290770787900,45100,11872,0,1484,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,141,0.7199999690055847,1,0,30,35.0,5.786539280668218,1.0,0.5,0.008514776825904846,0.0,1.0,100.0,0.0,0.5549681186676025
113,45100-1779780290770787900,45100,11928,0,1491,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,1,2,103,0.5999999642372131,0,1,17,34.0,5.857719347314927,1.0,0.5,-0.009672954678535461,0.0,1.0,100.0,0.0,0.5541809797286987
114,45100-1779780290770787900,45100,12080,0,1510,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,109,0.5600000023841858,1,0,32,35.0,5.81074453931336,1.0,0.5,-0.03438207507133484,0.029999999329447746,1.0,100.0,0.0,0.5544100999832153
115,45100-1779780290770787900,45100,12080,0,1510,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,118,0.6399999856948853,1,0,11,37.0,6.4201499809653075,1.0,0.5,-0.008078619837760925,0.0,1.0,100.0,0.0,0.5542500019073486
116,45100-1779780290770787900,45100,12080,0,1510,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,109,0.6399999856948853,1,0,19,34.0,5.4883523643563645,1.0,0.5,0.00731271505355835,0.029999999329447746,1.0,100.0,0.0,0.5562124252319336
117,45100-1779780290770787900,45100,12264,0,1533,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,1,3,-2,95,0.5999999642372131,1,0,21,34.0,5.864043225740131,-1.0,-0.5,0.005469620227813721,0.019999999552965164,-1.0,-100.0,-0.20000000298023224,-0.5872173309326172
118,45100-1779780290770787900,45100,12304,0,1538,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,2,3,-1,105,0.7199999690055847,1,0,39,31.0,5.577199009486607,-1.0,-0.5,0.0009696483612060547,0.0,-1.0,-100.0,-0.20000000298023224,-0.5882196426391602
119,45100-1779780290770787900,45100,12632,0,1579,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,101,0.5600000023841858,1,0,23,38.0,5.478108321086014,1.0,0.5,-0.03584522008895874,0.029999999329447746,1.0,100.0,-0.20000000298023224,0.5187548398971558
120,45100-1779780290770787900,45100,12640,0,1580,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,89,0.7199999690055847,1,0,13,30.0,6.128063416213132,1.0,0.5,-0.010318562388420105,0.0,1.0,100.0,-0.20000000298023224,0.518550455570221
121,45100-1779780290770787900,45100,12640,0,1580,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,1,2,96,0.5600000023841858,0,2,48,33.0,5.60723876953125,1.0,0.5,-0.00802399218082428,0.0,1.0,100.0,0.0,0.5542523860931396
122,45100-1779780290770787900,45100,12896,0,1612,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,102,0.5999999642372131,1,0,15,39.0,5.899570240693934,1.0,0.5,0.008301421999931335,0.0,1.0,100.0,-0.20000000298023224,0.5194007754325867
123,45100-1779780290770787900,45100,12936,0,1617,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,107,0.5600000023841858,1,0,18,32.0,6.068998247663552,1.0,0.5,-0.0015728473663330078,0.0,1.0,100.0,0.0,0.5545316934585571
124,45100-1779780290770787900,45100,13008,0,1626,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,2,3,-1,93,0.5999999642372131,1,0,31,27.0,5.905933010962702,-1.0,-0.5,0.013365820050239563,0.019999999552965164,-1.0,-100.0,0.0,-0.5531541705131531
125,45100-1779780290770787900,45100,13064,0,1633,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,1,3,-2,95,0.5999999642372131,1,0,14,31.0,6.270413368626644,-1.0,-0.5,0.015249103307723999,0.019999999552965164,-1.0,-100.0,0.0,-0.5530723333358765
126,45100-1779780290770787900,45100,13096,0,1637,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,127,0.6399999856948853,1,0,29,33.0,5.6595593550073815,1.0,0.5,0.003922954201698303,0.0,1.0,100.0,0.0,0.5547695159912109
127,45100-1779780290770787900,45100,13368,0,1671,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,92,0.6399999856948853,1,0,10,30.0,5.839790675951087,1.0,0.5,-0.03707785904407501,0.014999999664723873,1.0,100.0,0.0,0.5536435842514038
128,45100-1779780290770787900,45100,13432,0,1679,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,2,3,-1,99,0.5999999642372131,1,0,21,32.0,5.378978998974116,-1.0,-0.5,0.01700499653816223,0.019999999552965164,-1.0,-100.0,-0.20000000298023224,-0.5867447257041931
129,45100-1779780290770787900,45100,13624,0,1703,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,1,2,86,0.4399999976158142,0,1,20,31.0,5.907402216001999,1.0,0.5,-0.009381189942359924,0.0,1.0,100.0,0.0,0.5541936159133911
130,45100-1779780290770787900,45100,13680,0,1710,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,2,3,-1,130,0.6800000071525574,1,0,23,46.0,5.8093820425180285,-1.0,-0.5,0.013051807880401611,0.019999999552965164,-1.0,-100.0,-0.20000000298023224,-0.5869067907333374
131,45100-1779780290770787900,45100,13856,0,1732,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,106,0.5600000023841858,1,0,27,28.0,5.591168097729953,1.0,0.5,-0.009326159954071045,0.0,1.0,100.0,-0.20000000298023224,0.518595814704895
132,45100-1779780290770787900,45100,13880,0,1735,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,2,3,-1,98,0.5999999642372131,1,0,24,31.0,6.102255684988839,-1.0,-0.4000000059604645,0.008858472108840942,0.0,-1.0,-100.0,0.0,-0.5366554856300354
133,45100-1779780290770787900,45100,13920,0,1740,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,128,0.7599999904632568,1,0,52,35.0,5.253355979919434,1.0,0.5,-0.03136470913887024,0.029999999329447746,1.0,100.0,-0.20000000298023224,0.5189594626426697
134,45100-1779780290770787900,45100,13928,0,1741,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,2,3,-1,108,0.5600000023841858,1,0,36,29.0,5.489708794487847,-1.0,-0.5,-0.0015089809894561768,0.0,-1.0,-100.0,-0.20000000298023224,-0.5883209705352783
135,45100-1779780290770787900,45100,14096,0,1762,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,1,2,91,0.47999998927116394,1,0,35,28.0,5.495290232228709,1.0,0.5,-0.03330111503601074,0.029999999329447746,1.0,100.0,0.0,0.5544568300247192
136,45100-1779780290770787900,45100,14320,0,1790,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,111,0.6399999856948853,1,0,12,29.0,5.670336474169482,1.0,0.5,-0.009298905730247498,0.0,1.0,100.0,-0.20000000298023224,0.5185970067977905
137,45100-1779780290770787900,45100,14384,0,1798,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,1,2,95,0.5600000023841858,0,1,26,28.0,5.0047254060444075,1.0,0.5,-0.009467244148254395,0.0,1.0,100.0,0.0,0.554189920425415
138,45100-1779780290770787900,45100,14632,0,1829,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,2,3,-1,94,0.5999999642372131,1,0,14,32.0,5.7715934591090425,-1.0,-0.5,0.008219778537750244,0.0,-1.0,-100.0,0.0,-0.5542439222335815
139,45100-1779780290770787900,45100,14632,0,1829,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,88,0.5199999809265137,1,0,16,31.0,5.76697470925071,1.0,0.5,-0.032246485352516174,0.029999999329447746,1.0,100.0,-0.20000000298023224,0.5189192295074463
140,45100-1779780290770787900,45100,14640,0,1830,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,2,3,-1,120,0.5600000023841858,1,0,36,32.0,5.147450764973958,-1.0,-0.4000000059604645,0.006151676177978516,0.019999999552965164,-1.0,-100.0,0.0,-0.5358855724334717
141,45100-1779780290770787900,45100,14656,0,1832,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,2,3,-1,100,0.6399999856948853,0,1,23,34.0,6.360645141601562,-1.0,-0.5,0.013484984636306763,0.0,-1.0,-100.0,-0.20000000298023224,-0.5877078771591187
142,45100-1779780290770787900,45100,14816,0,1852,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,1,2,112,0.47999998927116394,1,0,22,34.0,5.938442230224609,1.0,0.5,-0.020187243819236755,0.029999999329447746,1.0,100.0,0.0,0.555024266242981
143,45100-1779780290770787900,45100,15088,0,1886,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,2,3,-1,124,0.5600000023841858,1,0,22,33.0,5.728478216355847,-1.0,-0.5,0.011518120765686035,0.0,-1.0,-100.0,0.0,-0.5541010499000549
144,45100-1779780290770787900,45100,15136,0,1892,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,2,3,-1,102,0.7199999690055847,1,0,11,32.0,5.5677161123238355,-1.0,-0.5,0.017260804772377014,0.019999999552965164,-1.0,-100.0,-0.20000000298023224,-0.5867342948913574
145,45100-1779780290770787900,45100,15200,0,1900,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,102,0.5999999642372131,1,0,24,37.0,5.714388978247549,1.0,0.5,-0.009075164794921875,0.0,1.0,100.0,-0.4000000059604645,0.481114000082016
146,45100-1779780290770787900,45100,15344,0,1918,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,89,0.47999998927116394,1,0,45,26.0,5.03718858354547,1.0,0.5,-0.010179445147514343,0.0,1.0,100.0,0.0,0.5541590452194214
147,45100-1779780290770787900,45100,15400,0,1925,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,2,3,-1,96,0.7599999904632568,1,0,17,34.0,6.8755645751953125,-1.0,-0.5,0.017107129096984863,0.0,-1.0,-100.0,0.0,-0.5538589954376221
148,45100-1779780290770787900,45100,15512,0,1939,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,109,0.5199999809265137,1,0,12,35.0,5.816363693377293,1.0,0.5,-0.010276436805725098,0.0,1.0,100.0,0.0,0.5541548728942871
149,45100-1779780290770787900,45100,15576,0,1947,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,3,3,0,115,0.5600000023841858,1,0,33,40.0,6.020667565387228,-0.5,0.0,0.0006305724382400513,0.0,0.0,0.0,0.0,-0.12431420385837555
150,45100-1779780290770787900,45100,15632,0,1954,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,2,3,-1,102,0.6399999856948853,1,0,14,28.0,6.106756472120098,-1.0,-0.5,0.01710912585258484,0.019999999552965164,-1.0,-100.0,0.0,-0.5529916882514954
151,45100-1779780290770787900,45100,15664,0,1958,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,0,3,72,0.5199999809265137,1,0,22,28.0,5.736547682020399,1.0,0.5,-0.006061539053916931,0.0,1.0,100.0,-0.20000000298023224,0.518744945526123
152,45100-1779780290770787900,45100,15752,0,1969,1,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,1,2,77,0.5999999642372131,1,0,16,36.0,6.4153363116375814,1.0,0.5,-0.009386897087097168,0.029999999329447746,1.0,100.0,-0.20000000298023224,0.5199624300003052
153,45100-1779780290770787900,45100,16000,0,2000,2,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,82,0.5600000023841858,0,1,25,30.0,5.2634947241806405,1.0,0.5,-0.010093063116073608,0.0,1.0,100.0,-0.20000000298023224,0.5185607671737671
154,45100-1779780290770787900,45100,16040,0,2005,3,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,1,2,105,0.5600000023841858,1,0,31,43.0,6.118368675595238,1.0,0.5,-0.024273410439491272,0.02499999850988388,1.0,100.0,0.0,0.554631233215332
155,45100-1779780290770787900,45100,16192,0,2024,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,1,3,2,1,99,0.5600000023841858,1,0,19,27.0,5.253377278645833,1.0,0.5,-0.010029762983322144,0.0,1.0,100.0,0.0,0.5541654825210571
156,45100-1779780290770787900,45100,16296,0,2037,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,2,3,-1,98,0.3999999761581421,1,0,33,33.0,5.168837255361129,-1.0,-0.5,0.012892022728919983,0.019999999552965164,-1.0,-100.0,0.0,-0.553174614906311
157,45100-1779780290770787900,45100,16344,0,2043,0,OP3,FIXED_OPPONENT,train,SCRIPTED:OP3,2,0,2,3,-1,96,0.5199999809265137,0,1,19,32.0,5.632575988769531,-1.0,-0.5,-0.006456315517425537,0.0,-1.0,-100.0,-0.20000000298023224,-0.5885230898857117
