blue_style,red_style,map,episode_index,episode_seed,step,red_index,defender0_left_radius,defender1_left_radius,red_left_blue_side,defender_left_blue_side,target_switched,defender_became_tagged,red_target_became_tagged,carrier_turn_or_lane_change,other,relative_speed_def0,relative_speed_def1,red_x,red_y,red_carrying,def0_target,def1_target
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,0,561001,8,1,1,0,0,0,0,0,0,0,0,1.335892399843848,2.2944187997443004,8.448923110961914,4.532336235046387,0,1,1
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,0,561001,12,1,1,0,0,0,0,0,0,0,0,0.26928591145846287,0.430545950820202,6.339138984680176,7.315642833709717,0,1,1
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,0,561001,14,1,1,0,0,0,0,0,0,0,0,0.33817105616337245,0.4498231134677662,5.1174421310424805,8.927350997924805,0,1,1
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,0,561001,16,1,1,0,0,0,0,0,0,0,0,0.3677164338476051,0.6519737971104759,3.205068588256836,9.585359573364258,0,1,1
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,1,561002,10,1,1,1,1,0,0,0,1,0,0,0.9115624712576704,0.2321041000821636,4.55178165435791,14.127528190612793,0,1,1
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,1,561002,13,0,1,0,0,0,0,0,0,0,0,1.5786605531420632,1.7446654609764547,4.856293201446533,13.620769500732422,0,0,0
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,3,561004,45,1,1,0,0,0,0,0,0,0,0,1.394524427924881,2.846202408501997,5.6229567527771,14.302959442138672,0,1,1
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,4,561005,15,0,1,1,1,0,0,0,0,0,0,1.2309461100007413,0.604007028242434,10.551776885986328,3.548065185546875,0,0,0
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,4,561005,176,1,0,1,0,0,0,0,0,0,0,0.4749382514916674,1.7275008529523634,4.50474739074707,6.406846523284912,0,1,1
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,5,561006,9,0,1,0,0,0,1,0,0,0,0,1.7754967275936273,1.817997902658102,7.294301986694336,6.097375869750977,0,0,1
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,5,561006,10,1,1,0,0,0,1,0,0,0,0,0.9004160470534311,1.7162525998646216,7.195888519287109,5.090208530426025,0,0,1
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,5,561006,19,0,1,1,1,0,0,0,1,0,0,1.5971366988628644,0.5819010474841105,7.837931156158447,4.024491310119629,0,0,0
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,6,561007,9,1,0,1,0,0,0,0,0,0,0,2.5687875593645493,0.9565232613007563,6.517799377441406,14.318259239196777,0,1,1
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,7,561008,14,0,1,1,1,0,0,0,1,0,0,0.9200917672178274,0.9417914211997425,5.623879909515381,8.259804725646973,0,0,0
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,8,561009,8,0,1,1,1,0,0,0,1,0,0,1.1872454667912022,1.4599200552461244,6.348321437835693,13.075363159179688,0,0,0
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,9,561010,14,1,1,0,0,0,0,0,0,0,0,1.5610715175522607,2.1813027869141077,8.431388854980469,16.633563995361328,0,1,1
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,9,561010,16,1,1,1,1,0,0,0,0,0,0,1.996270740567176,0.8382547464620446,10.146427154541016,15.52026081085205,0,1,1
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,10,561011,12,0,1,0,0,0,0,0,0,0,0,1.4193781021625076,1.1431725333291203,5.306755065917969,5.204877853393555,0,0,0
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,11,561012,14,1,1,1,1,0,0,0,1,0,0,0.5361030388928136,0.610378461634877,4.997837543487549,13.160161972045898,0,1,1
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,12,561013,11,1,1,1,1,0,0,0,1,0,0,0.2613048831375467,0.7632297720596986,2.9526772499084473,6.413952827453613,0,1,1
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,12,561013,12,0,1,1,1,0,0,0,1,0,0,1.3512255787756724,1.9450633291960826,5.4033203125,5.2287211418151855,0,0,0
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,13,561014,8,0,1,0,0,0,0,0,0,0,0,1.832950153613253,0.5314176629369614,6.17581844329834,14.30778694152832,0,0,0
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,14,561015,12,0,1,0,0,0,0,0,0,0,0,1.8176793744012751,2.3616448399784473,9.927287101745605,16.579069137573242,0,0,0
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,14,561015,81,1,0,1,0,0,0,0,0,0,0,0.9481627696792118,0.842992050362575,7.288256645202637,5.073942184448242,0,1,1
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,14,561015,86,0,1,0,0,0,0,0,0,0,0,1.4752829662902978,1.440968822359823,6.355772018432617,5.701164722442627,0,0,0
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,15,561016,11,0,1,1,1,0,1,0,0,0,0,1.6186238082521758,1.8782316275530244,10.583829879760742,4.590478420257568,0,1,1
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,15,561016,11,1,1,1,1,0,0,0,0,0,0,2.0275512482802833,2.264395460634161,10.223793983459473,3.258681297302246,0,1,1
