epoch,train_kl_A,train_kl_B,holdout_agree_z0_vs_piA,holdout_agree_z1_vs_piB,holdout_teacher_argmax_disagreement,holdout_kl_A,holdout_kl_B,holdout_student_z0_z1_jsd,holdout_teacher_A_B_jsd
1,0.618076005552569,0.28564801156266123,0.8403460403699999,0.9519854784011841,0.2775949252589935,0.2830970924029558,0.0706407971231907,0.1334861472466368,0.17903920535855075
2,0.19606986896604553,0.05364344221277115,0.891978204884235,0.9661022823511087,0.2775949252589935,0.14367747794473398,0.03602833595167618,0.17362359144411635,0.17903920535855075
3,0.11513127762283015,0.03244696283697063,0.9116720852428786,0.972783547500389,0.2775949252589935,0.09222300746853103,0.02494376204456241,0.16429852288351057,0.17903920535855075
4,0.08017358897078751,0.023438163404153962,0.920782725016276,0.9740236776464074,0.2775949252589935,0.07453927166354725,0.019860919165945422,0.17970271909791116,0.17903920535855075
5,0.0589381536293743,0.018534218478533957,0.9328977994663815,0.9775490048662647,0.2775949252589935,0.05108385088346135,0.016007177276886032,0.1706152765566511,0.17903920535855075
6,0.045516041927358024,0.015236156793613719,0.9415345185978802,0.9790727464995533,0.2775949252589935,0.04315177903068316,0.013423466487708143,0.171189672423148,0.17903920535855075
7,0.03574993265553927,0.012853502001390498,0.9461690619954655,0.9809265015915657,0.2775949252589935,0.03631545360582428,0.011570633259162973,0.17356497043898242,0.17903920535855075
8,0.030711783096194267,0.011331499020895388,0.9472359189035247,0.9807063427169936,0.2775949252589935,0.032179648127374005,0.010391993143923176,0.16928828175996655,0.17903920535855075
9,0.02608008365918938,0.009986425686277386,0.9502623815262654,0.982600417824655,0.2775949252589935,0.027062378513599303,0.009318594364333356,0.17540174048021548,0.17903920535855075
10,0.02317046007921553,0.0091035140113125,0.9447723481112503,0.9826096537735498,0.2775949252589935,0.03124523374688676,0.008708812359921958,0.1823229745768443,0.17903920535855075
11,0.020054152553789634,0.008262833556494651,0.956784852313184,0.9823286269653608,0.2775949252589935,0.023072846593243015,0.008335385888003309,0.17461101993334327,0.17903920535855075
12,0.017587917403150827,0.007636033631383608,0.9574455008503877,0.9831701703471494,0.2775949252589935,0.02231828336706099,0.007816371742471264,0.17379908246930267,0.17903920535855075
13,0.016104668084309142,0.007215697859597002,0.9562102660369236,0.9854066702088699,0.2775949252589935,0.021563687094350564,0.007080380902893047,0.17494949388290312,0.17903920535855075
14,0.014914749643932551,0.006586024848123391,0.9599517461776154,0.9827940836209217,0.2775949252589935,0.01959362387005155,0.00715181188561946,0.1761265795160593,0.17903920535855075
15,0.013374234525821148,0.006277086420191659,0.9615360089834973,0.9853595909794135,0.2775949252589935,0.017322366254076484,0.0064390484419510115,0.17745680066543812,0.17903920535855075
16,0.012758268544880243,0.005837183835733141,0.9604533241353691,0.9855106024530585,0.2775949252589935,0.01760719767713648,0.005965319650238637,0.17882796578206614,0.17903920535855075
17,0.011655551118728442,0.005536366270011307,0.9642753414707828,0.9850126393150682,0.2775949252589935,0.016667093275965564,0.005911665038901557,0.17814141648658247,0.17903920535855075
18,0.011320111063173693,0.005247452853518164,0.9643840206788689,0.985991724915361,0.2775949252589935,0.01538907109545524,0.005783984066866988,0.17593924286009802,0.17903920535855075
19,0.01061923491458098,0.004983598332549645,0.9623568468056201,0.984800445149641,0.2775949252589935,0.015523905472207925,0.0054193641016935,0.1759761008302407,0.17903920535855075
20,0.010546655545377323,0.004841255465856729,0.9632477764118337,0.9847968657557923,0.2775949252589935,0.015230766354076082,0.005417303255054816,0.17208451713174716,0.17903920535855075
