agent_id,blue_mine_kills,blue_score,episode_steps,flag_carries,macro_0,macro_2,macro_4,map_name,map_path,max_time,mine_attempts,mines_placed_enemy_half,mines_triggered_by_red,opponent_key,opponent_kind,phase_name,red_mine_kills,red_score,result,score_limit,side
0,0,1,201,0,124,34,43,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000050.zip,SNAPSHOT,OP1,0,0,WIN,3,blue
1,0,1,201,61,129,33,39,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000050.zip,SNAPSHOT,OP1,0,0,WIN,3,blue
0,0,0,43,0,31,5,7,empty_20x20,,200.0,0,0,0,BALANCED,SPECIES,OP1,0,3,LOSS,3,blue
1,0,0,43,15,25,11,7,empty_20x20,,200.0,0,0,0,BALANCED,SPECIES,OP1,0,3,LOSS,3,blue
0,0,0,44,0,26,9,9,empty_20x20,,200.0,0,0,0,OP3,SCRIPTED,OP1,0,3,LOSS,3,blue
1,0,0,44,0,29,5,10,empty_20x20,,200.0,0,0,0,OP3,SCRIPTED,OP1,0,3,LOSS,3,blue
0,0,2,201,0,124,35,42,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000050.zip,SNAPSHOT,OP1,0,0,WIN,3,blue
1,0,2,201,67,130,32,39,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000050.zip,SNAPSHOT,OP1,0,0,WIN,3,blue
0,0,1,201,0,124,34,43,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000050.zip,SNAPSHOT,OP1,0,0,WIN,3,blue
1,0,1,201,61,129,33,39,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000050.zip,SNAPSHOT,OP1,0,0,WIN,3,blue
0,0,0,43,0,31,5,7,empty_20x20,,200.0,0,0,0,CAMPER,SPECIES,OP1,0,3,LOSS,3,blue
1,0,0,43,15,25,11,7,empty_20x20,,200.0,0,0,0,CAMPER,SPECIES,OP1,0,3,LOSS,3,blue
0,0,0,44,0,26,9,9,empty_20x20,,200.0,0,0,0,RUSHER,SPECIES,OP1,0,3,LOSS,3,blue
1,0,0,44,0,29,5,10,empty_20x20,,200.0,0,0,0,RUSHER,SPECIES,OP1,0,3,LOSS,3,blue
0,0,2,201,0,124,35,42,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000050.zip,SNAPSHOT,OP1,0,0,WIN,3,blue
1,0,2,201,67,130,32,39,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000050.zip,SNAPSHOT,OP1,0,0,WIN,3,blue
0,0,1,201,0,124,34,43,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000050.zip,SNAPSHOT,OP1,0,0,WIN,3,blue
1,0,1,201,61,129,33,39,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000050.zip,SNAPSHOT,OP1,0,0,WIN,3,blue
0,0,2,201,0,125,35,41,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,WIN,3,blue
1,0,2,201,72,131,32,38,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,WIN,3,blue
0,0,0,43,0,31,5,7,empty_20x20,,200.0,0,0,0,BALANCED,SPECIES,OP1,0,3,LOSS,3,blue
1,0,0,43,15,25,11,7,empty_20x20,,200.0,0,0,0,BALANCED,SPECIES,OP1,0,3,LOSS,3,blue
0,0,1,201,0,125,36,40,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,WIN,3,blue
1,0,1,201,44,122,40,39,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,WIN,3,blue
0,0,2,201,0,125,35,41,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,WIN,3,blue
1,0,2,201,72,131,32,38,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,WIN,3,blue
0,0,0,43,0,31,5,7,empty_20x20,,200.0,0,0,0,CAMPER,SPECIES,OP1,0,3,LOSS,3,blue
1,0,0,43,15,25,11,7,empty_20x20,,200.0,0,0,0,CAMPER,SPECIES,OP1,0,3,LOSS,3,blue
0,0,1,201,0,125,36,40,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,WIN,3,blue
1,0,1,201,44,122,40,39,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,WIN,3,blue
0,0,2,201,0,124,34,43,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,WIN,3,blue
1,0,2,201,65,123,37,41,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,WIN,3,blue
0,0,0,41,0,28,8,5,empty_20x20,,200.0,0,0,0,CAMPER,SPECIES,OP1,0,3,LOSS,3,blue
1,0,0,41,0,23,10,8,empty_20x20,,200.0,0,0,0,CAMPER,SPECIES,OP1,0,3,LOSS,3,blue
0,0,0,201,0,124,33,44,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,DRAW,3,blue
1,0,0,201,0,113,47,41,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,DRAW,3,blue
0,0,2,201,0,124,34,43,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,WIN,3,blue
1,0,2,201,65,123,37,41,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,WIN,3,blue
0,0,2,201,0,124,34,43,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,WIN,3,blue
1,0,2,201,65,123,37,41,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,WIN,3,blue
0,0,2,201,0,124,34,43,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,WIN,3,blue
1,0,2,201,65,123,37,41,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,WIN,3,blue
0,0,0,41,0,28,8,5,empty_20x20,,200.0,0,0,0,CAMPER,SPECIES,OP1,0,3,LOSS,3,blue
1,0,0,41,0,23,10,8,empty_20x20,,200.0,0,0,0,CAMPER,SPECIES,OP1,0,3,LOSS,3,blue
0,0,0,43,0,23,11,9,empty_20x20,,200.0,0,0,0,OP3,SCRIPTED,OP1,0,3,LOSS,3,blue
1,0,0,43,0,25,5,13,empty_20x20,,200.0,0,0,0,OP3,SCRIPTED,OP1,0,3,LOSS,3,blue
0,0,0,46,0,28,9,9,empty_20x20,,200.0,0,0,0,OP3,SCRIPTED,OP1,0,3,LOSS,3,blue
1,0,0,46,0,31,6,9,empty_20x20,,200.0,0,0,0,OP3,SCRIPTED,OP1,0,3,LOSS,3,blue
0,0,0,42,0,28,7,7,empty_20x20,,200.0,0,0,0,OP3,SCRIPTED,OP1,0,3,LOSS,3,blue
1,0,0,42,0,23,9,10,empty_20x20,,200.0,0,0,0,OP3,SCRIPTED,OP1,0,3,LOSS,3,blue
0,0,1,201,0,124,33,44,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,WIN,3,blue
1,0,1,201,38,117,43,41,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,WIN,3,blue
0,0,0,41,0,28,8,5,empty_20x20,,200.0,0,0,0,OP3,SCRIPTED,OP1,0,3,LOSS,3,blue
1,0,0,41,0,23,10,8,empty_20x20,,200.0,0,0,0,OP3,SCRIPTED,OP1,0,3,LOSS,3,blue
0,0,0,201,0,124,33,44,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,DRAW,3,blue
1,0,0,201,0,113,47,41,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,DRAW,3,blue
0,0,0,41,0,28,8,5,empty_20x20,,200.0,0,0,0,RUSHER,SPECIES,OP1,0,3,LOSS,3,blue
1,0,0,41,0,23,10,8,empty_20x20,,200.0,0,0,0,RUSHER,SPECIES,OP1,0,3,LOSS,3,blue
0,0,0,201,0,124,33,44,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,DRAW,3,blue
1,0,0,201,0,113,47,41,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,DRAW,3,blue
0,0,0,41,0,28,8,5,empty_20x20,,200.0,0,0,0,BALANCED,SPECIES,OP1,0,3,LOSS,3,blue
1,0,0,41,0,23,10,8,empty_20x20,,200.0,0,0,0,BALANCED,SPECIES,OP1,0,3,LOSS,3,blue
0,0,0,201,0,120,35,46,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,DRAW,3,blue
1,0,0,201,0,115,46,40,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,DRAW,3,blue
0,0,0,201,0,124,35,42,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,DRAW,3,blue
1,0,0,201,91,135,27,39,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,DRAW,3,blue
0,0,0,201,0,124,35,42,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,DRAW,3,blue
1,0,0,201,91,135,27,39,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,DRAW,3,blue
0,0,0,201,0,124,35,42,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,DRAW,3,blue
1,0,0,201,91,135,27,39,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,DRAW,3,blue
0,0,0,201,0,124,35,42,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,DRAW,3,blue
1,0,0,201,91,135,27,39,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,DRAW,3,blue
0,0,0,201,0,124,35,42,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,DRAW,3,blue
1,0,0,201,91,135,27,39,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,DRAW,3,blue
0,0,0,201,0,124,35,42,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,DRAW,3,blue
1,0,0,201,91,135,27,39,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,DRAW,3,blue
0,0,0,42,0,29,7,6,empty_20x20,,200.0,0,0,0,OP3,SCRIPTED,OP1,0,3,LOSS,3,blue
1,0,0,42,20,27,7,8,empty_20x20,,200.0,0,0,0,OP3,SCRIPTED,OP1,0,3,LOSS,3,blue
0,0,0,201,0,120,36,45,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,DRAW,3,blue
1,0,0,201,0,115,47,39,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,DRAW,3,blue
0,0,0,42,0,29,7,6,empty_20x20,,200.0,0,0,0,OP3,SCRIPTED,OP1,0,3,LOSS,3,blue
1,0,0,42,20,27,7,8,empty_20x20,,200.0,0,0,0,OP3,SCRIPTED,OP1,0,3,LOSS,3,blue
0,0,0,201,0,120,36,45,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,DRAW,3,blue
1,0,0,201,0,115,47,39,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,DRAW,3,blue
0,0,0,201,0,124,35,42,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,DRAW,3,blue
1,0,0,201,91,135,27,39,empty_20x20,,200.0,0,0,0,checkpoints_sb3\self_play_pool\sp_snapshot_ep000100.zip,SNAPSHOT,OP1,0,0,DRAW,3,blue
0,0,0,201,0,124,34,43,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,1,116,43,40,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,118,43,40,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,122,39,40,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,123,37,41,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,106,54,41,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,125,36,40,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,1,111,47,41,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,121,45,35,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,109,47,45,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,123,46,32,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,136,31,34,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,1,201,103,147,21,33,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,WIN,3,blue
1,0,1,201,0,117,38,46,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,WIN,3,blue
0,0,1,201,1,124,35,40,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,WIN,3,blue
1,0,1,201,23,117,41,43,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,WIN,3,blue
0,0,0,201,0,114,47,40,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,118,44,39,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,122,42,37,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,121,38,42,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,111,52,38,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,109,47,45,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,122,45,34,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,115,38,48,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,111,52,38,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,122,42,37,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,113,42,46,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,121,36,44,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,108,43,50,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,117,39,45,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,110,46,45,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,114,40,47,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,1,201,23,138,32,31,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,WIN,3,blue
1,0,1,201,0,134,34,33,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,WIN,3,blue
0,0,0,201,0,119,36,46,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,124,42,35,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,119,50,32,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,118,31,52,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,118,48,35,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,121,39,41,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,70,137,31,33,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,122,40,39,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,122,40,39,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,120,44,37,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,112,43,46,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,104,50,47,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,130,29,42,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,124,34,43,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,132,33,36,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,119,42,40,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,124,41,36,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,120,38,43,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,108,48,45,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,123,36,42,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,126,40,35,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,124,39,38,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,124,43,34,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,118,36,47,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,124,39,38,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,5,121,42,38,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,112,48,41,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,1,111,42,46,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,120,36,45,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,116,44,41,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,120,49,32,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,120,44,37,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,1,201,28,116,45,40,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,WIN,3,blue
1,0,1,201,0,122,40,39,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,WIN,3,blue
0,0,0,201,0,108,47,46,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,116,38,47,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,125,40,36,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,113,36,52,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,122,44,35,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,112,46,43,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,25,118,42,41,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,118,43,40,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,1,201,0,119,46,36,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,WIN,3,blue
1,0,1,201,54,117,35,49,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,WIN,3,blue
0,0,0,201,0,121,28,52,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,123,42,36,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,119,48,34,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,119,46,36,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,1,201,0,100,47,54,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,WIN,3,blue
1,0,1,201,37,125,35,41,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,WIN,3,blue
0,0,0,201,0,123,35,43,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,107,52,42,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,46,125,34,42,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,129,39,33,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,8,110,55,34,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,121,36,44,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,119,41,41,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,119,45,37,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,117,44,40,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,4,132,39,28,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,1,201,39,122,35,44,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,WIN,3,blue
1,0,1,201,0,112,45,44,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,WIN,3,blue
0,0,0,201,4,119,45,35,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,1,130,38,31,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,99,47,55,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,113,52,36,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,0,201,0,113,49,39,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,120,43,38,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
0,0,1,201,0,130,42,29,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,WIN,3,blue
1,0,1,201,50,135,27,39,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,WIN,3,blue
0,0,0,201,0,101,49,51,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
1,0,0,201,0,124,35,42,empty_20x20,,200.0,0,0,0,OP1,SCRIPTED,OP1,0,0,DRAW,3,blue
