epoch,train_kl_A,train_kl_B,holdout_agree_z0_vs_piA,holdout_agree_z1_vs_piB,holdout_teacher_argmax_disagreement,holdout_kl_A,holdout_kl_B,holdout_student_z0_z1_jsd,holdout_teacher_A_B_jsd
1,0.4170313208027089,0.4652265062991609,0.7396462157438044,0.5895571833733042,0.737892447547108,0.20637255738089097,0.2690361214807281,0.18470347484344654,0.29055405468752665
2,0.16095552170741642,0.19187881908518203,0.7893561023909632,0.7082271035224958,0.737892447547108,0.12470038700058048,0.14182035708649457,0.23790507039381228,0.29055405468752665
3,0.09408099431518122,0.11749424790659695,0.8298354065441099,0.7557025696277226,0.737892447547108,0.07830682098538998,0.10242403053324767,0.2509065039539559,0.29055405468752665
4,0.06512859894345838,0.08802868362436904,0.8477161333875047,0.7647896464868168,0.737892447547108,0.06008220567964619,0.08726439168521131,0.25578871350995613,0.29055405468752665
5,0.050510108391655255,0.07008942863936965,0.8581242371147477,0.7957293190096738,0.737892447547108,0.05028293043440318,0.06696283674646619,0.2752135662273719,0.29055405468752665
6,0.04204384211107349,0.058880450481430015,0.8667091796640434,0.8023909525458567,0.737892447547108,0.04483963918196962,0.059630103743964435,0.27188410399156676,0.29055405468752665
7,0.03703184485276963,0.05065845346725579,0.866990972009302,0.816271099022923,0.737892447547108,0.039978552444385716,0.05119198884777225,0.27931673762341847,0.29055405468752665
8,0.0326350460370593,0.04507611197888428,0.873108395221494,0.8218863791748127,0.737892447547108,0.037546436481690024,0.04779834580161055,0.2719465666839568,0.29055405468752665
9,0.029119550336337258,0.040143196068122874,0.8806112135674522,0.8302406831265672,0.737892447547108,0.03320704459821613,0.042687489915158576,0.28169118613616895,0.29055405468752665
10,0.027007628417184168,0.03691014153420502,0.8794122401311671,0.8355338362692741,0.737892447547108,0.03364634634868245,0.04056702623201442,0.28306897989007684,0.29055405468752665
11,0.024469760755169476,0.03390278140122586,0.8882222760216696,0.8383417022094372,0.737892447547108,0.03009288102261859,0.03842188816255362,0.2799148240160596,0.29055405468752665
12,0.022814572610436602,0.032658104646079086,0.885661690668092,0.8309859955385919,0.737892447547108,0.028366862596513897,0.0414091408991448,0.26916710784650116,0.29055405468752665
13,0.021192779579589552,0.03016218269600513,0.8918979606442959,0.8424010421602212,0.737892447547108,0.02688364579536937,0.035678046040994046,0.2850733230339929,0.29055405468752665
14,0.020259612220081876,0.028282919647634453,0.8917101795658351,0.8489523657182575,0.737892447547108,0.026529345883837596,0.03340680043102617,0.2829253582293548,0.29055405468752665
15,0.018534369264722714,0.02669524484650886,0.8938967050085065,0.847780794778676,0.737892447547108,0.02485949229484746,0.033755706987970986,0.28705960532568214,0.29055405468752665
16,0.017718969395133198,0.026039922385351032,0.8956985406208221,0.8507734859064813,0.737892447547108,0.024258418019398764,0.032683644466198036,0.28599287156077874,0.29055405468752665
17,0.016686372181519547,0.024568502493995302,0.8966485106824229,0.857350503882458,0.737892447547108,0.024458855009448752,0.030840002541626457,0.28570349823445756,0.29055405468752665
18,0.016168629393932668,0.02360460780402447,0.8982001850455469,0.8559033131475352,0.737892447547108,0.024307402717094983,0.029648183547807242,0.2882748507157119,0.29055405468752665
19,0.015324189677728828,0.022956299456827183,0.8974807525752049,0.8545118461599484,0.737892447547108,0.022808296035059964,0.03043689424750071,0.28058682448633465,0.29055405468752665
20,0.0145508237711504,0.022071039621183213,0.8991420786043155,0.8588713299604482,0.737892447547108,0.022203753284254946,0.028639613107659008,0.28522788363265783,0.29055405468752665
