checkpoint,opponent,latent_z,map,episode_index,cell_seed,episode_seed,success,blue_score,red_score,steps,return,zone_coverage,collision_free,win_margin,time_to_first_score,mean_inter_robot_dist,episode_start_phase,fixed_latent_id,outcome,collisions_per_episode,collision_events_per_episode,obstacle_collision_events_per_episode,blue_stuck_steps,red_stuck_steps,blue_blocked_movement_events,blue_obstacle_collision_events,blue_route_switches,blue_attack_upper_crossings,blue_attack_lower_crossings,blue_return_upper_crossings,blue_return_lower_crossings,blue_intercept_upper_crossings,blue_intercept_lower_crossings,blue_upper_lane_steps,blue_lower_lane_steps,blue_neutral_lane_steps,blue_movement_attempts,blue_successful_movement_steps,blue_repeated_blocked_movement_events,near_misses_per_episode,decision_steps,reward_total,reward_sparse_points,reward_offense,behavior_team_spread,behavior_num_attackers,behavior_num_defenders,behavior_num_go_to,behavior_carrier_escort_count,behavior_nearest_blue_to_carrier,behavior_nearest_blue_to_enemy_carrier,behavior_n_intercept_near_enemy_carrier,behavior_avg_blue_to_enemy_flag,behavior_avg_blue_to_own_flag,behavior_intercept_pressure,behavior_defense_pressure,behavior_attack_defense_ratio,coord_pairwise_head0_pearson_mean,coord_head0_team_agreement_rate,coord_full_action_team_agreement_rate,coord_trajectory_steps,strategy_switches,strategy_switch_rate,strategy_resamples,strategy_resample_rate,strategy_unique_count,strategy_entropy_mean,strategy_dominant,strategy_occupancy_0,strategy_occupancy_1,strategy_occupancy_2,strategy_occupancy_3,strategy_phase_blue_attack_occupancy_0,strategy_phase_blue_attack_occupancy_1,strategy_phase_blue_attack_occupancy_2,strategy_phase_blue_attack_occupancy_3,strategy_phase_neutral_occupancy_0,strategy_phase_neutral_occupancy_1,strategy_phase_neutral_occupancy_2,strategy_phase_neutral_occupancy_3,strategy_phase_blue_defense_occupancy_0,strategy_phase_blue_defense_occupancy_1,strategy_phase_blue_defense_occupancy_2,strategy_phase_blue_defense_occupancy_3,strategy_phase_both_flags_occupancy_0,strategy_phase_both_flags_occupancy_1,strategy_phase_both_flags_occupancy_2,strategy_phase_both_flags_occupancy_3
artifacts\v6i14_contract_specialists_50upd_cont\final_v6i14_contract_specialists_50upd_cont_2v2.zip,OP9,2,map_b_split_lane_v2,0,1142,1142,1,3,0,205,-9.108687735541025,0.5999999642372131,0,3,30.0,5.257169397865853,neutral,2,win,1,1,1,0,0,0,1,4,3,10,0,3,0,0,24,169,217,410,410,0,53,205,0.518663763999939,100.0,0.5,0.10150445622914447,1.048780487804878,0.23414634146341465,0.7024390243902439,0.15121951219512195,1.1008382267386811,1.5,0.0,0.2412385124781328,0.2861293874135831,0.8487608645020461,0.6495002810547992,0.7073170731707317,-0.0015424332208520382,0.3463414634146341,0.03414634146341464,205.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
artifacts\v6i14_contract_specialists_50upd_cont\final_v6i14_contract_specialists_50upd_cont_2v2.zip,OP9,2,map_b_split_lane_v2,1,1142,1143,1,3,0,131,-3.734369346027961,0.5199999809265137,0,3,58.0,5.384135704914122,neutral,2,win,1,1,5,0,0,0,5,3,6,1,3,0,0,0,89,16,157,262,262,0,45,131,0.5542060732841492,100.0,0.5,0.0862533931428467,1.1908396946564885,0.3893129770992366,0.40458015267175573,0.35877862595419846,0.8313093749621442,1.5,0.0,0.20788522004256493,0.2755716018492484,0.8571775405461551,0.7192061083917399,0.7022900763358778,-0.221394728032417,0.33587786259541985,0.04580152671755725,131.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
artifacts\v6i14_contract_specialists_50upd_cont\final_v6i14_contract_specialists_50upd_cont_2v2.zip,OP9,3,map_b_split_lane_v2,0,1142,1142,1,3,1,118,-3.0840090224228334,0.6800000071525574,1,2,29.0,5.195458880925583,neutral,3,win,0,0,2,0,0,0,0,2,1,3,0,3,0,2,15,96,125,236,236,0,30,118,0.5545687079429626,100.0,0.5,0.1027362505526487,0.8813559322033898,0.3050847457627119,0.8135593220338984,0.23728813559322035,0.8843070160029298,1.2477449601421418,0.3559322033898305,0.22247822130477782,0.24444658391303936,0.8743382828720545,0.7550436293674727,0.6440677966101694,-0.27753801330699385,0.4152542372881356,0.01694915254237288,118.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
artifacts\v6i14_contract_specialists_50upd_cont\final_v6i14_contract_specialists_50upd_cont_2v2.zip,OP9,3,map_b_split_lane_v2,1,1142,1143,1,3,2,97,-1.616716940276092,0.5600000023841858,1,1,34.0,5.718946948493879,neutral,3,win,0,0,3,0,0,0,0,2,0,2,2,1,4,0,57,43,94,194,194,0,28,97,0.5543601512908936,100.0,0.5,0.061520096932336225,1.0103092783505154,0.13402061855670103,0.8041237113402062,0.422680412371134,0.7937700317922941,0.8819852481720988,0.8969072164948454,0.20897360225736172,0.2104302272584635,0.8487272256428433,0.8453718940007318,0.7242268041237113,0.03509040859124883,0.422680412371134,0.020618556701030927,97.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
artifacts\v6i14_contract_specialists_50upd_cont\final_v6i14_contract_specialists_50upd_cont_2v2.zip,OP10,0,map_b,0,2042,2042,1,3,1,107,-1.8354921668942552,0.6399999856948853,1,2,33.0,5.63565890588493,neutral,0,win,0,0,6,0,0,0,0,2,1,3,0,3,0,3,5,74,135,214,214,0,25,107,0.5546489953994751,100.0,0.5,0.08837490537525894,1.1121495327102804,0.3925233644859813,0.4953271028037383,0.40186915887850466,0.7675819295484607,1.2190123569812172,0.308411214953271,0.19221734742973454,0.26832369405114764,0.8738823650039245,0.7657251241051148,0.6799065420560748,-0.0010307478396239598,0.48598130841121495,0.07476635514018691,107.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
artifacts\v6i14_contract_specialists_50upd_cont\final_v6i14_contract_specialists_50upd_cont_2v2.zip,OP10,0,map_b,1,2042,2043,1,3,0,121,-2.2670632713998202,0.6800000071525574,1,3,48.0,5.0164325808690595,neutral,0,win,0,0,2,0,0,0,0,5,3,3,1,2,0,0,27,50,165,242,242,0,68,121,0.5542134046554565,100.0,0.5,0.10269394042817029,1.165289256198347,0.2975206611570248,0.512396694214876,0.39669421487603307,0.7835077242848795,1.5,0.0,0.20676758361995712,0.2963036413435355,0.8495645789075489,0.6736824098697378,0.7231404958677686,0.4497006973511591,0.5041322314049587,0.04132231404958678,121.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,
artifacts\v6i14_contract_specialists_50upd_cont\final_v6i14_contract_specialists_50upd_cont_2v2.zip,OP10,1,map_b,0,2042,2042,1,3,0,323,-16.212962829245953,0.8399999737739563,1,3,33.0,6.233541671705689,neutral,1,win,0,0,26,0,0,0,2,8,4,15,0,3,0,0,40,214,392,646,646,0,61,323,0.5189229249954224,100.0,0.5,0.13295567674337433,1.0247678018575852,0.1609907120743034,0.8142414860681114,0.058823529411764705,1.1592488627038873,1.5,0.0,0.2753866805778615,0.3003748859691177,0.8252635029816406,0.6282352238616707,0.7159442724458205,-0.13380950912329684,0.4613003095975232,0.03715170278637771,323.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
artifacts\v6i14_contract_specialists_50upd_cont\final_v6i14_contract_specialists_50upd_cont_2v2.zip,OP10,1,map_b,1,2042,2043,1,3,0,210,-8.036409031570656,0.7199999690055847,0,3,113.0,6.094758533296131,neutral,1,win,2,2,4,0,0,0,0,8,5,7,2,1,0,0,50,91,279,420,420,0,82,210,0.5542894005775452,100.0,0.5,0.10801125137756268,1.0,0.22857142857142856,0.7428571428571429,0.22857142857142856,1.0115739708855038,1.5,0.0,0.2531075031807025,0.29761170164815015,0.8144237035796755,0.6767360150814057,0.7,-0.06277215659429365,0.38095238095238093,0.01904761904761905,210.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
artifacts\v6i14_contract_specialists_50upd_cont\final_v6i14_contract_specialists_50upd_cont_2v2.zip,OP10,2,map_b,0,2042,2042,1,3,2,127,-3.2075111589801963,0.6800000071525574,0,1,33.0,6.375453678641732,neutral,2,win,1,1,6,0,0,0,0,4,1,3,0,3,3,5,19,93,142,254,254,0,21,127,0.5543811321258545,100.0,0.5,0.0933301069253073,1.031496062992126,0.2440944881889764,0.7086614173228346,0.2755905511811024,0.9016278662286171,1.0281919999209446,0.47244094488188976,0.23221475768130362,0.26766038838568634,0.8368591952511645,0.7970278239625646,0.6988188976377953,0.1297040390475753,0.5748031496062992,0.11023622047244094,127.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
artifacts\v6i14_contract_specialists_50upd_cont\final_v6i14_contract_specialists_50upd_cont_2v2.zip,OP10,2,map_b,1,2042,2043,1,3,0,111,-2.2261922000034247,0.7599999904632568,1,3,42.0,5.722137176238738,neutral,2,win,0,0,2,0,0,0,0,5,3,3,2,1,0,0,41,33,148,222,222,0,34,111,0.5549355745315552,100.0,0.5,0.10323784663971211,0.9099099099099099,0.2972972972972973,0.7657657657657657,0.3783783783783784,0.7696005288712882,1.5,0.0,0.19392858846700406,0.31287435771108746,0.8630287373388136,0.6854449924048003,0.6599099099099099,0.04565433482545381,0.4594594594594595,0.0,111.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
artifacts\v6i14_contract_specialists_50upd_cont\final_v6i14_contract_specialists_50upd_cont_2v2.zip,OP10,3,map_b,0,2042,2042,1,3,1,98,-1.6332814043271355,0.7599999904632568,1,2,33.0,6.535852549027424,neutral,3,win,0,0,10,0,0,0,2,2,0,2,0,3,1,2,5,59,132,196,196,0,16,98,0.5541644096374512,100.0,0.5,0.1015840785634913,0.9693877551020408,0.24489795918367346,0.7857142857142857,0.25510204081632654,0.8304067198187113,1.193309748051118,0.2653061224489796,0.22648001523992542,0.26936583973619405,0.8536288999781316,0.7857450623901523,0.6811224489795918,0.1739878411434652,0.45918367346938777,0.04081632653061224,98.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
artifacts\v6i14_contract_specialists_50upd_cont\final_v6i14_contract_specialists_50upd_cont_2v2.zip,OP10,3,map_b,1,2042,2043,1,3,1,108,-1.7238433512102347,0.6800000071525574,1,2,38.0,5.778562192563657,neutral,3,win,0,0,7,0,0,0,2,3,2,2,0,3,0,2,12,62,142,216,216,0,34,108,0.5547440052032471,100.0,0.5,0.08725141343246731,1.037037037037037,0.25925925925925924,0.7037037037037037,0.48148148148148145,0.7803566957030583,1.253885782427258,0.14814814814814814,0.2111359348313676,0.2700028163725855,0.8476387196116977,0.7753129446948016,0.6944444444444444,0.4295129078959568,0.5092592592592593,0.009259259259259259,108.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
artifacts\v6i14_contract_specialists_50upd_cont\final_v6i14_contract_specialists_50upd_cont_2v2.zip,OP10,0,map_b_split_lane_v2,0,2142,2142,1,3,2,190,-8.185256760159973,0.6800000071525574,0,1,64.0,5.113229851973684,neutral,0,win,1,1,6,0,0,0,3,7,4,2,2,1,3,1,105,67,208,380,380,0,68,190,0.5541969537734985,100.0,0.5,0.07506266346103267,1.194736842105263,0.18947368421052632,0.5894736842105263,0.26842105263157895,1.1007223826489951,1.1879327502493795,0.4368421052631579,0.24196679627424791,0.24645638973697237,0.8000192090084678,0.749520039244702,0.7578947368421053,0.0777466065164896,0.45789473684210524,0.005263157894736842,190.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
artifacts\v6i14_contract_specialists_50upd_cont\final_v6i14_contract_specialists_50upd_cont_2v2.zip,OP10,0,map_b_split_lane_v2,1,2142,2143,1,3,1,120,-3.6495565824443474,0.4399999976158142,0,2,32.0,5.160447692871093,neutral,0,win,2,2,2,0,0,0,0,0,6,0,3,0,2,0,112,0,128,240,240,0,59,120,0.5540599822998047,100.0,0.5,0.05814332169635842,1.3166666666666667,0.375,0.30833333333333335,0.375,0.8837366584377985,1.2355113590757052,0.36666666666666664,0.21684314554246764,0.24958596710736553,0.8359652116894722,0.7396595105528831,0.7354166666666667,-0.0128994142637963,0.5083333333333333,0.075,120.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
artifacts\v6i14_contract_specialists_50upd_cont\final_v6i14_contract_specialists_50upd_cont_2v2.zip,OP10,1,map_b_split_lane_v2,0,2142,2142,1,3,1,131,-3.7476074752630666,0.6399999856948853,0,2,61.0,5.793221743052243,neutral,1,win,1,1,4,0,0,0,1,3,4,3,2,1,0,1,51,66,145,262,262,0,35,131,0.2450437992811203,0.0,0.0,0.1190966120743342,1.0,0.16030534351145037,0.816793893129771,0.1984732824427481,0.9203221984492004,1.2653840697221173,0.17557251908396945,0.2346373981305661,0.2697264045078791,0.8557759200343649,0.7520217759008626,0.7156488549618321,0.21929696202187118,0.4198473282442748,0.022900763358778626,131.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
artifacts\v6i14_contract_specialists_50upd_cont\final_v6i14_contract_specialists_50upd_cont_2v2.zip,OP10,1,map_b_split_lane_v2,1,2142,2143,1,3,1,105,-2.5745031002443284,0.5199999809265137,0,2,32.0,4.809819975353423,neutral,1,win,3,3,5,0,0,0,3,2,4,1,2,1,2,0,71,13,126,210,210,0,48,105,0.5542373657226562,100.0,0.5,0.07589862657977002,1.2571428571428571,0.4,0.34285714285714286,0.3142857142857143,0.8317774035036564,1.1977272675150916,0.41904761904761906,0.20818706069673812,0.24462287638868604,0.8614562006223769,0.733836893808274,0.7142857142857143,-0.1598009646595802,0.4,0.0380952380952381,105.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
artifacts\v6i14_contract_specialists_50upd_cont\final_v6i14_contract_specialists_50upd_cont_2v2.zip,OP10,2,map_b_split_lane_v2,0,2142,2142,1,3,1,142,-4.576699994533556,0.6800000071525574,1,2,33.0,5.095030448806118,neutral,2,win,0,0,5,0,0,0,2,3,1,6,0,3,0,3,23,112,149,284,284,0,51,142,0.5541563034057617,100.0,0.5,0.09390514755201801,0.7464788732394366,0.2887323943661972,0.9225352112676056,0.28169014084507044,0.9214031138837757,1.3193267112676526,0.22535211267605634,0.22981739063209422,0.27476996757929595,0.844458346635523,0.745548600881872,0.6214788732394366,-0.0074515214074310195,0.4507042253521127,0.08450704225352113,142.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
artifacts\v6i14_contract_specialists_50upd_cont\final_v6i14_contract_specialists_50upd_cont_2v2.zip,OP10,2,map_b_split_lane_v2,1,2142,2143,1,3,1,93,-0.46639197680633515,0.5199999809265137,1,2,32.0,5.826825541834677,neutral,2,win,0,0,9,0,0,0,4,1,3,1,3,0,3,0,83,14,89,186,186,0,18,93,0.5546054840087891,100.0,0.5,0.0939909439854404,0.8387096774193549,0.40860215053763443,0.7311827956989247,0.3010752688172043,0.7977648030125326,1.1663278740259908,0.3225806451612903,0.22211042503195425,0.24172176348586236,0.862889455210778,0.7607314804548858,0.6075268817204301,-0.22284273207447444,0.3333333333333333,0.0,93.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
