policy,map,requested_opponent,resolved_opponent,opponent,seed,blue_score,red_score,win,loss,draw,score_margin,wall_collisions,wall_collision_source,stuck_steps,stuck_source,repeated_blocked_movement,upper_lane_use,lower_lane_use,route_switches,route_source,episode_steps
candidate,map_a_open,OP8,OP8,OP8,7081,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,82
baseline,map_a_open,OP8,OP8,OP8,7082,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,81
candidate,map_a_open,OP8,OP8,OP8,7082,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,73
baseline,map_a_open,OP8,OP8,OP8,7083,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,12.0,episode_info,132
candidate,map_a_open,OP8,OP8,OP8,7083,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,89
baseline,map_a_open,OP8,OP8,OP8,7084,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,82
candidate,map_a_open,OP8,OP8,OP8,7084,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,87
baseline,map_a_open,OP8,OP8,OP8,7085,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,86
candidate,map_a_open,OP8,OP8,OP8,7085,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,93
baseline,map_a_open,OP8,OP8,OP8,7086,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,79
candidate,map_a_open,OP8,OP8,OP8,7086,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,83
baseline,map_a_open,OP8,OP8,OP8,7087,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,88
candidate,map_a_open,OP8,OP8,OP8,7087,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,73
baseline,map_a_open,OP8,OP8,OP8,7088,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,84
candidate,map_a_open,OP8,OP8,OP8,7088,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,89
baseline,map_a_open,OP8,OP8,OP8,7089,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,12.0,episode_info,102
candidate,map_a_open,OP8,OP8,OP8,7089,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,97
baseline,map_a_open,OP8,OP8,OP8,7090,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,81
candidate,map_a_open,OP8,OP8,OP8,7090,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,88
baseline,map_a_open,OP8,OP8,OP8,7091,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,88
candidate,map_a_open,OP8,OP8,OP8,7091,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,78
baseline,map_a_open,OP8,OP8,OP8,7092,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,83
candidate,map_a_open,OP8,OP8,OP8,7092,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,2.0,episode_info,74
baseline,map_a_open,OP8,OP8,OP8,7093,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,9.0,episode_info,97
candidate,map_a_open,OP8,OP8,OP8,7093,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,85
baseline,map_a_open,OP8,OP8,OP8,7094,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,82
candidate,map_a_open,OP8,OP8,OP8,7094,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,79
baseline,map_a_open,OP8,OP8,OP8,7095,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,86
candidate,map_a_open,OP8,OP8,OP8,7095,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,88
baseline,map_a_open,OP8,OP8,OP8,7096,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,15.0,episode_info,133
candidate,map_a_open,OP8,OP8,OP8,7096,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,9.0,episode_info,105
baseline,map_a_open,OP8,OP8,OP8,7097,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,86
candidate,map_a_open,OP8,OP8,OP8,7097,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,86
baseline,map_a_open,OP8,OP8,OP8,7098,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,9.0,episode_info,85
candidate,map_a_open,OP8,OP8,OP8,7098,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,78
baseline,map_a_open,OP8,OP8,OP8,7099,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,80
candidate,map_a_open,OP8,OP8,OP8,7099,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,77
baseline,map_a_open,OP9,OP9,OP9,7000,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,81
candidate,map_a_open,OP9,OP9,OP9,7000,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,90
baseline,map_a_open,OP9,OP9,OP9,7001,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,80
candidate,map_a_open,OP9,OP9,OP9,7001,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,81
baseline,map_a_open,OP9,OP9,OP9,7002,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,104
candidate,map_a_open,OP9,OP9,OP9,7002,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,93
baseline,map_a_open,OP9,OP9,OP9,7003,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,87
candidate,map_a_open,OP9,OP9,OP9,7003,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,81
baseline,map_a_open,OP9,OP9,OP9,7004,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,11.0,episode_info,97
candidate,map_a_open,OP9,OP9,OP9,7004,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,9.0,episode_info,91
baseline,map_a_open,OP9,OP9,OP9,7005,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,68
candidate,map_a_open,OP9,OP9,OP9,7005,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,83
baseline,map_a_open,OP9,OP9,OP9,7006,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,68
candidate,map_a_open,OP9,OP9,OP9,7006,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,66
baseline,map_a_open,OP9,OP9,OP9,7007,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,72
candidate,map_a_open,OP9,OP9,OP9,7007,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,78
baseline,map_a_open,OP9,OP9,OP9,7008,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,76
candidate,map_a_open,OP9,OP9,OP9,7008,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,93
baseline,map_a_open,OP9,OP9,OP9,7009,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,10.0,episode_info,75
candidate,map_a_open,OP9,OP9,OP9,7009,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,2.0,episode_info,67
baseline,map_a_open,OP9,OP9,OP9,7010,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,68
candidate,map_a_open,OP9,OP9,OP9,7010,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,77
baseline,map_a_open,OP9,OP9,OP9,7011,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,10.0,episode_info,90
candidate,map_a_open,OP9,OP9,OP9,7011,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,9.0,episode_info,79
baseline,map_a_open,OP9,OP9,OP9,7012,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,78
candidate,map_a_open,OP9,OP9,OP9,7012,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,10.0,episode_info,78
baseline,map_a_open,OP9,OP9,OP9,7013,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,79
candidate,map_a_open,OP9,OP9,OP9,7013,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,74
baseline,map_a_open,OP9,OP9,OP9,7014,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,77
candidate,map_a_open,OP9,OP9,OP9,7014,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,74
baseline,map_a_open,OP9,OP9,OP9,7015,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,87
candidate,map_a_open,OP9,OP9,OP9,7015,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,69
baseline,map_a_open,OP9,OP9,OP9,7016,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,80
candidate,map_a_open,OP9,OP9,OP9,7016,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,91
baseline,map_a_open,OP9,OP9,OP9,7017,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,69
candidate,map_a_open,OP9,OP9,OP9,7017,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,78
baseline,map_a_open,OP9,OP9,OP9,7018,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,76
candidate,map_a_open,OP9,OP9,OP9,7018,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,68
baseline,map_a_open,OP9,OP9,OP9,7019,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,71
candidate,map_a_open,OP9,OP9,OP9,7019,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,67
baseline,map_a_open,OP9,OP9,OP9,7020,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,97
candidate,map_a_open,OP9,OP9,OP9,7020,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,78
baseline,map_a_open,OP9,OP9,OP9,7021,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,86
candidate,map_a_open,OP9,OP9,OP9,7021,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,83
baseline,map_a_open,OP9,OP9,OP9,7022,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,73
candidate,map_a_open,OP9,OP9,OP9,7022,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,72
baseline,map_a_open,OP9,OP9,OP9,7023,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,73
candidate,map_a_open,OP9,OP9,OP9,7023,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,66
baseline,map_a_open,OP9,OP9,OP9,7024,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,90
candidate,map_a_open,OP9,OP9,OP9,7024,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,73
baseline,map_a_open,OP9,OP9,OP9,7025,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,9.0,episode_info,100
candidate,map_a_open,OP9,OP9,OP9,7025,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,81
baseline,map_a_open,OP9,OP9,OP9,7026,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,2.0,episode_info,67
candidate,map_a_open,OP9,OP9,OP9,7026,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,9.0,episode_info,106
baseline,map_a_open,OP9,OP9,OP9,7027,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,67
candidate,map_a_open,OP9,OP9,OP9,7027,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,70
baseline,map_a_open,OP9,OP9,OP9,7028,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,73
candidate,map_a_open,OP9,OP9,OP9,7028,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,74
baseline,map_a_open,OP9,OP9,OP9,7029,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,76
candidate,map_a_open,OP9,OP9,OP9,7029,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,103
baseline,map_a_open,OP9,OP9,OP9,7030,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,68
candidate,map_a_open,OP9,OP9,OP9,7030,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,69
baseline,map_a_open,OP9,OP9,OP9,7031,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,79
candidate,map_a_open,OP9,OP9,OP9,7031,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,69
baseline,map_a_open,OP9,OP9,OP9,7032,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,66
candidate,map_a_open,OP9,OP9,OP9,7032,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,74
baseline,map_a_open,OP9,OP9,OP9,7033,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,74
candidate,map_a_open,OP9,OP9,OP9,7033,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,91
baseline,map_a_open,OP9,OP9,OP9,7034,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,96
candidate,map_a_open,OP9,OP9,OP9,7034,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,14.0,episode_info,127
baseline,map_a_open,OP9,OP9,OP9,7035,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,67
candidate,map_a_open,OP9,OP9,OP9,7035,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,64
baseline,map_a_open,OP9,OP9,OP9,7036,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,107
candidate,map_a_open,OP9,OP9,OP9,7036,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,79
baseline,map_a_open,OP9,OP9,OP9,7037,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,68
candidate,map_a_open,OP9,OP9,OP9,7037,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,84
baseline,map_a_open,OP9,OP9,OP9,7038,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,80
candidate,map_a_open,OP9,OP9,OP9,7038,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,88
baseline,map_a_open,OP9,OP9,OP9,7039,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,88
candidate,map_a_open,OP9,OP9,OP9,7039,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,10.0,episode_info,92
baseline,map_a_open,OP9,OP9,OP9,7040,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,10.0,episode_info,78
candidate,map_a_open,OP9,OP9,OP9,7040,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,73
baseline,map_a_open,OP9,OP9,OP9,7041,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,75
candidate,map_a_open,OP9,OP9,OP9,7041,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,88
baseline,map_a_open,OP9,OP9,OP9,7042,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,80
candidate,map_a_open,OP9,OP9,OP9,7042,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,72
baseline,map_a_open,OP9,OP9,OP9,7043,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,75
candidate,map_a_open,OP9,OP9,OP9,7043,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,9.0,episode_info,101
baseline,map_a_open,OP9,OP9,OP9,7044,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,80
candidate,map_a_open,OP9,OP9,OP9,7044,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,87
baseline,map_a_open,OP9,OP9,OP9,7045,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,10.0,episode_info,108
candidate,map_a_open,OP9,OP9,OP9,7045,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,9.0,episode_info,83
baseline,map_a_open,OP9,OP9,OP9,7046,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,93
candidate,map_a_open,OP9,OP9,OP9,7046,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,70
baseline,map_a_open,OP9,OP9,OP9,7047,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,9.0,episode_info,99
candidate,map_a_open,OP9,OP9,OP9,7047,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,74
baseline,map_a_open,OP9,OP9,OP9,7048,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,71
candidate,map_a_open,OP9,OP9,OP9,7048,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,98
baseline,map_a_open,OP9,OP9,OP9,7049,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,83
candidate,map_a_open,OP9,OP9,OP9,7049,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,74
baseline,map_a_open,OP9,OP9,OP9,7050,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,75
candidate,map_a_open,OP9,OP9,OP9,7050,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,75
baseline,map_a_open,OP9,OP9,OP9,7051,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,2.0,episode_info,67
candidate,map_a_open,OP9,OP9,OP9,7051,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,2.0,episode_info,72
baseline,map_a_open,OP9,OP9,OP9,7052,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,73
candidate,map_a_open,OP9,OP9,OP9,7052,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,101
baseline,map_a_open,OP9,OP9,OP9,7053,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,78
candidate,map_a_open,OP9,OP9,OP9,7053,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,77
baseline,map_a_open,OP9,OP9,OP9,7054,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,87
candidate,map_a_open,OP9,OP9,OP9,7054,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,68
baseline,map_a_open,OP9,OP9,OP9,7055,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,73
candidate,map_a_open,OP9,OP9,OP9,7055,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,13.0,episode_info,102
baseline,map_a_open,OP9,OP9,OP9,7056,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,82
candidate,map_a_open,OP9,OP9,OP9,7056,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,77
baseline,map_a_open,OP9,OP9,OP9,7057,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,71
candidate,map_a_open,OP9,OP9,OP9,7057,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,73
baseline,map_a_open,OP9,OP9,OP9,7058,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,87
candidate,map_a_open,OP9,OP9,OP9,7058,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,70
baseline,map_a_open,OP9,OP9,OP9,7059,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,84
candidate,map_a_open,OP9,OP9,OP9,7059,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,68
baseline,map_a_open,OP9,OP9,OP9,7060,2.0,3.0,0,1,0,-1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,12.0,episode_info,115
candidate,map_a_open,OP9,OP9,OP9,7060,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,94
baseline,map_a_open,OP9,OP9,OP9,7061,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,2.0,episode_info,71
candidate,map_a_open,OP9,OP9,OP9,7061,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,2.0,episode_info,68
baseline,map_a_open,OP9,OP9,OP9,7062,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,78
candidate,map_a_open,OP9,OP9,OP9,7062,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,80
baseline,map_a_open,OP9,OP9,OP9,7063,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,76
candidate,map_a_open,OP9,OP9,OP9,7063,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,71
baseline,map_a_open,OP9,OP9,OP9,7064,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,71
candidate,map_a_open,OP9,OP9,OP9,7064,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,77
baseline,map_a_open,OP9,OP9,OP9,7065,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,82
candidate,map_a_open,OP9,OP9,OP9,7065,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,69
