policy,map,requested_opponent,resolved_opponent,opponent,seed,blue_score,red_score,win,loss,draw,score_margin,wall_collisions,wall_collision_source,stuck_steps,stuck_source,repeated_blocked_movement,upper_lane_use,lower_lane_use,route_switches,route_source,episode_steps
candidate,map_a_open,OP10,OP10,OP10,7050,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,84
baseline,map_a_open,OP10,OP10,OP10,7051,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,66
candidate,map_a_open,OP10,OP10,OP10,7051,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,67
baseline,map_a_open,OP10,OP10,OP10,7052,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,87
candidate,map_a_open,OP10,OP10,OP10,7052,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,70
baseline,map_a_open,OP10,OP10,OP10,7053,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,72
candidate,map_a_open,OP10,OP10,OP10,7053,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,73
baseline,map_a_open,OP10,OP10,OP10,7054,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,11.0,episode_info,93
candidate,map_a_open,OP10,OP10,OP10,7054,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,72
baseline,map_a_open,OP10,OP10,OP10,7055,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,85
candidate,map_a_open,OP10,OP10,OP10,7055,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,83
baseline,map_a_open,OP10,OP10,OP10,7056,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,78
candidate,map_a_open,OP10,OP10,OP10,7056,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,72
baseline,map_a_open,OP10,OP10,OP10,7057,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,9.0,episode_info,83
candidate,map_a_open,OP10,OP10,OP10,7057,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,71
baseline,map_a_open,OP10,OP10,OP10,7058,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,77
candidate,map_a_open,OP10,OP10,OP10,7058,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,65
baseline,map_a_open,OP10,OP10,OP10,7059,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,77
candidate,map_a_open,OP10,OP10,OP10,7059,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,78
baseline,map_a_open,OP10,OP10,OP10,7060,2.0,3.0,0,1,0,-1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,108
candidate,map_a_open,OP10,OP10,OP10,7060,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,91
baseline,map_a_open,OP10,OP10,OP10,7061,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,85
candidate,map_a_open,OP10,OP10,OP10,7061,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,73
baseline,map_a_open,OP10,OP10,OP10,7062,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,80
candidate,map_a_open,OP10,OP10,OP10,7062,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,74
baseline,map_a_open,OP10,OP10,OP10,7063,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,74
candidate,map_a_open,OP10,OP10,OP10,7063,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,2.0,episode_info,66
baseline,map_a_open,OP10,OP10,OP10,7064,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,82
candidate,map_a_open,OP10,OP10,OP10,7064,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,70
baseline,map_a_open,OP10,OP10,OP10,7065,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,71
candidate,map_a_open,OP10,OP10,OP10,7065,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,98
baseline,map_a_open,OP10,OP10,OP10,7066,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,81
candidate,map_a_open,OP10,OP10,OP10,7066,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,79
baseline,map_a_open,OP10,OP10,OP10,7067,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,85
candidate,map_a_open,OP10,OP10,OP10,7067,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,80
baseline,map_a_open,OP10,OP10,OP10,7068,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,86
candidate,map_a_open,OP10,OP10,OP10,7068,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,79
baseline,map_a_open,OP10,OP10,OP10,7069,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,77
candidate,map_a_open,OP10,OP10,OP10,7069,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,80
baseline,map_a_open,OP10,OP10,OP10,7070,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,11.0,episode_info,100
candidate,map_a_open,OP10,OP10,OP10,7070,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,9.0,episode_info,87
baseline,map_a_open,OP10,OP10,OP10,7071,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,81
candidate,map_a_open,OP10,OP10,OP10,7071,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,87
baseline,map_a_open,OP10,OP10,OP10,7072,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,85
candidate,map_a_open,OP10,OP10,OP10,7072,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,10.0,episode_info,83
baseline,map_a_open,OP10,OP10,OP10,7073,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,94
candidate,map_a_open,OP10,OP10,OP10,7073,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,77
baseline,map_a_open,OP10,OP10,OP10,7074,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,77
candidate,map_a_open,OP10,OP10,OP10,7074,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,71
baseline,map_a_open,OP10,OP10,OP10,7075,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,80
candidate,map_a_open,OP10,OP10,OP10,7075,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,94
baseline,map_a_open,OP10,OP10,OP10,7076,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,79
candidate,map_a_open,OP10,OP10,OP10,7076,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,2.0,episode_info,75
baseline,map_a_open,OP10,OP10,OP10,7077,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,76
candidate,map_a_open,OP10,OP10,OP10,7077,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,73
baseline,map_a_open,OP10,OP10,OP10,7078,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,72
candidate,map_a_open,OP10,OP10,OP10,7078,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,75
baseline,map_a_open,OP10,OP10,OP10,7079,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,68
candidate,map_a_open,OP10,OP10,OP10,7079,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,72
baseline,map_a_open,OP10,OP10,OP10,7080,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,81
candidate,map_a_open,OP10,OP10,OP10,7080,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,75
baseline,map_a_open,OP10,OP10,OP10,7081,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,1.0,episode_info,71
candidate,map_a_open,OP10,OP10,OP10,7081,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,76
baseline,map_a_open,OP10,OP10,OP10,7082,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,88
candidate,map_a_open,OP10,OP10,OP10,7082,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,83
baseline,map_a_open,OP10,OP10,OP10,7083,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,77
candidate,map_a_open,OP10,OP10,OP10,7083,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,83
baseline,map_a_open,OP10,OP10,OP10,7084,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,83
candidate,map_a_open,OP10,OP10,OP10,7084,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,85
baseline,map_a_open,OP10,OP10,OP10,7085,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,63
candidate,map_a_open,OP10,OP10,OP10,7085,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,85
baseline,map_a_open,OP10,OP10,OP10,7086,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,71
candidate,map_a_open,OP10,OP10,OP10,7086,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,84
baseline,map_a_open,OP10,OP10,OP10,7087,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,75
candidate,map_a_open,OP10,OP10,OP10,7087,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,103
baseline,map_a_open,OP10,OP10,OP10,7088,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,100
candidate,map_a_open,OP10,OP10,OP10,7088,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,74
baseline,map_a_open,OP10,OP10,OP10,7089,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,73
candidate,map_a_open,OP10,OP10,OP10,7089,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,74
baseline,map_a_open,OP10,OP10,OP10,7090,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,73
candidate,map_a_open,OP10,OP10,OP10,7090,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,70
baseline,map_a_open,OP10,OP10,OP10,7091,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,92
candidate,map_a_open,OP10,OP10,OP10,7091,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,81
baseline,map_a_open,OP10,OP10,OP10,7092,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,76
candidate,map_a_open,OP10,OP10,OP10,7092,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,86
baseline,map_a_open,OP10,OP10,OP10,7093,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,72
candidate,map_a_open,OP10,OP10,OP10,7093,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,69
baseline,map_a_open,OP10,OP10,OP10,7094,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,74
candidate,map_a_open,OP10,OP10,OP10,7094,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,66
baseline,map_a_open,OP10,OP10,OP10,7095,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,9.0,episode_info,91
candidate,map_a_open,OP10,OP10,OP10,7095,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,73
baseline,map_a_open,OP10,OP10,OP10,7096,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,93
candidate,map_a_open,OP10,OP10,OP10,7096,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,2.0,episode_info,76
baseline,map_a_open,OP10,OP10,OP10,7097,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,76
candidate,map_a_open,OP10,OP10,OP10,7097,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,69
baseline,map_a_open,OP10,OP10,OP10,7098,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,77
candidate,map_a_open,OP10,OP10,OP10,7098,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,97
baseline,map_a_open,OP10,OP10,OP10,7099,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,82
candidate,map_a_open,OP10,OP10,OP10,7099,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,83
baseline,map_b_split_lane,OP8,OP8,OP8,7000,2.0,3.0,0,1,0,-1.0,,unavailable,5.0,position_proxy,2.0,7.0,7.0,6.0,episode_info,146
candidate,map_b_split_lane,OP8,OP8,OP8,7000,3.0,2.0,1,0,0,1.0,,unavailable,1.0,position_proxy,1.0,7.0,3.0,4.0,episode_info,107
baseline,map_b_split_lane,OP8,OP8,OP8,7001,3.0,1.0,1,0,0,2.0,,unavailable,1.0,position_proxy,1.0,1.0,12.0,2.0,episode_info,111
candidate,map_b_split_lane,OP8,OP8,OP8,7001,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,7.0,5.0,5.0,episode_info,108
baseline,map_b_split_lane,OP8,OP8,OP8,7002,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,1.0,11.0,1.0,episode_info,103
candidate,map_b_split_lane,OP8,OP8,OP8,7002,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,1.0,10.0,1.0,episode_info,106
baseline,map_b_split_lane,OP8,OP8,OP8,7003,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,8.0,4.0,4.0,episode_info,113
candidate,map_b_split_lane,OP8,OP8,OP8,7003,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,1.0,8.0,2.0,episode_info,103
baseline,map_b_split_lane,OP8,OP8,OP8,7004,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,22.0,0.0,episode_info,195
candidate,map_b_split_lane,OP8,OP8,OP8,7004,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,10.0,0.0,episode_info,97
baseline,map_b_split_lane,OP8,OP8,OP8,7005,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,3.0,6.0,4.0,episode_info,112
candidate,map_b_split_lane,OP8,OP8,OP8,7005,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,2.0,10.0,3.0,episode_info,95
baseline,map_b_split_lane,OP8,OP8,OP8,7006,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,5.0,7.0,3.0,episode_info,108
candidate,map_b_split_lane,OP8,OP8,OP8,7006,3.0,2.0,1,0,0,1.0,,unavailable,1.0,position_proxy,1.0,11.0,6.0,3.0,episode_info,179
baseline,map_b_split_lane,OP8,OP8,OP8,7007,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,10.0,0.0,episode_info,96
candidate,map_b_split_lane,OP8,OP8,OP8,7007,3.0,0.0,1,0,0,3.0,,unavailable,6.0,position_proxy,1.0,1.0,10.0,2.0,episode_info,128
baseline,map_b_split_lane,OP8,OP8,OP8,7008,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,3.0,8.0,5.0,episode_info,133
candidate,map_b_split_lane,OP8,OP8,OP8,7008,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,1.0,11.0,1.0,episode_info,112
baseline,map_b_split_lane,OP8,OP8,OP8,7009,2.0,3.0,0,1,0,-1.0,,unavailable,0.0,position_proxy,0.0,9.0,1.0,2.0,episode_info,122
candidate,map_b_split_lane,OP8,OP8,OP8,7009,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,3.0,5.0,3.0,episode_info,107
baseline,map_b_split_lane,OP8,OP8,OP8,7010,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,3.0,11.0,3.0,episode_info,125
candidate,map_b_split_lane,OP8,OP8,OP8,7010,3.0,0.0,1,0,0,3.0,,unavailable,7.0,position_proxy,2.0,2.0,4.0,3.0,episode_info,96
baseline,map_b_split_lane,OP8,OP8,OP8,7011,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,8.0,4.0,3.0,episode_info,117
candidate,map_b_split_lane,OP8,OP8,OP8,7011,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,4.0,4.0,3.0,episode_info,105
baseline,map_b_split_lane,OP8,OP8,OP8,7012,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,4.0,8.0,2.0,episode_info,102
candidate,map_b_split_lane,OP8,OP8,OP8,7012,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,9.0,3.0,3.0,episode_info,121
baseline,map_b_split_lane,OP8,OP8,OP8,7013,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,11.0,0.0,episode_info,95
candidate,map_b_split_lane,OP8,OP8,OP8,7013,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,1.0,10.0,1.0,episode_info,108
baseline,map_b_split_lane,OP8,OP8,OP8,7014,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,7.0,3.0,5.0,episode_info,107
candidate,map_b_split_lane,OP8,OP8,OP8,7014,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,5.0,5.0,2.0,episode_info,109
baseline,map_b_split_lane,OP8,OP8,OP8,7015,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,2.0,10.0,3.0,episode_info,110
candidate,map_b_split_lane,OP8,OP8,OP8,7015,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,1.0,11.0,1.0,episode_info,127
baseline,map_b_split_lane,OP8,OP8,OP8,7016,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,2.0,8.0,3.0,episode_info,106
candidate,map_b_split_lane,OP8,OP8,OP8,7016,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,7.0,5.0,5.0,episode_info,140
baseline,map_b_split_lane,OP8,OP8,OP8,7017,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,1.0,9.0,2.0,episode_info,126
candidate,map_b_split_lane,OP8,OP8,OP8,7017,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,2.0,16.0,4.0,episode_info,164
baseline,map_b_split_lane,OP8,OP8,OP8,7018,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,1.0,11.0,2.0,episode_info,111
candidate,map_b_split_lane,OP8,OP8,OP8,7018,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,1.0,11.0,2.0,episode_info,114
baseline,map_b_split_lane,OP8,OP8,OP8,7019,2.0,3.0,0,1,0,-1.0,,unavailable,0.0,position_proxy,0.0,0.0,12.0,0.0,episode_info,118
candidate,map_b_split_lane,OP8,OP8,OP8,7019,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,1.0,11.0,1.0,episode_info,117
baseline,map_b_split_lane,OP8,OP8,OP8,7020,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,4.0,8.0,3.0,episode_info,112
candidate,map_b_split_lane,OP8,OP8,OP8,7020,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,9.0,3.0,3.0,episode_info,101
baseline,map_b_split_lane,OP8,OP8,OP8,7021,3.0,2.0,1,0,0,1.0,,unavailable,2.0,position_proxy,1.0,1.0,11.0,1.0,episode_info,102
candidate,map_b_split_lane,OP8,OP8,OP8,7021,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,1.0,11.0,1.0,episode_info,92
baseline,map_b_split_lane,OP8,OP8,OP8,7022,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,1.0,17.0,1.0,episode_info,155
candidate,map_b_split_lane,OP8,OP8,OP8,7022,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,2.0,6.0,3.0,episode_info,103
baseline,map_b_split_lane,OP8,OP8,OP8,7023,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,2.0,7.0,2.0,episode_info,105
candidate,map_b_split_lane,OP8,OP8,OP8,7023,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,1.0,9.0,1.0,episode_info,105
baseline,map_b_split_lane,OP8,OP8,OP8,7024,2.0,3.0,0,1,0,-1.0,,unavailable,0.0,position_proxy,0.0,4.0,4.0,3.0,episode_info,103
candidate,map_b_split_lane,OP8,OP8,OP8,7024,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,2.0,8.0,1.0,episode_info,93
baseline,map_b_split_lane,OP8,OP8,OP8,7025,3.0,2.0,1,0,0,1.0,,unavailable,4.0,position_proxy,1.0,2.0,9.0,2.0,episode_info,110
candidate,map_b_split_lane,OP8,OP8,OP8,7025,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,6.0,6.0,3.0,episode_info,112
baseline,map_b_split_lane,OP8,OP8,OP8,7026,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,2.0,6.0,2.0,episode_info,107
candidate,map_b_split_lane,OP8,OP8,OP8,7026,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,3.0,9.0,2.0,episode_info,130
baseline,map_b_split_lane,OP8,OP8,OP8,7027,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,1.0,7.0,2.0,episode_info,106
candidate,map_b_split_lane,OP8,OP8,OP8,7027,2.0,3.0,0,1,0,-1.0,,unavailable,1.0,position_proxy,1.0,1.0,10.0,1.0,episode_info,118
baseline,map_b_split_lane,OP8,OP8,OP8,7028,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,2.0,10.0,1.0,episode_info,108
candidate,map_b_split_lane,OP8,OP8,OP8,7028,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,2.0,8.0,3.0,episode_info,108
baseline,map_b_split_lane,OP8,OP8,OP8,7029,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,5.0,7.0,4.0,episode_info,123
candidate,map_b_split_lane,OP8,OP8,OP8,7029,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,7.0,5.0,5.0,episode_info,120
baseline,map_b_split_lane,OP8,OP8,OP8,7030,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,5.0,7.0,4.0,episode_info,120
candidate,map_b_split_lane,OP8,OP8,OP8,7030,3.0,1.0,1,0,0,2.0,,unavailable,1.0,position_proxy,1.0,4.0,7.0,2.0,episode_info,99
baseline,map_b_split_lane,OP8,OP8,OP8,7031,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,1.0,13.0,2.0,episode_info,113
candidate,map_b_split_lane,OP8,OP8,OP8,7031,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,1.0,11.0,2.0,episode_info,106
baseline,map_b_split_lane,OP8,OP8,OP8,7032,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,5.0,6.0,6.0,episode_info,115
candidate,map_b_split_lane,OP8,OP8,OP8,7032,3.0,2.0,1,0,0,1.0,,unavailable,1.0,position_proxy,1.0,1.0,13.0,1.0,episode_info,123
baseline,map_b_split_lane,OP8,OP8,OP8,7033,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,7.0,7.0,4.0,episode_info,130
