episode_id,run_id,run_pid,timesteps,policy_update,rollout_step,latent_z,curriculum_phase,mode,map_set,map_layout,map_vertical_mirror,opponent,opponent_id,success,blue_score,red_score,win_margin,decision_steps,zone_coverage,collision_free_episode,collision_events_per_episode,obstacle_collision_events_per_episode,near_misses_per_episode,blue_route_upper_crossings,blue_route_lower_crossings,red_route_upper_crossings,red_route_lower_crossings,blue_attack_upper_crossings,blue_attack_lower_crossings,blue_return_upper_crossings,blue_return_lower_crossings,blue_intercept_upper_crossings,blue_intercept_lower_crossings,red_attack_upper_crossings,red_attack_lower_crossings,red_return_upper_crossings,red_return_lower_crossings,red_intercept_upper_crossings,red_intercept_lower_crossings,time_to_first_score,mean_inter_robot_dist,reward_terminal,reward_offense,reward_pbrs,reward_team,reward_sparse,reward_sparse_points,reward_failure,reward_total
72,16928-1783144286402717700,16928,1058276,25,121,1,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP9,8,1,3,0,3,101,0.7199999690055847,1,0,4,22,2,9,2,10,2,4,0,3,0,0,1,2,0,0,0,6,33.0,5.9883972772277225,1.0,0.5,0.008218422532081604,0.0,1.0,100.0,0.0,0.5549553632736206
73,16928-1783144286402717700,16928,1058448,25,164,1,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP9,8,1,3,0,3,143,0.6399999856948853,1,0,3,43,1,17,0,18,1,8,0,3,0,0,0,4,0,0,0,10,39.0,5.382825304578234,1.0,0.5,-0.007514730095863342,0.0,1.0,100.0,-0.20000000298023224,0.5186785459518433
74,16928-1783144286402717700,16928,1058480,25,172,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,1,2,135,0.7999999523162842,1,0,6,34,4,13,3,7,2,5,1,2,0,2,0,2,0,1,2,4,75.0,6.137723795572916,1.0,0.5,-0.005544945597648621,0.0,1.0,100.0,0.0,0.5543596744537354
75,16928-1783144286402717700,16928,1058508,25,179,1,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,0,3,149,0.5999999642372131,1,0,5,41,2,13,0,10,2,6,0,3,0,0,0,1,0,0,0,8,54.0,5.161254473180579,1.0,0.5,-0.005265370011329651,0.0,1.0,100.0,0.0,0.5543718338012695
76,16928-1783144286402717700,16928,1058852,26,9,2,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,0,3,144,0.6800000071525574,0,1,7,42,1,13,4,8,1,6,0,3,0,0,3,0,0,0,0,6,35.0,6.240082210964626,1.0,0.5,-0.007392421364784241,0.0,1.0,100.0,0.0,0.5542797446250916
77,16928-1783144286402717700,16928,1059264,26,112,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,2,1,196,0.7599999904632568,1,0,9,35,13,9,7,9,6,1,1,2,2,3,1,3,1,1,3,4,42.0,6.45867919921875,1.0,0.5,-0.002463698387145996,0.0,1.0,100.0,0.0,0.5544930696487427
78,16928-1783144286402717700,16928,1059432,26,154,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,0,3,246,0.7599999904632568,0,1,9,66,2,27,2,12,1,14,1,2,0,0,1,4,0,0,1,7,192.0,6.016229893133892,1.0,0.5,-0.004574999213218689,0.0,1.0,100.0,0.0,0.5544017553329468
79,16928-1783144286402717700,16928,1059652,26,209,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,0,3,97,0.5999999642372131,1,0,9,26,4,5,5,3,2,3,1,2,0,0,1,0,0,0,4,2,40.0,6.053974584205863,1.0,0.5,-0.009867578744888306,0.0,1.0,100.0,-0.20000000298023224,0.5185710787773132
80,16928-1783144286402717700,16928,1059788,26,243,2,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,2,1,320,0.8799999952316284,0,3,15,110,7,33,0,24,2,12,0,3,4,4,0,7,0,2,0,9,134.0,5.509933090209961,1.0,0.5,-0.009649991989135742,0.0,1.0,100.0,0.0,0.5541819930076599
81,16928-1783144286402717700,16928,1059932,27,23,3,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP10,9,1,3,0,3,125,0.4399999976158142,0,1,4,66,0,13,0,10,0,7,0,3,0,0,0,2,0,0,0,5,56.0,4.96224609375,1.0,0.5,-0.00898030400276184,0.0,1.0,100.0,0.0,0.5542110204696655
82,16928-1783144286402717700,16928,1060088,27,62,1,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,1,2,109,0.7199999690055847,0,2,11,37,5,7,6,1,1,4,1,2,1,0,1,0,1,0,3,1,33.0,5.8952395937858375,1.0,0.5,-0.0029149800539016724,0.0,1.0,100.0,-0.20000000298023224,0.5188886523246765
83,16928-1783144286402717700,16928,1060268,27,107,3,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP10,9,1,3,2,1,354,0.8399999737739563,0,1,20,75,5,33,7,6,4,13,0,3,0,2,4,1,1,1,0,4,290.0,6.869507525600283,1.0,0.5,-0.007133603096008301,0.0,1.0,100.0,0.0,0.5542909502983093
84,16928-1783144286402717700,16928,1060444,27,151,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,0,3,164,0.7199999690055847,1,0,4,30,9,9,7,4,5,4,2,1,0,0,0,1,0,0,6,2,94.0,6.657839891387195,1.0,0.5,-0.006305485963821411,0.0,1.0,100.0,0.0,0.5543267726898193
85,16928-1783144286402717700,16928,1060672,27,208,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,2,1,101,0.4399999976158142,1,0,3,20,0,12,2,4,0,3,0,3,0,4,1,0,1,1,0,3,34.0,6.12540609529703,1.0,0.5,-0.009914815425872803,0.0,1.0,100.0,-0.20000000298023224,0.5185688734054565
86,16928-1783144286402717700,16928,1060800,27,240,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,1,2,89,0.5999999642372131,1,0,0,42,3,5,1,11,2,0,0,3,1,1,0,1,0,1,1,6,30.0,5.695166084203827,1.0,0.5,-0.00684492290019989,0.0,1.0,100.0,-0.20000000298023224,0.5187091827392578
87,16928-1783144286402717700,16928,1060920,28,14,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,0,3,247,0.7599999904632568,0,2,8,75,8,17,0,6,7,6,0,3,0,0,0,2,0,0,0,2,189.0,6.4793958162006575,1.0,0.5,-0.009268596768379211,0.0,1.0,100.0,-0.20000000298023224,0.5185984373092651
88,16928-1783144286402717700,16928,1061204,28,85,1,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,1,2,101,0.7599999904632568,0,1,3,30,2,8,2,8,1,2,0,3,1,1,1,0,0,1,0,7,36.0,6.752926061649133,1.0,0.5,-0.008343890309333801,0.0,1.0,100.0,0.0,0.5542385578155518
89,16928-1783144286402717700,16928,1061620,28,189,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,0,3,104,0.6800000071525574,1,0,3,33,4,6,3,8,3,0,0,3,0,3,2,0,0,1,0,5,37.0,5.59116950401893,1.0,0.5,-0.004725635051727295,0.014999999664723873,1.0,100.0,-0.20000000298023224,0.5194907784461975
90,16928-1783144286402717700,16928,1061660,28,199,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,0,3,393,0.8799999952316284,0,3,23,100,12,32,2,26,7,15,0,3,0,0,1,8,0,0,0,11,131.0,6.160133885973282,1.0,0.5,-0.004065528512001038,0.0,1.0,100.0,0.0,0.5544238090515137
91,16928-1783144286402717700,16928,1061732,28,217,1,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP10,9,1,3,0,3,203,0.5999999642372131,1,0,7,66,1,19,1,19,1,9,0,3,0,0,1,4,0,0,0,10,53.0,5.37724236549415,1.0,0.5,0.004044830799102783,0.0,1.0,100.0,0.0,0.5547747611999512
92,16928-1783144286402717700,16928,1062044,29,39,1,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP9,8,1,3,0,3,343,0.8799999952316284,0,3,6,71,5,29,0,24,4,13,0,3,0,0,0,7,0,0,0,10,49.0,6.568658322704081,1.0,0.5,-0.008468344807624817,0.0,1.0,100.0,0.0,0.554233193397522
93,16928-1783144286402717700,16928,1062164,29,69,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,1,2,108,0.5999999642372131,0,2,7,73,1,11,1,14,1,3,0,3,0,2,0,3,1,0,0,7,35.0,4.930678191008391,1.0,0.5,-0.010292857885360718,0.0,1.0,100.0,0.0,0.5541541576385498
94,16928-1783144286402717700,16928,1062388,29,125,3,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP10,9,0,2,3,-1,192,0.7199999690055847,0,2,13,61,4,20,2,16,0,6,0,3,4,5,0,5,1,2,0,5,61.0,5.606665293375651,-1.0,-0.5,0.016992181539535522,0.019999999552965164,-1.0,-100.0,0.0,-0.5529967546463013
95,16928-1783144286402717700,16928,1062452,29,141,2,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP9,8,1,3,1,2,102,0.7999999523162842,1,0,0,22,4,6,2,8,2,1,0,3,1,1,1,1,0,1,1,5,36.0,6.944059484145221,1.0,0.5,-0.010231748223304749,0.0,1.0,100.0,0.0,0.5541567802429199
96,16928-1783144286402717700,16928,1062588,29,175,3,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP10,9,1,3,2,1,106,0.6800000071525574,0,1,6,24,1,13,3,8,0,4,0,3,1,4,0,2,1,1,2,5,35.0,5.991491353736733,1.0,0.5,0.0033405423164367676,0.0,1.0,100.0,0.0,0.5547443628311157
97,16928-1783144286402717700,16928,1062732,29,211,3,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP9,8,1,3,1,2,268,0.7599999904632568,1,0,2,66,6,22,0,20,4,8,0,3,1,1,0,6,0,1,0,9,110.0,6.262262600571362,1.0,0.5,-0.004763737320899963,0.0,1.0,100.0,0.0,0.5543935298919678
98,16928-1783144286402717700,16928,1062976,30,16,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,0,3,97,0.7999999523162842,1,0,3,11,11,4,8,2,6,2,2,1,0,0,0,1,0,0,7,0,34.0,6.618127567251933,1.0,0.5,-0.007946833968162537,0.0,1.0,100.0,0.0,0.5542557239532471
99,16928-1783144286402717700,16928,1062992,30,20,3,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,1,2,135,0.7199999690055847,1,0,3,25,4,10,5,8,2,3,0,3,1,1,3,1,0,1,2,4,33.0,6.770697247540509,1.0,0.5,-0.008069515228271484,0.0,1.0,100.0,0.0,0.5542504191398621
100,16928-1783144286402717700,16928,1063072,30,40,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,0,3,171,0.7999999523162842,1,0,1,54,2,14,4,8,1,7,0,3,0,0,2,0,0,0,1,5,44.0,5.506802386010599,1.0,0.5,0.008693814277648926,0.0,1.0,100.0,0.0,0.5549758076667786
101,16928-1783144286402717700,16928,1063380,30,117,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP9,8,1,3,0,3,162,0.7199999690055847,1,0,8,41,6,13,0,16,4,6,0,3,0,0,0,4,0,0,0,8,33.0,6.331226490162037,1.0,0.5,-0.009119749069213867,0.0,1.0,100.0,-0.20000000298023224,0.5186052322387695
102,16928-1783144286402717700,16928,1063388,30,119,1,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,0,3,103,0.6800000071525574,1,0,6,15,6,3,8,8,4,1,1,2,0,0,2,0,0,0,5,8,44.0,5.637313102055522,1.0,0.5,-0.008026137948036194,0.0,1.0,100.0,0.0,0.5542522668838501
103,16928-1783144286402717700,16928,1063472,30,140,1,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP9,8,1,3,1,2,100,0.7199999690055847,1,0,2,19,1,9,0,11,1,2,0,3,0,2,0,2,0,1,0,4,41.0,5.913671264648437,1.0,0.5,0.002171456813812256,0.0,1.0,100.0,-0.20000000298023224,0.5191209316253662
104,16928-1783144286402717700,16928,1063700,30,197,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,1,2,177,0.7999999523162842,1,0,2,37,3,13,3,7,2,4,1,2,0,2,0,1,1,0,2,5,99.0,6.566784185204802,1.0,0.5,0.0024517178535461426,0.0,1.0,100.0,0.0,0.5547058582305908
105,16928-1783144286402717700,16928,1063832,30,230,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,1,2,90,0.6399999856948853,1,0,4,21,3,5,3,4,1,2,2,1,0,2,0,1,1,0,2,3,35.0,6.834671359592014,1.0,0.5,-0.00685553252696991,0.0,1.0,100.0,-0.20000000298023224,0.5187086462974548
106,16928-1783144286402717700,16928,1064140,31,51,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,0,3,188,0.7199999690055847,0,2,7,62,4,14,11,9,2,7,1,2,0,0,5,0,0,0,2,6,36.0,6.44590467087766,1.0,0.5,-0.00737801194190979,0.0,1.0,100.0,0.0,0.5542803406715393
107,16928-1783144286402717700,16928,1064148,31,53,1,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,0,3,112,0.6800000071525574,1,0,3,23,5,5,8,7,3,2,1,2,0,0,1,3,0,0,6,2,40.0,7.012730189732143,1.0,0.5,0.0026547014713287354,0.0,1.0,100.0,0.0,0.5547146797180176
108,16928-1783144286402717700,16928,1064436,31,125,1,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,0,3,264,0.8799999952316284,0,1,16,84,14,10,11,5,6,5,2,1,1,0,4,1,0,0,5,4,136.0,6.347056995738637,1.0,0.5,-0.006199970841407776,0.0,1.0,100.0,-0.20000000298023224,0.5187386274337769
109,16928-1783144286402717700,16928,1064556,31,155,3,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,1,2,104,0.7599999904632568,1,0,9,18,4,11,5,4,1,3,0,3,2,3,2,0,1,1,1,3,34.0,6.562472416804387,1.0,0.5,-0.025871366262435913,0.014999999664723873,1.0,100.0,0.0,0.5541290640830994
110,16928-1783144286402717700,16928,1064628,31,173,3,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP10,9,1,3,1,2,199,0.7199999690055847,0,2,19,61,2,20,3,12,1,7,0,3,1,3,0,5,2,0,1,4,33.0,6.151280695469535,1.0,0.5,-0.028036758303642273,0.029999999329447746,1.0,100.0,0.0,0.5546846389770508
111,16928-1783144286402717700,16928,1064876,31,235,2,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP10,9,1,3,1,2,182,0.7199999690055847,1,0,11,53,2,18,3,9,1,7,0,3,0,2,2,2,0,1,0,5,115.0,5.740537538633242,1.0,0.5,0.007599592208862305,0.0,1.0,100.0,-0.20000000298023224,0.5193687081336975
112,16928-1783144286402717700,16928,1064924,31,247,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,0,3,122,0.7599999904632568,0,1,4,34,5,8,5,11,3,4,1,2,0,0,2,3,0,0,3,7,39.0,7.187629074346824,1.0,0.5,0.0020439326763153076,0.0,1.0,100.0,-0.20000000298023224,0.5191150903701782
113,16928-1783144286402717700,16928,1065000,32,10,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP9,8,1,3,0,3,111,0.6399999856948853,1,0,3,25,2,10,2,10,2,4,0,3,0,0,0,2,0,0,2,6,38.0,5.776573387352196,1.0,0.5,-0.002807632088661194,0.0,1.0,100.0,-0.4000000059604645,0.4814150035381317
114,16928-1783144286402717700,16928,1065244,32,71,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,0,3,92,0.7599999904632568,1,0,2,37,6,2,6,6,3,1,2,1,0,0,1,1,0,0,4,3,33.0,6.148120382557744,1.0,0.5,0.002768591046333313,0.0,1.0,100.0,0.0,0.5547195672988892
115,16928-1783144286402717700,16928,1065356,32,99,1,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,0,3,89,0.6800000071525574,1,0,3,8,6,3,9,4,3,2,2,1,0,0,2,0,0,0,6,3,35.0,6.955783801132373,1.0,0.5,-0.009009331464767456,0.0,1.0,100.0,0.0,0.5542097687721252
116,16928-1783144286402717700,16928,1065412,32,113,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP9,8,1,3,0,3,196,0.7199999690055847,0,1,1,63,2,18,0,16,2,8,0,3,0,0,0,4,0,0,0,10,75.0,5.765922079280931,1.0,0.5,-0.008010700345039368,0.0,1.0,100.0,-0.20000000298023224,0.5186558961868286
117,16928-1783144286402717700,16928,1065704,32,186,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,0,3,115,0.6800000071525574,0,1,1,18,6,8,2,11,2,5,2,1,0,0,1,1,0,0,1,9,38.0,6.877968962296196,1.0,0.5,-0.007833018898963928,0.0,1.0,100.0,0.0,0.5542606115341187
118,16928-1783144286402717700,16928,1065836,32,219,1,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,1,2,106,0.6800000071525574,1,0,3,34,3,8,3,7,1,3,1,2,1,1,1,1,0,1,1,3,32.0,6.239444948592276,1.0,0.5,-0.012544840574264526,0.02499999850988388,1.0,100.0,-0.20000000298023224,0.5195903182029724
119,16928-1783144286402717700,16928,1065884,32,231,2,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP10,9,1,3,0,3,132,0.7199999690055847,1,0,4,38,3,9,5,9,2,4,0,3,0,0,2,0,0,0,2,6,33.0,6.139052419951468,1.0,0.5,-0.0076313018798828125,0.0,1.0,100.0,-0.20000000298023224,0.5186732411384583
120,16928-1783144286402717700,16928,1066068,33,21,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,1,2,286,0.9199999570846558,0,1,20,68,13,18,13,5,6,10,1,2,0,1,4,0,0,1,8,4,142.0,6.593441836483828,1.0,0.5,-0.002387315034866333,0.0,1.0,100.0,0.0,0.5544964075088501
121,16928-1783144286402717700,16928,1066284,33,75,2,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP9,8,1,3,1,2,112,0.7599999904632568,1,0,7,19,1,7,2,11,0,2,0,3,1,1,2,0,0,1,0,9,45.0,7.0145078386579245,1.0,0.5,-0.0064688026905059814,0.0,1.0,100.0,-0.20000000298023224,0.5187263488769531
122,16928-1783144286402717700,16928,1066528,33,136,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,0,3,161,0.6800000071525574,0,1,4,34,10,6,8,2,5,3,2,1,0,0,1,0,0,0,5,2,34.0,6.158664869225544,1.0,0.5,-0.006865262985229492,0.0,1.0,100.0,0.0,0.5543025732040405
123,16928-1783144286402717700,16928,1066556,33,143,1,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,1,2,213,0.7599999904632568,0,1,7,64,10,12,6,12,4,5,2,1,2,0,1,4,0,1,3,5,94.0,6.693626439627347,1.0,0.5,-0.004716798663139343,0.0,1.0,100.0,0.0,0.5543956160545349
124,16928-1783144286402717700,16928,1066636,33,163,3,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,1,2,88,0.7599999904632568,1,0,1,22,2,6,2,8,1,1,0,3,0,2,1,0,0,1,1,6,35.0,6.618176546963778,1.0,0.5,-0.009830012917518616,0.0,1.0,100.0,0.0,0.5541741251945496
125,16928-1783144286402717700,16928,1066640,33,164,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,1,2,143,0.5999999642372131,1,0,5,42,6,10,5,5,4,2,0,3,1,1,0,2,1,0,4,2,33.0,6.762751652644231,1.0,0.5,-0.005127415060997009,0.0,1.0,100.0,-0.20000000298023224,0.5187875628471375
126,16928-1783144286402717700,16928,1066892,33,227,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,0,3,91,0.6399999856948853,1,0,8,17,4,4,3,7,2,2,1,2,0,0,1,0,0,0,2,6,38.0,7.18768310546875,1.0,0.5,-0.006807789206504822,0.0,1.0,100.0,-0.20000000298023224,0.5187108516693115
127,16928-1783144286402717700,16928,1067056,34,12,2,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP10,9,1,3,1,2,125,0.6399999856948853,1,0,5,31,1,11,4,6,1,3,0,3,0,3,1,0,0,1,2,3,37.0,6.09325732421875,1.0,0.5,-0.0035683661699295044,0.0,1.0,100.0,0.0,0.5544452667236328
128,16928-1783144286402717700,16928,1067060,34,13,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,1,2,106,0.7199999690055847,0,1,5,20,1,10,4,6,1,4,0,3,0,2,3,0,1,0,0,4,39.0,7.9074983416863205,1.0,0.5,-0.007552698254585266,0.0,1.0,100.0,0.0,0.5542727708816528
129,16928-1783144286402717700,16928,1067104,34,24,1,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,0,3,116,0.7199999690055847,1,0,3,24,10,1,5,6,5,0,2,1,1,0,1,2,0,0,3,3,37.0,7.750218358533136,1.0,0.5,-0.010294392704963684,0.0,1.0,100.0,0.0,0.5541540384292603
130,16928-1783144286402717700,16928,1067444,34,109,1,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,0,3,138,0.7199999690055847,1,0,12,24,3,8,0,10,3,3,0,3,0,0,0,1,0,0,0,8,41.0,6.193295686141305,1.0,0.5,-0.009300515055656433,0.0,1.0,100.0,0.0,0.5541971921920776
131,16928-1783144286402717700,16928,1067484,34,119,1,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,1,2,106,0.7199999690055847,1,0,3,41,4,8,2,11,1,2,1,2,2,3,0,2,1,1,1,6,36.0,6.3044450867850825,1.0,0.5,-0.025196939706802368,0.029999999329447746,1.0,100.0,0.0,0.5548075437545776
132,16928-1783144286402717700,16928,1067616,34,152,2,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP10,9,1,3,1,2,128,0.7999999523162842,1,0,8,36,1,12,0,12,1,5,0,3,0,2,0,2,0,1,0,8,67.0,5.859268665313721,1.0,0.5,0.0071198344230651855,0.0,1.0,100.0,-0.4000000059604645,0.4818915128707886
133,16928-1783144286402717700,16928,1067756,34,187,3,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP10,9,1,3,1,2,175,0.6399999856948853,1,0,5,44,6,12,2,18,4,2,0,3,1,2,0,5,1,0,1,10,118.0,6.729424525669643,1.0,0.5,0.00044833123683929443,0.0,1.0,100.0,0.0,0.5546191334724426
134,16928-1783144286402717700,16928,1067780,34,193,2,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,0,3,84,0.6399999856948853,0,1,2,14,3,5,1,9,2,2,0,3,0,0,0,2,0,0,1,6,36.0,7.025777907598586,1.0,0.5,-0.00693628191947937,0.0,1.0,100.0,0.0,0.5542994737625122
135,16928-1783144286402717700,16928,1067856,34,212,2,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,0,3,93,0.5999999642372131,1,0,2,37,3,8,0,9,2,4,0,3,0,0,0,0,0,0,0,8,29.0,5.926394883022513,1.0,0.5,0.00037428736686706543,0.0,1.0,100.0,0.0,0.5546159148216248
136,16928-1783144286402717700,16928,1068192,35,40,3,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP10,9,1,3,0,3,103,0.6399999856948853,0,1,8,38,2,9,2,12,2,4,0,3,0,0,0,0,0,0,1,10,34.0,4.558911962416565,1.0,0.5,0.004438802599906921,0.0,1.0,100.0,0.0,0.5547918081283569
137,16928-1783144286402717700,16928,1068412,35,95,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,0,3,139,0.6399999856948853,0,1,2,26,4,13,7,5,3,6,1,2,0,0,2,0,0,0,4,2,31.0,6.247796586949191,1.0,0.5,0.0053529441356658936,0.0,1.0,100.0,0.0,0.5548313856124878
138,16928-1783144286402717700,16928,1068580,35,137,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP10,9,1,3,0,3,206,0.6399999856948853,0,1,16,52,11,9,9,9,6,4,0,3,0,0,4,0,0,0,3,7,46.0,6.281216815837379,1.0,0.5,-0.009332627058029175,0.0,1.0,100.0,0.0,0.554195761680603
139,16928-1783144286402717700,16928,1068668,35,159,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP10,9,1,3,1,2,119,0.6800000071525574,1,0,15,18,2,7,1,13,2,2,0,3,0,1,0,4,1,0,0,7,41.0,6.752071605009191,1.0,0.5,-0.005705446004867554,0.0,1.0,100.0,-0.20000000298023224,0.5187612175941467
140,16928-1783144286402717700,16928,1068760,35,182,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,2,1,286,0.7999999523162842,1,0,16,74,15,19,15,7,7,6,1,3,1,4,4,1,1,1,8,2,106.0,5.936825625546328,1.0,0.5,-0.008246228098869324,0.0,1.0,100.0,-0.20000000298023224,0.5186451077461243
141,16928-1783144286402717700,16928,1068980,35,237,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,1,2,142,0.7199999690055847,1,0,2,43,3,13,0,7,2,4,0,3,1,2,0,2,0,1,0,3,35.0,5.990500006877201,1.0,0.5,-0.004771426320075989,0.0,1.0,100.0,0.0,0.5543932318687439
