team_size,model,episode,blue_score,red_score,success,decision_steps,return
2v2,Ours,0,3,0,1,105,-1.8780
2v2,Ours,1,3,1,1,125,-4.9550
2v2,Ours,2,3,0,1,111,-4.7969
2v2,Ours,3,3,0,1,84,-1.6523
2v2,Ours,4,3,1,1,100,-2.1238
2v2,Ours,5,3,0,1,168,-7.0311
2v2,Ours,6,3,1,1,76,-0.0618
2v2,Ours,7,3,0,1,80,-2.3518
2v2,Ours,8,3,0,1,92,-3.2591
2v2,Ours,9,3,0,1,86,-1.2160
2v2,Ours,10,3,1,1,146,-6.5830
2v2,Ours,11,3,1,1,127,-5.6604
2v2,Ours,12,3,2,1,162,-6.1014
2v2,Ours,13,3,2,1,95,-1.6790
2v2,Ours,14,3,1,1,106,-2.0483
2v2,Ours,15,3,2,1,150,-5.5639
2v2,Ours,16,3,1,1,171,-5.6857
2v2,Ours,17,3,1,1,112,-3.0186
2v2,Ours,18,3,0,1,137,-5.2830
2v2,Ours,19,3,2,1,147,-4.5451
2v2,Ours,20,3,1,1,101,-2.7486
2v2,Ours,21,3,1,1,84,-2.3536
2v2,Ours,22,3,1,1,116,-4.1832
2v2,Ours,23,3,1,1,101,-2.4272
2v2,Ours,24,3,1,1,86,-2.2594
2v2,Ours,25,3,0,1,143,-5.3602
2v2,Ours,26,3,0,1,97,-2.8538
2v2,Ours,27,3,1,1,149,-4.5133
2v2,Ours,28,3,2,1,130,-6.5657
2v2,Ours,29,3,2,1,107,-2.8207
2v2,Ours,30,3,2,1,85,-2.7158
2v2,Ours,31,3,0,1,125,-4.9141
2v2,Ours,32,3,2,1,143,-4.9146
2v2,Ours,33,2,3,0,165,-7.1873
2v2,Ours,34,3,1,1,134,-6.5785
2v2,Ours,35,3,1,1,84,-2.5659
2v2,Ours,36,3,0,1,103,-3.2816
2v2,Ours,37,3,1,1,111,-2.5454
2v2,Ours,38,3,0,1,111,-2.9399
2v2,Ours,39,3,2,1,81,-1.7648
2v2,Ours,40,3,1,1,86,-0.7229
2v2,Ours,41,3,2,1,124,-3.1846
2v2,Ours,42,3,1,1,101,-3.7858
2v2,Ours,43,3,1,1,137,-5.2754
2v2,Ours,44,3,0,1,144,-4.6607
2v2,Ours,45,3,2,1,108,-4.7747
2v2,Ours,46,3,0,1,83,0.0784
2v2,Ours,47,3,1,1,81,-0.4805
2v2,Ours,48,3,2,1,127,-4.4811
2v2,Ours,49,3,1,1,224,-9.8101
2v2,Ours,50,3,1,1,105,-3.2659
2v2,Ours,51,3,0,1,110,-5.5383
2v2,Ours,52,3,1,1,126,-4.7042
2v2,Ours,53,3,2,1,116,-4.0470
2v2,Ours,54,3,1,1,102,-4.1164
2v2,Ours,55,3,0,1,108,-3.9624
2v2,Ours,56,3,0,1,110,-2.5874
2v2,Ours,57,3,1,1,88,0.1779
2v2,Ours,58,3,1,1,126,-4.9429
2v2,Ours,59,3,0,1,153,-4.9193
2v2,Ours,60,3,1,1,81,-1.4675
2v2,Ours,61,3,0,1,83,-0.9044
2v2,Ours,62,3,2,1,143,-5.0348
2v2,Ours,63,3,0,1,83,-2.2425
2v2,Ours,64,3,1,1,138,-6.2270
2v2,Ours,65,3,1,1,84,-0.8814
2v2,Ours,66,3,1,1,139,-4.3239
2v2,Ours,67,3,0,1,109,-3.8869
2v2,Ours,68,2,3,0,166,-7.2366
2v2,Ours,69,3,1,1,121,-3.3986
2v2,Ours,70,3,0,1,103,-2.0146
2v2,Ours,71,3,1,1,79,-1.4090
2v2,Ours,72,3,1,1,101,-3.3767
2v2,Ours,73,3,1,1,87,-2.1538
2v2,Ours,74,3,1,1,81,-1.4047
2v2,Ours,75,3,0,1,138,-5.9165
2v2,Ours,76,3,1,1,99,-3.9372
2v2,Ours,77,3,1,1,96,-2.5920
2v2,Ours,78,3,1,1,91,-1.8821
2v2,Ours,79,3,0,1,159,-5.3885
2v2,Ours,80,3,0,1,144,-5.9914
2v2,Ours,81,3,0,1,114,-3.5239
2v2,Ours,82,3,0,1,115,-2.8134
2v2,Ours,83,3,2,1,90,-1.4783
2v2,Ours,84,3,2,1,118,-4.6129
2v2,Ours,85,3,1,1,84,-1.0584
2v2,Ours,86,3,1,1,92,-2.3153
2v2,Ours,87,3,0,1,94,-1.1137
2v2,Ours,88,3,2,1,164,-6.0238
2v2,Ours,89,3,1,1,125,-4.3527
2v2,Ours,90,3,1,1,119,-3.5991
2v2,Ours,91,3,1,1,104,-2.3504
2v2,Ours,92,3,0,1,112,-2.7593
2v2,Ours,93,3,2,1,136,-4.9571
2v2,Ours,94,3,1,1,137,-4.9830
2v2,Ours,95,3,1,1,85,0.0953
2v2,Ours,96,3,1,1,193,-8.2895
2v2,Ours,97,3,0,1,96,-0.9900
2v2,Ours,98,3,1,1,93,-2.4129
2v2,Ours,99,3,2,1,138,-5.8538
2v2,Jacob et al.,0,3,0,1,89,-1.7864
2v2,Jacob et al.,1,3,0,1,75,-1.6526
2v2,Jacob et al.,2,3,1,1,152,-6.0856
2v2,Jacob et al.,3,3,1,1,136,-6.4256
2v2,Jacob et al.,4,1,3,0,216,-11.3049
2v2,Jacob et al.,5,3,1,1,104,-3.8254
2v2,Jacob et al.,6,3,2,1,85,-1.2142
2v2,Jacob et al.,7,3,1,1,105,-3.4706
2v2,Jacob et al.,8,3,1,1,103,-3.4409
2v2,Jacob et al.,9,3,0,1,126,-4.5782
2v2,Jacob et al.,10,3,0,1,141,-7.1497
2v2,Jacob et al.,11,3,1,1,114,-5.2019
2v2,Jacob et al.,12,3,1,1,130,-5.4950
2v2,Jacob et al.,13,3,0,1,107,-2.2742
2v2,Jacob et al.,14,3,0,1,90,-2.0644
2v2,Jacob et al.,15,2,3,0,285,-14.5358
2v2,Jacob et al.,16,3,0,1,99,-3.6305
2v2,Jacob et al.,17,3,2,1,177,-9.8687
2v2,Jacob et al.,18,3,1,1,108,-3.0848
2v2,Jacob et al.,19,3,1,1,127,-4.9521
2v2,Jacob et al.,20,3,0,1,91,-1.3841
2v2,Jacob et al.,21,3,1,1,109,-4.6185
2v2,Jacob et al.,22,3,0,1,92,-2.7863
2v2,Jacob et al.,23,2,1,1,400,-15.1209
2v2,Jacob et al.,24,3,2,1,115,-4.4789
2v2,Jacob et al.,25,3,1,1,115,-5.2206
2v2,Jacob et al.,26,2,3,0,196,-8.9568
2v2,Jacob et al.,27,3,1,1,123,-3.9341
2v2,Jacob et al.,28,0,3,0,154,-7.8244
2v2,Jacob et al.,29,3,0,1,118,-3.3827
2v2,Jacob et al.,30,3,0,1,137,-6.0612
2v2,Jacob et al.,31,3,0,1,101,-1.3836
2v2,Jacob et al.,32,3,2,1,157,-5.2070
2v2,Jacob et al.,33,3,1,1,90,-2.7233
2v2,Jacob et al.,34,3,1,1,120,-5.6867
2v2,Jacob et al.,35,3,0,1,104,-1.8679
2v2,Jacob et al.,36,3,1,1,106,-3.9238
2v2,Jacob et al.,37,3,1,1,110,-3.6115
2v2,Jacob et al.,38,3,0,1,183,-6.4928
2v2,Jacob et al.,39,3,2,1,86,-2.7252
2v2,Jacob et al.,40,3,1,1,114,-4.5900
2v2,Jacob et al.,41,3,1,1,102,-4.2461
2v2,Jacob et al.,42,3,2,1,153,-7.5993
2v2,Jacob et al.,43,3,0,1,65,-0.9828
2v2,Jacob et al.,44,2,3,0,176,-7.8133
2v2,Jacob et al.,45,3,0,1,114,-4.1621
2v2,Jacob et al.,46,3,0,1,76,-0.1273
2v2,Jacob et al.,47,3,2,1,89,-2.1721
2v2,Jacob et al.,48,3,1,1,187,-9.6405
2v2,Jacob et al.,49,3,0,1,126,-4.7940
2v2,Jacob et al.,50,3,0,1,104,-3.6498
2v2,Jacob et al.,51,3,0,1,177,-5.9740
2v2,Jacob et al.,52,3,0,1,104,-4.1379
2v2,Jacob et al.,53,3,1,1,100,-2.6600
2v2,Jacob et al.,54,3,2,1,103,-6.0716
2v2,Jacob et al.,55,3,0,1,92,-3.6167
2v2,Jacob et al.,56,3,0,1,95,-2.2761
2v2,Jacob et al.,57,3,0,1,80,-0.1218
2v2,Jacob et al.,58,3,0,1,126,-3.6629
2v2,Jacob et al.,59,3,0,1,85,-2.4061
2v2,Jacob et al.,60,3,1,1,97,-1.8527
2v2,Jacob et al.,61,2,3,0,172,-7.2238
2v2,Jacob et al.,62,3,1,1,158,-3.5834
2v2,Jacob et al.,63,3,0,1,104,-3.3904
2v2,Jacob et al.,64,3,1,1,135,-5.7786
2v2,Jacob et al.,65,2,3,0,135,-5.9407
2v2,Jacob et al.,66,2,3,0,154,-5.8318
2v2,Jacob et al.,67,3,2,1,94,-3.5886
2v2,Jacob et al.,68,3,2,1,121,-4.3795
2v2,Jacob et al.,69,3,0,1,105,-3.0266
2v2,Jacob et al.,70,3,1,1,120,-4.1757
2v2,Jacob et al.,71,3,2,1,104,-4.3504
2v2,Jacob et al.,72,3,1,1,95,-2.6663
2v2,Jacob et al.,73,3,0,1,134,-6.1113
2v2,Jacob et al.,74,3,1,1,130,-3.6442
2v2,Jacob et al.,75,3,0,1,91,-0.7787
2v2,Jacob et al.,76,2,3,0,118,-5.7230
2v2,Jacob et al.,77,3,1,1,167,-7.1496
2v2,Jacob et al.,78,3,0,1,98,-3.7196
2v2,Jacob et al.,79,3,0,1,110,-3.5922
2v2,Jacob et al.,80,3,1,1,105,-4.6886
2v2,Jacob et al.,81,3,1,1,91,-3.5156
2v2,Jacob et al.,82,3,0,1,112,-4.8464
2v2,Jacob et al.,83,3,1,1,104,-3.4643
2v2,Jacob et al.,84,2,3,0,109,-8.1908
2v2,Jacob et al.,85,3,0,1,83,-3.2740
2v2,Jacob et al.,86,3,1,1,98,-2.5920
2v2,Jacob et al.,87,3,1,1,130,-3.1018
2v2,Jacob et al.,88,3,2,1,94,-1.6220
2v2,Jacob et al.,89,1,3,0,205,-8.6775
2v2,Jacob et al.,90,3,1,1,89,-2.5425
2v2,Jacob et al.,91,3,0,1,110,-3.7462
2v2,Jacob et al.,92,3,1,1,147,-6.5377
2v2,Jacob et al.,93,3,2,1,186,-6.3234
2v2,Jacob et al.,94,3,1,1,115,-3.5721
2v2,Jacob et al.,95,3,1,1,244,-8.6774
2v2,Jacob et al.,96,3,1,1,101,-4.2152
2v2,Jacob et al.,97,3,1,1,152,-6.0698
2v2,Jacob et al.,98,3,1,1,126,-4.2777
2v2,Jacob et al.,99,3,0,1,119,-5.1082
3v3,Ours,0,3,0,1,100,-7.1444
3v3,Ours,1,3,0,1,96,-6.8641
3v3,Ours,2,3,2,1,177,-14.6505
3v3,Ours,3,3,0,1,119,-8.8601
3v3,Ours,4,3,1,1,93,-4.9569
3v3,Ours,5,3,1,1,149,-11.4594
3v3,Ours,6,3,0,1,81,-3.5192
3v3,Ours,7,3,1,1,126,-8.5552
3v3,Ours,8,3,0,1,111,-8.1053
3v3,Ours,9,3,1,1,102,-6.7091
3v3,Ours,10,3,1,1,86,-5.2138
3v3,Ours,11,3,0,1,85,-4.4049
3v3,Ours,12,3,1,1,112,-8.0227
3v3,Ours,13,3,0,1,104,-8.0112
3v3,Ours,14,3,1,1,130,-9.2073
3v3,Ours,15,3,0,1,139,-9.0339
3v3,Ours,16,3,1,1,109,-7.6303
3v3,Ours,17,3,1,1,79,-4.5818
3v3,Ours,18,3,1,1,104,-7.3802
3v3,Ours,19,3,2,1,143,-13.6801
3v3,Ours,20,3,1,1,128,-10.9849
3v3,Ours,21,3,1,1,131,-10.8553
3v3,Ours,22,3,1,1,109,-6.3779
3v3,Ours,23,3,2,1,160,-14.1900
3v3,Ours,24,3,2,1,135,-10.9467
3v3,Ours,25,3,1,1,89,-6.7463
3v3,Ours,26,3,2,1,177,-12.9226
3v3,Ours,27,3,1,1,89,-5.3144
3v3,Ours,28,3,1,1,130,-10.8883
3v3,Ours,29,3,1,1,138,-12.1725
3v3,Ours,30,3,2,1,114,-6.8971
3v3,Ours,31,3,0,1,106,-5.8098
3v3,Ours,32,3,2,1,80,-4.2763
3v3,Ours,33,3,1,1,131,-11.3623
3v3,Ours,34,3,1,1,148,-11.6010
3v3,Ours,35,3,1,1,83,-5.6327
3v3,Ours,36,3,1,1,101,-7.0216
3v3,Ours,37,3,1,1,85,-5.2553
3v3,Ours,38,3,0,1,83,-5.3678
3v3,Ours,39,2,3,0,111,-10.7818
3v3,Ours,40,3,1,1,126,-7.2668
3v3,Ours,41,3,1,1,122,-8.0841
3v3,Ours,42,3,1,1,102,-8.6180
3v3,Ours,43,3,0,1,84,-5.2212
3v3,Ours,44,3,1,1,73,-4.0242
3v3,Ours,45,3,0,1,96,-5.3331
3v3,Ours,46,3,0,1,60,-1.7330
3v3,Ours,47,3,1,1,113,-7.1466
3v3,Ours,48,3,1,1,115,-8.2239
3v3,Ours,49,3,1,1,113,-8.5386
3v3,Ours,50,3,1,1,110,-7.1339
3v3,Ours,51,3,2,1,96,-6.0150
3v3,Ours,52,3,2,1,104,-6.9378
3v3,Ours,53,3,1,1,94,-5.4656
3v3,Ours,54,3,0,1,111,-6.4637
3v3,Ours,55,3,0,1,127,-9.1260
3v3,Ours,56,3,1,1,112,-8.7243
3v3,Ours,57,3,1,1,106,-8.7152
3v3,Ours,58,3,2,1,129,-8.7463
3v3,Ours,59,3,2,1,166,-15.1870
3v3,Ours,60,3,1,1,85,-5.4506
3v3,Ours,61,3,2,1,110,-5.4516
3v3,Ours,62,3,1,1,99,-4.8801
3v3,Ours,63,3,0,1,132,-10.3699
3v3,Ours,64,3,1,1,125,-11.4405
3v3,Ours,65,1,3,0,115,-11.0561
3v3,Ours,66,3,1,1,89,-5.9722
3v3,Ours,67,3,1,1,142,-11.1542
3v3,Ours,68,3,2,1,109,-8.9064
3v3,Ours,69,3,1,1,106,-6.4286
3v3,Ours,70,3,1,1,104,-5.6267
3v3,Ours,71,3,1,1,112,-9.1862
3v3,Ours,72,3,0,1,85,-5.1753
3v3,Ours,73,3,2,1,160,-10.6746
3v3,Ours,74,3,0,1,72,-3.1836
3v3,Ours,75,3,0,1,88,-4.3809
3v3,Ours,76,3,0,1,81,-3.7622
3v3,Ours,77,3,0,1,83,-2.8596
3v3,Ours,78,3,2,1,112,-7.9209
3v3,Ours,79,3,0,1,74,-3.4147
3v3,Ours,80,3,0,1,113,-9.9707
3v3,Ours,81,3,0,1,167,-12.1284
3v3,Ours,82,3,0,1,113,-8.1223
3v3,Ours,83,3,1,1,90,-4.6201
3v3,Ours,84,3,1,1,107,-8.2004
3v3,Ours,85,3,0,1,79,-2.5453
3v3,Ours,86,1,3,0,138,-12.1926
3v3,Ours,87,3,0,1,92,-7.1795
3v3,Ours,88,3,0,1,88,-5.0128
3v3,Ours,89,3,0,1,116,-8.3128
3v3,Ours,90,3,2,1,129,-9.7145
3v3,Ours,91,3,1,1,180,-15.0440
3v3,Ours,92,3,0,1,135,-9.2852
3v3,Ours,93,3,0,1,87,-4.7852
3v3,Ours,94,3,2,1,131,-9.7535
3v3,Ours,95,3,1,1,117,-7.6760
3v3,Ours,96,3,1,1,133,-12.0907
3v3,Ours,97,3,2,1,171,-11.2899
3v3,Ours,98,3,0,1,104,-6.7234
3v3,Ours,99,3,1,1,114,-8.6308
3v3,Jacob et al.,0,3,0,1,95,-6.0868
3v3,Jacob et al.,1,3,1,1,88,-3.1688
3v3,Jacob et al.,2,3,0,1,129,-8.9756
3v3,Jacob et al.,3,3,1,1,125,-9.0574
3v3,Jacob et al.,4,3,2,1,99,-5.2722
3v3,Jacob et al.,5,3,1,1,159,-10.9636
3v3,Jacob et al.,6,3,1,1,82,-1.2458
