team_size,model,episode,blue_score,red_score,success,decision_steps,return
3v3,Jacob et al.,7,3,1,1,116,-7.2287
3v3,Jacob et al.,8,3,1,1,109,-7.6528
3v3,Jacob et al.,9,3,0,1,82,-2.5023
3v3,Jacob et al.,10,3,2,1,136,-11.1398
3v3,Jacob et al.,11,3,0,1,100,-5.8101
3v3,Jacob et al.,12,3,0,1,130,-10.5400
3v3,Jacob et al.,13,3,0,1,84,-4.1173
3v3,Jacob et al.,14,3,1,1,95,-4.5360
3v3,Jacob et al.,15,3,1,1,150,-10.1793
3v3,Jacob et al.,16,3,1,1,89,-3.7693
3v3,Jacob et al.,17,3,0,1,139,-9.3457
3v3,Jacob et al.,18,3,1,1,129,-8.1190
3v3,Jacob et al.,19,3,1,1,87,-3.1803
3v3,Jacob et al.,20,3,0,1,121,-7.3593
3v3,Jacob et al.,21,2,3,0,179,-17.0694
3v3,Jacob et al.,22,3,0,1,90,-3.1899
3v3,Jacob et al.,23,3,0,1,103,-5.1676
3v3,Jacob et al.,24,3,2,1,197,-13.2251
3v3,Jacob et al.,25,3,2,1,127,-9.3242
3v3,Jacob et al.,26,3,0,1,83,-3.6668
3v3,Jacob et al.,27,3,0,1,84,-2.5186
3v3,Jacob et al.,28,2,3,0,214,-16.3489
3v3,Jacob et al.,29,3,1,1,117,-5.8329
3v3,Jacob et al.,30,3,1,1,103,-5.9509
3v3,Jacob et al.,31,3,0,1,110,-6.5962
3v3,Jacob et al.,32,3,0,1,104,-6.3967
3v3,Jacob et al.,33,3,0,1,147,-8.0551
3v3,Jacob et al.,34,3,0,1,125,-8.2839
3v3,Jacob et al.,35,3,1,1,132,-9.6566
3v3,Jacob et al.,36,3,1,1,105,-5.7354
3v3,Jacob et al.,37,3,1,1,167,-11.9826
3v3,Jacob et al.,38,3,0,1,123,-6.4086
3v3,Jacob et al.,39,3,2,1,118,-7.4027
3v3,Jacob et al.,40,3,2,1,138,-9.7704
3v3,Jacob et al.,41,3,0,1,114,-4.8725
3v3,Jacob et al.,42,3,1,1,86,-4.1754
3v3,Jacob et al.,43,3,0,1,76,-2.8180
3v3,Jacob et al.,44,3,1,1,112,-5.9322
3v3,Jacob et al.,45,3,1,1,136,-6.6110
3v3,Jacob et al.,46,3,0,1,112,-5.2038
3v3,Jacob et al.,47,3,1,1,143,-9.6160
3v3,Jacob et al.,48,3,1,1,132,-7.7607
3v3,Jacob et al.,49,3,1,1,145,-11.8094
3v3,Jacob et al.,50,3,2,1,117,-6.2673
3v3,Jacob et al.,51,3,2,1,238,-14.9441
3v3,Jacob et al.,52,3,1,1,102,-7.2731
3v3,Jacob et al.,53,3,1,1,88,-4.3342
3v3,Jacob et al.,54,3,1,1,101,-7.1091
3v3,Jacob et al.,55,3,0,1,118,-7.1306
3v3,Jacob et al.,56,3,1,1,86,-2.5374
3v3,Jacob et al.,57,3,0,1,114,-7.0256
3v3,Jacob et al.,58,3,2,1,127,-7.1785
3v3,Jacob et al.,59,3,2,1,162,-11.0486
3v3,Jacob et al.,60,3,0,1,112,-5.3251
3v3,Jacob et al.,61,3,1,1,125,-7.9685
3v3,Jacob et al.,62,3,0,1,118,-7.0939
3v3,Jacob et al.,63,3,1,1,169,-13.7451
3v3,Jacob et al.,64,3,0,1,154,-9.4407
3v3,Jacob et al.,65,2,3,0,165,-14.0602
3v3,Jacob et al.,66,3,0,1,109,-6.5397
3v3,Jacob et al.,67,3,1,1,92,-4.0299
3v3,Jacob et al.,68,1,3,0,149,-10.3856
3v3,Jacob et al.,69,3,2,1,208,-18.4358
3v3,Jacob et al.,70,3,1,1,96,-5.0786
3v3,Jacob et al.,71,3,0,1,96,-4.6360
3v3,Jacob et al.,72,3,0,1,89,-4.5788
3v3,Jacob et al.,73,3,1,1,114,-4.9804
3v3,Jacob et al.,74,3,0,1,82,-2.5771
3v3,Jacob et al.,75,3,0,1,82,-2.4748
3v3,Jacob et al.,76,3,0,1,147,-10.7679
3v3,Jacob et al.,77,3,1,1,117,-6.2789
3v3,Jacob et al.,78,3,2,1,126,-6.4201
3v3,Jacob et al.,79,3,0,1,149,-9.8987
3v3,Jacob et al.,80,3,0,1,83,-2.6962
3v3,Jacob et al.,81,2,3,0,207,-11.2519
3v3,Jacob et al.,82,3,0,1,88,-3.5246
3v3,Jacob et al.,83,3,0,1,87,-3.6097
3v3,Jacob et al.,84,3,1,1,87,-3.3722
3v3,Jacob et al.,85,3,1,1,133,-7.0549
3v3,Jacob et al.,86,3,1,1,106,-7.0289
3v3,Jacob et al.,87,2,3,0,189,-11.5242
3v3,Jacob et al.,88,3,0,1,92,-2.9077
3v3,Jacob et al.,89,3,1,1,101,-6.1066
3v3,Jacob et al.,90,3,2,1,150,-7.8695
3v3,Jacob et al.,91,3,1,1,102,-5.1075
3v3,Jacob et al.,92,3,1,1,205,-17.0194
3v3,Jacob et al.,93,3,1,1,94,-4.6021
3v3,Jacob et al.,94,3,0,1,91,-4.5343
3v3,Jacob et al.,95,3,2,1,139,-7.3239
3v3,Jacob et al.,96,3,1,1,180,-12.5094
3v3,Jacob et al.,97,3,0,1,137,-6.7889
3v3,Jacob et al.,98,3,0,1,77,-2.4504
3v3,Jacob et al.,99,3,1,1,112,-6.9325
4v4,Ours,0,3,0,1,183,-10.6606
4v4,Ours,1,3,0,1,165,-10.1119
4v4,Ours,2,3,0,1,170,-10.0325
4v4,Ours,3,3,1,1,183,-12.1774
4v4,Ours,4,3,2,1,341,-13.6340
4v4,Ours,5,3,0,1,85,-1.6557
4v4,Ours,6,3,0,1,119,-9.5611
4v4,Ours,7,3,0,1,280,-11.1800
4v4,Ours,8,3,0,1,119,-9.8485
4v4,Ours,9,3,1,1,138,-4.9812
4v4,Ours,10,3,0,1,132,-9.6189
4v4,Ours,11,3,0,1,158,-10.8669
4v4,Ours,12,3,0,1,119,-9.9652
4v4,Ours,13,3,0,1,101,-3.7409
4v4,Ours,14,3,1,1,141,-9.6681
4v4,Ours,15,3,3,0,222,-20.0841
4v4,Ours,16,3,0,1,162,-12.6483
4v4,Ours,17,3,0,1,92,-3.8358
4v4,Ours,18,3,1,1,176,-9.3929
4v4,Ours,19,3,0,1,87,-1.0898
4v4,Ours,20,3,2,1,164,-12.4014
4v4,Ours,21,3,0,1,106,-5.3625
4v4,Ours,22,3,1,1,153,-6.2959
4v4,Ours,23,3,0,1,169,-10.8148
4v4,Ours,24,3,1,1,139,-5.5806
4v4,Ours,25,3,2,1,245,-18.7975
4v4,Ours,26,3,0,1,106,-6.2357
4v4,Ours,27,3,2,1,119,-4.5033
4v4,Ours,28,3,1,1,125,-9.9755
4v4,Ours,29,3,0,1,88,-1.5432
4v4,Ours,30,3,0,1,222,-9.1166
4v4,Ours,31,3,1,1,177,-11.8663
4v4,Ours,32,0,3,0,311,-15.3931
4v4,Ours,33,3,0,1,151,-10.8787
4v4,Ours,34,3,1,1,160,-10.9983
4v4,Ours,35,3,1,1,194,-11.8288
4v4,Ours,36,3,1,1,170,-11.3318
4v4,Ours,37,3,2,1,190,-12.2537
4v4,Ours,38,3,0,1,113,-4.6248
4v4,Ours,39,3,1,1,122,-9.9647
4v4,Ours,40,3,2,1,158,-8.5876
4v4,Ours,41,3,1,1,104,-5.1940
4v4,Ours,42,3,2,1,140,-10.1120
4v4,Ours,43,3,2,1,167,-14.3533
4v4,Ours,44,3,2,1,92,-4.1219
4v4,Ours,45,3,2,1,163,-11.7757
4v4,Ours,46,3,1,1,112,-6.1043
4v4,Ours,47,3,1,1,104,-2.2953
4v4,Ours,48,3,0,1,104,-4.2784
4v4,Ours,49,3,0,1,151,-12.4239
4v4,Ours,50,3,1,1,152,-7.0370
4v4,Ours,51,2,3,0,168,-12.9545
4v4,Ours,52,3,2,1,166,-9.9304
4v4,Ours,53,2,3,0,185,-16.2145
4v4,Ours,54,3,1,1,138,-8.5514
4v4,Ours,55,3,0,1,155,-13.2551
4v4,Ours,56,3,0,1,136,-9.2546
4v4,Ours,57,3,1,1,124,-3.2531
4v4,Ours,58,3,1,1,204,-15.1215
4v4,Ours,59,3,2,1,144,-7.7834
4v4,Ours,60,3,0,1,229,-9.5547
4v4,Ours,61,3,0,1,131,-2.7162
4v4,Ours,62,3,0,1,88,-4.4405
4v4,Ours,63,3,0,1,101,-6.3245
4v4,Ours,64,3,1,1,178,-10.6348
4v4,Ours,65,3,1,1,169,-9.4782
4v4,Ours,66,3,1,1,151,-10.7353
4v4,Ours,67,3,0,1,108,-7.6056
4v4,Ours,68,3,0,1,169,-13.1685
4v4,Ours,69,3,2,1,258,-19.7466
4v4,Ours,70,3,2,1,205,-12.8868
4v4,Ours,71,3,0,1,118,-5.5246
4v4,Ours,72,3,0,1,122,-7.6103
4v4,Ours,73,3,1,1,100,-2.7966
4v4,Ours,74,3,1,1,124,-4.2497
4v4,Ours,75,3,0,1,117,-4.0425
4v4,Ours,76,3,0,1,127,-6.9905
4v4,Ours,77,2,1,1,400,-9.4263
4v4,Ours,78,3,1,1,143,-9.5177
4v4,Ours,79,3,0,1,163,-6.9455
4v4,Ours,80,3,0,1,223,-9.0573
4v4,Ours,81,3,0,1,124,-7.3540
4v4,Ours,82,3,1,1,116,-7.0962
4v4,Ours,83,3,1,1,168,-10.6568
4v4,Ours,84,3,0,1,99,-5.5517
4v4,Ours,85,0,1,0,400,-18.9710
4v4,Ours,86,3,1,1,94,-1.8516
4v4,Ours,87,3,0,1,110,-7.4883
4v4,Ours,88,3,0,1,101,-4.0559
4v4,Ours,89,3,1,1,119,-8.3842
4v4,Ours,90,3,1,1,114,-6.5396
4v4,Ours,91,3,2,1,145,-8.1510
4v4,Ours,92,3,1,1,149,-8.4385
4v4,Ours,93,3,1,1,195,-13.8313
4v4,Ours,94,3,1,1,196,-15.3373
4v4,Ours,95,3,0,1,123,-7.0934
4v4,Ours,96,3,1,1,149,-11.6836
4v4,Ours,97,3,0,1,193,-17.1633
4v4,Ours,98,3,0,1,121,-8.8678
4v4,Ours,99,3,0,1,162,-12.1009
4v4,Jacob et al.,0,3,1,1,229,-9.7764
4v4,Jacob et al.,1,3,0,1,105,-7.4024
4v4,Jacob et al.,2,3,0,1,104,-7.6923
4v4,Jacob et al.,3,3,0,1,124,-9.0781
4v4,Jacob et al.,4,3,0,1,160,-10.7253
4v4,Jacob et al.,5,3,0,1,132,-9.8136
4v4,Jacob et al.,6,3,0,1,100,-6.4271
4v4,Jacob et al.,7,3,1,1,156,-11.7821
4v4,Jacob et al.,8,3,1,1,112,-6.6367
4v4,Jacob et al.,9,3,1,1,85,-5.7828
4v4,Jacob et al.,10,3,1,1,152,-11.4823
4v4,Jacob et al.,11,3,0,1,116,-4.4354
4v4,Jacob et al.,12,3,2,1,197,-13.7680
4v4,Jacob et al.,13,3,1,1,217,-10.0528
4v4,Jacob et al.,14,3,0,1,94,-3.3199
4v4,Jacob et al.,15,3,2,1,188,-19.0954
4v4,Jacob et al.,16,3,0,1,93,-4.8552
4v4,Jacob et al.,17,3,1,1,88,-5.5907
4v4,Jacob et al.,18,3,1,1,175,-12.6349
4v4,Jacob et al.,19,3,0,1,118,-5.4942
4v4,Jacob et al.,20,3,0,1,113,-5.9251
4v4,Jacob et al.,21,3,1,1,165,-14.3176
4v4,Jacob et al.,22,3,0,1,242,-10.4559
4v4,Jacob et al.,23,3,0,1,102,-6.2597
4v4,Jacob et al.,24,3,2,1,182,-14.3086
4v4,Jacob et al.,25,3,1,1,164,-8.6820
4v4,Jacob et al.,26,3,1,1,151,-11.7486
4v4,Jacob et al.,27,3,0,1,115,-6.3619
4v4,Jacob et al.,28,2,3,0,155,-15.6339
4v4,Jacob et al.,29,3,2,1,155,-7.6944
4v4,Jacob et al.,30,3,2,1,162,-14.0819
4v4,Jacob et al.,31,3,0,1,95,-4.1940
4v4,Jacob et al.,32,3,1,1,126,-7.3856
4v4,Jacob et al.,33,3,2,1,161,-11.9820
4v4,Jacob et al.,34,3,2,1,151,-11.5681
4v4,Jacob et al.,35,3,0,1,105,-4.1067
4v4,Jacob et al.,36,3,0,1,138,-13.5129
4v4,Jacob et al.,37,3,0,1,139,-13.5417
4v4,Jacob et al.,38,3,0,1,118,-9.6966
4v4,Jacob et al.,39,3,1,1,117,-13.6289
