team_size,model,episode,blue_score,red_score,success,decision_steps,return
4v4,Jacob et al.,38,3,2,1,336,-14.8555
4v4,Jacob et al.,39,3,0,1,91,-7.1123
4v4,Jacob et al.,40,3,2,1,173,-13.4550
4v4,Jacob et al.,41,3,0,1,101,-6.4008
4v4,Jacob et al.,42,3,1,1,158,-9.7661
4v4,Jacob et al.,43,3,1,1,184,-14.2716
4v4,Jacob et al.,44,3,0,1,156,-15.9850
4v4,Jacob et al.,45,3,1,1,143,-8.4672
4v4,Jacob et al.,46,3,0,1,140,-9.8204
4v4,Jacob et al.,47,3,0,1,155,-11.9522
4v4,Jacob et al.,48,3,2,1,206,-15.6918
4v4,Jacob et al.,49,3,1,1,168,-17.2001
4v4,Jacob et al.,50,3,0,1,159,-13.9351
4v4,Jacob et al.,51,3,0,1,95,-4.7358
4v4,Jacob et al.,52,3,0,1,90,-5.0675
4v4,Jacob et al.,53,3,0,1,91,-6.2816
4v4,Jacob et al.,54,3,0,1,115,-8.6022
4v4,Jacob et al.,55,3,0,1,112,-5.5847
4v4,Jacob et al.,56,3,1,1,131,-6.7279
4v4,Jacob et al.,57,3,0,1,95,-6.3387
4v4,Jacob et al.,58,3,2,1,188,-13.5986
4v4,Jacob et al.,59,3,1,1,127,-11.6053
4v4,Jacob et al.,60,3,0,1,89,-2.6321
4v4,Jacob et al.,61,3,2,1,135,-8.2214
4v4,Jacob et al.,62,3,0,1,93,-6.0435
4v4,Jacob et al.,63,3,0,1,169,-11.7653
4v4,Jacob et al.,64,3,0,1,109,-4.6615
4v4,Jacob et al.,65,3,0,1,164,-14.3957
4v4,Jacob et al.,66,3,2,1,181,-16.5223
4v4,Jacob et al.,67,3,0,1,108,-7.0811
4v4,Jacob et al.,68,3,1,1,102,-7.6912
4v4,Jacob et al.,69,3,0,1,92,-5.8010
4v4,Jacob et al.,70,3,1,1,155,-15.3355
4v4,Jacob et al.,71,3,0,1,113,-8.8528
4v4,Jacob et al.,72,3,1,1,134,-10.9286
4v4,Jacob et al.,73,2,1,1,400,-23.9539
4v4,Jacob et al.,74,3,0,1,108,-6.8578
4v4,Jacob et al.,75,3,0,1,89,-3.4318
4v4,Jacob et al.,76,3,0,1,128,-9.2244
4v4,Jacob et al.,77,3,0,1,165,-10.0760
4v4,Jacob et al.,78,2,3,0,213,-18.6884
4v4,Jacob et al.,79,3,0,1,141,-11.1719
4v4,Jacob et al.,80,3,0,1,140,-9.5811
4v4,Jacob et al.,81,3,1,1,192,-14.7075
4v4,Jacob et al.,82,3,1,1,136,-10.0224
4v4,Jacob et al.,83,3,0,1,86,-4.0047
4v4,Jacob et al.,84,3,0,1,90,-4.3936
4v4,Jacob et al.,85,3,1,1,138,-9.2721
4v4,Jacob et al.,86,3,1,1,141,-8.9348
4v4,Jacob et al.,87,3,1,1,115,-6.1971
4v4,Jacob et al.,88,3,0,1,114,-5.7179
4v4,Jacob et al.,89,3,0,1,117,-6.9300
4v4,Jacob et al.,90,3,0,1,83,-3.7777
4v4,Jacob et al.,91,3,0,1,149,-12.8895
4v4,Jacob et al.,92,3,0,1,152,-10.6911
4v4,Jacob et al.,93,3,0,1,138,-5.3860
4v4,Jacob et al.,94,3,1,1,118,-7.8900
4v4,Jacob et al.,95,3,1,1,307,-17.6280
4v4,Jacob et al.,96,3,0,1,102,-5.8638
4v4,Jacob et al.,97,3,0,1,90,-3.8212
4v4,Jacob et al.,98,3,0,1,84,-1.2215
4v4,Jacob et al.,99,3,1,1,176,-12.5590
