condition,condition_display,opponent,map,episode_seed,cell_seed,episode_index,initial_z,z_sequence,z_sequence_len,z_switches_at_opportunities,logged_switches,router_entropy_mean,return,score_margin,episode_length,strategy_switches,strategy_resamples,strategy_unique_count
fixed_z2,fixed_z2,OP8,map_b,1016020432,9100,0,2,2,1,0,0,nan,-6.693783697090112,2,180,0,0,1
fixed_z2,fixed_z2,OP8,map_b,1016020432,9100,1,2,2,1,0,0,nan,-6.693783697090112,2,180,0,0,1
fixed_z2,fixed_z2,OP8,map_b,1016020432,9100,2,2,2,1,0,0,nan,-6.693783697090112,2,180,0,0,1
fixed_z2,fixed_z2,OP8,map_b,1016020432,9100,3,2,2,1,0,0,nan,-6.693783697090112,2,180,0,0,1
fixed_z2,fixed_z2,OP8,map_b,1016020432,9100,4,2,2,1,0,0,nan,-6.693783697090112,2,180,0,0,1
fixed_z2,fixed_z2,OP8,map_b,1016020432,9100,5,2,2,1,0,0,nan,-6.693783697090112,2,180,0,0,1
fixed_z2,fixed_z2,OP8,map_b,1016020432,9100,6,2,2,1,0,0,nan,-6.693783697090112,2,180,0,0,1
fixed_z2,fixed_z2,OP8,map_b,1016020432,9100,7,2,2,1,0,0,nan,-6.693783697090112,2,180,0,0,1
fixed_z2,fixed_z2,OP8,map_b,1016020432,9100,8,2,2,1,0,0,nan,-6.693783697090112,2,180,0,0,1
fixed_z2,fixed_z2,OP8,map_b,1016020432,9100,9,2,2,1,0,0,nan,-6.693783697090112,2,180,0,0,1
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,223548000,9200,0,2,2,1,0,0,nan,-6.357723154796986,2,163,0,0,1
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,223548000,9200,1,2,2,1,0,0,nan,-6.357723154796986,2,163,0,0,1
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,223548000,9200,2,2,2,1,0,0,nan,-6.357723154796986,2,163,0,0,1
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,223548000,9200,3,2,2,1,0,0,nan,-6.357723154796986,2,163,0,0,1
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,223548000,9200,4,2,2,1,0,0,nan,-6.357723154796986,2,163,0,0,1
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,223548000,9200,5,2,2,1,0,0,nan,-6.357723154796986,2,163,0,0,1
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,223548000,9200,6,2,2,1,0,0,nan,-6.357723154796986,2,163,0,0,1
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,223548000,9200,7,2,2,1,0,0,nan,-6.357723154796986,2,163,0,0,1
