condition,condition_display,opponent,map,cell_seed,episode_index,episode_seed,return,success,steps,blue_score,red_score,score_margin,strategy_switches,strategy_resamples,strategy_unique_count,strategy_entropy_mean,strategy_dominant,checkpoint
fixed_z2,fixed_z2,OP8,map_b,9100,0,1016020432,-6.693783697090112,1,180,3,1,2,0,0,1,0.0,2,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP8,map_b,9100,1,1016020432,-6.693783697090112,1,180,3,1,2,0,0,1,0.0,2,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP8,map_b,9100,2,1016020432,-6.693783697090112,1,180,3,1,2,0,0,1,0.0,2,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP8,map_b,9100,3,1016020432,-6.693783697090112,1,180,3,1,2,0,0,1,0.0,2,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP8,map_b,9100,4,1016020432,-6.693783697090112,1,180,3,1,2,0,0,1,0.0,2,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP8,map_b,9100,5,1016020432,-6.693783697090112,1,180,3,1,2,0,0,1,0.0,2,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP8,map_b,9100,6,1016020432,-6.693783697090112,1,180,3,1,2,0,0,1,0.0,2,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP8,map_b,9100,7,1016020432,-6.693783697090112,1,180,3,1,2,0,0,1,0.0,2,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP8,map_b,9100,8,1016020432,-6.693783697090112,1,180,3,1,2,0,0,1,0.0,2,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP8,map_b,9100,9,1016020432,-6.693783697090112,1,180,3,1,2,0,0,1,0.0,2,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,9200,0,223548000,-6.357723154796986,1,163,3,1,2,0,0,1,0.0,2,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,9200,1,223548000,-6.357723154796986,1,163,3,1,2,0,0,1,0.0,2,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,9200,2,223548000,-6.357723154796986,1,163,3,1,2,0,0,1,0.0,2,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,9200,3,223548000,-6.357723154796986,1,163,3,1,2,0,0,1,0.0,2,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,9200,4,223548000,-6.357723154796986,1,163,3,1,2,0,0,1,0.0,2,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,9200,5,223548000,-6.357723154796986,1,163,3,1,2,0,0,1,0.0,2,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,9200,6,223548000,-6.357723154796986,1,163,3,1,2,0,0,1,0.0,2,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,9200,7,223548000,-6.357723154796986,1,163,3,1,2,0,0,1,0.0,2,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,9200,8,223548000,-6.357723154796986,1,163,3,1,2,0,0,1,0.0,2,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,9200,9,223548000,-6.357723154796986,1,163,3,1,2,0,0,1,0.0,2,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP9,map_b,10100,0,337479914,-2.3076487706566695,1,110,3,1,2,0,0,1,0.0,2,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP9,map_b,10100,1,337479914,-2.3076487706566695,1,110,3,1,2,0,0,1,0.0,2,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP9,map_b,10100,2,337479914,-2.3076487706566695,1,110,3,1,2,0,0,1,0.0,2,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP9,map_b,10100,3,337479914,-2.3076487706566695,1,110,3,1,2,0,0,1,0.0,2,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP9,map_b,10100,4,337479914,-2.3076487706566695,1,110,3,1,2,0,0,1,0.0,2,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP9,map_b,10100,5,337479914,-2.3076487706566695,1,110,3,1,2,0,0,1,0.0,2,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
