episode_id,run_id,run_pid,timesteps,policy_update,rollout_step,latent_z,curriculum_phase,mode,map_set,map_layout,map_id,map_vertical_mirror,opponent,opponent_id,success,blue_score,red_score,win_margin,decision_steps,zone_coverage,collision_free_episode,collision_events_per_episode,obstacle_collision_events_per_episode,near_misses_per_episode,blue_route_upper_crossings,blue_route_lower_crossings,red_route_upper_crossings,red_route_lower_crossings,blue_attack_upper_crossings,blue_attack_lower_crossings,blue_return_upper_crossings,blue_return_lower_crossings,blue_intercept_upper_crossings,blue_intercept_lower_crossings,red_attack_upper_crossings,red_attack_lower_crossings,red_return_upper_crossings,red_return_lower_crossings,red_intercept_upper_crossings,red_intercept_lower_crossings,time_to_first_score,mean_inter_robot_dist,reward_terminal,reward_offense,reward_pbrs,reward_team,reward_sparse,reward_sparse_points,reward_failure,reward_total
1,59188-1784828724765867300,59188,524,0,131,0,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,0,SCRIPTED:OP10,9,1,3,0,3,131,0.6800000071525574,0,10,1,42,3,9,4,13,0,2,0,4,2,3,1,1,1,1,0,7,47.0,5.544171748270515,1.4500000476837158,0.6357644200325012,0.0008419901132583618,0.02499999850988388,1.0,100.0,-0.20000000298023224,0.6187988519668579
2,59188-1784828724765867300,59188,900,0,225,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,1,SCRIPTED:OP12,11,0,2,3,-1,94,0.7199999690055847,1,0,3,9,4,6,5,7,2,1,1,1,1,3,2,0,0,3,3,3,30.0,8.08362270923371,-1.149999976158142,-0.5,-0.009537696838378906,0.0,-1.0,-100.0,-0.20000000298023224,-0.612614631652832
3,59188-1784828724765867300,59188,960,0,240,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,0,SCRIPTED:OP10,9,1,2,1,1,240,0.7599999904632568,0,2,17,102,11,12,5,14,3,5,0,2,4,1,3,2,0,2,0,6,174.0,6.776310729980469,1.149999976158142,0.019491203129291534,0.008002802729606628,0.0,0.0,0.0,0.0,0.2847769260406494
4,59188-1784828724765867300,59188,960,0,240,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,1,SCRIPTED:OP10,9,1,1,0,1,240,0.7599999904632568,1,0,19,99,7,17,9,9,4,7,0,1,1,2,4,1,0,1,2,5,50.0,6.204250081380208,1.149999976158142,0.021617116406559944,0.01141725480556488,0.0,0.0,0.0,0.0,0.28546127676963806
5,59188-1784828724765867300,59188,960,0,240,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,0,SCRIPTED:OP10,9,0,2,2,0,240,0.9599999785423279,0,5,20,109,7,21,2,23,3,4,0,2,1,10,1,7,1,3,0,4,65.0,5.634314982096354,-0.5,0.02128899283707142,0.01391930878162384,0.019999999552965164,0.0,0.0,-0.20000000298023224,-0.1660071164369583
6,59188-1784828724765867300,59188,1376,1,88,0,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,0,SCRIPTED:OP12,11,1,3,2,1,104,0.6800000071525574,1,0,3,40,3,9,0,11,2,3,0,3,0,2,0,4,0,2,0,3,31.0,5.528117253230168,1.149999976158142,0.7568749785423279,-0.008032500743865967,0.0,1.0,100.0,0.0,0.6207453012466431
7,59188-1784828724765867300,59188,1608,1,146,0,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,1,SCRIPTED:OP11,10,1,3,2,1,162,0.7999999523162842,1,0,2,38,3,11,5,10,2,1,0,3,1,7,0,1,1,5,4,3,49.0,6.902572820216049,1.149999976158142,0.6104790568351746,-0.04217846691608429,0.014999999664723873,1.0,100.0,0.0,0.5969667434692383
8,59188-1784828724765867300,59188,1724,1,175,0,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,0,SCRIPTED:OP8,7,1,3,1,2,191,0.8799999952316284,0,1,9,28,3,7,2,16,3,1,0,3,0,3,0,2,2,2,0,8,59.0,7.31781676926538,1.2999999523162842,0.5345158576965332,-0.044237613677978516,0.03999999910593033,1.0,100.0,-0.20000000298023224,0.5772737264633179
9,59188-1784828724765867300,59188,1828,1,201,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,1,SCRIPTED:OP11,10,1,3,1,2,232,0.7599999904632568,0,1,32,66,5,14,12,11,2,5,1,2,1,5,3,1,4,1,3,6,105.0,7.0736105030980605,1.2999999523162842,0.4793054163455963,0.002255067229270935,0.014999999664723873,1.0,100.0,0.0,0.6017619371414185
10,59188-1784828724765867300,59188,1932,1,227,0,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,0,SCRIPTED:OP11,10,1,3,1,2,139,0.6800000071525574,0,2,1,23,2,10,5,6,2,2,0,3,0,4,1,0,2,1,2,5,45.0,7.215447954136691,1.2999999523162842,0.6510967016220093,-0.010569095611572266,0.014999999664723873,1.0,100.0,0.0,0.6279662251472473
11,59188-1784828724765867300,59188,2056,2,2,0,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,0,SCRIPTED:OP12,11,0,2,3,-1,83,0.5600000023841858,1,0,2,36,0,6,2,8,0,2,0,2,0,2,1,0,1,2,0,5,31.0,5.574037850621235,-1.149999976158142,-0.47994697093963623,0.014180585741996765,0.019999999552965164,-1.0,-100.0,0.0,-0.5752608776092529
12,59188-1784828724765867300,59188,2080,2,8,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,0,SCRIPTED:OP12,11,0,1,3,-2,118,0.6399999856948853,1,0,9,18,4,12,6,6,2,1,0,1,0,8,3,2,1,2,1,1,40.0,6.841173075013241,-1.2999999523162842,-0.4782821536064148,0.00921274721622467,0.019999999552965164,-1.0,-100.0,0.0,-0.5997424125671387
13,59188-1784828724765867300,59188,2428,2,95,0,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,1,SCRIPTED:OP12,11,0,2,3,-1,93,0.6800000071525574,1,0,3,21,9,1,6,2,4,1,2,0,0,0,2,0,2,1,1,1,32.0,7.319822249873992,-1.149999976158142,-0.5,0.015157341957092285,0.0,-1.0,-100.0,-0.20000000298023224,-0.6116495728492737
14,59188-1784828724765867300,59188,2608,2,140,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,1,SCRIPTED:OP11,10,0,2,3,-1,169,0.7599999904632568,1,0,2,27,6,7,7,8,2,2,1,2,3,2,1,0,1,2,4,6,55.0,7.579321866910133,-1.149999976158142,-0.46616846323013306,-0.00355374813079834,0.0,-1.0,-100.0,-0.20000000298023224,-0.6070675253868103
15,59188-1784828724765867300,59188,2788,2,185,0,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,1,SCRIPTED:OP9,8,0,0,0,0,240,0.7199999690055847,1,0,6,107,18,10,0,4,8,6,0,0,0,0,0,2,0,0,0,1,,6.572213745117187,-0.5,0.0,-0.000858306884765625,0.0,0.0,0.0,-0.20000000298023224,-0.17328719794750214
16,59188-1784828724765867300,59188,2884,2,209,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,0,SCRIPTED:OP12,11,0,2,3,-1,114,0.7999999523162842,1,0,5,24,3,6,1,10,2,0,0,3,1,2,0,2,0,3,1,4,41.0,7.212858501233552,-1.149999976158142,-0.47099655866622925,-0.0005770772695541382,0.0,-1.0,-100.0,0.0,-0.5752171874046326
17,59188-1784828724765867300,59188,3040,2,248,0,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,1,SCRIPTED:OP10,9,0,2,2,0,240,0.7599999904632568,0,3,16,118,21,8,14,11,8,3,2,0,4,1,1,7,2,2,8,0,26.0,5.8141118367513025,-0.5,-0.04686480760574341,-0.0068776607513427734,0.014999999664723873,0.0,0.0,0.0,-0.13537241518497467
18,59188-1784828724765867300,59188,3568,3,124,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,1,SCRIPTED:OP11,10,0,2,2,0,240,0.7599999904632568,1,0,18,74,7,11,9,6,5,4,0,2,0,3,4,1,2,0,1,2,63.0,7.935573323567708,-0.5,0.018322212621569633,0.0086001455783844,0.019999999552965164,0.0,0.0,-0.20000000298023224,-0.16705147922039032
19,59188-1784828724765867300,59188,3732,3,165,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,1,SCRIPTED:OP8,7,1,3,2,1,236,0.7599999904632568,0,1,9,48,5,11,7,13,3,3,1,2,1,4,0,2,3,3,3,7,66.0,7.53330709166446,1.149999976158142,0.4383201003074646,-0.0067020803689956665,0.04999999701976776,1.0,100.0,0.0,0.5715259313583374
20,59188-1784828724765867300,59188,3844,3,193,0,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,0,SCRIPTED:OP8,7,0,2,2,0,240,0.6800000071525574,0,2,12,71,2,20,9,19,0,5,0,3,1,10,2,4,5,1,2,9,110.0,6.810516866048177,-0.5,-0.02826562151312828,0.000590786337852478,0.06999999284744263,0.0,0.0,0.0,-0.12696556746959686
21,59188-1784828724765867300,59188,3948,3,219,0,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,1,SCRIPTED:OP12,11,0,2,3,-1,95,0.7199999690055847,1,0,0,32,4,5,5,5,2,0,1,1,1,3,2,0,1,2,1,2,32.0,5.97435302734375,-1.149999976158142,-0.5,-0.011238932609558105,0.0,-1.0,-100.0,0.0,-0.5804906487464905
22,59188-1784828724765867300,59188,4000,3,232,0,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,0,SCRIPTED:OP8,7,0,1,1,0,240,0.6800000071525574,0,2,8,119,3,25,1,17,2,13,0,1,0,1,0,6,1,0,0,4,222.0,6.685296630859375,-0.5,0.0,0.00916355848312378,0.0,0.0,0.0,0.0,-0.12378910183906555
23,59188-1784828724765867300,59188,4420,4,81,0,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,1,SCRIPTED:OP12,11,0,2,3,-1,105,0.5999999642372131,1,0,4,22,1,11,3,8,0,3,1,2,0,5,0,2,1,2,1,4,36.0,6.411793154761905,-1.149999976158142,-0.4681496322154999,0.012115523219108582,0.0,-1.0,-100.0,-0.20000000298023224,-0.6067617535591125
24,59188-1784828724765867300,59188,4428,4,83,0,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,1,SCRIPTED:OP10,9,1,3,0,3,120,0.7999999523162842,0,14,4,42,4,5,4,12,1,2,2,1,0,2,0,2,0,1,3,8,42.0,6.481164042154948,1.4500000476837158,0.6530284285545349,0.004838421940803528,0.02499999850988388,1.0,100.0,-0.20000000298023224,0.6216083765029907
25,59188-1784828724765867300,59188,4680,4,146,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,1,SCRIPTED:OP11,10,1,3,1,2,237,0.7599999904632568,0,2,9,115,7,9,10,15,3,3,1,2,2,2,3,2,0,2,4,7,66.0,6.3740852452531644,1.2999999523162842,0.43520182371139526,0.0091685950756073,0.04999999701976776,1.0,100.0,-0.20000000298023224,0.5631939172744751
26,59188-1784828724765867300,59188,4760,4,166,0,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,0,SCRIPTED:OP8,7,0,2,3,-1,229,0.7599999904632568,0,1,9,46,3,23,9,14,1,5,0,4,1,10,2,2,3,2,1,8,85.0,7.0186517040802405,-1.149999976158142,-0.4695312976837158,0.005677178502082825,0.019999999552965164,-1.0,-100.0,0.0,-0.5738725662231445
