opponent,map,episode_index,best_z,oracle_return,fixed_z2_return,fixed_z2_regret,return_z0,return_z1,return_z2,return_z3,cell_seed,episode_seed,ctx_0,ctx_1,ctx_2,ctx_3,ctx_4,ctx_5,ctx_6,ctx_7,ctx_8,ctx_9,ctx_10,ctx_11,ctx_12,ctx_13,ctx_14,ctx_15,ctx_16,ctx_17,ctx_18,ctx_19,ctx_20,ctx_21,ctx_22,ctx_23,ctx_24,ctx_25,ctx_26,ctx_27,ctx_28,ctx_29,ctx_30,ctx_31,ctx_32,ctx_33
OP10,map_b,10,1,-2.3471783015702385,-2.828660582716111,0.48148228114587255,-2.915446818486089,-2.3471783015702385,-2.828660582716111,-2.7856522889633197,2042,2052,0.07375472784042358,0.3424227237701416,0.03830425813794136,0.21039006114006042,0.6182425618171692,0.03836165368556976,0.033828139305114746,0.01384558342397213,0.5368190407752991,0.5955678224563599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40443217754364014,0.4631809592247009,0.7976449131965637,0.6981955170631409,1.0,1.0,0.0,0.6461482644081116,0.47905299067497253,0.0,0.0,0.0,0.0,0.25040045380592346,0.0
OP10,map_b,11,0,-0.9693354202026967,-11.02447230782127,10.055136887618573,-0.9693354202026967,-2.956179047905607,-11.02447230782127,-2.106169038102962,2042,2053,0.05903039127588272,0.22600749135017395,0.01868532970547676,0.212510883808136,0.5938687324523926,0.3635462522506714,0.07328318804502487,0.06257166713476181,0.5670967698097229,0.4529370069503784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5470629930496216,0.4329032301902771,0.9097718596458435,0.9038876891136169,1.0,1.0,0.0,0.5934949517250061,0.499549001455307,0.0,0.0,0.5,1.0,0.3096928000450134,0.0
OP10,map_b,12,2,-3.1156494544411544,-3.1156494544411544,0.0,-7.380081551731564,-10.534670793334953,-3.1156494544411544,-5.180363848630805,2042,2054,0.14880912005901337,0.4211486279964447,0.011647324077785015,0.07051127403974533,0.5557308197021484,0.3010178804397583,0.05349350348114967,0.20142346620559692,0.44059398770332336,0.5007099509239197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4992900490760803,0.559406042098999,0.9102069139480591,0.8508872985839844,1.0,1.0,0.0,0.4764311909675598,0.42407160997390747,0.0,0.0,1.0,0.5,0.2798725366592407,0.0
OP10,map_b,13,2,-1.0161958787648473,-1.0161958787648473,0.0,-1.0409014408360235,-3.4977975072106346,-1.0161958787648473,-1.0292899839405436,2042,2055,0.10319246351718903,0.4603422284126282,0.04319947585463524,0.06512539833784103,0.6222851872444153,0.20235639810562134,0.03498475253582001,0.14391076564788818,0.48606595396995544,0.5866044759750366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4133955240249634,0.5139340162277222,0.9569800496101379,0.943300724029541,1.0,1.0,0.0,0.6021544933319092,0.5413955450057983,0.0,0.0,1.0,0.5,0.2262527048587799,0.0
OP10,map_b,14,2,-1.8683527328248601,-1.8683527328248601,0.0,-7.767981874290854,-6.465737466729479,-1.8683527328248601,-8.14256930211559,2042,2056,0.12127791345119476,0.2882710099220276,0.04068246856331825,0.045492928475141525,0.6248854994773865,0.20670899748802185,0.015060417354106903,0.16543583571910858,0.4528385400772095,0.5695387125015259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4304612874984741,0.5471614599227905,0.9778791666030884,0.9568809866905212,1.0,1.0,0.0,0.5379084944725037,0.4911079704761505,0.0,0.0,1.0,0.5,0.22715002298355103,0.0
OP10,map_b,15,3,-1.8615682683011983,-2.304004375851946,0.4424361075507477,-2.54793422203511,-2.8531498048105277,-2.304004375851946,-1.8615682683011983,2042,2057,0.1459212601184845,0.31710144877433777,0.004055985249578953,0.11678208410739899,0.5218920707702637,0.2728102505207062,0.017974063754081726,0.13632774353027344,0.45816072821617126,0.4724367558956146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.527563214302063,0.5418392419815063,0.8871455788612366,0.9173442125320435,1.0,1.0,0.0,0.4175165295600891,0.3676374852657318,0.0,0.0,1.0,0.5,0.25436002016067505,0.0
OP10,map_b,16,1,-0.1057385224266909,-3.8404605748073664,3.7347220523806754,-2.0196047469216865,-0.1057385224266909,-3.8404605748073664,-12.933492986252531,2042,2058,0.05258139222860336,0.40993621945381165,0.033705681562423706,0.018201690167188644,0.5539149045944214,0.1598414182662964,0.013787582516670227,0.015311208553612232,0.5161677598953247,0.5138508081436157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4861491918563843,0.4838322401046753,0.958763837814331,0.8185109496116638,1.0,1.0,0.0,0.5606070756912231,0.516798734664917,0.0,0.0,1.0,0.5,0.058910466730594635,0.0
OP10,map_b,17,3,-1.5755794592259917,-4.607525732048089,3.031946272822097,-2.336851372703677,-2.1133231652493123,-4.607525732048089,-1.5755794592259917,2042,2059,0.03978421911597252,0.2778882086277008,0.012230421416461468,0.14264628291130066,0.5408478379249573,0.42910629510879517,0.008446953259408474,0.07319963723421097,0.5530968904495239,0.46169620752334595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.538303792476654,0.4469031095504761,0.9304586052894592,0.9313197731971741,1.0,1.0,0.0,0.5443910956382751,0.48471400141716003,0.0,0.0,0.5,1.0,0.2168550342321396,0.0
OP10,map_b,18,0,-1.4171421728096902,-3.8740357813658193,2.456893608556129,-1.4171421728096902,-4.195241046341835,-3.8740357813658193,-10.381673149997368,2042,2060,0.0526919849216938,0.5224661827087402,0.045043185353279114,0.11874466389417648,0.6186996698379517,0.3033145070075989,0.01677144505083561,0.17706109583377838,0.5797096490859985,0.5461465120315552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4538534879684448,0.42029035091400146,0.9194169044494629,0.8731746673583984,1.0,1.0,0.0,0.6398428678512573,0.5292245745658875,0.0,0.0,0.5,0.5,0.3048543632030487,0.0
OP10,map_b,19,2,-0.4507041882316116,-0.4507041882316116,0.0,-1.534875596582424,-3.359454634686699,-0.4507041882316116,-10.61003451628494,2042,2061,0.06565875560045242,0.34146419167518616,0.011239943094551563,0.1783902943134308,0.6539148092269897,0.528827428817749,0.017088355496525764,0.020210864022374153,0.5498917698860168,0.5869682431221008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41303175687789917,0.45010823011398315,0.8335837721824646,0.8408610224723816,1.0,1.0,0.0,0.6398708820343018,0.5600405335426331,0.0,0.0,1.0,0.5,0.2052108496427536,0.0
OP10,map_b,20,1,-3.18228069646284,-8.683239249425242,5.500958552962402,-6.741450612345943,-3.18228069646284,-8.683239249425242,-4.398526282864623,2042,2062,0.09967953711748123,0.4771813452243805,0.011072356253862381,0.0738070011138916,0.6498292684555054,0.3135828673839569,0.020394455641508102,0.0892343670129776,0.5148497819900513,0.5608918070793152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4391081929206848,0.48515021800994873,0.9470621347427368,0.9431391954421997,1.0,1.0,0.0,0.5841625332832336,0.5394318103790283,0.0,0.0,0.5,1.0,0.1661681830883026,0.0
OP10,map_b,21,2,-1.200360900198575,-1.200360900198575,0.0,-2.0423875433043577,-5.263794720318401,-1.200360900198575,-3.318962269608164,2042,2063,0.10088140517473221,0.2227165251970291,0.06228863447904587,0.1701803058385849,0.581845760345459,0.4475594460964203,0.08052293956279755,0.11144419014453888,0.4396347105503082,0.4309650659561157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5690349340438843,0.5603653192520142,0.8995179533958435,0.8987687826156616,1.0,1.0,0.0,0.5538009405136108,0.34288692474365234,0.0,0.0,0.5,0.5,0.31871235370635986,0.0
OP10,map_b,22,1,-2.670619162352523,-8.869401110016042,6.1987819476635195,-2.7848908497253433,-2.670619162352523,-8.869401110016042,-3.651353633555118,2042,2064,0.14493997395038605,0.290218710899353,0.019266227260231972,0.25237712264060974,0.5617125630378723,0.3139447271823883,0.04520783945918083,0.003934728447347879,0.47598475217819214,0.4472191333770752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5527808666229248,0.5240152478218079,0.7891008257865906,0.9560614228248596,1.0,1.0,0.0,0.4879092872142792,0.41786566376686096,0.0,0.0,0.0,1.0,0.2984901964664459,0.0
OP10,map_b,23,0,-0.9253231926413719,-3.0240815311844926,2.0987583385431208,-0.9253231926413719,-2.0577624166035093,-3.0240815311844926,-1.8087530459451955,2042,2065,0.08072839677333832,0.33330583572387695,0.06803607195615768,0.03998088836669922,0.6022072434425354,0.5055077075958252,0.01539253443479538,0.14868174493312836,0.45270657539367676,0.5468988418579102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45310115814208984,0.5472934246063232,0.919490396976471,0.9831207394599915,1.0,1.0,0.0,0.5689622759819031,0.4691241681575775,0.0,0.0,1.0,0.5,0.2283901423215866,0.0
OP10,map_b,24,3,-2.3795504416630138,-4.442558325099526,2.063007883436512,-5.25231204755255,-5.350060475146165,-4.442558325099526,-2.3795504416630138,2042,2066,0.02221629209816456,0.29837566614151,0.020813582465052605,0.05472729355096817,0.569877028465271,0.46971961855888367,0.0678933635354042,0.09487098455429077,0.5687312483787537,0.43179842829704285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5682015419006348,0.43126875162124634,0.930690586566925,0.898679792881012,1.0,1.0,0.0,0.5811980962753296,0.477338582277298,0.0,0.0,1.0,0.5,0.1752135008573532,0.0
OP10,map_b,25,3,-4.264264249854023,-7.065916593070142,2.8016523432161193,-12.019118156458717,-6.95057908250601,-7.065916593070142,-4.264264249854023,2042,2067,0.029583914205431938,0.42856770753860474,0.01667908765375614,0.012446621432900429,0.579217791557312,0.3973519802093506,0.013925942592322826,0.188596710562706,0.5582947731018066,0.5421280264854431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4578719735145569,0.44170522689819336,0.9328255653381348,0.8549866676330566,1.0,1.0,0.0,0.5817658305168152,0.5461065173149109,0.0,0.0,1.0,0.5,0.2099214643239975,0.0
OP10,map_b,26,1,-0.17990910855587572,-2.7259446689567994,2.5460355604009237,-1.8608488457102794,-0.17990910855587572,-2.7259446689567994,-0.880255513911834,2042,2068,0.061865705996751785,0.215715229511261,0.02706434763967991,0.1217740923166275,0.5474570393562317,0.24202507734298706,0.03281779587268829,0.14354446530342102,0.56646728515625,0.5105689764022827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4894310235977173,0.43353271484375,0.9606612920761108,0.9618390798568726,1.0,1.0,0.0,0.5201907753944397,0.42573338747024536,0.0,0.0,0.5,0.5,0.2719935178756714,0.0
OP10,map_b,27,2,-0.3296116879209876,-0.3296116879209876,0.0,-1.017818811145844,-0.8516222460311837,-0.3296116879209876,-2.9420194972481113,2042,2069,0.10570977628231049,0.29085084795951843,0.005250135902315378,0.20490257441997528,0.6443674564361572,0.2174544781446457,0.0157034769654274,0.15664643049240112,0.5203866958618164,0.5897182822227478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4102817177772522,0.4796133041381836,0.8547214865684509,0.9374959468841553,1.0,1.0,0.0,0.5988388061523438,0.5183140635490417,0.0,0.0,0.5,0.5,0.3624013662338257,0.0
OP10,map_b,28,2,-0.6040505977871362,-0.6040505977871362,0.0,-8.966637976729544,-3.605535321228672,-0.6040505977871362,-10.77440573842614,2042,2070,0.04722928628325462,0.23806212842464447,0.021640341728925705,0.19299237430095673,0.6215555667877197,0.3050324022769928,0.008028232492506504,0.16628357768058777,0.5806472301483154,0.5554439425468445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4445560574531555,0.41935276985168457,0.9103206396102905,0.8815772533416748,1.0,1.0,0.0,0.6301074028015137,0.5684858560562134,0.0,0.0,0.5,0.5,0.36067911982536316,0.0
OP10,map_b,29,1,-0.4495016209548339,-0.8505470864474773,0.4010454654926434,-2.206225980364252,-0.4495016209548339,-0.8505470864474773,-1.7006502015865408,2042,2071,0.12443356961011887,0.47169533371925354,0.004171366337686777,0.03337801247835159,0.5376537442207336,0.10833379626274109,0.03553937003016472,0.08156489580869675,0.488193541765213,0.5284613370895386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4715386629104614,0.5118064880371094,0.9018151164054871,0.8339928984642029,1.0,1.0,0.0,0.557457685470581,0.5165831446647644,0.0,0.0,1.0,0.5,0.12260888516902924,0.0
OP10,map_b,30,1,-1.8891654253820889,-6.227380130556412,4.338214705174323,-5.252515017200494,-1.8891654253820889,-6.227380130556412,-2.337678923999192,2042,2072,0.14856816828250885,0.5721451044082642,0.008374161086976528,0.07592280954122543,0.6099317073822021,0.41708505153656006,0.025719355791807175,0.2392706423997879,0.46645238995552063,0.5427413582801819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4572586417198181,0.5335476398468018,0.8332957625389099,0.8234571218490601,1.0,1.0,0.0,0.5449814200401306,0.49552640318870544,0.0,0.0,0.5,0.5,0.31703224778175354,0.0
OP10,map_b,31,1,-2.2431969648750965,-2.6700502709136344,0.426853306038538,-6.402877821965376,-2.2431969648750965,-2.6700502709136344,-3.955907611816656,2042,2073,0.10538047552108765,0.39583179354667664,0.025760360062122345,0.089686319231987,0.5792018175125122,0.3639083802700043,0.02664446271955967,0.06503628194332123,0.4880785048007965,0.48770904541015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5122909545898438,0.5119215250015259,0.9517621994018555,0.9451079368591309,1.0,1.0,0.0,0.48754340410232544,0.42519697546958923,0.0,0.0,1.0,1.0,0.16359515488147736,0.0
OP10,map_b,32,2,-2.720631113566924,-2.720631113566924,0.0,-5.085152431420283,-5.395100430119783,-2.720631113566924,-8.205894001410343,2042,2074,0.061929602175951004,0.6062344908714294,0.049327701330184937,0.010748154483735561,0.5255735516548157,0.4177473485469818,0.011855538003146648,0.2457524687051773,0.5561320185661316,0.47876816987991333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5212318301200867,0.4438679814338684,0.7511864900588989,0.7985334992408752,1.0,1.0,0.0,0.5535014271736145,0.4287029504776001,0.0,0.0,0.0,0.0,0.2965233623981476,0.0
OP10,map_b,33,2,-0.7627647549670655,-0.7627647549670655,0.0,-4.19035834009992,-4.227183479379164,-0.7627647549670655,-0.9524343025695998,2042,2075,0.0870063304901123,0.3003508448600769,0.017846785485744476,0.2010398507118225,0.5941891074180603,0.49987781047821045,0.04195020720362663,0.09663879871368408,0.5177432298660278,0.4840847849845886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5159152150154114,0.48225677013397217,0.848271369934082,0.9303560256958008,1.0,1.0,0.0,0.5806509852409363,0.4580259621143341,0.0,0.0,0.5,0.5,0.3071816563606262,0.0
OP10,map_b,34,2,-0.23967395338695496,-0.23967395338695496,0.0,-14.323679051769432,-1.939626942796167,-0.23967395338695496,-1.3514317118970212,2042,2076,0.08509320765733719,0.21996015310287476,0.06760834902524948,0.1349630057811737,0.5423554182052612,0.23037227988243103,0.010483775287866592,0.14592863619327545,0.5226188898086548,0.4826648533344269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5173351764678955,0.4773811101913452,0.9467565417289734,0.9467004537582397,1.0,1.0,0.0,0.49776479601860046,0.3791705071926117,0.0,0.0,0.5,0.5,0.297254741191864,0.0
OP10,map_b,35,1,-4.4529030504927505,-6.471037390932906,2.018134340440156,-6.755620986863505,-4.4529030504927505,-6.471037390932906,-4.693977100221673,2042,2077,0.14699865877628326,0.1873449683189392,0.014108012430369854,0.18465562164783478,0.5770308375358582,0.4414559304714203,0.009140235371887684,0.08269068598747253,0.4403206706047058,0.5154867172241211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4845132827758789,0.5596793293952942,0.9077409505844116,0.9842433929443359,1.0,1.0,0.0,0.5287662744522095,0.4252704083919525,0.0,0.0,0.5,1.0,0.2683880925178528,0.0
OP10,map_b,36,1,-1.9105314381886274,-2.21587970451219,0.3053482663235627,-6.7702986477233935,-1.9105314381886274,-2.21587970451219,-7.285905787197407,2042,2078,0.09504617750644684,0.20297640562057495,0.07689302414655685,0.08520155400037766,0.5527480244636536,0.15665176510810852,0.0053225234150886536,0.03973132371902466,0.43405312299728394,0.5019557476043701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4980442523956299,0.5659468770027161,0.8794962167739868,0.8339364528656006,1.0,1.0,0.0,0.4709864854812622,0.38654401898384094,0.0,0.0,0.5,0.5,0.1548548936843872,0.0
OP10,map_b,37,3,-0.38992424597381614,-10.006802786607295,9.61687854063348,-11.394918117439374,-7.490532322786748,-10.006802786607295,-0.38992424597381614,2042,2079,0.14618386328220367,0.31600862741470337,0.016313962638378143,0.1737591177225113,0.6047036051750183,0.1048896536231041,0.012082051485776901,0.0004095240728929639,0.4867948889732361,0.5782979130744934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4217020869255066,0.5132051110267639,0.8514935374259949,0.751246988773346,1.0,1.0,0.0,0.52753084897995,0.43177884817123413,0.0,0.0,0.5,0.0,0.18661226332187653,0.0
OP10,map_b,38,1,-2.1709176376461983,-10.595559267763747,8.424641630117549,-4.718663456995273,-2.1709176376461983,-10.595559267763747,-3.9061163189762738,2042,2080,0.064935103058815,0.3717363774776459,0.060754504054784775,0.045012664049863815,0.6051501035690308,0.6218881607055664,0.010586176067590714,0.04802393913269043,0.47610771656036377,0.5682949423789978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4317050576210022,0.5238922834396362,0.938823938369751,0.7795940041542053,1.0,1.0,0.0,0.6002761721611023,0.5300204157829285,0.0,0.0,1.0,0.0,0.12478938698768616,0.0
OP10,map_b,39,0,-0.2920327490719501,-8.701114897034131,8.409082147962181,-0.2920327490719501,-11.045432417915436,-8.701114897034131,-5.43570522221853,2042,2081,0.03958963602781296,0.6122655868530273,0.0029054393526166677,0.02967546135187149,0.6195658445358276,0.3372066617012024,0.014266707934439182,0.29064831137657166,0.6036812663078308,0.6164662837982178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3835337162017822,0.3963187336921692,0.7692318558692932,0.7237452864646912,1.0,1.0,0.0,0.6977236270904541,0.5930673480033875,0.0,0.0,0.0,0.0,0.32081565260887146,0.0
OP10,map_b,40,1,-1.6964618007768877,-4.449250101257348,2.7527883004804607,-9.663333596283337,-1.6964618007768877,-4.449250101257348,-2.9059903117013164,2042,2082,0.032286386936903,0.29803991317749023,0.015974292531609535,0.12056068331003189,0.6110439300537109,0.5062624216079712,0.0034948503598570824,0.01913456805050373,0.5565941333770752,0.553206741809845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44679325819015503,0.4434058666229248,0.931187629699707,0.8662670850753784,1.0,1.0,0.0,0.6247972846031189,0.5634710192680359,0.0,0.0,1.0,1.0,0.14106547832489014,0.0
OP10,map_b,41,0,0.011811092117568478,-10.24797409249004,10.259785184607608,0.011811092117568478,-2.358158455375815,-10.24797409249004,-7.040802214265568,2042,2083,0.10457593202590942,0.35811299085617065,0.041262127459049225,0.020046574994921684,0.5980018973350525,0.3546851575374603,0.06664318591356277,0.017747869715094566,0.4558672606945038,0.46103477478027344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5389652252197266,0.5441327095031738,0.9828372597694397,0.9342610836029053,1.0,1.0,0.0,0.49416065216064453,0.3855632245540619,0.0,0.0,1.0,1.0,0.11483999341726303,0.0
OP10,map_b,42,0,-0.37199349905131385,-3.0488983391260263,2.6769048400747124,-0.37199349905131385,-8.93300858393195,-3.0488983391260263,-1.7085146577446721,2042,2084,0.0703064426779747,0.47140002250671387,0.06997016072273254,0.044758282601833344,0.5571322441101074,0.26440808176994324,0.03710954263806343,0.23475001752376556,0.48861438035964966,0.543401837348938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.456598162651062,0.5113856196403503,0.89853835105896,0.8542366027832031,1.0,1.0,0.0,0.5809317827224731,0.45428338646888733,0.0,0.0,1.0,0.5,0.32072606682777405,0.0
OP10,map_b,43,0,-0.8525177213014103,-2.3708313213137444,1.518313600012334,-0.8525177213014103,-5.3613836664299015,-2.3708313213137444,-1.6691069063963369,2042,2085,0.11514805257320404,0.29638370871543884,0.0026540544349700212,0.13019244372844696,0.5169417262077332,0.08824442327022552,0.006426315288990736,0.017541786655783653,0.4887247383594513,0.5160302519798279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4839697480201721,0.5112752914428711,0.9131097197532654,0.7403432726860046,1.0,1.0,0.0,0.46791872382164,0.40931543707847595,0.0,0.0,1.0,0.0,0.1489013433456421,0.0
