tick,b0_x,b0_y,b1_x,b1_y,r0_x,r0_y,r1_x,r1_y,a0_macro,a0_tgt,a1_macro,a1_tgt,blue_score,red_score
27,13.11198616027832,10.202107429504395,4.135583877563477,10.41054630279541,15.813302993774414,9.694993019104004,13.835624694824219,10.95831298828125,0,45,0,45,0,0
28,12.02316665649414,10.182303428649902,3.0661654472351074,10.204960823059082,15.360130310058594,8.761238098144531,13.476655960083008,10.550664901733398,0,45,0,45,0,0
29,10.934347152709961,10.162500381469727,3.1435577869415283,9.118714332580566,14.358428001403809,9.033001899719238,12.722357749938965,10.359501838684082,0,45,0,45,0,0
30,9.845527648925781,10.142696380615234,4.231320858001709,9.066822052001953,13.372756958007812,9.35814380645752,11.79445743560791,10.257266998291016,0,45,0,45,0,0
31,8.756708145141602,10.122892379760742,5.3148298263549805,9.176043510437012,13.509073257446289,10.387066841125488,11.571629524230957,9.243555068969727,0,45,0,14,0,0
32,7.667888164520264,10.103089332580566,5.445106029510498,8.59143352508545,14.545406341552734,10.444324493408203,12.526277542114258,8.836234092712402,0,45,0,14,0,0
33,6.579068183898926,10.083285331726074,5.233314037322998,8.267704010009766,15.262801170349121,9.746575355529785,13.561088562011719,8.916417121887207,0,45,0,14,0,0
34,5.490248203277588,10.063481330871582,4.96174430847168,8.198662757873535,15.667825698852539,9.347676277160645,14.59868335723877,8.942126274108887,0,45,0,45,0,0
35,4.40142822265625,10.043678283691406,4.5400495529174805,7.554091453552246,16.397226333618164,9.277496337890625,14.947927474975586,8.72774600982666,0,45,0,45,0,0
36,3.312608242034912,10.023874282836914,5.0114426612854,6.572404384613037,16.415842056274414,9.016255378723145,15.656670570373535,8.754756927490234,0,45,0,45,0,0
37,3.1638998985290527,11.102673530578613,6.058810234069824,6.870635509490967,16.913908004760742,9.018292427062988,15.603232383728027,8.566825866699219,0,45,0,45,0,0
38,4.217471122741699,11.378190040588379,7.106177806854248,7.1688666343688965,17.25617790222168,8.967232704162598,15.656035423278809,8.45964527130127,0,45,0,45,0,0
39,5.304788589477539,11.317681312561035,8.153545379638672,7.467097759246826,17.012943267822266,8.785074234008789,16.463102340698242,7.833829879760742,2,43,0,45,0,0
40,6.386941909790039,11.195755958557129,9.200913429260254,7.765328884124756,16.982698440551758,8.689410209655762,16.011201858520508,6.899458408355713,2,43,0,45,0,0
41,7.469095230102539,11.073832511901855,10.248281478881836,8.063560485839844,17.018468856811523,8.612689971923828,14.973298072814941,6.903943061828613,2,43,0,45,0,0
42,8.551248550415039,10.95190715789795,11.295649528503418,8.361791610717773,16.845224380493164,8.064724922180176,13.935394287109375,6.908428192138672,2,43,2,47,0,0
43,9.633401870727539,10.829983711242676,12.342341423034668,8.662386894226074,15.933531761169434,7.568659782409668,12.897490501403809,6.912912368774414,0,45,2,47,0,0
44,10.721935272216797,10.798091888427734,13.389033317565918,8.962982177734375,14.940645217895508,7.87105131149292,11.859586715698242,6.9173970222473145,0,45,2,47,0,0
45,11.810468673706055,10.766200065612793,13.214608192443848,10.037922859191895,14.135425567626953,8.437715530395508,10.821682929992676,6.921881675720215,0,45,0,47,0,0
46,12.899002075195312,10.734308242797852,12.125614166259766,10.034239768981934,13.657561302185059,9.26815414428711,9.78377914428711,6.926366806030273,0,45,0,41,0,0
47,13.98753547668457,10.702415466308594,11.036620140075684,10.030557632446289,13.263901710510254,10.029024124145508,8.745875358581543,6.930850982666016,0,45,0,40,0,0
48,15.076068878173828,10.670522689819336,9.947626113891602,10.026874542236328,13.580350875854492,10.432767868041992,7.707971572875977,6.935335636138916,0,45,0,41,0,0
49,16.164602279663086,10.638629913330078,8.85863208770752,10.023192405700684,14.35582447052002,10.560714721679688,7.5195088386535645,7.955995082855225,0,45,0,45,0,0
50,16.261943817138672,9.55398941040039,7.7696380615234375,10.019509315490723,15.294501304626465,10.601149559020996,8.487370491027832,8.330840110778809,0,45,2,45,0,0
51,15.196483612060547,9.32878589630127,6.6806440353393555,10.015827178955078,15.796562194824219,10.057719230651855,9.512672424316406,8.492148399353027,4,45,2,45,0,0
52,14.10888957977295,9.38410472869873,5.591650009155273,10.012144088745117,15.679797172546387,9.581857681274414,10.539521217346191,8.64329719543457,4,45,0,44,0,0
53,13.021295547485352,9.439423561096191,4.502655982971191,10.008461952209473,14.995980262756348,9.126302719116211,11.555777549743652,8.854216575622559,2,45,0,45,0,0
54,11.558406829833984,9.825126647949219,3.4136621952056885,10.004779815673828,13.97120475769043,9.288798332214355,12.691612243652344,8.827528953552246,0,45,0,45,0,0
55,10.469589233398438,9.845046997070312,3.2809414863586426,11.085661888122559,13.406477928161621,9.292912483215332,12.320568084716797,9.828292846679688,0,45,0,45,0,0
56,9.38077163696289,9.864967346191406,4.338476181030273,11.345550537109375,12.386434555053711,9.48468017578125,11.541600227355957,10.390425682067871,0,45,0,45,0,0
57,8.291954040527344,9.8848876953125,5.425898551940918,11.286957740783691,12.3853120803833,10.522592544555664,11.882959365844727,11.370597839355469,0,44,0,47,0,0
58,7.203136444091797,9.904808044433594,6.480581283569336,11.558188438415527,13.737000465393066,10.342754364013672,12.583657264709473,11.641106605529785,0,33,0,47,0,0
59,6.11431884765625,9.924728393554688,7.535264015197754,11.829419136047363,14.767193794250488,10.469112396240234,13.611720085144043,11.49845027923584,0,45,0,47,0,0
60,5.025501251220703,9.944648742675781,8.589946746826172,12.1006498336792,15.79114818572998,10.638763427734375,14.642969131469727,11.38101863861084,0,45,0,47,0,0
61,3.936683416366577,9.964569091796875,9.64462947845459,12.371879577636719,16.802818298339844,10.870684623718262,15.677230834960938,11.294027328491211,0,45,2,43,0,0
62,3.8274195194244385,11.048073768615723,10.681074142456055,12.03765869140625,17.79414176940918,10.910134315490723,16.23705291748047,11.398299217224121,0,45,2,43,0,0
63,4.890337944030762,11.284981727600098,11.71751880645752,11.703437805175781,18.2697696685791,11.832653999328613,16.47425651550293,12.408743858337402,0,45,2,43,0,0
64,5.977885723114014,11.228758811950684,12.753963470458984,11.369215965270996,17.451702117919922,12.47142505645752,15.52548885345459,12.829582214355469,0,45,2,43,0,0
65,7.065433502197266,11.17253589630127,13.79040813446045,11.034995079040527,16.44122886657715,12.234342575073242,14.607248306274414,12.345745086669922,0,45,0,45,0,0
66,8.15298080444336,11.116312980651855,14.874825477600098,10.935195922851562,15.495599746704102,11.806498527526855,14.183343887329102,11.665522575378418,0,45,0,45,0,0
67,9.240528106689453,11.060090065002441,14.904251098632812,9.846593856811523,15.664111137390137,11.45048713684082,13.948099136352539,11.114195823669434,0,45,0,45,0,0
68,10.328075408935547,11.003867149353027,13.82680892944336,9.68835735321045,15.269776344299316,10.618136405944824,14.444300651550293,10.456365585327148,0,45,0,45,0,0
69,11.41562271118164,10.947644233703613,12.738186836242676,9.717042922973633,14.974533081054688,10.345982551574707,13.7671537399292,9.786041259765625,0,45,0,45,0,0
70,12.503170013427734,10.8914213180542,11.649564743041992,9.745728492736816,13.975380897521973,10.064985275268555,13.269331932067871,9.589571952819824,0,45,0,47,0,0
71,13.962407112121582,11.169633865356445,10.560942649841309,9.774415016174316,12.839676856994629,10.15943431854248,12.537505149841309,9.87056827545166,0,45,0,33,0,0
72,15.043405532836914,11.037860870361328,9.472320556640625,9.8031005859375,13.419610023498535,11.011062622070312,11.884390830993652,10.786108016967773,0,45,0,45,0,0
73,16.12440299987793,10.906087875366211,8.383698463439941,9.831786155700684,14.190247535705566,11.352266311645508,12.842156410217285,11.186044692993164,0,45,0,45,0,0
74,17.205400466918945,10.774314880371094,7.295076370239258,9.860471725463867,15.193990707397461,11.120718955993652,13.876314163208008,11.097837448120117,0,45,2,45,0,0
75,17.202672958374023,9.685317993164062,6.206454277038574,9.889158248901367,16.216846466064453,10.944563865661621,14.909360885620117,10.997445106506348,0,45,0,45,0,0
76,16.121028900146484,9.558960914611816,5.117832183837891,9.91784381866455,16.72844886779785,10.291069984436035,15.810240745544434,10.482003211975098,0,45,0,45,0,0
77,14.684155464172363,9.234328269958496,4.029210090637207,9.946529388427734,17.005279541015625,9.736772537231445,15.845301628112793,10.429553031921387,2,45,0,45,0,0
78,13.59713363647461,9.299946784973145,2.9405879974365234,9.975214958190918,16.549036026000977,9.159462928771973,15.039347648620605,9.846150398254395,0,45,0,45,0,0
79,12.510112762451172,9.36556625366211,2.8400516510009766,11.059564590454102,15.512295722961426,9.208802223205566,14.290901184082031,9.562694549560547,0,45,0,45,0,0
80,11.423091888427734,9.431184768676758,3.904843330383301,11.287906646728516,14.475794792175293,9.262925148010254,13.366748809814453,9.460392951965332,0,45,0,45,0,0
81,10.336071014404297,9.49680233001709,4.9925642013549805,11.235135078430176,13.439455032348633,9.320046424865723,12.358075141906738,9.445235252380371,0,45,0,15,0,0
82,9.24905014038086,9.562420845031738,5.034646511077881,10.637664794921875,12.403221130371094,9.37906551361084,11.320499420166016,9.471696853637695,0,45,0,45,0,0
83,8.162029266357422,9.62803840637207,5.866240978240967,9.934549331665039,12.268653869628906,10.408218383789062,11.153692245483398,10.496118545532227,0,45,0,45,0,0
84,7.266210556030273,9.231659889221191,6.762823104858398,10.447979927062988,13.254876136779785,10.731684684753418,12.129273414611816,10.850384712219238,0,45,0,45,0,0
85,6.188619613647461,9.388880729675293,7.851780891418457,10.457552909851074,14.144323348999023,10.196757316589355,13.074715614318848,10.422128677368164,0,14,0,45,0,0
86,5.111028671264648,9.546102523803711,8.940738677978516,10.46712589263916,15.020894050598145,9.64098072052002,14.010692596435547,9.973563194274902,0,37,0,45,0,0
87,4.033437728881836,9.703323364257812,10.029696464538574,10.476698875427246,16.061843872070312,9.08492374420166,14.46920394897461,9.681610107421875,0,45,0,45,0,0
88,2.9558463096618652,9.860543251037598,11.118654251098633,10.486271858215332,16.13165855407715,8.049361228942871,14.182182312011719,8.684171676635742,0,45,0,45,0,0
89,2.9842448234558105,10.949172973632812,12.207612037658691,10.495844841003418,15.127105712890625,7.788328170776367,13.148780822753906,8.780844688415527,0,45,0,45,0,0
90,4.068567752838135,11.049996376037598,13.29656982421875,10.505417823791504,14.366083145141602,8.494096755981445,12.660356521606445,9.670855522155762,0,45,0,45,0,0
91,5.156970977783203,11.013952255249023,12.93541145324707,9.441896438598633,14.378511428833008,9.393879890441895,12.990525245666504,10.10395622253418,0,45,0,45,0,0
92,6.2453742027282715,10.97790813446045,11.879298210144043,9.176292419433594,13.629605293273926,9.41879940032959,13.329910278320312,10.164644241333008,0,45,0,45,0,0
93,7.33377742767334,10.941864013671875,10.794063568115234,9.266777038574219,12.721271514892578,9.292949676513672,14.034741401672363,9.717278480529785,0,45,0,44,0,0
94,8.422181129455566,10.9058198928833,9.708828926086426,9.357261657714844,11.721134185791016,9.279367446899414,13.923019409179688,8.685396194458008,0,45,0,45,0,0
95,9.510584831237793,10.869778633117676,8.623594284057617,9.447745323181152,11.491008758544922,8.267287254333496,14.916169166564941,8.383870124816895,0,45,2,14,0,0
96,10.59898853302002,10.83373737335205,7.538360118865967,9.538229942321777,12.442697525024414,7.853099346160889,15.946081161499023,8.51250171661377,0,45,2,33,0,0
97,11.687392234802246,10.797696113586426,6.453125953674316,9.628713607788086,13.026519775390625,8.711246490478516,16.01107406616211,9.548377990722656,0,45,0,47,0,0
98,12.775795936584473,10.7616548538208,5.367891311645508,9.719197273254395,12.465901374816895,9.584728240966797,15.013952255249023,9.836495399475098,0,44,0,45,0,0
99,13.08055305480957,9.22360897064209,4.282656669616699,9.809680938720703,12.415173530578613,10.648544311523438,14.054755210876465,10.232986450195312,0,45,0,45,0,0
100,12.014243125915527,9.002467155456543,3.1974222660064697,9.900164604187012,13.142359733581543,11.019037246704102,13.549185752868652,9.709163665771484,0,45,0,45,0,0
101,10.9306058883667,9.110410690307617,3.1586484909057617,10.988473892211914,13.988924026489258,10.418542861938477,12.752616882324219,9.342419624328613,0,45,0,45,0,0
102,9.846968650817871,9.218354225158691,4.234692096710205,11.15595817565918,13.556201934814453,9.475136756896973,11.807072639465332,9.222017288208008,0,45,0,45,0,0
103,8.763331413269043,9.326297760009766,5.322793006896973,11.111712455749512,14.402766227722168,8.874642372131348,11.628168106079102,8.199639320373535,0,44,0,15,0,0
104,7.679694175720215,9.43424129486084,5.369556427001953,10.514591217041016,15.41825008392334,9.089249610900879,12.599493980407715,7.833866596221924,2,45,0,45,0,0
105,7.004074573516846,9.253183364868164,5.798617839813232,10.107015609741211,16.421432495117188,9.355497360229492,12.420589447021484,6.811488628387451,0,45,0,45,0,0
106,5.927003383636475,9.413928031921387,6.886990070343018,10.143993377685547,17.40117645263672,9.69808578491211,11.382773399353027,6.797293663024902,0,45,0,45,0,0
107,4.8499321937561035,9.57467269897461,7.9753618240356445,10.180973052978516,17.910964965820312,9.96594524383545,10.345016479492188,6.815289497375488,0,14,0,45,0,0
108,3.7728610038757324,9.735417366027832,9.06373405456543,10.217952728271484,18.137723922729492,10.179948806762695,9.307259559631348,6.833286285400391,0,14,0,45,0,0
109,3.5403101444244385,8.885054588317871,10.152106285095215,10.254932403564453,18.218271255493164,10.365221977233887,8.269502639770508,6.851282119750977,0,14,0,45,0,0
110,4.093113899230957,8.453986167907715,11.240478515625,10.291912078857422,17.992435455322266,11.019412994384766,7.231745719909668,6.869278907775879,0,5,0,45,0,0
111,4.064614295959473,7.365359306335449,12.328850746154785,10.328890800476074,17.00579261779785,11.341593742370605,6.193988800048828,6.887274742126465,0,5,0,45,0,0
112,2.9802823066711426,7.264636516571045,13.41722297668457,10.365870475769043,15.991387367248535,11.121944427490234,6.018828392028809,7.910301208496094,0,5,0,45,0,0
113,2.2492823600769043,8.071828842163086,14.12850570678711,10.074516296386719,15.37263011932373,11.157782554626465,6.9914870262146,8.272515296936035,0,5,0,45,0,0
114,1.518282413482666,8.879021644592285,14.22077751159668,11.159600257873535,14.726983070373535,10.595614433288574,8.014277458190918,8.449048042297363,0,45,0,45,0,0
115,2.233149766921997,9.700535774230957,13.154276847839355,11.379823684692383,14.368693351745605,10.757797241210938,9.037067413330078,8.625580787658691,0,45,0,45,0,0
116,3.3207364082336426,9.755996704101562,12.073514938354492,11.246129989624023,13.73846435546875,11.080602645874023,10.059857368469238,8.80211353302002,0,45,0,45,0,0
117,4.408323287963867,9.811457633972168,10.992753028869629,11.112436294555664,12.874427795410156,11.166504859924316,11.082647323608398,8.97864818572998,0,45,0,45,0,0
118,5.495910167694092,9.866918563842773,9.911991119384766,10.978742599487305,11.897920608520508,11.138445854187012,12.105437278747559,9.155182838439941,0,45,0,45,0,0
119,6.583497047424316,9.922379493713379,8.831229209899902,10.845048904418945,11.594196319580078,12.130925178527832,13.128227233886719,9.331717491149902,0,45,2,16,0,0
120,7.617286205291748,9.480743408203125,7.804265022277832,11.208452224731445,12.51294994354248,12.613786697387695,14.151017189025879,9.508252143859863,0,45,2,16,0,0
121,8.70146369934082,9.583117485046387,6.7381272315979,10.986480712890625,13.505427360534668,12.31005573272705,15.173807144165039,9.684788703918457,0,45,0,14,0,0
122,9.78564167022705,9.6854887008667,5.671989440917969,10.764510154724121,14.487988471984863,11.975635528564453,15.53732967376709,8.712617874145508,0,45,0,45,0,0
123,10.869819641113281,9.787862777709961,4.605851173400879,10.542539596557617,15.441487312316895,11.58697509765625,14.649643898010254,8.174773216247559,0,45,0,47,0,0
124,11.953996658325195,9.890236854553223,3.539713144302368,10.320569038391113,15.246335983276367,10.567573547363281,13.695027351379395,8.582168579101562,0,45,0,47,0,0
125,11.980838775634766,10.97890567779541,3.1929514408111572,11.352885246276855,14.229714393615723,10.358423233032227,12.865222930908203,9.205617904663086,0,45,0,47,0,0
126,10.903023719787598,11.134584426879883,4.176894664764404,11.819550514221191,13.229185104370117,10.634477615356445,12.406266212463379,10.125877380371094,0,45,0,47,0,0
127,9.822759628295898,10.996919631958008,5.24483585357666,12.03267765045166,12.687041282653809,11.0159330368042,11.153566360473633,10.486058235168457,0,45,0,45,0,0
128,8.742496490478516,10.859254837036133,6.327610492706299,11.916401863098145,11.71666145324707,10.647656440734863,11.433256149291992,11.485576629638672,0,45,0,45,0,0
129,7.662232875823975,10.721590042114258,7.4103851318359375,11.800126075744629,10.746282577514648,10.279378890991211,12.467339515686035,11.396493911743164,0,45,0,45,0,0
130,6.581969261169434,10.583925247192383,8.493160247802734,11.683850288391113,9.77590274810791,9.911102294921875,13.449753761291504,11.061640739440918,0,14,0,45,0,0
131,5.501706123352051,10.446257591247559,9.575935363769531,11.567574501037598,8.805523872375488,9.542824745178223,14.40601634979248,10.658123970031738,0,14,0,14,0,0
132,4.421442985534668,10.308589935302734,9.588807106018066,10.47865104675293,7.83514404296875,9.174548149108887,15.025693893432617,10.307840347290039,0,45,0,14,0,0
133,3.341179609298706,10.17092227935791,8.584909439086914,10.056618690490723,6.86476469039917,8.806270599365234,15.330057144165039,10.052433967590332,0,45,0,14,0,0
134,3.349846601486206,9.08195686340332,7.58101224899292,9.634586334228516,7.046306133270264,7.78435754776001,15.493099212646484,9.844040870666504,0,45,0,14,0,0
135,4.432164192199707,8.961501121520996,6.577115058898926,9.212553977966309,8.084156036376953,7.772839546203613,15.59827995300293,9.660870552062988,0,45,0,45,0,0
136,5.514702796936035,9.079954147338867,6.877193450927734,8.165714263916016,9.091127395629883,8.024378776550293,15.685359954833984,9.493631362915039,2,45,0,45,0,0
137,6.600225448608398,9.166908264160156,7.9522199630737305,8.339609146118164,10.098098754882812,8.275918006896973,15.772943496704102,9.33899211883545,2,45,0,45,0,0
138,7.685748100280762,9.253862380981445,9.019953727722168,8.553772926330566,11.105070114135742,8.527458190917969,15.869322776794434,9.196416854858398,2,45,0,45,0,0
139,8.771270751953125,9.340819358825684,10.087687492370605,8.767936706542969,12.112041473388672,8.778997421264648,15.977704048156738,9.066631317138672,2,45,0,45,0,0
140,9.856793403625488,9.427776336669922,11.155421257019043,8.982101440429688,13.119012832641602,9.030536651611328,15.946911811828613,8.40821361541748,0,45,0,45,0,0
141,10.937602996826172,9.561087608337402,12.22315502166748,9.19626522064209,14.125984191894531,9.282076835632324,15.117648124694824,7.784045696258545,0,45,0,45,0,0
142,12.018412590026855,9.694398880004883,13.290888786315918,9.410429954528809,15.132955551147461,9.533616065979004,14.18483829498291,8.239160537719727,0,45,0,45,0,0
143,13.099222183227539,9.827710151672363,14.358622550964355,9.624594688415527,15.077536582946777,10.490099906921387,13.720918655395508,8.846999168395996,0,45,0,44,0,0
144,13.726472854614258,10.17146110534668,13.801098823547363,10.876824378967285,14.973066329956055,10.814311027526855,13.709773063659668,8.87519645690918,0,45,0,45,0,0
145,15.112849235534668,9.850756645202637,12.7129545211792,10.91998291015625,14.064613342285156,11.246562957763672,13.718439102172852,9.547901153564453,0,45,0,41,0,0
146,15.163025856018066,10.938600540161133,11.627947807312012,10.826807022094727,13.363161087036133,11.077081680297852,14.303027153015137,10.002447128295898,0,47,0,45,0,0
147,14.088796615600586,11.117352485656738,10.542941093444824,10.733631134033203,12.462660789489746,10.947199821472168,14.74932861328125,10.48827075958252,0,45,0,41,0,0
148,13.00441837310791,11.017125129699707,9.457934379577637,10.64045524597168,12.282083511352539,10.118136405944824,14.684874534606934,10.957236289978027,0,44,2,45,0,0
149,11.920040130615234,10.916897773742676,8.37292766571045,10.547279357910156,12.757098197937012,9.754079818725586,14.012808799743652,11.51385498046875,0,33,2,33,0,0
150,10.835661888122559,10.816670417785645,7.287920951843262,10.454103469848633,13.492938995361328,9.860816955566406,13.0147066116333,11.229150772094727,0,45,2,16,0,0
151,9.751283645629883,10.716442108154297,6.202914237976074,10.36092758178711,13.930662155151367,10.801913261413574,11.994903564453125,11.036108016967773,0,45,0,44,0,0
152,8.666905403137207,10.616214752197266,5.117907524108887,10.267751693725586,14.936707496643066,10.546693801879883,11.033838272094727,10.64416790008545,0,45,0,45,0,0
153,7.5825276374816895,10.515986442565918,4.032900810241699,10.174575805664062,15.893696784973145,10.144903182983398,10.072772979736328,10.252227783203125,0,45,0,45,0,0
154,6.498149871826172,10.415759086608887,2.9478940963745117,10.081400871276855,16.87546730041504,9.80816650390625,9.11170768737793,9.8602876663208,0,45,0,45,0,0
155,5.413772106170654,10.315530776977539,2.911820650100708,8.992998123168945,17.617584228515625,9.645292282104492,8.150642395019531,9.468347549438477,0,45,0,45,0,0
156,4.329394340515137,10.215303421020508,3.988276481628418,8.828185081481934,18.001117706298828,9.649934768676758,7.189577102661133,9.076407432556152,0,45,0,45,0,0
157,3.245016574859619,10.11507511138916,5.070137977600098,8.952672958374023,18.2020320892334,9.737738609313965,6.228511810302734,8.684467315673828,0,45,0,45,0,0
158,3.2160205841064453,9.026460647583008,6.151999473571777,9.077160835266113,18.30473518371582,9.866898536682129,6.43503475189209,7.667308330535889,0,45,0,45,0,0
159,4.293525218963623,8.86864948272705,7.233860969543457,9.201648712158203,18.349746704101562,10.016050338745117,7.4728546142578125,7.681220054626465,0,45,0,45,0,0
160,5.375431060791016,8.992749214172363,8.315722465515137,9.326136589050293,18.35662078857422,10.173669815063477,8.481328010559082,7.926668167114258,0,45,0,45,0,0
161,6.457336902618408,9.116848945617676,9.397583961486816,9.450624465942383,18.33497428894043,10.33297348022461,9.489801406860352,8.17211627960205,0,45,0,45,0,0
162,7.539242744445801,9.240948677062988,10.479445457458496,9.575112342834473,18.289793014526367,10.489501953125,10.498274803161621,8.417564392089844,0,45,0,45,0,0
163,8.621149063110352,9.3650484085083,11.561306953430176,9.699600219726562,17.73219871520996,10.829290390014648,11.50674819946289,8.663012504577637,0,45,0,45,0,0
164,9.703054428100586,9.489148139953613,12.643168449401855,9.824088096618652,16.711252212524414,10.642388343811035,12.51522159576416,8.90846061706543,0,47,0,45,0,0
165,10.649619102478027,10.027606010437012,13.725029945373535,9.948575973510742,15.693720817565918,10.437710762023926,13.52369499206543,9.153908729553223,0,47,0,45,0,0
166,11.596182823181152,10.566064834594727,13.72963809967041,11.037566184997559,14.686431884765625,10.187442779541016,14.5321683883667,9.399358749389648,0,47,0,45,0,0
167,12.119386672973633,10.83850383758545,13.072229385375977,11.437226295471191,14.189897537231445,10.628620147705078,15.540641784667969,9.644808769226074,0,47,0,5,0,0
168,12.637127876281738,11.639164924621582,11.992289543151855,11.29704475402832,14.037208557128906,10.78866195678711,15.48686695098877,10.681327819824219,0,47,0,45,0,0
169,13.613774299621582,12.120914459228516,10.912349700927734,11.15686321258545,13.310627937316895,11.230036735534668,14.503039360046387,11.012005805969238,0,45,0,45,0,0
170,13.251169204711914,13.147772789001465,9.832409858703613,11.016682624816895,12.872249603271484,11.808303833007812,14.532865524291992,11.494696617126465,0,5,0,45,0,0
171,12.188572883605957,12.909423828125,8.752470016479492,10.876501083374023,13.068892478942871,12.503430366516113,13.896896362304688,12.31494426727295,0,37,2,47,0,0
172,11.141429901123047,12.610404968261719,7.672530174255371,10.736320495605469,12.40147590637207,13.251112937927246,13.35849380493164,12.264571189880371,0,47,0,43,0,0
173,10.094286918640137,12.311385154724121,6.59259033203125,10.596138954162598,11.675143241882324,13.354042053222656,12.332982063293457,12.424538612365723,2,47,2,16,0,0
174,9.047143936157227,12.012365341186523,5.512650489807129,10.455958366394043,10.500856399536133,13.166163444519043,11.650283813476562,12.01893138885498,0,43,0,45,0,0
175,8.000000953674316,11.713345527648926,4.432710647583008,10.315776824951172,10.829930305480957,12.181798934936523,11.509138107299805,10.990659713745117,0,44,0,45,0,0
176,6.952857971191406,11.414326667785645,3.3527708053588867,10.175596237182617,11.8501558303833,11.991003036499023,12.493270874023438,10.660893440246582,0,14,0,45,0,0
