tick,b0_x,b0_y,b1_x,b1_y,r0_x,r0_y,r1_x,r1_y,a0_macro,a0_tgt,a1_macro,a1_tgt,blue_score,red_score
0,1.0936366319656372,17.441347122192383,4.974409580230713,9.862515449523926,14.713247299194336,12.311226844787598,14.034029006958008,0.539429783821106,0,45,0,45,0,0
1,1.5510334968566895,17.265457153320312,5.463862419128418,9.886700630187988,14.312702178955078,12.028892517089844,13.672969818115234,0.8707683086395264,0,45,0,45,0,0
2,2.465827465057373,16.913679122924805,6.442768096923828,9.935070991516113,13.511610984802246,11.464224815368652,13.090082168579102,1.6587011814117432,0,45,0,45,0,0
3,3.482264995574951,16.52281379699707,7.5304412841796875,9.988815307617188,12.6632661819458,10.866249084472656,12.472811698913574,2.4931118488311768,0,45,0,45,0,0
4,4.498702526092529,16.131948471069336,8.618114471435547,10.042559623718262,11.814921379089355,10.26827335357666,11.855541229248047,3.3275225162506104,0,16,0,45,0,0
5,4.577468395233154,15.045801162719727,9.705787658691406,10.096303939819336,10.96657657623291,9.670297622680664,11.23827075958252,4.161933422088623,0,16,0,45,0,0
6,4.656234264373779,13.959653854370117,9.781329154968262,11.1826810836792,10.118231773376465,9.072321891784668,10.621000289916992,4.996344089508057,0,16,0,14,0,0
7,4.707289695739746,13.255622863769531,8.711562156677246,11.386445045471191,9.26988697052002,8.474346160888672,10.003729820251465,5.83075475692749,0,16,0,45,0,0
8,4.730545520782471,12.9349365234375,7.645079612731934,11.166135787963867,8.254100799560547,8.687518119812012,9.386459350585938,6.665165424346924,0,14,0,45,0,0
9,4.734061241149902,12.12336540222168,6.578597068786621,10.945826530456543,7.238314628601074,8.900690078735352,8.76918888092041,7.499576091766357,0,14,0,14,0,0
10,4.738779067993164,11.034375190734863,5.512114524841309,10.725517272949219,6.222528457641602,9.113862037658691,7.795574188232422,7.859212875366211,0,14,0,45,0,0
11,4.978357315063477,9.503976821899414,4.2107720375061035,10.946615219116211,6.243228912353516,10.151569366455078,6.821959495544434,8.218849182128906,0,14,0,45,0,0
12,4.852165222167969,8.918471336364746,3.2096824645996094,10.517965316772461,7.2667083740234375,10.32406234741211,5.848344802856445,8.578485488891602,0,45,0,45,0,0
13,5.454709053039551,8.011353492736816,3.516664981842041,9.473129272460938,8.304046630859375,10.289525032043457,4.874730110168457,8.938122749328613,0,45,0,45,0,0
14,6.524992942810059,8.212384223937988,4.236654758453369,9.208808898925781,9.341384887695312,10.254987716674805,5.413539409637451,10.301875114440918,0,45,0,45,0,0
15,7.595276832580566,8.41341495513916,5.3211517333984375,9.3077392578125,10.37872314453125,10.220450401306152,6.451245307922363,10.32261848449707,0,45,0,14,0,0
16,8.665560722351074,8.614445686340332,5.4458723068237305,8.721918106079102,11.416061401367188,10.1859130859375,7.488673210144043,10.290889739990234,0,45,0,14,0,0
17,9.735844612121582,8.815476417541504,5.219320774078369,8.382701873779297,12.453399658203125,10.151375770568848,8.526101112365723,10.259160995483398,0,45,0,14,0,0
18,10.80612850189209,9.016507148742676,4.968928337097168,8.321569442749023,13.490737915039062,10.116838455200195,9.563529014587402,10.227433204650879,0,45,0,14,0,0
19,11.876412391662598,9.217537879943848,4.84916353225708,8.387470245361328,14.528076171875,10.082301139831543,10.600956916809082,10.19570541381836,0,45,0,14,0,0
20,12.946696281433105,9.41856861114502,4.795168876647949,8.418493270874023,15.565414428710938,10.04776382446289,11.638384819030762,10.163976669311523,0,45,0,5,0,0
