epoch,train_kl_A,train_kl_B,holdout_agree_z0_vs_piA,holdout_agree_z1_vs_piB,holdout_teacher_argmax_disagreement,holdout_kl_A,holdout_kl_B,holdout_student_z0_z1_jsd,holdout_teacher_A_B_jsd
1,0.48117542879801267,0.5431788439023579,0.7115991343148471,0.5238630310847837,0.737892447547108,0.28300973826876996,0.38270530076067405,0.12320088809220897,0.29055405468752665
2,0.2270109939871105,0.26988777972704975,0.7694681652831039,0.6802640018545416,0.737892447547108,0.1591426750195578,0.18399298083321816,0.18363497457057604,0.29055405468752665
3,0.12668797791215544,0.1433346446947003,0.8076567943701513,0.7429871198021526,0.737892447547108,0.10261025761772724,0.11462922015522513,0.2356871808270695,0.29055405468752665
4,0.0803981954694217,0.09680349009890929,0.8304652282389116,0.7747378452808293,0.737892447547108,0.07134017197073926,0.08577576499423142,0.25268656337009787,0.29055405468752665
5,0.05871853176900681,0.07388629563522676,0.8472165726237478,0.7867843722258813,0.737892447547108,0.05756378064344792,0.07116627671136755,0.2530817864684659,0.29055405468752665
6,0.04712924902849164,0.061190799010772234,0.8544463452591501,0.8015660181564033,0.737892447547108,0.050918679636444204,0.0599223161496322,0.26519996146981406,0.29055405468752665
7,0.03963370771801218,0.05206263942498687,0.8645221988686599,0.81488752557754,0.737892447547108,0.04239031473407841,0.0522874747256291,0.26799485543694307,0.29055405468752665
8,0.03444927468473184,0.04539981685208936,0.8726514303432821,0.817309343041018,0.737892447547108,0.03862814647784562,0.049579884329419434,0.26640538754968635,0.29055405468752665
9,0.030787677933455358,0.04099429879628175,0.8751117657779244,0.8261115412227554,0.737892447547108,0.03562458779155735,0.04632087708156228,0.27963214093154504,0.29055405468752665
10,0.027821186480792702,0.03799934117189536,0.8770579962951129,0.8304430201294585,0.737892447547108,0.03480954279281838,0.0416127143912905,0.27696175867157485,0.29055405468752665
11,0.025645682839214378,0.034503192581394886,0.8856995495434691,0.8367929423191683,0.737892447547108,0.030870356873775696,0.039214498872333796,0.27937221908301596,0.29055405468752665
12,0.02351801831882896,0.03239260435579939,0.8867248508317018,0.8392539168018016,0.737892447547108,0.02902480762046809,0.03714326517189636,0.2752363947165303,0.29055405468752665
13,0.021697624619548203,0.03015701600898665,0.8866412688431365,0.8393692054738087,0.737892447547108,0.027947449813319116,0.03579635500001829,0.27723402882791226,0.29055405468752665
14,0.020417396084848025,0.028638011425839247,0.8897741795467762,0.8447821819106378,0.737892447547108,0.027542666998143166,0.03547999441064537,0.28269835682935307,0.29055405468752665
15,0.01918771302869134,0.02745108388311474,0.8923603283219453,0.8440318675244942,0.737892447547108,0.026194218063527543,0.03370884209524374,0.2752456752054334,0.29055405468752665
16,0.018858141827245132,0.02594832239791434,0.8918141707659617,0.8516223821467617,0.737892447547108,0.02495800932934107,0.03178246420614526,0.2836071500971493,0.29055405468752665
17,0.017457023183716103,0.02507068561588196,0.8955866924477616,0.852754794597887,0.737892447547108,0.024508822660345275,0.030938203721805915,0.28199207124008735,0.29055405468752665
18,0.01661687341670618,0.02427261473333582,0.8965918845393761,0.8513620269360591,0.737892447547108,0.02477177928687285,0.031403149380949354,0.2827476259128129,0.29055405468752665
19,0.016021531134685303,0.023041947328663888,0.893167463615149,0.850712420417328,0.737892447547108,0.024489300300514362,0.030126303569057874,0.2882368018107361,0.29055405468752665
20,0.015496779437976104,0.022016184668697363,0.8946611101383772,0.8562243549962855,0.737892447547108,0.02323035204334639,0.02922080991260648,0.28256664361669015,0.29055405468752665
