condition,condition_display,opponent,map,cell_seed,episode_index,episode_seed,return,success,steps,blue_score,red_score,score_margin,strategy_switches,strategy_resamples,strategy_unique_count,strategy_entropy_mean,strategy_dominant,checkpoint
learned_qphi_switching,learned_router,OP9,map_b,10000,16,1088152244,-3.6510638221225236,1,133,3,0,3,0,5,1,1.3856100605842763,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b,10000,17,1635147931,-3.9188413635420147,1,148,3,0,3,0,5,1,1.3855166805757058,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b,10000,18,1659767271,-3.733358023193432,1,131,3,0,3,3,5,2,1.3856004813245235,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b,10000,19,48445523,0.24241002308554016,1,85,3,0,3,1,3,2,1.3856835645787857,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b,10000,20,1705765383,-2.699790161830606,1,123,3,0,3,2,4,2,1.3854942244242847,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b,10000,21,2017063582,-1.4420680580369662,1,100,3,0,3,1,4,2,1.3856920826435088,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b,10000,22,3825955673,-1.609963059599977,1,100,3,1,2,1,4,2,1.3857195317745208,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b,10000,23,3283652201,-3.6884410515776835,1,119,3,1,2,0,4,1,1.3856653716383862,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b,10000,24,691803763,-2.115141981339548,1,121,3,0,3,2,4,2,1.3855568712407893,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,10100,0,337479914,-2.496843261644244,1,104,3,1,2,1,4,2,1.3855456102352877,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,10100,1,1527337745,-2.1961913599225227,1,98,3,0,3,0,4,1,1.3857028180239153,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,10100,2,1469197146,-10.589765858661849,1,222,3,1,2,0,7,1,1.3854232473416372,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
