condition,condition_display,opponent,map,episode_seed,cell_seed,episode_index,initial_z,z_sequence,z_sequence_len,z_switches_at_opportunities,logged_switches,router_entropy_mean,return,score_margin,episode_length,strategy_switches,strategy_resamples,strategy_unique_count
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,3516911469,10100,7,,,0,0,0,nan,-6.0416339138755575,3,165,2,6,2
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,2817129160,10100,8,,,0,0,0,nan,-0.8535654313163832,2,87,0,3,1
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,27431579,10100,9,,,0,0,0,nan,-2.601666989561636,3,126,1,4,2
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,2283423000,10100,10,,,0,0,0,nan,-0.09136897613643669,3,90,0,3,1
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,3742635747,10100,11,,,0,0,0,nan,-2.1990194515674375,2,104,0,4,1
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,1894362102,10100,12,,,0,0,0,nan,-2.8249009248102084,2,111,0,4,1
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,424090709,10100,13,,,0,0,0,nan,-4.661479834641796,2,121,1,4,2
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,3515022212,10100,14,,,0,0,0,nan,-2.058193299017148,1,91,0,3,1
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,4278422992,10100,15,,,0,0,0,nan,-3.7483033872849774,3,153,0,5,1
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,3391869920,10100,16,,,0,0,0,nan,-0.6728148695256095,2,80,1,3,2
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,3505452393,10100,17,,,0,0,0,nan,-1.691382258257363,3,100,0,4,1
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,1719987540,10100,18,,,0,0,0,nan,-7.553483169263927,3,206,2,7,2
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,1220254463,10100,19,,,0,0,0,nan,-0.8930737398331985,2,88,0,3,1
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,1620747428,10100,20,,,0,0,0,nan,-3.2670337035960983,3,114,1,4,2
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,2154152420,10100,21,,,0,0,0,nan,-2.167551091959467,3,116,1,4,2
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,3209031845,10100,22,,,0,0,0,nan,0.2788160889176652,2,77,0,3,1
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,3329509412,10100,23,,,0,0,0,nan,-2.9602801841392647,2,103,1,4,2
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,1116137008,10100,24,,,0,0,0,nan,-6.460322119790362,2,166,1,6,2
learned_qphi_switching,learned_router,OP10,map_b,3345918990,11000,0,3,3 3 3 3,4,0,0,1.3856214027261482,-1.8892239438719116,2,109,0,4,1
learned_qphi_switching,learned_router,OP10,map_b,2873335741,11000,1,,,0,0,0,nan,-4.340775441320147,2,129,0,5,1
learned_qphi_switching,learned_router,OP10,map_b,1384260159,11000,2,,,0,0,0,nan,-6.899075115652522,2,175,2,6,2
learned_qphi_switching,learned_router,OP10,map_b,1695551766,11000,3,,,0,0,0,nan,-5.864695839612978,3,152,2,5,2
learned_qphi_switching,learned_router,OP10,map_b,1611926969,11000,4,,,0,0,0,nan,-1.4944519088312518,3,95,1,3,2
learned_qphi_switching,learned_router,OP10,map_b,4240527070,11000,5,,,0,0,0,nan,-0.6872921521717217,3,103,0,4,1
learned_qphi_switching,learned_router,OP10,map_b,1143622352,11000,6,,,0,0,0,nan,-3.6662643567833584,1,119,1,4,2
learned_qphi_switching,learned_router,OP10,map_b,3037486628,11000,7,,,0,0,0,nan,-2.11869719819515,2,115,0,4,1
learned_qphi_switching,learned_router,OP10,map_b,1277213978,11000,8,,,0,0,0,nan,-2.4619505299488083,2,99,0,4,1
learned_qphi_switching,learned_router,OP10,map_b,688391124,11000,9,,,0,0,0,nan,-4.188494099857053,1,135,1,5,2
learned_qphi_switching,learned_router,OP10,map_b,742170856,11000,10,,,0,0,0,nan,-3.836757465149276,3,129,0,5,1
learned_qphi_switching,learned_router,OP10,map_b,1246873944,11000,11,,,0,0,0,nan,-0.889664245507447,3,104,1,4,2
learned_qphi_switching,learned_router,OP10,map_b,2462317728,11000,12,,,0,0,0,nan,-5.124108698248165,3,175,2,6,2
learned_qphi_switching,learned_router,OP10,map_b,3457503720,11000,13,,,0,0,0,nan,-1.7856819446315058,2,91,0,3,1
learned_qphi_switching,learned_router,OP10,map_b,1961027440,11000,14,,,0,0,0,nan,-0.32409116462804377,3,95,1,3,2
learned_qphi_switching,learned_router,OP10,map_b,704118586,11000,15,,,0,0,0,nan,-8.55687986020348,2,212,1,7,2
learned_qphi_switching,learned_router,OP10,map_b,1330117142,11000,16,,,0,0,0,nan,-11.448009258921957,3,256,5,8,2
learned_qphi_switching,learned_router,OP10,map_b,2868455637,11000,17,,,0,0,0,nan,-3.9577172094141133,3,168,3,6,2
learned_qphi_switching,learned_router,OP10,map_b,303250590,11000,18,,,0,0,0,nan,-3.7966965765226632,3,146,3,5,2
learned_qphi_switching,learned_router,OP10,map_b,3922374107,11000,19,,,0,0,0,nan,-6.2200227133289445,2,164,2,6,2
learned_qphi_switching,learned_router,OP10,map_b,2905949926,11000,20,,,0,0,0,nan,-2.394679607008584,3,108,0,4,1
learned_qphi_switching,learned_router,OP10,map_b,2843871024,11000,21,,,0,0,0,nan,-6.984370564197889,3,202,2,7,2
learned_qphi_switching,learned_router,OP10,map_b,195651205,11000,22,,,0,0,0,nan,-4.431350720842602,3,151,2,5,2
learned_qphi_switching,learned_router,OP10,map_b,3996138391,11000,23,,,0,0,0,nan,0.05848236751626246,3,75,1,3,2
learned_qphi_switching,learned_router,OP10,map_b,3983997313,11000,24,,,0,0,0,nan,-2.2631211279367562,3,129,0,5,1
learned_qphi_switching,learned_router,OP10,map_b_split_lane_v2,111002362,11100,0,0,0 3 0 0 3 0,6,4,4,1.3854707545428437,-6.73961055491236,3,190,4,6,2
learned_qphi_switching,learned_router,OP10,map_b_split_lane_v2,1083182725,11100,1,,,0,0,0,nan,-1.197237207496073,3,108,0,4,1
learned_qphi_switching,learned_router,OP10,map_b_split_lane_v2,8786238,11100,2,,,0,0,0,nan,-8.075635798973963,2,204,4,7,2
learned_qphi_switching,learned_router,OP10,map_b_split_lane_v2,1193983747,11100,3,,,0,0,0,nan,-8.952017629868351,3,225,2,8,2
learned_qphi_switching,learned_router,OP10,map_b_split_lane_v2,2989561402,11100,4,,,0,0,0,nan,-1.0696578983333893,3,100,0,4,1
learned_qphi_switching,learned_router,OP10,map_b_split_lane_v2,1855687454,11100,5,,,0,0,0,nan,-5.447349308116827,3,160,1,5,2
learned_qphi_switching,learned_router,OP10,map_b_split_lane_v2,3440908256,11100,6,,,0,0,0,nan,-3.3481521154171787,2,115,0,4,1
learned_qphi_switching,learned_router,OP10,map_b_split_lane_v2,700336391,11100,7,,,0,0,0,nan,-9.55159886580077,3,259,1,9,2
learned_qphi_switching,learned_router,OP10,map_b_split_lane_v2,943828187,11100,8,,,0,0,0,nan,-4.4308159011707176,1,142,2,5,2
learned_qphi_switching,learned_router,OP10,map_b_split_lane_v2,1840287684,11100,9,,,0,0,0,nan,-1.996078309166478,2,90,0,3,1
learned_qphi_switching,learned_router,OP10,map_b_split_lane_v2,3269650846,11100,10,,,0,0,0,nan,-3.5402583058166783,2,119,1,4,2
