checkpoint_step,g0_seed,opponent,map,resolved_map,episode_index,episode_seed,success,blue_score,red_score,win_margin,steps,return,behavior_team_spread,behavior_num_attackers,behavior_num_defenders,behavior_carrier_escort_count,behavior_avg_blue_to_enemy_flag,behavior_avg_blue_to_own_flag,behavior_intercept_pressure,behavior_defense_pressure,behavior_attack_defense_ratio
1000000,901001,OP6,map_a,map_a_open,22,1300023,1,3,2,1,77,-0.929098990833154,0.06686932400062487,1.0129870129870129,0.38961038961038963,0.44155844155844154,0.1744970702263829,0.29367868282965254,0.8915677519587727,0.8481775746717082,0.6558441558441559
1000000,901001,OP6,map_a,map_a_open,23,1300024,1,3,1,2,70,-0.48520225068205036,0.09866688161024026,0.8,0.34285714285714286,0.35714285714285715,0.17606879738824707,0.264390880720956,0.9186289063521794,0.8458550325461797,0.6142857142857143
1000000,901001,OP6,map_a,map_a_open,24,1300025,1,3,2,1,89,-1.244855591939995,0.08794751762297381,1.0337078651685394,0.20224719101123595,0.33707865168539325,0.2088460155522053,0.255306564690022,0.8679518713040298,0.8708083314842052,0.7078651685393258
1000000,901001,OP6,map_a,map_a_open,25,1300026,1,3,2,1,77,-1.0127695011615288,0.0940916703820422,0.8701298701298701,0.3246753246753247,0.45454545454545453,0.19637364978817376,0.29013134142408126,0.8746594585381545,0.8367468598601105,0.6363636363636364
1000000,901001,OP6,map_a,map_a_open,26,1300027,1,3,2,1,82,-0.7319655544997659,0.0717226560113997,1.0853658536585367,0.21951219512195122,0.4268292682926829,0.19406511944650515,0.24202922777068325,0.8737642183536436,0.8633950127334129,0.7225609756097561
1000000,901001,OP6,map_a,map_a_open,27,1300028,1,3,2,1,78,-1.3288433193811215,0.11521048628940032,0.9102564102564102,0.3333333333333333,0.46153846153846156,0.19936169509608775,0.2657820324007517,0.8779856868279285,0.8276438476183475,0.6442307692307693
1000000,901001,OP6,map_a,map_a_open,28,1300029,1,3,2,1,79,-1.644912248273613,0.07316115884039598,1.1898734177215189,0.22784810126582278,0.4810126582278481,0.2026831357610188,0.2518812988566447,0.8625272995308985,0.8291218318516695,0.7468354430379747
1000000,901001,OP6,map_a,map_a_open,29,1300030,1,3,2,1,96,-2.5798264092882164,0.13306792142490545,0.875,0.25,0.25,0.19938130086908737,0.27276035010193783,0.9201353552440802,0.8432902277757724,0.65625
1000000,901001,OP6,map_a,map_a_open,30,1300031,1,3,2,1,91,-1.9311300781846512,0.08419888722454454,0.989010989010989,0.13186813186813187,0.46153846153846156,0.21485907291727407,0.26390703849412583,0.8371274923230265,0.8618060763065631,0.7142857142857143
1000000,901001,OP6,map_a,map_a_open,31,1300032,1,3,2,1,85,-1.1530303166655358,0.05954494588077068,0.9529411764705882,0.24705882352941178,0.5058823529411764,0.18684569031876677,0.30113252751967484,0.8576836585998535,0.8514435522696551,0.6764705882352942
1000000,901002,OP6,map_a,map_a_open,0,1300001,1,3,2,1,93,-2.104217714339029,0.08643268016717767,0.9032258064516129,0.1827956989247312,0.41935483870967744,0.22435393150375094,0.2709017102756808,0.8377431464451616,0.8534084975078542,0.6801075268817204
1000000,901002,OP6,map_a,map_a_open,1,1300002,1,3,2,1,77,-0.8941672942019068,0.07815698322586039,0.987012987012987,0.2597402597402597,0.42857142857142855,0.19922667623243548,0.2694715444337238,0.8649982748093543,0.829964452749723,0.685064935064935
1000000,901002,OP6,map_a,map_a_open,2,1300003,1,3,2,1,75,-0.9998541558743455,0.11010172651459774,0.8666666666666667,0.16,0.3333333333333333,0.19887956844021876,0.2716303394238154,0.8879353459676107,0.8449178695678711,0.6766666666666666
1000000,901002,OP6,map_a,map_a_open,3,1300004,1,3,2,1,76,-0.8758959257102106,0.0819252601481582,1.013157894736842,0.17105263157894737,0.4473684210526316,0.17980940956132194,0.24072458996976676,0.8959778633556867,0.8474738519442709,0.7105263157894737
1000000,901002,OP6,map_a,map_a_open,4,1300005,0,2,3,-1,98,-2.951085734355729,0.08292386656132889,0.9897959183673469,0.1836734693877551,0.37755102040816324,0.19656602528934575,0.24203249918563025,0.8734273460446572,0.8614566380880317,0.701530612244898
1000000,901002,OP6,map_a,map_a_open,5,1300006,1,3,2,1,81,-2.0372191657079384,0.13715769649471765,1.0246913580246915,0.18518518518518517,0.30864197530864196,0.21739422090719512,0.2494530380692011,0.8939426666424598,0.8282026641162825,0.7098765432098766
1000000,901002,OP6,map_a,map_a_open,6,1300007,1,3,2,1,94,-0.9261953302484471,0.05869547865214817,0.925531914893617,0.19148936170212766,0.46808510638297873,0.194606152600906,0.2669610892363051,0.8522912358984034,0.8718754084820443,0.6861702127659575
1000000,901002,OP6,map_a,map_a_open,7,1300008,1,3,2,1,76,-0.988413562066853,0.10530945119497023,0.75,0.07894736842105263,0.39473684210526316,0.19227945324229567,0.25011844315419074,0.8978782194225412,0.8331766434405979,0.6677631578947368
1000000,901002,OP6,map_a,map_a_open,8,1300009,1,3,2,1,83,-1.122755642660195,0.07809993799730956,1.108433734939759,0.1927710843373494,0.4578313253012048,0.18868621308580938,0.307559775929135,0.866960300738553,0.8366539104875311,0.7289156626506024
1000000,901002,OP6,map_a,map_a_open,9,1300010,1,3,2,1,78,-1.0098369468469173,0.10034295310003635,0.8461538461538461,0.2692307692307692,0.3076923076923077,0.2089424150494429,0.21883840997440693,0.8868852983682584,0.8311164914033352,0.6538461538461539
1000000,901002,OP6,map_a,map_a_open,10,1300011,1,3,2,1,68,-1.2415969637513626,0.11338632168960483,0.8823529411764706,0.25,0.4411764705882353,0.1896175590946394,0.2593743008944918,0.8988482680390862,0.8574709015734056,0.6580882352941176
1000000,901002,OP6,map_a,map_a_open,11,1300012,1,3,2,1,77,-0.8932741913886275,0.09930290891365572,0.8961038961038961,0.2857142857142857,0.38961038961038963,0.19689379915498295,0.28764572371910146,0.8766172365708784,0.833577152196463,0.6525974025974026
1000000,901002,OP6,map_a,map_a_open,12,1300013,1,3,2,1,100,-1.8228511457855348,0.0658774921298027,1.04,0.2,0.4,0.1974911944475025,0.28276693131774666,0.8602608317136764,0.8528760558366776,0.715
1000000,901002,OP6,map_a,map_a_open,13,1300014,1,3,2,1,74,-0.815209660504479,0.11251794725555826,0.6216216216216216,0.24324324324324326,0.36486486486486486,0.20190379607516365,0.24308747355196927,0.8876548771922653,0.828808545260816,0.597972972972973
1000000,901002,OP6,map_a,map_a_open,14,1300015,0,2,3,-1,103,-3.1479962875600904,0.07022400194037597,1.0679611650485437,0.13592233009708737,0.4368932038834951,0.1967545216270153,0.24079080938714223,0.8589206951335796,0.8704402869187512,0.7330097087378641
1000000,901002,OP6,map_a,map_a_open,15,1300016,1,3,2,1,70,-0.7942723179003224,0.09479342311886804,0.8857142857142857,0.2571428571428571,0.45714285714285713,0.17202934606799059,0.2573856167495251,0.9043612386499132,0.852805083990097,0.6678571428571428
1000000,901002,OP6,map_a,map_a_open,16,1300017,1,3,2,1,78,-1.0164623483724426,0.07856676931707905,0.9871794871794872,0.15384615384615385,0.46153846153846156,0.1955359688697335,0.2581863450125242,0.8682587184967139,0.8464468709933453,0.7083333333333334
1000000,901002,OP6,map_a,map_a_open,17,1300018,1,3,2,1,90,-1.4064748744422104,0.0808115910531746,0.8555555555555555,0.1111111111111111,0.4111111111111111,0.21813555136322976,0.21982839244107405,0.8411023252540164,0.8609700666533576,0.6861111111111111
1000000,901002,OP6,map_a,map_a_open,18,1300019,1,3,2,1,85,-1.9525374789955094,0.1074613438152215,0.8352941176470589,0.24705882352941178,0.2,0.20734652984229957,0.2655181586742401,0.8897138153805452,0.8584353888736052,0.6470588235294118
1000000,901002,OP6,map_a,map_a_open,19,1300020,0,3,3,0,107,-4.386259273538599,0.08907012449943016,1.0934579439252337,0.2523364485981308,0.3177570093457944,0.2123829773409623,0.2580893057807584,0.86932327145728,0.8700083020691559,0.7102803738317757
1000000,901002,OP6,map_a,map_a_open,20,1300021,1,3,2,1,85,-1.1896134165290277,0.0755132361808244,0.6823529411764706,0.3058823529411765,0.47058823529411764,0.1857621302609058,0.26607526549521615,0.8798430772388682,0.846552873359007,0.5941176470588235
1000000,901002,OP6,map_a,map_a_open,21,1300022,1,3,2,1,88,-1.277003069408238,0.056266786170784726,1.0,0.09090909090909091,0.4772727272727273,0.17839955853890965,0.26011780624023895,0.872326600280675,0.84487223489718,0.7272727272727273
1000000,901002,OP6,map_a,map_a_open,22,1300023,1,3,2,1,76,-1.0068861691688653,0.07056434881432276,0.7894736842105263,0.15789473684210525,0.4868421052631579,0.17572604720235654,0.27548736186796113,0.889073941268419,0.8493443852976749,0.6578947368421053
1000000,901002,OP6,map_a,map_a_open,23,1300024,1,3,1,2,71,-0.5269246854295488,0.07314481604581988,0.971830985915493,0.3380281690140845,0.5070422535211268,0.16905309509118677,0.24731880216531352,0.8995954033354638,0.8410627808369381,0.6584507042253521
1000000,901002,OP6,map_a,map_a_open,24,1300025,1,3,2,1,87,-1.2242529519135132,0.07107902832072356,1.0689655172413792,0.20689655172413793,0.40229885057471265,0.19372858079257368,0.25928380374593296,0.8610664277241148,0.8607115355031244,0.7155172413793104
1000000,901002,OP6,map_a,map_a_open,25,1300026,1,3,2,1,97,-1.8984548980661202,0.10718483819635873,1.1030927835051547,0.24742268041237114,0.38144329896907214,0.2109634632571149,0.2492592418854384,0.8725569954852468,0.8613778494068027,0.7139175257731959
1000000,901002,OP6,map_a,map_a_open,26,1300027,1,3,2,1,97,-2.608015032368712,0.09292396086930614,0.9278350515463918,0.20618556701030927,0.38144329896907214,0.19607152542118558,0.24621438765034234,0.8864095186449817,0.8646493406639886,0.6804123711340206
1000000,901002,OP6,map_a,map_a_open,27,1300028,1,3,2,1,81,-0.9809090397320688,0.12337746190620058,0.8271604938271605,0.12345679012345678,0.35802469135802467,0.21853593214886424,0.2653689798381593,0.8684908269364157,0.8231125525486322,0.6820987654320988
1000000,901002,OP6,map_a,map_a_open,28,1300029,1,3,2,1,82,-1.5014683911576867,0.0883375915312549,1.0853658536585367,0.4024390243902439,0.35365853658536583,0.20864872729814635,0.28140318112038987,0.8751148726882004,0.8341873070088829,0.6707317073170732
1000000,901002,OP6,map_a,map_a_open,29,1300030,1,3,2,1,75,-0.910469465481583,0.08199766797324022,1.1466666666666667,0.32,0.56,0.17688285092512768,0.26271761387586595,0.8986267590522766,0.8480093558629354,0.7066666666666667
1000000,901002,OP6,map_a,map_a_open,30,1300031,0,2,3,-1,98,-2.9579168474883772,0.10027816839402123,0.8877551020408163,0.14285714285714285,0.35714285714285715,0.1969771011618479,0.2773466498724052,0.8776495061358627,0.8676009099094235,0.6862244897959183
1000000,901002,OP6,map_a,map_a_open,31,1300032,1,3,2,1,68,-0.7643813225731719,0.11351888761033907,0.7647058823529411,0.16176470588235295,0.36764705882352944,0.19963207221863902,0.2755738884648856,0.9116622639053008,0.8725340787102195,0.6507352941176471
