policy_id,diversity_condition,opponent,eval_seed,win,loss,draw,score_margin,blue_score,red_score,seen_in_training,arm,train_seed
vgc_d1_seed3600001,D1,OP8,9200028,1,0,0,1.0,2.0,1.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP8,9200029,1,0,0,2.0,2.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP8,9200030,0,0,1,0.0,0.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP8,9200031,0,0,1,0.0,0.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP8,9200032,0,0,1,0.0,0.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP8,9200033,1,0,0,1.0,1.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP8,9200034,0,0,1,0.0,0.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP8,9200035,1,0,0,1.0,1.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP8,9200036,1,0,0,1.0,1.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP8,9200037,0,0,1,0.0,0.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP8,9200038,1,0,0,3.0,3.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP8,9200039,1,0,0,2.0,2.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP8,9200040,1,0,0,1.0,1.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP8,9200041,1,0,0,1.0,1.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP8,9200042,1,0,0,2.0,2.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP8,9200043,1,0,0,3.0,3.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP8,9200044,1,0,0,2.0,2.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP8,9200045,1,0,0,3.0,3.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP8,9200046,1,0,0,1.0,1.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP8,9200047,1,0,0,2.0,3.0,1.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP8,9200048,1,0,0,1.0,1.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP8,9200049,0,0,1,0.0,1.0,1.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP8,9200050,1,0,0,3.0,3.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP8,9200051,1,0,0,2.0,2.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP8,9200052,1,0,0,2.0,2.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP8,9200053,1,0,0,1.0,1.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP8,9200054,0,0,1,0.0,0.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP8,9200055,1,0,0,2.0,2.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP8,9200056,1,0,0,1.0,1.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP8,9200057,0,0,1,0.0,0.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP8,9200058,0,0,1,0.0,0.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP8,9200059,1,0,0,2.0,2.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200000,0,0,1,0.0,0.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200001,1,0,0,2.0,2.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200002,0,0,1,0.0,0.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200003,1,0,0,1.0,1.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200004,1,0,0,1.0,1.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200005,1,0,0,2.0,2.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200006,0,0,1,0.0,1.0,1.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200007,0,0,1,0.0,0.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200008,1,0,0,2.0,2.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200009,0,0,1,0.0,0.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200010,1,0,0,2.0,2.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200011,1,0,0,2.0,2.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200012,1,0,0,1.0,1.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200013,1,0,0,1.0,1.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200014,1,0,0,2.0,2.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200015,1,0,0,2.0,2.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200016,1,0,0,3.0,3.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200017,1,0,0,1.0,1.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200018,0,0,1,0.0,1.0,1.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200019,1,0,0,1.0,1.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200020,0,0,1,0.0,0.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200021,1,0,0,2.0,2.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200022,1,0,0,1.0,1.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200023,1,0,0,2.0,2.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200024,0,0,1,0.0,0.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200025,1,0,0,1.0,1.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200026,1,0,0,1.0,1.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200027,1,0,0,1.0,1.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200028,1,0,0,1.0,1.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200029,1,0,0,1.0,1.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200030,1,0,0,1.0,1.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200031,1,0,0,3.0,3.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200032,1,0,0,1.0,1.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200033,1,0,0,2.0,2.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200034,1,0,0,2.0,2.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200035,1,0,0,1.0,1.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200036,1,0,0,2.0,2.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200037,1,0,0,1.0,2.0,1.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200038,1,0,0,1.0,1.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200039,0,0,1,0.0,0.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200040,1,0,0,1.0,1.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200041,1,0,0,1.0,1.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200042,1,0,0,1.0,1.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200043,1,0,0,1.0,1.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200044,0,0,1,0.0,0.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200045,1,0,0,1.0,2.0,1.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200046,1,0,0,1.0,1.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200047,1,0,0,1.0,3.0,2.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200048,1,0,0,1.0,2.0,1.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200049,1,0,0,2.0,2.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200050,1,0,0,1.0,1.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200051,1,0,0,1.0,1.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200052,1,0,0,2.0,3.0,1.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200053,1,0,0,3.0,3.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200054,1,0,0,1.0,1.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200055,1,0,0,1.0,1.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200056,1,0,0,1.0,1.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200057,1,0,0,2.0,3.0,1.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200058,1,0,0,2.0,2.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP9,9200059,1,0,0,1.0,1.0,0.0,True,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP10,9200000,1,0,0,1.0,2.0,1.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP10,9200001,1,0,0,1.0,2.0,1.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP10,9200002,1,0,0,1.0,1.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP10,9200003,0,0,1,0.0,1.0,1.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP10,9200004,1,0,0,1.0,2.0,1.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP10,9200005,0,0,1,0.0,1.0,1.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP10,9200006,1,0,0,2.0,2.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP10,9200007,1,0,0,1.0,1.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP10,9200008,1,0,0,2.0,2.0,0.0,False,PRIMARY,3600001
vgc_d1_seed3600001,D1,OP10,9200009,0,0,1,0.0,0.0,0.0,False,PRIMARY,3600001
