time_to_intercept,relative_closing_velocity,carrier_dist_home,nearest_ready_defender_dist,escort_dist,cooldown_remaining,carrier_progress_frac,pressure_trend,commitment_imbalance,mate_intervention_eta,intercept_margin,agents_forward,formation_spread,is_carrier_pressure_onset,score_diff,time_remaining_frac,pressure_step,score_stratum,tagged_within_H_response,captured_within_H_response,event_role,episode_key,episode_id,opponent,eval_seed,train_seed,policy,pressure_anchor_step,c3_contract_hash,checkpoint_sha256,checkpoint_path,map,ruleset,snapshot_restore
0.82326496,0.09903623908758163,0.4465413,0.22409686,0.07801055,0.0,0.5534587,2.7260594,2.0,0.5200703,0.30319464,2,0.07727437,True,0.0,0.9083333333333333,22,tied,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP6:9400000,3200001:OP6:9400000,OP6,9400000,3200001,3200001,22,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
6.6894965,0.0170760415494442,0.72026217,0.11423012,0.1865122,6.535000801086426,0.27973783,2.5918157,2.0,1.2434146,5.446082,2,0.081861116,True,1.0,0.8208333333333333,43,leading,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP6:9400000,3200001:OP6:9400000,OP6,9400000,3200001,3200001,43,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
7.2523975,0.02216058038175106,0.27184162,0.18229187,0.06638248,1.585001826286316,0.72815835,0.34397683,-2.0,0.44254985,6.809848,0,0.045275737,True,1.0,0.7791666666666667,53,leading,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP6:9400000,3200001:OP6:9400000,OP6,9400000,3200001,3200001,53,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
2.5623443,0.05101738125085831,0.39736736,0.1307241,0.3056369,0.0,0.60263264,1.395266,0.0,2.0375793,0.524765,1,0.27747384,True,0.0,0.48750000000000004,123,tied,0,0,BACKWARD_TRACE_ANCHOR_ONLY,OP6:9400000,3200001:OP6:9400000,OP6,9400000,3200001,3200001,123,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
1.5323813,0.10138756781816483,0.40370235,0.15536441,0.39491123,0.0,0.5962976,1.1782094,2.0,2.6327415,-1.1003602,2,0.19169703,True,0.0,0.9125,21,tied,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP6:9400001,3200001:OP6:9400001,OP6,9400001,3200001,3200001,21,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
2.0093899,0.07472336292266846,0.43174905,0.15014836,0.25956085,0.0,0.56825095,1.2009641,2.0,1.7304056,0.2789843,2,0.18559341,True,1.0,0.7041666666666666,71,leading,0,0,BACKWARD_TRACE_ANCHOR_ONLY,OP6:9400001,3200001:OP6:9400001,OP6,9400001,3200001,3200001,71,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
inf,-0.07845095545053482,0.71606135,0.69130814,0.037802473,5.05000114440918,0.28393865,2.016723,2.0,0.25201648,inf,2,0.014279271,True,0.0,0.9291666666666667,17,tied,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP6:9400002,3200001:OP6:9400002,OP6,9400002,3200001,3200001,17,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
3.4201174,0.05138875171542168,0.4196097,0.21932633,0.123797104,1.585001826286316,0.58039033,0.60289437,0.0,0.825314,2.5948033,1,0.039475776,True,0.0,0.9,24,tied,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP6:9400002,3200001:OP6:9400002,OP6,9400002,3200001,3200001,24,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
1.1470155,0.12734104692935944,0.545211,0.45599794,0.23203762,0.0,0.45478898,1.3995898,0.0,1.5469174,-0.399902,1,0.07236085,True,0.0,0.7875,51,tied,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP6:9400002,3200001:OP6:9400002,OP6,9400002,3200001,3200001,51,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
3.0199592,0.05887459218502045,0.27296105,0.17779887,0.06722219,0.0,0.727039,-0.30826795,-2.0,0.44814792,2.5718112,0,0.023212481,True,0.0,0.7666666666666666,56,tied,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP6:9400002,3200001:OP6:9400002,OP6,9400002,3200001,3200001,56,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
inf,-0.11510668694972992,0.7336024,,0.23347104,0.0,0.2663976,3.9081373,2.0,1.5564735,inf,2,0.031301737,True,0.0,0.6833333333333333,76,tied,0,0,BACKWARD_TRACE_ANCHOR_ONLY,OP6:9400002,3200001:OP6:9400002,OP6,9400002,3200001,3200001,76,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
1.6036528,0.08480852842330933,0.4460248,0.13600343,0.29838032,0.0,0.5539752,1.4046351,2.0,1.989202,-0.3855492,2,0.18186381,True,0.0,0.9166666666666666,20,tied,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP6:9400003,3200001:OP6:9400003,OP6,9400003,3200001,3200001,20,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
1.2984213,0.10583881288766861,0.43235388,,0.19224223,0.0,0.56764615,1.4076419,0.0,1.2816149,0.016806364,1,0.06438851,True,0.0,0.7875,51,tied,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP6:9400003,3200001:OP6:9400003,OP6,9400003,3200001,3200001,51,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
1.8869386,0.08501962572336197,0.52946377,0.40588388,0.08733137,0.0,0.47053623,1.133788,2.0,0.5822091,1.3047295,2,0.06174917,True,0.0,0.65,84,tied,0,0,BACKWARD_TRACE_ANCHOR_ONLY,OP6:9400003,3200001:OP6:9400003,OP6,9400003,3200001,3200001,84,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
8.707239,0.020476067438721657,0.4328454,0.18296237,0.20866795,0.0,0.5671546,0.45074078,0.0,1.3911196,7.3161197,1,0.037456322,True,0.0,0.8375,39,tied,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP6:9400004,3200001:OP6:9400004,OP6,9400004,3200001,3200001,39,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
inf,-0.009976105764508247,0.22719178,0.24109063,0.16670233,0.0,0.7728082,0.38811427,-2.0,1.1113489,inf,0,0.0071418285,True,0.0,0.6083333333333334,94,tied,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP6:9400004,3200001:OP6:9400004,OP6,9400004,3200001,3200001,94,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
0.9917557,0.10073663294315338,0.47979647,0.41339222,0.22080776,0.0,0.52020353,2.1063275,0.0,1.4720517,-0.48029602,1,0.15758209,True,0.0,0.49583333333333335,121,tied,0,0,BACKWARD_TRACE_ANCHOR_ONLY,OP6:9400004,3200001:OP6:9400004,OP6,9400004,3200001,3200001,121,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
1.5375624,0.1041010171175003,0.53471345,0.45259088,0.14536989,0.0,0.46528655,1.2032427,0.0,0.96913254,0.5684298,1,0.008376503,True,0.0,0.6833333333333333,76,tied,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP6:9400005,3200001:OP6:9400005,OP6,9400005,3200001,3200001,76,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
1.5483881,0.09938810020685196,0.36770588,0.28258586,0.12622711,0.0,0.6322941,1.0974627,-2.0,0.84151405,0.7068741,0,0.07781716,True,0.0,0.5541666666666667,107,tied,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP6:9400005,3200001:OP6:9400005,OP6,9400005,3200001,3200001,107,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
1.9442482,0.07831480354070663,0.5323088,0.34829915,0.08253777,0.0,0.46769118,1.1198902,2.0,0.5502518,1.3939965,2,0.0039779185,True,1.0,0.4375,135,leading,0,0,BACKWARD_TRACE_ANCHOR_ONLY,OP6:9400005,3200001:OP6:9400005,OP6,9400005,3200001,3200001,135,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
2.0210078,0.06651823967695236,0.18162104,0.13443388,0.15368953,0.0,0.8183789,0.29878092,-2.0,1.0245968,0.99641097,0,0.0052486896,True,1.0,0.4125,141,leading,0,0,BACKWARD_TRACE_ANCHOR_ONLY,OP6:9400005,3200001:OP6:9400005,OP6,9400005,3200001,3200001,141,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
1.3170011,0.09206575900316238,0.23757434,0.20117183,0.07938765,0.0,0.76242566,1.5593172,-2.0,0.529251,0.7877501,0,0.017957497,True,0.0,0.9125,21,tied,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP6:9400006,3200001:OP6:9400006,OP6,9400006,3200001,3200001,21,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
3.8046868,0.015450451523065567,0.7044827,0.058784127,0.21056047,3.5650014877319336,0.29551733,5.0180483,2.0,1.4037365,2.4009504,2,0.004508257,True,1.0,0.7416666666666667,62,leading,0,0,BACKWARD_TRACE_ANCHOR_ONLY,OP6:9400006,3200001:OP6:9400006,OP6,9400006,3200001,3200001,62,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
inf,-0.022195035591721535,0.7502168,0.0871923,0.17950869,2.0800018310546875,0.24978322,3.4013693,2.0,1.1967245,inf,2,0.0353539,True,1.0,0.6375,87,leading,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP6:9400006,3200001:OP6:9400006,OP6,9400006,3200001,3200001,87,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
6.5730424,0.02703261934220791,0.31506234,0.24087372,0.074148834,0.0,0.68493766,-0.026710704,-2.0,0.49432555,6.0787168,0,0.013195562,True,1.0,0.6,96,leading,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP6:9400006,3200001:OP6:9400006,OP6,9400006,3200001,3200001,96,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
1.2411542,0.03695279359817505,0.7120776,0.045864113,0.3168792,3.5650014877319336,0.28792238,6.3588076,0.0,2.112528,-0.8713739,1,0.021032047,True,2.0,0.5291666666666667,113,leading,0,0,BACKWARD_TRACE_ANCHOR_ONLY,OP6:9400006,3200001:OP6:9400006,OP6,9400006,3200001,3200001,113,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
2.2347622,0.06668345630168915,0.32755923,0.35836232,0.19299749,0.0,0.67244077,0.80102646,-2.0,1.2866498,0.94811237,0,0.042517614,True,2.0,0.4708333333333333,127,leading,0,0,BACKWARD_TRACE_ANCHOR_ONLY,OP6:9400006,3200001:OP6:9400006,OP6,9400006,3200001,3200001,127,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
0.8608529,0.09827588498592377,0.41071597,0.23425534,0.10255991,0.0,0.58928406,2.5651388,0.0,0.6837327,0.17712021,1,0.03810258,True,0.0,0.9083333333333333,22,tied,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP6:9400007,3200001:OP6:9400007,OP6,9400007,3200001,3200001,22,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
1.2392062,0.10333658009767532,0.4477083,0.32647857,0.10513288,0.0,0.5522917,1.4844453,0.0,0.70088583,0.53832036,1,0.048027705,True,0.0,0.7875,51,tied,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP6:9400007,3200001:OP6:9400007,OP6,9400007,3200001,3200001,51,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
3.0300276,0.05108901113271713,0.19629887,0.15480112,0.07088466,0.0,0.80370116,-0.2892697,-2.0,0.47256437,2.5574632,0,0.0072084903,True,0.0,0.7666666666666666,56,tied,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP6:9400007,3200001:OP6:9400007,OP6,9400007,3200001,3200001,56,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
