pole,genome_id,episode_seed,blue_style,blue_score,red_score,win,draw,steps,t_intent,t_commit,zero_zero,total_score
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000099,BLUE_ONE_DEFENDER_V2,2,1,1,0,240,231,,0,3
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000099,BLUE_BOTH_ATTACK_V2,0,1,0,0,240,71,9,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000100,BLUE_ONE_DEFENDER_V2,1,0,1,0,240,,,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000100,BLUE_BOTH_ATTACK_V2,1,1,0,1,240,117,7,0,2
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000101,BLUE_ONE_DEFENDER_V2,2,1,1,0,240,12,,0,3
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000101,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,54,11,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000102,BLUE_ONE_DEFENDER_V2,1,2,0,0,240,,,0,3
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000102,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,43,26,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000103,BLUE_ONE_DEFENDER_V2,3,1,1,0,228,95,,0,4
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000103,BLUE_BOTH_ATTACK_V2,0,1,0,0,240,,65,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000104,BLUE_ONE_DEFENDER_V2,1,0,1,0,240,,,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000104,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,11,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000105,BLUE_ONE_DEFENDER_V2,2,1,1,0,240,,,0,3
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000105,BLUE_BOTH_ATTACK_V2,3,0,1,0,195,,36,0,3
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000106,BLUE_ONE_DEFENDER_V2,3,1,1,0,177,123,,0,4
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000106,BLUE_BOTH_ATTACK_V2,2,1,1,0,240,55,23,0,3
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000107,BLUE_ONE_DEFENDER_V2,0,0,0,1,240,,,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000107,BLUE_BOTH_ATTACK_V2,1,0,1,0,240,,48,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000108,BLUE_ONE_DEFENDER_V2,2,1,1,0,240,197,,0,3
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000108,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,119,104,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000109,BLUE_ONE_DEFENDER_V2,2,0,1,0,240,78,,0,2
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000109,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,41,32,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000110,BLUE_ONE_DEFENDER_V2,3,1,1,0,229,159,,0,4
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000110,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,31,29,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000111,BLUE_ONE_DEFENDER_V2,2,3,0,0,202,,,0,5
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000111,BLUE_BOTH_ATTACK_V2,1,0,1,0,240,60,7,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000112,BLUE_ONE_DEFENDER_V2,1,1,0,1,240,,,0,2
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000112,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,121,57,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000113,BLUE_ONE_DEFENDER_V2,2,0,1,0,240,,,0,2
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000113,BLUE_BOTH_ATTACK_V2,0,1,0,0,240,109,54,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000114,BLUE_ONE_DEFENDER_V2,1,1,0,1,240,33,,0,2
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000114,BLUE_BOTH_ATTACK_V2,1,1,0,1,240,155,9,0,2
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000115,BLUE_ONE_DEFENDER_V2,1,0,1,0,240,,,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000115,BLUE_BOTH_ATTACK_V2,1,2,0,0,240,93,103,0,3
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000116,BLUE_ONE_DEFENDER_V2,1,1,0,1,240,17,,0,2
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000116,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,17,23,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000117,BLUE_ONE_DEFENDER_V2,0,1,0,0,240,,,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000117,BLUE_BOTH_ATTACK_V2,2,1,1,0,240,206,89,0,3
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000118,BLUE_ONE_DEFENDER_V2,2,1,1,0,240,,,0,3
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000118,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,53,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000119,BLUE_ONE_DEFENDER_V2,1,0,1,0,240,,,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000119,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,77,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000120,BLUE_ONE_DEFENDER_V2,2,3,0,0,235,,,0,5
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000120,BLUE_BOTH_ATTACK_V2,1,0,1,0,240,,22,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000121,BLUE_ONE_DEFENDER_V2,1,0,1,0,240,,,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000121,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,26,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000122,BLUE_ONE_DEFENDER_V2,3,1,1,0,238,13,,0,4
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000122,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,35,10,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000123,BLUE_ONE_DEFENDER_V2,1,2,0,0,240,,,0,3
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000123,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,27,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000124,BLUE_ONE_DEFENDER_V2,2,1,1,0,240,,,0,3
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000124,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,46,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000125,BLUE_ONE_DEFENDER_V2,2,0,1,0,240,,,0,2
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000125,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,26,33,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000126,BLUE_ONE_DEFENDER_V2,2,1,1,0,240,,,0,3
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000126,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,10,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000127,BLUE_ONE_DEFENDER_V2,1,0,1,0,240,180,,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000127,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,47,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000128,BLUE_ONE_DEFENDER_V2,2,2,0,1,240,155,,0,4
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000128,BLUE_BOTH_ATTACK_V2,1,0,1,0,240,,32,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000129,BLUE_ONE_DEFENDER_V2,2,2,0,1,240,156,,0,4
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000129,BLUE_BOTH_ATTACK_V2,1,0,1,0,240,,35,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000130,BLUE_ONE_DEFENDER_V2,3,1,1,0,231,124,,0,4
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000130,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,42,26,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000131,BLUE_ONE_DEFENDER_V2,2,2,0,1,240,226,,0,4
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000131,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,66,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000132,BLUE_ONE_DEFENDER_V2,2,2,0,1,240,,,0,4
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000132,BLUE_BOTH_ATTACK_V2,1,0,1,0,240,92,53,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000133,BLUE_ONE_DEFENDER_V2,2,1,1,0,240,,,0,3
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000133,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,34,9,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000134,BLUE_ONE_DEFENDER_V2,1,1,0,1,240,,,0,2
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000134,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,10,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000135,BLUE_ONE_DEFENDER_V2,2,2,0,1,240,,,0,4
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000135,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,127,66,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000136,BLUE_ONE_DEFENDER_V2,2,1,1,0,240,,,0,3
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000136,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,54,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000137,BLUE_ONE_DEFENDER_V2,2,2,0,1,240,,,0,4
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000137,BLUE_BOTH_ATTACK_V2,1,1,0,1,240,61,36,0,2
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000138,BLUE_ONE_DEFENDER_V2,3,1,1,0,229,69,,0,4
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000138,BLUE_BOTH_ATTACK_V2,0,1,0,0,240,,56,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000139,BLUE_ONE_DEFENDER_V2,3,1,1,0,178,71,,0,4
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000139,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,119,77,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000140,BLUE_ONE_DEFENDER_V2,1,1,0,1,240,,,0,2
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000140,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,10,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000141,BLUE_ONE_DEFENDER_V2,1,1,0,1,240,,,0,2
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000141,BLUE_BOTH_ATTACK_V2,1,0,1,0,240,,7,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000142,BLUE_ONE_DEFENDER_V2,1,0,1,0,240,,,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000142,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,55,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000143,BLUE_ONE_DEFENDER_V2,3,1,1,0,213,12,,0,4
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000143,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,24,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000144,BLUE_ONE_DEFENDER_V2,0,0,0,1,240,,,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000144,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,90,78,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000145,BLUE_ONE_DEFENDER_V2,2,0,1,0,240,,,0,2
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000145,BLUE_BOTH_ATTACK_V2,1,0,1,0,240,,7,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000146,BLUE_ONE_DEFENDER_V2,1,0,1,0,240,,,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000146,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,74,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000147,BLUE_ONE_DEFENDER_V2,1,0,1,0,240,,,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000147,BLUE_BOTH_ATTACK_V2,0,1,0,0,240,30,29,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000148,BLUE_ONE_DEFENDER_V2,1,1,0,1,240,,,0,2
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000148,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,79,8,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000149,BLUE_ONE_DEFENDER_V2,2,1,1,0,240,,,0,3
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000149,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,22,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000150,BLUE_ONE_DEFENDER_V2,2,2,0,1,240,,,0,4
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000150,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,65,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000151,BLUE_ONE_DEFENDER_V2,1,1,0,1,240,,,0,2
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000151,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,34,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000152,BLUE_ONE_DEFENDER_V2,2,1,1,0,240,,,0,3
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000152,BLUE_BOTH_ATTACK_V2,1,1,0,1,240,103,66,0,2
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000153,BLUE_ONE_DEFENDER_V2,2,0,1,0,240,216,,0,2
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000153,BLUE_BOTH_ATTACK_V2,1,0,1,0,240,,8,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000154,BLUE_ONE_DEFENDER_V2,0,0,0,1,240,11,,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000154,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,11,9,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000155,BLUE_ONE_DEFENDER_V2,2,2,0,1,240,98,,0,4
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000155,BLUE_BOTH_ATTACK_V2,1,0,1,0,240,49,22,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000156,BLUE_ONE_DEFENDER_V2,1,0,1,0,240,,,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000156,BLUE_BOTH_ATTACK_V2,1,0,1,0,240,34,6,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000157,BLUE_ONE_DEFENDER_V2,2,1,1,0,240,,,0,3
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000157,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,10,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000158,BLUE_ONE_DEFENDER_V2,3,1,1,0,225,,,0,4
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000158,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,29,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000159,BLUE_ONE_DEFENDER_V2,2,1,1,0,240,183,,0,3
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000159,BLUE_BOTH_ATTACK_V2,1,0,1,0,240,,56,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000160,BLUE_ONE_DEFENDER_V2,2,2,0,1,240,10,,0,4
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000160,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,10,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000161,BLUE_ONE_DEFENDER_V2,1,0,1,0,240,,,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000161,BLUE_BOTH_ATTACK_V2,2,0,1,0,240,75,9,0,2
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000162,BLUE_ONE_DEFENDER_V2,1,1,0,1,240,,,0,2
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000162,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,72,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000163,BLUE_ONE_DEFENDER_V2,0,2,0,0,240,170,,0,2
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000163,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,73,7,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000164,BLUE_ONE_DEFENDER_V2,1,0,1,0,240,71,,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000164,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,9,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000165,BLUE_ONE_DEFENDER_V2,2,1,1,0,240,,,0,3
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000165,BLUE_BOTH_ATTACK_V2,1,0,1,0,240,12,45,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000166,BLUE_ONE_DEFENDER_V2,1,3,0,0,204,11,,0,4
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000166,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,9,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000167,BLUE_ONE_DEFENDER_V2,1,0,1,0,240,,,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000167,BLUE_BOTH_ATTACK_V2,1,0,1,0,240,,68,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000168,BLUE_ONE_DEFENDER_V2,2,1,1,0,240,13,,0,3
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000168,BLUE_BOTH_ATTACK_V2,2,0,1,0,240,102,32,0,2
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000169,BLUE_ONE_DEFENDER_V2,2,0,1,0,240,202,,0,2
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000169,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,122,6,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000170,BLUE_ONE_DEFENDER_V2,1,0,1,0,240,228,,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000170,BLUE_BOTH_ATTACK_V2,1,0,1,0,240,,55,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000171,BLUE_ONE_DEFENDER_V2,2,1,1,0,240,217,,0,3
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000171,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,54,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000172,BLUE_ONE_DEFENDER_V2,3,1,1,0,167,,,0,4
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000172,BLUE_BOTH_ATTACK_V2,1,0,1,0,240,,49,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000173,BLUE_ONE_DEFENDER_V2,0,0,0,1,240,28,,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000173,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,101,11,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000174,BLUE_ONE_DEFENDER_V2,1,1,0,1,240,,,0,2
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000174,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,9,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000175,BLUE_ONE_DEFENDER_V2,2,0,1,0,240,,,0,2
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000175,BLUE_BOTH_ATTACK_V2,1,0,1,0,240,68,52,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000176,BLUE_ONE_DEFENDER_V2,2,1,1,0,240,,,0,3
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000176,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,35,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000177,BLUE_ONE_DEFENDER_V2,1,1,0,1,240,,,0,2
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000177,BLUE_BOTH_ATTACK_V2,1,1,0,1,240,119,27,0,2
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000178,BLUE_ONE_DEFENDER_V2,3,1,1,0,182,127,,0,4
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000178,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,41,24,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000179,BLUE_ONE_DEFENDER_V2,2,1,1,0,240,200,,0,3
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000179,BLUE_BOTH_ATTACK_V2,1,0,1,0,240,48,20,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000180,BLUE_ONE_DEFENDER_V2,1,2,0,0,240,,,0,3
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000180,BLUE_BOTH_ATTACK_V2,1,1,0,1,240,,77,0,2
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000181,BLUE_ONE_DEFENDER_V2,3,1,1,0,196,67,,0,4
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000181,BLUE_BOTH_ATTACK_V2,1,0,1,0,240,,21,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000182,BLUE_ONE_DEFENDER_V2,2,1,1,0,240,,,0,3
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000182,BLUE_BOTH_ATTACK_V2,1,0,1,0,240,,10,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000183,BLUE_ONE_DEFENDER_V2,2,1,1,0,240,219,,0,3
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000183,BLUE_BOTH_ATTACK_V2,1,0,1,0,240,116,10,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000184,BLUE_ONE_DEFENDER_V2,1,2,0,0,240,,,0,3
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000184,BLUE_BOTH_ATTACK_V2,2,0,1,0,240,132,37,0,2
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000185,BLUE_ONE_DEFENDER_V2,2,2,0,1,240,13,,0,4
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000185,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,30,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000186,BLUE_ONE_DEFENDER_V2,2,1,1,0,240,,,0,3
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000186,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,56,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000187,BLUE_ONE_DEFENDER_V2,3,1,1,0,201,70,,0,4
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000187,BLUE_BOTH_ATTACK_V2,1,0,1,0,240,,50,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000188,BLUE_ONE_DEFENDER_V2,1,0,1,0,240,,,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000188,BLUE_BOTH_ATTACK_V2,1,0,1,0,240,,55,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000189,BLUE_ONE_DEFENDER_V2,2,0,1,0,240,178,,0,2
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000189,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,56,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000190,BLUE_ONE_DEFENDER_V2,2,0,1,0,240,12,,0,2
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000190,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,10,1,0
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000191,BLUE_ONE_DEFENDER_V2,3,2,1,0,215,,,0,5
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000191,BLUE_BOTH_ATTACK_V2,1,0,1,0,240,55,9,0,1
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000192,BLUE_ONE_DEFENDER_V2,3,0,1,0,178,125,,0,3
A_SDS2_INIT_3,SDS2_A_payoff_INIT_3,6000192,BLUE_BOTH_ATTACK_V2,1,0,1,0,240,,36,0,1
B_OP7,SDS_PARENT_OP7,6000001,BLUE_ONE_DEFENDER_V2,0,0,0,1,240,,,1,0
B_OP7,SDS_PARENT_OP7,6000001,BLUE_BOTH_ATTACK_V2,1,0,1,0,240,,8,0,1
B_OP7,SDS_PARENT_OP7,6000002,BLUE_ONE_DEFENDER_V2,0,0,0,1,240,,,1,0
B_OP7,SDS_PARENT_OP7,6000002,BLUE_BOTH_ATTACK_V2,1,0,1,0,240,,10,0,1
B_OP7,SDS_PARENT_OP7,6000003,BLUE_ONE_DEFENDER_V2,0,0,0,1,240,163,,1,0
B_OP7,SDS_PARENT_OP7,6000003,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,7,1,0
B_OP7,SDS_PARENT_OP7,6000004,BLUE_ONE_DEFENDER_V2,0,1,0,0,240,,,0,1
B_OP7,SDS_PARENT_OP7,6000004,BLUE_BOTH_ATTACK_V2,1,0,1,0,240,,103,0,1
B_OP7,SDS_PARENT_OP7,6000005,BLUE_ONE_DEFENDER_V2,0,0,0,1,240,,,1,0
B_OP7,SDS_PARENT_OP7,6000005,BLUE_BOTH_ATTACK_V2,0,0,0,1,240,,,1,0
B_OP7,SDS_PARENT_OP7,6000006,BLUE_ONE_DEFENDER_V2,0,0,0,1,240,,,1,0
B_OP7,SDS_PARENT_OP7,6000006,BLUE_BOTH_ATTACK_V2,1,0,1,0,240,190,6,0,1
B_OP7,SDS_PARENT_OP7,6000007,BLUE_ONE_DEFENDER_V2,0,0,0,1,240,,,1,0
