epoch,train_kl_A,train_kl_B,holdout_agree_z0_vs_piA,holdout_agree_z1_vs_piB,holdout_teacher_argmax_disagreement,holdout_kl_A,holdout_kl_B,holdout_student_z0_z1_jsd,holdout_teacher_A_B_jsd
1,0.6715978368734702,0.3231729020675023,0.8173904580317961,0.9222322863237142,0.27686811878991974,0.3513971846250733,0.15368587556299343,0.036763836747695885,0.1785171783530071
2,0.23567117190259135,0.10230101625888775,0.8899929646806708,0.963612253743441,0.27686811878991974,0.15181038754394227,0.05298384918854777,0.12889231302226722,0.1785171783530071
3,0.125197365688972,0.04636594665865613,0.9093430636139924,0.9694344087307738,0.27686811878991974,0.09950866529831803,0.03569871843097756,0.1524733520231505,0.1785171783530071
4,0.0858458005464994,0.032647327655273624,0.9229575276954382,0.9708820471862137,0.27686811878991974,0.07148916323209961,0.0267433151574446,0.15735810162882716,0.1785171783530071
5,0.06352530375250384,0.02523794171647129,0.9229507575423403,0.976410734602761,0.27686811878991974,0.06891086026550752,0.021386885039499287,0.17402054756128182,0.1785171783530071
6,0.04938927537992469,0.02051455322175454,0.9389556938665176,0.9773866016246815,0.27686811878991974,0.04679336812912023,0.018216864041479226,0.1700237779197487,0.1785171783530071
7,0.039890677819394656,0.017389814854941815,0.9454804903574897,0.977193509090711,0.27686811878991974,0.04004602663194072,0.01560031743131553,0.1676507928575364,0.1785171783530071
8,0.0339695662419256,0.015015880306625469,0.9449532065337931,0.9822030514433405,0.27686811878991974,0.034816562936991334,0.013321797953354293,0.16807863953464192,0.1785171783530071
9,0.028343591695794694,0.012895316418865297,0.949393973166513,0.9804823461074447,0.27686811878991974,0.0307993698934225,0.011945640911645022,0.16887908542330088,0.1785171783530071
10,0.024856135440178406,0.011396966182077542,0.9507211663736757,0.9791857606913318,0.27686811878991974,0.027725650629227338,0.011341987372851732,0.17519956196886688,0.1785171783530071
11,0.022170285670421064,0.010303361257777,0.9524563293767099,0.9827634065718464,0.27686811878991974,0.025290223789935923,0.009387118928643825,0.17104964865192168,0.1785171783530071
12,0.019541887566447258,0.009043538190711003,0.9529894606859189,0.983993484741357,0.27686811878991974,0.02384469832119084,0.009120836407704598,0.17208890308999827,0.1785171783530071
13,0.018037103713513948,0.008405113397723334,0.9559301569519054,0.9844372832133972,0.27686811878991974,0.022702341967759544,0.007907266808949372,0.17879469607130657,0.1785171783530071
14,0.016868764765433267,0.007819638802455021,0.9586016404270148,0.9859280581895937,0.27686811878991974,0.02038858210386675,0.007651367134761843,0.17385906613151994,0.1785171783530071
15,0.01539370041881871,0.007259560151933095,0.9580109813082222,0.9874949433165312,0.27686811878991974,0.019116283168852673,0.007075337402746693,0.17754145837761065,0.1785171783530071
16,0.013985232243107425,0.006590789733215785,0.9611025103606993,0.9837159341825463,0.27686811878991974,0.01837560366210931,0.006897195625231825,0.1728741387689197,0.1785171783530071
17,0.013215358647653181,0.006285013153384893,0.9622337496849368,0.984469532042932,0.27686811878991974,0.01775567884837393,0.0062110126845564655,0.1747132105618688,0.1785171783530071
18,0.012399810780253675,0.005977649882467639,0.9635887840568603,0.9857544686902225,0.27686811878991974,0.016467094788708718,0.006223162700258257,0.17297110817726533,0.1785171783530071
19,0.011646172278520897,0.005620192286646009,0.9648927822731723,0.987165351618173,0.27686811878991974,0.01636626706799632,0.0060869280038901245,0.17696534175979298,0.1785171783530071
20,0.011210794242210368,0.005387822922287334,0.9647440807828784,0.9880848052616867,0.27686811878991974,0.01575222730566415,0.005726545667292766,0.17783948050121956,0.1785171783530071
