map_set,opponent,learned_return,uniform_episode_fixed_return,uniform_random_at_router_opportunities_return,preselected_global_fixed_z_return,no_switch_return,shuffled_return,best_fixed_condition,best_fixed_return,posthoc_global_fixed_oracle_return,posthoc_opponent_oracle_return,posthoc_episode_oracle_return,primary_baseline_return,delta_router_primary_return
eval,OP5,-7.576045635403716,-8.012427330439095,-8.380312994715496,-8.823886688249331,-7.1166690516074596,-7.1166690516074596,fixed_z3,-7.1166690516074596,-7.1166690516074596,-7.1166690516074596,-7.1166690516074596,-7.1166690516074596,-0.45937658379625645
