episode_id,run_id,run_pid,timesteps,policy_update,rollout_step,latent_z,curriculum_phase,mode,map_set,map_layout,map_id,map_vertical_mirror,opponent,opponent_id,success,blue_score,red_score,win_margin,decision_steps,zone_coverage,collision_free_episode,collision_events_per_episode,obstacle_collision_events_per_episode,near_misses_per_episode,blue_route_upper_crossings,blue_route_lower_crossings,red_route_upper_crossings,red_route_lower_crossings,blue_attack_upper_crossings,blue_attack_lower_crossings,blue_return_upper_crossings,blue_return_lower_crossings,blue_intercept_upper_crossings,blue_intercept_lower_crossings,red_attack_upper_crossings,red_attack_lower_crossings,red_return_upper_crossings,red_return_lower_crossings,red_intercept_upper_crossings,red_intercept_lower_crossings,time_to_first_score,mean_inter_robot_dist,reward_terminal,reward_offense,reward_pbrs,reward_team,reward_sparse,reward_sparse_points,reward_failure,reward_total
1,51532-1783338762513781000,51532,1057536,21,120,1,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,0,SCRIPTED:OP8,7,0,2,3,-1,120,0.5199999809265137,0,2,3,24,2,8,7,9,2,2,0,2,0,4,2,0,3,0,0,7,52.0,6.544407653808594,-1.149999976158142,-0.5,-0.0013483166694641113,0.0,-1.0,-100.0,0.0,-0.5800807476043701
2,51532-1783338762513781000,51532,1057568,21,121,0,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,0,SCRIPTED:OP8,7,0,2,3,-1,121,0.7599999904632568,1,0,2,16,4,5,6,8,2,2,0,2,2,1,2,0,1,2,1,4,44.0,7.523634224883781,-1.149999976158142,-0.5,0.015834122896194458,0.0,-1.0,-100.0,0.0,-0.5793676376342773
3,51532-1783338762513781000,51532,1058016,21,135,0,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,0,SCRIPTED:OP8,7,0,2,3,-1,135,0.4399999976158142,1,0,8,34,0,10,2,12,0,2,0,2,0,5,0,2,2,2,0,5,48.0,6.195886682581018,-1.149999976158142,-0.5,0.01666492223739624,0.0,-1.0,-100.0,0.0,-0.5793331861495972
4,51532-1783338762513781000,51532,1058368,21,146,3,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,1,SCRIPTED:OP8,7,0,2,3,-1,146,0.5999999642372131,1,0,10,40,8,6,5,10,1,1,1,1,5,4,1,2,3,2,1,3,38.0,6.887230023945848,-1.149999976158142,-0.5,0.01018020510673523,0.0,-1.0,-100.0,0.0,-0.5796024203300476
5,51532-1783338762513781000,51532,1058848,21,161,3,OP3,OPPONENT_POOL,train,map_b_split_lane,0,1,SCRIPTED:OP8,7,0,2,3,-1,161,0.7599999904632568,1,0,3,31,4,9,9,9,1,3,0,2,2,3,3,0,1,2,1,6,76.0,8.091409434442935,-1.149999976158142,-0.5,-0.0048226118087768555,0.0,-1.0,-100.0,-0.20000000298023224,-0.6124305725097656
6,51532-1783338762513781000,51532,1059072,21,168,0,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,1,SCRIPTED:OP8,7,1,3,2,1,168,0.5999999642372131,0,1,6,24,5,5,13,11,1,3,2,1,2,1,2,0,3,3,6,4,64.0,7.600285121372768,1.149999976158142,0.5783208012580872,-0.0049925297498703,0.02499999850988388,1.0,100.0,-0.20000000298023224,0.5603413581848145
7,51532-1783338762513781000,51532,1059200,21,172,3,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,0,SCRIPTED:OP8,7,0,2,3,-1,172,0.6800000071525574,1,0,8,27,1,13,5,16,1,2,0,3,0,8,1,2,4,1,0,7,47.0,6.745521013126817,-1.149999976158142,-0.46661388874053955,-0.007936760783195496,0.019999999552965164,-1.0,-100.0,-0.4000000059604645,-0.6371726989746094
8,51532-1783338762513781000,51532,1059584,21,184,2,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,0,SCRIPTED:OP8,7,1,3,2,1,184,0.5600000023841858,1,0,5,29,1,11,10,16,1,5,0,3,0,2,0,3,3,0,4,9,58.0,7.022778718367867,1.149999976158142,0.5349228382110596,0.007730454206466675,0.04999999701976776,1.0,100.0,-0.20000000298023224,0.5544881820678711
9,51532-1783338762513781000,51532,1059584,21,184,3,OP3,OPPONENT_POOL,train,map_b_split_lane,0,0,SCRIPTED:OP8,7,1,3,2,1,184,0.6399999856948853,1,0,12,36,0,18,4,25,0,4,0,3,0,10,1,3,2,3,0,13,56.0,7.166198067043139,1.149999976158142,0.606874942779541,-0.0019615888595581055,0.0,1.0,100.0,-0.20000000298023224,0.5642838478088379
10,51532-1783338762513781000,51532,1059872,21,193,1,OP3,OPPONENT_POOL,train,map_b_split_lane_v2,1,0,SCRIPTED:OP8,7,1,3,2,1,193,0.5999999642372131,1,0,6,41,2,14,6,14,2,4,0,3,0,7,1,2,2,2,0,10,64.0,7.028620112127591,1.149999976158142,0.5179508328437805,0.006807297468185425,0.04999999701976776,1.0,100.0,0.0,0.5853337645530701
