checkpoint,opponent,latent_z,map,episode_index,cell_seed,episode_seed,success,blue_score,red_score,steps,return,zone_coverage,collision_free,win_margin,time_to_first_score,mean_inter_robot_dist,episode_start_phase,fixed_latent_id,outcome,collisions_per_episode,collision_events_per_episode,obstacle_collision_events_per_episode,blue_stuck_steps,red_stuck_steps,blue_blocked_movement_events,blue_obstacle_collision_events,blue_route_switches,blue_attack_upper_crossings,blue_attack_lower_crossings,blue_return_upper_crossings,blue_return_lower_crossings,blue_intercept_upper_crossings,blue_intercept_lower_crossings,blue_upper_lane_steps,blue_lower_lane_steps,blue_neutral_lane_steps,blue_movement_attempts,blue_successful_movement_steps,blue_repeated_blocked_movement_events,near_misses_per_episode,decision_steps,reward_total,reward_sparse_points,reward_offense,behavior_team_spread,behavior_num_attackers,behavior_num_defenders,behavior_num_go_to,behavior_carrier_escort_count,behavior_nearest_blue_to_carrier,behavior_nearest_blue_to_enemy_carrier,behavior_n_intercept_near_enemy_carrier,behavior_avg_blue_to_enemy_flag,behavior_avg_blue_to_own_flag,behavior_intercept_pressure,behavior_defense_pressure,behavior_attack_defense_ratio,coord_pairwise_head0_pearson_mean,coord_head0_team_agreement_rate,coord_full_action_team_agreement_rate,coord_trajectory_steps,strategy_switches,strategy_switch_rate,strategy_resamples,strategy_resample_rate,strategy_unique_count,strategy_entropy_mean,strategy_dominant,strategy_occupancy_0,strategy_occupancy_1,strategy_occupancy_2,strategy_occupancy_3,strategy_phase_blue_attack_occupancy_0,strategy_phase_blue_attack_occupancy_1,strategy_phase_blue_attack_occupancy_2,strategy_phase_blue_attack_occupancy_3,strategy_phase_neutral_occupancy_0,strategy_phase_neutral_occupancy_1,strategy_phase_neutral_occupancy_2,strategy_phase_neutral_occupancy_3,strategy_phase_blue_defense_occupancy_0,strategy_phase_blue_defense_occupancy_1,strategy_phase_blue_defense_occupancy_2,strategy_phase_blue_defense_occupancy_3,strategy_phase_both_flags_occupancy_0,strategy_phase_both_flags_occupancy_1,strategy_phase_both_flags_occupancy_2,strategy_phase_both_flags_occupancy_3
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP11,0,map_b,1,3042,3043,1,3,1,185,-6.41334530885797,0.7999999523162842,0,2,33.0,6.002710620777027,neutral,0,win,1,1,4,0,0,0,0,2,3,6,0,3,0,3,29,134,207,370,370,0,48,185,0.19701477885246277,0.0,0.0,0.10557051231027455,1.1783783783783783,0.15675675675675677,0.6324324324324324,0.13513513513513514,1.08315524704553,1.3420337900116637,0.05945945945945946,0.2728258687700774,0.28444988850403474,0.8248545785208006,0.7070861146256731,0.7635135135135135,0.004656317165943558,0.4810810810810811,0.0,185.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP11,1,map_b,0,3042,3042,1,3,0,196,-7.098568507179152,0.7599999904632568,1,3,35.0,6.291903748804209,neutral,1,win,0,0,3,0,0,0,0,6,4,7,1,2,0,0,48,111,233,392,392,0,56,196,0.518588662147522,100.0,0.5,0.13597623528722597,1.0714285714285714,0.2755102040816326,0.6428571428571429,0.16326530612244897,1.0241261499800853,1.5,0.0,0.2606556765374024,0.30832222132582443,0.8294292928612962,0.684993103146553,0.7002551020408163,-0.06428096424867301,0.3622448979591837,0.04081632653061224,196.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP11,1,map_b,1,3042,3043,1,3,0,93,-1.4656947884650435,0.7199999690055847,1,3,33.0,4.576846871324765,neutral,1,win,0,0,1,0,0,0,1,2,3,4,0,3,0,0,22,69,95,186,186,0,37,93,0.5543416738510132,100.0,0.5,0.09112580535152266,1.1720430107526882,0.3118279569892473,0.5161290322580645,0.25806451612903225,0.7592422723850255,1.5,0.0,0.20990100206546886,0.31500987364079364,0.8777784057842788,0.7066123280473935,0.7150537634408602,-0.1541975309403255,0.3548387096774194,0.0,93.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP11,2,map_b,0,3042,3042,1,3,1,106,-1.5074031210679095,0.5600000023841858,1,2,36.0,6.672470956478479,neutral,2,win,0,0,9,0,0,0,0,2,3,1,1,2,0,2,38,35,139,212,212,0,27,106,0.5543761253356934,100.0,0.5,0.08988140186048904,0.9528301886792453,0.4339622641509434,0.5188679245283019,0.3490566037735849,0.7974204540533839,1.2291222287798829,0.19811320754716982,0.211843638636945,0.27414124796413025,0.8552248455443472,0.7753156755330428,0.6273584905660378,-0.2045208385197882,0.22641509433962265,0.02830188679245283,106.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP11,2,map_b,1,3042,3043,1,3,0,80,-1.0671302584232762,0.6399999856948853,1,3,33.0,5.565155792236328,neutral,2,win,0,0,5,0,0,0,0,2,2,3,0,3,0,0,17,44,99,160,160,0,32,80,0.5187497735023499,100.0,0.5,0.12192147842142731,0.825,0.525,0.65,0.2875,0.6823121065739542,1.5,0.0,0.2029697451973334,0.26614379631355406,0.9130824372172356,0.7089573867619038,0.575,-0.21565070924636245,0.2375,0.0,80.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP11,3,map_b,0,3042,3042,1,3,1,103,-1.42273863000446,0.6800000071525574,1,2,36.0,5.176062722807949,neutral,3,win,0,0,0,0,0,0,0,4,3,1,2,1,1,1,55,22,129,206,206,0,18,103,0.5188184976577759,100.0,0.5,0.10930895767382627,1.0097087378640777,0.34951456310679613,0.5922330097087378,0.27184466019417475,0.7907905055987603,1.2060510549441124,0.3300970873786408,0.21951580747455648,0.2628214515166954,0.8580995121048492,0.7896040932646076,0.6674757281553398,-0.12038089200231138,0.36893203883495146,0.04854368932038835,103.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP11,3,map_b,1,3042,3043,1,3,0,89,-0.6251475275785197,0.5999999642372131,1,3,33.0,5.784290785200141,neutral,3,win,0,0,5,0,0,0,0,4,4,1,0,3,0,0,30,30,118,178,178,0,14,89,0.5187044143676758,100.0,0.5,0.1309708867305785,0.9662921348314607,0.4044943820224719,0.6292134831460674,0.2696629213483146,0.7571157759494995,1.5,0.0,0.2218080238763536,0.2949758723713039,0.8917183326871208,0.7424911568673809,0.6404494382022472,-0.3519013777889018,0.2696629213483146,0.0,89.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP11,0,map_b_split_lane_v2,0,3142,3142,1,3,1,91,-0.9530611187510658,0.5999999642372131,0,2,31.0,6.0353762448489015,neutral,0,win,1,1,1,0,0,0,0,5,3,1,1,2,1,2,42,40,100,182,182,0,24,91,0.5547866821289062,100.0,0.5,0.07109881272273404,1.2307692307692308,0.38461538461538464,0.38461538461538464,0.4945054945054945,0.7060227748620641,1.1570679430368838,0.31868131868131866,0.1721058764218629,0.27525435797460784,0.8837613227603199,0.8069987834154905,0.7115384615384616,-0.23328473740792174,0.4175824175824176,0.0,91.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP11,0,map_b_split_lane_v2,1,3142,3143,1,3,1,92,-1.2902239668765105,0.5199999809265137,1,2,31.0,5.075881294582201,neutral,0,win,0,0,6,0,0,0,3,1,3,1,3,0,2,0,83,7,94,184,184,0,39,92,0.518532931804657,100.0,0.5,0.08444241843307795,1.076086956521739,0.29347826086956524,0.6304347826086957,0.33695652173913043,0.8141515265502359,1.1761635975993199,0.42391304347826086,0.21312571517394288,0.247397866828934,0.8526583281548127,0.7890505207621533,0.6956521739130435,-0.2115358446933389,0.5,0.0,92.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP11,1,map_b_split_lane_v2,0,3142,3142,1,3,2,143,-4.727719406510005,0.6399999856948853,1,1,67.0,5.274576680643575,neutral,1,win,0,0,2,0,0,0,2,3,2,2,2,1,4,1,53,75,158,286,286,0,46,143,0.554284930229187,100.0,0.5,0.10222735470877244,0.993006993006993,0.23776223776223776,0.7552447552447552,0.18181818181818182,0.923790606533314,1.1059607263472113,0.48951048951048953,0.2293660011455104,0.2626744411312617,0.8572458966628654,0.8089517142389204,0.6905594405594405,-0.029770380478066495,0.45454545454545453,0.02097902097902098,143.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP11,1,map_b_split_lane_v2,1,3142,3143,1,3,0,105,-1.1859906156314537,0.5600000023841858,0,3,32.0,4.429002743675595,neutral,1,win,2,2,10,0,0,0,7,1,5,1,3,0,0,0,79,7,124,210,210,0,77,105,0.5188639163970947,100.0,0.5,0.07222874508727165,1.2666666666666666,0.3619047619047619,0.37142857142857144,0.3904761904761905,0.8030338723744664,1.5,0.0,0.2019211370497942,0.27301407976164704,0.853440843309675,0.7340131901559376,0.7261904761904762,-0.38634882511024804,0.42857142857142855,0.0,105.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP11,2,map_b_split_lane_v2,0,3142,3142,1,3,0,86,-0.36712200433248654,0.5999999642372131,1,3,33.0,5.557058289993641,neutral,2,win,0,0,4,0,0,0,0,5,2,2,1,2,0,0,34,37,101,172,172,0,29,86,0.5542600750923157,100.0,0.5,0.11127153975715817,1.0,0.4883720930232558,0.47674418604651164,0.36046511627906974,0.7489116111293782,1.5,0.0,0.19743893793675787,0.2929048231088145,0.8857076854206795,0.7629470284595046,0.625,-0.31658229778079183,0.23255813953488372,0.0,86.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP11,2,map_b_split_lane_v2,1,3142,3143,1,3,0,106,-1.9806880010000896,0.5999999642372131,1,3,32.0,5.482473697302477,neutral,2,win,0,0,0,0,0,0,0,3,3,3,3,1,0,0,74,36,102,212,212,0,20,106,0.518729031085968,100.0,0.5,0.11849059868287647,0.8773584905660378,0.37735849056603776,0.7264150943396226,0.29245283018867924,0.7743269435112488,1.5,0.0,0.22009230803979454,0.27314419865186484,0.8745128197490044,0.7338507096722441,0.6297169811320755,-0.0653330477468485,0.2641509433962264,0.02830188679245283,106.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP11,3,map_b_split_lane_v2,0,3142,3142,1,3,1,199,-9.972899960208451,0.6800000071525574,1,2,31.0,5.574888603172111,neutral,3,win,0,0,9,0,0,0,3,7,8,4,1,2,0,3,100,88,210,398,398,0,56,199,0.5549426674842834,100.0,0.5,0.12237369457269134,1.2160804020100502,0.16080402010050251,0.6231155778894473,0.1658291457286432,1.1221953004261656,1.3602638827009716,0.18090452261306533,0.25587663096586366,0.2666420551700209,0.8375870327853677,0.6800034633233919,0.7638190954773869,-0.009382628833011573,0.5577889447236181,0.07035175879396985,199.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP11,3,map_b_split_lane_v2,1,3142,3143,1,3,0,225,-9.230606113967951,0.7599999904632568,1,3,71.0,5.640079210069445,neutral,3,win,0,0,2,0,0,0,2,5,9,3,3,0,0,0,187,30,233,450,450,0,70,225,0.5541852116584778,100.0,0.5,0.1086152343534761,1.0,0.20444444444444446,0.7866666666666666,0.1511111111111111,1.0688918932610088,1.5,0.0,0.2497524645841784,0.2873278658588727,0.8354799694485134,0.6646590513653226,0.7011111111111111,-0.1727451917249509,0.4266666666666667,0.02666666666666667,225.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP12,0,map_b,0,4042,4042,1,3,0,211,-8.706411904015113,0.7199999690055847,1,3,35.0,6.029775899733412,neutral,0,win,0,0,14,0,0,0,5,5,3,8,0,3,0,0,29,132,261,422,422,0,72,211,0.5191882252693176,100.0,0.5,0.11402228654702128,1.04739336492891,0.2037914691943128,0.7440758293838863,0.22274881516587677,1.0074691391457313,1.5,0.0,0.2433721139294347,0.2874197420703856,0.8377158876278954,0.6436886643346452,0.7120853080568721,-0.08589759280675145,0.4786729857819905,0.009478672985781991,211.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP12,0,map_b,1,4042,4043,1,3,1,85,-1.5128865884325933,0.7599999904632568,1,2,34.0,6.30228271484375,neutral,0,win,0,0,2,0,0,0,0,4,2,1,0,3,1,1,28,49,93,170,170,0,36,85,0.5188474655151367,100.0,0.5,0.10434921464937574,1.0470588235294118,0.43529411764705883,0.5176470588235295,0.3411764705882353,0.6890360419364536,1.1135440099765272,0.2823529411764706,0.2004211471580407,0.3068622547037461,0.8943828842219185,0.771118200526518,0.6529411764705882,0.11235106490421744,0.3176470588235294,0.047058823529411764,85.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP12,1,map_b,0,4042,4042,1,3,1,202,-8.255596689443337,0.7199999690055847,1,2,35.0,6.840958094832921,neutral,1,win,0,0,16,0,0,0,2,9,5,4,0,3,1,1,55,109,240,404,404,0,38,202,0.5544372797012329,100.0,0.5,0.15121007171265854,0.9900990099009901,0.22277227722772278,0.7574257425742574,0.1188118811881188,1.0693713520183274,1.3703691327188274,0.16831683168316833,0.28140356976280706,0.2711333519972787,0.8252789956508296,0.704705138312708,0.6943069306930693,-0.04922063254168755,0.4900990099009901,0.039603960396039604,202.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP12,1,map_b,1,4042,4043,1,3,2,103,-1.5587385139369871,0.7199999690055847,1,1,34.0,6.574843323346481,neutral,1,win,0,0,9,0,0,0,2,6,2,1,0,3,2,3,31,70,105,206,206,0,23,103,0.5543240308761597,100.0,0.5,0.0837478154130931,1.174757281553398,0.34951456310679613,0.47572815533980584,0.4563106796116505,0.7872878494627268,0.9473353358871729,0.5339805825242718,0.200295967511037,0.2663274245354736,0.8440657107575426,0.8291424964238139,0.7063106796116505,0.07003481383306868,0.46601941747572817,0.038834951456310676,103.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP12,2,map_b,0,4042,4042,1,3,0,239,-11.511426857032347,0.8399999737739563,0,3,35.0,6.098892786512814,neutral,2,win,1,1,16,0,0,0,2,3,1,12,0,3,0,0,11,191,276,478,478,0,85,239,0.5186851024627686,100.0,0.5,0.09546225218328347,1.0543933054393306,0.15481171548117154,0.7907949790794979,0.21338912133891214,1.1335648935303777,1.5,0.0,0.25500816590772263,0.3041724826688547,0.8121224300133134,0.6398694460362071,0.7248953974895398,-0.1721161291030478,0.41841004184100417,0.029288702928870293,239.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP12,2,map_b,1,4042,4043,1,3,0,226,-8.108347007539123,0.7199999690055847,0,3,40.0,6.360601104466261,neutral,2,win,2,2,16,0,0,0,3,10,7,5,0,4,0,0,65,103,284,452,452,0,63,226,0.5185990333557129,100.0,0.5,0.11717834304688515,1.0707964601769913,0.16371681415929204,0.7654867256637168,0.13274336283185842,1.0865660969959159,1.5,0.0,0.26860724631861777,0.3026530019015865,0.8183562916464511,0.6750501874273858,0.7267699115044248,-0.002181117718438306,0.45132743362831856,0.048672566371681415,226.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP12,3,map_b,0,4042,4042,1,3,0,95,-2.319827924686251,0.7599999904632568,1,3,35.0,5.776560572574013,neutral,3,win,0,0,6,0,0,0,1,1,1,4,0,3,0,0,9,77,104,190,190,0,29,95,0.5545857548713684,100.0,0.5,0.10918771453986043,0.968421052631579,0.3368421052631579,0.6947368421052632,0.35789473684210527,0.7690414293031943,1.5,0.0,0.22200438298873212,0.28068527006789257,0.8642680394022089,0.7401785976008365,0.6578947368421053,-0.30937632094932,0.4,0.05263157894736842,95.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP12,3,map_b,1,4042,4043,1,3,1,94,-1.0295057393377647,0.7599999904632568,1,2,34.0,7.149315367353723,neutral,3,win,0,0,6,0,0,0,1,3,4,1,0,3,0,3,45,55,88,188,188,0,22,94,0.5547107458114624,100.0,0.5,0.10354230208124252,1.0212765957446808,0.2127659574468085,0.7659574468085106,0.3191489361702128,0.7714790460911203,1.1935302199835474,0.10638297872340426,0.21960168539922922,0.32292277290624505,0.8648543662213265,0.7641957611479657,0.7021276595744681,0.02987465362152475,0.3191489361702128,0.0425531914893617,94.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP12,0,map_b_split_lane_v2,0,4142,4142,1,3,0,111,-2.2881311970413662,0.5199999809265137,0,3,31.0,5.3914585972691444,neutral,0,win,1,1,1,0,0,0,0,2,0,6,0,3,0,0,2,108,112,222,222,0,31,111,0.5542011260986328,100.0,0.5,0.09366642614944024,0.8918918918918919,0.3153153153153153,0.7657657657657657,0.26126126126126126,0.8669893100924857,1.5,0.0,0.21600629620858142,0.28183256468928614,0.8702802905091295,0.721848367033778,0.6418918918918919,0.013887491318093251,0.2882882882882883,0.0,111.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP12,0,map_b_split_lane_v2,1,4142,4143,1,3,2,107,-3.3185635449481197,0.5199999809265137,0,1,43.0,5.633018422349591,neutral,0,win,1,1,0,0,0,0,0,3,1,1,0,3,0,3,10,69,135,214,214,0,43,107,0.5187587738037109,100.0,0.5,0.08310660756428108,1.1775700934579438,0.24299065420560748,0.5794392523364486,0.35514018691588783,0.838288811270461,0.994993073917995,0.6355140186915887,0.20527308597882218,0.23145634660096925,0.8624159621301098,0.8380149948262723,0.7336448598130841,0.01416801885174996,0.42990654205607476,0.009345794392523364,107.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP12,1,map_b_split_lane_v2,0,4142,4142,1,3,1,248,-11.291716116276802,0.7599999904632568,0,2,130.0,5.710974908644153,neutral,1,win,1,1,9,0,0,0,4,8,4,9,0,3,0,2,34,208,254,496,496,0,69,248,0.5543208122253418,100.0,0.5,0.10668941765588018,1.0887096774193548,0.1693548387096774,0.7419354838709677,0.16532258064516128,1.1453472690116013,1.397315109569219,0.10483870967741936,0.2663971407248849,0.2562003077999238,0.8199461448577142,0.6906822609805292,0.7298387096774194,-0.11362941436081876,0.4032258064516129,0.024193548387096774,248.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP12,1,map_b_split_lane_v2,1,4142,4143,1,3,1,163,-7.162965786526911,0.5199999809265137,1,2,43.0,5.454741495518596,neutral,1,win,0,0,2,0,0,0,0,5,2,6,0,3,1,1,21,137,168,326,326,0,48,163,0.5185752511024475,100.0,0.5,0.11179868046171461,1.1042944785276074,0.20245398773006135,0.6932515337423313,0.19631901840490798,1.0211945183095208,1.307267928278885,0.18404907975460122,0.24422742366973607,0.26120480547653385,0.8480617440551337,0.7333168343532305,0.7254601226993865,-0.05855240452909318,0.4723926380368098,0.012269938650306749,163.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP12,2,map_b_split_lane_v2,0,4142,4142,1,3,0,167,-6.625510538928211,0.5600000023841858,0,3,31.0,4.639943014361902,neutral,2,win,2,2,19,0,0,0,6,4,2,8,0,3,0,0,12,143,179,334,334,0,72,167,0.5184580087661743,100.0,0.5,0.07821163857456095,1.0179640718562875,0.18562874251497005,0.7964071856287425,0.2275449101796407,1.0594597261421337,1.5,0.0,0.2415089910058026,0.2513569180970777,0.8225956655548005,0.6899802417098405,0.7080838323353293,0.07659449690708595,0.4431137724550898,0.04790419161676647,167.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP12,2,map_b_split_lane_v2,1,4142,4143,1,3,0,167,-7.389882041316014,0.5999999642372131,1,3,28.0,5.568368877479416,neutral,2,win,0,0,2,0,0,0,1,5,3,8,0,3,0,0,23,147,164,334,334,0,45,167,0.5191909670829773,100.0,0.5,0.11857224266953811,1.1497005988023952,0.23353293413173654,0.5988023952095808,0.1377245508982036,1.097621443497385,1.5,0.0,0.2567971313405715,0.27849433263261875,0.8381524735582089,0.6910918133701393,0.7245508982035929,-0.2366194664119012,0.48502994011976047,0.03592814371257485,167.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP12,3,map_b_split_lane_v2,0,4142,4142,1,3,1,94,-1.6882060338102747,0.4399999976158142,0,2,31.0,4.142626498607879,neutral,3,win,3,3,1,0,0,0,0,0,0,4,0,3,0,2,0,90,98,188,188,0,49,94,0.5188090801239014,100.0,0.5,0.04880025328949411,1.1914893617021276,0.2978723404255319,0.5106382978723404,0.5106382978723404,0.7855874403439304,1.2425404138704563,0.3723404255319149,0.19152495252127025,0.23814814680434288,0.853600819694235,0.8029218550692213,0.723404255319149,0.11899565977722237,0.46808510638297873,0.0425531914893617,94.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
