episode_id,run_id,run_pid,timesteps,policy_update,rollout_step,latent_z,curriculum_phase,mode,map_set,map_layout,map_vertical_mirror,opponent,opponent_id,success,blue_score,red_score,win_margin,decision_steps,zone_coverage,collision_free_episode,collision_events_per_episode,obstacle_collision_events_per_episode,near_misses_per_episode,blue_route_upper_crossings,blue_route_lower_crossings,red_route_upper_crossings,red_route_lower_crossings,blue_attack_upper_crossings,blue_attack_lower_crossings,blue_return_upper_crossings,blue_return_lower_crossings,blue_intercept_upper_crossings,blue_intercept_lower_crossings,red_attack_upper_crossings,red_attack_lower_crossings,red_return_upper_crossings,red_return_lower_crossings,red_intercept_upper_crossings,red_intercept_lower_crossings,time_to_first_score,mean_inter_robot_dist,reward_terminal,reward_offense,reward_pbrs,reward_team,reward_sparse,reward_sparse_points,reward_failure,reward_total
11,50196-1783179819977297300,50196,1050344,17,186,1,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,1,2,107,0.7599999904632568,1,0,6,20,5,7,3,9,2,4,2,1,0,0,0,2,0,1,3,4,38.0,6.361562568450642,1.0,0.5,-0.005765408277511597,0.0,1.0,100.0,0.0,0.5543501377105713
12,50196-1783179819977297300,50196,1050532,17,233,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,0,3,142,0.7999999523162842,1,0,3,60,9,3,11,1,4,2,3,0,0,0,1,0,0,0,8,1,39.0,5.768786363198724,1.0,0.5,-0.006459161639213562,0.0,1.0,100.0,-0.20000000298023224,0.5187267661094666
13,50196-1783179819977297300,50196,1050568,17,242,3,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP9,8,1,3,1,2,203,0.7999999523162842,1,0,4,51,3,22,4,12,2,9,0,3,0,2,2,2,0,1,1,8,39.0,6.368975258813116,1.0,0.5,-0.010348185896873474,0.0,1.0,100.0,0.0,0.5541517734527588
14,50196-1783179819977297300,50196,1050576,17,244,2,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP10,9,1,3,1,2,148,0.6399999856948853,1,0,9,63,4,14,0,18,2,5,0,3,1,1,0,5,0,1,0,8,79.0,5.172499785552153,1.0,0.5,-0.008341342210769653,0.0,1.0,100.0,-0.20000000298023224,0.5186407566070557
15,50196-1783179819977297300,50196,1050936,18,78,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,1,2,101,0.5199999809265137,1,0,3,32,2,9,1,10,1,2,0,3,1,2,0,2,1,1,0,6,35.0,5.931534266707921,1.0,0.5,-0.004971131682395935,0.02499999850988388,1.0,100.0,0.0,0.5554659366607666
16,50196-1783179819977297300,50196,1050976,18,88,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,2,1,100,0.5600000023841858,1,0,3,27,3,11,3,4,2,0,0,3,1,5,1,0,1,1,0,3,34.0,5.593565673828125,1.0,0.5,-0.007426276803016663,0.0,1.0,100.0,0.0,0.5542782545089722
17,50196-1783179819977297300,50196,1051212,18,147,2,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP9,8,1,3,0,3,217,0.7999999523162842,0,1,11,56,7,13,3,17,6,4,0,3,0,0,0,6,0,0,3,8,35.0,6.8980172856062785,1.0,0.5,-0.007706806063652039,0.0,1.0,100.0,0.0,0.554266095161438
18,50196-1783179819977297300,50196,1051264,18,160,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,1,2,174,0.6800000071525574,0,1,7,45,1,19,2,15,1,7,0,3,0,2,0,7,1,0,1,2,31.0,5.298799361305675,1.0,0.5,-0.009093150496482849,0.0,1.0,100.0,0.0,0.554206132888794
19,50196-1783179819977297300,50196,1051372,18,187,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,1,2,99,0.7599999904632568,1,0,4,28,4,10,1,8,3,2,0,3,0,3,0,1,0,1,0,5,40.0,5.730608699297664,1.0,0.5,-0.004623159766197205,0.0,1.0,100.0,-0.20000000298023224,0.5188106894493103
20,50196-1783179819977297300,50196,1051396,18,193,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,2,1,115,0.6800000071525574,1,0,9,27,1,13,3,7,1,1,0,3,0,6,2,0,0,2,1,4,40.0,5.543730362601902,1.0,0.5,-0.00775088369846344,0.0,1.0,100.0,0.0,0.55426424741745
21,50196-1783179819977297300,50196,1051636,18,253,1,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,0,3,93,0.7999999523162842,0,1,1,22,5,4,0,10,3,2,1,2,0,0,0,2,0,0,0,6,35.0,6.953549620925739,1.0,0.5,-0.009496688842773438,0.0,1.0,100.0,0.0,0.55418860912323
22,50196-1783179819977297300,50196,1051668,19,5,3,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,0,3,114,0.7599999904632568,1,0,3,42,3,6,1,8,2,2,0,3,1,0,0,0,1,0,0,5,43.0,5.371245802494517,1.0,0.5,-0.009569361805915833,0.02499999850988388,1.0,100.0,0.0,0.5552671551704407
23,50196-1783179819977297300,50196,1051964,19,79,1,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,1,2,148,0.7199999690055847,0,1,3,62,3,15,2,12,3,4,0,3,0,2,0,4,1,0,1,5,34.0,5.7723190720016895,1.0,0.5,-0.004658445715904236,0.0,1.0,100.0,-0.20000000298023224,0.5188090205192566
24,50196-1783179819977297300,50196,1051996,19,87,1,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP10,9,1,3,0,3,150,0.7999999523162842,1,0,10,46,5,9,3,13,3,4,0,3,0,0,2,0,0,0,0,12,95.0,6.204584147135416,1.0,0.5,-0.006757602095603943,0.0,1.0,100.0,0.0,0.554307222366333
25,50196-1783179819977297300,50196,1052036,19,97,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,1,2,92,0.6800000071525574,1,0,7,11,9,1,6,8,3,0,3,0,2,1,1,1,0,1,5,5,37.0,7.259299236795177,1.0,0.5,-0.007049888372421265,0.0,1.0,100.0,0.0,0.5542945861816406
26,50196-1783179819977297300,50196,1052060,19,103,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,1,2,106,0.7999999523162842,1,0,5,22,5,4,6,5,2,2,2,1,0,1,1,0,0,1,4,2,39.0,6.015030770931604,1.0,0.5,0.007025092840194702,0.0,1.0,100.0,-0.20000000298023224,0.5193425416946411
27,50196-1783179819977297300,50196,1052408,19,190,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,1,2,103,0.5600000023841858,1,0,3,22,0,10,1,7,0,4,0,3,0,2,0,0,1,0,0,6,31.0,6.241324711771845,1.0,0.5,-0.004442274570465088,0.0,1.0,100.0,-0.20000000298023224,0.5188189148902893
28,50196-1783179819977297300,50196,1052416,19,192,2,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP10,9,1,3,0,3,113,0.6800000071525574,1,0,6,44,1,7,0,18,1,3,0,3,0,0,0,2,0,0,0,13,31.0,5.0452880859375,1.0,0.5,0.0037240684032440186,0.0,1.0,100.0,0.0,0.5547608733177185
29,50196-1783179819977297300,50196,1052496,19,212,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,2,1,109,0.7199999690055847,0,1,5,36,9,3,10,3,2,1,2,1,3,1,2,0,0,2,5,1,38.0,5.4657699164994265,1.0,0.5,-0.010268598794937134,0.0,1.0,100.0,0.0,0.554155170917511
30,50196-1783179819977297300,50196,1052820,20,37,1,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,1,2,196,0.7999999523162842,0,7,17,69,12,8,9,11,5,2,0,3,4,1,4,1,0,1,2,6,94.0,5.910830750757334,1.0,0.5,-0.0059316158294677734,0.0,1.0,100.0,0.0,0.5543429851531982
31,50196-1783179819977297300,50196,1052860,20,47,3,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,2,1,111,0.7199999690055847,0,1,2,55,2,8,1,8,0,1,0,3,2,2,0,1,1,1,0,4,33.0,5.460170986416103,1.0,0.5,0.0007556378841400146,0.0,1.0,100.0,0.0,0.5546324253082275
32,50196-1783179819977297300,50196,1052864,20,48,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,1,2,114,0.7199999690055847,1,0,3,16,3,6,7,4,1,2,1,2,0,2,1,1,0,1,5,1,35.0,6.651350590220669,1.0,0.5,-0.010302484035491943,0.0,1.0,100.0,0.0,0.5541536808013916
33,50196-1783179819977297300,50196,1053052,20,95,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,0,3,139,0.7999999523162842,1,0,14,43,4,12,2,10,2,6,1,2,0,0,0,2,0,0,1,6,35.0,5.085484346897482,1.0,0.5,-0.006762340664863586,0.0,1.0,100.0,-0.20000000298023224,0.5187129378318787
34,50196-1783179819977297300,50196,1053192,20,130,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,1,2,93,0.7199999690055847,1,0,6,11,2,4,3,5,1,1,1,2,0,1,1,1,0,1,2,3,34.0,7.133520639070901,1.0,0.5,-0.004255160689353943,0.0,1.0,100.0,-0.20000000298023224,0.5188274383544922
35,50196-1783179819977297300,50196,1053356,20,171,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,1,2,124,0.6399999856948853,1,0,2,25,6,4,8,3,2,2,2,1,1,0,2,0,0,1,5,1,35.0,6.5572307955834175,1.0,0.5,0.006930902600288391,0.0,1.0,100.0,0.0,0.5548995733261108
36,50196-1783179819977297300,50196,1053392,20,180,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,1,2,132,0.7199999690055847,0,2,17,20,11,5,2,6,2,2,0,3,6,0,0,1,1,0,1,4,42.0,6.637747562292851,1.0,0.5,-0.008186131715774536,0.0,1.0,100.0,0.0,0.5542453527450562
37,50196-1783179819977297300,50196,1053588,20,229,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,1,2,99,0.7199999690055847,1,0,4,44,6,5,4,6,3,1,1,2,1,1,0,0,1,0,2,4,31.0,5.644109552556818,1.0,0.5,-0.010332092642784119,0.0,1.0,100.0,0.0,0.5541524291038513
