condition,condition_display,opponent,map,cell_seed,episode_index,episode_seed,return,success,steps,blue_score,red_score,score_margin,strategy_switches,strategy_resamples,strategy_unique_count,strategy_entropy_mean,strategy_dominant,checkpoint
learned_qphi_switching,learned_router,OP8,map_b,14000,0,4179445,-4.737459754920565,1,160,3,0,3,0,5,1,1.2374729931354522,3,checkpoints/2v2/final_v6i9-router-credit-mechanism-cont-seed1_2v2.zip
learned_qphi_switching,learned_router,OP8,map_b,14000,1,320145262,-1.8073574428563006,1,94,3,1,2,0,3,1,1.2426185227454978,3,checkpoints/2v2/final_v6i9-router-credit-mechanism-cont-seed1_2v2.zip
learned_qphi_switching,learned_router,OP8,map_b,14000,2,175670965,-1.6271068154310342,1,100,3,2,1,0,4,1,1.2434361779689789,3,checkpoints/2v2/final_v6i9-router-credit-mechanism-cont-seed1_2v2.zip
learned_qphi_switching,learned_router,OP8,map_b,14000,3,3309360977,-1.072823638416594,1,91,3,1,2,0,3,1,1.2381502258908617,3,checkpoints/2v2/final_v6i9-router-credit-mechanism-cont-seed1_2v2.zip
learned_qphi_switching,learned_router,OP8,map_b,14000,4,831158229,-1.1926044051360805,1,102,3,1,2,0,4,1,1.2492486144982131,3,checkpoints/2v2/final_v6i9-router-credit-mechanism-cont-seed1_2v2.zip
learned_qphi_switching,learned_router,OP8,map_b,14000,5,2057729978,-0.9161347647604998,1,95,3,0,3,0,3,1,1.2447149289281745,3,checkpoints/2v2/final_v6i9-router-credit-mechanism-cont-seed1_2v2.zip
learned_qphi_switching,learned_router,OP8,map_b,14000,6,921379453,-3.1824597463710234,1,129,3,0,3,0,5,1,1.2371088996414066,3,checkpoints/2v2/final_v6i9-router-credit-mechanism-cont-seed1_2v2.zip
learned_qphi_switching,learned_router,OP8,map_b,14000,7,1059735358,-4.301710002793698,1,144,3,1,2,0,5,1,1.2328572943806648,3,checkpoints/2v2/final_v6i9-router-credit-mechanism-cont-seed1_2v2.zip
learned_qphi_switching,learned_router,OP8,map_b,14000,8,2140741734,-0.5096241002902389,1,90,3,1,2,0,3,1,1.2382758961783515,3,checkpoints/2v2/final_v6i9-router-credit-mechanism-cont-seed1_2v2.zip
learned_qphi_switching,learned_router,OP8,map_b,14000,9,3436750701,-9.136658462142805,1,202,3,2,1,0,7,1,1.2301118657140448,3,checkpoints/2v2/final_v6i9-router-credit-mechanism-cont-seed1_2v2.zip
