condition,opponent,seed,environment_seed,episode_index,opportunity_index,step,selected_z,prev_z,switch_occurred,logit_0,logit_1,logit_2,logit_3,prob_0,prob_1,prob_2,prob_3
learned_qphi_switching,OP8,14000,4179445,0,0,0,3,-1,0,-0.8578599095344543,-0.34844332933425903,0.2742942273616791,0.8464060425758362,0.08877839893102646,0.14775565266609192,0.27542009949684143,0.4880458414554596
learned_qphi_switching,OP8,14000,4179445,0,1,32,3,3,0,-0.8420629501342773,-0.3597533106803894,0.3158644139766693,0.6715140342712402,0.09665486216545105,0.15656261146068573,0.30768418312072754,0.4390983581542969
learned_qphi_switching,OP8,14000,4179445,0,2,64,3,3,0,-0.7998546361923218,-0.3130943179130554,0.2762637436389923,0.7730419039726257,0.09633077681064606,0.1567336767911911,0.28256428241729736,0.4643712341785431
learned_qphi_switching,OP8,14000,4179445,0,3,96,3,3,0,-0.7855913639068604,-0.3660584092140198,0.31591975688934326,0.6134761571884155,0.10436910390853882,0.1587715893983841,0.3140162527561188,0.4228430688381195
learned_qphi_switching,OP8,14000,4179445,0,4,128,3,3,0,-0.7356365919113159,-0.32240599393844604,0.31868213415145874,0.6468755006790161,0.10676218569278717,0.1613917052745819,0.3064095377922058,0.4254365861415863
learned_qphi_switching,OP8,14001,320145262,1,0,0,3,-1,0,-0.8655067682266235,-0.3565288782119751,0.2661568820476532,0.8595612645149231,0.08789429068565369,0.14622005820274353,0.2725435793399811,0.4933421313762665
learned_qphi_switching,OP8,14001,320145262,1,1,32,3,3,0,-0.8628175258636475,-0.29467910528182983,0.2449987530708313,0.8037611246109009,0.09019782394170761,0.15919719636440277,0.2730955183506012,0.47750943899154663
learned_qphi_switching,OP8,14001,320145262,1,2,64,3,3,0,-0.8169970512390137,-0.37412041425704956,0.3117482662200928,0.6936423182487488,0.0982455313205719,0.15298599004745483,0.3037530481815338,0.44501549005508423
learned_qphi_switching,OP8,14002,175670965,2,0,0,3,-1,0,-0.8419557809829712,-0.3574681580066681,0.2529080808162689,0.8438557982444763,0.09083521366119385,0.14745670557022095,0.2714860737323761,0.49022209644317627
learned_qphi_switching,OP8,14002,175670965,2,1,32,3,3,0,-0.7688032984733582,-0.3188457190990448,0.2959977090358734,0.6457527279853821,0.10434964299201965,0.1636458784341812,0.30264127254486084,0.4293631911277771
learned_qphi_switching,OP8,14002,175670965,2,2,64,3,3,0,-0.7887274026870728,-0.37647825479507446,0.3106614649295807,0.63338303565979,0.10353679955005646,0.1563623696565628,0.31085169315338135,0.4292491376399994
learned_qphi_switching,OP8,14002,175670965,2,3,96,3,3,0,-0.8416256904602051,-0.38255271315574646,0.35797232389450073,0.741469144821167,0.09283851087093353,0.14692679047584534,0.3081108033657074,0.4521239399909973
learned_qphi_switching,OP8,14003,3309360977,3,0,0,3,-1,0,-0.875433087348938,-0.3576698899269104,0.24344182014465332,0.8501222729682922,0.08806447684764862,0.1477959305047989,0.2696012556552887,0.4945383071899414
learned_qphi_switching,OP8,14003,3309360977,3,1,32,3,3,0,-0.8584848642349243,-0.31361714005470276,0.2485254406929016,0.8051463961601257,0.09067725390195847,0.15636207163333893,0.2743259072303772,0.4786347448825836
learned_qphi_switching,OP8,14003,3309360977,3,2,64,3,3,0,-0.8125162124633789,-0.37449926137924194,0.30954065918922424,0.6757909059524536,0.09949866682291031,0.15418623387813568,0.30557680130004883,0.44073835015296936
learned_qphi_switching,OP8,14004,831158229,4,0,0,3,-1,0,-0.8591371178627014,-0.3568918704986572,0.2637903690338135,0.8437573909759521,0.08915770053863525,0.14732660353183746,0.27405646443367004,0.48945924639701843
learned_qphi_switching,OP8,14004,831158229,4,1,32,3,3,0,-0.7214458584785461,-0.330676794052124,0.28169381618499756,0.6192612648010254,0.11078255623579025,0.1637496054172516,0.30208519101142883,0.4233826696872711
learned_qphi_switching,OP8,14004,831158229,4,2,64,3,3,0,-0.7508111000061035,-0.3071123957633972,0.2901515066623688,0.6558946967124939,0.1055644303560257,0.16451804339885712,0.2989523112773895,0.4309651851654053
learned_qphi_switching,OP8,14004,831158229,4,3,96,3,3,0,-0.7770447134971619,-0.37076297402381897,0.3035094439983368,0.6385747790336609,0.10453061759471893,0.1569240242242813,0.3079797923564911,0.4305655062198639
learned_qphi_switching,OP8,14005,2057729978,5,0,0,3,-1,0,-0.8133841753005981,-0.35101622343063354,0.2888875901699066,0.8102830052375793,0.09371646493673325,0.14880576729774475,0.28218016028404236,0.47529760003089905
learned_qphi_switching,OP8,14005,2057729978,5,1,32,3,3,0,-0.826963484287262,-0.3169481158256531,0.22966304421424866,0.7841680645942688,0.094782754778862,0.15784330666065216,0.2726568579673767,0.47471708059310913
learned_qphi_switching,OP8,14005,2057729978,5,2,64,3,3,0,-0.8070365190505981,-0.3602130115032196,0.30845755338668823,0.6810762286186218,0.09957042336463928,0.15566225349903107,0.30379682779312134,0.44097045063972473
learned_qphi_switching,OP8,14006,921379453,6,0,0,3,-1,0,-0.8342269659042358,-0.3547937273979187,0.2836068272590637,0.8498623371124268,0.09040837734937668,0.14602385461330414,0.27648890018463135,0.4870789349079132
learned_qphi_switching,OP8,14006,921379453,6,1,32,3,3,0,-0.7402476072311401,-0.3425721824169159,0.2931864261627197,0.6009327173233032,0.109617680311203,0.16315066814422607,0.308102548122406,0.41912907361984253
learned_qphi_switching,OP8,14006,921379453,6,2,64,3,3,0,-0.8562633991241455,-0.33989351987838745,0.27325400710105896,0.8150594234466553,0.09017705917358398,0.15113069117069244,0.2790225148200989,0.4796697795391083
learned_qphi_switching,OP8,14006,921379453,6,3,96,3,3,0,-0.7603058815002441,-0.3731587529182434,0.299113929271698,0.591986894607544,0.10841578245162964,0.1596718430519104,0.31274664402008057,0.4191657304763794
learned_qphi_switching,OP8,14006,921379453,6,4,128,3,3,0,-0.788571834564209,-0.3354129195213318,0.30515584349632263,0.6738463044166565,0.10126541554927826,0.15931826829910278,0.30231592059135437,0.43710044026374817
learned_qphi_switching,OP8,14007,1059735358,7,0,0,3,-1,0,-0.7851468324661255,-0.3263210654258728,0.27770259976387024,0.7692710161209106,0.09795131534337997,0.15498004853725433,0.283530592918396,0.4635380506515503
learned_qphi_switching,OP8,14007,1059735358,7,1,32,3,3,0,-0.8216456770896912,-0.36555638909339905,0.30807989835739136,0.6629492044448853,0.09914856404066086,0.15644565224647522,0.30684566497802734,0.43756014108657837
learned_qphi_switching,OP8,14007,1059735358,7,2,64,3,3,0,-0.8102768659591675,-0.36887234449386597,0.346677303314209,0.669632077217102,0.09873941540718079,0.15352889895439148,0.3140142858028412,0.43371739983558655
learned_qphi_switching,OP8,14007,1059735358,7,3,96,3,3,0,-0.8568991422653198,-0.34293022751808167,0.2692389190196991,0.8112143278121948,0.09043394774198532,0.15119777619838715,0.27887338399887085,0.4794948995113373
learned_qphi_switching,OP8,14007,1059735358,7,4,128,3,3,0,-0.8684674501419067,-0.39009055495262146,0.32340240478515625,0.6830509901046753,0.09411484003067017,0.1518499255180359,0.3099421262741089,0.44409310817718506
learned_qphi_switching,OP8,14008,2140741734,8,0,0,3,-1,0,-0.8500857353210449,-0.36574673652648926,0.25618451833724976,0.8499488234519958,0.089925616979599,0.14595843851566315,0.2718507647514343,0.49226516485214233
learned_qphi_switching,OP8,14008,2140741734,8,1,32,3,3,0,-0.8293241262435913,-0.3162553310394287,0.2584865987300873,0.8024023175239563,0.09301568567752838,0.15537431836128235,0.2760491967201233,0.4755607843399048
learned_qphi_switching,OP8,14008,2140741734,8,2,64,3,3,0,-0.8030808568000793,-0.33399444818496704,0.3284602463245392,0.7550680041313171,0.09570307284593582,0.15298452973365784,0.29672080278396606,0.4545915424823761
learned_qphi_switching,OP8,14009,3436750701,9,0,0,3,-1,0,-0.8242447376251221,-0.35096806287765503,0.24521148204803467,0.8290825486183167,0.09308063983917236,0.14941726624965668,0.27121782302856445,0.4862842857837677
learned_qphi_switching,OP8,14009,3436750701,9,1,32,3,3,0,-0.836889386177063,-0.3124113976955414,0.2671433389186859,0.7856185436248779,0.0928361788392067,0.1568538397550583,0.2800222933292389,0.47028759121894836
learned_qphi_switching,OP8,14009,3436750701,9,2,64,3,3,0,-0.7346415519714355,-0.3276827931404114,0.28755587339401245,0.6141466498374939,0.10947755724191666,0.16446182131767273,0.30427050590515137,0.42179009318351746
learned_qphi_switching,OP8,14009,3436750701,9,3,96,3,3,0,-0.9680510759353638,-0.3697429299354553,0.32671666145324707,0.9286757707595825,0.07614272087812424,0.13850653171539307,0.27793216705322266,0.5074185729026794
learned_qphi_switching,OP8,14009,3436750701,9,4,128,3,3,0,-0.8717849254608154,-0.33771219849586487,0.24643614888191223,0.8196923136711121,0.08934342116117477,0.15240788459777832,0.2733379006385803,0.4849107563495636
learned_qphi_switching,OP8,14009,3436750701,9,5,160,3,3,0,-0.8610937595367432,-0.33596932888031006,0.2658768892288208,0.8221136331558228,0.08960770070552826,0.1514969766139984,0.276555597782135,0.4823397099971771
learned_qphi_switching,OP8,14009,3436750701,9,6,192,3,3,0,-0.7650409936904907,-0.37982824444770813,0.3312230408191681,0.6656306982040405,0.10368715226650238,0.1524125337600708,0.3103318512439728,0.4335685074329376
learned_qphi_switching,OP8,14100,3030732559,0,0,0,3,-1,0,-0.6958904266357422,-0.2966015636920929,0.22612154483795166,0.7088603973388672,0.11013676971197128,0.164187952876091,0.27692174911499023,0.4487535357475281
learned_qphi_switching,OP8,14100,3030732559,0,1,32,3,3,0,-0.8625178337097168,-0.2920759320259094,0.24297741055488586,0.8003236055374146,0.09038286656141281,0.15989166498184204,0.27302131056785583,0.4767041504383087
learned_qphi_switching,OP8,14100,3030732559,0,2,64,3,3,0,-0.9242690205574036,-0.3351691961288452,0.30185821652412415,0.8894268274307251,0.08101466298103333,0.14601802825927734,0.27609843015670776,0.4968688488006592
learned_qphi_switching,OP8,14101,3514442894,1,0,0,3,-1,0,-0.8500148057937622,-0.33461546897888184,0.2743699550628662,0.8127846717834473,0.09068909287452698,0.15184138715267181,0.27917027473449707,0.4782992899417877
learned_qphi_switching,OP8,14101,3514442894,1,1,32,3,3,0,-0.8390127420425415,-0.304715633392334,0.24130818247795105,0.7844009399414062,0.09326406568288803,0.15913169085979462,0.2747209668159485,0.47288328409194946
learned_qphi_switching,OP8,14101,3514442894,1,2,64,3,3,0,-0.8773665428161621,-0.33649125695228577,0.240215003490448,0.8291912078857422,0.08861380815505981,0.1521950513124466,0.2709323763847351,0.4882587194442749
learned_qphi_switching,OP8,14101,3514442894,1,3,96,3,3,0,-0.8617916107177734,-0.3261791169643402,0.27185407280921936,0.8455168008804321,0.08826469630002975,0.15079975128173828,0.27423515915870667,0.4867003858089447
learned_qphi_switching,OP8,14102,448673558,2,0,0,3,-1,0,-0.8527301549911499,-0.36480191349983215,0.2576611638069153,0.8584797382354736,0.08928460627794266,0.14543910324573517,0.271027535200119,0.49424880743026733
