policy_seed,opponent,eval_seed,episode_key,kind,failure_label,outcome_step,band,band_start_off,band_end_off,window_start,window_end,window_len,opp_has_carrier,score_stratum,none_forward_frac,mate_can_intervene,intervention_margin,carrier_pressure
3200001,OP7,9800003,OP7:9800003,failure,tagged_while_carrying,171,earliest,-30,-20,141,151,10,False,tied,0.3,nan,nan,nan
3200001,OP7,9800003,OP7:9800003,failure,tagged_while_carrying,171,middle,-20,-10,151,161,10,False,tied,0.6,nan,nan,nan
3200001,OP7,9800003,OP7:9800003,failure,tagged_while_carrying,171,latest,-10,0,161,171,10,False,tied,0.0,nan,nan,nan
3200001,OP7,9800003,OP7:9800003,failure,tagged_while_carrying,198,earliest,-30,-20,168,178,10,True,tied,0.0,0.0,nan,0.09487789869308472
3200001,OP7,9800003,OP7:9800003,failure,tagged_while_carrying,198,middle,-20,-10,178,188,10,False,tied,0.5,nan,nan,nan
3200001,OP7,9800003,OP7:9800003,failure,tagged_while_carrying,198,latest,-10,0,188,198,10,False,tied,0.2,nan,nan,nan
3200001,OP7,9800003,OP7:9800003,failure,tagged_while_carrying,207,earliest,-30,-20,177,187,10,False,tied,0.5,nan,nan,nan
3200001,OP7,9800003,OP7:9800003,failure,tagged_while_carrying,207,middle,-20,-10,187,197,10,False,tied,0.2,nan,nan,nan
3200001,OP7,9800003,OP7:9800003,failure,tagged_while_carrying,207,latest,-10,0,197,207,10,True,tied,0.0,0.0,nan,0.09653161093592644
3200001,OP7,9800003,OP7:9800003,failure,tagged_while_carrying,228,earliest,-30,-20,198,208,10,True,tied,0.0,0.0,nan,0.11654660850763321
3200001,OP7,9800003,OP7:9800003,failure,tagged_while_carrying,228,middle,-20,-10,208,218,10,False,tied,0.4,nan,nan,nan
3200001,OP7,9800003,OP7:9800003,failure,tagged_while_carrying,228,latest,-10,0,218,228,10,True,tied,0.0,0.0,nan,0.07890602697928746
3200001,OP7,9800003,OP7:9800003,control,none,60,earliest,-30,-20,30,40,10,False,tied,0.0,nan,nan,nan
3200001,OP7,9800003,OP7:9800003,control,none,60,middle,-20,-10,40,50,10,False,tied,0.5,nan,nan,nan
3200001,OP7,9800003,OP7:9800003,control,none,60,latest,-10,0,50,60,10,False,tied,0.2,nan,nan,nan
3200001,OP7,9800003,OP7:9800003,control,none,90,earliest,-30,-20,60,70,10,False,tied,0.4,nan,nan,nan
3200001,OP7,9800003,OP7:9800003,control,none,90,middle,-20,-10,70,80,10,False,tied,0.3,nan,nan,nan
3200001,OP7,9800003,OP7:9800003,control,none,90,latest,-10,0,80,90,10,False,tied,0.6,nan,nan,nan
3200001,OP7,9800003,OP7:9800003,control,none,120,earliest,-30,-20,90,100,10,False,tied,0.0,nan,nan,nan
3200001,OP7,9800003,OP7:9800003,control,none,120,middle,-20,-10,100,110,10,False,tied,0.4,nan,nan,nan
3200001,OP7,9800003,OP7:9800003,control,none,120,latest,-10,0,110,120,10,False,tied,0.6,nan,nan,nan
3200001,OP7,9800004,OP7:9800004,failure,tagged_while_carrying,29,earliest,-30,-20,0,9,9,False,tied,1.0,nan,nan,nan
3200001,OP7,9800004,OP7:9800004,failure,tagged_while_carrying,29,middle,-20,-10,9,19,10,False,tied,0.9,nan,nan,nan
3200001,OP7,9800004,OP7:9800004,failure,tagged_while_carrying,29,latest,-10,0,19,29,10,True,tied,0.2,0.0,nan,0.16904496401548386
3200001,OP7,9800004,OP7:9800004,failure,tagged_while_carrying,29,earliest,-30,-20,0,9,9,False,tied,1.0,nan,nan,nan
3200001,OP7,9800004,OP7:9800004,failure,tagged_while_carrying,29,middle,-20,-10,9,19,10,False,tied,0.9,nan,nan,nan
3200001,OP7,9800004,OP7:9800004,failure,tagged_while_carrying,29,latest,-10,0,19,29,10,True,tied,0.2,0.0,nan,0.16904496401548386
3200001,OP7,9800004,OP7:9800004,failure,tagged_while_carrying,128,earliest,-30,-20,98,108,10,False,tied,0.1,nan,nan,nan
