run,time_to_first_score_mean,time_to_first_score_std,mean_inter_robot_dist_mean,mean_inter_robot_dist_std,zone_coverage_mean,zone_coverage_std,win_margin_mean,win_margin_std,success_rate
ppo_league_4v4,13.102665606190884,6.389343920550688,1.7414848871189414,0.35262697242015034,21.92808661356825,3.910972912329358,0.20925993089888714,1.1787984497876571,58.26922709832591
