episode_seed,eligible_heads,jsd_bits,margin_A_bits,margin_B_bits,argmax_disagree
8300001,3996.0,0.14402935747007672,0.3933846436538132,0.7327094367491799,0.27677677677677676
8300002,4044.0,0.13904754384958556,0.7303679937195207,0.427424648098655,0.2705242334322453
8300003,3358.0,0.14764401190870532,0.7704749573388222,0.4370337958742175,0.2939249553305539
8300004,3972.0,0.14981629556030399,0.5914450277853851,0.5660367064048561,0.27870090634441086
8300005,4006.0,0.14321125770656437,0.5936284170835221,0.6571416302137282,0.28107838242636046
8300006,3992.0,0.13822374220246697,0.7593136847787677,0.4067386577814773,0.2687875751503006
8300007,3852.0,0.14133649043788285,0.6530153830277009,0.5383288822294457,0.28530633437175495
8300008,4002.0,0.14148884796505345,0.5318389443078146,0.6049124267508929,0.27961019490254874
8300009,3892.0,0.14802197115200275,0.5057264376934933,0.8039419064035052,0.27826310380267216
8300010,4104.0,0.14481234146986638,0.4316098551512909,0.47818917771492725,0.2741228070175439
8300011,3704.0,0.1439284641442385,0.627042678453342,0.5652887634068051,0.2775377969762419
8300012,4180.0,0.14643841345096006,0.533276790210701,0.517251611347689,0.28779904306220094
8300013,4128.0,0.13918588266818732,0.6692268553976414,0.49815679240886973,0.2616279069767442
8300014,3976.0,0.1407557646069939,0.43115961845134765,0.6801504059385516,0.2774144869215292
8300015,3496.0,0.14924399675154051,0.5097318283459108,0.48936676860571726,0.29719679633867274
8300016,3694.0,0.14673593909544977,0.717463290625926,0.5111085816110527,0.29155387114239306
8300017,3980.0,0.14712850883013415,0.5285777997811695,0.521651852538051,0.27311557788944724
8300018,3980.0,0.1375748768194354,0.26564696154103207,0.7703600831311103,0.2527638190954774
8300019,4178.0,0.14409898728743692,0.5018259293612408,0.5579652696412793,0.2663954044997606
8300020,3930.0,0.1424582193799331,0.5317483112905601,0.5029913536881976,0.2765903307888041
8300021,4178.0,0.15182686779199345,0.6924305274285012,0.4951069682993462,0.2982288176160843
8300022,3672.0,0.1318207657182019,0.6348842900957935,0.5768434612683075,0.2576252723311547
8300023,3742.0,0.14388877217076596,0.5802933024045902,0.5853114582753512,0.28086584714056656
8300024,4000.0,0.13739808277125848,0.5186374472377356,0.656950350719504,0.26475
8300025,3974.0,0.1464930764914989,0.5659113856185758,0.4703707657379455,0.2712632108706593
8300026,4010.0,0.14133962450164053,0.5985197528681144,0.4985244082115089,0.27630922693266835
8300027,3412.0,0.13162094054474513,0.3797076548043538,0.8891701756453563,0.2447245017584994
8300028,4334.0,0.1474506886070159,0.45711814387635696,0.4965658569747146,0.2817258883248731
8300029,4098.0,0.14240993642618197,0.477975518569503,0.6026479886083879,0.28208882381649586
8300030,3932.0,0.14384814654009148,0.5043997238159212,0.6270047893116699,0.28916581892166837
8300031,3864.0,0.1447132406247718,0.6474779469243542,0.5818356468243906,0.27070393374741203
8300032,4124.0,0.14802194007247357,0.29197256311028563,0.7014038284371538,0.2870999030067895
8300033,3936.0,0.14251550442095617,0.6624054261818064,0.5651457832948251,0.27261178861788615
8300034,4044.0,0.1471028423077739,0.5510045644653543,0.6058755435591193,0.30192878338278933
8300035,3694.0,0.14799596955364397,0.5301143911454885,0.60163339702831,0.2972387655657823
8300036,3790.0,0.1404378483992188,0.5171982269500699,0.5924123897716049,0.2678100263852243
8300037,4278.0,0.150687074695989,0.6006077358496121,0.4544748802751637,0.28892005610098176
8300038,4258.0,0.13281072175340278,0.8120723017462966,0.19880618332955635,0.2566932832315641
8300039,4036.0,0.1359879452838102,0.43050868555313165,0.7722613861884947,0.25966303270564917
8300040,4014.0,0.14538066740226424,0.7107722662938234,0.38369179057077085,0.2902341803687095
8300041,3750.0,0.14157387638840205,0.762873015865311,0.4258998216231664,0.27253333333333335
8300042,3982.0,0.14427441117615877,0.8129489127444108,0.32776883515818883,0.29030637870416875
8300043,4330.0,0.14171059694405705,0.7594696530947509,0.33858796870357444,0.2759815242494226
8300044,3886.0,0.13643464712037576,0.5123489248821329,0.591600893235972,0.2681420483787957
8300045,3554.0,0.14704843118747374,0.8207330154805336,0.42875136493940535,0.3024760832864378
8300046,3842.0,0.14677863871620048,0.544050992999317,0.5508408020272316,0.2808433107756377
8300047,4004.0,0.13827723629768476,0.3951665037616317,0.6000859142019674,0.27647352647352647
8300048,4048.0,0.14740764123727332,0.3875727744328075,0.5799314959808493,0.3006422924901186
8300049,4164.0,0.14157022853974857,0.7325305727501261,0.4707592849196521,0.2682516810758886
8300050,4032.0,0.14497680869230645,0.4657227516066678,0.5651240338301582,0.2757936507936508
8300051,3672.0,0.1429172673873646,0.5468599148953692,0.5967122653280111,0.27532679738562094
8300052,3776.0,0.14360354682885682,0.3936435815210304,0.7364225494468158,0.2688029661016949
8300053,4150.0,0.14411942119339863,0.515330185547572,0.5769539769002832,0.28289156626506023
8300054,3704.0,0.1375504120009887,0.6333452411743106,0.7690336085578374,0.26457883369330454
8300055,3940.0,0.13377013914363914,0.3975350843224826,0.4280259741158201,0.25203045685279185
8300056,3532.0,0.1470443515134986,0.684577237879926,0.41760356242147234,0.2992638731596829
8300057,4150.0,0.14945957552119865,0.5426092423396521,0.5802173412088529,0.2980722891566265
8300058,3880.0,0.1400904450198328,0.43501223663495825,0.728539056344361,0.2775773195876289
8300059,4046.0,0.14735898723491125,0.28282912313506314,0.8069958098682064,0.2820069204152249
8300060,3746.0,0.14435458647644617,0.5639374332968146,0.6203566446474734,0.27229044313934864
8300061,3776.0,0.14260300120292677,0.3774551093278421,0.6587273396671971,0.2632415254237288
8300062,3776.0,0.13731989518554794,0.4922403856220071,0.819927133854589,0.2560911016949153
8300063,3904.0,0.14511630340771783,0.47890087804083376,0.7075051646741665,0.28099385245901637
8300064,3798.0,0.1468052766869446,0.5401133686586579,0.6279412413829091,0.29094260136914163
8300065,3814.0,0.13855825675419212,0.5019196608193184,0.8724964385999705,0.2760880964866282
8300066,4028.0,0.1439893471866732,0.6737043902463148,0.43310444180408814,0.2832671300893744
8300067,3542.0,0.14553788937717668,0.4681159928072936,0.5677125245156024,0.2876905702992659
8300068,3958.0,0.13723312678253688,0.5117264127757866,0.5448556713244118,0.25467407781707935
8300069,3388.0,0.14354525210611496,0.621938167241253,0.6332639694816423,0.2824675324675325
8300070,4106.0,0.13743522170211742,0.6417486759830816,0.49852100393566573,0.2584023380418899
8300071,3800.0,0.13113453420467283,0.7112071018580249,0.5428644487242166,0.2565789473684211
8300072,4144.0,0.15200048127418053,0.4479160041110743,0.6429295179211179,0.3067084942084942
8300073,4260.0,0.13730470382048532,0.420725156422464,0.5902387591402436,0.26901408450704223
8300074,4234.0,0.14208759916465674,0.6151471662588165,0.4029637455718524,0.269248937175248
8300075,4130.0,0.14961757367121936,0.49589059833689764,0.6318192057726458,0.28087167070217917
8300076,3826.0,0.1388423248939995,0.6761859879423453,0.5981544418571059,0.2720857292211187
