policy,pole,opponent,episode_seed,blue_score,red_score,win,draw,steps,home_defense_fraction,simultaneous_attackers,enemy_half_occupancy,commitment_timing,commitment_occurred,interception_behavior,interception_eligible_ticks,first_enemy_flag_contact,first_pickup,pickup_occurred,pickup_to_capture,carrier_fraction,capture_count,noncarrier_screen_fraction,screen_eligible_ticks
z0,A,OP6,8300021,0,0,0,1,240,0.425,0.0,0.16666666666666666,10,1,0.93,100.0,16,16,1,240,0.8041666666666667,0.0,0.93,100.0
z0,A,OP6,8300022,0,0,0,1,240,0.4375,0.0,0.20625,9,1,0.900990099009901,101.0,14,15,1,240,0.7666666666666667,0.0,0.900990099009901,101.0
z0,A,OP6,8300023,0,0,0,1,240,0.375,0.029166666666666667,0.17708333333333334,9,1,0.98,100.0,15,15,1,240,0.8291666666666667,0.0,0.98,100.0
z0,A,OP6,8300024,3,0,1,0,239,0.5355648535564853,0.06694560669456066,0.2594142259414226,18,1,0.7974683544303798,79.0,35,35,1,110,0.5941422594142259,2.0,0.7974683544303798,79.0
z0,A,OP6,8300025,3,1,1,0,208,0.5288461538461539,0.052884615384615384,0.4326923076923077,8,1,0.25,64.0,15,15,1,88,0.4326923076923077,2.0,0.25,64.0
z0,A,OP6,8300026,3,0,1,0,181,0.6353591160220995,0.0718232044198895,0.36187845303867405,8,1,0.5,36.0,14,14,1,53,0.2596685082872928,2.0,0.5,36.0
z0,A,OP6,8300027,2,0,1,0,240,0.525,0.04583333333333333,0.26458333333333334,8,1,0.7816091954022989,87.0,20,20,1,123,0.6291666666666667,2.0,0.7816091954022989,87.0
z0,A,OP6,8300028,2,1,1,0,240,0.5208333333333334,0.09166666666666666,0.34375,11,1,0.6904761904761905,42.0,39,39,1,15,0.30416666666666664,2.0,0.6904761904761905,42.0
z0,A,OP6,8300029,2,0,1,0,240,0.49166666666666664,0.05416666666666667,0.36041666666666666,7,1,0.7241379310344828,58.0,14,46,1,15,0.4583333333333333,2.0,0.7241379310344828,58.0
z0,A,OP6,8300030,1,0,1,0,240,0.4041666666666667,0.020833333333333332,0.20208333333333334,22,1,0.9690721649484536,97.0,29,29,1,15,0.8166666666666667,1.0,0.9690721649484536,97.0
z0,A,OP6,8300031,0,0,0,1,240,0.42916666666666664,0.0,0.18541666666666667,10,1,0.9578947368421052,95.0,17,29,1,240,0.775,0.0,0.9578947368421052,95.0
z0,A,OP6,8300032,2,2,0,1,240,0.5625,0.09583333333333334,0.35208333333333336,9,1,0.5384615384615384,13.0,14,15,1,82,0.175,2.0,0.5384615384615384,13.0
z0,A,OP6,8300033,0,0,0,1,240,0.35833333333333334,0.04583333333333333,0.14791666666666667,6,1,1.0,100.0,14,14,1,240,0.8625,0.0,1.0,100.0
z0,A,OP6,8300034,1,0,1,0,240,0.49166666666666664,0.041666666666666664,0.28125,6,1,0.9104477611940298,67.0,12,13,1,191,0.5541666666666667,1.0,0.9104477611940298,67.0
z0,A,OP6,8300035,1,0,1,0,240,0.4791666666666667,0.020833333333333332,0.2520833333333333,6,1,0.8888888888888888,99.0,12,12,1,132,0.7208333333333333,1.0,0.8888888888888888,99.0
z0,A,OP6,8300036,0,0,0,1,240,0.42916666666666664,0.041666666666666664,0.23541666666666666,9,1,0.9253731343283582,67.0,15,15,1,240,0.525,0.0,0.9253731343283582,67.0
z0,A,OP6,8300037,1,1,0,1,240,0.43333333333333335,0.075,0.28125,7,1,0.9459459459459459,74.0,13,13,1,63,0.6125,1.0,0.9459459459459459,74.0
z0,A,OP6,8300038,1,1,0,1,240,0.5,0.14583333333333334,0.3625,6,1,0.5625,16.0,31,31,1,35,0.14583333333333334,1.0,0.5625,16.0
z0,A,OP6,8300039,1,0,1,0,240,0.5708333333333333,0.0375,0.30416666666666664,6,1,0.8333333333333334,36.0,12,12,1,164,0.2875,1.0,0.8333333333333334,36.0
z0,A,OP6,8300040,3,0,1,0,208,0.6778846153846154,0.019230769230769232,0.34134615384615385,9,1,0.6268656716417911,67.0,15,15,1,92,0.3942307692307692,2.0,0.6268656716417911,67.0
z0,A,OP6,8300041,0,1,0,0,240,0.4791666666666667,0.029166666666666667,0.25833333333333336,12,1,0.8,75.0,44,44,1,240,0.5583333333333333,0.0,0.8,75.0
z0,A,OP6,8300042,3,0,1,0,155,0.4774193548387097,0.06451612903225806,0.36451612903225805,6,1,0.6949152542372882,59.0,12,12,1,35,0.6516129032258065,2.0,0.6949152542372882,59.0
z0,A,OP6,8300043,2,1,1,0,240,0.5875,0.075,0.3625,10,1,0.65,40.0,19,19,1,147,0.30833333333333335,2.0,0.65,40.0
z0,A,OP6,8300044,1,0,1,0,240,0.44583333333333336,0.04583333333333333,0.21875,6,1,0.9565217391304348,92.0,15,15,1,90,0.7375,1.0,0.9565217391304348,92.0
z0,A,OP6,8300045,3,1,1,0,206,0.5776699029126213,0.06796116504854369,0.3592233009708738,6,1,0.38095238095238093,21.0,14,14,1,30,0.2669902912621359,2.0,0.38095238095238093,21.0
z0,A,OP6,8300046,3,0,1,0,219,0.4474885844748858,0.0639269406392694,0.2534246575342466,10,1,0.9206349206349206,63.0,29,29,1,15,0.6255707762557078,2.0,0.9206349206349206,63.0
z0,A,OP6,8300047,1,0,1,0,240,0.4708333333333333,0.016666666666666666,0.24166666666666667,7,1,0.9,70.0,14,14,1,41,0.6125,1.0,0.9,70.0
z0,A,OP6,8300048,0,0,0,1,240,0.43333333333333335,0.025,0.11875,11,1,1.0,114.0,28,28,1,240,0.8833333333333333,0.0,1.0,114.0
z0,A,OP6,8300049,1,0,1,0,240,0.43333333333333335,0.04583333333333333,0.19583333333333333,8,1,0.95,100.0,13,14,1,209,0.7833333333333333,1.0,0.95,100.0
z0,A,OP6,8300050,0,0,0,1,240,0.4166666666666667,0.008333333333333333,0.20416666666666666,6,1,0.9230769230769231,91.0,13,14,1,240,0.7125,0.0,0.9230769230769231,91.0
z0,A,OP6,8300051,3,0,1,0,152,0.6842105263157895,0.06578947368421052,0.3782894736842105,7,1,0.5151515151515151,33.0,12,12,1,44,0.32894736842105265,2.0,0.5151515151515151,33.0
z0,A,OP6,8300052,3,0,1,0,142,0.5563380281690141,0.04929577464788732,0.3345070422535211,8,1,0.7714285714285715,35.0,31,32,1,15,0.4225352112676056,2.0,0.7714285714285715,35.0
z0,A,OP6,8300053,0,1,0,0,240,0.37916666666666665,0.0625,0.17916666666666667,7,1,0.9381443298969072,97.0,33,33,1,240,0.7708333333333334,0.0,0.9381443298969072,97.0
z0,A,OP6,8300054,1,0,1,0,240,0.425,0.041666666666666664,0.1875,6,1,0.9509803921568627,102.0,13,13,1,216,0.7916666666666666,1.0,0.9509803921568627,102.0
z0,A,OP6,8300055,3,0,1,0,130,0.5615384615384615,0.18461538461538463,0.38076923076923075,12,1,0.62,50.0,26,27,1,15,0.5,2.0,0.62,50.0
z0,A,OP6,8300056,1,0,1,0,240,0.6041666666666666,0.058333333333333334,0.3375,9,1,0.5,20.0,39,39,1,168,0.175,1.0,0.5,20.0
z0,A,OP6,8300057,1,0,1,0,240,0.4666666666666667,0.0625,0.29791666666666666,10,1,0.8873239436619719,71.0,16,16,1,95,0.5583333333333333,1.0,0.8873239436619719,71.0
z0,A,OP6,8300058,2,0,1,0,240,0.5,0.058333333333333334,0.28125,7,1,0.8695652173913043,69.0,21,22,1,59,0.5791666666666667,2.0,0.8695652173913043,69.0
z0,A,OP6,8300059,1,0,1,0,240,0.4083333333333333,0.016666666666666666,0.21875,9,1,0.7745098039215687,102.0,21,21,1,40,0.8083333333333333,1.0,0.7745098039215687,102.0
z0,A,OP6,8300060,1,1,0,1,240,0.42083333333333334,0.03333333333333333,0.22916666666666666,9,1,0.8235294117647058,68.0,15,15,1,36,0.6208333333333333,1.0,0.8235294117647058,68.0
z0,A,OP6,8300061,1,0,1,0,240,0.43333333333333335,0.029166666666666667,0.20208333333333334,10,1,0.8876404494382022,89.0,15,16,1,42,0.7416666666666667,1.0,0.8876404494382022,89.0
z0,A,OP6,8300062,0,0,0,1,240,0.37916666666666665,0.029166666666666667,0.17708333333333334,8,1,1.0,96.0,13,14,1,240,0.85,0.0,1.0,96.0
z0,A,OP6,8300063,2,0,1,0,240,0.525,0.0625,0.24166666666666667,7,1,0.9382716049382716,81.0,13,13,1,40,0.6125,2.0,0.9382716049382716,81.0
z0,A,OP6,8300064,3,0,1,0,226,0.5176991150442478,0.04424778761061947,0.24778761061946902,11,1,0.7647058823529411,85.0,17,17,1,41,0.6769911504424779,2.0,0.7647058823529411,85.0
z0,A,OP6,8300065,1,0,1,0,240,0.39166666666666666,0.04583333333333333,0.19583333333333333,8,1,0.9591836734693877,98.0,14,14,1,211,0.7791666666666667,1.0,0.9591836734693877,98.0
z0,A,OP6,8300066,0,0,0,1,240,0.43333333333333335,0.0125,0.16666666666666666,8,1,0.9900990099009901,101.0,14,14,1,240,0.8333333333333334,0.0,0.9900990099009901,101.0
z0,A,OP6,8300067,3,0,1,0,121,0.5206611570247934,0.09917355371900827,0.4462809917355372,7,1,0.696969696969697,33.0,14,15,1,30,0.512396694214876,2.0,0.696969696969697,33.0
z0,A,OP6,8300068,2,0,1,0,240,0.5625,0.06666666666666667,0.3125,9,1,0.7058823529411765,51.0,16,16,1,102,0.375,2.0,0.7058823529411765,51.0
z0,A,OP6,8300069,1,0,1,0,240,0.4875,0.041666666666666664,0.23541666666666666,6,1,0.9090909090909091,66.0,27,27,1,95,0.5166666666666667,1.0,0.9090909090909091,66.0
z0,A,OP6,8300070,2,0,1,0,240,0.43333333333333335,0.05,0.23333333333333334,8,1,0.9418604651162791,86.0,14,14,1,31,0.75,2.0,0.9418604651162791,86.0
z0,A,OP6,8300071,0,0,0,1,240,0.4041666666666667,0.05,0.15416666666666667,8,1,0.9651162790697675,86.0,30,30,1,240,0.7041666666666667,0.0,0.9651162790697675,86.0
z0,A,OP6,8300072,3,0,1,0,240,0.5,0.029166666666666667,0.2916666666666667,9,1,0.7272727272727273,88.0,14,15,1,53,0.6041666666666666,2.0,0.7272727272727273,88.0
z0,A,OP6,8300073,1,0,1,0,240,0.39166666666666666,0.058333333333333334,0.18541666666666667,22,1,0.9270833333333334,96.0,28,28,1,121,0.7916666666666666,1.0,0.9270833333333334,96.0
z0,A,OP6,8300074,2,1,1,0,240,0.5583333333333333,0.06666666666666667,0.26666666666666666,5,1,0.9302325581395349,43.0,27,27,1,71,0.36666666666666664,2.0,0.9302325581395349,43.0
z0,A,OP6,8300075,2,0,1,0,240,0.4708333333333333,0.0875,0.3625,6,1,0.7674418604651163,43.0,29,29,1,18,0.35833333333333334,2.0,0.7674418604651163,43.0
z0,A,OP6,8300076,0,0,0,1,240,0.42083333333333334,0.0125,0.175,9,1,0.9603960396039604,101.0,16,16,1,240,0.8291666666666667,0.0,0.9603960396039604,101.0
z0,A,OP6,8300077,1,0,1,0,240,0.42916666666666664,0.12083333333333333,0.2791666666666667,9,1,0.896551724137931,58.0,14,15,1,195,0.4166666666666667,1.0,0.896551724137931,58.0
z0,A,OP6,8300078,3,1,1,0,224,0.5178571428571429,0.11160714285714286,0.26339285714285715,14,1,0.8769230769230769,65.0,19,19,1,33,0.5044642857142857,2.0,0.8769230769230769,65.0
z0,A,OP6,8300079,1,0,1,0,240,0.4375,0.029166666666666667,0.20416666666666666,10,1,0.9148936170212766,94.0,18,18,1,35,0.7625,1.0,0.9148936170212766,94.0
z0,A,OP6,8300080,1,0,1,0,240,0.4708333333333333,0.029166666666666667,0.25416666666666665,10,1,0.8705882352941177,85.0,16,16,1,42,0.6541666666666667,1.0,0.8705882352941177,85.0
z0,A,OP6,8300081,2,0,1,0,240,0.5041666666666667,0.041666666666666664,0.29375,8,1,0.7735849056603774,53.0,14,14,1,72,0.4875,2.0,0.7735849056603774,53.0
z0,A,OP6,8300082,3,0,1,0,198,0.5353535353535354,0.08585858585858586,0.3333333333333333,6,1,0.7142857142857143,7.0,35,35,1,14,0.23737373737373738,2.0,0.7142857142857143,7.0
z0,A,OP6,8300083,1,0,1,0,240,0.44583333333333336,0.08333333333333333,0.27291666666666664,8,1,0.864406779661017,59.0,15,15,1,54,0.4625,1.0,0.864406779661017,59.0
z0,A,OP6,8300084,1,0,1,0,240,0.45416666666666666,0.020833333333333332,0.24791666666666667,6,1,0.872093023255814,86.0,15,15,1,56,0.7041666666666667,1.0,0.872093023255814,86.0
z0,A,OP6,8300085,0,0,0,1,240,0.3875,0.05416666666666667,0.14166666666666666,8,1,0.9279279279279279,111.0,32,32,1,240,0.8666666666666667,0.0,0.9279279279279279,111.0
z0,A,OP6,8300086,0,0,0,1,240,0.37916666666666665,0.0125,0.15,6,1,0.9705882352941176,102.0,31,31,1,240,0.8583333333333333,0.0,0.9705882352941176,102.0
z0,A,OP6,8300087,2,1,1,0,240,0.5041666666666667,0.029166666666666667,0.28125,6,1,0.8507462686567164,67.0,38,38,1,36,0.5375,2.0,0.8507462686567164,67.0
z0,A,OP6,8300088,2,1,1,0,240,0.5083333333333333,0.1125,0.3104166666666667,9,1,0.6428571428571429,14.0,14,15,1,117,0.15416666666666667,2.0,0.6428571428571429,14.0
z0,A,OP6,8300089,3,0,1,0,220,0.6227272727272727,0.04090909090909091,0.3840909090909091,6,1,0.5555555555555556,27.0,15,15,1,32,0.2409090909090909,2.0,0.5555555555555556,27.0
z0,A,OP6,8300090,1,1,0,1,240,0.5375,0.075,0.34375,7,1,0.46153846153846156,13.0,14,14,1,55,0.15416666666666667,1.0,0.46153846153846156,13.0
z0,A,OP6,8300091,3,0,1,0,118,0.6440677966101694,0.06779661016949153,0.3940677966101695,13,1,0.43478260869565216,23.0,23,23,1,14,0.3813559322033898,2.0,0.43478260869565216,23.0
z0,A,OP6,8300092,1,0,1,0,240,0.45,0.004166666666666667,0.2604166666666667,10,1,0.8095238095238095,84.0,16,16,1,61,0.6916666666666667,1.0,0.8095238095238095,84.0
z0,A,OP6,8300093,1,0,1,0,240,0.4875,0.03333333333333333,0.21458333333333332,8,1,0.8974358974358975,78.0,51,51,1,172,0.6166666666666667,1.0,0.8974358974358975,78.0
z0,A,OP6,8300094,1,0,1,0,240,0.49166666666666664,0.07083333333333333,0.29791666666666666,8,1,0.625,48.0,15,15,1,133,0.3875,1.0,0.625,48.0
z0,A,OP6,8300095,1,0,1,0,240,0.4166666666666667,0.0875,0.22291666666666668,8,1,0.9464285714285714,56.0,14,14,1,138,0.4625,1.0,0.9464285714285714,56.0
z0,A,OP6,8300096,1,0,1,0,240,0.425,0.029166666666666667,0.16666666666666666,7,1,0.9428571428571428,105.0,29,29,1,14,0.8166666666666667,1.0,0.9428571428571428,105.0
z0,A,OP6,8300097,3,1,1,0,170,0.5176470588235295,0.1,0.3588235294117647,7,1,0.8372093023255814,43.0,13,14,1,68,0.4764705882352941,2.0,0.8372093023255814,43.0
z0,A,OP6,8300098,3,0,1,0,203,0.49261083743842365,0.04926108374384237,0.35467980295566504,6,1,0.6349206349206349,63.0,14,14,1,29,0.5467980295566502,2.0,0.6349206349206349,63.0
z0,A,OP6,8300099,2,1,1,0,240,0.6333333333333333,0.0625,0.41041666666666665,7,1,0.35,40.0,13,13,1,124,0.22083333333333333,2.0,0.35,40.0
z0,A,OP6,8300100,3,1,1,0,236,0.5127118644067796,0.0635593220338983,0.3114406779661017,12,1,0.6984126984126984,63.0,18,19,1,107,0.4745762711864407,2.0,0.6984126984126984,63.0
z0,A,OP6,8300101,2,0,1,0,240,0.4666666666666667,0.0375,0.27291666666666664,20,1,0.868421052631579,76.0,26,26,1,19,0.6333333333333333,2.0,0.868421052631579,76.0
z0,A,OP6,8300102,1,0,1,0,240,0.5166666666666667,0.04583333333333333,0.31875,6,1,0.8775510204081632,49.0,12,12,1,156,0.375,1.0,0.8775510204081632,49.0
z0,A,OP6,8300103,3,0,1,0,176,0.6761363636363636,0.06818181818181818,0.3693181818181818,11,1,0.5925925925925926,27.0,17,17,1,79,0.2784090909090909,2.0,0.5925925925925926,27.0
z0,A,OP6,8300104,3,0,1,0,229,0.4585152838427948,0.021834061135371178,0.2816593886462882,17,1,0.6436781609195402,87.0,43,43,1,18,0.6855895196506551,2.0,0.6436781609195402,87.0
z0,A,OP6,8300105,2,0,1,0,240,0.42916666666666664,0.07916666666666666,0.29375,6,1,0.7272727272727273,99.0,26,26,1,143,0.7083333333333334,2.0,0.7272727272727273,99.0
z0,A,OP6,8300106,0,0,0,1,240,0.44166666666666665,0.0,0.15416666666666667,10,1,0.8645833333333334,96.0,17,17,1,240,0.7708333333333334,0.0,0.8645833333333334,96.0
z0,A,OP6,8300107,3,0,1,0,221,0.49321266968325794,0.08144796380090498,0.25339366515837103,10,1,0.8311688311688312,77.0,15,16,1,65,0.5610859728506787,2.0,0.8311688311688312,77.0
z0,A,OP6,8300108,2,1,1,0,240,0.5791666666666667,0.1,0.3854166666666667,7,1,0.4489795918367347,49.0,20,20,1,14,0.26666666666666666,2.0,0.4489795918367347,49.0
z0,A,OP6,8300109,2,1,1,0,240,0.44583333333333336,0.07083333333333333,0.2791666666666667,9,1,0.8450704225352113,71.0,15,15,1,40,0.6166666666666667,2.0,0.8450704225352113,71.0
z0,A,OP6,8300110,0,0,0,1,240,0.35,0.025,0.15416666666666667,6,1,1.0,102.0,32,33,1,240,0.8625,0.0,1.0,102.0
z0,A,OP6,8300111,1,0,1,0,240,0.37916666666666665,0.041666666666666664,0.22083333333333333,8,1,0.7849462365591398,93.0,13,14,1,41,0.7833333333333333,1.0,0.7849462365591398,93.0
z0,A,OP6,8300112,1,0,1,0,240,0.5166666666666667,0.0625,0.29375,9,1,0.6136363636363636,44.0,54,54,1,84,0.3,1.0,0.6136363636363636,44.0
z0,A,OP6,8300113,0,1,0,0,240,0.5083333333333333,0.05,0.25625,8,1,0.8852459016393442,61.0,13,14,1,240,0.4625,0.0,0.8852459016393442,61.0
z0,A,OP6,8300114,3,0,1,0,195,0.517948717948718,0.14358974358974358,0.36666666666666664,7,1,0.8409090909090909,44.0,13,13,1,31,0.36923076923076925,2.0,0.8409090909090909,44.0
z0,A,OP6,8300115,1,0,1,0,240,0.4083333333333333,0.075,0.23541666666666666,18,1,0.9069767441860465,86.0,23,24,1,15,0.7,1.0,0.9069767441860465,86.0
z0,A,OP6,8300116,0,0,0,1,240,0.375,0.025,0.15208333333333332,6,1,0.99,100.0,11,12,1,240,0.85,0.0,0.99,100.0
z0,A,OP6,8300117,1,0,1,0,240,0.48333333333333334,0.0125,0.275,12,1,0.7654320987654321,81.0,18,18,1,51,0.6333333333333333,1.0,0.7654320987654321,81.0
z0,A,OP6,8300118,1,0,1,0,240,0.44166666666666665,0.016666666666666666,0.28958333333333336,6,1,0.7272727272727273,66.0,27,28,1,138,0.55,1.0,0.7272727272727273,66.0
z0,A,OP6,8300119,1,0,1,0,240,0.4166666666666667,0.05,0.27708333333333335,10,1,0.7647058823529411,68.0,16,17,1,68,0.6166666666666667,1.0,0.7647058823529411,68.0
z0,A,OP6,8300120,0,0,0,1,240,0.38333333333333336,0.0375,0.175,11,1,0.9603960396039604,101.0,17,17,1,240,0.8208333333333333,0.0,0.9603960396039604,101.0
z0,A,OP6,8300121,3,0,1,0,175,0.5428571428571428,0.08571428571428572,0.37714285714285717,6,1,0.7727272727272727,22.0,15,16,1,41,0.33714285714285713,2.0,0.7727272727272727,22.0
z0,A,OP6,8300122,1,0,1,0,240,0.4375,0.05,0.22708333333333333,7,1,0.9247311827956989,93.0,23,23,1,52,0.7625,1.0,0.9247311827956989,93.0
z0,A,OP6,8300123,1,0,1,0,240,0.49583333333333335,0.03333333333333333,0.25416666666666665,9,1,0.8796296296296297,108.0,16,16,1,98,0.7125,1.0,0.8796296296296297,108.0
z0,A,OP6,8300124,1,0,1,0,240,0.6291666666666667,0.03333333333333333,0.3104166666666667,6,1,0.5,6.0,28,28,1,18,0.10416666666666667,1.0,0.5,6.0
z0,A,OP6,8300125,0,0,0,1,240,0.3541666666666667,0.04583333333333333,0.17083333333333334,7,1,0.9809523809523809,105.0,14,14,1,240,0.8541666666666666,0.0,0.9809523809523809,105.0
z0,A,OP6,8300126,1,0,1,0,240,0.42916666666666664,0.020833333333333332,0.16458333333333333,16,1,0.9439252336448598,107.0,22,22,1,14,0.8458333333333333,1.0,0.9439252336448598,107.0
z0,A,OP6,8300127,0,0,0,1,240,0.375,0.008333333333333333,0.16041666666666668,7,1,0.875,112.0,30,30,1,240,0.875,0.0,0.875,112.0
z0,A,OP6,8300128,3,0,1,0,201,0.5074626865671642,0.03980099502487562,0.24378109452736318,10,1,0.9361702127659575,94.0,16,17,1,15,0.7960199004975125,2.0,0.9361702127659575,94.0
z0,A,OP6,8300129,1,0,1,0,240,0.5833333333333334,0.041666666666666664,0.32708333333333334,9,1,0.6666666666666666,6.0,15,15,1,169,0.08333333333333333,1.0,0.6666666666666666,6.0
z0,A,OP6,8300130,2,0,1,0,240,0.44166666666666665,0.07916666666666666,0.2625,6,1,0.6964285714285714,112.0,31,31,1,124,0.7458333333333333,2.0,0.6964285714285714,112.0
z0,A,OP6,8300131,2,0,1,0,240,0.45,0.09166666666666666,0.3104166666666667,9,1,0.8412698412698413,63.0,15,15,1,67,0.5458333333333333,2.0,0.8412698412698413,63.0
z0,A,OP6,8300132,1,0,1,0,240,0.4791666666666667,0.058333333333333334,0.24791666666666667,7,1,0.9690721649484536,97.0,15,15,1,80,0.6875,1.0,0.9690721649484536,97.0
z0,A,OP6,8300133,3,1,1,0,183,0.6666666666666666,0.03825136612021858,0.3469945355191257,6,1,0.4722222222222222,36.0,12,12,1,31,0.2677595628415301,2.0,0.4722222222222222,36.0
z0,A,OP6,8300134,1,0,1,0,240,0.35,0.09166666666666666,0.23333333333333334,11,1,0.91,100.0,25,25,1,14,0.8083333333333333,1.0,0.91,100.0
z0,A,OP6,8300135,2,0,1,0,240,0.44583333333333336,0.058333333333333334,0.23541666666666666,6,1,0.7848101265822784,79.0,54,54,1,14,0.6375,2.0,0.7848101265822784,79.0
z0,A,OP6,8300136,3,0,1,0,133,0.6015037593984962,0.03007518796992481,0.4774436090225564,7,1,0.42105263157894735,19.0,14,14,1,55,0.3684210526315789,2.0,0.42105263157894735,19.0
z0,A,OP6,8300137,0,0,0,1,240,0.4,0.029166666666666667,0.12708333333333333,17,1,0.972972972972973,111.0,23,23,1,240,0.9041666666666667,0.0,0.972972972972973,111.0
z0,A,OP6,8300138,0,0,0,1,240,0.575,0.06666666666666667,0.3125,8,1,0.3333333333333333,3.0,15,16,1,240,0.07083333333333333,0.0,0.3333333333333333,3.0
z0,A,OP6,8300139,3,1,1,0,224,0.45089285714285715,0.11607142857142858,0.3125,21,1,0.6129032258064516,93.0,26,26,1,77,0.6026785714285714,2.0,0.6129032258064516,93.0
z0,A,OP6,8300140,2,1,1,0,240,0.49166666666666664,0.09583333333333334,0.36875,6,1,0.20454545454545456,44.0,12,13,1,63,0.24583333333333332,2.0,0.20454545454545456,44.0
z0,A,OP6,8300141,3,0,1,0,194,0.4690721649484536,0.020618556701030927,0.2757731958762887,6,1,0.7073170731707317,82.0,14,15,1,133,0.7164948453608248,2.0,0.7073170731707317,82.0
z0,A,OP6,8300142,1,0,1,0,240,0.5208333333333334,0.09583333333333334,0.30416666666666664,6,1,0.4666666666666667,15.0,31,32,1,68,0.10833333333333334,1.0,0.4666666666666667,15.0
z0,A,OP6,8300143,1,0,1,0,240,0.6041666666666666,0.0,0.3416666666666667,9,1,0.7567567567567568,37.0,28,28,1,136,0.23333333333333334,1.0,0.7567567567567568,37.0
