policy,map,requested_opponent,resolved_opponent,opponent,seed,blue_score,red_score,win,loss,draw,score_margin,wall_collisions,blocked_movement_events,stuck_steps,repeated_blocked_movement,upper_lane_use,lower_lane_use,neutral_lane_use,route_switches,movement_attempts,successful_movement_steps,collision_metric_source,stuck_metric_source,route_metric_source,wall_collision_source,stuck_source,route_source,obstacle_collisions_per_1000_steps,blocked_movements_per_1000_movement_attempts,stuck_steps_per_1000_steps,successful_movement_rate,upper_lane_fraction,lower_lane_fraction,route_switches_per_episode,episode_steps
baseline,map_a_open,OP8,OP8,OP8,7016,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,206.0,206.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,103
candidate,map_a_open,OP8,OP8,OP8,7016,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,200.0,200.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,100
baseline,map_a_open,OP8,OP8,OP8,7017,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,208.0,208.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,104
candidate,map_a_open,OP8,OP8,OP8,7017,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,256.0,256.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,128
baseline,map_a_open,OP8,OP8,OP8,7018,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,160.0,160.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,80
candidate,map_a_open,OP8,OP8,OP8,7018,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,148.0,148.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,74
baseline,map_a_open,OP8,OP8,OP8,7019,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,162.0,162.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,81
candidate,map_a_open,OP8,OP8,OP8,7019,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,138.0,138.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,69
baseline,map_a_open,OP9,OP9,OP9,7000,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,172.0,172.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,86
candidate,map_a_open,OP9,OP9,OP9,7000,3.0,2.0,1,0,0,1.0,0.0,0.0,0.0,0.0,,,,,166.0,166.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,83
baseline,map_a_open,OP9,OP9,OP9,7001,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,230.0,230.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,115
candidate,map_a_open,OP9,OP9,OP9,7001,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,206.0,206.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,103
baseline,map_a_open,OP9,OP9,OP9,7002,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,218.0,218.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,109
candidate,map_a_open,OP9,OP9,OP9,7002,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,340.0,340.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,170
baseline,map_a_open,OP9,OP9,OP9,7003,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,546.0,546.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,273
candidate,map_a_open,OP9,OP9,OP9,7003,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,202.0,202.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,101
baseline,map_a_open,OP9,OP9,OP9,7004,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,222.0,222.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,111
candidate,map_a_open,OP9,OP9,OP9,7004,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,164.0,164.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,82
baseline,map_a_open,OP9,OP9,OP9,7005,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,308.0,308.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,154
candidate,map_a_open,OP9,OP9,OP9,7005,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,298.0,298.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,149
baseline,map_a_open,OP9,OP9,OP9,7006,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,142.0,142.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,71
candidate,map_a_open,OP9,OP9,OP9,7006,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,160.0,160.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,80
baseline,map_a_open,OP9,OP9,OP9,7007,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,294.0,294.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,147
candidate,map_a_open,OP9,OP9,OP9,7007,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,172.0,172.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,86
baseline,map_a_open,OP9,OP9,OP9,7008,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,242.0,242.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,121
candidate,map_a_open,OP9,OP9,OP9,7008,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,186.0,186.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,93
baseline,map_a_open,OP9,OP9,OP9,7009,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,166.0,166.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,83
candidate,map_a_open,OP9,OP9,OP9,7009,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,156.0,156.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,78
baseline,map_a_open,OP9,OP9,OP9,7010,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,414.0,414.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,207
candidate,map_a_open,OP9,OP9,OP9,7010,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,242.0,242.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,121
baseline,map_a_open,OP9,OP9,OP9,7011,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,150.0,150.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,75
candidate,map_a_open,OP9,OP9,OP9,7011,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,192.0,192.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,96
baseline,map_a_open,OP9,OP9,OP9,7012,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,362.0,362.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,181
candidate,map_a_open,OP9,OP9,OP9,7012,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,176.0,176.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,88
baseline,map_a_open,OP9,OP9,OP9,7013,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,270.0,270.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,135
candidate,map_a_open,OP9,OP9,OP9,7013,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,166.0,166.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,83
baseline,map_a_open,OP9,OP9,OP9,7014,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,144.0,144.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,72
candidate,map_a_open,OP9,OP9,OP9,7014,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,162.0,162.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,81
baseline,map_a_open,OP9,OP9,OP9,7015,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,142.0,142.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,71
candidate,map_a_open,OP9,OP9,OP9,7015,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,204.0,204.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,102
baseline,map_a_open,OP9,OP9,OP9,7016,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,156.0,156.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,78
candidate,map_a_open,OP9,OP9,OP9,7016,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,434.0,434.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,217
baseline,map_a_open,OP9,OP9,OP9,7017,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,272.0,272.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,136
candidate,map_a_open,OP9,OP9,OP9,7017,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,144.0,144.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,72
baseline,map_a_open,OP9,OP9,OP9,7018,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,270.0,270.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,135
candidate,map_a_open,OP9,OP9,OP9,7018,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,192.0,192.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,96
baseline,map_a_open,OP9,OP9,OP9,7019,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,214.0,214.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,107
candidate,map_a_open,OP9,OP9,OP9,7019,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,222.0,222.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,111
baseline,map_a_open,OP10,OP10,OP10,7000,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,222.0,222.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,111
candidate,map_a_open,OP10,OP10,OP10,7000,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,242.0,242.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,121
baseline,map_a_open,OP10,OP10,OP10,7001,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,540.0,540.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,270
candidate,map_a_open,OP10,OP10,OP10,7001,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,168.0,168.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,84
baseline,map_a_open,OP10,OP10,OP10,7002,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,278.0,278.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,139
candidate,map_a_open,OP10,OP10,OP10,7002,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,174.0,174.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,87
baseline,map_a_open,OP10,OP10,OP10,7003,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,170.0,170.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,85
candidate,map_a_open,OP10,OP10,OP10,7003,3.0,2.0,1,0,0,1.0,0.0,0.0,0.0,0.0,,,,,210.0,210.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,105
baseline,map_a_open,OP10,OP10,OP10,7004,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,248.0,248.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,124
candidate,map_a_open,OP10,OP10,OP10,7004,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,276.0,276.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,138
baseline,map_a_open,OP10,OP10,OP10,7005,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,204.0,204.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,102
candidate,map_a_open,OP10,OP10,OP10,7005,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,264.0,264.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,132
baseline,map_a_open,OP10,OP10,OP10,7006,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,346.0,346.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,173
candidate,map_a_open,OP10,OP10,OP10,7006,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,280.0,280.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,140
baseline,map_a_open,OP10,OP10,OP10,7007,3.0,2.0,1,0,0,1.0,0.0,0.0,0.0,0.0,,,,,364.0,364.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,182
candidate,map_a_open,OP10,OP10,OP10,7007,3.0,2.0,1,0,0,1.0,0.0,0.0,0.0,0.0,,,,,264.0,264.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,132
baseline,map_a_open,OP10,OP10,OP10,7008,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,464.0,464.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,232
candidate,map_a_open,OP10,OP10,OP10,7008,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,164.0,164.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,82
baseline,map_a_open,OP10,OP10,OP10,7009,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,168.0,168.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,84
candidate,map_a_open,OP10,OP10,OP10,7009,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,164.0,164.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,82
baseline,map_a_open,OP10,OP10,OP10,7010,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,278.0,278.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,139
candidate,map_a_open,OP10,OP10,OP10,7010,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,238.0,238.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,119
baseline,map_a_open,OP10,OP10,OP10,7011,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,266.0,266.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,133
candidate,map_a_open,OP10,OP10,OP10,7011,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,216.0,216.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,108
baseline,map_a_open,OP10,OP10,OP10,7012,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,506.0,506.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,253
candidate,map_a_open,OP10,OP10,OP10,7012,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,310.0,310.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,155
baseline,map_a_open,OP10,OP10,OP10,7013,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,164.0,164.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,82
candidate,map_a_open,OP10,OP10,OP10,7013,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,162.0,162.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,81
baseline,map_a_open,OP10,OP10,OP10,7014,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,150.0,150.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,75
candidate,map_a_open,OP10,OP10,OP10,7014,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,190.0,190.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,95
baseline,map_a_open,OP10,OP10,OP10,7015,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,144.0,144.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,72
candidate,map_a_open,OP10,OP10,OP10,7015,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,380.0,380.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,190
baseline,map_a_open,OP10,OP10,OP10,7016,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,156.0,156.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,78
candidate,map_a_open,OP10,OP10,OP10,7016,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,522.0,522.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,261
baseline,map_a_open,OP10,OP10,OP10,7017,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,284.0,284.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,142
candidate,map_a_open,OP10,OP10,OP10,7017,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,352.0,352.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,176
baseline,map_a_open,OP10,OP10,OP10,7018,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,270.0,270.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,135
candidate,map_a_open,OP10,OP10,OP10,7018,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,250.0,250.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,125
baseline,map_a_open,OP10,OP10,OP10,7019,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,,,,,422.0,422.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,211
candidate,map_a_open,OP10,OP10,OP10,7019,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,,,,,422.0,422.0,environment_exact,environment_exact,unavailable,environment_exact,environment_exact,unavailable,0.0,0.0,0.0,1.0,,,,211
baseline,map_b_split_lane,OP8,OP8,OP8,7000,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,34.0,75.0,207.0,4.0,316.0,316.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,0.0,0.0,0.0,1.0,0.10759493670886076,0.23734177215189872,4.0,158
candidate,map_b_split_lane,OP8,OP8,OP8,7000,3.0,2.0,1,0,0,1.0,2.0,0.0,0.0,0.0,26.0,54.0,114.0,4.0,194.0,194.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,20.61855670103093,0.0,0.0,1.0,0.13402061855670103,0.27835051546391754,4.0,97
baseline,map_b_split_lane,OP8,OP8,OP8,7001,3.0,0.0,1,0,0,3.0,4.0,0.0,0.0,0.0,18.0,88.0,190.0,3.0,296.0,296.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,27.027027027027028,0.0,0.0,1.0,0.060810810810810814,0.2972972972972973,3.0,148
candidate,map_b_split_lane,OP8,OP8,OP8,7001,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,15.0,90.0,261.0,3.0,366.0,366.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,0.0,0.0,0.0,1.0,0.040983606557377046,0.2459016393442623,3.0,183
baseline,map_b_split_lane,OP8,OP8,OP8,7002,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,17.0,79.0,156.0,3.0,252.0,252.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,0.0,0.0,0.0,1.0,0.06746031746031746,0.3134920634920635,3.0,126
candidate,map_b_split_lane,OP8,OP8,OP8,7002,3.0,0.0,1,0,0,3.0,3.0,0.0,0.0,0.0,15.0,57.0,126.0,2.0,198.0,198.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,30.303030303030305,0.0,0.0,1.0,0.07575757575757576,0.2878787878787879,2.0,99
baseline,map_b_split_lane,OP8,OP8,OP8,7003,3.0,2.0,1,0,0,1.0,0.0,0.0,0.0,0.0,6.0,69.0,127.0,2.0,202.0,202.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,0.0,0.0,0.0,1.0,0.0297029702970297,0.3415841584158416,2.0,101
candidate,map_b_split_lane,OP8,OP8,OP8,7003,3.0,1.0,1,0,0,2.0,3.0,0.0,0.0,0.0,49.0,142.0,309.0,7.0,500.0,500.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,12.0,0.0,0.0,1.0,0.098,0.284,7.0,250
baseline,map_b_split_lane,OP8,OP8,OP8,7004,3.0,2.0,1,0,0,1.0,1.0,0.0,0.0,0.0,25.0,118.0,267.0,7.0,410.0,410.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,4.878048780487805,0.0,0.0,1.0,0.06097560975609756,0.28780487804878047,7.0,205
candidate,map_b_split_lane,OP8,OP8,OP8,7004,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,7.0,72.0,187.0,1.0,266.0,266.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,0.0,0.0,0.0,1.0,0.02631578947368421,0.2706766917293233,1.0,133
baseline,map_b_split_lane,OP8,OP8,OP8,7005,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,12.0,120.0,218.0,3.0,350.0,350.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,0.0,0.0,0.0,1.0,0.03428571428571429,0.34285714285714286,3.0,175
candidate,map_b_split_lane,OP8,OP8,OP8,7005,3.0,1.0,1,0,0,2.0,1.0,0.0,0.0,0.0,14.0,41.0,131.0,2.0,186.0,186.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,10.75268817204301,0.0,0.0,1.0,0.07526881720430108,0.22043010752688172,2.0,93
baseline,map_b_split_lane,OP8,OP8,OP8,7006,3.0,1.0,1,0,0,2.0,2.0,0.0,0.0,0.0,49.0,64.0,219.0,5.0,332.0,332.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,12.048192771084338,0.0,0.0,1.0,0.14759036144578314,0.1927710843373494,5.0,166
candidate,map_b_split_lane,OP8,OP8,OP8,7006,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,18.0,87.0,163.0,3.0,268.0,268.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,0.0,0.0,0.0,1.0,0.06716417910447761,0.3246268656716418,3.0,134
baseline,map_b_split_lane,OP8,OP8,OP8,7007,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,28.0,144.0,280.0,9.0,452.0,452.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,0.0,0.0,0.0,1.0,0.061946902654867256,0.3185840707964602,9.0,226
candidate,map_b_split_lane,OP8,OP8,OP8,7007,3.0,2.0,1,0,0,1.0,0.0,0.0,0.0,0.0,12.0,78.0,126.0,3.0,216.0,216.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,0.0,0.0,0.0,1.0,0.05555555555555555,0.3611111111111111,3.0,108
