checkpoint_step,context,obs_source,obs_source_family,episode_index,episode_seed,policy_a,policy_b,pair_type,jsd_all_bits,jsd_macro_bits,kl_ab_bits,kl_ba_bits,argmax_disagreement,macro_disagreement,n_matched_steps
200000,C_RUSH,piR/s901001,piR,2,1030003,piR/s901002,piS/s902003,between,0.014137048185684339,0.008904508062992669,0.05845180417180897,0.05956744157598811,0.21474358974358973,0.14743589743589744,78
200000,C_RUSH,piR/s901001,piR,2,1030003,piR/s901003,piS/s902001,between,0.01688222121055675,0.009632542800862053,0.07120410573611724,0.0711976440465585,0.2115384300000,C_RUSH,piR/s901001,piR,2,1030003,piR/s901003,piS/s902002,between,0.022224886728033334,0.014087524068618724,0.09436768356322327,0.0950035597839386,0.22954545454545455,0.15454545454545454,110
300000,C_RUSH,piR/s901001,piR,2,1030003,piR/s901003,piS/s902003,between,0.021574302878246708,0.011770493888506263,0.09120751414999108,0.09243302585081598,0.22727272727272727,0.15454545454545454,110
300000,C_RUSH,piR/s901001,piR,2,1030003,piS/s902001,piS/s902002,within_piS,0.020304049449544666,0.011742044438699773,0.08591559686682307,0.08643883119176862,0.20454545454545456,0.12727272727272726,110
300000,C_RUSH,piR/s901001,piR,2,1030003,piS/s902001,piS/s902003,within_piS,0.020474689157754838,0.009727322674317408,0.08741148744993796,0.087120484704057,0.20909090909090908,0.11363636363636363,110
300000,C_RUSH,piR/s901001,piR,2,1030003,piS/s902002,piS/s902003,within_piS,0.021031155571691582,0.012970384074651611,0.08938448945705668,0.08954567277616168,0.22954545454545455,0.1590909090909091,110
300000,C_RUSH,piR/s901001,piR,3,1030004,piR/s901001,piR/s901002,within_piR,0.01628687390665552,0.0069352125201688295,0.06920397521288862,0.06978900439690362,0.1775,0.105,100
300000,C_RUSH,piR/s901001,piR,3,1030004,piR/s901001,piR/s901003,within_piR,0.019540700803066708,0.010777136057658631,0.08370751330855604,0.08385492256936958,0.1725,0.095,100
300000,C_RUSH,piR/s901001,piR,3,1030004,piR/s901001,piS/s902001,between,0.017701901068777153,0.007999830966731824,0.07475809791110455,0.07670913600441522,0.17,0.095,100
300000,C_RUSH,piR/s901001,piR,3,1030004,piR/s901001,piS/s902002,between,0.018415260181137674,0.011861114582936629,0.07748336334946097,0.07974408168645862,0.185,0.115,100
300000,C_RUSH,piR/s901001,piR,3,1030004,piR/s901001,piS/s902003,between,0.018636519443254916,0.012037096598391632,0.0792824535723982,0.07903675440098042,0.1875,0.12,100
300000,C_RUSH,piR/s901001,piR,3,1030004,piR/s901002,piR/s901003,within_piR,0.018625851141084542,0.009055791796258365,0.08063880278408198,0.07929507607950408,0.175,0.1,100
300000,C_RUSH,piR/s901001,piR,3,1030004,piR/s901002,piS/s902001,between,0.016892235916705457,0.00709916077675607,0.07171923578857445,0.0722221267318142,0.185,0.12,100
300000,C_RUSH,piR/s901001,piR,3,1030004,piR/s901002,piS/s902002,between,0.01769898520580226,0.011212923892634119,0.0755964280867618,0.07470784661777781,0.1975,0.15,100
300000,C_RUSH,piR/s901001,piR,3,1030004,piR/s901002,piS/s902003,between,0.01800160285958914,0.009511931642981083,0.0767735742786637,0.07779492198038623,0.1825,0.115,100
300000,C_RUSH,piR/s901001,piR,3,1030004,piR/s901003,piS/s902001,between,0.021354162465141838,0.013237246714789203,0.0900682174634645,0.0939829179325473,0.1875,0.13,100
300000,C_RUSH,piR/s901001,piR,3,1030004,piR/s901003,piS/s902002,between,0.02233011649259769,0.016763215541838423,0.09603633870482793,0.09642769521999878,0.1925,0.13,100
300000,C_RUSH,piR/s901001,piR,3,1030004,piR/s901003,piS/s902003,between,0.020163823037655355,0.012377063318600359,0.08584540744198157,0.08716997401436632,0.1875,0.125,100
300000,C_RUSH,piR/s901001,piR,3,1030004,piS/s902001,piS/s902002,within_piS,0.016892666918202792,0.009126650241016858,0.07333787581414816,0.07073021811378963,0.1775,0.1,100
300000,C_RUSH,piR/s901001,piR,3,1030004,piS/s902001,piS/s902003,within_piS,0.01925920294027603,0.009557823283912468,0.08290163442508287,0.08217445025450953,0.175,0.105,100
300000,C_RUSH,piR/s901001,piR,3,1030004,piS/s902002,piS/s902003,within_piS,0.019514547748590357,0.013071571915825404,0.08151710092582988,0.08486762666517281,0.185,0.115,100
300000,C_RUSH,piR/s901001,piR,4,1030005,piR/s901001,piR/s901002,within_piR,0.01853294022595991,0.008205228952318275,0.07993352045914139,0.07950870756668436,0.17708333333333334,0.09375,96
300000,C_RUSH,piR/s901001,piR,4,1030005,piR/s901001,piR/s901003,within_piR,0.021967421075182635,0.010810632910814294,0.09514014116980724,0.09389879850681326,0.19010416666666666,0.109375,96
300000,C_RUSH,piR/s901001,piR,4,1030005,piR/s901001,piS/s902001,between,0.020922046401294043,0.010776494453902039,0.09008298310948015,0.09006904476710842,0.18489583333333334,0.11458333333333333,96
300000,C_RUSH,piR/s901001,piR,4,1030005,piR/s901001,piS/s902002,between,0.01913011655468028,0.010100933829977564,0.08053413377054368,0.08302723928416163,0.18229166666666666,0.09895833333333333,96
300000,C_RUSH,piR/s901001,piR,4,1030005,piR/s901001,piS/s902003,between,0.020364621377366464,0.01063125692297681,0.08722790878454674,0.08723208449335827,0.19010416666666666,0.109375,96
300000,C_RUSH,piR/s901001,piR,4,1030005,piR/s901002,piR/s901003,within_piR,0.022423913104048065,0.01451096487188195,0.09609050726860313,0.0964187682593135,0.19010416666666666,0.10416666666666667,96
300000,C_RUSH,piR/s901001,piR,4,1030005,piR/s901002,piS/s902001,between,0.021344243815024398,0.01408216558051107,0.09041613394577334,0.0930364191618755,0.19010416666666666,0.11458333333333333,96
300000,C_RUSH,piR/s901001,piR,4,1030005,piR/s901002,piS/s902002,between,0.018793685751674023,0.011150636319063151,0.07838327698008578,0.08117452637066995,0.20572916666666666,0.140625,96
300000,C_RUSH,piR/s901001,piR,4,1030005,piR/s901002,piS/s902003,between,0.019775642901239766,0.010660836391166205,0.08385795978183791,0.08495430888665052,0.19270833333333334,0.109375,96
300000,C_RUSH,piR/s901001,piR,4,1030005,piR/s901003,piS/s902001,between,0.023596033386887028,0.015501412510329377,0.10041442692490149,0.10174219775247913,0.20052083333333334,0.13541666666666666,96
300000,C_RUSH,piR/s901001,piR,4,1030005,piR/s901003,piS/s902002,between,0.020823727189913686,0.012889851895080663,0.08786323127825213,0.0902205554043251,0.203125,0.13541666666666666,96
300000,C_RUSH,piR/s901001,piR,4,1030005,piR/s901003,piS/s902003,between,0.021223553202450545,0.012390317611962368,0.08976829690977238,0.09143467679263555,0.1953125,0.11458333333333333,96
300000,C_RUSH,piR/s901001,piR,4,1030005,piS/s902001,piS/s902002,within_piS,0.018804290918100725,0.010340057487604928,0.07910514345689161,0.0814353493213472,0.1953125,0.11979166666666667,96
300000,C_RUSH,piR/s901001,piR,4,1030005,piS/s902001,piS/s902003,within_piS,0.020072553454669285,0.010708763500230832,0.08482703698015477,0.08688172893764327,0.1953125,0.11979166666666667,96
300000,C_RUSH,piR/s901001,piR,4,1030005,piS/s902002,piS/s902003,within_piS,0.01718386239958674,0.008686131648521911,0.07271140021713682,0.07301159188150572,0.19270833333333334,0.125,96
300000,C_RUSH,piR/s901001,piR,5,1030006,piR/s901001,piR/s901002,within_piR,0.018758531494660436,0.01026815056633222,0.07865954171032959,0.08135353471343364,0.20402298850574713,0.13793103448275862,87
300000,C_RUSH,piR/s901001,piR,5,1030006,piR/s901001,piR/s901003,within_piR,0.018796879181112697,0.007915646346537778,0.08145111775070989,0.07961480948268719,0.1810344827586207,0.09770114942528736,87
300000,C_RUSH,piR/s901001,piR,5,1030006,piR/s901001,piS/s902001,between,0.01897806716219544,0.009116590224178725,0.08132381473763456,0.08069512891998971,0.1781609195402299,0.09770114942528736,87
300000,C_RUSH,piR/s901001,piR,5,1030006,piR/s901001,piS/s902002,between,0.01941644761037235,0.010498041993187017,0.08171124422873911,0.08417867569426013,0.1867816091954023,0.09770114942528736,87
300000,C_RUSH,piR/s901001,piR,5,1030006,piR/s901001,piS/s902003,between,0.02042684860247466,0.011284039339222337,0.08667570190289407,0.08773569990893472,0.19540229885057472,0.1206896551724138,87
300000,C_RUSH,piR/s901001,piR,5,1030006,piR/s901002,piR/s901003,within_piR,0.019541551490713748,0.01048620200030868,0.08531736806650558,0.08147775231667183,0.19827586206896552,0.1206896551724138,87
300000,C_RUSH,piR/s901001,piR,5,1030006,piR/s901002,piS/s902001,between,0.017211555920713117,0.007197158083034045,0.07239159227422802,0.07356438212059589,0.1839080459770115,0.10919540229885058,87
300000,C_RUSH,piR/s901001,piR,5,1030006,piR/s901002,piS/s902002,between,0.018307017252058785,0.00851926263252511,0.0778501405489822,0.07889187266566265,0.20402298850574713,0.13218390804597702,87
300000,C_RUSH,piR/s901001,piR,5,1030006,piR/s901002,piS/s902003,between,0.018763322425662705,0.008214958490877547,0.08081714791968699,0.08049564307572141,0.20402298850574713,0.13793103448275862,87
300000,C_RUSH,piR/s901001,piR,5,1030006,piR/s901003,piS/s902001,between,0.018588066179788705,0.00876617074394867,0.0787125909798241,0.0800019372493348,0.1781609195402299,0.08045977011494253,87
300000,C_RUSH,piR/s901001,piR,5,1030006,piR/s901003,piS/s902002,between,0.017936045248532127,0.00810926086347059,0.07531332587424798,0.07742885359605796,0.1867816091954023,0.10344827586206896,87
300000,C_RUSH,piR/s901001,piR,5,1030006,piR/s901003,piS/s902003,between,0.02139570239530447,0.012458950000176246,0.09071051080251137,0.09284728668542364,0.1896551724137931,0.11494252873563218,87
300000,C_RUSH,piR/s901001,piR,5,1030006,piS/s902001,piS/s902002,within_piS,0.01926008562479354,0.010117256196827334,0.08223288228818008,0.08180261200185279,0.20689655172413793,0.13793103448275862,87
300000,C_RUSH,piR/s901001,piR,5,1030006,piS/s902001,piS/s902003,within_piS,0.018477098316602065,0.008231958013474257,0.0798771141581127,0.07894526040631127,0.1867816091954023,0.10344827586206896,87
300000,C_RUSH,piR/s901001,piR,5,1030006,piS/s902002,piS/s902003,within_piS,0.019040283571937194,0.009708977211295022,0.08158002944770261,0.08128870665935957,0.20977011494252873,0.14367816091954022,87
300000,C_RUSH,piR/s901001,piR,6,1030007,piR/s901001,piR/s901002,within_piR,0.022932638321456738,0.015575622702246227,0.09836852905855113,0.09840841548641249,0.20869565217391303,0.13043478260869565,115
300000,C_RUSH,piR/s901001,piR,6,1030007,piR/s901001,piR/s901003,within_piR,0.0233349409014404,0.012775302485113653,0.10250896438369711,0.09841309829680196,0.1956521739130435,0.10434782608695652,115
300000,C_RUSH,piR/s901001,piR,6,1030007,piR/s901001,piS/s902001,between,0.024906899889644753,0.017273609424159737,0.10589023887592197,0.10837329344943536,0.21956521739130436,0.1608695652173913,115
300000,C_RUSH,piR/s901001,piR,6,1030007,piR/s901001,piS/s902002,between,0.02097040567768477,0.010999553309233792,0.08916256128009274,0.09034191186645883,0.20434782608695654,0.12608695652173912,115
300000,C_RUSH,piR/s901001,piR,6,1030007,piR/s901001,piS/s902003,between,0.02156154584123854,0.011803374409920209,0.09253731422700026,0.09255599200657698,0.19782608695652174,0.11304347826086956,115
300000,C_RUSH,piR/s901001,piR,6,1030007,piR/s901002,piR/s901003,within_piR,0.022941172852980137,0.014131465731172781,0.09898805393334793,0.09727443500179543,0.20434782608695654,0.13043478260869565,115
300000,C_RUSH,piR/s901001,piR,6,1030007,piR/s901002,piS/s902001,between,0.02273823065288527,0.015178604703978265,0.09667100439725278,0.0975971490379217,0.21304347826086956,0.14347826086956522,115
300000,C_RUSH,piR/s901001,piR,6,1030007,piR/s901002,piS/s902002,between,0.020360931320686535,0.012411693786070705,0.08613678302393887,0.08736857968426964,0.20869565217391303,0.14347826086956522,115
300000,C_RUSH,piR/s901001,piR,6,1030007,piR/s901002,piS/s902003,between,0.01996944473414302,0.01045939955212888,0.08523637442737388,0.08545694827594671,0.20434782608695654,0.12173913043478261,115
300000,C_RUSH,piR/s901001,piR,6,1030007,piR/s901003,piS/s902001,between,0.02383232678740565,0.015942369127342114,0.09950525700389613,0.10482552297351995,0.20869565217391303,0.14782608695652175,115
300000,C_RUSH,piR/s901001,piR,6,1030007,piR/s901003,piS/s902002,between,0.021809118927624396,0.013624212580961081,0.09042236104815933,0.09587437128188961,0.21956521739130436,0.1565217391304348,115
300000,C_RUSH,piR/s901001,piR,6,1030007,piR/s901003,piS/s902003,between,0.022330903249832713,0.012547204248790288,0.09508028445261696,0.0958907990757949,0.1891304347826087,0.1,115
300000,C_RUSH,piR/s901001,piR,6,1030007,piS/s902001,piS/s902002,within_piS,0.019675618581328314,0.01128880848638626,0.08347121125611036,0.08352680997864607,0.21521739130434783,0.14782608695652175,115
300000,C_RUSH,piR/s901001,piR,6,1030007,piS/s902001,piS/s902003,within_piS,0.021188788301561002,0.01181350624510056,0.09036988597647076,0.09043532115515236,0.2108695652173913,0.14347826086956522,115
300000,C_RUSH,piR/s901001,piR,6,1030007,piS/s902002,piS/s902003,within_piS,0.018600057316191687,0.008643491588973963,0.08029542580618294,0.07836138979140765,0.2,0.11739130434782609,115
300000,C_RUSH,piR/s901001,piR,7,1030008,piR/s901001,piR/s901002,within_piR,0.022520657645547996,0.012104723646428566,0.0956421948870118,0.09628505851015752,0.24236641221374045,0.14885496183206107,131
300000,C_RUSH,piR/s901001,piR,7,1030008,piR/s901001,piR/s901003,within_piR,0.023984408937008955,0.010999565031698593,0.10222838573533313,0.10243156557931037,0.2480916030534351,0.16030534351145037,131
300000,C_RUSH,piR/s901001,piR,7,1030008,piR/s901001,piS/s902001,between,0.025280674095097818,0.012975871745552682,0.1073243195698354,0.10871371587572091,0.24618320610687022,0.14885496183206107,131
300000,C_RUSH,piR/s901001,piR,7,1030008,piR/s901001,piS/s902002,between,0.023236897844115978,0.012748337962855709,0.0983752892589284,0.09960602661893132,0.2538167938931298,0.1717557251908397,131
300000,C_RUSH,piR/s901001,piR,7,1030008,piR/s901001,piS/s902003,between,0.023478062432997788,0.012066985324013296,0.09990008621631534,0.10080425926429151,0.25,0.16793893129770993,131
300000,C_RUSH,piR/s901001,piR,7,1030008,piR/s901002,piR/s901003,within_piR,0.022269961684866293,0.00923129615214781,0.09465539938230653,0.09520505051930037,0.2366412213740458,0.13358778625954199,131
300000,C_RUSH,piR/s901001,piR,7,1030008,piR/s901002,piS/s902001,between,0.023289454940357446,0.013074487062381682,0.09878157312547622,0.09947131611022363,0.25190839694656486,0.17557251908396945,131
300000,C_RUSH,piR/s901001,piR,7,1030008,piR/s901002,piS/s902002,between,0.019424622382197894,0.009906878338541581,0.08112021249955136,0.08244374800544199,0.2633587786259542,0.1984732824427481,131
300000,C_RUSH,piR/s901001,piR,7,1030008,piR/s901002,piS/s902003,between,0.021657528236879324,0.010812494536302224,0.09235000144066134,0.09187249590805571,0.2480916030534351,0.15648854961832062,131
300000,C_RUSH,piR/s901001,piR,7,1030008,piR/s901003,piS/s902001,between,0.027795522805371103,0.017073426357455315,0.11761566442869492,0.12170771454510955,0.25572519083969464,0.18702290076335878,131
300000,C_RUSH,piR/s901001,piR,7,1030008,piR/s901003,piS/s902002,between,0.02351251173914119,0.013176636855686978,0.0985678064085444,0.10106872313689284,0.25572519083969464,0.17938931297709923,131
300000,C_RUSH,piR/s901001,piR,7,1030008,piR/s901003,piS/s902003,between,0.023898983325770132,0.010343965056194141,0.10221738589420498,0.10231822055077777,0.24236641221374045,0.1450381679389313,131
300000,C_RUSH,piR/s901001,piR,7,1030008,piS/s902001,piS/s902002,within_piS,0.02163954837312038,0.009934025823346092,0.09122258314562315,0.09227113624663821,0.2366412213740458,0.13740458015267176,131
300000,C_RUSH,piR/s901001,piR,7,1030008,piS/s902001,piS/s902003,within_piS,0.025151370412182683,0.013593987502234457,0.10804788285824997,0.10667170549681375,0.24618320610687022,0.15648854961832062,131
300000,C_RUSH,piR/s901001,piR,7,1030008,piS/s902002,piS/s902003,within_piS,0.02208423072052134,0.012749751359383499,0.09404093359917762,0.09239589853816028,0.26145038167938933,0.18702290076335878,131
300000,C_RUSH,piR/s901002,piR,0,1030001,piR/s901001,piR/s901002,within_piR,0.02128485259372032,0.011619186302856268,0.09035955979932457,0.09110465094970815,0.2222222222222222,0.14102564102564102,117
300000,C_RUSH,piR/s901002,piR,0,1030001,piR/s901001,piR/s901003,within_piR,0.02371788491244895,0.012672544528147964,0.10291917020139064,0.10082199039747235,0.23504273504273504,0.16666666666666666,117
300000,C_RUSH,piR/s901002,piR,0,1030001,piR/s901001,piS/s902001,between,0.02185934401204624,0.011999918400550655,0.09294343681957959,0.09346100225394112,0.22008547008547008,0.13247863247863248,117
300000,C_RUSH,piR/s901002,piR,0,1030001,piR/s901001,piS/s902002,between,0.019712620860580458,0.010269640397362419,0.08368644735116029,0.08367602914120321,0.21581196581196582,0.1282051282051282,117
300000,C_RUSH,piR/s901002,piR,0,1030001,piR/s901001,piS/s902003,between,0.020782321018814373200000,C_RUSH,piR/s901001,piR,8,1030009,piR/s901001,piS/s902001,between,0.014967358964930587,0.008279634798232129,0.06265888675802045,0.06265217242864711,0.2119047619047619,0.1619047619047619,105
200000,C_RUSH,piR/s901001,piR,8,1030009,piR/s901001,piS/s902002,between,0.013400801263363024,0.005482662890031652,0.05631355539546402,0.05676563749308254,0.17142857142857143,0.0761904761904762,105
200000,C_RUSH,piR/s901001,piR,8,1030009,piR/s901001,piS/s902003,between,0.0133849726144756,0.006456908469538887,0.05590658388250015,0.05605821248900397,0.1880952380952381,0.11904761904761904,105
200000,C_RUSH,piR/s901001,piR,8,1030009,piR/s901002,piR/s901003,within_piR,0.01529019000664966,0.007819504945207697,0.06527370209311253,0.06387224444657195,0.2,0.1380952380952381,105
200000,C_RUSH,piR/s901001,piR,8,1030009,piR/s901002,piS/s902001,between,0.013651512118955473,0.006785819989234828,0.0564557070309139,0.05832595999179503,0.18333333333333332,0.10952380952380952,105
200000,C_RUSH,piR/s901001,piR,8,1030009,piR/s901002,piS/s902002,between,0.01370603950912811,0.0073540404362213855,0.05705546250036129,0.05810224211396917,0.20476190476190476,0.14761904761904762,105
200000,C_RUSH,piR/s901001,piR,8,1030009,piR/s901002,piS/s902003,between,0.013534850340381533,0.006647049537579509,0.05728313097579266,0.05648135791938306,0.18333333333333332,0.10476190476190476,105
200000,C_RUSH,piR/s901001,piR,8,1030009,piR/s901003,piS/s902001,between,0.016135282983556227,0.010532271768277668,0.06705403681613697,0.06876216430451156,0.2,0.14285714285714285,105
200000,C_RUSH,piR/s901001,piR,8,1030009,piR/s901003,piS/s902002,between,0.01519621344724611,0.009429411086513448,0.06287397588300245,0.06442969720038952,0.20714285714285716,0.1523809523809524,105
200000,C_RUSH,piR/s901001,piR,8,1030009,piR/s901003,piS/s902003,between,0.015732002769701645,0.009900915748572164,0.06578308513422985,0.06651253293823046,0.20238095238095238,0.1380952380952381,105
200000,C_RUSH,piR/s901001,piR,8,1030009,piS/s902001,piS/s902002,within_piS,0.012928425776555964,0.006968408231652349,0.05465897794890492,0.053673113581122193,0.18571428571428572,0.11428571428571428,105
200000,C_RUSH,piR/s901001,piR,8,1030009,piS/s902001,piS/s902003,within_piS,0.013121445596185319,0.006988385767297697,0.05535670722550008,0.0545030561966872,0.18571428571428572,0.10952380952380952,105
200000,C_RUSH,piR/s901001,piR,8,1030009,piS/s902002,piS/s902003,within_piS,0.011974457051781705,0.006384937046801113,0.049754192957926074,0.049701778116373385,0.19523809523809524,0.1380952380952381,105
200000,C_RUSH,piR/s901001,piR,9,1030010,piR/s901001,piR/s901002,within_piR,0.015964161636118832,0.00650423766995831,0.06745877727760442,0.06749678382382984,0.20833333333333334,0.11666666666666667,150
200000,C_RUSH,piR/s901001,piR,9,1030010,piR/s901001,piR/s901003,within_piR,0.017246309072365382,0.008925831380044172,0.07289595626802638,0.07246803508787306,0.22333333333333333,0.15,150
200000,C_RUSH,piR/s901001,piR,9,1030010,piR/s901001,piS/s902001,between,0.01600699447705378,0.00876181334551669,0.06743031986064768,0.06675805952060142,0.21666666666666667,0.14,150
