pole,opponent,episode_seed,blue_score,red_score,win,draw,steps,zero_zero,total_score,policy
A,OP6,7800183,3,1,1,0,147,0,4,pi_B
A,OP6,7800184,0,0,0,1,240,1,0,pi_B
A,OP6,7800185,0,0,0,1,240,1,0,pi_B
A,OP6,7800186,2,1,1,0,240,0,3,pi_B
A,OP6,7800187,0,0,0,1,240,1,0,pi_B
A,OP6,7800188,0,0,0,1,240,1,0,pi_B
A,OP6,7800189,0,0,0,1,240,1,0,pi_B
A,OP6,7800190,1,0,1,0,240,0,1,pi_B
A,OP6,7800191,0,0,0,1,240,1,0,pi_B
A,OP6,7800192,0,1,0,0,240,0,1,pi_B
B,OP7,7800001,0,1,0,0,240,0,1,pi_B
B,OP7,7800002,1,0,1,0,240,0,1,pi_B
B,OP7,7800003,2,0,1,0,240,0,2,pi_B
B,OP7,7800004,1,0,1,0,240,0,1,pi_B
B,OP7,7800005,0,0,0,1,240,1,0,pi_B
B,OP7,7800006,1,0,1,0,240,0,1,pi_B
B,OP7,7800007,1,0,1,0,240,0,1,pi_B
B,OP7,7800008,0,0,0,1,240,1,0,pi_B
B,OP7,7800009,0,0,0,1,240,1,0,pi_B
B,OP7,7800010,0,1,0,0,240,0,1,pi_B
B,OP7,7800011,0,0,0,1,240,1,0,pi_B
B,OP7,7800012,0,0,0,1,240,1,0,pi_B
B,OP7,7800013,1,0,1,0,240,0,1,pi_B
B,OP7,7800014,0,0,0,1,240,1,0,pi_B
B,OP7,7800015,1,0,1,0,240,0,1,pi_B
B,OP7,7800016,2,0,1,0,240,0,2,pi_B
B,OP7,7800017,3,0,1,0,224,0,3,pi_B
B,OP7,7800018,1,0,1,0,240,0,1,pi_B
B,OP7,7800019,0,0,0,1,240,1,0,pi_B
B,OP7,7800020,0,0,0,1,240,1,0,pi_B
B,OP7,7800021,0,0,0,1,240,1,0,pi_B
B,OP7,7800022,1,0,1,0,240,0,1,pi_B
B,OP7,7800023,1,0,1,0,240,0,1,pi_B
B,OP7,7800024,2,0,1,0,240,0,2,pi_B
B,OP7,7800025,0,0,0,1,240,1,0,pi_B
B,OP7,7800026,1,0,1,0,240,0,1,pi_B
B,OP7,7800027,0,0,0,1,240,1,0,pi_B
B,OP7,7800028,0,0,0,1,240,1,0,pi_B
B,OP7,7800029,0,0,0,1,240,1,0,pi_B
B,OP7,7800030,0,1,0,0,240,0,1,pi_B
B,OP7,7800031,2,0,1,0,240,0,2,pi_B
B,OP7,7800032,0,0,0,1,240,1,0,pi_B
B,OP7,7800033,0,0,0,1,240,1,0,pi_B
B,OP7,7800034,0,0,0,1,240,1,0,pi_B
B,OP7,7800035,0,0,0,1,240,1,0,pi_B
B,OP7,7800036,0,0,0,1,240,1,0,pi_B
B,OP7,7800037,0,0,0,1,240,1,0,pi_B
B,OP7,7800038,0,0,0,1,240,1,0,pi_B
B,OP7,7800039,0,0,0,1,240,1,0,pi_B
B,OP7,7800040,0,0,0,1,240,1,0,pi_B
B,OP7,7800041,0,0,0,1,240,1,0,pi_B
B,OP7,7800042,1,0,1,0,240,0,1,pi_B
B,OP7,7800043,0,0,0,1,240,1,0,pi_B
B,OP7,7800044,2,0,1,0,240,0,2,pi_B
B,OP7,7800045,0,0,0,1,240,1,0,pi_B
B,OP7,7800046,1,0,1,0,240,0,1,pi_B
B,OP7,7800047,2,0,1,0,240,0,2,pi_B
B,OP7,7800048,1,0,1,0,240,0,1,pi_B
B,OP7,7800049,1,0,1,0,240,0,1,pi_B
B,OP7,7800050,1,0,1,0,240,0,1,pi_B
B,OP7,7800051,0,0,0,1,240,1,0,pi_B
B,OP7,7800052,0,0,0,1,240,1,0,pi_B
B,OP7,7800053,0,0,0,1,240,1,0,pi_B
B,OP7,7800054,2,0,1,0,240,0,2,pi_B
B,OP7,7800055,2,0,1,0,240,0,2,pi_B
B,OP7,7800056,0,0,0,1,240,1,0,pi_B
B,OP7,7800057,2,0,1,0,240,0,2,pi_B
B,OP7,7800058,0,0,0,1,240,1,0,pi_B
B,OP7,7800059,1,0,1,0,240,0,1,pi_B
B,OP7,7800060,1,0,1,0,240,0,1,pi_B
B,OP7,7800061,2,0,1,0,240,0,2,pi_B
B,OP7,7800062,0,0,0,1,240,1,0,pi_B
B,OP7,7800063,0,0,0,1,240,1,0,pi_B
B,OP7,7800064,0,0,0,1,240,1,0,pi_B
B,OP7,7800065,1,0,1,0,240,0,1,pi_B
B,OP7,7800066,0,0,0,1,240,1,0,pi_B
B,OP7,7800067,2,1,1,0,240,0,3,pi_B
B,OP7,7800068,2,0,1,0,240,0,2,pi_B
B,OP7,7800069,1,0,1,0,240,0,1,pi_B
B,OP7,7800070,2,0,1,0,240,0,2,pi_B
B,OP7,7800071,0,0,0,1,240,1,0,pi_B
B,OP7,7800072,0,0,0,1,240,1,0,pi_B
B,OP7,7800073,0,0,0,1,240,1,0,pi_B
B,OP7,7800074,1,0,1,0,240,0,1,pi_B
B,OP7,7800075,0,0,0,1,240,1,0,pi_B
B,OP7,7800076,0,0,0,1,240,1,0,pi_B
B,OP7,7800077,0,0,0,1,240,1,0,pi_B
B,OP7,7800078,0,0,0,1,240,1,0,pi_B
B,OP7,7800079,2,1,1,0,240,0,3,pi_B
B,OP7,7800080,0,0,0,1,240,1,0,pi_B
B,OP7,7800081,0,0,0,1,240,1,0,pi_B
B,OP7,7800082,0,0,0,1,240,1,0,pi_B
B,OP7,7800083,1,0,1,0,240,0,1,pi_B
B,OP7,7800084,0,0,0,1,240,1,0,pi_B
B,OP7,7800085,0,0,0,1,240,1,0,pi_B
B,OP7,7800086,0,0,0,1,240,1,0,pi_B
B,OP7,7800087,1,0,1,0,240,0,1,pi_B
B,OP7,7800088,0,0,0,1,240,1,0,pi_B
B,OP7,7800089,0,0,0,1,240,1,0,pi_B
B,OP7,7800090,1,0,1,0,240,0,1,pi_B
B,OP7,7800091,1,0,1,0,240,0,1,pi_B
B,OP7,7800092,0,1,0,0,240,0,1,pi_B
B,OP7,7800093,0,0,0,1,240,1,0,pi_B
B,OP7,7800094,1,0,1,0,240,0,1,pi_B
B,OP7,7800095,2,0,1,0,240,0,2,pi_B
B,OP7,7800096,2,0,1,0,240,0,2,pi_B
B,OP7,7800097,1,0,1,0,240,0,1,pi_B
B,OP7,7800098,0,0,0,1,240,1,0,pi_B
B,OP7,7800099,1,0,1,0,240,0,1,pi_B
B,OP7,7800100,1,1,0,1,240,0,2,pi_B
B,OP7,7800101,0,0,0,1,240,1,0,pi_B
B,OP7,7800102,0,0,0,1,240,1,0,pi_B
B,OP7,7800103,0,0,0,1,240,1,0,pi_B
B,OP7,7800104,0,0,0,1,240,1,0,pi_B
B,OP7,7800105,1,0,1,0,240,0,1,pi_B
B,OP7,7800106,1,0,1,0,240,0,1,pi_B
B,OP7,7800107,1,0,1,0,240,0,1,pi_B
B,OP7,7800108,0,0,0,1,240,1,0,pi_B
B,OP7,7800109,2,0,1,0,240,0,2,pi_B
B,OP7,7800110,1,0,1,0,240,0,1,pi_B
B,OP7,7800111,2,0,1,0,240,0,2,pi_B
B,OP7,7800112,0,0,0,1,240,1,0,pi_B
B,OP7,7800113,1,0,1,0,240,0,1,pi_B
B,OP7,7800114,0,0,0,1,240,1,0,pi_B
B,OP7,7800115,1,0,1,0,240,0,1,pi_B
B,OP7,7800116,0,0,0,1,240,1,0,pi_B
B,OP7,7800117,0,0,0,1,240,1,0,pi_B
B,OP7,7800118,1,0,1,0,240,0,1,pi_B
B,OP7,7800119,2,0,1,0,240,0,2,pi_B
B,OP7,7800120,0,0,0,1,240,1,0,pi_B
B,OP7,7800121,0,0,0,1,240,1,0,pi_B
B,OP7,7800122,0,0,0,1,240,1,0,pi_B
B,OP7,7800123,0,0,0,1,240,1,0,pi_B
B,OP7,7800124,1,0,1,0,240,0,1,pi_B
B,OP7,7800125,1,0,1,0,240,0,1,pi_B
B,OP7,7800126,1,0,1,0,240,0,1,pi_B
B,OP7,7800127,0,0,0,1,240,1,0,pi_B
B,OP7,7800128,1,0,1,0,240,0,1,pi_B
B,OP7,7800129,1,0,1,0,240,0,1,pi_B
B,OP7,7800130,0,0,0,1,240,1,0,pi_B
B,OP7,7800131,0,0,0,1,240,1,0,pi_B
B,OP7,7800132,0,0,0,1,240,1,0,pi_B
B,OP7,7800133,0,0,0,1,240,1,0,pi_B
B,OP7,7800134,0,0,0,1,240,1,0,pi_B
B,OP7,7800135,0,0,0,1,240,1,0,pi_B
B,OP7,7800136,0,0,0,1,240,1,0,pi_B
B,OP7,7800137,2,0,1,0,240,0,2,pi_B
B,OP7,7800138,1,0,1,0,240,0,1,pi_B
B,OP7,7800139,1,0,1,0,240,0,1,pi_B
B,OP7,7800140,0,0,0,1,240,1,0,pi_B
B,OP7,7800141,2,0,1,0,240,0,2,pi_B
B,OP7,7800142,0,0,0,1,240,1,0,pi_B
B,OP7,7800143,2,0,1,0,240,0,2,pi_B
B,OP7,7800144,2,0,1,0,240,0,2,pi_B
B,OP7,7800145,0,0,0,1,240,1,0,pi_B
B,OP7,7800146,1,0,1,0,240,0,1,pi_B
B,OP7,7800147,1,0,1,0,240,0,1,pi_B
B,OP7,7800148,0,0,0,1,240,1,0,pi_B
B,OP7,7800149,1,0,1,0,240,0,1,pi_B
B,OP7,7800150,2,0,1,0,240,0,2,pi_B
B,OP7,7800151,0,0,0,1,240,1,0,pi_B
B,OP7,7800152,1,0,1,0,240,0,1,pi_B
B,OP7,7800153,1,0,1,0,240,0,1,pi_B
B,OP7,7800154,0,0,0,1,240,1,0,pi_B
B,OP7,7800155,2,0,1,0,240,0,2,pi_B
B,OP7,7800156,2,2,0,1,240,0,4,pi_B
B,OP7,7800157,0,0,0,1,240,1,0,pi_B
B,OP7,7800158,1,0,1,0,240,0,1,pi_B
B,OP7,7800159,0,0,0,1,240,1,0,pi_B
B,OP7,7800160,1,0,1,0,240,0,1,pi_B
B,OP7,7800161,1,0,1,0,240,0,1,pi_B
B,OP7,7800162,1,0,1,0,240,0,1,pi_B
B,OP7,7800163,1,0,1,0,240,0,1,pi_B
B,OP7,7800164,2,0,1,0,240,0,2,pi_B
B,OP7,7800165,0,0,0,1,240,1,0,pi_B
B,OP7,7800166,1,0,1,0,240,0,1,pi_B
B,OP7,7800167,1,0,1,0,240,0,1,pi_B
B,OP7,7800168,1,0,1,0,240,0,1,pi_B
B,OP7,7800169,1,1,0,1,240,0,2,pi_B
B,OP7,7800170,1,0,1,0,240,0,1,pi_B
B,OP7,7800171,0,0,0,1,240,1,0,pi_B
B,OP7,7800172,1,0,1,0,240,0,1,pi_B
B,OP7,7800173,2,0,1,0,240,0,2,pi_B
B,OP7,7800174,2,0,1,0,240,0,2,pi_B
B,OP7,7800175,1,0,1,0,240,0,1,pi_B
B,OP7,7800176,0,0,0,1,240,1,0,pi_B
B,OP7,7800177,1,0,1,0,240,0,1,pi_B
B,OP7,7800178,1,0,1,0,240,0,1,pi_B
B,OP7,7800179,1,0,1,0,240,0,1,pi_B
B,OP7,7800180,0,0,0,1,240,1,0,pi_B
B,OP7,7800181,1,0,1,0,240,0,1,pi_B
B,OP7,7800182,0,0,0,1,240,1,0,pi_B
B,OP7,7800183,0,0,0,1,240,1,0,pi_B
B,OP7,7800184,0,0,0,1,240,1,0,pi_B
B,OP7,7800185,3,0,1,0,163,0,3,pi_B
B,OP7,7800186,1,0,1,0,240,0,1,pi_B
B,OP7,7800187,0,0,0,1,240,1,0,pi_B
B,OP7,7800188,1,0,1,0,240,0,1,pi_B
B,OP7,7800189,2,0,1,0,240,0,2,pi_B
B,OP7,7800190,1,0,1,0,240,0,1,pi_B
B,OP7,7800191,1,0,1,0,240,0,1,pi_B
B,OP7,7800192,0,0,0,1,240,1,0,pi_B
