episode_id,success,time_to_first_score,time_to_game_over,collisions_per_episode,near_misses_per_episode,collision_free_episode,mean_inter_robot_dist,std_inter_robot_dist,zone_coverage,phase_name,opponent_kind,scripted_tag,blue_score,red_score
220,1,29.106,60.984,42,15,0,5.19338,3.09816,0.141667,OP2,scripted,OP2,3,0
221,1,43.659,128.205,60,36,0,5.78814,3.06608,0.225,OP2,scripted,OP2,3,0
222,1,15.939,47.817,30,12,0,6.2613,3.07122,0.158333,OP2,scripted,OP2,3,0
223,1,22.176,45.045,31,8,0,6.03475,3.56556,0.166667,OP2,scripted,OP2,3,0
224,1,24.255,70.686,48,19,0,5.76038,4.00053,0.175,OP2,scripted,OP2,3,0
225,1,20.097,128.205,79,36,0,6.09417,3.89273,0.175,OP2,scripted,OP2,3,0
226,1,82.467,108.801,50,30,0,6.38438,3.74538,0.2,OP2,scripted,OP2,3,0
227,1,15.939,65.142,39,15,0,6.39448,3.86967,0.2,OP2,scripted,OP2,3,0
228,1,29.799,71.379,49,14,0,5.38792,3.06224,0.2,OP2,scripted,OP2,3,0
229,1,20.097,91.476,44,24,0,5.54728,3.45437,0.191667,OP2,scripted,OP2,3,0
230,1,8.316,62.37,49,15,0,6.82575,4.45337,0.208333,OP2,scripted,OP2,3,0
231,1,9.702,53.361,40,20,0,6.30345,4.16824,0.158333,OP2,scripted,OP2,3,0
232,1,44.352,88.011,58,22,0,5.62738,3.5396,0.158333,OP2,scripted,OP2,3,0
233,1,49.896,97.713,50,30,0,5.78794,3.67492,0.191667,OP2,scripted,OP2,3,0
234,1,45.045,99.099,64,25,0,6.77305,3.95332,0.241667,OP2,scripted,OP2,3,0
235,1,24.948,41.58,23,9,0,5.84001,3.60098,0.166667,OP2,scripted,OP2,3,0
236,1,39.501,64.449,62,19,0,6.26339,3.84065,0.141667,OP2,scripted,OP2,3,0
237,1,69.3,119.196,70,32,0,6.30198,3.49042,0.166667,OP2,scripted,OP2,3,0
238,1,31.878,78.309,51,15,0,5.75974,3.6655,0.208333,OP2,scripted,OP2,3,0
239,1,15.246,75.537,59,17,0,5.80113,3.28475,0.158333,OP2,scripted,OP2,3,0
240,1,47.817,72.765,46,16,0,5.22969,3.7038,0.191667,OP2,scripted,OP2,3,0
241,1,18.711,75.537,61,23,0,5.62465,3.13071,0.175,OP2,scripted,OP2,3,0
242,1,15.246,103.257,70,32,0,5.07622,3.68385,0.191667,OP2,scripted,OP2,3,0
243,1,16.632,56.133,36,18,0,5.72742,3.09137,0.141667,OP2,scripted,OP2,3,0
244,1,39.501,132.363,72,46,0,5.39623,3.44657,0.225,OP2,scripted,OP2,3,0
245,1,27.027,76.923,39,23,0,5.85409,3.24556,0.191667,OP2,scripted,OP2,3,0
246,1,24.255,83.16,63,20,0,5.30984,3.5368,0.158333,OP2,scripted,OP2,3,0
247,1,18.018,65.835,38,11,0,6.94908,3.74644,0.191667,OP2,scripted,OP2,3,0
248,1,11.781,55.44,35,19,0,5.66972,3.76073,0.166667,OP2,scripted,OP2,3,0
249,1,15.939,91.476,57,12,0,6.61582,3.73123,0.2,OP2,scripted,OP2,3,0
250,1,12.474,36.729,26,9,0,4.75272,2.55841,0.166667,OP2,scripted,OP2,3,0
251,1,56.826,108.801,93,24,0,6.50913,4.42734,0.191667,OP2,scripted,OP2,3,0
252,1,18.711,92.169,64,18,0,5.9504,3.00739,0.166667,OP2,scripted,OP2,3,0
253,1,8.316,64.449,30,12,0,5.19541,3.40146,0.133333,OP2,scripted,OP2,3,0
254,1,44.352,85.239,52,30,0,5.3037,2.97069,0.233333,OP2,scripted,OP2,3,0
255,1,30.492,103.257,75,37,0,6.94138,4.05184,0.216667,OP2,scripted,OP2,3,0
256,1,63.756,97.713,50,26,0,5.67445,3.50961,0.191667,OP2,scripted,OP2,3,0
257,1,12.474,88.704,44,16,0,6.92591,4.03168,0.175,OP2,scripted,OP2,3,0
258,1,23.562,76.23,52,11,0,6.49564,4.38775,0.15,OP2,scripted,OP2,3,0
259,1,36.729,124.047,53,35,0,4.97789,3.32681,0.2,OP2,scripted,OP2,3,0
260,1,16.632,65.835,55,12,0,5.44772,2.93329,0.175,OP2,scripted,OP2,3,0
261,1,20.097,75.537,49,17,0,6.50056,3.86526,0.15,OP2,scripted,OP2,3,0
262,1,24.948,58.905,39,15,0,6.53473,4.07965,0.183333,OP2,scripted,OP2,3,0
263,1,20.097,47.124,32,7,0,5.8661,3.48745,0.133333,OP2,scripted,OP2,3,0
264,1,8.316,79.002,29,20,0,5.2242,2.96513,0.166667,OP2,scripted,OP2,3,0
265,1,25.641,76.923,47,30,0,5.29087,3.07994,0.158333,OP2,scripted,OP2,3,0
266,1,13.86,78.309,50,19,0,5.92103,3.58685,0.208333,OP2,scripted,OP2,3,0
267,1,17.325,53.361,33,16,0,5.60294,3.33409,0.175,OP2,scripted,OP2,3,0
268,1,56.133,88.011,55,12,0,5.61916,3.27405,0.141667,OP2,scripted,OP2,3,0
269,1,15.939,62.37,49,12,0,6.10036,3.26866,0.158333,OP2,scripted,OP2,3,0
270,1,37.422,89.397,59,23,0,6.14807,3.96751,0.258333,OP2,scripted,OP2,3,0
271,1,15.246,67.221,53,15,0,5.49854,3.5852,0.175,OP2,scripted,OP2,3,0
272,1,12.474,55.44,24,12,0,4.91864,2.40799,0.166667,OP2,scripted,OP2,3,0
273,1,46.431,77.616,43,18,0,6.5764,3.81912,0.158333,OP2,scripted,OP2,3,0
274,1,37.422,81.774,58,17,0,5.34291,3.17999,0.2,OP2,scripted,OP2,3,0
275,1,11.781,44.352,21,10,0,5.68516,3.37707,0.125,OP2,scripted,OP2,3,0
276,1,9.009,56.133,33,10,0,6.07763,3.72565,0.175,OP2,scripted,OP2,3,0
277,1,47.124,76.23,45,17,0,5.61956,3.69583,0.141667,OP2,scripted,OP2,3,0
