episode_id,success,time_to_first_score,time_to_game_over,collisions_per_episode,near_misses_per_episode,collision_free_episode,mean_inter_robot_dist,std_inter_robot_dist,zone_coverage,phase_name,opponent_kind,scripted_tag,blue_score,red_score,opponent_switch_count
20300,0,11.781,30.492,7,4,0,6.33453,4.21925,0.0666667,OP3,species,,2,3,7606
20301,0,13.167,29.799,11,7,0,7.24205,4.14248,0.133333,OP3,species,,2,3,7606
20302,1,13.167,33.264,14,3,0,6.48231,4.39014,0.1,OP3,scripted,OP3_HARD,3,1,7607
20303,1,12.474,31.185,10,9,0,6.75232,4.41859,0.0916667,OP3,snapshot,,3,2,7608
20304,0,13.167,29.106,8,4,0,5.71037,3.20413,0.0916667,OP3,scripted,OP3_HARD,2,3,7609
20305,1,14.553,41.58,22,5,0,5.65285,3.19373,0.116667,OP3,snapshot,,3,2,7610
20306,0,12.474,33.264,10,4,0,5.93591,3.60072,0.108333,OP3,scripted,OP3_HARD,2,3,7611
20307,1,13.86,34.65,11,0,0,6.5706,3.35055,0.0916667,OP3,snapshot,,3,2,7612
20308,1,12.474,28.413,12,6,0,6.41688,4.73855,0.075,OP3,snapshot,,3,2,7613
20309,0,13.167,34.65,8,7,0,6.12855,3.23723,0.125,OP3,species,,3,3,7614
20310,0,11.088,29.799,11,5,0,8.44878,3.13129,0.0833333,OP3,scripted,OP3_HARD,2,3,7615
20311,1,13.86,29.799,5,5,0,6.29268,4.1617,0.0916667,OP3,scripted,OP3_HARD,3,2,7615
20312,1,13.167,29.106,11,2,0,6.06953,4.19666,0.1,OP3,scripted,OP3_HARD,3,2,7615
20313,1,13.167,36.729,5,5,0,5.33972,2.89479,0.0916667,OP3,snapshot,,3,2,7616
20314,0,10.395,32.571,9,5,0,4.55103,2.41047,0.075,OP3,snapshot,,2,3,7617
20315,0,12.474,32.571,4,2,0,7.36919,3.91858,0.1,OP3,scripted,OP3_HARD,2,3,7618
20316,0,13.86,34.65,11,4,0,6.91908,3.96738,0.0666667,OP3,scripted,OP3_HARD,2,3,7618
20317,1,11.781,32.571,11,6,0,7.88226,3.7969,0.116667,OP3,scripted,OP3_HARD,3,1,7618
20318,1,10.395,36.729,7,6,0,6.5998,3.74953,0.1,OP3,scripted,OP3_HARD,3,2,7618
20319,0,13.167,29.799,6,3,0,3.758,2.49936,0.1,OP3,species,,1,3,7619
20320,0,12.474,31.878,8,4,0,5.40435,3.78789,0.075,OP3,scripted,OP3_HARD,2,3,7620
20321,1,13.167,31.185,8,4,0,6.41856,4.2992,0.0666667,OP3,snapshot,,3,2,7621
20322,1,11.088,33.957,6,2,0,5.42867,3.17629,0.075,OP3,species,,3,2,7622
20323,1,14.553,34.65,11,11,0,6.12527,3.18618,0.0666667,OP3,snapshot,,3,2,7623
20324,0,13.86,35.343,14,7,0,6.14169,3.34351,0.125,OP3,scripted,OP3_HARD,2,3,7624
20325,1,10.395,36.036,12,6,0,7.25215,4.0918,0.141667,OP3,scripted,OP3_HARD,3,2,7624
20326,0,11.088,33.957,7,3,0,5.87632,3.09554,0.125,OP3,scripted,OP3_HARD,2,3,7624
20327,1,11.088,32.571,16,5,0,5.55285,3.52278,0.0666667,OP3,snapshot,,3,2,7625
20328,0,11.088,34.65,11,6,0,5.44117,3.70791,0.125,OP3,snapshot,,3,3,7626
20329,1,9.702,28.413,7,4,0,6.85244,3.00284,0.116667,OP3,scripted,OP3_HARD,3,2,7627
20330,0,13.86,33.264,7,2,0,5.80712,2.95675,0.133333,OP3,scripted,OP3_HARD,2,3,7627
20331,1,11.781,29.106,14,7,0,6.67259,4.39336,0.1,OP3,scripted,OP3_HARD,3,1,7627
20332,1,10.395,31.878,15,5,0,6.49562,3.42682,0.133333,OP3,scripted,OP3_HARD,3,2,7627
20333,0,13.86,33.264,5,0,0,8.10722,4.40809,0.15,OP3,scripted,OP3_HARD,2,3,7627
20334,1,11.781,37.422,24,5,0,5.98744,3.29919,0.0916667,OP3,snapshot,,3,2,7628
20335,1,10.395,37.422,12,4,0,5.71531,3.3783,0.075,OP3,snapshot,,3,2,7629
20336,0,11.088,31.878,7,7,0,6.49545,3.13544,0.0833333,OP3,scripted,OP3_HARD,2,3,7630
20337,0,12.474,37.422,6,2,0,6.99232,3.99597,0.0916667,OP3,scripted,OP3_HARD,3,3,7630
20338,1,11.781,36.729,15,9,0,4.86641,4.16982,0.108333,OP3,scripted,OP3_HARD,3,2,7630
20339,1,13.86,33.957,13,4,0,6.16289,3.6553,0.116667,OP3,scripted,OP3_HARD,3,2,7630
20340,1,11.781,33.957,5,5,0,6.99977,4.19223,0.0666667,OP3,snapshot,,3,2,7631
20341,1,11.088,31.185,12,5,0,6.30262,4.45128,0.0833333,OP3,snapshot,,3,2,7632
20342,0,16.632,31.878,14,2,0,5.32041,3.45756,0.075,OP3,scripted,OP3_HARD,2,3,7633
20343,0,16.632,32.571,12,9,0,5.91069,3.80791,0.0833333,OP3,scripted,OP3_HARD,1,3,7633
20344,0,13.167,33.264,7,4,0,5.39428,3.26843,0.1,OP3,scripted,OP3_HARD,2,3,7633
20345,1,12.474,33.264,8,4,0,5.70099,3.76113,0.0916667,OP3,snapshot,,3,2,7634
20346,0,15.939,36.036,7,5,0,5.95868,3.58733,0.125,OP3,scripted,OP3_HARD,2,3,7635
20347,1,13.167,31.878,7,4,0,6.15457,4.30015,0.0916667,OP3,snapshot,,3,2,7636
20348,1,10.395,31.878,10,5,0,5.88497,3.92505,0.125,OP3,scripted,OP3_HARD,3,2,7637
20349,1,13.167,36.729,5,4,0,7.90919,4.49367,0.116667,OP3,species,,3,2,7638
20350,0,13.167,37.422,18,8,0,5.43961,3.61047,0.108333,OP3,scripted,OP3_HARD,2,3,7639
20351,1,13.86,36.729,21,7,0,5.73612,3.1997,0.108333,OP3,scripted,OP3_HARD,3,2,7639
20352,0,14.553,29.106,4,2,0,8.51332,3.73204,0.125,OP3,scripted,OP3_HARD,2,3,7639
20353,1,13.167,36.729,13,6,0,6.95438,4.02729,0.0916667,OP3,snapshot,,3,2,7640
20354,0,13.86,30.492,8,5,0,6.84269,4.17579,0.108333,OP3,scripted,OP3_HARD,2,3,7641
20355,0,13.86,31.185,8,4,0,6.2319,3.34333,0.108333,OP3,scripted,OP3_HARD,3,3,7641
20356,0,11.088,31.878,13,2,0,4.78599,3.68762,0.133333,OP3,scripted,OP3_HARD,2,3,7641
20357,1,12.474,31.185,10,5,0,5.87775,3.01244,0.1,OP3,snapshot,,3,2,7642
20358,1,11.781,34.65,14,6,0,5.709,2.82112,0.116667,OP3,snapshot,,3,2,7643
20359,0,13.86,33.957,6,3,0,4.61261,2.84021,0.125,OP3,scripted,OP3_HARD,2,3,7644
20360,1,11.088,40.194,22,8,0,6.28736,3.52665,0.108333,OP3,snapshot,,3,2,7645
20361,1,11.781,30.492,13,4,0,6.79838,4.61368,0.0916667,OP3,snapshot,,3,2,7646
20362,1,13.167,26.334,8,6,0,6.02176,3.9248,0.0833333,OP3,snapshot,,3,2,7647
20363,1,14.553,27.72,6,2,0,7.70616,4.26836,0.108333,OP3,snapshot,,3,2,7647
20364,1,11.781,33.264,14,4,0,3.54479,3.21706,0.108333,OP3,scripted,OP3_HARD,3,2,7648
20365,1,11.781,33.957,7,3,0,6.06554,3.42816,0.108333,OP3,snapshot,,3,1,7649
20366,0,10.395,29.106,14,2,0,6.32068,3.83362,0.075,OP3,species,,2,3,7650
20367,0,9.702,33.957,7,1,0,7.27032,4.34464,0.133333,OP3,species,,3,3,7650
20368,1,10.395,27.72,8,5,0,6.46849,4.76415,0.0833333,OP3,scripted,OP3_HARD,3,2,7651
20369,0,13.167,33.957,4,4,0,6.98299,4.12255,0.15,OP3,scripted,OP3_HARD,1,3,7651
20370,1,11.781,30.492,8,3,0,5.52113,4.42622,0.075,OP3,scripted,OP3_HARD,3,1,7651
20371,1,12.474,31.185,5,4,0,6.04231,2.60481,0.05,OP3,snapshot,,3,2,7652
20372,0,11.781,28.413,11,2,0,5.5245,3.25429,0.075,OP3,species,,2,3,7653
20373,1,12.474,40.194,21,6,0,4.29841,2.88954,0.108333,OP3,snapshot,,3,2,7654
20374,1,10.395,24.948,12,6,0,6.32383,4.38939,0.108333,OP3,scripted,OP3_HARD,3,1,7655
20375,1,12.474,32.571,9,6,0,6.79777,3.95844,0.0833333,OP3,snapshot,,3,2,7656
20376,0,11.781,36.036,13,3,0,6.35287,4.2917,0.15,OP3,scripted,OP3_HARD,2,3,7657
20377,1,12.474,36.036,2,5,0,5.90298,2.90439,0.0916667,OP3,species,,3,2,7658
20378,0,11.088,38.115,13,8,0,4.73821,2.83285,0.108333,OP3,snapshot,,3,3,7659
20379,0,13.86,39.501,13,6,0,7.34497,3.59996,0.166667,OP3,scripted,OP3_HARD,2,3,7660
20380,1,11.781,36.729,8,7,0,5.86463,3.25855,0.133333,OP3,snapshot,,3,2,7661
20381,1,9.702,29.799,8,9,0,5.84777,3.2637,0.0833333,OP3,scripted,OP3_HARD,3,2,7662
20382,1,11.088,31.185,6,5,0,7.38637,4.28695,0.0833333,OP3,species,,3,2,7663
20383,0,13.167,35.343,11,5,0,5.46515,3.26514,0.0666667,OP3,scripted,OP3_HARD,2,3,7664
20384,1,10.395,29.799,4,8,0,5.61788,3.67152,0.0833333,OP3,scripted,OP3_HARD,3,2,7664
20385,0,11.781,35.343,2,3,0,6.87185,3.36417,0.116667,OP3,scripted,OP3_HARD,2,3,7664
20386,1,10.395,27.72,12,5,0,6.40132,3.41629,0.0666667,OP3,scripted,OP3_HARD,3,1,7664
20387,0,11.781,42.273,15,4,0,5.25195,3.43391,0.0666667,OP3,snapshot,,2,3,7665
20388,0,11.781,35.343,12,4,0,4.93027,3.67715,0.108333,OP3,snapshot,,2,3,7666
20389,0,15.939,33.957,16,5,0,7.6461,4.0136,0.108333,OP3,species,,2,3,7667
20390,1,10.395,25.641,19,4,0,6.32349,4.46634,0.1,OP3,scripted,OP3_HARD,3,0,7668
20391,0,11.088,38.115,19,10,0,4.23821,2.55861,0.125,OP3,scripted,OP3_HARD,2,3,7668
20392,1,11.781,30.492,5,7,0,4.79119,3.3767,0.075,OP3,snapshot,,3,2,7669
20393,0,11.781,36.036,6,5,0,6.23427,2.8401,0.125,OP3,scripted,OP3_HARD,2,3,7670
20394,0,10.395,34.65,3,7,0,5.21936,2.1299,0.0916667,OP3,snapshot,,2,3,7671
20395,0,13.86,36.036,6,4,0,6.24406,3.17333,0.133333,OP3,scripted,OP3_HARD,3,3,7672
20396,1,13.167,33.264,10,5,0,6.41284,3.40359,0.075,OP3,snapshot,,3,2,7673
20397,1,11.781,31.185,8,7,0,7.07473,4.76785,0.116667,OP3,snapshot,,3,1,7674
20398,1,10.395,29.799,6,5,0,5.31927,4.38899,0.075,OP3,scripted,OP3_HARD,3,2,7675
20399,0,12.474,31.878,3,2,0,6.59585,3.74064,0.141667,OP3,scripted,OP3_HARD,2,3,7675
20400,0,12.474,35.343,7,10,0,4.83463,3.56928,0.0833333,OP3,scripted,OP3_HARD,2,3,7675
20401,1,10.395,33.957,23,4,0,6.08531,4.35038,0.1,OP3,scripted,OP3_HARD,3,2,7675
20402,0,13.167,31.878,3,5,0,6.79124,3.59323,0.1,OP3,species,,2,3,7676
20403,1,11.088,36.036,19,9,0,5.26226,2.99,0.0916667,OP3,snapshot,,3,2,7677
20404,1,11.781,31.185,16,3,0,6.8311,3.98536,0.0916667,OP3,scripted,OP3_HARD,3,2,7678
20405,0,12.474,32.571,13,2,0,7.59593,4.11452,0.0833333,OP3,scripted,OP3_HARD,2,3,7678
20406,1,11.781,34.65,4,1,0,6.87352,3.53704,0.15,OP3,scripted,OP3_HARD,3,2,7678
20407,1,11.088,29.106,4,2,0,6.19449,3.83303,0.0916667,OP3,snapshot,,3,2,7679
20408,0,13.167,40.887,9,7,0,3.75821,2.18373,0.1,OP3,snapshot,,2,3,7680
20409,1,13.86,38.808,10,2,0,4.69302,2.671,0.0916667,OP3,snapshot,,3,2,7681
20410,0,9.702,29.799,2,4,0,6.28462,3.64399,0.0833333,OP3,species,,2,3,7682
20411,0,11.781,38.115,13,11,0,5.29219,3.52495,0.0833333,OP3,snapshot,,3,3,7683
20412,0,13.86,29.106,14,4,0,6.6848,4.13785,0.0833333,OP3,species,,2,3,7684
20413,1,11.088,26.334,8,3,0,6.61658,4.07648,0.0916667,OP3,scripted,OP3_HARD,3,1,7685
20414,0,14.553,36.729,11,5,0,4.64457,2.7827,0.116667,OP3,species,,2,3,7686
20415,0,13.167,35.343,5,7,0,4.7677,2.83049,0.0833333,OP3,snapshot,,2,3,7687
20416,1,10.395,31.878,8,8,0,7.18955,3.99007,0.0916667,OP3,snapshot,,3,2,7688
20417,1,11.088,30.492,12,7,0,5.53286,3.87739,0.0666667,OP3,snapshot,,3,2,7689
20418,0,15.246,31.878,8,8,0,4.47957,3.38893,0.1,OP3,scripted,OP3_HARD,1,3,7690
20419,0,14.553,36.729,15,6,0,4.22943,2.2815,0.125,OP3,species,,2,3,7691
20420,1,10.395,29.106,7,6,0,5.27441,4.38055,0.0833333,OP3,scripted,OP3_HARD,3,1,7692
20421,1,11.781,34.65,9,4,0,5.71425,3.51415,0.108333,OP3,snapshot,,3,1,7693
20422,0,12.474,31.185,3,2,0,5.50072,2.89516,0.0916667,OP3,scripted,OP3_HARD,2,3,7694
20423,0,13.86,42.273,18,11,0,5.15319,3.08351,0.116667,OP3,scripted,OP3_HARD,2,3,7694
20424,1,11.781,36.036,14,8,0,7.5864,3.85713,0.116667,OP3,scripted,OP3_HARD,3,2,7694
20425,0,11.088,29.106,10,2,0,5.63642,3.91232,0.1,OP3,species,,2,3,7695
20426,0,12.474,33.957,18,3,0,5.5784,3.88163,0.0916667,OP3,scripted,OP3_HARD,2,3,7696
20427,0,11.088,34.65,6,4,0,5.82249,3.12888,0.0666667,OP3,snapshot,,2,3,7697
20428,0,11.781,33.264,2,1,0,6.30238,3.34555,0.075,OP3,scripted,OP3_HARD,2,3,7698
20429,1,11.088,29.799,7,6,0,6.32558,4.0003,0.0916667,OP3,snapshot,,3,1,7699
20430,1,13.86,35.343,21,4,0,5.32693,4.57609,0.116667,OP3,snapshot,,3,2,7700
20431,1,15.246,37.422,6,2,0,7.34909,3.98258,0.075,OP3,species,,3,2,7701
20432,0,13.86,34.65,12,0,0,5.896,3.97225,0.125,OP3,scripted,OP3_HARD,2,3,7702
20433,1,10.395,29.106,6,3,0,7.8478,4.85752,0.108333,OP3,scripted,OP3_HARD,3,2,7702
20434,1,10.395,34.65,16,11,0,5.19213,3.60817,0.133333,OP3,scripted,OP3_HARD,3,2,7702
20435,1,13.167,26.334,5,1,0,7.33093,4.25521,0.0916667,OP3,scripted,OP3_HARD,3,2,7702
20436,0,14.553,31.878,14,5,0,5.30645,4.22559,0.0916667,OP3,scripted,OP3_HARD,2,3,7702
20437,1,10.395,31.878,12,9,0,5.98811,3.80093,0.0916667,OP3,snapshot,,3,2,7703
20438,0,13.86,32.571,4,3,0,5.53969,3.42899,0.1,OP3,scripted,OP3_HARD,2,3,7704
20439,1,11.088,32.571,8,7,0,6.15108,3.63215,0.108333,OP3,scripted,OP3_HARD,3,2,7704
20440,0,13.167,31.185,10,5,0,8.81509,5.1233,0.108333,OP3,scripted,OP3_HARD,2,3,7704
20441,1,10.395,31.878,10,5,0,6.17276,4.59609,0.116667,OP3,scripted,OP3_HARD,3,2,7704
20442,0,10.395,29.799,7,3,0,7.09291,3.92253,0.116667,OP3,species,,2,3,7705
20443,1,14.553,38.115,4,4,0,6.10248,3.8146,0.075,OP3,scripted,OP3_HARD,3,2,7706
20444,1,12.474,33.957,12,10,0,7.23427,3.9771,0.075,OP3,snapshot,,3,1,7707
20445,1,9.702,34.65,5,9,0,5.67508,2.73954,0.0833333,OP3,snapshot,,3,2,7708
20446,1,11.781,35.343,8,5,0,5.96765,3.309,0.075,OP3,snapshot,,3,2,7709
20447,1,10.395,29.799,11,5,0,6.27943,3.88917,0.0916667,OP3,scripted,OP3_HARD,3,2,7710
20448,1,15.246,44.352,22,6,0,6.20738,2.97074,0.0916667,OP3,snapshot,,3,2,7711
20449,1,10.395,33.264,9,8,0,6.77994,4.30895,0.0833333,OP3,scripted,OP3_HARD,3,2,7712
20450,1,12.474,36.729,9,3,0,6.8869,3.41794,0.108333,OP3,snapshot,,3,2,7713
20451,0,13.86,31.878,12,4,0,6.02776,3.34208,0.0833333,OP3,species,,2,3,7714
20452,0,13.167,31.878,3,5,0,5.27393,3.18791,0.075,OP3,scripted,OP3_HARD,2,3,7715
20453,1,12.474,36.036,7,2,0,7.52368,3.5017,0.133333,OP3,scripted,OP3_HARD,3,2,7715
20454,1,11.781,31.185,19,3,0,7.31538,4.50201,0.125,OP3,snapshot,,3,1,7716
20455,1,16.632,32.571,12,6,0,5.79573,4.03097,0.0833333,OP3,scripted,OP3_HARD,3,2,7717
20456,0,12.474,33.957,4,4,0,7.04249,3.03711,0.116667,OP3,species,,2,3,7718
20457,0,9.702,33.264,23,3,0,4.26735,3.05304,0.0583333,OP3,snapshot,,2,3,7719
20458,1,11.781,30.492,11,4,0,5.64662,3.90885,0.075,OP3,scripted,OP3_HARD,3,1,7720
20459,0,13.86,33.264,4,2,0,6.33407,3.88722,0.1,OP3,scripted,OP3_HARD,2,3,7720
20460,1,11.088,29.106,10,6,0,7.78704,4.77534,0.108333,OP3,scripted,OP3_HARD,3,1,7720
20461,1,13.167,35.343,15,4,0,6.81412,3.98913,0.0833333,OP3,snapshot,,3,2,7721
20462,1,15.939,31.878,11,5,0,5.75913,4.03641,0.0916667,OP3,scripted,OP3_HARD,3,2,7722
20463,1,13.86,40.194,12,3,0,5.85545,3.84665,0.15,OP3,species,,3,2,7723
20464,1,11.781,29.106,7,1,0,6.81005,4.30616,0.0916667,OP3,snapshot,,3,1,7724
20465,1,14.553,35.343,9,3,0,6.67767,3.56356,0.108333,OP3,scripted,OP3_HARD,3,2,7725
20466,1,13.167,38.808,15,6,0,5.26884,3.95932,0.075,OP3,snapshot,,3,2,7726
20467,1,15.246,39.501,16,8,0,6.32707,3.48505,0.116667,OP3,snapshot,,3,2,7726
20468,1,11.781,31.878,9,4,0,7.03432,3.61301,0.1,OP3,species,,3,2,7727
20469,1,9.702,27.72,8,2,0,6.16284,4.16046,0.0833333,OP3,snapshot,,3,2,7728
20470,1,10.395,24.948,7,10,0,7.85989,4.16179,0.1,OP3,scripted,OP3_HARD,3,1,7729
20471,1,12.474,27.72,9,7,0,5.98258,4.88081,0.108333,OP3,scripted,OP3_HARD,3,2,7729
20472,0,11.088,31.878,10,3,0,6.311,4.426,0.0916667,OP3,snapshot,,2,3,7730
20473,1,12.474,33.264,11,4,0,6.24907,3.60397,0.0916667,OP3,snapshot,,3,2,7730
20474,1,9.702,28.413,13,3,0,6.34836,4.55083,0.0916667,OP3,species,,3,2,7731
20475,0,15.939,35.343,10,2,0,7.70711,3.72803,0.133333,OP3,scripted,OP3_HARD,2,3,7732
20476,0,11.088,30.492,3,5,0,5.98364,3.3426,0.0833333,OP3,species,,2,3,7733
20477,1,13.86,37.422,16,3,0,6.06312,4.11793,0.0833333,OP3,snapshot,,3,2,7734
20478,1,11.088,29.106,10,3,0,7.19984,4.72155,0.108333,OP3,scripted,OP3_HARD,3,2,7735
20479,0,13.167,33.264,9,1,0,5.08582,2.97509,0.116667,OP3,species,,2,3,7736
20480,0,14.553,34.65,6,2,0,6.23774,3.33081,0.108333,OP3,scripted,OP3_HARD,2,3,7737
20481,1,14.553,38.115,14,4,0,5.10741,2.91719,0.0916667,OP3,species,,3,2,7738
20482,1,13.167,29.799,12,2,0,7.36984,3.84605,0.1,OP3,scripted,OP3_HARD,3,2,7739
20483,1,14.553,35.343,12,5,0,6.11199,3.78479,0.1,OP3,snapshot,,3,2,7740
20484,1,13.167,37.422,10,4,0,6.19166,3.43402,0.0666667,OP3,snapshot,,3,2,7741
20485,0,11.781,33.957,11,2,0,7.05658,3.22174,0.0916667,OP3,scripted,OP3_HARD,2,3,7742
20486,0,15.246,33.264,6,3,0,7.26981,3.56646,0.0916667,OP3,scripted,OP3_HARD,2,3,7742
20487,1,14.553,32.571,12,4,0,6.00645,3.89322,0.1,OP3,scripted,OP3_HARD,3,2,7742
20488,0,12.474,30.492,18,4,0,5.85766,3.46785,0.0666667,OP3,species,,2,3,7743
20489,0,11.088,36.729,11,4,0,4.51616,3.23511,0.108333,OP3,snapshot,,2,3,7744
20490,1,14.553,33.957,6,4,0,8.41018,3.82192,0.116667,OP3,scripted,OP3_HARD,3,2,7745
20491,0,17.325,34.65,9,2,0,7.974,4.0594,0.108333,OP3,species,,2,3,7746
20492,0,13.86,33.957,1,1,0,6.45002,3.844,0.15,OP3,scripted,OP3_HARD,3,3,7747
20493,0,11.781,33.957,14,3,0,6.20316,3.73955,0.0916667,OP3,scripted,OP3_HARD,2,3,7747
20494,0,14.553,30.492,11,1,0,5.53078,4.27697,0.0916667,OP3,scripted,OP3_HARD,2,3,7747
20495,0,14.553,31.878,10,1,0,9.30705,4.27551,0.108333,OP3,scripted,OP3_HARD,2,3,7747
20496,1,11.088,35.343,13,9,0,6.10086,3.89765,0.0583333,OP3,snapshot,,3,2,7748
20497,0,11.781,33.264,10,3,0,5.54368,3.59001,0.1,OP3,scripted,OP3_HARD,2,3,7749
20498,0,11.781,29.106,5,3,0,5.81642,3.62735,0.0833333,OP3,species,,2,3,7750
20499,0,12.474,37.422,13,3,0,4.01285,2.89998,0.116667,OP3,snapshot,,2,3,7751
20500,1,12.474,34.65,15,8,0,5.75415,3.32873,0.116667,OP3,scripted,OP3_HARD,3,2,7752
20501,0,11.088,36.729,21,5,0,6.41325,3.79255,0.1,OP3,snapshot,,2,3,7753
20502,1,13.167,36.729,3,8,0,4.95421,2.73931,0.075,OP3,snapshot,,3,2,7754
20503,1,11.781,33.264,13,3,0,6.92997,3.9225,0.108333,OP3,scripted,OP3_HARD,3,2,7755
20504,0,13.167,36.036,18,6,0,6.20426,3.88489,0.0666667,OP3,snapshot,,2,3,7756
20505,1,11.088,28.413,9,4,0,4.86751,3.36793,0.1,OP3,species,,3,2,7757
20506,1,13.167,28.413,7,3,0,8.07906,4.48373,0.116667,OP3,species,,3,2,7757
20507,0,14.553,40.194,12,2,0,7.10939,3.90205,0.0916667,OP3,snapshot,,2,3,7758
20508,0,11.088,29.106,6,5,0,5.48429,3.66764,0.1,OP3,species,,2,3,7759
20509,1,11.781,33.957,10,6,0,5.96264,3.66299,0.125,OP3,species,,3,2,7759
20510,0,14.553,35.343,12,4,0,6.08177,2.78159,0.116667,OP3,scripted,OP3_HARD,2,3,7760
20511,0,11.781,30.492,3,3,0,5.84532,3.20734,0.108333,OP3,species,,2,3,7761
20512,0,12.474,33.957,4,3,0,6.70611,4.22397,0.116667,OP3,species,,2,3,7762
20513,1,11.781,35.343,5,3,0,5.02105,3.23982,0.108333,OP3,scripted,OP3_HARD,3,2,7763
20514,1,14.553,32.571,9,2,0,6.20114,3.28548,0.141667,OP3,scripted,OP3_HARD,3,2,7763
20515,0,10.395,25.641,8,0,0,7.16941,3.63647,0.116667,OP3,species,,2,3,7764
20516,1,14.553,40.887,3,3,0,6.29741,3.01544,0.0916667,OP3,species,,3,2,7765
20517,1,11.088,33.264,16,6,0,6.52855,3.85214,0.0916667,OP3,snapshot,,3,2,7766
20518,1,10.395,29.106,7,2,0,6.77764,4.01978,0.075,OP3,scripted,OP3_HARD,3,1,7767
20519,1,9.702,30.492,2,3,0,6.0499,3.18853,0.108333,OP3,scripted,OP3_HARD,3,2,7767
20520,1,14.553,40.194,17,6,0,5.76484,2.85321,0.0666667,OP3,scripted,OP3_HARD,3,2,7767
20521,0,13.86,37.422,12,6,0,5.78507,4.30053,0.1,OP3,scripted,OP3_HARD,2,3,7767
20522,0,13.167,27.72,4,2,0,8.67018,4.48688,0.1,OP3,species,,2,3,7768
20523,1,14.553,31.185,11,3,0,7.00726,4.22914,0.133333,OP3,scripted,OP3_HARD,3,2,7769
20524,1,10.395,27.027,10,7,0,7.51485,4.02191,0.116667,OP3,scripted,OP3_HARD,3,2,7769
20525,0,9.702,32.571,3,4,0,7.7275,4.40084,0.0833333,OP3,scripted,OP3_HARD,2,3,7769
20526,1,11.781,31.878,13,5,0,6.91593,4.59526,0.108333,OP3,scripted,OP3_HARD,3,2,7769
20527,1,12.474,28.413,8,2,0,8.05736,3.94894,0.108333,OP3,scripted,OP3_HARD,3,2,7769
20528,0,11.088,28.413,8,6,0,5.97167,3.96292,0.0916667,OP3,scripted,OP3_HARD,2,3,7769
20529,1,13.86,40.194,13,6,0,6.57487,4.03905,0.1,OP3,species,,3,2,7770
20530,0,13.167,29.799,2,4,0,7.15724,3.00459,0.1,OP3,species,,2,3,7771
20531,1,15.939,37.422,28,7,0,5.72066,3.56282,0.158333,OP3,scripted,OP3_HARD,3,2,7772
20532,0,12.474,35.343,18,7,0,5.10044,4.0071,0.108333,OP3,scripted,OP3_HARD,2,3,7772
20533,0,11.088,32.571,6,3,0,6.29547,3.66769,0.116667,OP3,scripted,OP3_HARD,2,3,7772
20534,0,11.781,32.571,12,5,0,5.56291,3.57634,0.141667,OP3,scripted,OP3_HARD,2,3,7772
20535,0,13.86,30.492,11,9,0,6.74883,4.74262,0.0916667,OP3,species,,2,3,7773
20536,0,11.781,33.957,12,5,0,6.05105,2.82837,0.0583333,OP3,snapshot,,2,3,7774
20537,0,11.781,31.185,5,4,0,8.69006,4.39074,0.116667,OP3,scripted,OP3_HARD,2,3,7775
20538,0,12.474,33.957,20,4,0,5.43819,3.9951,0.175,OP3,scripted,OP3_HARD,2,3,7775
20539,1,14.553,31.878,16,10,0,7.23827,4.66562,0.0833333,OP3,snapshot,,3,2,7776
20540,0,13.167,33.264,5,3,0,5.59292,3.98938,0.075,OP3,scripted,OP3_HARD,2,3,7777
20541,0,11.781,35.343,9,7,0,6.40026,3.90208,0.0583333,OP3,scripted,OP3_HARD,2,3,7777
20542,1,9.702,24.948,8,1,0,7.35032,4.79368,0.0583333,OP3,snapshot,,3,2,7778
20543,0,13.167,36.036,15,2,0,6.12858,3.33603,0.0916667,OP3,scripted,OP3_HARD,2,3,7779
20544,1,13.86,37.422,7,8,0,7.11969,3.82819,0.0916667,OP3,species,,3,2,7780
20545,0,15.246,38.115,18,5,0,4.6641,3.53129,0.108333,OP3,scripted,OP3_HARD,2,3,7781
20546,0,13.167,36.036,11,3,0,5.18999,3.94009,0.0916667,OP3,species,,2,3,7782
20547,1,12.474,33.957,10,7,0,6.94327,4.044,0.075,OP3,snapshot,,3,2,7783
20548,0,12.474,31.185,3,1,0,4.49923,2.55927,0.075,OP3,scripted,OP3_HARD,1,3,7784
20549,0,14.553,35.343,9,2,0,4.90327,3.01642,0.1,OP3,scripted,OP3_HARD,2,3,7784
20550,1,10.395,31.185,9,5,0,5.78475,3.57967,0.0916667,OP3,scripted,OP3_HARD,3,2,7784
20551,1,11.781,38.808,19,3,0,6.21845,2.91288,0.141667,OP3,scripted,OP3_HARD,3,2,7784
20552,0,14.553,38.115,13,2,0,6.83467,3.00251,0.125,OP3,scripted,OP3_HARD,2,3,7784
20553,1,10.395,37.422,14,5,0,6.6833,2.94536,0.133333,OP3,scripted,OP3_HARD,3,2,7784
20554,1,12.474,33.264,14,4,0,7.04469,3.85452,0.0916667,OP3,species,,3,2,7785
20555,0,12.474,42.273,20,6,0,7.11712,3.63403,0.108333,OP3,snapshot,,3,3,7786
20556,0,13.167,33.264,12,6,0,5.64431,3.09599,0.1,OP3,scripted,OP3_HARD,2,3,7787
20557,1,13.167,38.115,21,4,0,5.22125,3.775,0.108333,OP3,species,,3,2,7788
20558,1,11.781,35.343,5,3,0,8.05754,3.48191,0.108333,OP3,snapshot,,3,2,7789
