episode_id,success,time_to_first_score,time_to_game_over,collisions_per_episode,near_misses_per_episode,collision_free_episode,mean_inter_robot_dist,std_inter_robot_dist,zone_coverage,phase_name,opponent_kind,scripted_tag,blue_score,red_score,opponent_switch_count
5110,1,15.939,50.589,20,8,0,4.91113,3.04255,0.141667,OP3,scripted,OP3_EASY,3,2,378
5111,0,13.167,46.431,14,6,0,4.01045,2.90528,0.0916667,OP3,scripted,OP3_EASY,2,3,378
5112,1,13.86,39.501,7,5,0,4.8799,2.39383,0.1,OP3,scripted,OP3_EASY,3,2,378
5113,0,15.939,40.194,11,4,0,4.49498,3.20634,0.133333,OP3,species,,3,3,379
5114,1,11.088,38.115,7,4,0,5.78442,2.93207,0.0916667,OP3,scripted,OP3_EASY,3,2,380
5115,1,14.553,40.887,7,1,0,4.49209,3.09509,0.125,OP3,scripted,OP3_EASY,3,2,380
5116,1,11.088,38.115,3,6,0,4.44062,2.38624,0.1,OP3,scripted,OP3_EASY,3,2,380
5117,0,13.86,36.729,16,4,0,6.63985,3.62828,0.116667,OP3,scripted,OP3_EASY,2,3,380
5118,0,14.553,41.58,15,6,0,5.92131,3.59518,0.183333,OP3,scripted,OP3_EASY,3,3,380
5119,1,13.167,33.957,6,6,0,4.21489,2.04038,0.0833333,OP3,scripted,OP3_EASY,3,2,380
5120,1,14.553,39.501,6,8,0,4.80206,2.41901,0.075,OP3,scripted,OP3_EASY,3,2,380
5121,1,11.088,35.343,14,11,0,7.00338,3.88482,0.116667,OP3,scripted,OP3_EASY,3,2,380
5122,1,15.246,37.422,9,9,0,6.30608,3.02353,0.108333,OP3,scripted,OP3_EASY,3,1,380
5123,0,12.474,38.115,11,7,0,4.63502,3.1149,0.1,OP3,scripted,OP3_EASY,2,3,380
5124,0,15.246,49.203,23,9,0,5.2801,3.16111,0.175,OP3,scripted,OP3_EASY,2,3,380
5125,0,11.781,34.65,4,4,0,8.44774,3.78304,0.108333,OP3,scripted,OP3_EASY,2,3,380
5126,0,13.86,38.115,10,3,0,7.63474,5.1562,0.158333,OP3,scripted,OP3_EASY,2,3,380
5127,1,16.632,34.65,12,4,0,4.66555,2.09209,0.0833333,OP3,species,,3,2,381
5128,1,11.781,40.887,9,2,0,4.36276,2.33969,0.133333,OP3,species,,3,1,381
5129,1,11.781,36.036,19,9,0,5.62235,2.44499,0.133333,OP3,scripted,OP3_EASY,3,2,382
5130,1,13.167,45.045,12,2,0,4.27532,3.31372,0.141667,OP3,scripted,OP3_EASY,3,2,382
5131,0,18.018,40.194,12,12,0,5.101,3.01323,0.108333,OP3,scripted,OP3_EASY,2,3,382
5132,1,11.088,32.571,10,1,0,6.59726,3.1144,0.125,OP3,scripted,OP3_EASY,3,2,382
5133,0,13.86,40.194,10,8,0,6.02139,2.49279,0.125,OP3,scripted,OP3_EASY,3,3,382
5134,1,10.395,36.729,7,2,0,6.02541,3.15678,0.133333,OP3,scripted,OP3_EASY,3,2,382
5135,1,16.632,42.966,7,1,0,6.19538,3.11885,0.133333,OP3,scripted,OP3_EASY,3,2,382
5136,1,14.553,42.273,10,10,0,5.01448,3.60328,0.133333,OP3,scripted,OP3_EASY,3,2,382
5137,0,11.781,42.966,12,10,0,3.72276,2.59998,0.108333,OP3,scripted,OP3_EASY,2,3,382
5138,1,16.632,42.966,6,10,0,5.85306,2.76307,0.15,OP3,scripted,OP3_EASY,3,2,382
5139,1,11.781,36.729,10,11,0,7.53634,3.70362,0.108333,OP3,scripted,OP3_EASY,3,2,382
5140,0,13.86,35.343,7,5,0,7.43692,3.07478,0.133333,OP3,scripted,OP3_EASY,3,3,382
5141,1,15.246,46.431,8,10,0,5.49499,2.6554,0.0833333,OP3,scripted,OP3_EASY,3,2,382
5142,1,13.167,34.65,5,3,0,6.39262,3.10285,0.125,OP3,scripted,OP3_EASY,3,2,382
5143,1,11.781,39.501,12,7,0,3.84385,2.43995,0.0833333,OP3,scripted,OP3_EASY,3,2,382
5144,0,13.86,38.115,26,6,0,4.85036,3.05628,0.166667,OP3,scripted,OP3_EASY,2,3,382
5145,0,21.483,47.817,9,7,0,4.89087,2.38084,0.108333,OP3,scripted,OP3_EASY,2,3,382
5146,0,11.781,38.115,13,10,0,4.29608,2.60293,0.0666667,OP3,scripted,OP3_EASY,3,3,382
5147,1,16.632,33.957,14,8,0,5.40893,2.80521,0.0916667,OP3,scripted,OP3_EASY,3,1,382
5148,1,14.553,42.273,11,6,0,4.21707,2.79255,0.141667,OP3,scripted,OP3_EASY,3,2,382
5149,1,15.939,39.501,16,6,0,5.14721,2.21276,0.125,OP3,scripted,OP3_EASY,3,2,382
5150,0,11.781,44.352,26,9,0,5.56341,3.37556,0.116667,OP3,scripted,OP3_EASY,2,3,382
5151,0,9.702,40.194,3,4,0,4.44449,2.72065,0.125,OP3,scripted,OP3_EASY,2,3,382
5152,1,15.939,38.115,9,3,0,4.47324,2.35489,0.0916667,OP3,scripted,OP3_EASY,3,2,382
5153,0,15.939,42.966,15,8,0,6.31587,3.49054,0.15,OP3,species,,2,3,383
5154,1,10.395,45.045,15,14,0,5.90339,4.11445,0.141667,OP3,scripted,OP3_EASY,3,2,384
5155,0,14.553,35.343,10,4,0,5.14561,3.42142,0.0833333,OP3,scripted,OP3_EASY,2,3,384
5156,0,12.474,34.65,4,4,0,3.526,1.79325,0.1,OP3,scripted,OP3_EASY,2,3,384
5157,1,11.781,38.115,14,3,0,4.27052,2.3989,0.0916667,OP3,scripted,OP3_EASY,3,2,384
5158,1,13.86,40.194,14,3,0,6.5264,3.27824,0.125,OP3,species,,3,2,385
5159,0,15.246,39.501,5,3,0,5.75184,2.65104,0.075,OP3,scripted,OP3_EASY,2,3,386
5160,0,13.86,37.422,18,10,0,6.25153,4.80448,0.1,OP3,scripted,OP3_EASY,2,3,386
5161,1,15.246,42.273,9,9,0,5.78142,3.88077,0.108333,OP3,scripted,OP3_EASY,3,2,386
5162,0,13.86,42.273,10,6,0,6.04937,3.49632,0.116667,OP3,species,,2,3,387
5163,0,14.553,38.808,4,7,0,4.12128,1.93782,0.0666667,OP3,scripted,OP3_EASY,2,3,388
5164,0,12.474,40.887,17,3,0,5.76314,3.23318,0.108333,OP3,scripted,OP3_EASY,2,3,388
5165,1,11.781,33.957,6,5,0,8.01172,3.37446,0.0833333,OP3,scripted,OP3_EASY,3,2,388
5166,0,11.781,38.115,7,6,0,5.89392,3.12352,0.1,OP3,species,,2,3,389
5167,1,13.86,47.124,14,8,0,4.73008,2.65252,0.15,OP3,scripted,OP3_EASY,3,2,390
5168,0,12.474,41.58,15,7,0,3.50849,1.88635,0.1,OP3,scripted,OP3_EASY,2,3,390
5169,1,13.86,37.422,6,5,0,6.10865,3.25131,0.116667,OP3,scripted,OP3_EASY,3,2,390
5170,0,15.939,41.58,5,2,0,6.25489,3.42073,0.108333,OP3,scripted,OP3_EASY,2,3,390
5171,1,12.474,32.571,5,4,0,6.08711,2.62334,0.0666667,OP3,scripted,OP3_EASY,3,2,390
5172,1,13.86,45.045,8,10,0,5.43677,2.77007,0.133333,OP3,scripted,OP3_EASY,3,2,390
5173,0,11.781,37.422,7,5,0,5.31742,3.34705,0.108333,OP3,scripted,OP3_EASY,2,3,390
5174,1,13.86,35.343,4,2,0,6.44899,3.31836,0.1,OP3,scripted,OP3_EASY,3,2,390
5175,0,13.86,33.264,5,0,0,5.59656,2.2672,0.116667,OP3,scripted,OP3_EASY,1,3,390
5176,0,11.781,38.808,14,4,0,5.22276,3.07061,0.1,OP3,scripted,OP3_EASY,2,3,390
5177,0,14.553,40.194,9,4,0,4.59906,2.64841,0.0916667,OP3,scripted,OP3_EASY,2,3,390
5178,0,12.474,36.036,5,5,0,4.57137,2.88496,0.0833333,OP3,scripted,OP3_EASY,2,3,390
5179,1,12.474,42.273,22,5,0,5.23627,2.71863,0.1,OP3,scripted,OP3_EASY,3,2,390
5180,1,13.167,37.422,11,5,0,4.68552,3.21097,0.108333,OP3,scripted,OP3_EASY,3,2,390
5181,1,11.781,40.887,10,3,0,6.64246,2.6397,0.133333,OP3,scripted,OP3_EASY,3,2,390
5182,1,10.395,29.799,11,4,0,6.36053,3.21152,0.0666667,OP3,scripted,OP3_EASY,3,1,390
5183,0,13.167,47.817,14,12,0,6.35545,4.02348,0.15,OP3,scripted,OP3_EASY,2,3,390
5184,1,12.474,41.58,5,1,0,5.91696,2.71816,0.0916667,OP3,scripted,OP3_EASY,3,2,390
5185,1,15.246,44.352,16,7,0,6.46138,4.14905,0.158333,OP3,scripted,OP3_EASY,3,2,390
5186,1,17.325,46.431,13,9,0,5.86452,3.34585,0.133333,OP3,scripted,OP3_EASY,3,2,390
5187,1,12.474,36.729,14,7,0,4.74115,2.86458,0.0916667,OP3,scripted,OP3_EASY,3,2,390
5188,0,14.553,35.343,12,3,0,5.2583,2.13299,0.075,OP3,scripted,OP3_EASY,2,3,390
5189,1,14.553,43.659,16,12,0,8.48616,5.56822,0.15,OP3,scripted,OP3_EASY,3,2,390
5190,0,14.553,38.115,7,4,0,6.34209,3.51088,0.175,OP3,scripted,OP3_EASY,2,3,390
5191,0,13.86,38.808,6,4,0,6.11697,3.20569,0.1,OP3,scripted,OP3_EASY,2,3,390
5192,0,13.86,39.501,5,1,0,6.66404,3.15347,0.125,OP3,scripted,OP3_EASY,2,3,390
5193,0,15.246,42.273,8,4,0,5.61287,2.71965,0.133333,OP3,scripted,OP3_EASY,2,3,390
5194,1,13.86,40.194,9,3,0,5.34998,3.70117,0.108333,OP3,species,,3,2,391
5195,0,11.781,35.343,8,4,0,4.79613,3.53676,0.108333,OP3,species,,2,3,392
5196,0,17.325,44.352,10,7,0,4.96357,3.89279,0.166667,OP3,scripted,OP3_EASY,2,3,393
5197,0,15.939,34.65,9,7,0,4.45837,2.3251,0.108333,OP3,scripted,OP3_EASY,2,3,393
5198,1,11.088,34.65,14,9,0,5.72904,3.29883,0.0916667,OP3,scripted,OP3_EASY,3,2,393
5199,1,13.167,41.58,17,8,0,4.12344,1.86173,0.108333,OP3,scripted,OP3_EASY,3,2,393
5200,0,22.869,47.817,11,12,0,6.30412,3.8579,0.133333,OP3,scripted,OP3_EASY,2,3,393
5201,1,14.553,39.501,18,8,0,6.68779,3.23938,0.141667,OP3,scripted,OP3_EASY,3,2,393
5202,0,13.167,36.036,12,4,0,5.70729,3.42173,0.1,OP3,scripted,OP3_EASY,3,3,393
5203,0,11.088,33.264,8,5,0,6.4569,3.97164,0.075,OP3,scripted,OP3_EASY,2,3,393
5204,1,11.088,29.106,5,4,0,6.7091,3.18749,0.0833333,OP3,scripted,OP3_EASY,3,2,393
5205,1,16.632,42.273,16,5,0,5.21969,2.59136,0.141667,OP3,scripted,OP3_EASY,3,1,393
5206,1,13.86,42.966,13,5,0,6.33473,3.68276,0.183333,OP3,scripted,OP3_EASY,3,2,393
5207,1,11.781,45.045,11,6,0,5.51109,2.87,0.116667,OP3,scripted,OP3_EASY,3,2,393
5208,1,12.474,36.036,10,5,0,4.95979,2.67457,0.0666667,OP3,scripted,OP3_EASY,3,1,393
5209,1,14.553,47.124,11,5,0,5.26135,3.08078,0.108333,OP3,scripted,OP3_EASY,3,2,393
5210,0,12.474,42.966,9,7,0,6.22823,3.71427,0.158333,OP3,scripted,OP3_EASY,2,3,393
5211,0,12.474,45.738,14,15,0,5.15936,3.45151,0.15,OP3,scripted,OP3_EASY,2,3,393
5212,1,13.86,41.58,5,4,0,4.69214,2.54911,0.108333,OP3,scripted,OP3_EASY,3,2,393
5213,0,13.167,43.659,13,21,0,4.25233,2.08862,0.116667,OP3,scripted,OP3_EASY,2,3,393
5214,0,11.088,34.65,4,4,0,6.5409,3.21694,0.158333,OP3,scripted,OP3_EASY,2,3,393
5215,1,15.939,47.124,21,8,0,6.97202,4.28432,0.191667,OP3,scripted,OP3_EASY,3,2,393
5216,1,14.553,36.036,6,9,0,6.90901,3.30129,0.166667,OP3,scripted,OP3_EASY,3,2,393
5217,0,15.246,36.036,11,4,0,6.56377,3.19136,0.125,OP3,scripted,OP3_EASY,2,3,393
5218,1,15.246,42.966,11,13,0,4.76642,2.86658,0.0916667,OP3,scripted,OP3_EASY,3,1,393
5219,1,15.939,44.352,28,10,0,3.21843,2.17642,0.125,OP3,scripted,OP3_EASY,3,2,393
5220,0,13.167,31.878,4,4,0,4.63121,2.0451,0.0666667,OP3,scripted,OP3_EASY,1,3,393
5221,1,15.939,38.115,10,5,0,4.59186,2.77817,0.125,OP3,scripted,OP3_EASY,3,1,393
5222,0,13.86,40.887,13,8,0,4.14393,3.13696,0.116667,OP3,scripted,OP3_EASY,2,3,393
5223,1,15.246,39.501,11,4,0,5.56587,3.54244,0.1,OP3,scripted,OP3_EASY,3,2,393
5224,1,16.632,45.738,15,4,0,5.05051,2.61973,0.108333,OP3,scripted,OP3_EASY,3,2,393
5225,1,11.088,34.65,8,2,0,6.31399,2.95323,0.075,OP3,scripted,OP3_EASY,3,2,393
5226,0,13.167,45.045,7,7,0,5.18245,3.18043,0.116667,OP3,scripted,OP3_EASY,2,3,393
5227,1,13.86,42.966,12,10,0,5.6329,3.00019,0.116667,OP3,scripted,OP3_EASY,3,2,393
5228,1,13.167,41.58,15,6,0,4.67017,3.23377,0.0916667,OP3,scripted,OP3_EASY,3,2,393
5229,1,12.474,47.817,20,8,0,5.1097,2.96784,0.133333,OP3,species,,3,2,394
5230,1,12.474,34.65,9,4,0,5.95994,2.58275,0.0916667,OP3,scripted,OP3_EASY,3,2,395
5231,0,13.86,43.659,15,6,0,5.6206,4.02141,0.15,OP3,scripted,OP3_EASY,3,3,395
5232,1,16.632,41.58,6,5,0,4.67764,2.22243,0.1,OP3,scripted,OP3_EASY,3,1,395
5233,1,13.86,38.115,8,6,0,3.87492,2.41526,0.15,OP3,scripted,OP3_EASY,3,2,395
5234,0,18.018,42.273,9,6,0,7.12106,3.18278,0.133333,OP3,scripted,OP3_EASY,2,3,395
5235,0,12.474,40.887,11,6,0,4.94567,2.98818,0.141667,OP3,scripted,OP3_EASY,2,3,395
5236,1,9.702,38.115,12,5,0,6.09891,3.38763,0.116667,OP3,scripted,OP3_EASY,3,2,395
5237,1,18.711,45.045,13,9,0,5.38913,3.84318,0.133333,OP3,scripted,OP3_EASY,3,2,395
5238,0,11.781,31.185,10,5,0,5.92531,2.52833,0.108333,OP3,species,,2,3,396
5239,1,13.167,37.422,4,7,0,6.11743,4.15044,0.125,OP3,scripted,OP3_EASY,3,2,397
5240,1,11.088,36.036,7,3,0,3.80202,2.16548,0.0916667,OP3,scripted,OP3_EASY,3,2,397
5241,0,12.474,36.729,9,2,0,6.39753,4.05644,0.0916667,OP3,scripted,OP3_EASY,2,3,397
5242,1,11.088,33.957,6,7,0,6.51121,3.09742,0.0916667,OP3,scripted,OP3_EASY,3,2,397
5243,1,13.167,38.115,3,7,0,6.73963,3.2007,0.125,OP3,scripted,OP3_EASY,3,2,397
5244,1,16.632,42.966,6,6,0,6.05626,2.84648,0.183333,OP3,scripted,OP3_EASY,3,1,397
5245,1,12.474,35.343,5,2,0,5.0824,2.78564,0.1,OP3,scripted,OP3_EASY,3,2,397
5246,0,13.167,44.352,12,7,0,4.29776,2.77996,0.141667,OP3,scripted,OP3_EASY,2,3,397
5247,0,11.088,38.115,15,5,0,5.86735,3.68555,0.166667,OP3,scripted,OP3_EASY,2,3,397
5248,1,13.167,42.273,15,3,0,4.49938,3.55774,0.133333,OP3,scripted,OP3_EASY,3,2,397
5249,1,14.553,42.273,16,11,0,6.31351,4.00203,0.133333,OP3,scripted,OP3_EASY,3,2,397
5250,1,15.246,45.045,16,4,0,4.40683,2.31451,0.116667,OP3,scripted,OP3_EASY,3,2,397
5251,0,13.167,38.808,9,4,0,5.3477,3.29563,0.133333,OP3,scripted,OP3_EASY,3,3,397
5252,0,18.018,40.194,14,10,0,6.66937,3.41786,0.15,OP3,scripted,OP3_EASY,2,3,397
5253,0,12.474,40.194,12,5,0,4.06052,2.50381,0.1,OP3,scripted,OP3,2,3,398
5254,0,14.553,39.501,13,5,0,4.38686,2.50984,0.1,OP3,species,,2,3,399
5255,0,13.167,38.115,9,3,0,4.35901,1.98241,0.108333,OP3,species,,2,3,399
5256,0,14.553,38.115,19,6,0,3.31598,1.63138,0.108333,OP3,scripted,OP3,2,3,400
5257,1,11.088,27.027,9,5,0,7.21553,4.20774,0.116667,OP3,scripted,OP3,3,1,400
5258,0,13.167,41.58,19,3,0,5.38989,3.70837,0.108333,OP3,scripted,OP3,2,3,400
5259,0,12.474,38.808,7,1,0,6.33656,4.33395,0.125,OP3,scripted,OP3,2,3,400
5260,0,15.246,33.264,12,3,0,5.10636,3.823,0.108333,OP3,scripted,OP3,2,3,400
5261,0,12.474,32.571,8,1,0,4.7463,1.86307,0.116667,OP3,scripted,OP3,2,3,400
5262,1,14.553,40.887,9,4,0,3.6339,2.39858,0.108333,OP3,scripted,OP3,3,2,400
5263,1,14.553,45.045,16,8,0,6.88517,3.94285,0.15,OP3,scripted,OP3,3,2,400
5264,0,13.167,33.264,13,4,0,5.72531,4.04353,0.108333,OP3,scripted,OP3,2,3,400
5265,0,18.018,40.887,12,2,0,4.40297,2.41122,0.0666667,OP3,scripted,OP3,2,3,400
5266,1,13.167,33.264,9,3,0,5.43086,3.04787,0.0666667,OP3,scripted,OP3,3,1,400
5267,0,13.86,35.343,9,6,0,4.39256,1.93963,0.0916667,OP3,scripted,OP3,2,3,400
5268,0,18.018,37.422,5,2,0,4.70967,1.84337,0.108333,OP3,scripted,OP3,2,3,400
5269,0,14.553,37.422,9,5,0,5.91955,4.70339,0.141667,OP3,scripted,OP3,3,3,400
5270,0,18.711,42.273,7,6,0,4.69,2.85095,0.141667,OP3,scripted,OP3,2,3,400
5271,0,11.781,37.422,6,2,0,5.84172,3.41118,0.116667,OP3,scripted,OP3,2,3,400
5272,0,14.553,33.957,5,3,0,6.77938,3.69588,0.0916667,OP3,scripted,OP3,2,3,400
5273,0,13.86,33.957,7,2,0,5.39256,3.30927,0.116667,OP3,scripted,OP3,2,3,400
5274,0,14.553,41.58,19,10,0,3.97716,2.44306,0.125,OP3,scripted,OP3,2,3,400
5275,0,12.474,29.799,7,1,0,5.18272,3.82391,0.108333,OP3,scripted,OP3,1,3,400
5276,0,14.553,36.729,4,8,0,4.11378,2.03829,0.125,OP3,scripted,OP3,2,3,400
5277,0,11.088,31.878,2,1,0,3.93366,1.505,0.0833333,OP3,scripted,OP3,2,3,400
5278,1,12.474,38.808,21,5,0,5.6646,3.6291,0.116667,OP3,scripted,OP3,3,2,400
5279,0,12.474,39.501,13,6,0,4.80808,2.6824,0.141667,OP3,scripted,OP3,2,3,400
5280,0,13.167,30.492,10,7,0,7.24499,4.26041,0.166667,OP3,scripted,OP3,2,3,400
5281,0,15.939,42.273,13,13,0,4.56691,2.81162,0.108333,OP3,scripted,OP3,2,3,400
5282,0,13.167,39.501,19,3,0,5.40719,2.66932,0.183333,OP3,scripted,OP3,1,3,400
5283,1,11.088,36.729,12,6,0,6.38622,3.52922,0.0666667,OP3,scripted,OP3,3,2,400
5284,0,15.939,34.65,5,6,0,5.64019,2.95245,0.158333,OP3,scripted,OP3,2,3,400
5285,1,13.167,40.887,17,3,0,6.01072,4.16206,0.125,OP3,scripted,OP3,3,2,400
5286,0,13.167,34.65,7,3,0,4.42872,2.05872,0.0916667,OP3,scripted,OP3,2,3,400
5287,0,13.86,46.431,18,8,0,4.26996,2.11726,0.108333,OP3,scripted,OP3,2,3,400
5288,0,15.246,38.115,10,3,0,3.64262,1.7256,0.0833333,OP3,scripted,OP3,1,3,400
5289,0,14.553,40.194,13,2,0,6.14131,3.48651,0.125,OP3,scripted,OP3,2,3,400
5290,0,12.474,36.729,6,6,0,5.23267,3.66173,0.0583333,OP3,scripted,OP3,2,3,400
5291,0,9.702,33.957,12,0,0,4.47484,2.49945,0.075,OP3,scripted,OP3,3,3,400
5292,1,12.474,36.729,19,1,0,5.64229,3.2511,0.0916667,OP3,scripted,OP3,3,2,400
5293,1,14.553,37.422,9,4,0,5.72923,3.67361,0.116667,OP3,scripted,OP3,3,2,400
5294,1,12.474,35.343,6,1,0,5.63773,2.95118,0.125,OP3,scripted,OP3,3,2,400
5295,0,15.246,39.501,13,1,0,4.93517,3.83995,0.141667,OP3,scripted,OP3,2,3,400
5296,0,16.632,34.65,15,2,0,6.04465,3.84868,0.108333,OP3,scripted,OP3,2,3,400
5297,0,14.553,36.036,6,8,0,5.38011,2.7723,0.116667,OP3,scripted,OP3,2,3,400
5298,0,11.088,30.492,4,0,0,7.7011,3.44445,0.0833333,OP3,scripted,OP3,2,3,400
5299,0,12.474,35.343,13,9,0,6.24546,4.29807,0.133333,OP3,scripted,OP3,2,3,400
5300,0,17.325,38.115,11,7,0,5.37268,2.51128,0.141667,OP3,species,,2,3,401
5301,0,12.474,31.185,2,3,0,5.71864,3.2248,0.0583333,OP3,scripted,OP3,2,3,402
5302,0,11.781,36.036,6,7,0,5.33821,2.50883,0.108333,OP3,scripted,OP3,2,3,402
5303,0,13.86,36.729,1,8,0,6.39254,3.35552,0.0916667,OP3,scripted,OP3,3,3,402
5304,0,16.632,33.264,1,0,0,5.52777,2.85473,0.141667,OP3,species,,1,3,403
5305,1,12.474,36.036,9,6,0,5.33299,2.96936,0.0916667,OP3,scripted,OP3,3,2,404
5306,1,15.246,38.115,20,5,0,6.17491,3.50759,0.125,OP3,scripted,OP3,3,2,404
5307,1,11.088,44.352,14,3,0,6.03515,3.28528,0.125,OP3,scripted,OP3,3,2,404
5308,1,14.553,36.036,6,7,0,4.38405,2.59399,0.133333,OP3,scripted,OP3,3,2,404
5309,0,17.325,40.887,19,7,0,6.54185,3.65946,0.116667,OP3,scripted,OP3,2,3,404
5310,1,11.781,42.273,10,4,0,6.27119,2.30796,0.15,OP3,scripted,OP3,3,2,404
5311,0,11.781,34.65,8,6,0,7.24884,3.52258,0.141667,OP3,scripted,OP3,2,3,404
5312,0,13.86,35.343,8,5,0,5.71537,3.68774,0.0833333,OP3,scripted,OP3,2,3,404
5313,0,12.474,38.808,15,4,0,2.95025,1.926,0.116667,OP3,scripted,OP3,2,3,404
5314,0,14.553,40.194,9,2,0,7.52704,3.4474,0.125,OP3,scripted,OP3,2,3,404
5315,1,11.781,37.422,15,4,0,4.96562,3.2253,0.075,OP3,scripted,OP3,3,2,404
5316,0,11.088,31.878,7,2,0,7.55325,3.64141,0.15,OP3,scripted,OP3,2,3,404
5317,1,11.088,38.808,4,7,0,6.18027,3.68721,0.1,OP3,scripted,OP3,3,2,404
5318,0,14.553,33.957,3,6,0,5.26108,2.81478,0.1,OP3,scripted,OP3,2,3,404
5319,0,15.246,32.571,4,1,0,6.17994,3.0756,0.141667,OP3,scripted,OP3,2,3,404
5320,0,13.167,31.185,5,2,0,5.27648,2.27266,0.0833333,OP3,scripted,OP3,1,3,404
5321,0,13.86,32.571,6,4,0,5.827,3.15405,0.116667,OP3,scripted,OP3,2,3,404
5322,0,11.781,34.65,3,1,0,4.62488,2.4001,0.0583333,OP3,scripted,OP3,1,3,404
5323,0,10.395,38.808,4,4,0,6.28648,2.87476,0.116667,OP3,scripted,OP3,2,3,404
5324,0,12.474,34.65,3,4,0,5.81532,3.15777,0.1,OP3,scripted,OP3,3,3,404
5325,0,15.246,38.115,13,7,0,5.20229,3.44066,0.15,OP3,scripted,OP3,2,3,404
5326,0,13.86,33.264,4,4,0,7.38614,3.63696,0.116667,OP3,scripted,OP3,3,3,404
5327,0,13.167,43.659,13,13,0,5.74942,3.20255,0.075,OP3,scripted,OP3,2,3,404
5328,0,15.246,38.115,6,7,0,3.87199,2.48324,0.1,OP3,scripted,OP3,2,3,404
5329,0,13.86,35.343,12,11,0,5.12193,2.52006,0.1,OP3,scripted,OP3,2,3,404
5330,0,13.167,36.729,6,4,0,4.51553,2.2711,0.0916667,OP3,scripted,OP3,2,3,404
5331,0,11.781,33.957,6,5,0,4.63597,2.7592,0.0666667,OP3,scripted,OP3,1,3,404
5332,1,15.246,42.966,14,7,0,5.89381,4.37664,0.158333,OP3,scripted,OP3,3,2,404
5333,1,12.474,34.65,10,6,0,6.41352,2.97288,0.116667,OP3,scripted,OP3,3,2,404
5334,0,12.474,40.194,7,10,0,6.25716,3.0986,0.0916667,OP3,scripted,OP3,2,3,404
5335,1,12.474,36.036,8,7,0,5.21158,2.92031,0.0666667,OP3,scripted,OP3,3,2,404
5336,0,13.167,34.65,8,5,0,4.1926,2.39444,0.075,OP3,scripted,OP3,2,3,404
5337,1,11.088,49.203,9,7,0,5.98093,2.77109,0.116667,OP3,scripted,OP3,3,2,404
5338,0,11.088,41.58,7,2,0,6.99881,3.43876,0.0666667,OP3,scripted,OP3,3,3,404
5339,0,12.474,35.343,7,3,0,3.5621,2.02318,0.1,OP3,scripted,OP3,2,3,404
5340,0,13.86,36.036,7,7,0,4.13154,2.27163,0.116667,OP3,scripted,OP3,2,3,404
5341,0,10.395,36.729,12,8,0,3.91741,2.6445,0.116667,OP3,scripted,OP3,2,3,404
5342,0,13.86,37.422,3,5,0,4.38441,2.78293,0.141667,OP3,scripted,OP3,2,3,404
5343,0,13.86,33.264,3,3,0,4.33786,2.00989,0.0666667,OP3,scripted,OP3,2,3,404
5344,0,13.86,36.729,9,2,0,5.08842,2.21183,0.0916667,OP3,scripted,OP3,2,3,404
5345,0,18.018,37.422,11,2,0,6.61919,3.92663,0.125,OP3,scripted,OP3,2,3,404
5346,0,13.86,31.878,3,5,0,8.06695,3.59705,0.125,OP3,scripted,OP3,2,3,404
5347,0,15.939,35.343,5,3,0,5.01675,2.70835,0.158333,OP3,scripted,OP3,2,3,404
5348,0,10.395,34.65,3,7,0,8.02919,3.75532,0.108333,OP3,scripted,OP3,2,3,404
5349,1,14.553,40.887,10,8,0,3.54593,2.41374,0.108333,OP3,scripted,OP3,3,2,404
5350,1,14.553,31.878,9,3,0,7.39598,3.63815,0.125,OP3,scripted,OP3,3,2,404
5351,1,16.632,40.887,12,7,0,4.75643,3.70214,0.1,OP3,species,,3,2,405
5352,1,14.553,36.729,2,0,0,5.77523,3.05014,0.108333,OP3,scripted,OP3,3,2,406
5353,1,13.167,31.878,10,1,0,6.24864,3.59009,0.125,OP3,scripted,OP3,3,2,406
5354,0,15.939,35.343,8,5,0,6.22977,3.61796,0.0833333,OP3,scripted,OP3,2,3,406
5355,0,13.167,35.343,12,1,0,4.92008,3.01785,0.075,OP3,scripted,OP3,2,3,406
5356,0,14.553,38.115,12,5,0,6.70776,3.50864,0.075,OP3,scripted,OP3,2,3,406
5357,0,15.246,34.65,9,1,0,4.49017,2.2933,0.108333,OP3,scripted,OP3,2,3,406
5358,0,15.939,38.115,11,3,0,4.2781,1.88741,0.1,OP3,scripted,OP3,2,3,406
5359,0,14.553,31.878,5,6,0,5.51503,3.08754,0.125,OP3,scripted,OP3,2,3,406
5360,0,13.167,34.65,5,6,0,5.68804,2.8653,0.0833333,OP3,scripted,OP3,2,3,406
5361,0,11.781,29.799,8,5,0,4.62113,3.67007,0.075,OP3,scripted,OP3,2,3,406
5362,0,15.246,38.115,12,6,0,4.68446,3.02859,0.108333,OP3,scripted,OP3,3,3,406
5363,0,15.246,44.352,16,7,0,5.54324,3.1463,0.116667,OP3,scripted,OP3,2,3,406
5364,0,12.474,39.501,9,13,0,5.33479,2.86202,0.1,OP3,scripted,OP3_EASY,2,3,407
5365,1,11.088,36.036,15,4,0,6.1566,2.89915,0.1,OP3,scripted,OP3_EASY,3,2,407
5366,0,17.325,41.58,7,9,0,5.5438,3.46715,0.1,OP3,scripted,OP3_EASY,2,3,407
5367,1,14.553,46.431,5,3,0,4.12187,2.03068,0.141667,OP3,scripted,OP3_EASY,3,2,407
