map_set,opponent,learned_return,uniform_episode_fixed_return,uniform_random_at_router_opportunities_return,preselected_global_fixed_z_return,no_switch_return,shuffled_return,best_fixed_condition,best_fixed_return,posthoc_global_fixed_oracle_return,posthoc_opponent_oracle_return,posthoc_episode_oracle_return,primary_baseline_return,delta_router_primary_return
eval,OP5,-5.973778485862567,-8.712732507585315,-9.197532410762506,-6.628552461599611,-7.649253828567453,-4.692332327165786,fixed_z0,-6.628552461599611,-6.628552461599611,-6.628552461599611,-5.565073782581749,-4.692332327165786,-1.281446158696781
