opponent,map,episode_index,episode_seed,cell_seed,z_router,log_prob,ep_return,forced_return_z0,forced_return_z1,forced_return_z2,forced_return_z3,V_z0,V_z1,V_z2,V_z3,V_selected,mean_z_return,online_advantage,oracle_advantage,oracle_best_z,critic_best_z
OP10,map_b,16,2058,2042,1,-1.3064115047454834,-0.10573852062225342,-2.0196046829223633,-0.10573852062225342,-3.8404605388641357,-12.933492660522461,-1.1524920463562012,-1.1860649585723877,-1.221468448638916,-1.1756017208099365,-1.1860649585723877,-4.724823951721191,1.0803264379501343,4.619085311889648,1,0
OP10,map_b,17,2059,2042,1,-1.3026683330535889,-2.113323211669922,-2.3368513584136963,-2.113323211669922,-4.607525825500488,-1.5755794048309326,-1.3700826168060303,-1.333902359008789,-1.4364609718322754,-1.3910996913909912,-1.333902359008789,-2.6583199501037598,-0.7794208526611328,0.5449967384338379,3,1
OP10,map_b,18,2060,2042,1,-1.3077843189239502,-4.1952409744262695,-1.4171421527862549,-4.1952409744262695,-3.8740358352661133,-10.381672859191895,-1.2229557037353516,-1.155716896057129,-1.3023102283477783,-1.2721431255340576,-1.155716896057129,-4.967022895812988,-3.0395240783691406,0.7717819213867188,0,1
OP10,map_b,19,2061,2042,1,-1.3025448322296143,-3.35945463180542,-1.5348756313323975,-3.35945463180542,-0.4507041871547699,-10.610034942626953,-1.3174638748168945,-1.3132565021514893,-1.4740452766418457,-1.4138140678405762,-1.3132565021514893,-3.988767147064209,-2.0461981296539307,0.6293125152587891,2,1
OP10,map_b,20,2062,2042,1,-1.305417537689209,-3.1822807788848877,-6.741450786590576,-3.1822807788848877,-8.683238983154297,-4.398526191711426,-1.3875441551208496,-1.376020908355713,-1.4289283752441406,-1.4617688655853271,-1.376020908355713,-5.751374244689941,-1.8062598705291748,2.5690934658050537,1,1
OP10,map_b,21,2063,2042,1,-1.3075889348983765,-5.263794898986816,-2.0423874855041504,-5.263794898986816,-1.200360894203186,-3.318962335586548,-1.310593605041504,-1.253589391708374,-1.3076391220092773,-1.3080010414123535,-1.253589391708374,-2.956376314163208,-4.010205268859863,-2.3074185848236084,2,1
OP10,map_b,22,2064,2042,1,-1.311627984046936,-2.670619249343872,-2.78489089012146,-2.670619249343872,-8.869400978088379,-3.651353597640991,-1.4950828552246094,-1.4373931884765625,-1.4983348846435547,-1.4873571395874023,-1.4373931884765625,-4.49406623840332,-1.2332260608673096,1.8234469890594482,1,1
OP10,map_b,23,2065,2042,1,-1.3044250011444092,-2.057762384414673,-0.9253231883049011,-2.057762384414673,-3.0240814685821533,-1.8087530136108398,-1.27811861038208,-1.292855978012085,-1.3787214756011963,-1.3260130882263184,-1.292855978012085,-1.9539799690246582,-0.7649064064025879,-0.10378241539001465,0,0
OP10,map_b,24,2066,2042,1,-1.3027241230010986,-5.35006046295166,-5.252312183380127,-5.35006046295166,-4.442558288574219,-2.3795504570007324,-1.1898176670074463,-1.1763691902160645,-1.28397536277771,-1.186692476272583,-1.1763691902160645,-4.356120586395264,-4.173691272735596,-0.9939398765563965,3,1
OP10,map_b,25,2067,2042,1,-1.3035539388656616,-6.9505791664123535,-12.019118309020996,-6.9505791664123535,-7.065916538238525,-4.264264106750488,-1.149721384048462,-1.133887529373169,-1.2296221256256104,-1.1377568244934082,-1.133887529373169,-7.574969291687012,-5.8166913986206055,0.6243901252746582,3,1
OP10,map_b,26,2068,2042,1,-1.3103501796722412,-0.1799091100692749,-1.8608489036560059,-0.1799091100692749,-2.725944757461548,-0.8802555203437805,-1.2236518859863281,-1.159698247909546,-1.2111616134643555,-1.2468416690826416,-1.159698247909546,-1.4117395877838135,0.979789137840271,1.2318304777145386,1,1
OP10,map_b,27,2069,2042,1,-1.3110343217849731,-0.8516222238540649,-1.017818808555603,-0.8516222238540649,-0.3296116888523102,-2.942019462585449,-1.1437547206878662,-1.0609714984893799,-1.2047204971313477,-1.1942551136016846,-1.0609714984893799,-1.2852680683135986,0.20934927463531494,0.4336458444595337,2,1
OP10,map_b,28,2070,2042,1,-1.3082576990127563,-3.6055352687835693,-8.96663761138916,-3.6055352687835693,-0.6040505766868591,-10.774405479431152,-1.198652744293213,-1.0977938175201416,-1.2386553287506104,-1.238750696182251,-1.0977938175201416,-5.98765754699707,-2.5077414512634277,2.382122278213501,2,1
OP10,map_b,29,2071,2042,1,-1.3078104257583618,-0.449501633644104,-2.206225872039795,-0.449501633644104,-0.8505470752716064,-1.7006502151489258,-0.9737028479576111,-0.9753967523574829,-1.028221845626831,-0.960372269153595,-0.9753967523574829,-1.3017311096191406,0.5258951187133789,0.8522294759750366,1,3
OP10,map_b,30,2072,2042,1,-1.3095229864120483,-1.8891654014587402,-5.252514839172363,-1.8891654014587402,-6.227380275726318,-2.337678909301758,-1.180910348892212,-1.1189792156219482,-1.254601240158081,-1.2229323387145996,-1.1189792156219482,-3.926684856414795,-0.770186185836792,2.0375194549560547,1,1
OP10,map_b,31,2073,2042,1,-1.3031450510025024,-2.243196964263916,-6.4028778076171875,-2.243196964263916,-2.6700503826141357,-3.9559075832366943,-1.3110904693603516,-1.3155109882354736,-1.4087231159210205,-1.3349277973175049,-1.3155109882354736,-3.8180081844329834,-0.9276859760284424,1.5748112201690674,1,0
OP10,map_b,32,2074,2042,1,-1.322736382484436,-5.3951005935668945,-5.085152626037598,-5.3951005935668945,-2.7206311225891113,-8.205894470214844,-1.3325090408325195,-1.24393892288208,-1.4394464492797852,-1.3384509086608887,-1.24393892288208,-5.351694583892822,-4.1511616706848145,-0.043406009674072266,2,1
OP10,map_b,33,2075,2042,1,-1.3068277835845947,-4.2271833419799805,-4.1903581619262695,-4.2271833419799805,-0.7627647519111633,-0.9524343013763428,-1.3617727756500244,-1.267974615097046,-1.392120599746704,-1.4102447032928467,-1.267974615097046,-2.5331852436065674,-2.9592087268829346,-1.693998098373413,2,1
OP10,map_b,34,2076,2042,1,-1.3108216524124146,-1.939626932144165,-14.323678970336914,-1.939626932144165,-0.23967395722866058,-1.3514317274093628,-1.2537508010864258,-1.2029592990875244,-1.216233730316162,-1.2772424221038818,-1.2029592990875244,-4.463602542877197,-0.7366676330566406,2.5239756107330322,2,1
OP10,map_b,35,2077,2042,1,-1.3056275844573975,-4.4529032707214355,-6.755620956420898,-4.4529032707214355,-6.4710373878479,-4.693976879119873,-1.3885798454284668,-1.3638556003570557,-1.4351768493652344,-1.4058802127838135,-1.3638556003570557,-5.593384742736816,-3.08904767036438,1.1404814720153809,1,1
OP10,map_b,36,2078,2042,1,-1.3118735551834106,-1.9105314016342163,-6.770298480987549,-1.9105314016342163,-2.2158796787261963,-7.285905838012695,-1.314361810684204,-1.339031457901001,-1.3014259338378906,-1.375096321105957,-1.339031457901001,-4.545653820037842,-0.5714999437332153,2.635122299194336,1,2
OP10,map_b,37,2079,2042,1,-1.3202788829803467,-7.490532398223877,-11.394918441772461,-7.490532398223877,-10.006802558898926,-0.3899242579936981,-1.2918484210968018,-1.2508652210235596,-1.3553979396820068,-1.353745937347412,-1.2508652210235596,-7.320544719696045,-6.239666938781738,-0.16998767852783203,3,1
OP10,map_b,38,2080,2042,1,-1.3061490058898926,-2.1709177494049072,-4.718663692474365,-2.1709177494049072,-10.595559120178223,-3.906116247177124,-1.4096479415893555,-1.4350295066833496,-1.5508639812469482,-1.5580453872680664,-1.4350295066833496,-5.347814559936523,-0.7358882427215576,3.176896810531616,1,0
OP10,map_b,39,2081,2042,1,-1.3250435590744019,-11.045432090759277,-0.29203274846076965,-11.045432090759277,-8.701114654541016,-5.435705184936523,-1.2711846828460693,-1.175180435180664,-1.3802509307861328,-1.3076260089874268,-1.175180435180664,-6.3685712814331055,-9.870251655578613,-4.676860809326172,0,1
OP10,map_b,40,2082,2042,1,-1.2991682291030884,-1.696461796760559,-9.663333892822266,-1.696461796760559,-4.449250221252441,-2.9059903621673584,-1.3247387409210205,-1.3171424865722656,-1.4516856670379639,-1.3841960430145264,-1.3171424865722656,-4.6787590980529785,-0.37931931018829346,2.982297420501709,1,1
OP10,map_b,41,2083,2042,1,-1.303318738937378,-2.3581583499908447,0.011811092495918274,-2.3581583499908447,-10.247974395751953,-7.040802001953125,-1.3594119548797607,-1.4133672714233398,-1.4825427532196045,-1.3809881210327148,-1.4133672714233398,-4.908781051635742,-0.9447910785675049,2.5506227016448975,0,0
OP10,map_b,42,2084,2042,1,-1.3049824237823486,-8.933008193969727,-0.3719935119152069,-8.933008193969727,-3.048898220062256,-1.70851469039917,-1.0160140991210938,-0.9934295415878296,-1.0694482326507568,-0.9706433415412903,-0.9934295415878296,-3.515603542327881,-7.939578533172607,-5.417404651641846,0,3
OP10,map_b,43,2085,2042,1,-1.3138483762741089,-5.361383438110352,-0.8525177240371704,-5.361383438110352,-2.370831251144409,-1.6691069602966309,-1.0751416683197021,-1.0848841667175293,-1.1306815147399902,-1.079559326171875,-1.0848841667175293,-2.563459873199463,-4.276499271392822,-2.7979235649108887,0,0
OP10,map_b,44,2086,2042,1,-1.3085434436798096,-9.900033950805664,-3.7728378772735596,-9.900033950805664,-1.7915747165679932,-13.836679458618164,-1.4233522415161133,-1.4342491626739502,-1.4671733379364014,-1.496032953262329,-1.4342491626739502,-7.325281143188477,-8.465785026550293,-2.5747528076171875,2,0
OP10,map_b,45,2087,2042,1,-1.3173727989196777,-16.489761352539062,-14.067480087280273,-16.489761352539062,-3.234881639480591,-3.9473214149475098,-1.1835479736328125,-1.1208505630493164,-1.2765626907348633,-1.2106068134307861,-1.1208505630493164,-9.434861183166504,-15.368910789489746,-7.054900169372559,2,1
OP10,map_b,46,2088,2042,1,-1.310256004333496,-0.08292431384325027,-6.175873756408691,-0.08292431384325027,-5.377809047698975,-0.44167739152908325,-1.0990548133850098,-1.0548412799835205,-1.1784896850585938,-1.1030735969543457,-1.0548412799835205,-3.01957106590271,0.9719169735908508,2.9366466999053955,1,1
OP10,map_b,47,2089,2042,1,-1.303627371788025,-2.2222156524658203,-2.746953010559082,-2.2222156524658203,-12.756974220275879,-0.39523962140083313,-1.331028699874878,-1.3188972473144531,-1.3904571533203125,-1.306708574295044,-1.3188972473144531,-4.530345439910889,-0.9033184051513672,2.3081297874450684,3,3
OP10,map_b,48,2090,2042,1,-1.3077516555786133,-0.8140705227851868,-11.194609642028809,-0.8140705227851868,-0.8956117630004883,-1.5359046459197998,-1.0340747833251953,-1.0074808597564697,-1.0798852443695068,-1.020066499710083,-1.0074808597564697,-3.610049247741699,0.19341033697128296,2.7959787845611572,1,1
OP10,map_b,49,2091,2042,1,-1.3026533126831055,-11.547821044921875,-6.567902565002441,-11.547821044921875,-2.823976755142212,-2.937943696975708,-1.3154830932617188,-1.3400444984436035,-1.4424889087677002,-1.336101770401001,-1.3400444984436035,-5.9694108963012695,-10.20777702331543,-5.5784101486206055,2,0
OP10,map_b,50,2092,2042,1,-1.3061696290969849,0.029472198337316513,-3.4488091468811035,0.029472198337316513,-1.802693247795105,-1.1893737316131592,-1.01083242893219,-0.98033207654953,-1.0551296472549438,-0.9788474440574646,-0.98033207654953,-1.6028509140014648,1.0098042488098145,1.632323145866394,1,3
OP10,map_b,51,2093,2042,1,-1.3067408800125122,-1.6377733945846558,-3.734673261642456,-1.6377733945846558,-1.6315721273422241,-0.6698839664459229,-1.3713362216949463,-1.3752522468566895,-1.439741611480713,-1.3739919662475586,-1.3752522468566895,-1.91847562789917,-0.2625211477279663,0.28070223331451416,3,0
OP10,map_b,52,2094,2042,1,-1.309158205986023,-5.895848274230957,-10.829726219177246,-5.895848274230957,-3.2934048175811768,-2.5913312435150146,-1.0836424827575684,-0.9920393824577332,-1.06290602684021,-1.055572509765625,-0.9920393824577332,-5.652577877044678,-4.903809070587158,-0.2432703971862793,3,1
OP10,map_b,53,2095,2042,1,-1.3097279071807861,-3.0019290447235107,-3.864088296890259,-3.0019290447235107,-1.437811017036438,-5.768295764923096,-1.381786584854126,-1.3404786586761475,-1.4379968643188477,-1.4078559875488281,-1.3404786586761475,-3.518031120300293,-1.6614503860473633,0.5161020755767822,2,1
OP10,map_b,54,2096,2042,1,-1.307541847229004,-8.11724853515625,-7.321698188781738,-8.11724853515625,-4.317466735839844,-2.94539213180542,-1.146437406539917,-1.0685710906982422,-1.19734525680542,-1.1815221309661865,-1.0685710906982422,-5.675451278686523,-7.048677444458008,-2.4417972564697266,3,1
OP10,map_b,55,2097,2042,1,-1.3162751197814941,-2.0447754859924316,-1.155521035194397,-2.0447754859924316,-8.018370628356934,-1.3561761379241943,-1.0263562202453613,-0.9463261961936951,-1.1203038692474365,-1.040257215499878,-0.9463261961936951,-3.1437108516693115,-1.0984492301940918,1.0989353656768799,0,1
OP10,map_b,56,2098,2042,1,-1.3146482706069946,-6.746993541717529,-6.805428981781006,-6.746993541717529,-3.6229310035705566,-2.906316041946411,-1.1364338397979736,-1.0390887260437012,-1.2440543174743652,-1.1571321487426758,-1.0390887260437012,-5.0204176902771,-5.707904815673828,-1.7265758514404297,3,1
OP10,map_b,57,2099,2042,1,-1.3025317192077637,-2.499181032180786,-3.951690912246704,-2.499181032180786,-4.227025508880615,-13.749092102050781,-1.3097410202026367,-1.3289215564727783,-1.4498651027679443,-1.3881092071533203,-1.3289215564727783,-6.106747627258301,-1.1702594757080078,3.6075665950775146,1,0
OP10,map_b,58,2100,2042,1,-1.3059042692184448,-1.3371223211288452,-1.1027400493621826,-1.3371223211288452,-3.0154922008514404,-6.596760272979736,-1.25724196434021,-1.298227310180664,-1.3683643341064453,-1.281292200088501,-1.298227310180664,-3.013028621673584,-0.03889501094818115,1.6759063005447388,0,0
OP10,map_b,59,2101,2042,1,-1.302582025527954,-4.124963283538818,-2.479015827178955,-4.124963283538818,-6.45188570022583,-5.666223049163818,-1.3374121189117432,-1.3578119277954102,-1.4646174907684326,-1.4080321788787842,-1.3578119277954102,-4.6805219650268555,-2.767151355743408,0.5555586814880371,0,0
OP10,map_b,60,2102,2042,1,-1.3031320571899414,-0.7010729312896729,-0.33953142166137695,-0.7010729312896729,-0.7320282459259033,-10.84235954284668,-1.534564733505249,-1.5588014125823975,-1.5992693901062012,-1.5939178466796875,-1.5588014125823975,-3.153748035430908,0.8577284812927246,2.4526751041412354,0,0
OP10,map_b,61,2103,2042,1,-1.3111802339553833,-2.899625301361084,-6.913538932800293,-2.899625301361084,-1.6388963460922241,-0.9826077222824097,-1.2358546257019043,-1.189385175704956,-1.203260898590088,-1.2748210430145264,-1.189385175704956,-3.1086668968200684,-1.710240125656128,0.20904159545898438,3,1
OP10,map_b,62,2104,2042,1,-1.306955337524414,-1.657995343208313,-18.395708084106445,-1.657995343208313,-1.6108524799346924,-4.762795925140381,-1.4249210357666016,-1.3401427268981934,-1.4499950408935547,-1.4924492835998535,-1.3401427268981934,-6.606838226318359,-0.31785261631011963,4.948843002319336,2,1
OP10,map_b,63,2105,2042,1,-1.3075013160705566,-8.011170387268066,-2.607304811477661,-8.011170387268066,-1.4801199436187744,-4.57814884185791,-1.2339370250701904,-1.1339747905731201,-1.2521724700927734,-1.2611558437347412,-1.1339747905731201,-4.169185638427734,-6.877195358276367,-3.841984748840332,2,1
OP10,map_b,64,2106,2042,1,-1.302712082862854,-8.94224739074707,-1.7092901468276978,-8.94224739074707,-2.747967481613159,-0.6030387282371521,-1.2877423763275146,-1.3177824020385742,-1.4005706310272217,-1.3314714431762695,-1.3177824020385742,-3.500636100769043,-7.624464988708496,-5.441611289978027,3,0
OP10,map_b,65,2107,2042,1,-1.3082964420318604,-2.5100297927856445,-3.2708747386932373,-2.5100297927856445,-10.171123504638672,-8.453718185424805,-1.1718816757202148,-1.087341547012329,-1.2082087993621826,-1.1864659786224365,-1.087341547012329,-6.101436614990234,-1.4226882457733154,3.59140682220459,1,1
OP10,map_b,66,2108,2042,1,-1.3184573650360107,-2.113107681274414,-0.5047468543052673,-2.113107681274414,-3.4308900833129883,-2.2223925590515137,-1.2807018756866455,-1.2228002548217773,-1.2988371849060059,-1.3112046718597412,-1.2228002548217773,-2.067784309387207,-0.8903074264526367,-0.04532337188720703,0,1
OP10,map_b,67,2109,2042,1,-1.3131144046783447,-2.6186320781707764,-9.295199394226074,-2.6186320781707764,-0.47776833176612854,-4.094019412994385,-1.0830788612365723,-1.0828254222869873,-1.1289777755737305,-1.0698847770690918,-1.0828254222869873,-4.121404647827148,-1.535806655883789,1.502772569656372,2,3
OP10,map_b,68,2110,2042,1,-1.3075520992279053,-0.5475953221321106,-6.607977390289307,-0.5475953221321106,-0.5241892337799072,-4.422410011291504,-1.1217775344848633,-1.0326709747314453,-1.1300652027130127,-1.1167848110198975,-1.0326709747314453,-3.025542974472046,0.4850756525993347,2.47794771194458,2,1
OP10,map_b,69,2111,2042,1,-1.30765700340271,-9.764436721801758,-5.443143844604492,-9.764436721801758,-3.4679720401763916,-10.149982452392578,-1.0381581783294678,-1.0249078273773193,-1.105717658996582,-1.0145721435546875,-1.0249078273773193,-7.20638370513916,-8.73952865600586,-2.5580530166625977,2,3
OP10,map_b,70,2112,2042,1,-1.3107640743255615,-2.009100914001465,-1.577829360961914,-2.009100914001465,-3.2013163566589355,-2.2214295864105225,-1.2913761138916016,-1.2555997371673584,-1.2653968334197998,-1.3351798057556152,-1.2555997371673584,-2.2524189949035645,-0.7535011768341064,0.2433180809020996,0,1
OP10,map_b,71,2113,2042,1,-1.3066719770431519,-8.235424995422363,-2.7913594245910645,-8.235424995422363,-10.88786792755127,-2.080854892730713,-1.0045661926269531,-0.9776968359947205,-1.0543553829193115,-0.929828941822052,-0.9776968359947205,-5.998877048492432,-7.257728099822998,-2.2365479469299316,3,3
OP10,map_b,72,2114,2042,1,-1.317124605178833,-9.2312650680542,-4.984994411468506,-9.2312650680542,-18.71610450744629,-4.5100603103637695,-1.0819597244262695,-1.0012929439544678,-1.1690354347229004,-1.1032524108886719,-1.0012929439544678,-9.36060619354248,-8.229971885681152,0.12934112548828125,3,1
OP10,map_b,73,2115,2042,1,-1.3086291551589966,-4.533565044403076,-2.225825548171997,-4.533565044403076,-1.5104955434799194,-2.7667593955993652,-1.4896776676177979,-1.299006700515747,-1.4540627002716064,-1.4761810302734375,-1.299006700515747,-2.7591614723205566,-3.234558343887329,-1.7744035720825195,2,1
OP10,map_b,74,2116,2042,1,-1.31063711643219,-7.58922815322876,-2.1353070735931396,-7.58922815322876,-3.2388916015625,-1.1562390327453613,-1.3562064170837402,-1.3302931785583496,-1.3865444660186768,-1.3772203922271729,-1.3302931785583496,-3.529916286468506,-6.25893497467041,-4.059311866760254,3,1
OP10,map_b,75,2117,2042,1,-1.309612512588501,-3.4917807579040527,-7.015991687774658,-3.4917807579040527,-0.27123382687568665,-4.1735100746154785,-0.9922260046005249,-0.9725378155708313,-1.0338728427886963,-0.9563935399055481,-0.9725378155708313,-3.738129138946533,-2.519243001937866,0.24634838104248047,2,3
OP10,map_b,76,2118,2042,1,-1.3080270290374756,-0.5051972270011902,-3.612255811691284,-0.5051972270011902,-1.2730311155319214,-0.6679414510726929,-1.4055557250976562,-1.3776888847351074,-1.3947176933288574,-1.452350378036499,-1.3776888847351074,-1.5146064758300781,0.8724916577339172,1.0094091892242432,1,1
OP10,map_b,77,2119,2042,1,-1.307728886604309,-7.76269006729126,-11.762874603271484,-7.76269006729126,-2.354297637939453,-3.810394048690796,-1.1005830764770508,-1.097985029220581,-1.155425786972046,-1.09977388381958,-1.097985029220581,-6.4225640296936035,-6.664705276489258,-1.3401260375976562,2,1
OP10,map_b,78,2120,2042,1,-1.317720651626587,-0.061970148235559464,-6.173326015472412,-0.061970148235559464,-16.982078552246094,-7.260569095611572,-1.2787210941314697,-1.1724169254302979,-1.3434479236602783,-1.2576754093170166,-1.1724169254302979,-7.619485855102539,1.110446810722351,7.557515621185303,1,1
OP10,map_b,79,2121,2042,1,-1.3085695505142212,-4.174824237823486,-1.708080530166626,-4.174824237823486,-4.607562065124512,-0.49466314911842346,-1.0666213035583496,-0.9930039048194885,-1.0949642658233643,-1.052626609802246,-0.9930039048194885,-2.7462825775146484,-3.1818203926086426,-1.428541660308838,3,1
OP10,map_b,80,2122,2042,1,-1.3060957193374634,-16.71559715270996,-14.947675704956055,-16.71559715270996,-3.719865083694458,-1.3011137247085571,-1.0326120853424072,-0.9686532616615295,-1.0752041339874268,-0.9857137799263,-0.9686532616615295,-9.171062469482422,-15.746943473815918,-7.544534683227539,3,1
OP10,map_b,81,2123,2042,1,-1.3096659183502197,-1.1035020351409912,-3.6842589378356934,-1.1035020351409912,-2.6754539012908936,-0.9547692537307739,-1.4550879001617432,-1.4467830657958984,-1.4798181056976318,-1.4573354721069336,-1.4467830657958984,-2.1044960021972656,0.3432810306549072,1.0009939670562744,3,1
OP10,map_b,82,2124,2042,1,-1.3073557615280151,-2.39778733253479,-0.7493234276771545,-2.39778733253479,-1.5893337726593018,-0.8634992241859436,-1.270740032196045,-1.16713285446167,-1.288459062576294,-1.3256633281707764,-1.16713285446167,-1.399985909461975,-1.2306544780731201,-0.9978014230728149,0,1
OP10,map_b,83,2125,2042,1,-1.3067251443862915,-4.325131416320801,-8.838522911071777,-4.325131416320801,-1.8822497129440308,-2.5366764068603516,-1.3991928100585938,-1.3607079982757568,-1.4282727241516113,-1.4445641040802002,-1.3607079982757568,-4.3956451416015625,-2.964423418045044,0.07051372528076172,2,1
OP10,map_b,84,2126,2042,1,-1.3025795221328735,-7.355682849884033,-18.27458953857422,-7.355682849884033,-9.650240898132324,-3.630138874053955,-1.2131085395812988,-1.1844491958618164,-1.2920198440551758,-1.2226481437683105,-1.1844491958618164,-9.727663040161133,-6.171233654022217,2.3719801902770996,3,1
OP10,map_b,85,2127,2042,1,-1.3098562955856323,-3.1932027339935303,-8.618342399597168,-3.1932027339935303,-13.976207733154297,-16.755138397216797,-1.2135183811187744,-1.1895065307617188,-1.206836223602295,-1.2485651969909668,-1.1895065307617188,-10.635723114013672,-2.0036962032318115,7.4425201416015625,1,1
OP10,map_b,86,2128,2042,1,-1.3122644424438477,-4.083190441131592,-11.513672828674316,-4.083190441131592,-0.3836801052093506,-1.9742830991744995,-1.030599594116211,-0.9377439618110657,-1.1244807243347168,-1.0149610042572021,-0.9377439618110657,-4.488706588745117,-3.145446538925171,0.4055161476135254,2,1
OP10,map_b,87,2129,2042,1,-1.31446373462677,-11.228830337524414,-4.327836990356445,-11.228830337524414,-2.6948018074035645,-6.932778358459473,-1.3219802379608154,-1.1877553462982178,-1.3249413967132568,-1.354712963104248,-1.1877553462982178,-6.2960615158081055,-10.041074752807617,-4.932768821716309,2,1
