opponent,map,episode_index,episode_seed,cell_seed,z_router,log_prob,ep_return,forced_return_z0,forced_return_z1,forced_return_z2,forced_return_z3,V_z0,V_z1,V_z2,V_z3,V_selected,mean_z_return,online_advantage,oracle_advantage,oracle_best_z,critic_best_z
OP10,map_b_split_lane_v2,51,2193,2142,1,-1.3067072629928589,-6.109604835510254,-11.921195983886719,-6.109604835510254,-8.186955451965332,-4.056678771972656,-1.5128273963928223,-1.4745452404022217,-1.5678017139434814,-1.5667986869812012,-1.4745452404022217,-7.568608283996582,-4.635059356689453,1.4590034484863281,3,1
OP10,map_b_split_lane_v2,52,2194,2142,1,-1.304849624633789,-0.27724161744117737,-11.194536209106445,-0.27724161744117737,-1.2166693210601807,-4.459578037261963,-1.1492183208465576,-1.1401269435882568,-1.2308320999145508,-1.1713371276855469,-1.1401269435882568,-4.287006378173828,0.8628853559494019,4.009764671325684,1,1
OP10,map_b_split_lane_v2,53,2195,2142,1,-1.3157458305358887,-11.646378517150879,-0.32305049896240234,-11.646378517150879,-6.1979169845581055,-13.700679779052734,-1.3727092742919922,-1.2660648822784424,-1.4243319034576416,-1.3969688415527344,-1.2660648822784424,-7.967006683349609,-10.380313873291016,-3.6793718338012695,0,1
OP10,map_b_split_lane_v2,54,2196,2142,1,-1.3042752742767334,-2.3301799297332764,-5.911537170410156,-2.3301799297332764,-0.9736502170562744,-4.067885875701904,-1.3042867183685303,-1.268831729888916,-1.3263018131256104,-1.3115575313568115,-1.268831729888916,-3.3208131790161133,-1.0613481998443604,0.9906332492828369,2,1
OP10,map_b_split_lane_v2,55,2197,2142,1,-1.317635416984558,-0.6965562701225281,-9.292362213134766,-0.6965562701225281,-0.1377156376838684,-0.2668035626411438,-1.2088165283203125,-1.076430082321167,-1.1838724613189697,-1.2247498035430908,-1.076430082321167,-2.5983593463897705,0.3798738121986389,1.9018030166625977,2,1
OP10,map_b_split_lane_v2,56,2198,2142,1,-1.306348204612732,-8.509317398071289,-10.509981155395508,-8.509317398071289,-12.544022560119629,-7.955173492431641,-1.4083383083343506,-1.3595588207244873,-1.4632558822631836,-1.4404535293579102,-1.3595588207244873,-9.879623413085938,-7.149758338928223,1.3703060150146484,3,1
OP10,map_b_split_lane_v2,57,2199,2142,1,-1.3056559562683105,-2.148331642150879,-3.1446216106414795,-2.148331642150879,-0.4112960398197174,-5.1880316734313965,-1.3647425174713135,-1.3539748191833496,-1.4347074031829834,-1.3712437152862549,-1.3539748191833496,-2.7230701446533203,-0.7943568229675293,0.5747385025024414,2,1
OP10,map_b_split_lane_v2,58,2200,2142,1,-1.3042240142822266,-1.301173448562622,-3.641606569290161,-1.301173448562622,-6.1029205322265625,-1.0405293703079224,-1.3023903369903564,-1.2642970085144043,-1.3286857604980469,-1.2800533771514893,-1.2642970085144043,-3.021557331085205,-0.03687644004821777,1.720383882522583,3,1
OP10,map_b_split_lane_v2,59,2201,2142,1,-1.306698203086853,-7.4835734367370605,-3.748626947402954,-7.4835734367370605,-0.5375391244888306,-14.210941314697266,-1.0714850425720215,-1.0503957271575928,-1.1226558685302734,-1.0490320920944214,-1.0503957271575928,-6.495170593261719,-6.433177947998047,-0.9884028434753418,2,3
OP10,map_b_split_lane_v2,60,2202,2142,1,-1.3063015937805176,-7.580877780914307,-4.336054801940918,-7.580877780914307,-7.051304817199707,-14.214800834655762,-1.3806707859039307,-1.376523494720459,-1.4164321422576904,-1.4312069416046143,-1.376523494720459,-8.295760154724121,-6.204354286193848,0.7148823738098145,0,1
OP10,map_b_split_lane_v2,61,2203,2142,1,-1.3058212995529175,-13.772712707519531,-2.260791778564453,-13.772712707519531,-6.509450912475586,-4.674378395080566,-1.2675893306732178,-1.2120249271392822,-1.2773101329803467,-1.2923798561096191,-1.2120249271392822,-6.804333686828613,-12.560688018798828,-6.968379020690918,0,1
OP10,map_b_split_lane_v2,62,2204,2142,1,-1.312390685081482,-0.602678656578064,-1.4456427097320557,-0.602678656578064,-0.41936370730400085,-2.734992504119873,-1.162827491760254,-1.1120829582214355,-1.1468825340270996,-1.1850428581237793,-1.1120829582214355,-1.3006694316864014,0.5094043016433716,0.6979907751083374,2,1
OP10,map_b_split_lane_v2,63,2205,2142,1,-1.3159410953521729,-3.927142381668091,-10.002457618713379,-3.927142381668091,-3.068582773208618,-15.535576820373535,-1.0517971515655518,-0.9676541090011597,-1.1612417697906494,-1.0744504928588867,-0.9676541090011597,-8.133440017700195,-2.9594883918762207,4.206297874450684,2,1
OP10,map_b_split_lane_v2,64,2206,2142,1,-1.3090509176254272,-3.0643227100372314,0.09962419420480728,-3.0643227100372314,-11.181181907653809,-2.0959463119506836,-1.2611641883850098,-1.1925907135009766,-1.2969536781311035,-1.3226048946380615,-1.1925907135009766,-4.0604567527771,-1.8717319965362549,0.9961340427398682,0,1
OP10,map_b_split_lane_v2,65,2207,2142,1,-1.303587555885315,-1.8870158195495605,-4.619999408721924,-1.8870158195495605,-0.14027447998523712,-1.8901602029800415,-1.2741453647613525,-1.2883431911468506,-1.4165890216827393,-1.3373987674713135,-1.2883431911468506,-2.1343624591827393,-0.59867262840271,0.2473466396331787,2,0
OP10,map_b_split_lane_v2,66,2208,2142,1,-1.3053877353668213,-15.45689582824707,-6.67384147644043,-15.45689582824707,-18.088279724121094,-16.41376304626465,-1.116025447845459,-1.0984618663787842,-1.1741271018981934,-1.087906837463379,-1.0984618663787842,-14.158195495605469,-14.358433723449707,-1.2987003326416016,0,3
OP10,map_b_split_lane_v2,67,2209,2142,1,-1.3048216104507446,-9.443855285644531,-4.4908552169799805,-9.443855285644531,-5.170958518981934,-6.3587260246276855,-1.2796909809112549,-1.250633955001831,-1.3128612041473389,-1.290224552154541,-1.250633955001831,-6.366098880767822,-8.193221092224121,-3.077756404876709,0,1
OP10,map_b_split_lane_v2,68,2210,2142,1,-1.3029190301895142,-5.321882724761963,-2.5162782669067383,-5.321882724761963,-2.5634846687316895,-11.880141258239746,-1.2022595405578613,-1.1783726215362549,-1.3230550289154053,-1.2305498123168945,-1.1783726215362549,-5.570446968078613,-4.143509864807129,0.2485642433166504,0,1
OP10,map_b_split_lane_v2,69,2211,2142,1,-1.3061655759811401,-2.213649034500122,-2.4814724922180176,-2.213649034500122,-0.14689753949642181,-1.6041977405548096,-1.1359736919403076,-1.1245591640472412,-1.1892576217651367,-1.1209404468536377,-1.1245591640472412,-1.6115541458129883,-1.0890898704528809,-0.6020948886871338,2,3
OP10,map_b_split_lane_v2,70,2212,2142,1,-1.3181146383285522,-0.3169473707675934,0.0582282729446888,-0.3169473707675934,-0.3219190835952759,-14.452340126037598,-1.4206092357635498,-1.2868022918701172,-1.3472011089324951,-1.4534122943878174,-1.2868022918701172,-3.758244514465332,0.9698549509048462,3.4412970542907715,0,1
OP10,map_b_split_lane_v2,71,2213,2142,1,-1.3257642984390259,-1.3189505338668823,-3.0350310802459717,-1.3189505338668823,-10.472481727600098,-6.243773460388184,-1.006282091140747,-0.9355780482292175,-1.027864933013916,-1.0070894956588745,-0.9355780482292175,-5.267559051513672,-0.3833724856376648,3.9486083984375,1,1
OP10,map_b_split_lane_v2,72,2214,2142,1,-1.3067450523376465,-4.205272197723389,-4.4397711753845215,-4.205272197723389,-8.89116382598877,-5.560154914855957,-1.0317726135253906,-1.0199509859085083,-1.0869762897491455,-0.98380047082901,-1.0199509859085083,-5.774090766906738,-3.18532133102417,1.5688185691833496,1,3
OP10,map_b_split_lane_v2,73,2215,2142,1,-1.3091093301773071,-9.771601676940918,-2.318058967590332,-9.771601676940918,-11.268331527709961,-14.419255256652832,-1.675440788269043,-1.6740937232971191,-1.7286937236785889,-1.7245573997497559,-1.6740937232971191,-9.44431209564209,-8.09750747680664,-0.3272895812988281,0,1
OP10,map_b_split_lane_v2,74,2216,2142,1,-1.3051581382751465,0.0013913876609876752,-0.6998724937438965,0.0013913876609876752,-7.919361591339111,-0.6247863173484802,-1.2517516613006592,-1.2079095840454102,-1.256561040878296,-1.2534024715423584,-1.2079095840454102,-2.310657262802124,1.2093009948730469,2.3120486736297607,1,1
OP10,map_b_split_lane_v2,75,2217,2142,1,-1.3111591339111328,-0.5834349989891052,-4.667491436004639,-0.5834349989891052,-10.719091415405273,-4.0973005294799805,-1.0794646739959717,-1.041546106338501,-1.140726089477539,-1.0838677883148193,-1.041546106338501,-5.016829490661621,0.45811110734939575,4.433394432067871,1,1
OP10,map_b_split_lane_v2,76,2218,2142,1,-1.3099266290664673,-1.8536427021026611,-4.298373699188232,-1.8536427021026611,-11.633912086486816,-15.039088249206543,-1.1564040184020996,-1.1993677616119385,-1.2211329936981201,-1.1796250343322754,-1.1993677616119385,-8.206254005432129,-0.6542749404907227,6.352611541748047,1,0
OP10,map_b_split_lane_v2,77,2219,2142,1,-1.312883973121643,-1.5695948600769043,-6.982321739196777,-1.5695948600769043,-6.227815628051758,-1.7736685276031494,-1.3692638874053955,-1.301492691040039,-1.368436336517334,-1.4003727436065674,-1.301492691040039,-4.138350009918213,-0.26810216903686523,2.5687551498413086,1,1
OP10,map_b_split_lane_v2,78,2220,2142,1,-1.3052222728729248,-11.35625171661377,-0.2593799829483032,-11.35625171661377,-3.9702110290527344,-3.5647614002227783,-1.0887532234191895,-1.0925929546356201,-1.148794174194336,-1.0756666660308838,-1.0925929546356201,-4.787651062011719,-10.26365852355957,-6.568600654602051,0,3
OP10,map_b_split_lane_v2,79,2221,2142,1,-1.3072789907455444,-12.046892166137695,-14.760781288146973,-12.046892166137695,-6.662233829498291,-10.694657325744629,-1.0765972137451172,-1.0649745464324951,-1.117922067642212,-1.0473315715789795,-1.0649745464324951,-11.041141510009766,-10.981917381286621,-1.0057506561279297,2,3
OP10,map_b_split_lane_v2,80,2222,2142,1,-1.3119525909423828,-4.87539005279541,-10.671172142028809,-4.87539005279541,-11.979881286621094,-12.440659523010254,-1.0732226371765137,-1.042267084121704,-1.127260684967041,-1.0520954132080078,-1.042267084121704,-9.991775512695312,-3.833122968673706,5.116385459899902,1,1
OP10,map_b_split_lane_v2,81,2223,2142,1,-1.3045140504837036,-0.7598511576652527,-3.5829341411590576,-0.7598511576652527,-3.350656747817993,-9.400273323059082,-1.2585363388061523,-1.2373268604278564,-1.327042818069458,-1.3453686237335205,-1.2373268604278564,-4.273428916931152,0.47747570276260376,3.513577699661255,1,1
OP10,map_b_split_lane_v2,82,2224,2142,1,-1.3017222881317139,-10.983813285827637,-0.952035665512085,-10.983813285827637,-1.4044729471206665,-1.2730637788772583,-1.270143985748291,-1.211144208908081,-1.3174242973327637,-1.2448406219482422,-1.211144208908081,-3.653346538543701,-9.772668838500977,-7.3304667472839355,0,1
OP10,map_b_split_lane_v2,83,2225,2142,1,-1.3042551279067993,-3.3828909397125244,-1.2342501878738403,-3.3828909397125244,-3.251986026763916,-19.522296905517578,-1.3207972049713135,-1.2700285911560059,-1.3520610332489014,-1.3710408210754395,-1.2700285911560059,-6.847856044769287,-2.1128623485565186,3.4649651050567627,0,1
OP10,map_b_split_lane_v2,84,2226,2142,1,-1.3086613416671753,-9.95096492767334,-20.59172248840332,-9.95096492767334,-13.395310401916504,-8.25229263305664,-1.1428768634796143,-1.0971190929412842,-1.1978576183319092,-1.1934208869934082,-1.0971190929412842,-13.047572135925293,-8.853845596313477,3.096607208251953,3,1
OP10,map_b_split_lane_v2,85,2227,2142,1,-1.3032410144805908,-6.114754676818848,-0.6569089889526367,-6.114754676818848,-0.3426437973976135,-1.342707633972168,-1.497668981552124,-1.4835107326507568,-1.5549726486206055,-1.528202772140503,-1.4835107326507568,-2.1142537593841553,-4.631243705749512,-4.000500679016113,2,1
OP10,map_b_split_lane_v2,86,2228,2142,1,-1.302932620048523,-5.131790637969971,-8.255172729492188,-5.131790637969971,-0.9409734606742859,-7.012596130371094,-1.3579423427581787,-1.2941999435424805,-1.405005693435669,-1.427363634109497,-1.2941999435424805,-5.335133075714111,-3.8375906944274902,0.20334243774414062,2,1
OP10,map_b_split_lane_v2,87,2229,2142,1,-1.3008145093917847,-3.7739739418029785,-2.7695605754852295,-3.7739739418029785,-8.388192176818848,-0.40572455525398254,-1.2545852661132812,-1.2240979671478271,-1.3296010494232178,-1.2520391941070557,-1.2240979671478271,-3.834362745285034,-2.5498759746551514,0.060388803482055664,3,1
OP10,map_b_split_lane_v2,88,2230,2142,1,-1.3117254972457886,-13.449262619018555,-2.213650941848755,-13.449262619018555,-4.509637832641602,-8.03500747680664,-1.4873192310333252,-1.34549880027771,-1.5504329204559326,-1.568655252456665,-1.34549880027771,-7.051889419555664,-12.103763580322266,-6.397373199462891,0,1
OP10,map_b_split_lane_v2,89,2231,2142,1,-1.3042645454406738,-0.47030407190322876,-3.8141167163848877,-0.47030407190322876,-2.866039276123047,-0.6550052762031555,-1.335205078125,-1.2822067737579346,-1.358431339263916,-1.3819200992584229,-1.2822067737579346,-1.9513664245605469,0.8119027018547058,1.481062412261963,1,1
OP10,map_b_split_lane_v2,90,2232,2142,1,-1.3064149618148804,-4.602574348449707,-1.8665801286697388,-4.602574348449707,-8.751602172851562,-4.777125358581543,-1.1038742065429688,-1.129729986190796,-1.1857953071594238,-1.1193721294403076,-1.129729986190796,-4.9994707107543945,-3.472844362258911,0.3968963623046875,0,0
OP10,map_b_split_lane_v2,91,2233,2142,1,-1.3065454959869385,-8.261964797973633,-8.963150024414062,-8.261964797973633,-1.5520596504211426,-6.250956058502197,-1.2782013416290283,-1.2848832607269287,-1.3297512531280518,-1.2735164165496826,-1.2848832607269287,-6.25703239440918,-6.977081298828125,-2.004932403564453,2,3
OP10,map_b_split_lane_v2,92,2234,2142,1,-1.3074334859848022,-3.3079373836517334,-4.3169965744018555,-3.3079373836517334,-5.480405330657959,-3.0246310234069824,-1.3067636489868164,-1.2987871170043945,-1.3338961601257324,-1.2974834442138672,-1.2987871170043945,-4.032492637634277,-2.009150266647339,0.724555253982544,3,3
OP10,map_b_split_lane_v2,93,2235,2142,1,-1.3069381713867188,-2.606959581375122,-11.378114700317383,-2.606959581375122,-4.250905990600586,-7.109739780426025,-1.1468737125396729,-1.1622867584228516,-1.2147634029388428,-1.142153024673462,-1.1622867584228516,-6.336430072784424,-1.4446728229522705,3.7294704914093018,1,3
OP10,map_b_split_lane_v2,94,2236,2142,1,-1.310820460319519,-7.2650275230407715,-18.817134857177734,-7.2650275230407715,-3.6124675273895264,-2.1800894737243652,-1.1629724502563477,-1.1216866970062256,-1.1553397178649902,-1.1711008548736572,-1.1216866970062256,-7.968679904937744,-6.143341064453125,0.7036523818969727,3,1
OP10,map_b_split_lane_v2,95,2237,2142,1,-1.311299443244934,-3.174990177154541,-7.826019763946533,-3.174990177154541,-6.122657299041748,-6.979947566986084,-1.1449668407440186,-1.0948400497436523,-1.160869836807251,-1.1702966690063477,-1.0948400497436523,-6.025903701782227,-2.0801501274108887,2.8509135246276855,1,1
OP10,map_b_split_lane_v2,96,2238,2142,1,-1.3157347440719604,-4.3458452224731445,-7.356290817260742,-4.3458452224731445,-2.7776520252227783,-5.344882488250732,-1.0812997817993164,-0.9849986433982849,-1.1873664855957031,-1.112311601638794,-0.9849986433982849,-4.956167697906494,-3.360846519470215,0.6103224754333496,2,1
OP10,map_b_split_lane_v2,97,2239,2142,1,-1.3261140584945679,-10.018837928771973,-4.44528865814209,-10.018837928771973,-7.074451923370361,-6.699965000152588,-1.3620524406433105,-1.2849657535552979,-1.394366979598999,-1.3179211616516113,-1.2849657535552979,-7.059635639190674,-8.733872413635254,-2.959202289581299,0,1
OP10,map_b_split_lane_v2,98,2240,2142,1,-1.3084310293197632,-5.186424255371094,-8.515682220458984,-5.186424255371094,-1.5809928178787231,-1.7005023956298828,-1.370177984237671,-1.299293041229248,-1.3931224346160889,-1.4420359134674072,-1.299293041229248,-4.2459001541137695,-3.8871312141418457,-0.9405241012573242,2,1
OP10,map_b_split_lane_v2,99,2241,2142,1,-1.3107836246490479,-2.513716459274292,-1.407626748085022,-2.513716459274292,-7.757357120513916,-3.3115451335906982,-1.0785853862762451,-0.9969871640205383,-1.1053614616394043,-1.0885114669799805,-0.9969871640205383,-3.747561454772949,-1.5167293548583984,1.2338449954986572,0,1
OP8,map_b,0,42,42,1,-1.3043231964111328,0.47843462228775024,-1.9708659648895264,0.47843462228775024,-4.908213138580322,-2.6958601474761963,-1.246208667755127,-1.2324960231781006,-1.3128540515899658,-1.2432518005371094,-1.2324960231781006,-2.2741260528564453,1.710930585861206,2.752560615539551,1,1
OP8,map_b,1,43,42,1,-1.3047975301742554,-3.294250011444092,-1.7383860349655151,-3.294250011444092,-1.130561113357544,-7.634068012237549,-1.1392643451690674,-1.1396441459655762,-1.2046420574188232,-1.1272494792938232,-1.1396441459655762,-3.4493165016174316,-2.1546058654785156,0.15506649017333984,2,3
OP8,map_b,2,44,42,1,-1.3026940822601318,-0.7690697908401489,-2.940519332885742,-0.7690697908401489,-3.687656879425049,-1.6758357286453247,-1.4344301223754883,-1.4277536869049072,-1.5361053943634033,-1.4638385772705078,-1.4277536869049072,-2.268270492553711,0.6586838960647583,1.499200701713562,1,1
OP8,map_b,3,45,42,1,-1.3019161224365234,-1.9900758266448975,-3.5114099979400635,-1.9900758266448975,-2.4933135509490967,-3.9932668209075928,-1.4248569011688232,-1.3959622383117676,-1.5212349891662598,-1.5231523513793945,-1.3959622383117676,-2.997016668319702,-0.5941135883331299,1.0069408416748047,1,1
OP8,map_b,4,46,42,1,-1.308237910270691,-0.7941205501556396,-1.5252923965454102,-0.7941205501556396,-1.9772849082946777,-12.728918075561523,-1.4149045944213867,-1.3874599933624268,-1.4433972835540771,-1.4999322891235352,-1.3874599933624268,-4.256403923034668,0.5933394432067871,3.4622833728790283,1,1
OP8,map_b,5,47,42,1,-1.3209365606307983,-1.6483501195907593,-3.386463165283203,-1.6483501195907593,-5.275615692138672,-2.3430466651916504,-1.2590343952178955,-1.2127037048339844,-1.2881793975830078,-1.2768280506134033,-1.2127037048339844,-3.1633687019348145,-0.4356464147567749,1.5150185823440552,1,1
OP8,map_b,6,48,42,1,-1.3019306659698486,-2.0809381008148193,-2.077305793762207,-2.0809381008148193,-3.11726975440979,-2.8626902103424072,-1.2903616428375244,-1.2690119743347168,-1.371243953704834,-1.2995312213897705,-1.2690119743347168,-2.534550905227661,-0.8119261264801025,0.4536128044128418,0,1
OP8,map_b,7,49,42,1,-1.3025766611099243,-0.3432280123233795,0.029032837599515915,-0.3432280123233795,-0.17147603631019592,-1.0117119550704956,-1.356222152709961,-1.330533504486084,-1.4021477699279785,-1.3729875087738037,-1.330533504486084,-0.3743457794189453,0.9873055219650269,0.031117767095565796,0,1
OP8,map_b,8,50,42,1,-1.3050627708435059,-5.022434711456299,-2.1678502559661865,-5.022434711456299,-3.917393922805786,-2.379657030105591,-1.2801237106323242,-1.2699987888336182,-1.3158295154571533,-1.3377306461334229,-1.2699987888336182,-3.3718338012695312,-3.7524359226226807,-1.6506009101867676,0,1
OP8,map_b,9,51,42,1,-1.3050847053527832,-1.9816361665725708,-1.6917088031768799,-1.9816361665725708,-4.189925670623779,-6.735391616821289,-1.0963761806488037,-1.0814008712768555,-1.170527458190918,-1.0593700408935547,-1.0814008712768555,-3.649665594100952,-0.9002352952957153,1.6680294275283813,0,3
OP8,map_b,10,52,42,1,-1.3089351654052734,-2.293393135070801,-1.3341782093048096,-2.293393135070801,-10.167489051818848,-2.8335859775543213,-1.3998713493347168,-1.3869085311889648,-1.444932460784912,-1.426819086074829,-1.3869085311889648,-4.157161712646484,-0.9064846038818359,1.8637685775756836,0,1
OP8,map_b,11,53,42,1,-1.3130502700805664,-1.3960165977478027,-1.8412237167358398,-1.3960165977478027,-2.8457939624786377,-1.1412627696990967,-1.1171975135803223,-1.0848937034606934,-1.1193327903747559,-1.1556923389434814,-1.0848937034606934,-1.8060743808746338,-0.3111228942871094,0.41005778312683105,3,1
OP8,map_b,12,54,42,1,-1.3019362688064575,-0.33776482939720154,-6.785408973693848,-0.33776482939720154,-3.2070984840393066,-4.474238395690918,-1.405580759048462,-1.4017162322998047,-1.5017848014831543,-1.4894113540649414,-1.4017162322998047,-3.701127767562866,1.0639513731002808,3.363363027572632,1,1
OP8,map_b,13,55,42,1,-1.30342435836792,-2.6747093200683594,-0.9472710490226746,-2.6747093200683594,-0.6930961608886719,-10.683051109313965,-1.2991712093353271,-1.3155546188354492,-1.389573335647583,-1.3550565242767334,-1.3155546188354492,-3.7495319843292236,-1.3591547012329102,1.0748226642608643,2,0
OP8,map_b,14,56,42,1,-1.305587649345398,-2.2906885147094727,-0.4378066658973694,-2.2906885147094727,-1.9511566162109375,-2.7165119647979736,-1.2369890213012695,-1.256274938583374,-1.317051649093628,-1.2911784648895264,-1.256274938583374,-1.8490409851074219,-1.0344135761260986,-0.4416475296020508,0,0
OP8,map_b,15,57,42,1,-1.3117575645446777,-8.493253707885742,-7.837708950042725,-8.493253707885742,-3.3363757133483887,-5.23667049407959,-1.085740566253662,-0.99958336353302,-1.1026513576507568,-1.087719202041626,-0.99958336353302,-6.2260026931762695,-7.493670463562012,-2.2672510147094727,2,1
OP8,map_b,16,58,42,1,-1.3166075944900513,-1.6922109127044678,-3.2231969833374023,-1.6922109127044678,-1.1239770650863647,-0.7413034439086914,-1.2131340503692627,-1.1145920753479004,-1.2728369235992432,-1.191878318786621,-1.1145920753479004,-1.6951721906661987,-0.5776188373565674,0.002961277961730957,3,1
OP8,map_b,17,59,42,1,-1.3117148876190186,-6.349587917327881,-3.9190893173217773,-6.349587917327881,-7.522509574890137,-0.526624858379364,-1.1625709533691406,-1.1065542697906494,-1.1438319683074951,-1.1802635192871094,-1.1065542697906494,-4.579452991485596,-5.243033409118652,-1.7701349258422852,3,1
OP8,map_b,18,60,42,1,-1.3075865507125854,-0.48309987783432007,-4.479985237121582,-0.48309987783432007,-1.9853187799453735,-10.608532905578613,-1.0339527130126953,-1.0009846687316895,-1.080636978149414,-0.9974468350410461,-1.0009846687316895,-4.3892340660095215,0.5178847908973694,3.9061341285705566,1,3
OP8,map_b,19,61,42,1,-1.3085660934448242,-10.112505912780762,-1.416101336479187,-10.112505912780762,-1.078950047492981,-2.3840692043304443,-1.1733806133270264,-1.1010465621948242,-1.173025369644165,-1.1641643047332764,-1.1010465621948242,-3.7479066848754883,-9.011459350585938,-6.364599227905273,2,1
OP8,map_b,20,62,42,1,-1.3121505975723267,-2.6628715991973877,-2.7301571369171143,-2.6628715991973877,-4.185375213623047,-0.8710002899169922,-1.0289764404296875,-0.9278571009635925,-1.11087965965271,-1.0129165649414062,-0.9278571009635925,-2.6123509407043457,-1.7350144386291504,-0.05052065849304199,3,1
OP8,map_b,21,63,42,1,-1.3012033700942993,-2.145904541015625,-0.7466686964035034,-2.145904541015625,-3.6568334102630615,-1.1468329429626465,-1.3905353546142578,-1.3433191776275635,-1.4697766304016113,-1.4441847801208496,-1.3433191776275635,-1.9240599870681763,-0.8025853633880615,-0.22184455394744873,0,1
OP8,map_b,22,64,42,1,-1.3030765056610107,-0.45040732622146606,-8.787763595581055,-0.45040732622146606,-2.370696544647217,-3.7330832481384277,-1.1604866981506348,-1.141075849533081,-1.2685489654541016,-1.1604485511779785,-1.141075849533081,-3.8354878425598145,0.690668523311615,3.385080575942993,1,1
OP8,map_b,23,65,42,1,-1.3092443943023682,-6.009819030761719,-0.5482498407363892,-6.009819030761719,-1.527192234992981,-0.5615357756614685,-1.207369089126587,-1.134460210800171,-1.2053475379943848,-1.2451231479644775,-1.134460210800171,-2.1616992950439453,-4.875358581542969,-3.8481197357177734,0,1
OP8,map_b,24,66,42,1,-1.3067573308944702,-0.6254776120185852,-4.458958625793457,-0.6254776120185852,-1.716222882270813,-3.1126410961151123,-1.447307825088501,-1.3660764694213867,-1.5030548572540283,-1.5386910438537598,-1.3660764694213867,-2.478325128555298,0.7405988574028015,1.8528475761413574,1,1
OP8,map_b,25,67,42,1,-1.3084160089492798,-4.5204572677612305,-6.420522689819336,-4.5204572677612305,-2.159268856048584,-4.45222282409668,-0.9751461744308472,-0.9943884015083313,-1.0405166149139404,-0.9737285375595093,-0.9943884015083313,-4.388117790222168,-3.526068925857544,-0.1323394775390625,2,3
OP8,map_b,26,68,42,1,-1.3078166246414185,-1.5112801790237427,-4.570445537567139,-1.5112801790237427,-1.7775418758392334,-1.0394455194473267,-1.3082895278930664,-1.3092677593231201,-1.461745023727417,-1.431095838546753,-1.3092677593231201,-2.2246782779693604,-0.20201241970062256,0.7133980989456177,3,0
OP8,map_b,27,69,42,1,-1.30846107006073,-1.6192150115966797,-8.843868255615234,-1.6192150115966797,-4.125331878662109,-3.1074483394622803,-1.415938138961792,-1.2793598175048828,-1.4080920219421387,-1.3704307079315186,-1.2793598175048828,-4.423965930938721,-0.3398551940917969,2.804750919342041,1,1
OP8,map_b,28,70,42,1,-1.306383490562439,-5.925966739654541,-0.8309987783432007,-5.925966739654541,-5.164223670959473,-2.9815046787261963,-1.3171629905700684,-1.1891953945159912,-1.3217356204986572,-1.351797342300415,-1.1891953945159912,-3.7256734371185303,-4.736771583557129,-2.2002933025360107,0,1
OP8,map_b,29,71,42,1,-1.3217637538909912,-5.068971157073975,-5.738795757293701,-5.068971157073975,-2.213256359100342,-1.5148372650146484,-1.88604736328125,-1.8005461692810059,-1.9333446025848389,-1.901216745376587,-1.8005461692810059,-3.633965015411377,-3.2684249877929688,-1.4350061416625977,3,1
OP8,map_b,30,72,42,1,-1.3088644742965698,-3.9032535552978516,-3.5073001384735107,-3.9032535552978516,-3.3999087810516357,-3.941098690032959,-1.1427531242370605,-1.070577621459961,-1.1820697784423828,-1.1542696952819824,-1.070577621459961,-3.6878905296325684,-2.8326759338378906,-0.2153630256652832,2,1
OP8,map_b,31,73,42,1,-1.3085983991622925,-2.3141603469848633,-1.6798650026321411,-2.3141603469848633,-0.6270443201065063,-8.330584526062012,-1.1472153663635254,-1.1534132957458496,-1.2210962772369385,-1.1609172821044922,-1.1534132957458496,-3.2379136085510254,-1.1607470512390137,0.9237532615661621,2,0
OP8,map_b,32,74,42,1,-1.3045265674591064,-1.746574878692627,-0.08605390787124634,-1.746574878692627,-2.1241915225982666,-1.89004385471344,-1.1110339164733887,-1.0769455432891846,-1.1608664989471436,-1.0375010967254639,-1.0769455432891846,-1.4617160558700562,-0.6696293354034424,-0.2848588228225708,0,3
OP8,map_b,33,75,42,1,-1.3108433485031128,-9.705351829528809,-2.4780452251434326,-9.705351829528809,-15.472490310668945,-1.4229888916015625,-1.385176658630371,-1.303750991821289,-1.4766910076141357,-1.4735021591186523,-1.303750991821289,-7.269719123840332,-8.40160083770752,-2.4356327056884766,3,1
OP8,map_b,34,76,42,1,-1.3044193983078003,-7.073948383331299,-1.1246660947799683,-7.073948383331299,-2.204425811767578,-3.982548475265503,-1.3095920085906982,-1.287170648574829,-1.3489110469818115,-1.3022115230560303,-1.287170648574829,-3.5963971614837646,-5.786777496337891,-3.477551221847534,0,1
OP8,map_b,35,77,42,1,-1.3038572072982788,-1.8678008317947388,-2.5257554054260254,-1.8678008317947388,-3.9873063564300537,-1.7564327716827393,-1.5328238010406494,-1.5530319213867188,-1.6152546405792236,-1.573415994644165,-1.5530319213867188,-2.5343236923217773,-0.31476891040802,0.6665228605270386,3,0
OP8,map_b,36,78,42,1,-1.308406114578247,-1.68043851852417,-1.978515386581421,-1.68043851852417,-0.6462529897689819,-1.4373165369033813,-1.5147004127502441,-1.3458261489868164,-1.5033619403839111,-1.4842052459716797,-1.3458261489868164,-1.4356307983398438,-0.3346123695373535,-0.24480772018432617,2,1
