first_capture_step,capture_latency,lost_after_leading,capture_conceded,opponent,eval_seed,blue_score,red_score,score_margin,win,loss,draw,terminated,episode_steps,tags_against,tags_for,cooldown_denials,captures_blue,captures_red,drops,pickups,tagged_while_carrying,ever_carried,carried_without_scoring,carry_steps,carry_frac,carrier_unescorted_frac,carrier_pressure_frac,mean_carrier_pressure,max_agents_forward,both_forward_frac,none_forward_frac,mean_team_separation,mean_formation_spread,blue_tagged_frac,cooldown_active_frac,trailing_frac,leading_frac,conceded_first,train_seed
28,28,0,1,OP6,9400024,3.0,1.0,2.0,1,0,0,True,88,3,5,5,3,1,0,3,2,1,0,44,0.5,0.3181818181818182,0.45454545454545453,0.22621869600631975,2,0.2159090909090909,0.4318181818181818,0.20300999148325485,0.05605288283087165,0.3181818181818182,0.6363636363636364,0.0,0.6818181818181818,0,3200001
27,27,0,1,OP6,9400025,3.0,1.0,2.0,1,0,0,True,133,6,6,4,3,1,2,5,3,1,0,45,0.3383458646616541,0.3111111111111111,0.4888888888888889,0.22451298841171793,2,0.19548872180451127,0.40601503759398494,0.25042953129325596,0.08956887061618832,0.49624060150375937,0.6466165413533834,0.0,0.7969924812030075,0,3200001
151,151,0,1,OP6,9400026,3.0,2.0,1.0,1,0,0,True,213,13,12,10,3,2,8,11,9,1,0,57,0.2676056338028169,0.7543859649122807,0.47368421052631576,0.21583728413832814,2,0.07042253521126761,0.14084507042253522,0.3431391913985982,0.08373662364352691,0.6244131455399061,0.7699530516431925,0.0,0.07981220657276995,0,3200001
74,74,0,1,OP6,9400027,3.0,2.0,1.0,1,0,0,True,173,9,8,7,3,2,3,6,5,1,0,51,0.2947976878612717,0.39215686274509803,0.6666666666666666,0.19037039833618144,2,0.32947976878612717,0.3468208092485549,0.2310420338473568,0.09550530196408434,0.4277456647398844,0.6936416184971098,0.24277456647398843,0.3815028901734104,1,3200001
31,31,0,1,OP6,9400028,3.0,2.0,1.0,1,0,0,True,94,1,3,1,3,2,0,3,0,1,0,44,0.46808510638297873,0.29545454545454547,0.25,0.316624618050727,2,0.30851063829787234,0.3404255319148936,0.20852205513956698,0.09084887729903207,0.11702127659574468,0.40425531914893614,0.0,0.02127659574468085,0,3200001
28,28,0,1,OP6,9400029,3.0,1.0,2.0,1,0,0,True,130,7,9,4,3,1,0,3,2,1,0,43,0.33076923076923076,0.46511627906976744,0.5813953488372093,0.20292097581333893,2,0.2076923076923077,0.2923076923076923,0.28195125156870254,0.1095454122324904,0.4461538461538462,0.8692307692307693,0.0,0.7692307692307693,0,3200001
31,31,0,0,OP7,9400000,1.0,0.0,1.0,1,0,0,True,240,22,5,54,1,0,2,3,3,1,0,18,0.075,0.7777777777777778,1.0,0.09970235120919016,2,0.18333333333333332,0.4583333333333333,0.18168400086772937,0.06511923023305523,0.5166666666666667,0.4375,0.0,0.8708333333333333,0,3200001
,,0,0,OP7,9400001,0.0,0.0,0.0,0,0,1,True,240,20,6,35,0,0,4,4,4,1,1,8,0.03333333333333333,0.25,1.0,0.09069293178617954,2,0.23333333333333334,0.49166666666666664,0.16454112552261602,0.060482482192552804,0.5833333333333334,0.35,0.0,0.0,0,3200001
167,167,0,0,OP7,9400002,1.0,0.0,1.0,1,0,0,True,240,20,6,66,1,0,4,5,4,1,0,22,0.09166666666666666,0.7727272727272727,0.9090909090909091,0.1278632547367703,2,0.1875,0.4125,0.2044470624998212,0.046365586184765564,0.625,0.36666666666666664,0.0,0.30416666666666664,0,3200001
73,73,0,1,OP7,9400003,1.0,1.0,0.0,0,0,1,True,240,20,5,45,1,1,3,4,4,1,0,19,0.07916666666666666,0.7368421052631579,0.8947368421052632,0.13068590548477674,2,0.18333333333333332,0.4083333333333333,0.20554782145967085,0.06059156642998763,0.5875,0.35,0.016666666666666666,0.0,1,3200001
,,0,0,OP7,9400004,0.0,0.0,0.0,0,0,1,True,240,20,6,36,0,0,3,3,4,1,1,7,0.029166666666666667,0.5714285714285714,1.0,0.07659659108945302,2,0.1875,0.4,0.2085995447045813,0.05687753972742939,0.6458333333333334,0.4583333333333333,0.0,0.0,0,3200001
122,122,0,1,OP7,9400005,2.0,2.0,0.0,0,0,1,True,240,18,2,82,2,2,5,7,5,1,0,45,0.1875,0.5555555555555556,0.7333333333333333,0.15435387094815572,2,0.17916666666666667,0.3458333333333333,0.23828075208390753,0.08137138177771704,0.5916666666666667,0.175,0.020833333333333332,0.058333333333333334,0,3200001
,,0,1,OP7,9400006,0.0,1.0,-1.0,0,1,0,True,240,22,5,44,0,1,4,4,4,1,1,8,0.03333333333333333,0.875,0.75,0.14674206683412194,2,0.18333333333333332,0.3958333333333333,0.21314683381157618,0.05405031623222385,0.6708333333333333,0.35,0.6208333333333333,0.0,1,3200001
