checkpoint,opponent,latent_z,map,episode_index,cell_seed,episode_seed,success,blue_score,red_score,steps,return,zone_coverage,collision_free,win_margin,time_to_first_score,mean_inter_robot_dist,episode_start_phase,fixed_latent_id,outcome,collisions_per_episode,collision_events_per_episode,obstacle_collision_events_per_episode,blue_stuck_steps,red_stuck_steps,blue_blocked_movement_events,blue_obstacle_collision_events,blue_route_switches,blue_attack_upper_crossings,blue_attack_lower_crossings,blue_return_upper_crossings,blue_return_lower_crossings,blue_intercept_upper_crossings,blue_intercept_lower_crossings,blue_upper_lane_steps,blue_lower_lane_steps,blue_neutral_lane_steps,blue_movement_attempts,blue_successful_movement_steps,blue_repeated_blocked_movement_events,near_misses_per_episode,decision_steps,reward_total,reward_sparse_points,reward_offense,behavior_team_spread,behavior_num_attackers,behavior_num_defenders,behavior_num_go_to,behavior_carrier_escort_count,behavior_nearest_blue_to_carrier,behavior_nearest_blue_to_enemy_carrier,behavior_n_intercept_near_enemy_carrier,behavior_avg_blue_to_enemy_flag,behavior_avg_blue_to_own_flag,behavior_intercept_pressure,behavior_defense_pressure,behavior_attack_defense_ratio,coord_pairwise_head0_pearson_mean,coord_head0_team_agreement_rate,coord_full_action_team_agreement_rate,coord_trajectory_steps,strategy_switches,strategy_switch_rate,strategy_resamples,strategy_resample_rate,strategy_unique_count,strategy_entropy_mean,strategy_dominant,strategy_occupancy_0,strategy_occupancy_1,strategy_occupancy_2,strategy_occupancy_3,strategy_phase_blue_attack_occupancy_0,strategy_phase_blue_attack_occupancy_1,strategy_phase_blue_attack_occupancy_2,strategy_phase_blue_attack_occupancy_3,strategy_phase_blue_defense_occupancy_0,strategy_phase_blue_defense_occupancy_1,strategy_phase_blue_defense_occupancy_2,strategy_phase_blue_defense_occupancy_3,strategy_phase_both_flags_occupancy_0,strategy_phase_both_flags_occupancy_1,strategy_phase_both_flags_occupancy_2,strategy_phase_both_flags_occupancy_3,strategy_phase_neutral_occupancy_0,strategy_phase_neutral_occupancy_1,strategy_phase_neutral_occupancy_2,strategy_phase_neutral_occupancy_3
artifacts\v6i23_population_birth_5u_seed1\final_v6i23_population_birth_5u_seed1_2v2.zip,OP10_AGGRESSIVE_INTERCEPTOR,2,map_b_split_lane,2,2,4,1,3,2,104,-2.716959903569659,0.6399999856948853,0,1,32.0,7.051418597881611,neutral,2,win,1,1,2,0,0,0,1,3,3,1,3,0,2,1,54,16,138,208,208,0,27,104,0.588997483253479,100.0,0.7568749785423279,0.09016254048149747,1.4230769230769231,0.5480769230769231,0.0,0.4519230769230769,0.7528955822344869,0.9945914349876918,0.2980769230769231,0.1955370232104682,0.2714469392174998,0.8564926506235049,0.8493439108133316,0.7115384615384616,-0.3921387278900361,0.4519230769230769,0.4519230769230769,104.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
artifacts\v6i23_population_birth_5u_seed1\final_v6i23_population_birth_5u_seed1_2v2.zip,OP10_AGGRESSIVE_INTERCEPTOR,2,map_b_split_lane,3,2,5,1,3,2,109,-1.767236995830899,0.5999999642372131,1,1,38.0,7.664358156536697,neutral,2,win,0,0,1,0,0,2,1,1,1,2,0,3,0,0,5,32,181,149,147,0,21,109,0.587754487991333,100.0,0.747499942779541,0.14051300882780499,0.47706422018348627,1.4862385321100917,0.0,0.1559633027522936,0.9054643758871687,1.018044667096313,0.3211009174311927,0.2988752762898119,0.20745655586686704,0.8211513216342401,0.8217192888259888,0.24311926605504589,0.08914427607261334,0.4954128440366973,0.4954128440366973,109.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
artifacts\v6i23_population_birth_5u_seed1\final_v6i23_population_birth_5u_seed1_2v2.zip,OP10_AGGRESSIVE_INTERCEPTOR,3,map_b_split_lane,0,2,2,1,3,2,102,-2.571068652352551,0.6800000071525574,0,1,34.0,6.033465217141544,neutral,3,win,2,2,3,0,0,0,2,3,1,2,0,3,1,1,15,61,128,204,204,0,39,102,0.6213352680206299,100.0,0.7606250047683716,0.10222280404402637,1.4019607843137254,0.13725490196078433,0.46078431372549017,0.5,0.750299065136442,0.9815057650865877,0.37254901960784315,0.18003994314109578,0.29777515409331695,0.8728874600401112,0.8389237867850884,0.8161764705882353,-0.09841181417908912,0.4019607843137255,0.4019607843137255,102.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
artifacts\v6i23_population_birth_5u_seed1\final_v6i23_population_birth_5u_seed1_2v2.zip,OP10_AGGRESSIVE_INTERCEPTOR,3,map_b_split_lane,1,2,3,1,3,1,94,-0.6910696972336154,0.5999999642372131,1,2,32.0,6.787278195644947,neutral,3,win,0,0,7,0,0,0,0,3,2,2,0,3,0,3,10,62,116,188,188,0,22,94,0.646018385887146,100.0,0.7756249904632568,0.08668405193082512,1.425531914893617,0.18085106382978725,0.39361702127659576,0.5425531914893617,0.7480155831757695,1.1792914838074369,0.1702127659574468,0.19269350048233855,0.29789244137862897,0.862183837814534,0.7978314554437678,0.8111702127659575,-0.04117043881289325,0.425531914893617,0.3829787234042553,94.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
artifacts\v6i23_population_birth_5u_seed1\final_v6i23_population_birth_5u_seed1_2v2.zip,OP10_AGGRESSIVE_INTERCEPTOR,3,map_b_split_lane,2,2,4,1,3,2,104,-2.693554026511265,0.6399999856948853,0,1,32.0,7.116946880634014,neutral,3,win,1,1,1,0,0,0,0,3,3,1,3,0,2,1,54,20,134,208,208,0,28,104,0.6207544803619385,100.0,0.7568749785423279,0.09437107186442098,1.4519230769230769,0.5480769230769231,0.0,0.4230769230769231,0.761312645000334,0.9776257520111707,0.3269230769230769,0.1997455547993573,0.26950797110867614,0.8564926506235049,0.8524678550087489,0.7259615384615384,-0.35874608322344664,0.4519230769230769,0.3557692307692308,104.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
artifacts\v6i23_population_birth_5u_seed1\final_v6i23_population_birth_5u_seed1_2v2.zip,OP10_AGGRESSIVE_INTERCEPTOR,3,map_b_split_lane,3,2,5,1,3,1,113,-0.7781368079013191,0.6800000071525574,1,2,37.0,7.189918720616704,neutral,3,win,0,0,1,0,0,3,0,1,1,2,0,3,0,0,7,37,182,151,148,0,34,113,0.6105049848556519,100.0,0.7400000095367432,0.1430853068894517,0.4690265486725664,1.1150442477876106,0.40707964601769914,0.1504424778761062,0.9293071453715056,1.261378647512303,0.1592920353982301,0.3049468631254493,0.17490491698768024,0.8156363088472754,0.7719842137488644,0.3407079646017699,-0.03985479451814514,0.12389380530973451,0.07079646017699115,113.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
artifacts\v6i23_population_birth_5u_seed1\final_v6i23_population_birth_5u_seed1_2v2.zip,OP10_AGGRESSIVE_INTERCEPTOR,0,map_b_split_lane_v2,0,102,102,1,3,2,139,-4.658415575133404,0.6800000071525574,1,1,31.0,4.676143948122752,neutral,0,win,0,0,13,0,0,0,13,9,2,3,0,3,3,0,50,91,137,278,278,0,49,139,0.5438960790634155,100.0,0.6912499666213989,0.0899866717941255,0.9784172661870504,0.07194244604316546,0.9496402877697842,0.23741007194244604,0.994791983834488,1.1025581706663687,0.49640287769784175,0.23499338501702538,0.26442262498166064,0.8320822814385668,0.7888909801304769,0.7266187050359713,0.1806810935501049,0.4676258992805755,0.34532374100719426,139.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,1.0,0.0,0.0,0.0
artifacts\v6i23_population_birth_5u_seed1\final_v6i23_population_birth_5u_seed1_2v2.zip,OP10_AGGRESSIVE_INTERCEPTOR,0,map_b_split_lane_v2,1,102,103,1,3,2,77,-1.8627599049068522,0.6399999856948853,1,1,30.0,6.1383734368658684,neutral,0,win,0,0,2,0,0,0,0,2,1,2,2,1,0,0,48,24,82,154,154,0,17,77,0.30467191338539124,0.0,0.3075000047683716,0.11781918714669617,0.8961038961038961,0.05194805194805195,1.0129870129870129,0.33766233766233766,0.6539466602171397,0.8209406055703565,0.5194805194805194,0.18636582722863207,0.283417300599349,0.920153812154547,0.8638868997623395,0.7207792207792207,0.2076826747425114,0.4935064935064935,0.22077922077922077,77.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
artifacts\v6i23_population_birth_5u_seed1\final_v6i23_population_birth_5u_seed1_2v2.zip,OP10_AGGRESSIVE_INTERCEPTOR,0,map_b_split_lane_v2,2,102,104,1,3,2,105,-2.3455298152402975,0.6399999856948853,0,1,30.0,5.823531668526786,neutral,0,win,1,1,6,0,0,0,6,4,2,2,1,2,2,0,80,40,90,210,210,0,27,105,0.589094877243042,100.0,0.7549999952316284,0.07407151742705277,0.819047619047619,0.08571428571428572,1.0952380952380953,0.34285714285714286,0.8622566527553968,1.0647887911115375,0.44761904761904764,0.19200806191989353,0.2996786090589705,0.8745113338742937,0.8219803548994519,0.6833333333333333,0.41404501397596827,0.6,0.42857142857142855,105.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
artifacts\v6i23_population_birth_5u_seed1\final_v6i23_population_birth_5u_seed1_2v2.zip,OP10_AGGRESSIVE_INTERCEPTOR,0,map_b_split_lane_v2,3,102,105,1,3,2,153,-4.651313412323361,0.7999999523162842,1,1,31.0,6.207852232689951,neutral,0,win,0,0,5,0,0,0,2,9,3,1,0,4,4,1,92,71,143,306,306,0,48,153,0.6070626974105835,100.0,0.6649999618530273,0.12042159766104876,1.026143790849673,0.05228758169934641,0.9215686274509803,0.20915032679738563,0.9379698088015217,1.168524008731242,0.35294117647058826,0.2164799738918839,0.3103918714168804,0.8672948280970255,0.8187703985014773,0.7434640522875817,0.193804272795638,0.5620915032679739,0.27450980392156865,153.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
