opponent,map,episode_index,episode_seed,c0_json,outcome_z0,outcome_z3
OP9_SPLIT_LANE_FEINT,map_b_split_lane,46,51061,"[0.16260574758052826, 0.34679991006851196, 0.00024049835337791592, 0.2843659222126007, 0.5813683867454529, 0.36314553022384644, 0.008507965132594109, 0.17175094783306122, 0.5187321901321411, 0.5338910222053528, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4661089777946472, 0.4812678098678589, 0.7074977159500122, 0.8374572992324829, 1.0, 1.0, 0.0, 0.5266427397727966, 0.42116430401802063, 0.0, 0.0, 0.0, 1.0, 0.45632755756378174, 0.0]",2.0,2.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,47,51062,"[0.1665223091840744, 0.3793891668319702, 0.003034236142411828, 0.13016054034233093, 0.6221839189529419, 0.4393303394317627, 0.04114341735839844, 0.15591299533843994, 0.4498177766799927, 0.5151268243789673, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4848731756210327, 0.5501822233200073, 0.8603887557983398, 0.9270679950714111, 1.0, 1.0, 0.0, 0.4993866980075836, 0.41894978284835815, 0.0, 0.0, 1.0, 0.5, 0.29144614934921265, 0.0]",-1.0,-1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,48,51063,"[0.10733678191900253, 0.41443490982055664, 0.04198595508933067, 0.15781445801258087, 0.6100952625274658, 0.2829762101173401, 0.026872392743825912, 0.22809751331806183, 0.46200132369995117, 0.5877581834793091, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4122418165206909, 0.5379986763000488, 0.8751967549324036, 0.8384345769882202, 1.0, 1.0, 0.0, 0.5838639140129089, 0.4785071909427643, 0.0, 0.0, 0.5, 0.5, 0.39297908544540405, 0.0]",1.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,49,51064,"[0.08931970596313477, 0.20241206884384155, 0.009896560572087765, 0.042014602571725845, 0.643219530582428, 0.1555478721857071, 0.0019028796814382076, 0.11302324384450912, 0.5329105257987976, 0.5806640982627869, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.41933590173721313, 0.4670894742012024, 0.8905260562896729, 0.9042650461196899, 1.0, 1.0, 0.0, 0.5686421990394592, 0.554767370223999, 0.0, 0.0, 1.0, 0.5, 0.15620370209217072, 0.0]",2.0,2.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,50,51065,"[0.14547349512577057, 0.5779038667678833, 0.016628853976726532, 0.0035305910278111696, 0.5955629348754883, 0.21111509203910828, 0.06326936930418015, 0.19379806518554688, 0.4913536012172699, 0.5710635781288147, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4289364218711853, 0.5086463689804077, 0.7648206353187561, 0.9226845502853394, 1.0, 1.0, 0.0, 0.6114594340324402, 0.5248403549194336, 0.0, 0.0, 0.0, 0.5, 0.220863938331604, 0.0]",1.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,51,51066,"[0.07185439765453339, 0.5469638705253601, 0.07054927200078964, 0.04142261669039726, 0.5977612733840942, 0.1204042136669159, 0.035368457436561584, 0.02945064753293991, 0.48316487669944763, 0.557413637638092, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.44258636236190796, 0.51683509349823, 0.8319517970085144, 0.7937894463539124, 1.0, 1.0, 0.0, 0.678789496421814, 0.5901472568511963, 0.0, 0.0, 0.5, 0.0, 0.12783561646938324, 0.0]",-1.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,52,51067,"[0.10209240019321442, 0.5074052810668945, 0.03460289537906647, 0.06899810582399368, 0.5667968392372131, 0.19965074956417084, 0.029917048290371895, 0.03952405974268913, 0.5150522589683533, 0.5047054290771484, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.49529457092285156, 0.48494774103164673, 0.9150851368904114, 0.8855395913124084, 1.0, 1.0, 0.0, 0.5647469758987427, 0.545680582523346, 0.0, 0.0, 0.5, 0.5, 0.12675867974758148, 0.0]",2.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,53,51068,"[0.08336415886878967, 0.39396932721138, 0.07481003552675247, 0.07492060959339142, 0.6468702554702759, 0.17758898437023163, 0.0071894098073244095, 0.16398465633392334, 0.44420871138572693, 0.5834720134735107, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.41652798652648926, 0.5557912588119507, 0.905976414680481, 0.9456444978713989, 1.0, 1.0, 0.0, 0.6256900429725647, 0.49639683961868286, 0.0, 0.0, 1.0, 0.5, 0.2700177729129791, 0.0]",1.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,54,51069,"[0.02109033614397049, 0.5424336791038513, 0.008565646596252918, 0.024255411699414253, 0.6109876036643982, 0.17274326086044312, 0.024675194174051285, 0.15778055787086487, 0.6098421216011047, 0.5654212832450867, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.43457871675491333, 0.39015787839889526, 0.825394868850708, 0.9584182500839233, 1.0, 1.0, 0.0, 0.7120303511619568, 0.6503985524177551, 0.0, 0.0, 0.5, 0.5, 0.18542182445526123, 0.0]",1.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,55,51070,"[0.051012296229600906, 0.16503465175628662, 0.018944814801216125, 0.08416629582643509, 0.6628709435462952, 0.2529926598072052, 0.0013039561454206705, 0.21877114474773407, 0.5784634947776794, 0.6051227450370789, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.39487725496292114, 0.42153650522232056, 0.88872230052948, 0.8659864664077759, 1.0, 1.0, 0.0, 0.660012423992157, 0.5934460759162903, 0.0, 0.0, 0.5, 0.5, 0.3050471544265747, 0.0]",2.0,2.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,56,51071,"[0.03782765939831734, 0.6369181275367737, 0.009014078415930271, 0.02287515252828598, 0.618352472782135, 0.39650779962539673, 0.02275417372584343, 0.12008447200059891, 0.6123654246330261, 0.5496259927749634, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4503740072250366, 0.3876345753669739, 0.7384191155433655, 0.9130843877792358, 1.0, 1.0, 0.0, 0.6369554400444031, 0.5573422908782959, 0.0, 0.0, 0.0, 1.0, 0.14680835604667664, 0.0]",2.0,2.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,57,51072,"[0.10972347855567932, 0.06561365723609924, 0.04338086396455765, 0.030473405495285988, 0.5882972478866577, 0.345977246761322, 0.015685169026255608, 0.10879132896661758, 0.5166584849357605, 0.5120054483413696, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.48799455165863037, 0.4833415150642395, 0.7296712398529053, 0.8948681354522705, 1.0, 1.0, 0.0, 0.5640753507614136, 0.4724404215812683, 0.0, 0.0, 0.0, 1.0, 0.16293063759803772, 0.0]",2.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,58,51073,"[0.060741398483514786, 0.1816524714231491, 0.04555448889732361, 0.1291283816099167, 0.635359525680542, 0.422978013753891, 0.017248986288905144, 0.18616990745067596, 0.5791296362876892, 0.5934934616088867, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4065065383911133, 0.4208703637123108, 0.9299116134643555, 0.8723728060722351, 1.0, 1.0, 0.0, 0.6617829203605652, 0.5765570402145386, 0.0, 0.0, 0.5, 0.5, 0.32389551401138306, 0.0]",1.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,59,51074,"[0.0446847565472126, 0.5063343644142151, 0.00026417014305479825, 0.12836359441280365, 0.6051868796348572, 0.39999666810035706, 0.019507113844156265, 0.15825019776821136, 0.5566276907920837, 0.5541593432426453, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.44584065675735474, 0.44337230920791626, 0.9645052552223206, 0.8857184648513794, 1.0, 1.0, 0.0, 0.6032406091690063, 0.5466317534446716, 0.0, 0.0, 0.5, 0.5, 0.287811815738678, 0.0]",2.0,2.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,60,51075,"[0.10618593543767929, 0.3814561665058136, 0.02614816278219223, 0.04491325095295906, 0.5971481800079346, 0.23588445782661438, 0.027802592143416405, 0.16586636006832123, 0.4690152704715729, 0.5009588599205017, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4990411400794983, 0.5309847593307495, 0.9360718727111816, 0.942314863204956, 1.0, 1.0, 0.0, 0.535740077495575, 0.4418496787548065, 0.0, 0.0, 1.0, 0.5, 0.22015079855918884, 0.0]",1.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,61,51076,"[0.09660238772630692, 0.19609490036964417, 0.07132589817047119, 0.11693597584962845, 0.6424364447593689, 0.47314393520355225, 0.021623188629746437, 0.17172200977802277, 0.512717068195343, 0.5956346392631531, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4043653607368469, 0.487282931804657, 0.9391202330589294, 0.9182133078575134, 1.0, 1.0, 0.0, 0.6472339630126953, 0.543642520904541, 0.0, 0.0, 0.5, 0.5, 0.3100503385066986, 0.0]",2.0,2.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,62,51077,"[0.11312589049339294, 0.3625151515007019, 0.01527422945946455, 0.048569560050964355, 0.5811100006103516, 0.3497926890850067, 0.005201022606343031, 0.17100311815738678, 0.4761292338371277, 0.534572422504425, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.46542757749557495, 0.5238707661628723, 0.9519852995872498, 0.8321101665496826, 1.0, 1.0, 0.0, 0.5005813837051392, 0.47087034583091736, 0.0, 0.0, 1.0, 1.0, 0.22199687361717224, 0.0]",1.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,63,51078,"[0.08481106907129288, 0.6004364490509033, 0.07769379764795303, 0.030346505343914032, 0.5563322305679321, 0.41082388162612915, 0.0593385323882103, 0.23018701374530792, 0.4890826344490051, 0.4600188136100769, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5399811863899231, 0.5109173655509949, 0.7648102045059204, 0.7981933355331421, 1.0, 1.0, 0.0, 0.561497151851654, 0.4586818814277649, 0.0, 0.0, 0.0, 0.0, 0.32112231850624084, 0.0]",1.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,0,52015,"[0.05200081318616867, 0.06933154910802841, 0.030291888862848282, 0.0022965651005506516, 0.5223931074142456, 0.48374295234680176, 0.01815824583172798, 0.022606071084737778, 0.5904078483581543, 0.44667375087738037, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5533262491226196, 0.4095921516418457, 0.717836856842041, 0.8552740812301636, 1.0, 1.0, 0.0, 0.6271888613700867, 0.5742405652999878, 0.0, 0.0, 0.0, 1.0, 0.059374623000621796, 0.0]",-1.0,-1.0
OP12_LATE_CONVERTER,map_b_split_lane,1,52016,"[0.06667646765708923, 0.3042353093624115, 0.04430572688579559, 0.2893630266189575, 0.5887318253517151, 0.15678779780864716, 0.015928946435451508, 0.08785329759120941, 0.5957032442092896, 0.5449445843696594, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4550554156303406, 0.40429675579071045, 0.7551361322402954, 0.891027569770813, 1.0, 1.0, 0.0, 0.6121940612792969, 0.4649742841720581, 0.0, 0.0, 0.0, 0.5, 0.3820210099220276, 0.0]",2.0,2.0
OP12_LATE_CONVERTER,map_b_split_lane,2,52017,"[0.14952433109283447, 0.4838072657585144, 0.024373991414904594, 0.08616756647825241, 0.5738061666488647, 0.3597654402256012, 0.05494706705212593, 0.07271550595760345, 0.47792816162109375, 0.4550457000732422, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5449542999267578, 0.5220718383789062, 0.9299480319023132, 0.9279535412788391, 1.0, 1.0, 0.0, 0.45446738600730896, 0.37135225534439087, 0.0, 0.0, 0.5, 1.0, 0.1806897670030594, 0.0]",1.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,3,52018,"[0.11769693344831467, 0.4890531301498413, 0.009233350865542889, 0.03942325338721275, 0.6208651065826416, 0.2295081466436386, 0.044001515954732895, 0.11934922635555267, 0.483747273683548, 0.5616330504417419, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.43836694955825806, 0.5162527561187744, 0.8886836171150208, 0.9360016584396362, 1.0, 1.0, 0.0, 0.5809015035629272, 0.5472939014434814, 0.0, 0.0, 1.0, 0.5, 0.167692169547081, 0.0]",-1.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,4,52019,"[0.07637430727481842, 0.5969482064247131, 0.020180121064186096, 0.07249238342046738, 0.6122552752494812, 0.3673180043697357, 0.057748615741729736, 0.19738489389419556, 0.5326482653617859, 0.5174697637557983, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.48253023624420166, 0.4673517346382141, 0.8271545767784119, 0.810575008392334, 1.0, 1.0, 0.0, 0.6205626130104065, 0.5748600363731384, 0.0, 0.0, 0.5, 0.5, 0.2809079885482788, 0.0]",2.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,5,52020,"[0.10085279494524002, 0.1383286416530609, 0.0568038672208786, 0.07474114745855331, 0.5942131280899048, 0.29989707469940186, 0.07510511577129364, 0.014934315346181393, 0.46510764956474304, 0.4500662088394165, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5499337911605835, 0.5348923206329346, 0.8347872495651245, 0.9093778729438782, 1.0, 1.0, 0.0, 0.523224413394928, 0.3755030333995819, 0.0, 0.0, 0.5, 1.0, 0.17045268416404724, 0.0]",1.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,6,52021,"[0.13684774935245514, 0.28087520599365234, 0.038664303719997406, 0.16887494921684265, 0.528933048248291, 0.11073965579271317, 0.02924603596329689, 0.04920656234025955, 0.43626654148101807, 0.4706425368785858, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5293574333190918, 0.5637334585189819, 0.8577426671981812, 0.7814677953720093, 1.0, 1.0, 0.0, 0.4617629647254944, 0.4043561816215515, 0.0, 0.0, 0.5, 0.0, 0.23048628866672516, 0.0]",1.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,7,52022,"[0.12690870463848114, 0.34459906816482544, 0.038452837616205215, 0.1275884360074997, 0.6070097088813782, 0.03865038976073265, 0.02215181104838848, 0.005344457924365997, 0.45657455921173096, 0.6001448631286621, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3998551368713379, 0.543425440788269, 0.8800461292266846, 0.6900187134742737, 1.0, 1.0, 0.0, 0.5761499404907227, 0.4537748396396637, 0.0, 0.0, 1.0, 0.0, 0.15604442358016968, 0.0]",1.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,8,52023,"[0.10257844626903534, 0.47079893946647644, 0.07193640619516373, 0.09142147749662399, 0.649117112159729, 0.21714861690998077, 0.012872457504272461, 0.122616708278656, 0.4748328924179077, 0.5914396643638611, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4085603356361389, 0.5251671075820923, 0.9523305296897888, 0.9375110864639282, 1.0, 1.0, 0.0, 0.6237204074859619, 0.5358338356018066, 0.0, 0.0, 0.5, 0.5, 0.23962080478668213, 0.0]",2.0,2.0
OP12_LATE_CONVERTER,map_b_split_lane,9,52024,"[0.10372943431138992, 0.48960593342781067, 0.052997440099716187, 0.14047707617282867, 0.5603335499763489, 0.4868941605091095, 0.025666184723377228, 0.18294619023799896, 0.5233387351036072, 0.5176712274551392, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.48232877254486084, 0.4766612648963928, 0.9795372486114502, 0.9481644034385681, 1.0, 1.0, 0.0, 0.5092165470123291, 0.3800259232521057, 0.0, 0.0, 0.5, 0.5, 0.3348795175552368, 0.0]",2.0,2.0
OP12_LATE_CONVERTER,map_b_split_lane,10,52025,"[0.012755286879837513, 0.43311816453933716, 0.0027538894210010767, 0.14642195403575897, 0.6236321926116943, 0.5106720924377441, 0.01190574374049902, 0.03412441536784172, 0.5893361568450928, 0.5548203587532043, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.44517964124679565, 0.4106638431549072, 0.9132988452911377, 0.8765424489974976, 1.0, 1.0, 0.0, 0.6335735321044922, 0.6104755401611328, 0.0, 0.0, 0.5, 1.0, 0.1825895607471466, 0.0]",-1.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,11,52026,"[0.06982353329658508, 0.5615253448486328, 0.029186950996518135, 0.03647909313440323, 0.5976017713546753, 0.3983096778392792, 0.059129856526851654, 0.14753340184688568, 0.5305131077766418, 0.47891926765441895, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.521080732345581, 0.46948689222335815, 0.8261878490447998, 0.8796754479408264, 1.0, 1.0, 0.0, 0.5753498077392578, 0.5180253982543945, 0.0, 0.0, 0.5, 0.5, 0.20565997064113617, 0.0]",2.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,12,52027,"[0.13342434167861938, 0.6000062823295593, 0.035272110253572464, 0.02754886820912361, 0.6238180994987488, 0.2621283531188965, 0.0004882965586148202, 0.09554067999124527, 0.48460355401039124, 0.5536110401153564, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.44638895988464355, 0.5153964757919312, 0.7601664066314697, 0.9763731956481934, 1.0, 1.0, 0.0, 0.6008163690567017, 0.5037007927894592, 0.0, 0.0, 0.0, 1.0, 0.1402975171804428, 0.0]",1.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,13,52028,"[0.09006533771753311, 0.562566876411438, 0.06767045706510544, 0.08765784651041031, 0.5500616431236267, 0.3773953318595886, 0.028600919991731644, 0.22862328588962555, 0.5334165096282959, 0.4950868487358093, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5049131512641907, 0.4665834903717041, 0.869379997253418, 0.7802993059158325, 1.0, 1.0, 0.0, 0.5526021718978882, 0.42324167490005493, 0.0, 0.0, 0.5, 0.0, 0.3411446213722229, 0.0]",1.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,14,52029,"[0.059819210320711136, 0.18174414336681366, 0.05415114760398865, 0.017343293875455856, 0.6184980869293213, 0.3102535605430603, 0.008461705408990383, 0.19637128710746765, 0.5225096344947815, 0.5769262909889221, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4230737090110779, 0.4774903655052185, 0.8323984742164612, 0.8447496891021729, 1.0, 1.0, 0.0, 0.6047205924987793, 0.4986318051815033, 0.0, 0.0, 1.0, 0.5, 0.25341418385505676, 0.0]",-1.0,-1.0
OP12_LATE_CONVERTER,map_b_split_lane,15,52030,"[0.024306943640112877, 0.22270400822162628, 0.0028386821504682302, 0.12451577186584473, 0.6403549909591675, 0.18698176741600037, 0.010969476774334908, 0.10384946316480637, 0.5739302039146423, 0.562184751033783, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.43781524896621704, 0.42606979608535767, 0.9559769630432129, 0.9311705231666565, 1.0, 1.0, 0.0, 0.6375920176506042, 0.6048740148544312, 0.0, 0.0, 0.5, 0.5, 0.2289753407239914, 0.0]",1.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,16,52031,"[0.14082904160022736, 0.5397295355796814, 0.0008252437692135572, 0.05865629389882088, 0.5983351469039917, 0.24639753997325897, 0.02850988321006298, 0.15433835983276367, 0.4767570495605469, 0.5581322908401489, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4418677091598511, 0.5232429504394531, 0.8540743589401245, 0.9462222456932068, 1.0, 1.0, 0.0, 0.5649733543395996, 0.4917968511581421, 0.0, 0.0, 0.5, 0.5, 0.21561159193515778, 0.0]",1.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,17,52032,"[0.10540106147527695, 0.6067355275154114, 0.04986982420086861, 0.04404863342642784, 0.604968249797821, 0.30899518728256226, 0.020781230181455612, 0.2843654155731201, 0.4923897087574005, 0.5667146444320679, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.43328535556793213, 0.5076103210449219, 0.7744179964065552, 0.7596012949943542, 1.0, 1.0, 0.0, 0.6308515071868896, 0.4300115704536438, 0.0, 0.0, 0.0, 0.0, 0.3516616225242615, 0.0]",1.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,18,52033,"[0.03549521788954735, 0.2714546322822571, 0.03352588042616844, 0.17766031622886658, 0.6138553023338318, 0.4158317446708679, 0.04394672438502312, 0.1710992306470871, 0.5405339598655701, 0.5109212398529053, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4890787601470947, 0.45946604013442993, 0.9044235348701477, 0.8868134021759033, 1.0, 1.0, 0.0, 0.6384696960449219, 0.5409809947013855, 0.0, 0.0, 0.5, 0.5, 0.35744887590408325, 0.0]",-1.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,19,52034,"[0.051688674837350845, 0.3717615306377411, 0.041741929948329926, 0.06849323213100433, 0.6053453087806702, 0.21153226494789124, 0.05722736567258835, 0.16862893104553223, 0.5100948214530945, 0.4781481623649597, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5218518376350403, 0.4899051785469055, 0.9448204040527344, 0.9407649040222168, 1.0, 1.0, 0.0, 0.5981506705284119, 0.46114328503608704, 0.0, 0.0, 1.0, 0.5, 0.25828537344932556, 0.0]",1.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,20,52035,"[0.15035484731197357, 0.545390784740448, 0.007926322519779205, 0.036045774817466736, 0.5950995087623596, 0.2900567054748535, 0.02200675942003727, 0.24447807669639587, 0.48435136675834656, 0.5755887627601624, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.42441123723983765, 0.515648603439331, 0.8284934759140015, 0.8183069229125977, 1.0, 1.0, 0.0, 0.5617762207984924, 0.4612160623073578, 0.0, 0.0, 0.5, 0.5, 0.2823735475540161, 0.0]",1.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,21,52036,"[0.1021212488412857, 0.44706064462661743, 0.07020698487758636, 0.09055180102586746, 0.6101794838905334, 0.150261789560318, 0.04771450161933899, 0.03528459370136261, 0.46655356884002686, 0.5465719699859619, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4534280300140381, 0.5334464311599731, 0.961091160774231, 0.8226341605186462, 1.0, 1.0, 0.0, 0.6016985774040222, 0.5751758217811584, 0.0, 0.0, 0.5, 0.5, 0.1739240288734436, 0.0]",1.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,22,52037,"[0.07848719507455826, 0.4129085838794708, 0.05358889698982239, 0.17615000903606415, 0.6094399690628052, 0.15040969848632812, 0.05630173534154892, 0.11265595257282257, 0.4832896590232849, 0.49084043502807617, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5091595649719238, 0.5167103409767151, 0.868065357208252, 0.8976149559020996, 1.0, 1.0, 0.0, 0.614382266998291, 0.42188313603401184, 0.0, 0.0, 0.5, 0.5, 0.31006258726119995, 0.0]",1.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,23,52038,"[0.11732388287782669, 0.3607499897480011, 0.02806493453681469, 0.12838968634605408, 0.5965981483459473, 0.5131707191467285, 0.030417313799262047, 0.15082404017448425, 0.4753970503807068, 0.4955482482910156, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5044517517089844, 0.5246029496192932, 0.877395749092102, 0.9640481472015381, 1.0, 1.0, 0.0, 0.5339354276657104, 0.4394797384738922, 0.0, 0.0, 1.0, 0.5, 0.2852819561958313, 0.0]",1.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,24,52039,"[0.08037132024765015, 0.5157746076583862, 0.046008843928575516, 0.15452264249324799, 0.6087293028831482, 0.4750923216342926, 0.03441185876727104, 0.08542991429567337, 0.47472304105758667, 0.5048996210098267, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.49510037899017334, 0.5252769589424133, 0.9438007473945618, 0.9550778865814209, 1.0, 1.0, 0.0, 0.5574533939361572, 0.4488373398780823, 0.0, 0.0, 0.5, 0.5, 0.253326952457428, 0.0]",1.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,25,52040,"[0.14036333560943604, 0.2561337649822235, 0.007628512568771839, 0.16850996017456055, 0.6548451781272888, 0.33173951506614685, 0.013420972973108292, 0.10625015199184418, 0.4736710786819458, 0.5769258737564087, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4230741262435913, 0.5263289213180542, 0.9056558012962341, 0.9064035415649414, 1.0, 1.0, 0.0, 0.5559073686599731, 0.5088644027709961, 0.0, 0.0, 0.5, 1.0, 0.2757769525051117, 0.0]",1.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,26,52041,"[0.03010454773902893, 0.3664817810058594, 0.018010001629590988, 0.19465887546539307, 0.5776427388191223, 0.30626145005226135, 0.0650370717048645, 0.22506055235862732, 0.5820252895355225, 0.5190829038619995, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4809170961380005, 0.41797471046447754, 0.8168700933456421, 0.8174199461936951, 1.0, 1.0, 0.0, 0.6231937408447266, 0.4732486605644226, 0.0, 0.0, 0.5, 0.5, 0.4297594428062439, 0.0]",1.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,27,52042,"[0.0932525098323822, 0.28181588649749756, 0.03328083083033562, 0.17056111991405487, 0.5431201457977295, 0.447471022605896, 0.026700248941779137, 0.15896685421466827, 0.48468899726867676, 0.5033308267593384, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4966691732406616, 0.5153110027313232, 0.8864998817443848, 0.9278465509414673, 1.0, 1.0, 0.0, 0.5262677669525146, 0.41922107338905334, 0.0, 0.0, 0.5, 0.5, 0.3349713385105133, 0.0]",1.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,28,52043,"[0.1396239697933197, 0.3963446617126465, 0.019468406215310097, 0.03648492693901062, 0.5881842374801636, 0.3292871117591858, 0.03261921927332878, 0.08495689183473587, 0.4419934153556824, 0.49700450897216797, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.502995491027832, 0.5580065846443176, 0.9113935828208923, 0.9361727833747864, 1.0, 1.0, 0.0, 0.4633297622203827, 0.41296201944351196, 0.0, 0.0, 1.0, 1.0, 0.13235795497894287, 0.0]",1.0,1.0
