opponent,map,episode_index,episode_seed,c0_json,outcome_z0,outcome_z3
OP9_SPLIT_LANE_FEINT,map_b_split_lane,24,51039,"[0.1556490957736969, 0.392666757106781, 0.01646973378956318, 0.07589244842529297, 0.5833415389060974, 0.5885715484619141, 0.0018589121755212545, 0.016992395743727684, 0.44407251477241516, 0.5587798953056335, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.44122010469436646, 0.5559275150299072, 0.9222782850265503, 0.7813996076583862, 1.0, 1.0, 0.0, 0.47483086585998535, 0.42573410272598267, 0.0, 0.0, 1.0, 0.0, 0.09475274384021759, 0.0]",1.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,25,51040,"[0.09282884001731873, 0.26376664638519287, 0.03955752030014992, 0.2015635073184967, 0.5905274152755737, 0.39805737137794495, 0.02104412391781807, 0.24533402919769287, 0.48179975152015686, 0.5768710970878601, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4231289029121399, 0.5182002782821655, 0.8723366260528564, 0.7988940477371216, 1.0, 1.0, 0.0, 0.5967601537704468, 0.47197413444519043, 0.0, 0.0, 0.5, 0.0, 0.4516434371471405, 0.0]",1.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,26,51041,"[0.10834653675556183, 0.4729886054992676, 0.0009812966454774141, 0.05585732311010361, 0.5755536556243896, 0.2862619459629059, 0.040990475565195084, 0.17046046257019043, 0.49580618739128113, 0.47518736124038696, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.524812638759613, 0.5041937828063965, 0.9256129264831543, 0.8772681355476379, 1.0, 1.0, 0.0, 0.5264836549758911, 0.4270744025707245, 0.0, 0.0, 1.0, 0.5, 0.23118561506271362, 0.0]",-1.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,27,51042,"[0.027397841215133667, 0.49245068430900574, 0.02697247825562954, 0.023754166439175606, 0.6152098178863525, 0.14938470721244812, 0.03154836595058441, 0.1399296522140503, 0.5586649775505066, 0.5796183347702026, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.42038166522979736, 0.4413350224494934, 0.8837032318115234, 0.921153724193573, 1.0, 1.0, 0.0, 0.6943336725234985, 0.6189517974853516, 0.0, 0.0, 1.0, 0.5, 0.1793832778930664, 0.0]",2.0,2.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,28,51043,"[0.07989195734262466, 0.34341907501220703, 0.07897493988275528, 0.0509801059961319, 0.6127761006355286, 0.325304239988327, 0.05611913651227951, 0.19765721261501312, 0.44637736678123474, 0.5358895063400269, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.46411049365997314, 0.5536226034164429, 0.9191325902938843, 0.8175081014633179, 1.0, 1.0, 0.0, 0.5717400312423706, 0.43057331442832947, 0.0, 0.0, 1.0, 0.5, 0.29946959018707275, 0.0]",2.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,29,51044,"[0.11314360052347183, 0.3525071442127228, 0.030837105587124825, 0.28665509819984436, 0.6406527757644653, 0.3541964888572693, 0.006902777589857578, 0.27116647362709045, 0.5389585494995117, 0.6252149343490601, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.37478506565093994, 0.4610414505004883, 0.7120651006698608, 0.7262294292449951, 1.0, 1.0, 0.0, 0.6478261947631836, 0.4899636507034302, 0.0, 0.0, 0.0, 0.0, 0.5595632791519165, 0.0]",1.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,30,51045,"[0.1296902596950531, 0.4491468667984009, 0.04492197930812836, 0.08610314875841141, 0.5918391346931458, 0.317739337682724, 0.060646384954452515, 0.1796989142894745, 0.42653414607048035, 0.5084187984466553, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4915812015533447, 0.5734658241271973, 0.8956659436225891, 0.8471948504447937, 1.0, 1.0, 0.0, 0.5211439728736877, 0.42163515090942383, 0.0, 0.0, 1.0, 0.5, 0.2867738902568817, 0.0]",2.0,2.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,31,51046,"[0.09125027805566788, 0.3169548213481903, 0.035482924431562424, 0.007413074839860201, 0.6027397513389587, 0.04337315261363983, 0.0006923210457898676, 0.004111939575523138, 0.47634515166282654, 0.6131855845451355, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3868144154548645, 0.5236548185348511, 0.9672113656997681, 0.6939300298690796, 1.0, 1.0, 0.0, 0.5801583528518677, 0.5427681803703308, 0.0, 0.0, 1.0, 0.0, 0.0404188372194767, 0.0]",1.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,32,51047,"[0.06046994403004646, 0.5446534156799316, 0.003119714092463255, 0.0507076159119606, 0.5185508131980896, 0.430563360452652, 0.0058457511477172375, 0.1557018905878067, 0.5615242123603821, 0.4604599177837372, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5395400524139404, 0.4384757876396179, 0.8589733242988586, 0.8901512622833252, 1.0, 1.0, 0.0, 0.49775242805480957, 0.4492075741291046, 0.0, 0.0, 0.5, 0.5, 0.20661509037017822, 0.0]",2.0,2.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,33,51048,"[0.08270537108182907, 0.5400094389915466, 0.06416016817092896, 0.11693908274173737, 0.636409342288971, 0.3935842216014862, 0.00853443332016468, 0.22971683740615845, 0.5461902618408203, 0.5885684490203857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.41143155097961426, 0.4538097381591797, 0.9130871295928955, 0.8084253072738647, 1.0, 1.0, 0.0, 0.6269611716270447, 0.49921348690986633, 0.0, 0.0, 0.5, 0.5, 0.3632592558860779, 0.0]",1.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,34,51049,"[0.06356034427881241, 0.2975638508796692, 0.034361109137535095, 0.09604679048061371, 0.5641912221908569, 0.2799857258796692, 0.05910336971282959, 0.021517770364880562, 0.5047114491462708, 0.44466257095336914, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5553374290466309, 0.49528855085372925, 0.9515747427940369, 0.9433923363685608, 1.0, 1.0, 0.0, 0.511032223701477, 0.4290081858634949, 0.0, 0.0, 1.0, 1.0, 0.16490671038627625, 0.0]",1.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,35,51050,"[0.08847475051879883, 0.382860004901886, 0.010479852557182312, 0.22368456423282623, 0.6324331164360046, 0.5905622243881226, 0.009623339399695396, 0.02436627447605133, 0.5579962134361267, 0.5916334986686707, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.40836650133132935, 0.4420037865638733, 0.8054856061935425, 0.7862460613250732, 1.0, 1.0, 0.0, 0.6184529662132263, 0.5254067182540894, 0.0, 0.0, 0.5, 0.0, 0.2501277029514313, 0.0]",2.0,2.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,36,51051,"[0.06549854576587677, 0.29536375403404236, 0.02655346319079399, 0.2895050346851349, 0.5796311497688293, 0.3021881878376007, 0.07381376624107361, 0.27544984221458435, 0.5590853095054626, 0.4894198179244995, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5105801820755005, 0.44091469049453735, 0.7677022218704224, 0.7565222382545471, 1.0, 1.0, 0.0, 0.6396207213401794, 0.4138285219669342, 0.0, 0.0, 0.0, 0.0, 0.5758888125419617, 0.0]",2.0,2.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,37,51052,"[0.07452025264501572, 0.37489601969718933, 0.0588291771709919, 0.07674282044172287, 0.5921159982681274, 0.3106033504009247, 0.030425187200307846, 0.023790650069713593, 0.4778660535812378, 0.495495468378067, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5045045614242554, 0.5221339464187622, 0.9219209551811218, 0.9712015986442566, 1.0, 1.0, 0.0, 0.5290135145187378, 0.4589596688747406, 0.0, 0.0, 1.0, 1.0, 0.13531948626041412, 0.0]",1.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,38,51053,"[0.07261038571596146, 0.20577338337898254, 0.026485949754714966, 0.08568720519542694, 0.5865333676338196, 0.3649165630340576, 0.0646747499704361, 0.2959730923175812, 0.5535839200019836, 0.5334203243255615, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4665796756744385, 0.44641607999801636, 0.9332167506217957, 0.704580545425415, 1.0, 1.0, 0.0, 0.6082102060317993, 0.4258444607257843, 0.0, 0.0, 0.5, 0.0, 0.39264416694641113, 0.0]",1.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,39,51054,"[0.08553725481033325, 0.47277525067329407, 0.006995407864451408, 0.1929159015417099, 0.5298686027526855, 0.111224465072155, 0.0031124099623411894, 0.0255410335958004, 0.5276703238487244, 0.5049499869346619, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.49505001306533813, 0.47232967615127563, 0.9258910417556763, 0.7708380222320557, 1.0, 1.0, 0.0, 0.5943272113800049, 0.4705018103122711, 0.0, 0.0, 0.5, 0.0, 0.21877266466617584, 0.0]",2.0,2.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,40,51055,"[0.15456117689609528, 0.5248520374298096, 0.013895698823034763, 0.025014173239469528, 0.5735599398612976, 0.47682350873947144, 0.07559819519519806, 0.1882103830575943, 0.45664864778518677, 0.4321582615375519, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5678417682647705, 0.5433513522148132, 0.8240640163421631, 0.8781701326370239, 1.0, 1.0, 0.0, 0.4659205377101898, 0.3913941979408264, 0.0, 0.0, 0.5, 0.5, 0.23144030570983887, 0.0]",1.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,41,51056,"[0.10687529295682907, 0.4817238748073578, 0.0008769663982093334, 0.1353522688150406, 0.5758412480354309, 0.16406697034835815, 0.02352246083319187, 0.0904795452952385, 0.49509456753730774, 0.537844181060791, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.462155818939209, 0.5049054622650146, 0.9639889597892761, 0.9009789228439331, 1.0, 1.0, 0.0, 0.5844747424125671, 0.5018378496170044, 0.0, 0.0, 0.5, 0.5, 0.22884230315685272, 0.0]",2.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,42,51057,"[0.08193224668502808, 0.21234437823295593, 0.03241156414151192, 0.11372268199920654, 0.5721531510353088, 0.4065585732460022, 0.05501522868871689, 0.15922001004219055, 0.5494216084480286, 0.4943043291568756, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5056957006454468, 0.45057839155197144, 0.9652938842773438, 0.8906188011169434, 1.0, 1.0, 0.0, 0.564812183380127, 0.5254783630371094, 0.0, 0.0, 0.5, 0.5, 0.2867080271244049, 0.0]",1.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,43,51058,"[0.1403970718383789, 0.2009972482919693, 0.013907372951507568, 0.12651939690113068, 0.6006258130073547, 0.2610042989253998, 0.00011089679901488125, 0.08450722694396973, 0.4752648174762726, 0.5298652648925781, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4701347351074219, 0.5247352123260498, 0.9384434223175049, 0.9919409155845642, 1.0, 1.0, 0.0, 0.4880237877368927, 0.4579407274723053, 0.0, 0.0, 0.5, 1.0, 0.21178877353668213, 0.0]",2.0,2.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,44,51059,"[0.15164470672607422, 0.22052527964115143, 0.010797719471156597, 0.18618497252464294, 0.5903714299201965, 0.4855955243110657, 0.005534050054848194, 0.051512014120817184, 0.4418078362941742, 0.5203953981399536, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4796046018600464, 0.5581921339035034, 0.8939794301986694, 0.917855978012085, 1.0, 1.0, 0.0, 0.537871778011322, 0.4232810139656067, 0.0, 0.0, 0.5, 1.0, 0.23830625414848328, 0.0]",2.0,2.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,45,51060,"[0.07377483695745468, 0.32043492794036865, 0.031143175438046455, 0.30063822865486145, 0.5512059926986694, 0.3819478452205658, 0.02784239500761032, 0.16989687085151672, 0.5979392528533936, 0.494180291891098, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5058196783065796, 0.40206074714660645, 0.7310106754302979, 0.8567987084388733, 1.0, 1.0, 0.0, 0.5871923565864563, 0.4856910705566406, 0.0, 0.0, 0.0, 0.5, 0.47441014647483826, 0.0]",-1.0,-1.0
