episode_seed,eligible_heads,jsd_bits,margin_A_bits,margin_B_bits,argmax_disagree
8900001,3752.0,0.2560671676672113,1.2997864595652102,1.0275373947558437,0.4261727078891258
8900002,4198.0,0.271706162939574,0.8242349777079625,1.212315200769004,0.4606955693187232
8900003,3922.0,0.25832117110830843,1.0830801138013206,1.207215050642874,0.42478327383987763
8900004,4086.0,0.25992135696361096,0.917965929648906,1.2079496078422942,0.4236417033773862
8900005,3930.0,0.2703394541325244,1.2446613142300047,1.2361854810675288,0.43256997455470736
8900006,3926.0,0.24772041476895285,1.1741432525821018,0.9947030121347641,0.40269994905756495
8900007,3928.0,0.2521733391001942,1.1301792842428942,1.0823583588186203,0.40529531568228105
8900008,4000.0,0.25808819880662487,1.1292894018287771,1.1152031148802488,0.4155
8900009,3316.0,0.2600163195236722,0.9456158931467085,1.209367416884449,0.43003618817852834
8900010,3864.0,0.2514684163920936,1.2409892572874808,1.20170183856557,0.4034679089026915
8900011,4308.0,0.2506465577116598,1.172530515700105,0.9125524970738281,0.41620241411327763
8900012,3970.0,0.24345903150028825,1.3191883741017028,1.0316786013299633,0.3861460957178841
8900013,4024.0,0.22666697415512121,1.3144311913942721,0.8059812551845702,0.38071570576540753
8900014,3846.0,0.266727403825022,0.9359452843557592,1.4583960070245228,0.43083723348933955
8900015,3770.0,0.27735326297955454,0.714503643132094,1.6235069808073401,0.44297082228116713
8900016,3694.0,0.23658874516743958,1.2962871271346428,1.1123448270330187,0.3822414726583649
8900017,4074.0,0.24770240452438094,1.2084964084730219,1.0599090822377537,0.4015709376534119
8900018,4000.0,0.2648243682882749,1.1607769778342918,1.1891902819424867,0.41275
8900019,3754.0,0.2343951328878366,1.2468282784750615,1.1294012068134232,0.38066062866275974
8900020,3930.0,0.2436072251082898,1.0327453072687596,0.9991397169311993,0.40966921119592875
8900021,4150.0,0.26015909583520996,1.2498488851403255,1.0327600726844317,0.4250602409638554
8900022,4066.0,0.24513448458105377,1.3061445020304134,0.9501350717046433,0.40088539104771276
8900023,4256.0,0.25802597611394396,1.2859430181123386,1.03344963846161,0.4201127819548872
8900024,3692.0,0.2501919075022999,1.0016077660793037,0.9953275673910733,0.3916576381365114
8900025,3974.0,0.26691636869334207,1.0806021697999217,1.292160709229662,0.43080020130850527
8900026,4070.0,0.2670874082129815,1.0684391222985723,1.1427328703270572,0.4503685503685504
8900027,4292.0,0.2344494762744508,0.952892569694859,1.018418085319576,0.3811742777260019
8900028,4036.0,0.2707601273824656,0.9039067879764084,1.1388501078444206,0.44425173439048565
8900029,4110.0,0.2609787972956678,0.8618000246430328,1.085045338211776,0.43990267639902675
8900030,3800.0,0.23886726222001017,1.3327187651680097,0.9483198260339467,0.3836842105263158
8900031,4084.0,0.25449629918007177,0.9325846055819927,1.0642644046640697,0.4155239960822723
8900032,3646.0,0.2812057668511775,1.024838777582886,1.4778336462407928,0.4487109160724081
8900033,3904.0,0.25579789584430057,1.0160000854072573,0.9556404883938948,0.41598360655737704
8900034,4050.0,0.26694666034254577,1.2184175280619551,1.1455570631961765,0.4325925925925926
8900035,3658.0,0.26802595686106373,1.0812202195991838,1.1897077668171037,0.4414980863860033
8900036,3780.0,0.24954645405683626,0.9622955279316379,0.9956755540614564,0.4105820105820106
8900037,4272.0,0.25166580774006,1.0980341913102698,1.0347506750169235,0.4199438202247191
8900038,3680.0,0.25350596289145355,1.3272047505956952,1.1928408085935465,0.41195652173913044
8900039,3556.0,0.2738395382433342,1.1922935956672118,1.1406232948981736,0.4431946006749156
8900040,3756.0,0.2679485411123354,0.9730818491702834,1.2950850189113008,0.43130990415335463
8900041,4026.0,0.2583842344688029,0.9770890646806136,1.1924342295174362,0.41604570293094884
8900042,3896.0,0.27209480799059527,0.9064339666342405,1.1259431106438076,0.4345482546201232
8900043,4018.0,0.253211376608399,1.0446436590000046,1.1768551979783224,0.41662518666002984
8900044,3602.0,0.25560232965603497,1.0833682257998558,1.2763727780251553,0.4275402554136591
8900045,4064.0,0.2582654780238467,0.9605509901298284,1.1328634165124747,0.43233267716535434
8900046,3850.0,0.2641737573585993,0.9558128477461248,1.27735847557907,0.41714285714285715
8900047,3982.0,0.2471064012198293,1.368045873407673,1.0210118758422475,0.41135107985936714
8900048,3806.0,0.2540027238663503,0.9749191087855127,1.2090798099606024,0.4256437204414083
8900049,3814.0,0.2580465004851067,1.0829546864212387,1.1209261457591577,0.41400104876769794
8900050,4278.0,0.25832023658538683,1.2261579715241444,1.0060692085419067,0.42473118279569894
8900051,3810.0,0.24330217810091012,1.1436072629697993,1.0028053260401009,0.3979002624671916
8900052,3904.0,0.24921874365004515,1.0204732681826887,1.1979554171672044,0.40599385245901637
8900053,4000.0,0.23640959868696518,1.0093996058572083,1.0537304508294911,0.388
8900054,3916.0,0.2858823651754211,0.7751242744986565,1.4482159478660288,0.4604187946884576
8900055,3962.0,0.2524638560344124,0.8869576700697458,1.04968438783669,0.41872791519434627
8900056,4008.0,0.26528771842426496,0.7715616941279146,1.354771911047637,0.4356287425149701
8900057,3346.0,0.2758311720679637,0.7534504873523332,1.450733849452558,0.44710101613867304
8900058,3888.0,0.2351050243987292,1.0086387614968688,1.0719385677756963,0.39377572016460904
8900059,3974.0,0.23671040734780974,1.4025726039834399,0.8217729395597603,0.3714141922496225
8900060,3834.0,0.2619665972016417,1.080393915064147,1.12904447024075,0.4175795513823683
8900061,3792.0,0.26655182970891844,1.153764043873734,1.1247847757767886,0.439873417721519
8900062,3984.0,0.26929189192190073,1.2934733786962433,1.2891433231287588,0.4309738955823293
8900063,4158.0,0.23865756550476766,1.2698449579969846,0.8616520138336466,0.3838383838383838
8900064,3904.0,0.2590635021297203,1.1641827919606318,1.0683555938818752,0.429047131147541
8900065,3858.0,0.28798910064652694,0.8693186583459964,1.4659231897460914,0.48548470710212543
8900066,3864.0,0.23974973181316603,1.0556254943776837,1.148936735450697,0.38923395445134573
8900067,3982.0,0.25218725657733254,0.9110278546808279,1.103168600950332,0.4083375188347564
8900068,3822.0,0.2507733607777769,1.221326220035943,1.0785458712652911,0.40345368916797486
8900069,3688.0,0.28715481583045194,0.7503198260954559,1.3860593398552137,0.47559652928416485
8900070,4014.0,0.2575147710425021,1.068996609973303,1.090604342343903,0.4252615844544096
8900071,3982.0,0.25141338481077113,1.3363211591513326,1.0866446787204231,0.4090909090909091
8900072,3886.0,0.2498892492458188,1.1858909544518206,1.122735574879845,0.4117344312918168
8900073,3722.0,0.2468684947094142,1.188998341477791,1.0425419597949057,0.39709833422890917
8900074,3958.0,0.26887873863975953,0.8719488103827439,1.2956229715714886,0.4441637190500253
8900075,4066.0,0.25549063230697494,1.1267598465303086,1.1312605240169236,0.41687161829808167
8900076,3722.0,0.26541773816292896,1.1106021133552253,1.2575297884118615,0.44062332079527133
8900077,3864.0,0.2808720902060149,1.0867377650436192,1.4349906785186095,0.4699792960662526
8900078,3832.0,0.24561145350013544,1.3952924592541005,0.9078017015492307,0.40840292275574114
8900079,4256.0,0.25457193533700884,1.1320675616467695,1.0006549067504675,0.40906954887218044
8900080,3852.0,0.24378092643025845,1.364048712933291,0.9935758200629787,0.39849428868120457
8900081,4154.0,0.25725354567866504,0.9915512500740642,1.112020070198699,0.4126143476167549
8900082,4064.0,0.24632698250075116,1.2346600097582097,0.988955202923105,0.4013287401574803
8900083,4250.0,0.24382411807052354,1.4197037992389763,0.8714855109610978,0.39741176470588235
8900084,4054.0,0.26011642748875924,1.3857958031295408,1.1330099634653428,0.43167242229896396
8900085,4184.0,0.26672520013356915,1.1177940326440103,1.0967545165942116,0.42710325047801145
8900086,3822.0,0.2663970886145327,0.8610542314239178,1.3162859366326543,0.4403453689167975
8900087,3766.0,0.2559545156008683,1.0794757806918072,1.0810673593608262,0.41476367498672334
8900088,3982.0,0.2540006853882382,1.0160274306496504,0.9887403329728627,0.4058262179809141
8900089,4088.0,0.2467971672784672,1.1821348346184772,1.0146496485146,0.39285714285714285
8900090,3900.0,0.25198049395583955,1.0581133063352453,1.1037729997722767,0.4094871794871795
8900091,4218.0,0.2539675309448739,1.106736282205528,1.1607685842047433,0.4113323850165955
8900092,4096.0,0.2750279768947621,1.1237370956050654,1.2897186701775354,0.449951171875
8900093,3950.0,0.2495723859352779,1.0159237893293553,1.0239227637818342,0.4020253164556962
