policy,pole,opponent,episode_seed,blue_score,red_score,win,draw,steps,home_defense_fraction,simultaneous_attackers,enemy_half_occupancy,commitment_timing,commitment_occurred,interception_behavior,interception_eligible_ticks,first_enemy_flag_contact,first_pickup,pickup_occurred,pickup_to_capture,carrier_fraction,capture_count,noncarrier_screen_fraction,screen_eligible_ticks
z0,A,OP6,8900062,0,0,0,1,240,0.3458333333333333,0.05416666666666667,0.15625,9,1,1.0,99.0,15,15,1,240,0.8458333333333333,0.0,1.0,99.0
z0,A,OP6,8900063,1,2,0,0,240,0.44166666666666665,0.08333333333333333,0.30833333333333335,8,1,0.8837209302325582,43.0,13,14,1,148,0.37083333333333335,1.0,0.8837209302325582,43.0
z0,A,OP6,8900064,3,0,1,0,168,0.6488095238095238,0.05357142857142857,0.38392857142857145,7,1,0.6285714285714286,35.0,14,14,1,40,0.2976190476190476,2.0,0.6285714285714286,35.0
z0,A,OP6,8900065,2,0,1,0,240,0.4791666666666667,0.05416666666666667,0.3416666666666667,7,1,0.9454545454545454,55.0,14,15,1,53,0.49166666666666664,2.0,0.9454545454545454,55.0
z0,A,OP6,8900066,0,0,0,1,240,0.38333333333333336,0.0125,0.15625,6,1,0.9705882352941176,102.0,12,12,1,240,0.8291666666666667,0.0,0.9705882352941176,102.0
z0,A,OP6,8900067,1,0,1,0,240,0.4125,0.13333333333333333,0.32083333333333336,7,1,0.9,30.0,13,13,1,137,0.32083333333333336,1.0,0.9,30.0
z0,A,OP6,8900068,3,0,1,0,130,0.5769230769230769,0.13846153846153847,0.41923076923076924,6,1,0.6363636363636364,44.0,14,14,1,29,0.3923076923076923,2.0,0.6363636363636364,44.0
z0,A,OP6,8900069,0,0,0,1,240,0.38333333333333336,0.029166666666666667,0.15208333333333332,6,1,0.9809523809523809,105.0,11,12,1,240,0.8875,0.0,0.9809523809523809,105.0
z0,A,OP6,8900070,0,1,0,0,240,0.35833333333333334,0.1,0.23125,8,1,0.8769230769230769,65.0,14,14,1,240,0.5583333333333333,0.0,0.8769230769230769,65.0
z0,A,OP6,8900071,1,0,1,0,240,0.37916666666666665,0.06666666666666667,0.23333333333333334,6,1,0.9868421052631579,76.0,12,12,1,65,0.7125,1.0,0.9868421052631579,76.0
z0,A,OP6,8900072,2,1,1,0,240,0.4625,0.1,0.33541666666666664,7,1,0.4642857142857143,84.0,14,14,1,30,0.5208333333333334,2.0,0.4642857142857143,84.0
z0,A,OP6,8900073,3,0,1,0,168,0.47023809523809523,0.10119047619047619,0.4255952380952381,6,1,0.34285714285714286,35.0,14,14,1,21,0.38095238095238093,2.0,0.34285714285714286,35.0
z0,A,OP6,8900074,2,0,1,0,240,0.4083333333333333,0.04583333333333333,0.26666666666666666,7,1,0.8173913043478261,115.0,13,13,1,20,0.8208333333333333,2.0,0.8173913043478261,115.0
z0,A,OP6,8900075,1,0,1,0,240,0.5166666666666667,0.025,0.21458333333333332,7,1,0.8352941176470589,85.0,53,53,1,74,0.5958333333333333,1.0,0.8352941176470589,85.0
z0,A,OP6,8900076,1,0,1,0,240,0.3958333333333333,0.07083333333333333,0.2833333333333333,8,1,0.8688524590163934,61.0,14,14,1,55,0.5583333333333333,1.0,0.8688524590163934,61.0
z0,A,OP6,8900077,0,0,0,1,240,0.37916666666666665,0.016666666666666666,0.18125,6,1,0.9560439560439561,91.0,55,55,1,240,0.7541666666666667,0.0,0.9560439560439561,91.0
z0,A,OP6,8900078,0,0,0,1,240,0.4083333333333333,0.020833333333333332,0.15416666666666667,9,1,1.0,115.0,16,16,1,240,0.8625,0.0,1.0,115.0
z0,A,OP6,8900079,2,0,1,0,240,0.4166666666666667,0.0625,0.2604166666666667,10,1,0.8105263157894737,95.0,16,16,1,17,0.7541666666666667,2.0,0.8105263157894737,95.0
z0,A,OP6,8900080,1,0,1,0,240,0.4375,0.03333333333333333,0.24583333333333332,8,1,0.8585858585858586,99.0,13,13,1,127,0.7458333333333333,1.0,0.8585858585858586,99.0
z0,A,OP6,8900081,1,0,1,0,240,0.4791666666666667,0.025,0.22291666666666668,6,1,0.8876404494382022,89.0,13,13,1,32,0.7041666666666667,1.0,0.8876404494382022,89.0
z0,A,OP6,8900082,2,1,1,0,240,0.4666666666666667,0.12916666666666668,0.2916666666666667,7,1,0.75,68.0,13,13,1,138,0.5208333333333334,2.0,0.75,68.0
z0,A,OP6,8900083,2,0,1,0,240,0.6375,0.0125,0.4166666666666667,7,1,0.2830188679245283,53.0,15,15,1,42,0.2625,2.0,0.2830188679245283,53.0
z0,A,OP6,8900084,1,0,1,0,240,0.4166666666666667,0.05416666666666667,0.18541666666666667,24,1,0.9789473684210527,95.0,29,29,1,14,0.7625,1.0,0.9789473684210527,95.0
z0,A,OP6,8900085,2,0,1,0,240,0.5458333333333333,0.0375,0.29583333333333334,7,1,0.8888888888888888,90.0,16,16,1,44,0.5958333333333333,2.0,0.8888888888888888,90.0
z0,A,OP6,8900086,0,0,0,1,240,0.375,0.020833333333333332,0.16875,7,1,0.9814814814814815,108.0,16,17,1,240,0.8666666666666667,0.0,0.9814814814814815,108.0
z0,A,OP6,8900087,2,1,1,0,240,0.4166666666666667,0.05416666666666667,0.28125,6,1,0.8192771084337349,83.0,14,14,1,15,0.6666666666666666,2.0,0.8192771084337349,83.0
z0,A,OP6,8900088,3,0,1,0,193,0.5595854922279793,0.06735751295336788,0.31865284974093266,6,1,0.7391304347826086,46.0,12,13,1,34,0.44559585492227977,2.0,0.7391304347826086,46.0
z0,A,OP6,8900089,2,1,1,0,240,0.4708333333333333,0.08333333333333333,0.3729166666666667,9,1,0.5571428571428572,70.0,15,15,1,95,0.49166666666666664,2.0,0.5571428571428572,70.0
z0,A,OP6,8900090,0,1,0,0,240,0.4125,0.05,0.18541666666666667,19,1,0.981651376146789,109.0,25,26,1,240,0.8,0.0,0.981651376146789,109.0
z0,A,OP6,8900091,0,0,0,1,240,0.36666666666666664,0.05,0.1625,6,1,1.0,99.0,14,14,1,240,0.8416666666666667,0.0,1.0,99.0
z0,A,OP6,8900092,0,0,0,1,240,0.35833333333333334,0.004166666666666667,0.15833333333333333,6,1,0.9702970297029703,101.0,32,33,1,240,0.8625,0.0,0.9702970297029703,101.0
z0,A,OP6,8900093,2,0,1,0,240,0.49166666666666664,0.06666666666666667,0.27708333333333335,12,1,0.6567164179104478,67.0,18,18,1,75,0.45416666666666666,2.0,0.6567164179104478,67.0
z0,A,OP6,8900094,0,0,0,1,240,0.4583333333333333,0.0,0.2,8,1,0.9387755102040817,98.0,14,15,1,240,0.7583333333333333,0.0,0.9387755102040817,98.0
z0,A,OP6,8900095,1,0,1,0,240,0.4166666666666667,0.029166666666666667,0.2625,7,1,0.7425742574257426,101.0,14,15,1,26,0.7166666666666667,1.0,0.7425742574257426,101.0
z0,A,OP6,8900096,2,0,1,0,240,0.5916666666666667,0.07916666666666666,0.28541666666666665,8,1,0.7894736842105263,57.0,28,28,1,57,0.3458333333333333,2.0,0.7894736842105263,57.0
z0,A,OP6,8900097,0,1,0,0,240,0.42083333333333334,0.1625,0.3229166666666667,10,1,0.75,8.0,18,18,1,240,0.09583333333333334,0.0,0.75,8.0
z0,A,OP6,8900098,0,0,0,1,240,0.4041666666666667,0.0125,0.14166666666666666,7,1,0.9626168224299065,107.0,14,15,1,240,0.8791666666666667,0.0,0.9626168224299065,107.0
z0,A,OP6,8900099,0,0,0,1,240,0.375,0.016666666666666666,0.20625,5,1,0.8823529411764706,102.0,11,11,1,240,0.8166666666666667,0.0,0.8823529411764706,102.0
z0,A,OP6,8900100,0,0,0,1,240,0.37083333333333335,0.0375,0.15625,9,1,0.8909090909090909,110.0,14,14,1,240,0.8791666666666667,0.0,0.8909090909090909,110.0
z0,A,OP6,8900101,0,0,0,1,240,0.35833333333333334,0.025,0.13958333333333334,8,1,0.9906542056074766,107.0,27,27,1,240,0.8875,0.0,0.9906542056074766,107.0
z0,A,OP6,8900102,0,0,0,1,240,0.38333333333333336,0.004166666666666667,0.15,6,1,1.0,111.0,13,13,1,240,0.8916666666666667,0.0,1.0,111.0
z0,A,OP6,8900103,3,0,1,0,159,0.610062893081761,0.11949685534591195,0.3742138364779874,6,1,0.4444444444444444,45.0,12,12,1,44,0.4025157232704403,2.0,0.4444444444444444,45.0
z0,A,OP6,8900104,2,1,1,0,240,0.45,0.075,0.29583333333333334,6,1,0.873015873015873,63.0,12,12,1,70,0.5875,2.0,0.873015873015873,63.0
z0,A,OP6,8900105,0,0,0,1,240,0.3958333333333333,0.029166666666666667,0.14791666666666667,7,1,0.9736842105263158,114.0,13,13,1,240,0.8875,0.0,0.9736842105263158,114.0
z0,A,OP6,8900106,2,1,1,0,240,0.39166666666666666,0.1375,0.29375,8,1,0.8059701492537313,67.0,15,15,1,118,0.5375,2.0,0.8059701492537313,67.0
z0,A,OP6,8900107,1,0,1,0,240,0.3958333333333333,0.03333333333333333,0.1875,8,1,0.8867924528301887,106.0,13,14,1,15,0.825,1.0,0.8867924528301887,106.0
z0,A,OP6,8900108,0,0,0,1,240,0.45416666666666666,0.029166666666666667,0.21458333333333332,10,1,0.9390243902439024,82.0,15,16,1,240,0.6625,0.0,0.9390243902439024,82.0
z0,A,OP6,8900109,2,0,1,0,240,0.5166666666666667,0.04583333333333333,0.2604166666666667,7,1,0.8775510204081632,98.0,13,13,1,32,0.6916666666666667,2.0,0.8775510204081632,98.0
z0,A,OP6,8900110,0,0,0,1,240,0.3625,0.025,0.14791666666666667,6,1,1.0,100.0,33,34,1,240,0.8583333333333333,0.0,1.0,100.0
z0,A,OP6,8900111,1,0,1,0,240,0.4166666666666667,0.008333333333333333,0.19166666666666668,6,1,0.9423076923076923,104.0,26,26,1,14,0.8291666666666667,1.0,0.9423076923076923,104.0
z0,A,OP6,8900112,2,0,1,0,240,0.475,0.07916666666666666,0.3375,9,1,0.8305084745762712,59.0,15,15,1,97,0.5,2.0,0.8305084745762712,59.0
z0,A,OP6,8900113,3,0,1,0,236,0.5720338983050848,0.1016949152542373,0.3453389830508475,8,1,0.671875,64.0,14,14,1,84,0.3813559322033898,2.0,0.671875,64.0
z0,A,OP6,8900114,3,0,1,0,149,0.5704697986577181,0.08053691275167785,0.37919463087248323,13,1,0.5714285714285714,21.0,27,28,1,22,0.348993288590604,2.0,0.5714285714285714,21.0
z0,A,OP6,8900115,0,0,0,1,240,0.4375,0.008333333333333333,0.21875,9,1,0.9135802469135802,81.0,14,15,1,240,0.6625,0.0,0.9135802469135802,81.0
z0,A,OP6,8900116,0,0,0,1,240,0.5166666666666667,0.06666666666666667,0.25833333333333336,6,1,0.75,4.0,28,28,1,240,0.041666666666666664,0.0,0.75,4.0
z0,A,OP6,8900117,2,1,1,0,240,0.5708333333333333,0.058333333333333334,0.3416666666666667,6,1,0.6627906976744186,86.0,28,28,1,14,0.5,2.0,0.6627906976744186,86.0
z0,A,OP6,8900118,0,0,0,1,240,0.3541666666666667,0.025,0.16458333333333333,6,1,0.9428571428571428,105.0,12,12,1,240,0.8958333333333334,0.0,0.9428571428571428,105.0
z0,A,OP6,8900119,3,1,1,0,222,0.5225225225225225,0.0990990990990991,0.3581081081081081,8,1,0.6956521739130435,23.0,14,15,1,42,0.22972972972972974,2.0,0.6956521739130435,23.0
z0,A,OP6,8900120,1,0,1,0,240,0.5291666666666667,0.025,0.30416666666666664,7,1,0.72,25.0,29,29,1,98,0.19583333333333333,1.0,0.72,25.0
z0,A,OP6,8900121,3,0,1,0,171,0.4678362573099415,0.09941520467836257,0.3684210526315789,8,1,0.5454545454545454,11.0,13,14,1,55,0.26900584795321636,2.0,0.5454545454545454,11.0
z0,A,OP6,8900122,0,0,0,1,240,0.44166666666666665,0.008333333333333333,0.16875,6,1,0.9831932773109243,119.0,16,16,1,240,0.875,0.0,0.9831932773109243,119.0
z0,A,OP6,8900123,0,0,0,1,240,0.3333333333333333,0.06666666666666667,0.16041666666666668,8,1,1.0,104.0,14,14,1,240,0.8583333333333333,0.0,1.0,104.0
z0,A,OP6,8900124,0,0,0,1,240,0.35833333333333334,0.0125,0.17083333333333334,7,1,0.9642857142857143,112.0,14,15,1,240,0.8833333333333333,0.0,0.9642857142857143,112.0
z0,A,OP6,8900125,1,0,1,0,240,0.4125,0.029166666666666667,0.24375,7,1,0.8686868686868687,99.0,15,16,1,28,0.7541666666666667,1.0,0.8686868686868687,99.0
z0,A,OP6,8900126,1,1,0,1,240,0.4041666666666667,0.09166666666666666,0.33541666666666664,5,1,0.64,75.0,16,16,1,108,0.525,1.0,0.64,75.0
z0,A,OP6,8900127,3,0,1,0,166,0.6325301204819277,0.06626506024096386,0.39457831325301207,10,1,0.3939393939393939,33.0,17,17,1,90,0.3132530120481928,2.0,0.3939393939393939,33.0
z0,A,OP6,8900128,0,0,0,1,240,0.39166666666666666,0.041666666666666664,0.19583333333333333,10,1,0.8631578947368421,95.0,16,16,1,240,0.75,0.0,0.8631578947368421,95.0
z0,A,OP6,8900129,0,1,0,0,240,0.3458333333333333,0.058333333333333334,0.19375,9,1,0.9111111111111111,90.0,17,17,1,240,0.7583333333333333,0.0,0.9111111111111111,90.0
z0,A,OP6,8900130,0,0,0,1,240,0.36666666666666664,0.020833333333333332,0.14375,8,1,0.97,100.0,14,14,1,240,0.8708333333333333,0.0,0.97,100.0
z0,A,OP6,8900131,2,0,1,0,240,0.4875,0.029166666666666667,0.21875,13,1,0.8813559322033898,118.0,19,19,1,15,0.8416666666666667,2.0,0.8813559322033898,118.0
z0,A,OP6,8900132,3,0,1,0,183,0.6338797814207651,0.060109289617486336,0.4180327868852459,10,1,0.39473684210526316,38.0,16,16,1,54,0.3114754098360656,2.0,0.39473684210526316,38.0
z0,A,OP6,8900133,0,0,0,1,240,0.4,0.058333333333333334,0.2125,9,1,0.8775510204081632,98.0,15,15,1,240,0.7583333333333333,0.0,0.8775510204081632,98.0
z0,A,OP6,8900134,3,1,1,0,185,0.5027027027027027,0.12432432432432433,0.35405405405405405,8,1,0.4166666666666667,24.0,14,14,1,64,0.2864864864864865,2.0,0.4166666666666667,24.0
z0,A,OP6,8900135,1,0,1,0,240,0.3958333333333333,0.04583333333333333,0.21458333333333332,23,1,0.9390243902439024,82.0,29,29,1,41,0.7166666666666667,1.0,0.9390243902439024,82.0
z0,A,OP6,8900136,3,0,1,0,173,0.5260115606936416,0.07514450867052024,0.42196531791907516,5,1,0.2894736842105263,38.0,11,11,1,50,0.37572254335260113,2.0,0.2894736842105263,38.0
z0,A,OP6,8900137,2,1,1,0,240,0.425,0.07083333333333333,0.23541666666666666,6,1,0.9368421052631579,95.0,14,14,1,14,0.7416666666666667,2.0,0.9368421052631579,95.0
z0,A,OP6,8900138,2,0,1,0,240,0.4125,0.07083333333333333,0.18958333333333333,9,1,0.9578947368421052,95.0,15,15,1,194,0.7583333333333333,2.0,0.9578947368421052,95.0
z0,A,OP6,8900139,0,0,0,1,240,0.375,0.03333333333333333,0.14166666666666666,8,1,0.868421052631579,114.0,21,22,1,240,0.9083333333333333,0.0,0.868421052631579,114.0
z0,A,OP6,8900140,1,0,1,0,240,0.4166666666666667,0.020833333333333332,0.12916666666666668,8,1,1.0,101.0,26,26,1,200,0.8333333333333334,1.0,1.0,101.0
z0,A,OP6,8900141,1,0,1,0,240,0.5375,0.025,0.34791666666666665,9,1,0.76,50.0,16,16,1,169,0.3416666666666667,1.0,0.76,50.0
z0,A,OP6,8900142,2,1,1,0,240,0.475,0.0125,0.2916666666666667,7,1,0.7040816326530612,98.0,15,15,1,37,0.6916666666666667,2.0,0.7040816326530612,98.0
z0,A,OP6,8900143,2,0,1,0,240,0.43333333333333335,0.1,0.29375,10,1,0.9016393442622951,61.0,17,17,1,71,0.5166666666666667,2.0,0.9016393442622951,61.0
z0,A,OP6,8900144,3,1,1,0,137,0.656934306569343,0.10948905109489052,0.3284671532846715,10,1,0.7857142857142857,28.0,28,28,1,14,0.32116788321167883,2.0,0.7857142857142857,28.0
