policy,pole,opponent,episode_seed,blue_score,red_score,win,draw,steps,home_defense_fraction,simultaneous_attackers,enemy_half_occupancy,commitment_timing,commitment_occurred,interception_behavior,interception_eligible_ticks,first_enemy_flag_contact,first_pickup,pickup_occurred,pickup_to_capture,carrier_fraction,capture_count,noncarrier_screen_fraction,screen_eligible_ticks
z0,A,OP6,10300001,3,2,1,0,199,0.46733668341708545,0.1507537688442211,0.3492462311557789,23,1,0.36,50.0,28,28,1,52,0.36683417085427134,2.0,0.36,50.0
z0,A,OP6,10300002,1,0,1,0,240,0.3875,0.016666666666666666,0.15416666666666667,10,1,0.9074074074074074,108.0,16,16,1,13,0.9041666666666667,1.0,0.9074074074074074,108.0
z0,A,OP6,10300003,1,0,1,0,240,0.4083333333333333,0.04583333333333333,0.22916666666666666,9,1,0.8686868686868687,99.0,33,34,1,15,0.7458333333333333,1.0,0.8686868686868687,99.0
z0,A,OP6,10300004,3,0,1,0,139,0.41007194244604317,0.1510791366906475,0.3597122302158273,21,1,0.8333333333333334,6.0,26,26,1,17,0.3237410071942446,2.0,0.8333333333333334,6.0
z0,A,OP6,10300005,1,0,1,0,240,0.4625,0.0375,0.26458333333333334,8,1,0.8901098901098901,91.0,17,18,1,111,0.6375,1.0,0.8901098901098901,91.0
z0,A,OP6,10300006,0,0,0,1,240,0.3625,0.020833333333333332,0.16875,7,1,0.9702970297029703,101.0,13,13,1,240,0.85,0.0,0.9702970297029703,101.0
z0,A,OP6,10300007,0,0,0,1,240,0.4125,0.05,0.2375,8,1,0.9868421052631579,76.0,14,14,1,240,0.6541666666666667,0.0,0.9868421052631579,76.0
z0,A,OP6,10300008,0,0,0,1,240,0.43333333333333335,0.0,0.22708333333333333,6,1,0.9080459770114943,87.0,15,15,1,240,0.7166666666666667,0.0,0.9080459770114943,87.0
z0,A,OP6,10300009,1,0,1,0,240,0.5375,0.008333333333333333,0.2,12,1,0.8762886597938144,97.0,18,18,1,40,0.6791666666666667,1.0,0.8762886597938144,97.0
z0,A,OP6,10300010,0,0,0,1,240,0.3958333333333333,0.03333333333333333,0.19583333333333333,7,1,0.8476190476190476,105.0,15,16,1,240,0.8083333333333333,0.0,0.8476190476190476,105.0
z0,A,OP6,10300011,1,1,0,1,240,0.5666666666666667,0.05416666666666667,0.3375,7,1,0.6590909090909091,44.0,15,16,1,100,0.3375,1.0,0.6590909090909091,44.0
z0,A,OP6,10300012,2,1,1,0,240,0.48333333333333334,0.09583333333333334,0.3645833333333333,7,1,0.6875,80.0,14,14,1,32,0.525,2.0,0.6875,80.0
z0,A,OP6,10300013,3,0,1,0,184,0.3967391304347826,0.10326086956521739,0.3179347826086957,8,1,1.0,49.0,14,14,1,72,0.6304347826086957,2.0,1.0,49.0
z0,A,OP6,10300014,0,1,0,0,240,0.4166666666666667,0.029166666666666667,0.20625,8,1,0.7669902912621359,103.0,15,16,1,240,0.75,0.0,0.7669902912621359,103.0
z0,A,OP6,10300015,2,0,1,0,240,0.44166666666666665,0.05416666666666667,0.225,8,1,0.9456521739130435,92.0,14,15,1,79,0.775,2.0,0.9456521739130435,92.0
z0,A,OP6,10300016,3,0,1,0,224,0.4419642857142857,0.10714285714285714,0.3325892857142857,13,1,0.8695652173913043,46.0,18,19,1,16,0.45535714285714285,2.0,0.8695652173913043,46.0
z0,A,OP6,10300017,3,0,1,0,160,0.4625,0.1,0.40625,6,1,0.7391304347826086,46.0,13,18,1,29,0.525,2.0,0.7391304347826086,46.0
z0,A,OP6,10300018,3,0,1,0,228,0.4473684210526316,0.06578947368421052,0.2807017543859649,12,1,0.8375,80.0,17,18,1,28,0.6447368421052632,2.0,0.8375,80.0
z0,A,OP6,10300019,3,0,1,0,134,0.4701492537313433,0.13432835820895522,0.3656716417910448,8,1,0.6415094339622641,53.0,14,14,1,39,0.5970149253731343,2.0,0.6415094339622641,53.0
z0,A,OP6,10300020,0,0,0,1,240,0.4,0.016666666666666666,0.18125,6,1,0.9619047619047619,105.0,18,45,1,240,0.8125,0.0,0.9619047619047619,105.0
z0,A,OP6,10300021,2,0,1,0,240,0.4375,0.058333333333333334,0.28125,7,1,0.9027777777777778,72.0,27,27,1,95,0.625,2.0,0.9027777777777778,72.0
z0,A,OP6,10300022,1,0,1,0,240,0.4166666666666667,0.03333333333333333,0.23333333333333334,6,1,0.8762886597938144,97.0,13,13,1,31,0.7833333333333333,1.0,0.8762886597938144,97.0
z0,A,OP6,10300023,1,0,1,0,240,0.4166666666666667,0.07916666666666666,0.27708333333333335,8,1,0.9305555555555556,72.0,15,15,1,42,0.5666666666666667,1.0,0.9305555555555556,72.0
z0,A,OP6,10300024,1,0,1,0,240,0.4666666666666667,0.025,0.2604166666666667,6,1,0.8970588235294118,68.0,16,16,1,85,0.5958333333333333,1.0,0.8970588235294118,68.0
z0,A,OP6,10300025,3,0,1,0,146,0.5958904109589042,0.0547945205479452,0.4143835616438356,13,1,0.5490196078431373,51.0,18,18,1,14,0.4726027397260274,2.0,0.5490196078431373,51.0
z0,A,OP6,10300026,2,1,1,0,240,0.55,0.09166666666666666,0.33541666666666664,8,1,0.7619047619047619,42.0,14,15,1,34,0.325,2.0,0.7619047619047619,42.0
z0,A,OP6,10300027,3,0,1,0,176,0.5113636363636364,0.07386363636363637,0.2897727272727273,5,1,0.8771929824561403,57.0,11,11,1,75,0.5909090909090909,2.0,0.8771929824561403,57.0
z0,A,OP6,10300028,2,1,1,0,240,0.44583333333333336,0.15,0.36041666666666666,9,1,0.43478260869565216,23.0,15,15,1,194,0.19166666666666668,2.0,0.43478260869565216,23.0
z0,A,OP6,10300029,2,0,1,0,240,0.5583333333333333,0.008333333333333333,0.31666666666666665,7,1,0.8658536585365854,82.0,14,14,1,112,0.5833333333333334,2.0,0.8658536585365854,82.0
