episode_seed,eligible_heads,jsd_bits,margin_A_bits,margin_B_bits,argmax_disagree
10300001,4004.0,0.22759515749333384,0.9788589908906093,-0.025664359733060405,0.2774725274725275
10300002,4006.0,0.2301873636212994,0.9707721367262627,-0.08516802991769698,0.32576135796305544
10300003,3814.0,0.2277907235816504,0.8229693427758109,-0.06659956039264056,0.3012585212375459
10300004,3806.0,0.22562057854773118,0.7703609836086655,-0.019200459518090587,0.2953231739358907
10300005,4016.0,0.2269689390617627,0.9344163277442474,-0.026038453454129487,0.26817729083665337
10300006,3972.0,0.22843234668310436,0.7831361575646762,-0.10384530781544107,0.351460221550856
10300007,4050.0,0.23045477990015054,0.8873667212897612,-0.046362702710393035,0.28814814814814815
10300008,4220.0,0.22587776403009044,0.9090988533862676,0.0030600850686642797,0.28033175355450235
10300009,3926.0,0.22657795693731042,0.7870026073070794,-0.010559207637866904,0.29648497198166074
10300010,4090.0,0.22441375456695742,0.9359641323134776,-0.10091675408093445,0.3
10300011,4138.0,0.22387937620217355,0.8544220131317333,-0.04037890960847254,0.305461575640406
10300012,3854.0,0.2294166193696026,0.8087124062105665,-0.060187654010081575,0.30072651790347693
10300013,3934.0,0.22575208671053898,0.970814047486393,0.10141589741417158,0.2592780884595831
10300014,3982.0,0.2317957836247715,1.030369597290222,-0.02927484989750032,0.27749874434957306
10300015,3874.0,0.23050024549086867,0.9737667418250917,-0.08357323066484823,0.3087248322147651
10300016,3966.0,0.22941145433683138,1.0467735381549919,-0.02015272036487865,0.28769541099344426
10300017,3988.0,0.23112855566555304,1.1415389258089432,-0.004577445208189361,0.27432296890672014
10300018,4058.0,0.22831700139294828,1.0923276822068468,-0.06446729435003878,0.31172991621488416
10300019,3594.0,0.22266255920928057,0.7609688780691867,-0.08969638074976773,0.335559265442404
10300020,3962.0,0.23078812915100286,0.9603531621039245,-0.0773787870269752,0.2877334679454821
10300021,3940.0,0.22749592412055145,0.8069280784974243,-0.0944825047731097,0.3461928934010152
10300022,4008.0,0.23110785546848278,0.9857799284561666,0.001095802891263348,0.2904191616766467
10300023,3726.0,0.22784963856644677,0.9821281387314192,-0.12190038086351565,0.2898550724637681
10300024,4032.0,0.22634236996490803,0.8988521835907171,0.005411116633608583,0.26587301587301587
10300025,3898.0,0.2317329975826548,1.0803508853120276,-0.012561125008952257,0.31836839404822986
10300026,4210.0,0.22247918803873085,0.9903257728189301,-0.012861835747744861,0.29168646080760097
10300027,3802.0,0.22823019919114512,0.9982789005302304,-0.013491848498379037,0.31246712256707
10300028,4104.0,0.2334540907845453,1.1503079867437047,-0.013761937266059555,0.25462962962962965
10300029,4000.0,0.2287769613750279,0.9759264935702086,-0.061444131568074226,0.30175
10300030,4054.0,0.23303123968954326,1.0548868324105882,-0.03676743735203204,0.2503700049333991
10300031,3664.0,0.2270652666387014,0.9211067553959363,-0.07819892084998725,0.2843886462882096
10300032,4052.0,0.22852959909162834,0.8277891061626382,-0.04325447256538028,0.27665350444225073
10300033,3840.0,0.2307724930307207,0.8928042051692804,-0.10264263155986555,0.3203125
