episode_id,run_id,run_pid,timesteps,policy_update,rollout_step,latent_z,curriculum_phase,mode,map_set,map_layout,map_vertical_mirror,opponent,opponent_id,success,blue_score,red_score,win_margin,decision_steps,zone_coverage,collision_free_episode,collision_events_per_episode,obstacle_collision_events_per_episode,near_misses_per_episode,blue_route_upper_crossings,blue_route_lower_crossings,red_route_upper_crossings,red_route_lower_crossings,blue_attack_upper_crossings,blue_attack_lower_crossings,blue_return_upper_crossings,blue_return_lower_crossings,blue_intercept_upper_crossings,blue_intercept_lower_crossings,red_attack_upper_crossings,red_attack_lower_crossings,red_return_upper_crossings,red_return_lower_crossings,red_intercept_upper_crossings,red_intercept_lower_crossings,time_to_first_score,mean_inter_robot_dist,reward_terminal,reward_offense,reward_pbrs,reward_team,reward_sparse,reward_sparse_points,reward_failure,reward_total
14,55888-1783186148592006700,55888,1050756,18,33,1,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,1,2,221,0.7999999523162842,1,0,8,54,14,9,9,13,6,4,3,0,2,0,2,6,0,1,5,3,142.0,6.4849428202771495,1.0,0.5,-0.01047717034816742,0.0,1.0,100.0,0.0,0.5541461706161499
15,55888-1783186148592006700,55888,1050840,18,54,2,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP11,10,1,3,0,3,176,0.7999999523162842,1,0,5,54,8,12,0,16,5,5,0,3,0,0,0,3,0,0,0,7,44.0,5.924725619229403,1.0,0.5,-0.0008406788110733032,0.0,1.0,100.0,0.0,0.5545632839202881
16,55888-1783186148592006700,55888,1051056,18,108,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,0,3,142,0.7599999904632568,0,2,0,49,3,11,2,10,2,5,1,2,0,0,0,1,0,0,2,7,36.0,5.678987315003301,1.0,0.5,-0.000752672553062439,0.0,1.0,100.0,0.0,0.5545671582221985
17,55888-1783186148592006700,55888,1051092,18,117,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,0,3,112,0.5999999642372131,1,0,5,40,4,8,1,8,2,4,1,2,0,0,0,0,0,0,1,6,31.0,5.682082039969308,1.0,0.5,0.002296924591064453,0.0,1.0,100.0,0.0,0.554699182510376
18,55888-1783186148592006700,55888,1051320,18,174,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP12,11,1,3,1,2,141,0.6399999856948853,1,0,4,25,7,5,7,3,3,1,1,2,1,1,1,0,1,0,5,3,82.0,6.144611331587988,1.0,0.5,-0.007060334086418152,0.0,1.0,100.0,-0.20000000298023224,0.5186993479728699
19,55888-1783186148592006700,55888,1051476,18,213,1,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,0,3,105,0.7199999690055847,1,0,4,44,2,10,0,10,2,4,0,3,0,0,0,1,0,0,0,7,35.0,5.550521995907738,1.0,0.5,0.002721063792705536,0.0,1.0,100.0,0.0,0.554717481136322
20,55888-1783186148592006700,55888,1051608,18,246,3,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP9,8,1,3,0,3,192,0.7999999523162842,0,1,1,40,3,17,4,8,2,8,0,3,0,0,2,1,0,0,1,6,39.0,6.616568883260091,1.0,0.5,-0.005026519298553467,0.0,1.0,100.0,0.0,0.5543822050094604
21,55888-1783186148592006700,55888,1051752,19,26,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,1,2,108,0.8799999952316284,1,0,2,19,11,2,4,5,4,1,3,0,1,1,0,2,0,1,3,2,38.0,6.767978244357639,1.0,0.5,-0.01021537184715271,0.0,1.0,100.0,0.0,0.5541574954986572
22,55888-1783186148592006700,55888,1051832,19,46,1,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP9,8,1,3,0,3,185,0.6800000071525574,0,1,8,50,4,15,0,13,3,6,0,3,0,1,0,2,0,1,0,8,69.0,6.037465688344595,1.0,0.5,-0.02354760468006134,0.014999999664723873,1.0,100.0,0.0,0.554229736328125
23,55888-1783186148592006700,55888,1051972,19,81,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,1,2,124,0.6800000071525574,1,0,3,50,11,1,7,5,5,0,2,1,1,0,1,1,0,1,3,2,36.0,6.049110658707157,1.0,0.5,-0.005085989832878113,0.0,1.0,100.0,-0.20000000298023224,0.518789529800415
24,55888-1783186148592006700,55888,1052216,19,142,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,1,2,116,0.6399999856948853,1,0,2,23,2,9,1,10,1,3,0,3,1,1,0,1,1,0,0,7,34.0,5.748974504141972,1.0,0.5,0.006269872188568115,0.0,1.0,100.0,0.0,0.5548709630966187
25,55888-1783186148592006700,55888,1052244,19,149,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP12,11,1,3,0,3,159,0.6399999856948853,0,1,19,57,4,18,5,6,3,8,0,3,0,0,3,0,0,0,1,3,67.0,6.591303219585298,1.0,0.5,0.0019592195749282837,0.0,1.0,100.0,0.0,0.5546845197677612
26,55888-1783186148592006700,55888,1052512,19,216,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP11,10,1,3,0,3,170,0.8399999737739563,1,0,8,44,7,8,6,14,5,3,1,2,0,0,1,4,0,0,2,8,36.0,6.003219784007353,1.0,0.5,-0.008590281009674072,0.0,1.0,100.0,0.0,0.5542278289794922
27,55888-1783186148592006700,55888,1052608,19,240,1,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,0,3,98,0.6800000071525574,1,0,1,11,2,7,0,7,1,2,0,3,1,1,0,0,0,1,0,6,32.0,6.142911949936225,1.0,0.5,-0.015329182147979736,0.014999999664723873,1.0,100.0,-0.20000000298023224,0.5190067887306213
28,55888-1783186148592006700,55888,1052644,19,249,1,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP12,11,1,3,0,3,100,0.8399999737739563,1,0,1,20,12,2,14,1,5,2,3,0,0,0,2,0,0,0,10,1,34.0,5.677550048828125,1.0,0.5,-0.005958631634712219,0.0,1.0,100.0,-0.20000000298023224,0.5187496542930603
29,55888-1783186148592006700,55888,1053000,20,82,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,2,1,122,0.7999999523162842,1,0,3,27,7,7,4,7,3,0,1,2,1,4,1,1,1,1,1,4,42.0,5.716753850217725,1.0,0.5,0.005246356129646301,0.0,1.0,100.0,-0.20000000298023224,0.5192613005638123
30,55888-1783186148592006700,55888,1053000,20,82,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP11,10,1,3,1,2,98,0.5999999642372131,0,2,4,38,9,3,5,1,2,2,3,0,1,1,0,0,0,1,4,0,34.0,5.721942512356505,1.0,0.5,-0.005845397710800171,0.0,1.0,100.0,-0.20000000298023224,0.5187548398971558
31,55888-1783186148592006700,55888,1053396,20,181,3,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP11,10,1,3,2,1,356,0.8399999737739563,1,0,13,76,10,24,2,26,5,9,0,3,4,0,0,12,1,1,0,6,160.0,6.495728224850772,1.0,0.5,-0.0007850080728530884,0.0,1.0,100.0,-0.20000000298023224,0.51898592710495
