checkpoint,opponent,latent_z,map,episode_index,cell_seed,episode_seed,success,blue_score,red_score,steps,return,zone_coverage,collision_free,win_margin,time_to_first_score,mean_inter_robot_dist,episode_start_phase,fixed_latent_id,outcome,collisions_per_episode,collision_events_per_episode,obstacle_collision_events_per_episode,blue_stuck_steps,red_stuck_steps,blue_blocked_movement_events,blue_obstacle_collision_events,blue_route_switches,blue_attack_upper_crossings,blue_attack_lower_crossings,blue_return_upper_crossings,blue_return_lower_crossings,blue_intercept_upper_crossings,blue_intercept_lower_crossings,blue_upper_lane_steps,blue_lower_lane_steps,blue_neutral_lane_steps,blue_movement_attempts,blue_successful_movement_steps,blue_repeated_blocked_movement_events,near_misses_per_episode,decision_steps,reward_total,reward_sparse_points,reward_offense,behavior_team_spread,behavior_num_attackers,behavior_num_defenders,behavior_num_go_to,behavior_carrier_escort_count,behavior_nearest_blue_to_carrier,behavior_nearest_blue_to_enemy_carrier,behavior_n_intercept_near_enemy_carrier,behavior_avg_blue_to_enemy_flag,behavior_avg_blue_to_own_flag,behavior_intercept_pressure,behavior_defense_pressure,behavior_attack_defense_ratio,coord_pairwise_head0_pearson_mean,coord_head0_team_agreement_rate,coord_full_action_team_agreement_rate,coord_trajectory_steps,strategy_switches,strategy_switch_rate,strategy_resamples,strategy_resample_rate,strategy_unique_count,strategy_entropy_mean,strategy_dominant,strategy_occupancy_0,strategy_occupancy_1,strategy_occupancy_2,strategy_occupancy_3,strategy_phase_blue_defense_occupancy_0,strategy_phase_blue_defense_occupancy_1,strategy_phase_blue_defense_occupancy_2,strategy_phase_blue_defense_occupancy_3,strategy_phase_neutral_occupancy_0,strategy_phase_neutral_occupancy_1,strategy_phase_neutral_occupancy_2,strategy_phase_neutral_occupancy_3,strategy_phase_blue_attack_occupancy_0,strategy_phase_blue_attack_occupancy_1,strategy_phase_blue_attack_occupancy_2,strategy_phase_blue_attack_occupancy_3,strategy_phase_both_flags_occupancy_0,strategy_phase_both_flags_occupancy_1,strategy_phase_both_flags_occupancy_2,strategy_phase_both_flags_occupancy_3
artifacts/v6i22e_fixed_alpha_adapters_5u_seed1/final_v6i22e_fixed_alpha_adapters_5u_seed1_2v2.zip,OP9,3,map_b_split_lane_v2,1,1142,1143,0,0,0,240,-17.743779556651134,0.35999998450279236,0,0,nan,6.132012430826823,neutral,3,draw,9,9,0,0,0,0,0,0,0,16,0,0,0,0,0,206,274,480,480,0,133,240,-0.2223351001739502,0.0,0.0,0.034462989581516015,1.8583333333333334,0.1375,0.004166666666666667,0.14166666666666666,1.2958847921729708,1.5,0.0,0.27044820779313644,0.3000921647219608,0.7587401730318865,0.5666322112083435,0.9302083333333333,-0.03222724237093598,0.8583333333333333,0.7208333333333333,240.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,
artifacts/v6i22e_fixed_alpha_adapters_5u_seed1/final_v6i22e_fixed_alpha_adapters_5u_seed1_2v2.zip,OP10,0,map_b,0,2042,2042,0,1,2,240,-9.72293391769199,0.7199999690055847,0,-1,32.0,6.28677012125651,neutral,0,loss,2,2,20,0,0,4,0,4,4,0,0,1,4,0,280,26,174,435,431,0,128,240,-0.2796410024166107,0.0,0.0,0.12034994101462265,0.375,0.15416666666666667,1.4708333333333334,0.004166666666666667,1.3292297129208843,1.1162837959205112,0.3,0.30828567799180745,0.3378200958482921,0.7689309738576412,0.7580101678768794,0.5552083333333333,-0.11427635982176379,0.5208333333333334,0.24166666666666667,240.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
artifacts/v6i22e_fixed_alpha_adapters_5u_seed1/final_v6i22e_fixed_alpha_adapters_5u_seed1_2v2.zip,OP10,0,map_b,1,2042,2043,0,1,3,188,-7.613553629977105,0.5600000023841858,0,-2,53.0,8.34375909034242,neutral,0,loss,2,2,17,0,0,3,0,0,3,0,1,0,1,0,102,4,270,211,208,0,44,188,-0.605986475944519,-100.0,-0.5,0.1667525583006283,0.0797872340425532,0.973404255319149,0.9414893617021277,0.0797872340425532,1.2303688041865826,1.0316508273059066,0.34574468085106386,0.3736752057844337,0.19509767173254428,0.7308077834388043,0.7984239310026169,0.2765957446808511,-0.46240974292021425,0.0,0.0,188.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
artifacts/v6i22e_fixed_alpha_adapters_5u_seed1/final_v6i22e_fixed_alpha_adapters_5u_seed1_2v2.zip,OP10,1,map_b,0,2042,2042,1,3,0,146,-0.44099831543280743,0.4399999976158142,0,3,43.0,5.878134531517551,neutral,1,win,11,11,5,0,0,0,0,0,0,7,0,3,0,0,0,108,184,292,292,0,53,146,0.6538565158843994,100.0,0.6781249642372131,0.040800139984141476,1.3424657534246576,0.6575342465753424,0.0,0.5616438356164384,0.5738727763703425,1.4698481490733484,0.0410958904109589,0.14494891825757206,0.29661952497514144,0.8923674899421327,0.7986055220643135,0.6712328767123288,nan,0.3424657534246575,0.3424657534246575,146.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
artifacts/v6i22e_fixed_alpha_adapters_5u_seed1/final_v6i22e_fixed_alpha_adapters_5u_seed1_2v2.zip,OP10,1,map_b,1,2042,2043,1,2,0,240,-7.745731287024682,0.47999998927116394,0,2,153.0,6.3146921793619795,neutral,1,win,10,10,15,0,0,0,0,0,0,11,0,3,0,2,0,191,289,480,480,0,114,240,0.27605530619621277,0.0,0.0248433668166399,0.04741723573145767,1.5625,0.4375,0.0,0.4083333333333333,0.8716378593506913,1.4036840165033937,0.1,0.20599461034483588,0.3219088430516422,0.8319440280397733,0.7399985345701376,0.78125,-0.27942577129944013,0.5625,0.5625,240.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
artifacts/v6i22e_fixed_alpha_adapters_5u_seed1/final_v6i22e_fixed_alpha_adapters_5u_seed1_2v2.zip,OP10,2,map_b,0,2042,2042,1,3,0,146,-0.4902104531938676,0.4399999976158142,0,3,43.0,5.878134531517551,neutral,2,win,11,11,5,0,0,0,0,0,0,7,0,3,0,0,0,108,184,292,292,0,53,146,0.6538565158843994,100.0,0.6781249642372131,0.040800139984141476,1.3356164383561644,0.541095890410959,0.1232876712328767,0.5616438356164384,0.5738727763703425,1.4698481490733484,0.0410958904109589,0.14494891825757206,0.29661952497514144,0.8923674899421327,0.7986055220643135,0.6986301369863014,nan,0.3356164383561644,0.3356164383561644,146.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
artifacts/v6i22e_fixed_alpha_adapters_5u_seed1/final_v6i22e_fixed_alpha_adapters_5u_seed1_2v2.zip,OP10,2,map_b,1,2042,2043,1,2,0,240,-7.745731287024682,0.47999998927116394,0,2,153.0,6.3146921793619795,neutral,2,win,10,10,15,0,0,0,0,0,0,11,0,3,0,2,0,191,289,480,480,0,114,240,0.27605530619621277,0.0,0.0248433668166399,0.04741723573145767,1.5625,0.4041666666666667,0.03333333333333333,0.4083333333333333,0.8716378593506913,1.4036840165033937,0.1,0.20599461034483588,0.3219088430516422,0.8319440280397733,0.7399985345701376,0.7895833333333333,-0.17623675266856925,0.5625,0.5625,240.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
artifacts/v6i22e_fixed_alpha_adapters_5u_seed1/final_v6i22e_fixed_alpha_adapters_5u_seed1_2v2.zip,OP10,3,map_b,0,2042,2042,1,3,1,156,-2.5239138548786286,0.6800000071525574,0,2,39.0,5.962846413636819,neutral,3,win,1,1,7,0,0,0,0,4,2,6,0,3,0,0,11,101,200,312,312,0,60,156,0.6284244060516357,100.0,0.6593749523162842,0.08272788132158801,1.2371794871794872,0.1987179487179487,0.5641025641025641,0.3717948717948718,0.7128031239128456,1.340142481506635,0.09615384615384616,0.18598921571332866,0.30053570873748797,0.8736089349557192,0.7967127970395944,0.7596153846153846,0.07339401072401477,0.3269230769230769,0.27564102564102566,156.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
artifacts/v6i22e_fixed_alpha_adapters_5u_seed1/final_v6i22e_fixed_alpha_adapters_5u_seed1_2v2.zip,OP10,3,map_b,1,2042,2043,1,3,0,206,-5.846888242813293,0.5999999642372131,0,3,110.0,6.159288128602852,neutral,3,win,14,14,10,0,0,0,1,2,1,5,0,3,0,6,6,145,261,412,412,0,88,206,0.5954774618148804,100.0,0.4921695590019226,0.06613524866209013,1.266990291262136,0.21844660194174756,0.5145631067961165,0.34951456310679613,0.847301704424786,1.109882037164372,0.4029126213592233,0.21202615505418948,0.2921607149312797,0.8368766791033513,0.7912105521530781,0.7621359223300971,0.2639539655306324,0.45145631067961167,0.45145631067961167,206.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
artifacts/v6i22e_fixed_alpha_adapters_5u_seed1/final_v6i22e_fixed_alpha_adapters_5u_seed1_2v2.zip,OP10,0,map_b_split_lane_v2,0,2142,2142,0,0,3,128,-7.692309741396457,0.5600000023841858,0,-3,32.0,5.022709846496582,neutral,0,loss,1,1,29,0,0,0,19,1,6,0,0,0,8,0,165,6,85,256,256,0,57,128,-0.6569616198539734,-100.0,-0.5,0.08257285450963536,0.875,0.0,1.125,0.0,1.5,1.0103332569997292,0.59375,0.3064999132184312,0.23721542581915855,0.7451770906336606,0.8116118856705725,0.71875,0.2238141290858972,0.5,0.2265625,128.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,
artifacts/v6i22e_fixed_alpha_adapters_5u_seed1/final_v6i22e_fixed_alpha_adapters_5u_seed1_2v2.zip,OP10,0,map_b_split_lane_v2,1,2142,2143,0,0,2,240,-14.151335255766753,0.6399999856948853,1,-2,58.0,5.596825663248698,neutral,0,loss,0,0,35,0,0,0,21,4,11,0,0,0,2,0,247,17,216,480,480,0,121,240,-0.3584751486778259,0.0,0.0,0.07628687166919311,0.7583333333333333,0.0125,1.2291666666666667,0.0125,1.4681537732714787,1.2959635488533725,0.20416666666666666,0.31474911350524054,0.28426149250008165,0.7215526066720486,0.7152150591214498,0.6864583333333333,0.3866519209058548,0.6833333333333333,0.4,240.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,
artifacts/v6i22e_fixed_alpha_adapters_5u_seed1/final_v6i22e_fixed_alpha_adapters_5u_seed1_2v2.zip,OP10,1,map_b_split_lane_v2,0,2142,2142,1,3,0,132,0.5115978993999306,0.5199999809265137,0,3,37.0,6.1884377219460225,neutral,1,win,12,12,2,0,0,0,0,3,4,2,3,0,1,0,97,15,152,264,264,0,35,132,0.6572977900505066,100.0,0.7043749690055847,0.0445202053736218,1.3106060606060606,0.6666666666666666,0.0,0.6666666666666666,0.5273661048885322,1.2411304083511685,0.2803030303030303,0.1278976817177891,0.277191320349547,0.8957872142394384,0.8271694734241023,0.6666666666666666,-0.4606210521393365,0.3106060606060606,0.2196969696969697,132.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
artifacts/v6i22e_fixed_alpha_adapters_5u_seed1/final_v6i22e_fixed_alpha_adapters_5u_seed1_2v2.zip,OP10,1,map_b_split_lane_v2,1,2142,2143,1,3,0,139,-0.002903755143051967,0.3999999761581421,0,3,42.0,6.089302776528777,neutral,1,win,5,5,8,0,0,0,3,0,6,0,3,0,0,0,110,0,168,278,278,0,54,139,0.6166301369667053,100.0,0.6184337139129639,0.025709380690517616,1.3237410071942446,0.6762589928057554,0.0,0.6762589928057554,0.513288519432326,1.355578738660049,0.2014388489208633,0.12608488480285776,0.28235294999514554,0.8960381639089515,0.7946200958258814,0.6618705035971223,-0.4959145933585415,0.3237410071942446,0.1510791366906475,139.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
artifacts/v6i22e_fixed_alpha_adapters_5u_seed1/final_v6i22e_fixed_alpha_adapters_5u_seed1_2v2.zip,OP10,2,map_b_split_lane_v2,0,2142,2142,1,3,0,132,0.5115978993999306,0.5199999809265137,0,3,37.0,6.1884377219460225,neutral,2,win,12,12,2,0,0,0,0,3,4,2,3,0,1,0,97,15,152,264,264,0,35,132,0.6572977900505066,100.0,0.7043749690055847,0.0445202053736218,1.3106060606060606,0.6666666666666666,0.0,0.6666666666666666,0.5273661048885322,1.2411304083511685,0.2803030303030303,0.1278976817177891,0.277191320349547,0.8957872142394384,0.8271694734241023,0.6666666666666666,-0.4606210521393365,0.3106060606060606,0.3106060606060606,132.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
artifacts/v6i22e_fixed_alpha_adapters_5u_seed1/final_v6i22e_fixed_alpha_adapters_5u_seed1_2v2.zip,OP10,2,map_b_split_lane_v2,1,2142,2143,1,3,0,139,-0.002903755143051967,0.3999999761581421,0,3,42.0,6.089302776528777,neutral,2,win,5,5,8,0,0,0,3,0,6,0,3,0,0,0,110,0,168,278,278,0,54,139,0.6166301369667053,100.0,0.6184337139129639,0.025709380690517616,1.3237410071942446,0.6762589928057554,0.0,0.6762589928057554,0.513288519432326,1.355578738660049,0.2014388489208633,0.12608488480285776,0.28235294999514554,0.8960381639089515,0.7946200958258814,0.6618705035971223,-0.4959145933585415,0.3237410071942446,0.3237410071942446,139.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
artifacts/v6i22e_fixed_alpha_adapters_5u_seed1/final_v6i22e_fixed_alpha_adapters_5u_seed1_2v2.zip,OP10,3,map_b_split_lane_v2,0,2142,2142,1,3,0,133,-1.026297392352717,0.5199999809265137,0,3,37.0,5.87083171184798,neutral,3,win,9,9,3,0,0,0,0,5,3,3,2,1,1,0,68,38,160,266,266,0,48,133,0.6484648585319519,100.0,0.629233717918396,0.06340578753025011,1.3458646616541354,0.6541353383458647,0.0,0.5639097744360902,0.5745489041888177,1.2337699704488416,0.2631578947368421,0.1423932790714211,0.2628925186686946,0.8942505273603856,0.8130864492036346,0.6729323308270677,-0.44515743014654807,0.3458646616541353,0.09774436090225563,133.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
artifacts/v6i22e_fixed_alpha_adapters_5u_seed1/final_v6i22e_fixed_alpha_adapters_5u_seed1_2v2.zip,OP10,3,map_b_split_lane_v2,1,2142,2143,1,3,0,139,-0.002903755143051967,0.3999999761581421,0,3,42.0,6.089302776528777,neutral,3,win,5,5,8,0,0,0,3,0,6,0,3,0,0,0,110,0,168,278,278,0,54,139,0.6166301369667053,100.0,0.6184337139129639,0.025709380690517616,1.3237410071942446,0.6762589928057554,0.0,0.6762589928057554,0.513288519432326,1.355578738660049,0.2014388489208633,0.12608488480285776,0.28235294999514554,0.8960381639089515,0.7946200958258814,0.6618705035971223,-0.4959145933585415,0.3237410071942446,0.23741007194244604,139.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
artifacts/v6i22e_fixed_alpha_adapters_5u_seed1/final_v6i22e_fixed_alpha_adapters_5u_seed1_2v2.zip,OP11,0,map_b,0,3042,3042,0,2,3,162,-5.8162799565907335,0.4399999976158142,1,-1,53.0,7.568449043933256,neutral,0,loss,0,0,10,0,0,1,0,0,4,0,2,0,2,0,203,0,121,297,296,0,49,162,-0.5801608562469482,-100.0,-0.5,0.08908230911388441,0.3765432098765432,0.24074074074074073,1.382716049382716,0.2654320987654321,0.8913691369586705,1.0221063691524812,0.2345679012345679,0.22752182777212174,0.37597599455419883,0.8428898637677417,0.8135633545893209,0.5339506172839507,0.0700928222391433,0.5308641975308642,0.5,162.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
artifacts/v6i22e_fixed_alpha_adapters_5u_seed1/final_v6i22e_fixed_alpha_adapters_5u_seed1_2v2.zip,OP11,0,map_b,1,3042,3043,0,1,1,240,-13.584979339502752,0.6399999856948853,0,0,49.0,7.443482462565104,neutral,0,draw,4,4,16,0,0,1,0,3,10,0,0,1,2,0,266,21,193,462,461,0,94,240,-0.1319945752620697,0.0,-0.03993939235806465,0.09923674972475661,0.25,0.08333333333333333,1.6666666666666667,0.004166666666666667,1.2421089778964718,1.175887838153479,0.175,0.3204330816244086,0.33806940688130754,0.7524959032734235,0.7490800864994526,0.5416666666666666,0.14633724342152946,0.7625,0.6083333333333333,240.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
artifacts/v6i22e_fixed_alpha_adapters_5u_seed1/final_v6i22e_fixed_alpha_adapters_5u_seed1_2v2.zip,OP11,1,map_b,0,3042,3042,1,2,1,240,-7.595645548513858,0.4399999976158142,1,1,53.0,8.090032450358073,neutral,1,win,0,0,14,0,0,4,0,0,0,5,0,2,0,1,2,90,388,339,335,0,76,240,0.2846047282218933,0.0,0.02267027273774147,0.15510557853849605,0.5958333333333333,1.4,0.0,0.09166666666666666,1.036681208650892,0.8919935206727435,0.475,0.327294014650397,0.2120505932563295,0.8033368205030759,0.8070397848884264,0.3,0.053274440570336826,0.4041666666666667,0.4041666666666667,240.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
artifacts/v6i22e_fixed_alpha_adapters_5u_seed1/final_v6i22e_fixed_alpha_adapters_5u_seed1_2v2.zip,OP11,1,map_b,1,3042,3043,0,1,3,156,-6.471509636670817,0.6399999856948853,0,-2,58.0,6.14052249223758,neutral,1,loss,1,1,5,0,0,0,0,2,2,2,0,3,0,5,18,107,187,312,312,0,57,156,-0.59827721118927,-100.0,-0.46616843342781067,0.04007035982496559,1.314102564102564,0.6858974358974359,0.0,0.5897435897435898,0.5269181546635735,0.7049379849758668,0.7307692307692307,0.13391820568806276,0.3001275361300661,0.9041715997916001,0.886123524644436,0.657051282051282,-0.4979295977319683,0.3141025641025641,0.3141025641025641,156.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
artifacts/v6i22e_fixed_alpha_adapters_5u_seed1/final_v6i22e_fixed_alpha_adapters_5u_seed1_2v2.zip,OP11,2,map_b,0,3042,3042,1,2,1,240,-7.552219232515199,0.6800000071525574,1,1,53.0,7.697701009114583,neutral,2,win,0,0,13,0,0,2,3,2,1,3,1,2,8,1,95,55,330,443,441,0,56,240,0.23801808059215546,0.0,0.019238917157053947,0.1543647400646781,0.5166666666666667,0.9791666666666666,0.5,0.1,0.9587929481640458,0.7820580541466673,0.5916666666666667,0.2907348005178695,0.24303030878460655,0.8320991359651089,0.8609189880390962,0.3854166666666667,-0.06360116256101662,0.24583333333333332,0.24583333333333332,240.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
artifacts/v6i22e_fixed_alpha_adapters_5u_seed1/final_v6i22e_fixed_alpha_adapters_5u_seed1_2v2.zip,OP11,2,map_b,1,3042,3043,0,1,3,156,-6.471509636670817,0.6399999856948853,0,-2,58.0,6.14052249223758,neutral,2,loss,1,1,5,0,0,0,0,2,2,2,0,3,0,5,18,107,187,312,312,0,57,156,-0.59827721118927,-100.0,-0.46616843342781067,0.04007035982496559,1.314102564102564,0.5448717948717948,0.14102564102564102,0.5897435897435898,0.5269181546635735,0.7049379849758668,0.7307692307692307,0.13391820568806276,0.3001275361300661,0.9041715997916001,0.886123524644436,0.6923076923076923,-0.1473271495790079,0.3141025641025641,0.3141025641025641,156.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
artifacts/v6i22e_fixed_alpha_adapters_5u_seed1/final_v6i22e_fixed_alpha_adapters_5u_seed1_2v2.zip,OP11,3,map_b,0,3042,3042,0,1,3,157,-5.631870427925605,0.5999999642372131,1,-2,52.0,7.878111626691879,neutral,3,loss,0,0,7,0,0,0,3,5,3,3,1,2,1,1,42,66,206,314,314,0,24,157,-0.6299340724945068,-100.0,-0.46748703718185425,0.0630758486059346,1.178343949044586,0.5668789808917197,0.25477707006369427,0.6242038216560509,0.5074530807887293,0.7471172851599326,0.554140127388535,0.13211454543029996,0.3130259438400056,0.9010094218193345,0.8879763783922621,0.6528662420382165,-0.018596989369596084,0.25477707006369427,0.25477707006369427,157.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
artifacts/v6i22e_fixed_alpha_adapters_5u_seed1/final_v6i22e_fixed_alpha_adapters_5u_seed1_2v2.zip,OP11,3,map_b,1,3042,3043,0,2,3,169,-7.493793983914657,0.6399999856948853,0,-1,58.0,5.947970599112426,neutral,3,loss,1,1,6,0,0,0,0,4,3,4,0,3,0,6,22,113,203,338,338,0,62,169,-0.612104594707489,-100.0,-0.5,0.08461148564059001,1.1775147928994083,0.3668639053254438,0.44970414201183434,0.3727810650887574,0.6665983040480924,0.8191647949744258,0.5857988165680473,0.18327964676995956,0.2920701259295263,0.8864171832976256,0.8409480618301933,0.7011834319526628,-0.05976416356194958,0.25443786982248523,0.24260355029585798,169.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
artifacts/v6i22e_fixed_alpha_adapters_5u_seed1/final_v6i22e_fixed_alpha_adapters_5u_seed1_2v2.zip,OP11,0,map_b_split_lane_v2,0,3142,3142,0,2,3,131,-3.938494291418465,0.6399999856948853,0,-1,49.0,6.537005475459208,neutral,0,loss,1,1,14,0,0,0,13,3,5,1,2,1,4,0,102,25,135,262,262,0,33,131,-0.5756882429122925,-100.0,-0.4721708297729492,0.11062303346133869,0.42748091603053434,0.4580152671755725,1.1145038167938932,0.3511450381679389,0.5803552684125327,1.0354113075455635,0.4122137404580153,0.16839723938805912,0.3040594669016263,0.927117363187193,0.8521813618317815,0.49236641221374045,-0.2509260763529083,0.2824427480916031,0.1450381679389313,131.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
artifacts/v6i22e_fixed_alpha_adapters_5u_seed1/final_v6i22e_fixed_alpha_adapters_5u_seed1_2v2.zip,OP11,0,map_b_split_lane_v2,1,3142,3143,0,1,3,151,-6.735824491101084,0.5199999809265137,1,-2,24.0,5.504423229899627,neutral,0,loss,0,0,33,0,0,0,32,1,8,0,1,0,6,0,159,4,139,302,302,0,38,151,-0.6039903163909912,-100.0,-0.5,0.07154223288329231,0.7417218543046358,0.23178807947019867,1.0264900662251655,0.17880794701986755,1.1803487276300688,1.0633985351351714,0.4370860927152318,0.2716812246744305,0.26059473991788773,0.7735354296419005,0.8321717685421571,0.6274834437086093,0.3633259230852236,0.4370860927152318,0.25165562913907286,151.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
artifacts/v6i22e_fixed_alpha_adapters_5u_seed1/final_v6i22e_fixed_alpha_adapters_5u_seed1_2v2.zip,OP11,1,map_b_split_lane_v2,0,3142,3142,1,3,2,145,-2.280693814594997,0.5199999809265137,0,1,46.0,6.434048777613147,neutral,1,win,1,1,1,0,0,0,0,3,1,1,0,3,1,4,13,104,173,290,290,0,25,145,0.27520883083343506,0.0,0.1799999475479126,0.03370117444930405,1.303448275862069,0.696551724137931,0.0,0.696551724137931,0.47914748041537303,0.9371450479431399,0.6482758620689655,0.1150166340750353,0.29821609340865035,0.9036207466289915,0.8870384775359055,0.6517241379310345,-0.5101020306102034,0.30344827586206896,0.2620689655172414,145.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
artifacts/v6i22e_fixed_alpha_adapters_5u_seed1/final_v6i22e_fixed_alpha_adapters_5u_seed1_2v2.zip,OP11,1,map_b_split_lane_v2,1,3142,3143,0,2,3,155,-6.412755486526294,0.47999998927116394,0,-1,40.0,7.174236076108871,neutral,1,loss,1,1,7,0,0,0,5,3,2,2,2,1,4,2,93,42,175,310,310,0,23,155,-0.5736353397369385,-100.0,-0.46827900409698486,0.05441775801441362,1.3483870967741935,0.6516129032258065,0.0,0.5741935483870968,0.5715255442646242,0.639244459905932,0.7225806451612903,0.14847476823676017,0.2649388881460313,0.8892627969864876,0.905855473779863,0.6741935483870968,nan,0.34838709677419355,0.2645161290322581,155.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
