blue_style,red_style,map,episode_index,episode_seed,blue_score,red_score,win_margin,steps,time_first_red_midfield_cross,time_both_red_enter_blue_territory,time_first_red_flag_touch,time_first_red_capture,time_blue_counterattack_start,time_first_blue_flag_touch,time_first_blue_capture,red_death_count,blue_death_count,red_carrier_death_count,blue_carrier_death_count,red_tag_count,blue_tag_count,red_carrier_tag_count,blue_carrier_tag_count,post_tag_carrier_event_count,post_tag_counterattack_launch_count,post_tag_blue_flag_touch_count,post_tag_blue_capture_before_red_reentry_count,post_tag_mean_steps_to_blue_flag_touch,post_tag_mean_steps_to_red_reentry,op6_regroup_active_steps,op6_regroup_blue_flag_touch_count,op6_regroup_blue_capture_count,op7_mean_red_lateral_separation,op7_blue_opposite_lane_penetration_steps,op7_min_blue0_to_red_flag,op7_min_blue1_to_red_flag,op7_red0_target_switches,op7_red1_target_switches,op7_both_red_target_same_blue_steps,op7_uncovered_lane_steps,op7_max_consecutive_uncovered_lane_steps,op7_mean_uncovered_blue_progress,op7_flag_touch_during_uncovered_lane,split_flag_touch_count,split_pickup_count,split_touches_per_pickup,split_capture_count,split_capture_given_pickup,split_mean_carrier_lifetime,split_mean_max_return_progress,split_mean_teammate_dist_at_pickup,split_mean_sep_before_pickup,split_mean_sep_after_pickup,split_converged_after_pickup_count,split_noncarrier_flag_pressure_steps,split_noncarrier_support_steps,split_mean_red_retarget_latency_after_pickup,split_carrier_loss_tag_count,split_carrier_loss_capture_count,split_carrier_loss_other_count,pre_touch_min_red0_to_blue,pre_touch_min_red1_to_blue,pre_touch_min_any_red_to_blue,pre_touch_steps_red0_one_defender_in_tag_range,pre_touch_steps_red1_one_defender_in_tag_range,pre_touch_steps_red0_two_defenders_in_tag_range,pre_touch_steps_red1_two_defenders_in_tag_range,pre_touch_steps_any_red_two_defenders_in_tag_range,pre_touch_max_consecutive_red0_two_defenders,pre_touch_max_consecutive_red1_two_defenders,pre_touch_max_consecutive_any_red_two_defenders,pre_touch_max_red0_tag_accumulator,pre_touch_max_red1_tag_accumulator,tag_threshold_seconds,tag_required_consecutive_steps,pre_touch_red0_accumulator_reset_count,pre_touch_red1_accumulator_reset_count,pre_touch_reset_defender0_left_radius,pre_touch_reset_defender1_left_radius,pre_touch_reset_red_left_blue_side,pre_touch_reset_defender_left_blue_side,pre_touch_reset_target_switched,pre_touch_reset_defender_became_tagged,pre_touch_reset_red_target_became_tagged,pre_touch_reset_carrier_turn_or_lane_change,pre_touch_reset_other,pre_touch_mean_reset_relative_speed,pre_touch_path_cross_count,turtle_def0_target_red0_steps,turtle_def0_target_red1_steps,turtle_def0_target_blue_flag_steps,turtle_def0_target_red_flag_steps,turtle_def1_target_red0_steps,turtle_def1_target_red1_steps,turtle_def1_target_blue_flag_steps,turtle_def1_target_red_flag_steps,min_turtle_defender_dist_to_blue_flag,mean_turtle_defender_dist_to_blue_flag,final_both_red_forward,final_blue_had_counterattack
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,7,761008,0,0,0,240,9,,,,6,22,,0,0,0,0,0,11,0,6,0,0,0,0,,,0,0,0,1.8238973438739776,55,0.0,0.0,14,16,61,35,7,4.785434465150575,11,9,6,1.5,0,0.0,5.833333333333333,3.5649290084838867,8.63601303100586,9.125928533367995,8.329912601198469,1,0,2,0.16666666666666666,6,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,1
BLUE_ESCORT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,7,761008,0,1,-1,240,8,98,165,187,7,14,,0,0,0,0,0,6,0,4,0,0,0,0,,,0,0,0,2.218396121263504,51,0.0,0.8034837307891839,41,43,110,9,3,4.722975899191463,9,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_RUSH,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,8,761009,0,0,0,240,99,,,,5,12,,0,0,0,0,0,13,0,5,0,0,0,0,,,0,0,0,1.301005208492279,21,0.0,2.625819158001467,18,14,54,6,2,3.592954363141741,5,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,1
BLUE_TURTLE,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,8,761009,0,0,0,240,38,57,,,5,71,,0,0,0,0,3,12,0,2,0,0,0,0,,,0,0,0,2.069116946061452,24,1.2312055021291675,0.0,32,36,39,6,4,1.8160077730814617,1,0,0,,0,,,,,,,0,0,0,,0,0,0,0.6653701066970825,0.4025476276874542,0.4025476276874542,27,18,9,2,74,3,2,3,0.9900000095367432,0.9900000095367432,1.0,3,5,1,6,3,3,0,1,0,3,0,0,0.7499830144633498,2,107,126,5,2,101,100,0,39,0.9461466073989868,7.515104343369603,1,1
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,8,761009,3,0,3,93,24,28,37,,5,16,36,0,0,0,0,1,0,1,0,1,1,1,0,1.0,2.0,0,0,0,4.481543879355153,14,0.0,0.0,7,7,22,14,6,3.072822775159563,11,3,3,1.0,2,0.6666666666666666,20.333333333333332,14.292816082636515,10.436221758524576,13.090299397706985,11.545507221925455,2,5,7,4.0,0,2,1,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_ESCORT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,8,761009,0,0,0,240,40,,,,5,12,,0,0,0,0,0,6,0,6,0,0,0,0,,,0,0,0,2.7320861746867497,28,0.0,0.6111876418849636,36,36,99,0,0,,0,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,1
BLUE_RUSH,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,9,761010,0,0,0,240,5,223,,,7,14,,0,0,0,0,0,12,0,4,0,0,0,0,,,0,0,0,1.3022557814915976,10,0.0,2.3659529951527536,17,19,53,6,2,5.8430914878845215,6,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_TURTLE,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,9,761010,0,0,0,240,5,12,182,,19,25,,0,0,0,0,6,9,1,3,1,1,1,0,21.0,1.0,0,0,0,1.9334213534990947,14,1.0647496741693967,0.0,21,23,40,8,6,1.2724932432174683,1,0,0,,0,,,,,,,0,0,0,,0,0,0,0.5566548705101013,0.5392581820487976,0.5392581820487976,24,11,6,6,22,2,2,2,0.9900000095367432,0.9900000095367432,1.0,3,3,3,5,5,4,0,1,0,4,0,0,1.0916450804105917,1,106,53,22,2,88,61,0,34,0.7918636202812195,7.544248010466496,1,1
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,9,761010,3,0,3,122,5,40,,,7,19,39,0,0,0,0,2,3,0,1,0,0,0,0,,,0,0,0,3.521352728859323,25,0.0,0.0,12,10,36,23,9,4.05326863697597,6,5,4,1.25,2,0.5,15.75,11.610773503780365,6.4612292647361755,9.486208709619813,6.652450317428226,3,4,11,0.0,1,2,1,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_ESCORT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,9,761010,0,0,0,240,5,12,,,7,14,,0,0,0,0,0,6,0,4,0,0,0,0,,,0,0,0,2.032665665944417,58,0.0,0.45885005311050114,45,43,102,9,3,3.757190091269357,6,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_RUSH,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,10,761011,0,0,0,240,7,,,,7,18,,0,0,0,0,0,11,0,5,0,0,0,0,,,0,0,0,1.610661248366038,25,0.0,2.1512691845228433,18,18,72,19,7,4.841001912167198,10,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,1
BLUE_TURTLE,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,10,761011,0,1,-1,240,7,9,20,46,7,47,,0,0,0,0,4,9,0,3,0,0,0,0,,,0,0,0,2.569825412829717,20,0.824011044893743,0.0,24,32,34,7,4,2.1232031413487027,0,0,0,,0,,,,,,,0,0,0,,0,0,0,1.093830943107605,1.16187584400177,1.093830943107605,13,12,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,17,2,2,0,12,9,0,0,0.37477731704711914,8.178193503866593,1,1
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,10,761011,3,0,3,89,7,9,,,10,22,42,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,1.8945344056975975,22,0.0,0.0,8,6,17,21,19,5.267324781417846,13,3,3,1.0,2,0.6666666666666666,20.0,13.998497486114502,12.522301197052002,9.871913059004422,12.364635880788168,1,0,1,0.3333333333333333,0,2,1,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_ESCORT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,10,761011,0,0,0,240,7,8,,,10,18,,0,0,0,0,0,7,0,6,0,0,0,0,,,0,0,0,1.5361203730106354,28,0.0,0.4460520056213748,28,26,103,3,1,4.927418327331543,2,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_RUSH,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,11,761012,0,0,0,240,159,,,,5,12,,0,0,0,0,0,13,0,5,0,0,0,0,,,0,0,0,1.8395787477493286,12,0.0,1.4453839230354661,17,21,35,4,2,3.819053077697754,3,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,1
BLUE_TURTLE,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,11,761012,0,0,0,240,70,131,,,5,155,,0,0,0,0,3,12,0,1,0,0,0,0,,,0,0,0,1.7314597360789776,7,0.5949394372123058,0.0,22,30,32,2,1,3.3647661209106445,2,0,0,,0,,,,,,,0,0,0,,0,0,0,0.37145328521728516,0.28898119926452637,0.28898119926452637,21,9,4,3,45,2,2,2,0.9900000095367432,0.9900000095367432,1.0,3,2,2,4,3,3,0,1,0,3,0,0,1.4255201564787892,2,115,112,11,2,122,82,0,36,0.9449166059494019,7.7752979949116705,1,1
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,11,761012,2,0,2,240,197,200,,,5,17,212,0,0,0,0,1,9,0,6,0,0,0,0,,,0,0,0,2.077450903256734,45,0.0,0.0,26,20,38,30,8,4.485231586124586,13,10,9,1.1111111111111112,2,0.2222222222222222,8.88888888888889,7.554051187303331,9.851397395133972,9.070389050990343,10.201237636804581,2,5,7,0.2222222222222222,6,2,1,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_ESCORT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,11,761012,0,1,-1,240,31,32,182,200,6,12,,0,0,0,0,0,10,0,5,0,0,0,0,,,0,0,0,1.8575440704822541,24,0.0,0.8263143498646017,38,32,87,8,3,4.579470952351888,8,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_RUSH,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,12,761013,0,0,0,240,6,,,,7,16,,0,0,0,0,0,12,0,4,0,0,0,0,,,0,0,0,2.397080159187317,25,0.0,1.5753995871342377,21,20,45,13,4,3.2845431645711263,9,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,1
BLUE_TURTLE,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,12,761013,0,0,0,240,6,8,,,26,33,,0,0,0,0,4,12,0,1,0,0,0,0,,,0,0,0,2.2886265933513643,13,0.9118901416349634,0.0,21,25,38,11,6,1.3380220586603337,1,0,0,,0,,,,,,,0,0,0,,0,0,0,0.5052965879440308,0.40301501750946045,0.40301501750946045,9,9,4,6,39,2,2,2,0.9900000095367432,0.9900000095367432,1.0,3,2,3,5,4,4,0,1,0,4,0,0,0.8062419745694236,1,95,127,15,3,83,103,0,54,0.9280880093574524,7.58398936415712,1,1
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,12,761013,3,0,3,231,6,200,,,8,19,51,0,0,0,0,1,5,0,4,0,0,0,0,,,0,0,0,2.836967675716846,58,0.0,0.0,16,16,79,56,21,5.382011068040046,26,7,7,1.0,2,0.2857142857142857,17.142857142857142,8.48223056112017,9.414138180868965,9.129083222097105,9.632467724382877,3,6,12,0.14285714285714285,4,2,1,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_ESCORT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,12,761013,0,0,0,240,6,43,,,8,15,,0,0,0,0,1,8,0,5,0,0,0,0,,,0,0,0,2.2196681519349415,21,0.0,0.8006670351445915,39,39,75,3,1,5.574139833450317,3,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_RUSH,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,13,761014,0,0,0,240,5,7,,,7,15,,0,0,0,0,0,10,0,4,0,0,0,0,,,0,0,0,1.970996520916621,42,0.0,1.2303340823895739,16,16,62,30,8,2.0008174110861385,15,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_TURTLE,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,13,761014,0,0,0,240,5,7,,,23,30,,0,0,0,0,6,10,0,1,0,0,0,0,,,0,0,0,2.097953341404597,9,0.8008785032040365,0.0,44,38,41,1,1,0.5209817886352539,1,0,0,,0,,,,,,,0,0,0,,0,0,0,0.3357256054878235,0.6999374628067017,0.3357256054878235,22,11,9,4,90,2,2,2,0.9900000095367432,0.9900000095367432,1.0,3,6,2,6,7,5,1,2,0,5,0,0,1.2365153017430752,3,135,88,14,3,111,75,0,54,0.9907287955284119,8.08750414463381,1,1
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,13,761014,3,0,3,177,5,6,,,6,18,52,0,0,0,0,2,4,0,3,0,0,0,0,,,0,0,0,2.963231994607354,67,0.0,0.0,14,10,61,60,11,5.442864707022002,26,6,6,1.0,2,0.3333333333333333,14.166666666666666,8.91489843527476,7.078744490941365,10.403175398059513,9.253307488385369,3,6,10,0.0,3,2,1,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_ESCORT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,13,761014,0,0,0,240,5,7,,,9,15,,0,0,0,0,2,5,0,4,0,0,0,0,,,0,0,0,2.270041630665461,32,0.0,0.5787443346213494,32,40,87,2,2,5.362938563028972,2,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_RUSH,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,14,761015,0,0,0,240,5,6,,,8,17,,0,0,0,0,0,10,0,4,0,0,0,0,,,0,0,0,1.8921781321366629,25,0.0,2.2275273420575132,21,17,60,13,2,2.8223659651620046,7,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_TURTLE,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,14,761015,0,0,0,240,5,6,227,,25,31,,0,0,0,0,6,9,1,1,1,0,0,0,,1.0,0,0,0,2.842646986246109,16,1.3398329785258716,0.0,31,39,29,3,2,1.4860763549804688,2,0,0,,0,,,,,,,0,0,0,,0,0,0,0.3929297924041748,0.48966288566589355,0.3929297924041748,21,21,12,10,55,6,3,6,0.9900000095367432,0.9900000095367432,1.0,3,4,5,7,8,5,0,2,0,4,0,0,1.031186213960738,4,99,119,10,0,73,119,0,36,0.7960913777351379,7.135338160892328,1,1
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,14,761015,1,0,1,240,5,6,,,10,21,40,0,0,0,0,1,8,0,8,0,0,0,0,,,0,0,0,2.666115218400955,69,0.0,0.0,19,21,76,64,16,4.96044070299934,32,10,10,1.0,1,0.1,8.1,5.447696083784104,6.99915452003479,9.183046304954672,8.740897087403285,4,6,12,0.1,8,1,1,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_ESCORT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,14,761015,0,0,0,240,5,6,,,10,17,,0,0,0,0,2,7,0,5,0,0,0,0,,,0,0,0,1.5748247265815736,31,0.0,0.7789802118402115,43,43,114,13,4,3.799935499827067,9,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_RUSH,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,15,761016,0,0,0,240,5,236,,,10,17,,0,0,0,0,0,11,0,5,0,0,0,0,,,0,0,0,2.380513216058413,36,0.0,2.7645020665459046,12,20,46,25,6,2.686256338048864,3,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_TURTLE,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,15,761016,0,0,0,240,5,6,,,27,35,,0,0,0,0,6,9,0,1,0,0,0,0,,,0,0,0,2.4360219687223434,19,3.851534150336608,0.0,33,29,36,5,5,1.372757911682129,0,0,0,,0,,,,,,,0,0,0,,0,0,0,0.7619534134864807,0.5087418556213379,0.5087418556213379,24,18,13,6,67,4,2,4,0.9900000095367432,0.9900000095367432,1.0,3,6,3,6,9,6,1,1,0,6,0,0,1.1328238863515088,3,108,113,17,2,94,97,0,49,1.0823942422866821,7.809720113376776,1,1
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,15,761016,3,0,3,164,5,6,,,8,20,39,0,0,0,0,2,4,0,3,0,0,0,0,,,0,0,0,3.2787413102824514,35,0.0,0.0,15,13,38,33,12,5.369631767272949,10,6,6,1.0,2,0.3333333333333333,12.833333333333334,8.82700785001119,7.715384026368459,9.748027700117264,8.994670117056215,3,4,8,0.0,3,2,1,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_ESCORT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,15,761016,0,1,-1,240,5,6,70,97,10,17,,0,0,0,0,1,4,0,4,0,0,0,0,,,0,0,0,3.097186510761579,44,0.0,0.739731617992123,38,36,92,8,3,3.052244406480056,7,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
