blue_style,red_style,map,episode_index,episode_seed,touch_step,pickup_step,carrier_idx,end_step,loss_cause,carrier_lifetime,max_return_progress,crossed_midfield,reached_capture_zone,captured,carrier_loss_x,carrier_loss_y,min_dist_red0,min_dist_red1,teammate_dist_at_pickup,teammate_lane_before,teammate_lane_after,red_retarget_latency,noncarrier_flag_pressure_steps,noncarrier_support_steps
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,6,761007,224,224,0,234,tag,10,5.181968688964844,0,0,0,11.818031311035156,9.670032501220703,0.97477680425768,1.1894036366104908,10.20963191986084,1.0,1.0,0,0,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,7,761008,22,22,0,31,tag,9,4.914999008178711,0,0,0,12.085000991821289,9.281798362731934,1.165946846013428,1.2673964752360816,4.620551109313965,-1.0,-1.0,0,0,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,7,761008,36,36,1,37,tag,1,1.4307327270507812,0,0,0,15.569267272949219,9.466346740722656,1.1453788835613194,1.289645462607707,6.1421918869018555,1.0,1.0,0,0,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,7,761008,105,105,0,113,tag,8,4.633447647094727,0,0,0,12.366552352905273,9.503374099731445,1.1625567912551906,1.516063949452914,7.500192642211914,-1.0,-1.0,0,0,2
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,7,761008,117,117,1,125,tag,8,4.868351936340332,0,0,0,12.131648063659668,9.071617126464844,0.926942191413855,1.4223384362676943,6.713320732116699,1.0,1.0,1,0,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,7,761008,161,161,1,162,tag,1,0.8712825775146484,0,0,0,16.12871742248535,10.161765098571777,0.8066592138908172,1.2763172769790956,14.76626968383789,1.0,1.0,0,0,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,7,761008,212,212,0,220,tag,8,4.670760154724121,0,0,0,12.329239845275879,9.438552856445312,1.289597490484727,1.5158182797240405,12.073552131652832,1.0,1.0,0,0,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,8,761009,16,16,0,36,capture,20,14.776063442230225,1,1,1,2.2239365577697754,9.773947715759277,1.3043925007208228,1.6410833787806096,8.555681228637695,-1.0,-1.0,0,3,3
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,8,761009,41,41,1,61,capture,20,14.772066593170166,1,1,1,2.227933406829834,9.750923156738281,10.879345122628838,8.710735746596042,11.611616134643555,1.0,1.0,12,0,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,8,761009,71,71,0,92,other,21,13.330318212509155,1,1,0,3.6696817874908447,4.385631084442139,1.9559264026247907,0.7819426742108778,11.14136791229248,-1.0,-1.0,0,2,4
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,9,761010,19,19,0,39,capture,20,14.773247957229614,1,1,1,2.2267520427703857,9.776552200317383,1.8384678639986134,5.959841018645839,8.500855445861816,-1.0,-1.0,0,2,5
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,9,761010,55,55,1,58,tag,3,1.982513427734375,0,0,0,15.017486572265625,10.978415489196777,0.8957722275849348,2.1188288717688133,6.963366985321045,1.0,1.0,0,0,2
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,9,761010,60,60,0,80,capture,20,14.760689735412598,1,1,1,2.2393102645874023,9.795347213745117,2.6263406317435996,2.14249796131352,3.6961348056793213,1.0,1.0,0,2,4
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,9,761010,101,101,0,121,other,20,14.926642894744873,1,1,0,2.073357105255127,16.657588958740234,0.8978412659160665,2.515275961744991,6.6845598220825195,1.0,1.0,0,0,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,10,761011,22,22,0,42,capture,20,14.715493202209473,1,1,1,2.2845067977905273,10.265347480773926,1.2627465353108867,2.693297226818596,6.578784465789795,-1.0,-1.0,1,0,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,10,761011,45,45,1,65,capture,20,14.759978294372559,1,1,1,2.2400217056274414,9.80687141418457,1.1069983750734638,5.730369908721306,15.344218254089355,1.0,1.0,0,0,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,10,761011,68,68,0,88,other,20,12.520020961761475,1,1,0,4.479979038238525,3.7181732654571533,5.924294088657007,2.290072418028092,15.643900871276855,-1.0,-1.0,0,0,1
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,11,761012,17,17,0,20,tag,3,2.252185821533203,0,0,0,14.747814178466797,8.273432731628418,1.7822515215163506,0.94137378049768,1.4674032926559448,-1.0,-1.0,0,2,3
